cell_id,target_heterogeneity,initial_common_parameter,noise_scale,spatial_correlation,temporal_correlation,delay,local_risk,strong_fixed_alpha,strong_fixed_risk,phase_early_alpha,phase_late_alpha,phase_risk,safe_risk,safe_charged_shadow_risk,safe_to_local_ratio,safe_to_fixed_ratio,phase_to_fixed_ratio,safe_checkpoint_valid,safe_early_alpha_mean,safe_late_alpha_mean,safe_uses_nonzero,safe_uses_shadow,safe_environment_used,safe_message_used
H0-I1.5-N0.1-S0-T0.9-D0,0.0,1.5,0.1,0.0,0.9,0,0.01467641080424423,1.0,0.003669107918238892,0.0,1.0,0.003669107918238892,0.003399247213050601,0.013596933263563695,0.23161297802236377,0.9264505947489765,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N0.1-S0-T0.9-D1,0.0,1.5,0.1,0.0,0.9,1,0.01467641080424423,1.0,0.003670032333438296,0.25,1.0,0.0036689529095384685,0.003669497206690904,0.013596933263563695,0.2500268802526114,0.9998541901817822,0.9997058816376105,True,0.5833333333333334,1.0,True,False,240,17
H0-I1.5-N0.1-S0-T0.9-D3,0.0,1.5,0.1,0.0,0.9,3,0.01467641080424423,0.75,0.004574353008104911,0.1,0.75,0.002981213616820363,0.0029725105849662415,0.013596933263563695,0.20253661638488818,0.6498209866399687,0.6517235577442759,True,0.2833333333333333,0.75,True,False,240,17
H0-I1.5-N0.1-S0.5-T0-D0,0.0,1.5,0.1,0.5,0.0,0,0.0020408232764582107,1.0,0.0012755171563752989,0.0,1.0,0.0012755171563752989,0.0012755287231235898,0.0020408348392700016,0.625006945891578,1.0000090682812326,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N0.1-S0.5-T0-D1,0.0,1.5,0.1,0.5,0.0,1,0.0020408232764582107,0.75,0.0011491073481851872,0.25,0.75,0.0011488798625366935,0.001177438344797325,0.0020408348392700016,0.5769428241923695,1.024654786741101,0.9998020327266613,True,0.25,0.75,True,False,240,16
H0-I1.5-N0.1-S0.5-T0-D3,0.0,1.5,0.1,0.5,0.0,3,0.0020408232764582107,0.5,0.0009988751663425244,0.0,0.75,0.0008556589132992369,0.0008705668819139043,0.0020408348392700016,0.4265763194472908,0.8715472275695542,0.8566224710864649,True,0.08333333333333333,0.75,True,False,240,16
H0-I1.5-N0.1-S0.5-T0.6-D0,0.0,1.5,0.1,0.5,0.6,0,0.006598364225112152,1.0,0.004123980249284012,0.0,1.0,0.004123980249284012,0.004015465576854844,0.006424733805240008,0.6085547023264836,0.9736869078245445,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N0.1-S0.5-T0.6-D1,0.0,1.5,0.1,0.5,0.6,1,0.006598364225112152,0.75,0.003714559289912401,0.25,0.75,0.003714335788310193,0.003795685451315139,0.006424733805240008,0.5752464280267318,1.0218400502108154,0.9999398309234652,True,0.3333333333333333,0.75,True,False,240,17
H0-I1.5-N0.1-S0.5-T0.6-D3,0.0,1.5,0.1,0.5,0.6,3,0.006598364225112152,0.5,0.0030282159101844572,0.1,0.75,0.002752877411429797,0.0027713703034897715,0.006424733805240008,0.4200086883567975,0.9151825317901323,0.9090756713123904,True,0.16666666666666666,0.75,True,False,240,16
H0-I1.5-N0.1-S0.5-T0.9-D0,0.0,1.5,0.1,0.5,0.9,0,0.01467641080424423,1.0,0.009172759361241562,0.0,1.0,0.009172759361241562,0.008498090238307148,0.013596933263563695,0.5790305512468764,0.9264486185274684,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N0.1-S0.5-T0.9-D1,0.0,1.5,0.1,0.5,0.9,1,0.01467641080424423,0.75,0.008261713230003279,0.5,0.75,0.008261421642018586,0.008398854346820465,0.013596933263563695,0.5722689599552245,1.0165995978072857,0.9999647061116047,True,0.4166666666666667,0.75,True,False,240,17
H0-I1.5-N0.1-S0.5-T0.9-D3,0.0,1.5,0.1,0.5,0.9,3,0.01467641080424423,0.5,0.006625135661070591,0.1,0.75,0.006108078252146737,0.006077154943109498,0.013596933263563695,0.41407637222528976,0.9172876230775111,0.9219551967875779,True,0.16666666666666666,0.75,True,False,240,16
H0-I1.5-N0.1-S0.9-T0-D0,0.0,1.5,0.1,0.9,0.0,0,0.0020408232764582107,1.0,0.0018877620524416286,0.0,1.0,0.0018877620524416286,0.0018877736160407197,0.0020408348392700016,0.9250059217851022,1.000006125559668,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N0.1-S0.9-T0-D1,0.0,1.5,0.1,0.9,0.0,1,0.0020408232764582107,0.5,0.0015885267833425103,0.25,0.5,0.0015884969042250694,0.0016438507315921823,0.0020408348392700016,0.8054841154325902,1.034827205200319,0.9999811906744324,True,0.16666666666666666,0.5,True,False,240,16
H0-I1.5-N0.1-S0.9-T0-D3,0.0,1.5,0.1,0.9,0.0,3,0.0020408232764582107,0.5,0.0011972390017107044,0.0,0.5,0.0011130911062411928,0.0011344640017179174,0.0020408348392700016,0.55588546779354,0.9475668601648548,0.9297150398965663,True,0.08333333333333333,0.5,True,False,240,16
H0-I1.5-N0.1-S0.9-T0.6-D0,0.0,1.5,0.1,0.9,0.6,0,0.006598364225112152,1.0,0.006103487429946525,0.0,1.0,0.006103487429946525,0.005942880159562975,0.006424733805240008,0.9006596115057538,0.9736859832633493,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N0.1-S0.9-T0.6-D1,0.0,1.5,0.1,0.9,0.6,1,0.006598364225112152,0.5,0.005135786377436142,0.5,0.5,0.005135786377436142,0.0052706035603638235,0.006424733805240008,0.7987742689778904,1.0262505433481415,1.0,True,0.19999999999999998,0.5,True,False,240,17
H0-I1.5-N0.1-S0.9-T0.6-D3,0.0,1.5,0.1,0.9,0.6,3,0.006598364225112152,0.5,0.0036695648851092387,0.1,0.5,0.003593941383662225,0.003608641785485555,0.006424733805240008,0.5468994530116621,0.9833977320115244,0.9793916979765402,True,0.16666666666666666,0.5,True,False,240,16
H0-I1.5-N0.1-S0.9-T0.9-D0,0.0,1.5,0.1,0.9,0.9,0,0.01467641080424423,1.0,0.0135756805156437,0.0,1.0,0.0135756805156437,0.012577164658512387,0.013596933263563695,0.8569646098264865,0.9264481912357403,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N0.1-S0.9-T0.9-D1,0.0,1.5,0.1,0.9,0.9,1,0.01467641080424423,0.5,0.0114231524268459,0.5,0.5,0.0114231524268459,0.011546907497287255,0.013596933263563695,0.7867664411484065,1.010833705602187,1.0,True,0.25,0.5,True,False,240,17
H0-I1.5-N0.1-S0.9-T0.9-D3,0.0,1.5,0.1,0.9,0.9,3,0.01467641080424423,0.5,0.00805165686626539,0.25,0.5,0.007987079039153433,0.007816219759530854,0.013596933263563695,0.5325702492104203,0.9707591728454098,0.9919795604576093,True,0.16666666666666666,0.5,True,False,240,16
H0-I1.5-N0.5-S0-T0-D0,0.0,1.5,0.5,0.0,0.0,0,0.010204088557342603,1.0,0.002551027356513485,0.0,1.0,0.002551027356513485,0.002551038916700943,0.010204100078165064,0.2500016441806829,1.0000045315811406,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N0.5-S0-T0-D1,0.0,1.5,0.5,0.0,0.0,1,0.010204088557342603,1.0,0.002551952231827945,0.25,1.0,0.00255096750442557,0.002551425312449249,0.010204100078165064,0.2500395109383198,0.999793523024403,0.9996141278076863,True,0.5833333333333334,1.0,True,False,240,17
H0-I1.5-N0.5-S0-T0-D3,0.0,1.5,0.5,0.0,0.0,3,0.010204088557342603,0.5,0.003393966361380954,0.1,0.75,0.0020764888842746796,0.002119468553557966,0.010204100078165064,0.20770777729411713,0.6244813082636407,0.6118177563285534,True,0.25,0.75,True,False,240,16
H0-I1.5-N0.5-S0-T0.6-D0,0.0,1.5,0.5,0.0,0.6,0,0.032991793300612304,1.0,0.00824795354233091,0.0,1.0,0.00824795354233091,0.00803091262416345,0.03212359490801509,0.24342152458909838,0.9736854824589466,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N0.5-S0-T0.6-D1,0.0,1.5,0.5,0.0,0.6,1,0.032991793300612304,1.0,0.008248876073233345,0.5,1.0,0.008247309376609538,0.008248315774835733,0.03212359490801509,0.25001113760865645,0.9999320757891574,0.9998100715042998,True,0.5833333333333334,1.0,True,False,240,17
H0-I1.5-N0.5-S0-T0.6-D3,0.0,1.5,0.5,0.0,0.6,3,0.032991793300612304,0.75,0.008247435128718752,0.1,0.75,0.006686308781190117,0.006741498916614434,0.03212359490801509,0.20433866250275387,0.8174055098826504,0.8107137160627589,True,0.3333333333333333,0.75,True,False,240,17
H0-I1.5-N0.5-S0-T0.9-D0,0.0,1.5,0.5,0.0,0.9,0,0.07338202619627271,1.0,0.018345511766246013,0.0,1.0,0.018345511766246013,0.016996161947068062,0.06798459219963353,0.2316120558133532,0.9264479597859665,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N0.5-S0-T0.9-D1,0.0,1.5,0.5,0.0,0.9,1,0.07338202619627271,1.0,0.018346430141778315,0.5,1.0,0.018343707533821602,0.018345883976834145,0.06798459219963353,0.250005143327127,0.9999702304513767,0.9998516001240747,True,0.6666666666666666,1.0,True,False,240,18
H0-I1.5-N0.5-S0-T0.9-D3,0.0,1.5,0.5,0.0,0.9,3,0.07338202619627271,0.75,0.016347546733043596,0.25,0.75,0.014822909626555757,0.014711917754387804,0.06798459219963353,0.200483940236786,0.8999465176417165,0.90673603009765,True,0.4166666666666667,0.75,True,False,240,17
H0-I1.5-N0.5-S0.5-T0-D0,0.0,1.5,0.5,0.5,0.0,0,0.010204088557342603,1.0,0.006377557956928044,0.0,1.0,0.006377557956928044,0.006377569497433004,0.010204100078165064,0.6250013866102591,1.0000018095492096,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N0.5-S0.5-T0-D1,0.0,1.5,0.5,0.5,0.0,1,0.010204088557342603,0.75,0.005744231122523303,0.5,0.75,0.005743984868241261,0.005886656691727707,0.010204100078165064,0.5768919642991356,1.0247945401510654,0.9999571301577549,True,0.4166666666666667,0.75,True,False,240,17
H0-I1.5-N0.5-S0.5-T0-D3,0.0,1.5,0.5,0.5,0.0,3,0.010204088557342603,0.5,0.004633740332432081,0.1,0.75,0.004250507957674179,0.004294419899270908,0.010204100078165064,0.42085286452955684,0.9267718066145765,0.9172952415836481,True,0.16666666666666666,0.75,True,False,240,16
H0-I1.5-N0.5-S0.5-T0.6-D0,0.0,1.5,0.5,0.5,0.6,0,0.032991793300612304,1.0,0.020619873421471608,0.0,1.0,0.020619873421471608,0.02007725376608927,0.03212359490801509,0.6085529690111344,0.9736846272384339,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N0.5-S0.5-T0.6-D1,0.0,1.5,0.5,0.5,0.6,1,0.032991793300612304,0.75,0.018571490831159373,0.5,0.75,0.01857101358926646,0.01897781774479089,0.03212359490801509,0.5752284385353091,1.0218790681548182,0.999974302445762,True,0.5,0.75,True,False,240,17
H0-I1.5-N0.5-S0.5-T0.6-D3,0.0,1.5,0.5,0.5,0.6,3,0.032991793300612304,0.5,0.01478044405164175,0.25,0.75,0.013671494723860401,0.013763962633946315,0.03212359490801509,0.41719352775197177,0.9312279513292073,0.9249718530846053,True,0.25,0.75,True,False,240,17
H0-I1.5-N0.5-S0.5-T0.9-D0,0.0,1.5,0.5,0.5,0.9,0,0.07338202619627271,1.0,0.045863768981259365,0.0,1.0,0.045863768981259365,0.042490377073350794,0.06798459219963353,0.5790297607714326,0.9264475645408254,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N0.5-S0.5-T0.9-D1,0.0,1.5,0.5,0.5,0.9,1,0.07338202619627271,0.75,0.04130726053161375,0.5,0.75,0.0413063738740511,0.041993565253558,0.06798459219963353,0.5722595495147418,1.016614626898799,0.9999785350674134,True,0.5,0.75,True,False,240,17
H0-I1.5-N0.5-S0.5-T0.9-D3,0.0,1.5,0.5,0.5,0.9,3,0.07338202619627271,0.75,0.03178947685765891,0.25,0.75,0.030339457741706672,0.030292276310987465,0.06798459219963353,0.4128023970061227,0.9529026365115935,0.9543868204423474,True,0.3333333333333333,0.75,True,False,240,17
H0-I1.5-N0.5-S0.9-T0-D0,0.0,1.5,0.5,0.9,0.0,0,0.010204088557342603,1.0,0.009438782437259692,0.0,1.0,0.009438782437259692,0.009438793962018651,0.010204100078165064,0.9250011805539198,1.0000012210005937,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N0.5-S0.9-T0-D1,0.0,1.5,0.5,0.9,0.0,1,0.010204088557342603,0.5,0.007942220894483971,0.5,0.5,0.007942220894483971,0.008218948136429276,0.010204100078165064,0.805456370771609,1.0348425516768864,1.0,True,0.25,0.5,True,False,240,17
H0-I1.5-N0.5-S0.9-T0-D3,0.0,1.5,0.5,0.9,0.0,3,0.010204088557342603,0.5,0.005625559509272984,0.1,0.5,0.005556303506461476,0.005655743658182717,0.010204100078165064,0.5542625023685225,1.0053655372163388,0.9876890462722244,True,0.16666666666666666,0.5,True,False,240,16
H0-I1.5-N0.5-S0.9-T0.6-D0,0.0,1.5,0.5,0.9,0.6,0,0.032991793300612304,1.0,0.030517409324784167,0.0,1.0,0.030517409324784167,0.02971432667962993,0.03212359490801509,0.9006581245487633,0.9736844423257768,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N0.5-S0.9-T0.6-D1,0.0,1.5,0.5,0.9,0.6,1,0.032991793300612304,0.5,0.02567851886495213,0.5,0.5,0.02567851886495213,0.02635267678759469,0.03212359490801509,0.7987646063212211,1.026253769782754,1.0,True,0.3333333333333333,0.5,True,False,240,17
H0-I1.5-N0.5-S0.9-T0.6-D3,0.0,1.5,0.5,0.9,0.6,3,0.032991793300612304,0.5,0.01798718892626566,0.25,0.5,0.017937907204244746,0.01801643996066321,0.03212359490801509,0.5460885316691421,1.001626214886465,0.997260176549936,True,0.25,0.5,True,False,240,17
H0-I1.5-N0.5-S0.9-T0.9-D0,0.0,1.5,0.5,0.9,0.9,0,0.07338202619627271,1.0,0.06787837475327005,0.0,1.0,0.06787837475327005,0.06288574917437698,0.06798459219963353,0.8569639247378963,0.9264474790823929,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N0.5-S0.9-T0.9-D1,0.0,1.5,0.5,0.9,0.9,1,0.07338202619627271,0.5,0.05711534911200091,0.5,0.5,0.05711534911200091,0.057734172400337055,0.06798459219963353,0.786761764330644,1.0108346232310101,1.0,True,0.3333333333333333,0.5,True,False,240,17
H0-I1.5-N0.5-S0.9-T0.9-D3,0.0,1.5,0.5,0.9,0.9,3,0.07338202619627271,0.5,0.03989764883204641,0.25,0.5,0.03988209904257707,0.03904322392593429,0.06798459219963353,0.532054318335481,0.9785845800160075,0.9996102579995428,True,0.25,0.5,True,False,240,17
H0-I1.5-N1-S0-T0-D0,0.0,1.5,1.0,0.0,0.0,0,0.020408170158448095,1.0,0.0051020477567898575,0.0,1.0,0.0051020477567898575,0.00510205930385565,0.020408181626783893,0.2500008214476602,1.0000022632218166,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N1-S0-T0-D1,0.0,1.5,1.0,0.0,0.0,1,0.020408170158448095,1.0,0.005102971582302599,0.5,1.0,0.0051017650111734,0.0051024304245264355,0.020408181626783893,0.2500190063543865,0.9998939524221455,0.9997635551933342,True,0.5833333333333334,1.0,True,False,240,17
H0-I1.5-N1-S0-T0-D3,0.0,1.5,1.0,0.0,0.0,3,0.020408170158448095,0.75,0.005723836116511855,0.1,0.75,0.004140715138058211,0.004241408008741696,0.020408181626783893,0.20782892223122404,0.7410079398510869,0.7234160891003272,True,0.3333333333333333,0.75,True,False,240,17
H0-I1.5-N1-S0-T0.6-D0,0.0,1.5,1.0,0.0,0.6,0,0.0659835796449875,1.0,0.01649590012842471,0.0,1.0,0.01649590012842471,0.016061806718780665,0.06424717128648394,0.24342126943094416,0.9736847697752461,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N1-S0-T0.6-D1,0.0,1.5,1.0,0.0,0.6,1,0.0659835796449875,1.0,0.0164968192651134,0.5,1.0,0.01649430839023178,0.01649624108030211,0.06424717128648394,0.25000524629092724,0.9999649517399689,0.9998477964241913,True,0.6166666666666667,1.0,True,False,240,18
H0-I1.5-N1-S0-T0.6-D3,0.0,1.5,1.0,0.0,0.6,3,0.0659835796449875,0.75,0.014863815680567261,0.25,0.75,0.01333416315234943,0.013454478200400584,0.06424717128648394,0.20390646086177694,0.9051833317598774,0.8970888390241761,True,0.4166666666666667,0.75,True,False,240,17
H0-I1.5-N1-S0-T0.9-D0,0.0,1.5,1.0,0.0,0.9,0,0.1467640454363083,1.0,0.03669101657625491,0.0,1.0,0.03669101657625491,0.033992305364589886,0.13596916586972083,0.2316119405371777,0.9264476304150283,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N1-S0-T0.9-D1,0.0,1.5,1.0,0.0,0.9,1,0.1467640454363083,1.0,0.03669192740220334,0.5,1.0,0.0366871047046559,0.036691661903234994,0.13596916586972083,0.25000443258535143,0.9999927641040648,0.9998685624362391,True,0.8333333333333334,1.0,True,False,240,18
H0-I1.5-N1-S0-T0.9-D3,0.0,1.5,1.0,0.0,0.9,3,0.1467640454363083,0.75,0.031064038889216952,0.25,0.75,0.029589147600494522,0.029381250858881346,0.13596916586972083,0.2001937925023471,0.9458284212063699,0.9525209424961671,True,0.5,0.75,True,False,240,17
H0-I1.5-N1-S0.5-T0-D0,0.0,1.5,1.0,0.5,0.0,0,0.020408170158448095,1.0,0.012755108957618973,0.0,1.0,0.012755108957618973,0.012755120465319772,0.020408181626783893,0.6250006916979624,1.0000009022032534,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N1-S0.5-T0-D1,0.0,1.5,1.0,0.5,0.0,1,0.020408170158448095,0.75,0.011488135840445949,0.5,0.75,0.011487786152472063,0.011773111534895572,0.020408181626783893,0.5768822703598449,1.024806086767038,0.9999695609471595,True,0.4166666666666667,0.75,True,False,240,17
H0-I1.5-N1-S0.5-T0-D3,0.0,1.5,1.0,0.5,0.0,3,0.020408170158448095,0.5,0.009177321790044027,0.25,0.75,0.008478571828220378,0.00856733589505791,0.020408181626783893,0.41979931706475926,0.933533343502474,0.9238612333958166,True,0.19999999999999998,0.75,True,False,240,17
H0-I1.5-N1-S0.5-T0.6-D0,0.0,1.5,1.0,0.5,0.6,0,0.0659835796449875,1.0,0.0412397398867061,0.0,1.0,0.0412397398867061,0.040154489002632306,0.06424717128648394,0.6085527523465102,0.9736843421647372,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N1-S0.5-T0.6-D1,0.0,1.5,1.0,0.5,0.6,1,0.0659835796449875,0.75,0.037142655257718094,0.5,0.75,0.03714184359452246,0.037955399649509586,0.06424717128648394,0.5752249249543845,1.0218816987141113,0.9999781474105714,True,0.5,0.75,True,False,240,17
H0-I1.5-N1-S0.5-T0.6-D3,0.0,1.5,1.0,0.5,0.6,3,0.0659835796449875,0.75,0.028748875391165444,0.25,0.75,0.027286317795103807,0.027617588202414153,0.06424717128648394,0.4185524391220589,0.9606493411182638,0.9491264414290417,True,0.4166666666666667,0.75,True,False,240,17
H0-I1.5-N1-S0.5-T0.9-D0,0.0,1.5,1.0,0.5,0.9,0,0.1467640454363083,1.0,0.09172753100628162,0.0,1.0,0.09172753100628162,0.08498073561715534,0.13596916586972083,0.57902966196196,0.9264474327924052,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N1-S0.5-T0.9-D1,0.0,1.5,1.0,0.5,0.9,1,0.1467640454363083,0.75,0.08261419465862685,0.5,0.75,0.08261256416409174,0.08398692468348815,0.13596916586972083,0.5722581742265768,1.0166161521096175,0.9999802637483565,True,0.5833333333333334,0.75,True,False,240,18
H0-I1.5-N1-S0.5-T0.9-D3,0.0,1.5,1.0,0.5,0.9,3,0.1467640454363083,0.75,0.06194789913844759,0.5,0.75,0.060596805268051675,0.06068461123184095,0.13596916586972083,0.41348418171108847,0.9796072518329748,0.9781898355039232,True,0.4166666666666667,0.75,True,False,240,17
H0-I1.5-N1-S0.9-T0-D0,0.0,1.5,1.0,0.9,0.0,0,0.020408170158448095,1.0,0.018877557918282273,0.0,1.0,0.018877557918282273,0.01887756939449107,0.020408181626783893,0.9250005878982039,1.0000006079286763,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N1-S0.9-T0-D1,0.0,1.5,1.0,0.9,0.0,1,0.020408170158448095,0.5,0.015884338533410796,0.5,0.5,0.015884338533410796,0.016437810448846863,0.020408181626783893,0.8054524399406933,1.0348438755741642,1.0,True,0.3333333333333333,0.5,True,False,240,17
H0-I1.5-N1-S0.9-T0-D3,0.0,1.5,1.0,0.9,0.0,3,0.020408170158448095,0.5,0.011160960143725833,0.25,0.5,0.011101169199631793,0.011305035524169239,0.020408181626783893,0.553946553581113,1.0129088697198152,0.9946428494211897,True,0.19999999999999998,0.5,True,False,240,17
H0-I1.5-N1-S0.9-T0.6-D0,0.0,1.5,1.0,0.9,0.6,0,0.0659835796449875,1.0,0.06103481169333122,0.0,1.0,0.06103481169333122,0.059428634829713625,0.06424717128648394,0.9006579386789632,0.9736842497083826,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N1-S0.9-T0.6-D1,0.0,1.5,1.0,0.9,0.6,1,0.0659835796449875,0.5,0.05135693447434712,0.5,0.5,0.05135693447434712,0.052705245267852016,0.06424717128648394,0.7987630491013504,1.0262537242011278,1.0,True,0.3333333333333333,0.5,True,False,240,17
H0-I1.5-N1-S0.9-T0.6-D3,0.0,1.5,1.0,0.9,0.6,3,0.0659835796449875,0.5,0.03588421897771118,0.25,0.5,0.03586249037019197,0.036018287467969895,0.06424717128648394,0.5458674364403941,1.0037361406790541,0.9993944801325423,True,0.25,0.5,True,False,240,17
H0-I1.5-N1-S0.9-T0.9-D0,0.0,1.5,1.0,0.9,0.9,0,0.1467640454363083,1.0,0.13575674255030298,0.0,1.0,0.13575674255030298,0.12577147981920772,0.13596916586972083,0.856963839101786,0.9264473900631834,1.0,True,1.0,1.0,True,False,240,18
H0-I1.5-N1-S0.9-T0.9-D1,0.0,1.5,1.0,0.9,0.9,1,0.1467640454363083,0.5,0.11423059496844466,0.5,0.5,0.11423059496844466,0.11546823649333675,0.13596916586972083,0.7867610636519753,1.0108345888002594,1.0,True,0.3333333333333333,0.5,True,False,240,17
H0-I1.5-N1-S0.9-T0.9-D3,0.0,1.5,1.0,0.9,0.9,3,0.1467640454363083,0.5,0.07970513878927268,0.5,0.5,0.07970513878927268,0.0780702320866383,0.13596916586972083,0.5319438548763546,0.9794880640386712,1.0,True,0.3333333333333333,0.5,True,False,240,17
H0.05-I0.5-N0.1-S0-T0-D0,0.05,0.5,0.1,0.0,0.0,0,0.0020408171027977732,0.25,0.0016246263662383954,0.0,0.25,0.0016229788124766079,0.0014228668519845626,0.0020408183942977175,0.6972044922761292,0.8758117445053044,0.9989858875886631,True,0.4666666666666666,0.5,True,False,240,18
H0.05-I0.5-N0.1-S0-T0-D1,0.05,0.5,0.1,0.0,0.0,1,0.0020408171027977732,0.25,0.0015572411554862387,0.0,0.25,0.0015555996060744584,0.0013661752352248208,0.0020408183942977175,0.6694256106301343,0.877304860850689,0.9989458605007985,True,0.3958333333333333,0.5,True,False,240,18
H0.05-I0.5-N0.1-S0-T0-D3,0.05,0.5,0.1,0.0,0.0,3,0.0020408171027977732,0.25,0.0014750945262126693,0.0,0.25,0.0014733815683179454,0.0012565112154194367,0.0020408183942977175,0.6156902613648597,0.8518174212506577,0.9988387470333023,True,0.23750000000000002,0.5,True,False,240,17
H0.05-I0.5-N0.1-S0-T0.6-D0,0.05,0.5,0.1,0.0,0.6,0,0.006598358051451714,0.5,0.0038105857457498456,0.0,0.5,0.0038088237503022555,0.0033853282792180948,0.006424717360267723,0.513056165309684,0.8884010241716608,0.9995376050914074,True,0.6666666666666666,0.75,True,False,240,18
H0.05-I0.5-N0.1-S0-T0.6-D1,0.05,0.5,0.1,0.0,0.6,1,0.006598358051451714,0.5,0.003516558377525445,0.0,0.5,0.003514850919249854,0.003229157856681573,0.006424717360267723,0.4893880919316165,0.9182722167558295,0.9995144518895227,True,0.5625,0.625,True,False,240,18
H0.05-I0.5-N0.1-S0-T0.6-D3,0.05,0.5,0.1,0.0,0.6,3,0.006598358051451714,0.5,0.0031059491218787187,0.1,0.5,0.0030980208935621864,0.0027888354285687256,0.006424717360267723,0.42265597089796453,0.897901195136713,0.9974474056060079,True,0.3416666666666666,0.625,True,False,240,17
H0.05-I0.5-N0.1-S0-T0.9-D0,0.05,0.5,0.1,0.0,0.9,0,0.01467640463058379,0.75,0.006275355697994198,0.0,0.75,0.006274907375125676,0.005783768721824644,0.01359691681859141,0.39408621303421915,0.9216638865065959,0.9999285581742139,True,0.8125,0.875,True,False,240,18
H0.05-I0.5-N0.1-S0-T0.9-D1,0.05,0.5,0.1,0.0,0.9,1,0.01467640463058379,0.75,0.005778188798223189,0.1,0.75,0.0057778811324910445,0.005807843184877105,0.01359691681859141,0.3957265645820562,1.005132124907901,0.99994675394957,True,0.6666666666666666,0.75,True,False,240,18
H0.05-I0.5-N0.1-S0-T0.9-D3,0.05,0.5,0.1,0.0,0.9,3,0.01467640463058379,0.75,0.005067499869666299,0.25,0.75,0.004902234305996034,0.004808072259659904,0.01359691681859141,0.3276055941957666,0.9488056010500739,0.967387159759089,True,0.4166666666666667,0.6875,True,False,240,17
H0.05-I0.5-N0.1-S0.5-T0-D0,0.05,0.5,0.1,0.5,0.0,0,0.0020408171027977732,0.1,0.001936795919882597,0.0,0.1,0.0019363124231575061,0.0018159027290505936,0.0020408183942977175,0.8897919987837996,0.9375808315213037,0.9997503625858938,True,0.3916666666666666,0.3,True,False,240,18
H0.05-I0.5-N0.1-S0.5-T0-D1,0.05,0.5,0.1,0.5,0.0,1,0.0020408171027977732,0.25,0.0017983272612899354,0.0,0.25,0.0017966937870249674,0.0016874285395407842,0.0020408183942977175,0.8268396698692275,0.9383322912707202,0.9990916701869957,True,0.29583333333333334,0.3,True,False,240,18
H0.05-I0.5-N0.1-S0.5-T0-D3,0.05,0.5,0.1,0.5,0.0,3,0.0020408171027977732,0.25,0.001592637325922045,0.0,0.25,0.001591131550041421,0.0014746819443686367,0.0020408183942977175,0.722593877886942,0.9259370732849559,0.9990545393755905,True,0.21666666666666667,0.375,True,False,240,17
H0.05-I0.5-N0.1-S0.5-T0.6-D0,0.05,0.5,0.1,0.5,0.6,0,0.006598358051451714,0.5,0.00568425221997635,0.0,0.5,0.005682488596820853,0.005197796031690856,0.006424717360267723,0.787740827515003,0.9144203723796903,0.9996897352391754,True,0.5291666666666667,0.5,True,False,240,18
H0.05-I0.5-N0.1-S0.5-T0.6-D1,0.05,0.5,0.1,0.5,0.6,1,0.006598358051451714,0.5,0.004949167749528674,0.0,0.5,0.004947553211802323,0.004804576322507078,0.006424717360267723,0.728147258006106,0.9707846986929537,0.9996737759138381,True,0.425,0.5,True,False,240,18
H0.05-I0.5-N0.1-S0.5-T0.6-D3,0.05,0.5,0.1,0.5,0.6,3,0.006598358051451714,0.5,0.0039076353405346955,0.25,0.5,0.0039019849152229003,0.0038808489894783796,0.006424717360267723,0.5881537435854286,0.9931451251915818,0.9985540039386014,True,0.3,0.6041666666666666,True,False,240,17
H0.05-I0.5-N0.1-S0.5-T0.9-D0,0.05,0.5,0.1,0.5,0.9,0,0.01467640463058379,0.75,0.011447366735514632,0.0,0.75,0.011446918342440835,0.010311366099520276,0.01359691681859141,0.7025812083453109,0.9007631482208047,0.9999608300245675,True,0.6666666666666666,0.75,True,False,240,18
