persistence,rho,delay,seed,decision,alpha_m,transitions_before,persistence_upper,certified_upper,covered_so_far,remaining_before,block_budget,gap,num_agents,eta,updates,observations,exact_radius
0.5,0.0,0,0,1,0.005,128,0.5237953362251044,0.524,True,19872,2000,2,32,0.021980418135619652,47,120,0.9721177922174531
0.5,0.0,0,0,2,0.0016666666666666668,248,0.554649284498637,0.555,True,17872,2000,3,32,0.024767115809942432,46,160,0.9687131633505668
0.5,0.0,0,0,3,0.0008333333333333334,408,0.5809217441478285,0.581,True,15872,2000,4,32,0.028236098112002686,45,200,0.9645159279177336
0.5,0.0,0,0,4,0.0005,608,0.5623378479548955,0.563,True,13872,2000,3,32,0.0314766304912838,46,160,0.9606361500155335
0.5,0.0,0,0,5,0.0003333333333333333,768,0.5501787130183255,0.551,True,11872,2000,3,32,0.03626609299418618,46,160,0.9549745005765329
0.5,0.0,0,0,6,0.0002380952380952381,928,0.5469855185665368,0.547,True,9872,2000,3,32,0.043189982335695834,46,160,0.9469428497809
0.5,0.0,0,0,7,0.00017857142857142857,1088,0.5407049593230527,0.541,True,7872,2000,3,32,0.05331110365075888,46,160,0.9355281362943748
0.5,0.0,0,0,8,0.0001388888888888889,1248,0.5421482041475143,0.543,True,5872,2000,3,32,0.07067393941528906,46,160,0.9168470632998805
0.5,0.0,0,0,9,0.00011111111111111112,1408,0.5402463797725846,0.541,True,3872,2000,3,32,0.10510655256199497,46,160,0.8831672880156505
0.5,0.0,0,0,10,9.090909090909092e-05,1568,0.5398558244608892,0.54,True,1872,1872,3,16,0.1270579700766992,69,216,0.8643380039490227
0.5,0.0,0,1,1,0.005,128,0.623423989438409,0.624,True,19872,2000,4,32,0.023087573149618353,45,200,0.9707616224721032
0.5,0.0,0,1,2,0.0016666666666666668,328,0.5849306445640332,0.585,True,17872,2000,4,32,0.02524166560586609,45,200,0.9681363072070668
0.5,0.0,0,1,3,0.0008333333333333334,528,0.5820533556625709,0.583,True,15872,2000,4,32,0.028242321261569236,45,200,0.964508439155108
0.5,0.0,0,1,4,0.0005,728,0.5763342459780818,0.577,True,13872,2000,4,32,0.03198639833005529,45,200,0.9600294318668509
0.5,0.0,0,1,5,0.0003333333333333333,928,0.5636694767896191,0.564,True,11872,2000,3,32,0.03638652898733868,46,160,0.9548332489362341
0.5,0.0,0,1,6,0.0002380952380952381,1088,0.5596353820914686,0.56,True,9872,2000,3,32,0.04331646484846446,46,160,0.9467978147510614
0.5,0.0,0,1,7,0.00017857142857142857,1248,0.5547614469159925,0.555,True,7872,2000,3,32,0.05345045503933438,46,160,0.9353736736506549
0.5,0.0,0,1,8,0.0001388888888888889,1408,0.5430221064623036,0.544,True,5872,2000,3,32,0.07068522323083344,46,160,0.9168352929090463
0.5,0.0,0,1,9,0.00011111111111111112,1568,0.5366789165288212,0.537,True,3872,2000,3,32,0.10504690784736692,46,160,0.8832217580499906
0.5,0.0,0,1,10,9.090909090909092e-05,1728,0.5411821698262234,0.542,True,1872,1872,3,16,0.127099177726984,69,216,0.8643039929645487
0.5,0.0,0,2,1,0.005,128,0.6159232093968728,0.616,True,19872,2000,4,32,0.023024074445631613,45,200,0.9708392778117872
0.5,0.0,0,2,2,0.0016666666666666668,328,0.6028073764551454,0.603,True,17872,2000,4,32,0.025317442479825234,45,200,0.9680442726223257
0.5,0.0,0,2,3,0.0008333333333333334,528,0.5894934854045102,0.59,True,15872,2000,4,32,0.028267955724838575,45,200,0.964477592906986
0.5,0.0,0,2,4,0.0005,728,0.5749798195333093,0.575,True,13872,2000,3,32,0.031614189709213716,46,160,0.9604723324029034
0.5,0.0,0,2,5,0.0003333333333333333,888,0.5719351319944297,0.572,True,11872,2000,3,32,0.03649059380369114,46,160,0.9547112421050168
0.5,0.0,0,2,6,0.0002380952380952381,1048,0.5656086524702904,0.566,True,9872,2000,3,32,0.04339752600143887,46,160,0.9467048952706645
0.5,0.0,0,2,7,0.00017857142857142857,1208,0.5524427161487786,0.553,True,7872,2000,3,32,0.053425373358936816,46,160,0.9354014697757795
0.5,0.0,0,2,8,0.0001388888888888889,1368,0.5522812592206473,0.553,True,5872,2000,3,32,0.07081211863166147,46,160,0.9167029586893448
0.5,0.0,0,2,9,0.00011111111111111112,1528,0.5487417975490801,0.549,True,3872,2000,3,32,0.10526605662794643,46,160,0.8830216882613842
0.5,0.0,0,2,10,9.090909090909092e-05,1688,0.5486895467111421,0.549,True,1872,1872,3,16,0.12727748652462426,69,216,0.8641568993533503
0.5,0.0,0,3,1,0.005,128,0.675170121069551,0.676,True,19872,2000,6,32,0.02389630421335758,43,280,0.969773921672583
0.5,0.0,0,3,2,0.0016666666666666668,408,0.6142246613533751,0.615,True,17872,2000,4,32,0.02539626888818175,45,200,0.9679485572423986
0.5,0.0,0,3,3,0.0008333333333333334,608,0.5805049617500178,0.581,True,15872,2000,4,32,0.028236098112002686,45,200,0.9645159279177336
0.5,0.0,0,3,4,0.0005,808,0.5839489948945559,0.584,True,13872,2000,4,32,0.03201001680709658,45,200,0.9600013452884102
0.5,0.0,0,3,5,0.0003333333333333333,1008,0.5735558019332023,0.574,True,11872,2000,3,32,0.03652066862108445,46,160,0.9546759896469912
0.5,0.0,0,3,6,0.0002380952380952381,1168,0.5607356112069383,0.561,True,9872,2000,3,32,0.043328892505827055,46,160,0.9467835674580297
0.5,0.0,0,3,7,0.00017857142857142857,1328,0.5581958753585676,0.559,True,7872,2000,3,32,0.05350646821797369,46,160,0.9353116070664917
0.5,0.0,0,3,8,0.0001388888888888889,1488,0.5580158879842332,0.559,True,5872,2000,3,32,0.07092514481296865,46,160,0.9165851393291021
0.5,0.0,0,3,9,0.00011111111111111112,1648,0.5511047595981231,0.552,True,3872,2000,3,32,0.10534141904633383,46,160,0.8829529287635631
0.5,0.0,0,3,10,9.090909090909092e-05,1808,0.5496966608065732,0.55,True,1872,1872,3,16,0.12730763717221408,69,216,0.8641320389389535
0.5,0.0,0,4,1,0.005,128,0.5471980570763837,0.548,True,19872,2000,3,32,0.02237137421089474,46,160,0.9716383759939653
0.5,0.0,0,4,2,0.0016666666666666668,288,0.5394917618466277,0.54,True,17872,2000,3,32,0.02470440418747498,46,160,0.9687894583378697
0.5,0.0,0,4,3,0.0008333333333333334,448,0.5306829822261094,0.531,True,15872,2000,3,32,0.027552087100980557,46,160,0.9653399388233721
0.5,0.0,0,4,4,0.0005,608,0.5329498269047028,0.533,True,13872,2000,3,32,0.031307104750491366,46,160,0.9608381344587007
0.5,0.0,0,4,5,0.0003333333333333333,768,0.5255557467382803,0.526,True,11872,2000,2,32,0.03572849097917956,47,120,0.9556056873323173
0.5,0.0,0,4,6,0.0002380952380952381,888,0.5242467524529129,0.525,True,9872,2000,2,32,0.042381183656573784,47,120,0.9478717115920972
0.5,0.0,0,4,7,0.00017857142857142857,1008,0.5229615184510024,0.523,True,7872,2000,2,32,0.052507018875636295,47,120,0.9364208481690021
0.5,0.0,0,4,8,0.0001388888888888889,1128,0.5305854197050554,0.531,True,5872,2000,3,32,0.07057530523771365,46,160,0.9169499712017123
0.5,0.0,0,4,9,0.00011111111111111112,1288,0.5285049489528719,0.529,True,3872,2000,3,32,0.10496130695481033,46,160,0.8832999558187946
0.5,0.0,0,4,10,9.090909090909092e-05,1448,0.5267104685178365,0.527,True,1872,1872,2,16,0.12307619353059394,72,144,0.8676549327969132
0.5,0.0,0,5,1,0.005,128,0.6457641978324666,0.646,True,19872,2000,4,32,0.023341420679175485,45,200,0.9704513333246538
0.5,0.0,0,5,2,0.0016666666666666668,328,0.6057764182002666,0.606,True,17872,2000,4,32,0.025334712186981693,45,200,0.9680233007827901
0.5,0.0,0,5,3,0.0008333333333333334,528,0.5820533556625709,0.583,True,15872,2000,4,32,0.028242321261569236,45,200,0.964508439155108
0.5,0.0,0,5,4,0.0005,728,0.5803947813715964,0.581,True,13872,2000,4,32,0.031999133589122174,45,200,0.9600142871124971
0.5,0.0,0,5,5,0.0003333333333333333,928,0.5881270532298806,0.589,True,11872,2000,4,32,0.037144725307268464,45,200,0.9539452668784465
0.5,0.0,0,5,6,0.0002380952380952381,1128,0.576872253902329,0.577,True,9872,2000,4,32,0.0440583892429572,45,200,0.9459482809112054
0.5,0.0,0,5,7,0.00017857142857142857,1328,0.569383026946388,0.57,True,7872,2000,3,32,0.053705205989509154,46,160,0.9350914870705964
0.5,0.0,0,5,8,0.0001388888888888889,1488,0.5733235776624601,0.574,True,5872,2000,3,32,0.07132841649755269,46,160,0.9161651589111511
0.5,0.0,0,5,9,0.00011111111111111112,1648,0.566752477981346,0.567,True,3872,2000,3,32,0.10587088146421808,46,160,0.8824704600732493
0.5,0.0,0,5,10,9.090909090909092e-05,1808,0.5557388219535,0.556,True,1872,1872,3,16,0.12751571824235586,69,216,0.8639605623035786
0.5,0.0,0,6,1,0.005,128,0.6605219340798579,0.661,True,19872,2000,5,32,0.023553540114162146,44,240,0.9701922368925227
0.5,0.0,0,6,2,0.0016666666666666668,368,0.6118877109676235,0.612,True,17872,2000,4,32,0.025374027755492624,45,200,0.9679755612784402
0.5,0.0,0,6,3,0.0008333333333333334,568,0.6045720541178203,0.605,True,15872,2000,4,32,0.02834728824977734,45,200,0.9643821468775207
0.5,0.0,0,6,4,0.0005,768,0.6148476866572079,0.615,True,13872,2000,4,32,0.032213570098721396,45,200,0.9597593714493773
0.5,0.0,0,6,5,0.0003333333333333333,968,0.5897170259644737,0.59,True,11872,2000,4,32,0.03715018114285688,45,200,0.9539388849953956
0.5,0.0,0,6,6,0.0002380952380952381,1168,0.575134511590867,0.576,True,9872,2000,3,32,0.043570433090537805,46,160,0.9465067767404544
0.5,0.0,0,6,7,0.00017857142857142857,1328,0.5783147973536404,0.579,True,7872,2000,3,32,0.05392385784577714,46,160,0.9348494827304908
0.5,0.0,0,6,8,0.0001388888888888889,1488,0.5786374501836684,0.579,True,5872,2000,4,32,0.07219007787651598,45,200,0.9152698541194643
0.5,0.0,0,6,9,0.00011111111111111112,1688,0.5680587543806781,0.569,True,3872,2000,3,32,0.10596328459223672,46,160,0.8823863668958747
0.5,0.0,0,6,10,9.090909090909092e-05,1848,0.5700306690848091,0.571,True,1872,1872,3,16,0.1282721186083954,69,216,0.8633386146993645
0.5,0.0,0,7,1,0.005,128,0.6083954543200438,0.609,True,19872,2000,4,32,0.02297854193777195,45,200,0.9708949708778352
0.5,0.0,0,7,2,0.0016666666666666668,328,0.5669469661735508,0.567,True,17872,2000,3,32,0.02484998007851409,46,160,0.9686123734195737
0.5,0.0,0,7,3,0.0008333333333333334,488,0.5494873499975861,0.55,True,15872,2000,3,32,0.02761753714492382,46,160,0.9652610163641362
0.5,0.0,0,7,4,0.0005,648,0.537551572894115,0.538,True,13872,2000,3,32,0.03132201361726014,46,160,0.9608203666735946
0.5,0.0,0,7,5,0.0003333333333333333,808,0.5294948277018983,0.53,True,11872,2000,3,32,0.03616850110405343,46,160,0.9550890000070156
0.5,0.0,0,7,6,0.0002380952380952381,968,0.5390272860068679,0.54,True,9872,2000,3,32,0.04314528654138814,46,160,0.9469941160208424
0.5,0.0,0,7,7,0.00017857142857142857,1128,0.5278479475324579,0.528,True,7872,2000,3,32,0.05324424541133823,46,160,0.9356022706655115
0.5,0.0,0,7,8,0.0001388888888888889,1288,0.5230621616637857,0.524,True,5872,2000,2,32,0.06962670575252967,47,120,0.9179415480879107
0.5,0.0,0,7,9,0.00011111111111111112,1408,0.5289261263375951,0.529,True,3872,2000,3,32,0.10496130695481033,46,160,0.8832999558187946
0.5,0.0,0,7,10,9.090909090909092e-05,1568,0.5309623414795269,0.531,True,1872,1872,2,16,0.12353740557132892,72,144,0.8672676343119297
0.5,0.0,0,8,1,0.005,128,0.5932589951979015,0.594,True,19872,2000,4,32,0.022906971971783204,45,200,0.9709825274717332
0.5,0.0,0,8,2,0.0016666666666666668,328,0.5699516721414829,0.57,True,17872,2000,3,32,0.02487615184143327,46,160,0.9685805454219658
0.5,0.0,0,8,3,0.0008333333333333334,488,0.5393088156648702,0.54,True,15872,2000,3,32,0.027575563420729192,46,160,0.9653116282136702
0.5,0.0,0,8,4,0.0005,648,0.5360152428451741,0.537,True,13872,2000,3,32,0.03131868984150955,46,160,0.9608243277425579
0.5,0.0,0,8,5,0.0003333333333333333,808,0.5245547684791394,0.525,True,11872,2000,2,32,0.03570512082367236,47,120,0.955633150471228
0.5,0.0,0,8,6,0.0002380952380952381,928,0.5266018488458055,0.527,True,9872,2000,2,32,0.0424388545791591,47,120,0.9478053978547533
0.5,0.0,0,8,7,0.00017857142857142857,1048,0.533616897809787,0.534,True,7872,2000,3,32,0.05326892261062499,46,160,0.9355749059000766
0.5,0.0,0,8,8,0.0001388888888888889,1208,0.5360941942983539,0.537,True,5872,2000,3,32,0.07061665380103696,46,160,0.9169068265728857
0.5,0.0,0,8,9,0.00011111111111111112,1368,0.5254014193569292,0.526,True,3872,2000,2,32,0.10374771581941951,47,120,0.8844115672111322
0.5,0.0,0,8,10,9.090909090909092e-05,1488,0.5326798673416535,0.533,True,1872,1872,2,16,0.12379369143395869,72,144,0.8670527713062293
0.5,0.0,0,9,1,0.005,128,0.623423989438409,0.624,True,19872,2000,4,32,0.023087573149618353,45,200,0.9707616224721032
0.5,0.0,0,9,2,0.0016666666666666668,328,0.6087424787380558,0.609,True,17872,2000,4,32,0.025353542111652284,45,200,0.9680004355429677
0.5,0.0,0,9,3,0.0008333333333333334,528,0.5913510829554122,0.592,True,15872,2000,4,32,0.028276481777573335,45,200,0.9644673339583312
0.5,0.0,0,9,4,0.0005,728,0.5817473780764641,0.582,True,13872,2000,4,32,0.0320026292190023,45,200,0.9600101302208777
0.5,0.0,0,9,5,0.0003333333333333333,928,0.5806979190372259,0.581,True,11872,2000,4,32,0.03710730449493064,45,200,0.9539890423498281
0.5,0.0,0,9,6,0.0002380952380952381,1128,0.5803719572599032,0.581,True,9872,2000,4,32,0.044076520929772905,45,200,0.9459275454046365
0.5,0.0,0,9,7,0.00017857142857142857,1328,0.5768272788659581,0.577,True,7872,2000,3,32,0.05387046389660018,46,160,0.9349085626083284
0.5,0.0,0,9,8,0.0001388888888888889,1488,0.5699996414052495,0.57,True,5872,2000,3,32,0.07120226388626796,46,160,0.9162964723953267
0.5,0.0,0,9,9,0.00011111111111111112,1648,0.5643480754257101,0.565,True,3872,2000,3,32,0.10578401964360629,46,160,0.8825495396789649
0.5,0.0,0,9,10,9.090909090909092e-05,1808,0.5584831116499257,0.559,True,1872,1872,3,16,0.1276384652661558,69,216,0.8638594856703151
0.5,0.0,0,10,1,0.005,128,0.6083954543200438,0.609,True,19872,2000,4,32,0.02297854193777195,45,200,0.9708949708778352
0.5,0.0,0,10,2,0.0016666666666666668,328,0.5968603595261255,0.597,True,17872,2000,4,32,0.025287219842471807,45,200,0.9680809768404999
0.5,0.0,0,10,3,0.0008333333333333334,528,0.5727313059786949,0.573,True,15872,2000,3,32,0.02780087484781252,46,160,0.9650400260425067
0.5,0.0,0,10,4,0.0005,688,0.5502177743678973,0.551,True,13872,2000,3,32,0.031383423541162865,46,160,0.9607471896555058
0.5,0.0,0,10,5,0.0003333333333333333,848,0.5447581513748235,0.545,True,11872,2000,3,32,0.03622766260719994,46,160,0.9550195846353671
0.5,0.0,0,10,6,0.0002380952380952381,1008,0.5464728063385266,0.547,True,9872,2000,3,32,0.043189982335695834,46,160,0.9469428497809
0.5,0.0,0,10,7,0.00017857142857142857,1168,0.550799893311342,0.551,True,7872,2000,3,32,0.05340213733299893,46,160,0.9354272226215907
0.5,0.0,0,10,8,0.0001388888888888889,1328,0.5508652116685794,0.551,True,5872,2000,3,32,0.07077973976219852,46,160,0.9167367195603208
0.5,0.0,0,10,9,0.00011111111111111112,1488,0.5507462270036065,0.551,True,3872,2000,3,32,0.1053152867404708,46,160,0.8829767690439516
0.5,0.0,0,10,10,9.090909090909092e-05,1648,0.5438848695250864,0.544,True,1872,1872,3,16,0.12714453689874694,69,216,0.8642665629841088
0.5,0.0,0,11,1,0.005,128,0.6457641978324666,0.646,True,19872,2000,4,32,0.023341420679175485,45,200,0.9704513333246538
0.5,0.0,0,11,2,0.0016666666666666668,328,0.5879175299836643,0.588,True,17872,2000,4,32,0.025251391146076187,45,200,0.9681244938673348
0.5,0.0,0,11,3,0.0008333333333333334,528,0.5839148481975236,0.584,True,15872,2000,4,32,0.028245607190037995,45,200,0.9645044850204798
0.5,0.0,0,11,4,0.0005,728,0.5722695953672183,0.573,True,13872,2000,3,32,0.031587779593707566,46,160,0.9605037783487627
0.5,0.0,0,11,5,0.0003333333333333333,888,0.5663711614723701,0.567,True,11872,2000,3,32,0.036422624065155514,46,160,0.954790926004887
0.5,0.0,0,11,6,0.0002380952380952381,1048,0.5646644806432184,0.565,True,9872,2000,3,32,0.04338290799574769,46,160,0.9467216498911174
0.5,0.0,0,11,7,0.00017857142857142857,1208,0.5622915439871077,0.563,True,7872,2000,3,32,0.05357078448679748,46,160,0.9352403546791808
0.5,0.0,0,11,8,0.0001388888888888889,1368,0.5624301739928026,0.563,True,5872,2000,3,32,0.07101480781635124,46,160,0.9164917082361295
0.5,0.0,0,11,9,0.00011111111111111112,1528,0.5610815422973301,0.562,True,3872,2000,3,32,0.10566369071233957,46,160,0.8826591350434888
0.5,0.0,0,11,10,9.090909090909092e-05,1688,0.5645607234778487,0.565,True,1872,1872,3,16,0.12792517513864002,69,216,0.8636236168898013
0.5,0.0,0,12,1,0.005,128,0.5856502304606427,0.586,True,19872,2000,4,32,0.022880578292723004,45,200,0.971014821604848
0.5,0.0,0,12,2,0.0016666666666666668,328,0.5699516721414829,0.57,True,17872,2000,3,32,0.02487615184143327,46,160,0.9685805454219658
0.5,0.0,0,12,3,0.0008333333333333334,488,0.547454016923759,0.548,True,15872,2000,3,32,0.02760761013876947,46,160,0.9652729857316792
0.5,0.0,0,12,4,0.0005,648,0.5544108107749557,0.555,True,13872,2000,3,32,0.031410134879404396,46,160,0.9607153644543515
0.5,0.0,0,12,5,0.0003333333333333333,808,0.5528802885314328,0.553,True,11872,2000,3,32,0.03628113310632651,46,160,0.9549568580023802
0.5,0.0,0,12,6,0.0002380952380952381,968,0.548269516094366,0.549,True,9872,2000,3,32,0.04320552553034441,46,160,0.946925023447347
0.5,0.0,0,12,7,0.00017857142857142857,1128,0.5446205790916483,0.545,True,7872,2000,3,32,0.05334277890483409,46,160,0.9354930197387328
0.5,0.0,0,12,8,0.0001388888888888889,1288,0.5439488092747782,0.544,True,5872,2000,3,32,0.07068522323083344,46,160,0.9168352929090463
0.5,0.0,0,12,9,0.00011111111111111112,1448,0.5432450899339152,0.544,True,3872,2000,3,32,0.10515972102652049,46,160,0.8831187436863819
0.5,0.0,0,12,10,9.090909090909092e-05,1608,0.5400679443868157,0.541,True,1872,1872,3,16,0.12707806832668553,69,216,0.8643214149273006
0.5,0.0,0,13,1,0.005,128,0.5703513313289674,0.571,True,19872,2000,3,32,0.02250848072203756,46,160,0.9714703836014498
0.5,0.0,0,13,2,0.0016666666666666668,288,0.5738386429720976,0.574,True,17872,2000,3,32,0.024914820590087445,46,160,0.9685335243269215
0.5,0.0,0,13,3,0.0008333333333333334,448,0.5793111517625078,0.58,True,15872,2000,3,32,0.027887214447899107,46,160,0.9649359985761418
0.5,0.0,0,13,4,0.0005,608,0.5753247398892445,0.576,True,13872,2000,3,32,0.031627955184128934,46,160,0.9604559431976403
0.5,0.0,0,13,5,0.0003333333333333333,768,0.5682263934418887,0.569,True,11872,2000,3,32,0.03644860776327297,46,160,0.9547604621184841
0.5,0.0,0,13,6,0.0002380952380952381,928,0.5672736014078942,0.568,True,9872,2000,3,32,0.04342815681878634,46,160,0.9466697899711738
0.5,0.0,0,13,7,0.00017857142857142857,1088,0.5580443089383165,0.559,True,7872,2000,3,32,0.05350646821797369,46,160,0.9353116070664917
0.5,0.0,0,13,8,0.0001388888888888889,1248,0.5548824879560015,0.555,True,5872,2000,3,32,0.07084707456424096,46,160,0.9166665152042732
0.5,0.0,0,13,9,0.00011111111111111112,1408,0.5557704213201872,0.556,True,3872,2000,3,32,0.10545659183614053,46,160,0.8828478883323281
0.5,0.0,0,13,10,9.090909090909092e-05,1568,0.5550668842123136,0.556,True,1872,1872,3,16,0.12751571824235586,69,216,0.8639605623035786
0.5,0.0,0,14,1,0.005,128,0.7041326945677071,0.705,True,19872,2000,6,32,0.02410936920547526,43,280,0.9695141170656112
0.5,0.0,0,14,2,0.0016666666666666668,408,0.6094522919096417,0.61,True,17872,2000,4,32,0.025360181044173574,45,200,0.9679923741844687
0.5,0.0,0,14,3,0.0008333333333333334,608,0.5853586732313876,0.586,True,15872,2000,4,32,0.02825254318543681,45,200,0.9644961386976632
0.5,0.0,0,14,4,0.0005,808,0.5936859080755652,0.594,True,13872,2000,4,32,0.0320557847582737,45,200,0.9599469250332893
0.5,0.0,0,14,5,0.0003333333333333333,1008,0.5843216051872324,0.585,True,11872,2000,4,32,0.03712468533608026,45,200,0.953968709303203
0.5,0.0,0,14,6,0.0002380952380952381,1208,0.566127937689316,0.567,True,9872,2000,3,32,0.043412606291103814,46,160,0.946687611642858
0.5,0.0,0,14,7,0.00017857142857142857,1368,0.5528570537621265,0.553,True,7872,2000,3,32,0.053425373358936816,46,160,0.9354014697757795
0.5,0.0,0,14,8,0.0001388888888888889,1528,0.5532165458056584,0.554,True,5872,2000,3,32,0.07082926726202585,46,160,0.9166850797211272
0.5,0.0,0,14,9,0.00011111111111111112,1688,0.5510198615521444,0.552,True,3872,2000,3,32,0.10534141904633383,46,160,0.8829529287635631
0.5,0.0,0,14,10,9.090909090909092e-05,1848,0.5501718617001067,0.551,True,1872,1872,3,16,0.12733903506352368,69,216,0.8641061538072534
0.5,0.0,0,15,1,0.005,128,0.5780143690818282,0.579,True,19872,2000,3,32,0.02258418662252567,46,160,0.971377653906289
0.5,0.0,0,15,2,0.0016666666666666668,288,0.5738386429720976,0.574,True,17872,2000,3,32,0.024914820590087445,46,160,0.9685335243269215
0.5,0.0,0,15,3,0.0008333333333333334,448,0.5771161614747626,0.578,True,15872,2000,3,32,0.027860860406637954,46,160,0.9649677486242136
0.5,0.0,0,15,4,0.0005,608,0.5737038817217408,0.574,True,13872,2000,3,32,0.03160080044333356,46,160,0.96048827437927
0.5,0.0,0,15,5,0.0003333333333333333,768,0.5630781748864748,0.564,True,11872,2000,3,32,0.03638652898733868,46,160,0.9548332489362341
0.5,0.0,0,15,6,0.0002380952380952381,928,0.5523337466085028,0.553,True,9872,2000,3,32,0.043240680191259026,46,160,0.9468847082852778
0.5,0.0,0,15,7,0.00017857142857142857,1088,0.5471007754191998,0.548,True,7872,2000,3,32,0.05337058595929792,46,160,0.9354621947590751
0.5,0.0,0,15,8,0.0001388888888888889,1248,0.549315378325897,0.55,True,5872,2000,3,32,0.07076448456325327,46,160,0.9167526272566884
0.5,0.0,0,15,9,0.00011111111111111112,1408,0.5451910333749458,0.546,True,3872,2000,3,32,0.10519949288001394,46,160,0.8830824378248849
0.5,0.0,0,15,10,9.090909090909092e-05,1568,0.5500014295575197,0.551,True,1872,1872,3,16,0.12733903506352368,69,216,0.8641061538072534
0.5,0.0,0,16,1,0.005,128,0.6678597881530366,0.668,True,19872,2000,5,32,0.02361393608600918,44,240,0.970118496409705
0.5,0.0,0,16,2,0.0016666666666666668,368,0.5773433525955152,0.578,True,17872,2000,4,32,0.025222677551884634,45,200,0.9681593724906958
0.5,0.0,0,16,3,0.0008333333333333334,568,0.5560665750473982,0.557,True,15872,2000,3,32,0.027659096923903153,46,160,0.9652109102033387
0.5,0.0,0,16,4,0.0005,728,0.56684366444205,0.567,True,13872,2000,3,32,0.03151709086795159,46,160,0.9605879588241271
0.5,0.0,0,16,5,0.0003333333333333333,888,0.5697104074942145,0.57,True,11872,2000,3,32,0.03646219490265379,46,160,0.9547445332582547
0.5,0.0,0,16,6,0.0002380952380952381,1048,0.5599406900406299,0.56,True,9872,2000,3,32,0.04331646484846446,46,160,0.9467978147510614
0.5,0.0,0,16,7,0.00017857142857142857,1208,0.5622915439871077,0.563,True,7872,2000,3,32,0.05357078448679748,46,160,0.9352403546791808
0.5,0.0,0,16,8,0.0001388888888888889,1368,0.5551830400543976,0.556,True,5872,2000,3,32,0.07086555477405439,46,160,0.9166472504320287
0.5,0.0,0,16,9,0.00011111111111111112,1528,0.549391982816854,0.55,True,3872,2000,3,32,0.10529017308593312,46,160,0.8829996824471358
0.5,0.0,0,16,10,9.090909090909092e-05,1688,0.5481008335060678,0.549,True,1872,1872,3,16,0.12727748652462426,69,216,0.8641568993533503
0.5,0.0,0,17,1,0.005,128,0.638344531396043,0.639,True,19872,2000,4,32,0.023246272248444354,45,200,0.9705676089836552
0.5,0.0,0,17,2,0.0016666666666666668,328,0.5938823886003934,0.594,True,17872,2000,4,32,0.025274091009910626,45,200,0.9680969223718003
0.5,0.0,0,17,3,0.0008333333333333334,528,0.5652561723228473,0.566,True,15872,2000,3,32,0.02773005345694583,46,160,0.9651253771924748
0.5,0.0,0,17,4,0.0005,688,0.5746573387842809,0.575,True,13872,2000,3,32,0.031614189709213716,46,160,0.9604723324029034
0.5,0.0,0,17,5,0.0003333333333333333,848,0.5739525513448549,0.574,True,11872,2000,3,32,0.03652066862108445,46,160,0.9546759896469912
0.5,0.0,0,17,6,0.0002380952380952381,1008,0.5651601718470923,0.566,True,9872,2000,3,32,0.04339752600143887,46,160,0.9467048952706645
0.5,0.0,0,17,7,0.00017857142857142857,1168,0.5541984540859153,0.555,True,7872,2000,3,32,0.05345045503933438,46,160,0.9353736736506549
0.5,0.0,0,17,8,0.0001388888888888889,1328,0.5531077343222792,0.554,True,5872,2000,3,32,0.07082926726202585,46,160,0.9166850797211272
0.5,0.0,0,17,9,0.00011111111111111112,1488,0.5540822189579784,0.555,True,3872,2000,3,32,0.10542616140628085,46,160,0.882875636768029
0.5,0.0,0,17,10,9.090909090909092e-05,1648,0.5535319145322612,0.554,True,1872,1872,3,16,0.12744100092613364,69,216,0.8640221167746556
0.5,0.0,0,18,1,0.005,128,0.5780143690818282,0.579,True,19872,2000,3,32,0.02258418662252567,46,160,0.971377653906289
0.5,0.0,0,18,2,0.0016666666666666668,288,0.5635778563234308,0.564,True,17872,2000,3,32,0.02482610453155591,46,160,0.9686414111995358
0.5,0.0,0,18,3,0.0008333333333333334,448,0.5351331141716282,0.536,True,15872,2000,3,32,0.02756365486817822,46,160,0.9653259887387184
0.5,0.0,0,18,4,0.0005,608,0.5509367645291108,0.551,True,13872,2000,3,32,0.031383423541162865,46,160,0.9607471896555058
0.5,0.0,0,18,5,0.0003333333333333333,768,0.5527619105672892,0.553,True,11872,2000,3,32,0.03628113310632651,46,160,0.9549568580023802
0.5,0.0,0,18,6,0.0002380952380952381,928,0.5512646301722168,0.552,True,9872,2000,3,32,0.04323136518620466,46,160,0.9468953902248449
0.5,0.0,0,18,7,0.00017857142857142857,1088,0.535215736208696,0.536,True,7872,2000,3,32,0.05327938556721824,46,160,0.935563304128735
0.5,0.0,0,18,8,0.0001388888888888889,1248,0.5373641721398308,0.538,True,5872,2000,3,32,0.07062502188811356,46,160,0.9168980957850486
0.5,0.0,0,18,9,0.00011111111111111112,1408,0.5374186895994411,0.538,True,3872,2000,3,32,0.10506067660330469,46,160,0.8832091826568218
0.5,0.0,0,18,10,9.090909090909092e-05,1568,0.5347756726655681,0.535,True,1872,1872,2,16,0.12406743366947906,72,144,0.8668235500278914
0.5,0.0,0,19,1,0.005,128,0.5703513313289674,0.571,True,19872,2000,3,32,0.02250848072203756,46,160,0.9714703836014498
0.5,0.0,0,19,2,0.0016666666666666668,288,0.5635778563234308,0.564,True,17872,2000,3,32,0.02482610453155591,46,160,0.9686414111995358
