persistence,rho,delay,seed,simultaneous_coverage,largest_action_radius,online_error,oracle_error,static_error,worst_mixing_error,online_to_oracle,first_updating_gap,final_gap,median_selected_q,final_transition_count
0.5,0.0,0,122,True,0.9702538941488115,0.0003019689759389778,0.0002495536009429936,2.5652032381550828e-05,7.655341239517966e-05,1.210036540438291,5,3,32.0,2104
0.5,0.0,0,123,True,0.9714703836014498,0.00028676450929539243,0.0002495536009429936,2.5649039216778423e-05,7.655341239517966e-05,1.149109883455054,3,2,32.0,1512
0.5,0.0,0,124,True,0.9709465323518405,0.00028935585848269176,0.0002495536009429936,2.5645017084789136e-05,7.655341239517966e-05,1.1594938217252586,4,2,32.0,1752
0.5,0.0,0,125,True,0.9705676089836552,0.0002991610026631828,0.0002495536009429936,2.5649458998461704e-05,7.655341239517966e-05,1.1987845558338435,4,3,32.0,1904
0.5,0.0,0,126,True,0.9722239862795926,0.0002977401672951464,0.0002495536009429936,2.564529121893875e-05,7.655341239517966e-05,1.1930910480556847,2,3,32.0,1784
0.5,0.0,0,127,True,0.9709825274717332,0.0002979594633204725,0.0002495536009429936,2.6247457813921824e-05,7.655341239517966e-05,1.193969801255388,4,3,32.0,1824
0.5,0.0,2,0,True,0.9651330589194899,0.0010089305414368295,0.0010253182738078131,0.0008784432486117,0.000977443083371627,0.9840169313376976,4,2,1.0,4196
0.5,0.0,2,1,True,0.966456788546528,0.0010045063148048363,0.0010253182738078131,0.0008785361334017,0.000977443083371627,0.979701952520864,3,2,1.0,3944
0.5,0.0,2,2,True,0.9646886732623662,0.0010137084775907928,0.0010253182738078131,0.0008786934271139,0.000977443083371627,0.9886768854963405,2,2,1.0,3913
0.5,0.0,2,3,True,0.9661411710497009,0.0010169271405383385,0.0010253182738078131,0.0008786138583895,0.000977443083371627,0.9918160697182234,4,2,1.0,4061
0.5,0.0,2,4,True,0.9664021014505,0.0010189960697667053,0.0010253182738078131,0.0008779397187363,0.000977443083371627,0.993833910696209,3,2,1.0,3944
0.5,0.0,2,5,True,0.9660942596122387,0.001013706156078564,0.0010253182738078131,0.0008780213761371,0.000977443083371627,0.9886746213094162,4,2,1.0,4196
0.5,0.0,2,6,True,0.966456788546528,0.0010045115299000995,0.0010253182738078131,0.0008785998788046,0.000977443083371627,0.9797070388393238,3,2,1.0,4079
0.5,0.0,2,7,True,0.9651330589194899,0.0010176534612091838,0.0010253182738078131,0.0008313068860547,0.000977443083371627,0.9925244552892207,4,2,1.0,4196
0.5,0.0,2,8,True,0.9651734466034493,0.0010067848207767317,0.0010253182738078131,0.0008779868335141,0.000977443083371627,0.9819241951455209,4,2,1.0,4331
0.5,0.0,2,9,True,0.9664323169156546,0.000999561350262598,0.0010253182738078131,0.0008784033333372,0.000977443083371627,0.9748790944205457,3,2,1.0,4214
0.5,0.0,2,10,True,0.9664034920957255,0.001014563037495105,0.0010253182738078131,0.0008785850207104,0.000977443083371627,0.989510343678197,3,2,1.0,4079
0.5,0.0,2,11,True,0.9661411710497009,0.001009946442567185,0.0010253182738078131,0.0008779387121028,0.000977443083371627,0.9850077467325922,4,2,1.0,4196
0.5,0.0,2,12,True,0.9664021014505,0.0010067894313094251,0.0010253182738078131,0.0008786955084105,0.000977443083371627,0.9819286918299273,3,2,1.0,4214
0.5,0.0,2,13,True,0.9661927260524322,0.0009941031990893796,0.0010253182738078131,0.0008783624217113,0.000977443083371627,0.9695557218516087,4,2,1.0,4061
0.5,0.0,2,14,True,0.9664021014505,0.0010099535591886165,0.0010253182738078131,0.0008302400260746,0.000977443083371627,0.9850146876226683,3,2,1.0,3944
0.5,0.0,2,15,True,0.9678988880162567,0.0010176559185998307,0.0010253182738078131,0.0008779541917463,0.000977443083371627,0.9925268519993055,2,2,1.0,3809
0.5,0.0,2,16,True,0.9664096725740515,0.001012810366606512,0.0010253182738078131,0.0008785694367473,0.000977443083371627,0.9878009516451418,3,2,1.0,4079
0.5,0.0,2,17,True,0.9653680822225791,0.001010935155031972,0.0010253182738078131,0.0008786834122706,0.000977443083371627,0.985972044834015,4,2,1.0,4331
0.5,0.0,2,18,True,0.9647244042493547,0.000992648231400751,0.0010253182738078131,0.0008783208765187,0.000977443083371627,0.9681366818073646,5,2,1.0,4565
0.5,0.0,2,19,True,0.9660380130135735,0.0010137073378946072,0.0010253182738078131,0.0008779702932343,0.000977443083371627,0.9886757739427726,4,2,1.0,4061
0.5,0.0,2,20,True,0.9651063288433526,0.0010089291136579448,0.0010253182738078131,0.0008786606784657,0.000977443083371627,0.9840155388150819,4,2,1.0,4196
0.5,0.0,2,21,True,0.9661022403547359,0.0010202022474191334,0.0010253182738078131,0.0008779094590447,0.000977443083371627,0.9950103040983753,4,2,1.0,4061
0.5,0.0,2,22,True,0.9654679411049,0.0009832812906582999,0.0010253182738078131,0.0008785854290646,0.000977443083371627,0.9590010397518842,4,2,1.0,4736
0.5,0.0,2,23,True,0.9664227501932352,0.0010089370385197355,0.0010253182738078131,0.0008786893061587,0.000977443083371627,0.9840232679875672,3,2,1.0,4079
0.5,0.0,2,24,True,0.9664323169156546,0.0010137095670450299,0.0010253182738078131,0.0008785367804911,0.000977443083371627,0.9886779480485889,3,2,1.0,3944
0.5,0.0,2,25,True,0.9652198700302956,0.0010021033102088352,0.0010253182738078131,0.0008780213761371,0.000977443083371627,0.9773582855275148,4,2,1.0,4196
0.5,0.0,2,26,True,0.9664207495112984,0.0010153821233692144,0.0010253182738078131,0.0008784033333372,0.000977443083371627,0.9903092037931812,3,2,1.0,3944
0.5,0.0,2,27,True,0.9664227501932352,0.001005662157491941,0.0010253182738078131,0.0008279790786924,0.000977443083371627,0.9808292538834078,3,2,1.0,4079
0.5,0.0,2,28,True,0.9647069664847597,0.0010183354849933766,0.0010253182738078131,0.0008752163673058,0.000977443083371627,0.9931896378004618,5,2,1.0,4295
0.5,0.0,2,29,True,0.9661927260524322,0.0010056701150867595,0.0010253182738078131,0.0008782165463649,0.000977443083371627,0.9808370149806416,4,2,1.0,4061
0.5,0.0,2,30,True,0.9652198700302956,0.00101371162595628,0.0010253182738078131,0.000878281257376,0.000977443083371627,0.9886799561189633,4,2,1.0,4196
