persistence,rho,seed,decision,persistence_upper,certified_persistence,rho_upper_before,gap,probes,collision_trials,collisions,cumulative_tv_bias,p_trials,jointly_covered_so_far,spent
0.5,0.9,20290269,3,0.5364879179035045,0.538,1.0,2,166,461,438,3.0854040545280013,1518,True,6128
0.5,0.9,20290269,4,0.5338832756756229,0.534,1.0,2,166,627,598,4.236780054527995,1858,True,8128
0.5,0.9,20290269,5,0.5321951629850357,0.534,1.0,2,166,793,751,5.38815605452793,2198,True,10128
0.5,0.9,20290269,6,0.5329393347089539,0.534,1.0,2,166,959,914,6.539532054527865,2538,True,12128
0.5,0.9,20290269,7,0.5316721220793865,0.532,1.0,2,166,1125,1070,7.559436054527853,2878,True,14128
0.5,0.9,20290269,8,0.5281064937513085,0.53,1.0,2,166,1291,1234,8.455836054527829,3218,True,16128
0.5,0.9,20290269,9,0.5288861973837529,0.53,1.0,2,166,1457,1394,9.352236054527804,3558,True,18128
0.5,0.9,20290269,10,0.5260542209471932,0.528,1.0,2,156,1613,1538,10.086060054527845,3870,True,20000
0.5,0.9,20290270,1,0.6852076324875245,0.686,1.0,6,125,125,117,0.4968884608888336,878,True,2128
0.5,0.9,20290270,2,0.544944605915826,0.546,1.0,3,153,278,261,0.6755973568888397,1348,True,4128
0.5,0.9,20290270,3,0.5432603226069801,0.544,1.0,3,153,431,404,0.831995180888835,1818,True,6128
0.5,0.9,20290270,4,0.5454636794675922,0.546,1.0,3,153,584,554,1.0107040768888411,2288,True,8128
0.5,0.9,20290270,5,0.5452109645716436,0.546,1.0,3,153,737,698,1.1894129728888474,2758,True,10128
0.5,0.9,20290270,6,0.5496923536395948,0.55,1.0,3,153,890,843,1.418912972888856,3228,True,12128
0.5,0.9,20290270,7,0.5461417543565652,0.548,1.0,3,153,1043,986,1.6219598848888597,3698,True,14128
0.5,0.9,20290270,8,0.545196900346949,0.546,1.0,3,153,1196,1128,1.800668780888866,4168,True,16128
0.5,0.9,20290270,9,0.5450519077521394,0.546,1.0,3,153,1349,1278,1.9793776768888722,4638,True,18128
0.5,0.9,20290270,10,0.540114982711505,0.542,1.0,3,144,1493,1415,2.107401740888888,5070,True,20000
0.5,0.9,20290271,1,0.604559141068455,0.606,1.0,4,142,142,141,0.43025214796799877,708,True,2128
0.5,0.9,20290271,2,0.5658430695830388,0.5660000000000001,1.0,3,153,295,288,0.9580948039679966,1178,True,4128
0.5,0.9,20290271,3,0.557571386947779,0.558,1.0,3,153,448,434,1.3163204359679916,1648,True,6128
0.5,0.9,20290271,4,0.5509575136247931,0.552,1.0,3,153,601,578,1.5744767239680009,2118,True,8128
0.5,0.9,20290271,5,0.5529847236581975,0.554,1.0,3,153,754,727,1.8635806279679936,2588,True,10128
0.5,0.9,20290271,6,0.5495759008628698,0.55,1.0,3,153,907,873,2.093080627968002,3058,True,12128
0.5,0.9,20290271,7,0.5459367442129519,0.546,1.0,3,153,1060,1021,2.2717895239679744,3528,True,14128
0.5,0.9,20290271,8,0.5422153678496924,0.544,1.0,3,153,1213,1169,2.4281873479680036,3998,True,16128
0.5,0.9,20290271,9,0.5392218026531976,0.54,1.0,2,166,1379,1325,4.021787347967976,4338,True,18128
0.5,0.9,20290271,10,0.5380149937636278,0.54,1.0,2,156,1535,1469,5.51938734796795,4650,True,20000
0.5,0.9,20290272,1,0.7339617219087422,0.734,1.0,7,117,117,114,0.8629747570609959,958,True,2128
0.5,0.9,20290272,2,0.5906619789257745,0.592,1.0,3,153,270,263,2.29264592506098,1428,True,4128
0.5,0.9,20290272,3,0.5744552876826088,0.5760000000000001,1.0,3,153,423,406,3.098605861061011,1898,True,6128
0.5,0.9,20290272,4,0.5702657862503189,0.5720000000000001,1.0,3,153,576,550,3.7838891890610316,2368,True,8128
0.5,0.9,20290272,5,0.5675399083555102,0.5680000000000001,1.0,3,153,729,692,4.361186341061021,2838,True,10128
0.5,0.9,20290272,6,0.5576565126968893,0.558,1.0,3,153,882,838,4.719411973061084,3308,True,12128
0.5,0.9,20290272,7,0.5581349242090103,0.56,1.0,3,153,1035,986,5.115987973061073,3778,True,14128
0.5,0.9,20290272,8,0.5556970696435966,0.556,1.0,3,153,1188,1128,5.438418949061088,4248,True,16128
0.5,0.9,20290272,9,0.5510994385758021,0.552,1.0,3,153,1341,1275,5.696575237061097,4718,True,18128
0.5,0.9,20290272,10,0.5477432098795649,0.548,1.0,3,144,1485,1411,5.887678213061037,5150,True,20000
0.5,0.9,20290273,1,0.6637015798253265,0.664,1.0,5,133,133,126,0.7573770108764154,798,True,2128
0.5,0.9,20290273,2,0.570412336985149,0.5720000000000001,1.0,3,153,286,275,1.442660338876408,1268,True,4128
0.5,0.9,20290273,3,0.5690411923386909,0.5700000000000001,1.0,3,153,439,425,2.0724083388764134,1738,True,6128
0.5,0.9,20290273,4,0.5566003299805897,0.558,1.0,3,153,592,576,2.4306339708764084,2208,True,8128
0.5,0.9,20290273,5,0.5567732227680338,0.558,1.0,3,153,745,721,2.7888596028764034,2678,True,10128
0.5,0.9,20290273,6,0.5468055790326136,0.548,1.0,3,153,898,865,2.991906514876407,3148,True,12128
0.5,0.9,20290273,7,0.5455310281784174,0.546,1.0,3,153,1051,1008,3.1706154108763793,3618,True,14128
0.5,0.9,20290273,8,0.541646233571947,0.542,1.0,3,153,1204,1153,3.306640978876396,4088,True,16128
0.5,0.9,20290273,9,0.5407088405014435,0.542,1.0,3,153,1357,1296,3.442666546876413,4558,True,18128
0.5,0.9,20290273,10,0.5350524879425598,0.536,1.0,2,156,1513,1446,4.655722546876411,4870,True,20000
0.5,0.9,20290274,1,0.6637015798253265,0.664,1.0,5,133,133,123,0.7573770108764154,798,True,2128
0.5,0.9,20290274,2,0.5815183255158711,0.582,1.0,3,153,286,270,1.7696886588764091,1268,True,4128
0.5,0.9,20290274,3,0.5565525518632266,0.558,1.0,3,153,439,417,2.1279142908764044,1738,True,6128
0.5,0.9,20290274,4,0.5526038332983703,0.554,1.0,3,153,592,564,2.417018194876431,2208,True,8128
0.5,0.9,20290274,5,0.54507511709656,0.546,1.0,3,153,745,709,2.5957270908764034,2678,True,10128
0.5,0.9,20290274,6,0.5390020305997436,0.54,1.0,2,166,911,869,4.189327090876375,3018,True,12128
0.5,0.9,20290274,7,0.535712294192856,0.536,1.0,2,166,1077,1030,5.480143090876339,3358,True,14128
0.5,0.9,20290274,8,0.540094707440921,0.542,1.0,3,153,1230,1176,5.616168658876356,3828,True,16128
0.5,0.9,20290274,9,0.5357170321105615,0.536,1.0,2,166,1396,1334,6.90698465887632,4168,True,18128
0.5,0.9,20290274,10,0.5328618980563451,0.534,1.0,2,156,1552,1480,7.989000658876259,4480,True,20000
0.5,0.9,20290275,1,0.7271202828372674,0.728,1.0,7,117,117,108,0.7195003664316415,958,True,2128
0.5,0.9,20290275,2,0.5639276897739425,0.5640000000000001,1.0,3,153,270,248,1.2007967504316437,1428,True,4128
0.5,0.9,20290275,3,0.5703046329342722,0.5720000000000001,1.0,3,153,423,394,1.8860800784316303,1898,True,6128
0.5,0.9,20290275,4,0.5587850485112149,0.56,1.0,3,153,576,535,2.282656078431619,2368,True,8128
0.5,0.9,20290275,5,0.5503620614972853,0.552,1.0,3,153,729,681,2.5408123664316284,2838,True,10128
0.5,0.9,20290275,6,0.5422448688240651,0.544,1.0,3,153,882,819,2.6972101904316577,3308,True,12128
0.5,0.9,20290275,7,0.5391945963383835,0.54,1.0,2,166,1048,981,4.29081019043163,3648,True,14128
0.5,0.9,20290275,8,0.5379121859709506,0.538,1.0,2,166,1214,1142,5.729034190431705,3988,True,16128
0.5,0.9,20290275,9,0.5372756203544378,0.538,1.0,2,166,1380,1303,7.167258190431779,4328,True,18128
0.5,0.9,20290275,10,0.5334562541743246,0.534,1.0,2,156,1536,1450,8.249274190431718,4640,True,20000
0.5,0.9,20290276,1,0.6852076324875245,0.686,1.0,6,125,125,120,0.4968884608888336,878,True,2128
0.5,0.9,20290276,2,0.5517303655579724,0.552,1.0,3,153,278,263,0.7550447488888259,1348,True,4128
0.5,0.9,20290276,3,0.5447354995359095,0.546,1.0,3,153,431,408,0.9337536448888322,1818,True,6128
0.5,0.9,20290276,4,0.5443698147093232,0.546,1.0,3,153,584,553,1.1124625408888384,2288,True,8128
0.5,0.9,20290276,5,0.5386869345556202,0.54,1.0,2,166,750,712,2.706062540888831,2628,True,10128
0.5,0.9,20290276,6,0.535909678415708,0.536,1.0,2,166,916,869,3.9968785408888685,2968,True,12128
0.5,0.9,20290276,7,0.5383095479727431,0.54,1.0,2,166,1082,1025,5.59047854088884,3308,True,14128
0.5,0.9,20290276,8,0.5340742799839022,0.536,1.0,2,166,1248,1185,6.881294540888804,3648,True,16128
0.5,0.9,20290276,9,0.5346342662276526,0.536,1.0,2,166,1414,1346,8.172110540888768,3988,True,18128
0.5,0.9,20290276,10,0.534776629505441,0.536,1.0,2,156,1570,1486,9.385166540888735,4300,True,20000
0.5,0.9,20290277,1,0.6344582199550199,0.636,1.0,4,142,142,132,1.165883670527998,708,True,2128
0.5,0.9,20290277,2,0.557463179947927,0.558,1.0,3,153,295,278,1.524109302527993,1178,True,4128
0.5,0.9,20290277,3,0.5508367585393366,0.552,1.0,3,153,448,427,1.7822655905280023,1648,True,6128
0.5,0.9,20290277,4,0.5503549613149454,0.552,1.0,3,153,601,574,2.0404218785280115,2118,True,8128
0.5,0.9,20290277,5,0.5557969425607512,0.556,1.0,3,153,754,723,2.3628528545280263,2588,True,10128
0.5,0.9,20290277,6,0.5507279756067021,0.552,1.0,3,153,907,870,2.6210091425280355,3058,True,12128
0.5,0.9,20290277,7,0.5472378774938442,0.548,1.0,3,153,1060,1012,2.824056054528039,3528,True,14128
0.5,0.9,20290277,8,0.5427797329029878,0.544,1.0,3,153,1213,1160,2.9804538785280683,3998,True,16128
0.5,0.9,20290277,9,0.539720111705394,0.54,1.0,2,166,1379,1318,4.574053878528041,4338,True,18128
0.5,0.9,20290277,10,0.5396226628497793,0.54,1.0,2,156,1535,1471,6.071653878528014,4650,True,20000
0.5,0.9,20290278,1,0.6637015798253265,0.664,1.0,5,133,133,128,0.7573770108764154,798,True,2128
0.5,0.9,20290278,2,0.5901303652170191,0.592,1.0,3,153,286,267,2.1870481788764007,1268,True,4128
0.5,0.9,20290278,3,0.5698204741280242,0.5700000000000001,1.0,3,153,439,414,2.816796178876436,1738,True,6128
0.5,0.9,20290278,4,0.5497471532369564,0.55,1.0,3,153,592,562,3.0462961788764447,2208,True,8128
0.5,0.9,20290278,5,0.5549751712751272,0.556,1.0,3,153,745,709,3.3687271548764595,2678,True,10128
0.5,0.9,20290278,6,0.5486620472584933,0.55,1.0,3,153,898,853,3.598227154876468,3148,True,12128
0.5,0.9,20290278,7,0.5474270459550585,0.548,1.0,3,153,1051,996,3.8012740668764717,3618,True,14128
0.5,0.9,20290278,8,0.5435724044784762,0.544,1.0,3,153,1204,1142,3.957671890876501,4088,True,16128
0.5,0.9,20290278,9,0.5321766399983199,0.534,1.0,2,166,1370,1297,5.109047890876439,4428,True,18128
0.5,0.9,20290278,10,0.5326461908569886,0.534,1.0,2,156,1526,1445,6.191063890876378,4740,True,20000
0.5,0.9,20290279,1,0.5662414272644729,0.5680000000000001,1.0,3,153,153,145,0.5772971520000006,598,True,2128
0.5,0.9,20290279,2,0.5517859691457743,0.552,1.0,3,153,306,292,0.8354534399999929,1068,True,4128
0.5,0.9,20290279,3,0.5498358504922587,0.55,1.0,3,153,459,433,1.0649534400000016,1538,True,6128
0.5,0.9,20290279,4,0.542234265932038,0.544,1.0,3,153,612,579,1.2213512639999968,2008,True,8128
0.5,0.9,20290279,5,0.5282439936564394,0.53,1.0,2,166,778,736,2.117751264000004,2348,True,10128
0.5,0.9,20290279,6,0.531089950578238,0.532,1.0,2,166,944,892,3.1376552639999917,2688,True,12128
0.5,0.9,20290279,7,0.5318962661466826,0.532,1.0,2,166,1110,1046,4.15755926399998,3028,True,14128
0.5,0.9,20290279,8,0.534346959568849,0.536,1.0,2,166,1276,1202,5.448375263999944,3368,True,16128
0.5,0.9,20290279,9,0.5335265218852885,0.534,1.0,2,166,1442,1360,6.599751263999879,3708,True,18128
0.5,0.9,20290279,10,0.5298106002459855,0.53,1.0,2,156,1598,1509,7.442151263999856,4020,True,20000
0.5,0.9,20290280,1,0.6852076324875245,0.686,1.0,6,125,125,121,0.4968884608888336,878,True,2128
0.5,0.9,20290280,2,0.5843421755370826,0.586,1.0,3,153,278,263,1.6646872768888263,1348,True,4128
0.5,0.9,20290280,3,0.5741320919385053,0.5760000000000001,1.0,3,153,431,408,2.470647212888843,1818,True,6128
0.5,0.9,20290280,4,0.5596617751025288,0.56,1.0,3,153,584,553,2.867223212888832,2288,True,8128
0.5,0.9,20290280,5,0.5543315714619095,0.556,1.0,3,153,737,700,3.1896541888888468,2758,True,10128
0.5,0.9,20290280,6,0.5507735228738841,0.552,1.0,3,153,890,849,3.447810476888856,3228,True,12128
0.5,0.9,20290280,7,0.5442922931029925,0.546,1.0,3,153,1043,992,3.6265193728888283,3698,True,14128
0.5,0.9,20290280,8,0.541697440842352,0.542,1.0,3,153,1196,1140,3.762544940888845,4168,True,16128
0.5,0.9,20290280,9,0.5388399394408023,0.54,1.0,2,166,1362,1301,5.356144940888817,4508,True,18128
0.5,0.9,20290280,10,0.5390080720988524,0.54,1.0,2,156,1518,1446,6.853744940888791,4820,True,20000
0.5,0.9,20290281,1,0.6418301725565638,0.642,1.0,4,142,142,131,1.3856481415680029,708,True,2128
0.5,0.9,20290281,2,0.5853090179340743,0.586,1.0,3,153,295,277,2.5534469575680117,1178,True,4128
0.5,0.9,20290281,3,0.562614903891004,0.5640000000000001,1.0,3,153,448,422,3.03474334156798,1648,True,6128
0.5,0.9,20290281,4,0.5581820948397445,0.56,1.0,3,153,601,568,3.431319341567969,2118,True,8128
0.5,0.9,20290281,5,0.5586076586266646,0.56,1.0,3,153,754,713,3.8278953415679577,2588,True,10128
0.5,0.9,20290281,6,0.5507279756067021,0.552,1.0,3,153,907,862,4.086051629567967,3058,True,12128
0.5,0.9,20290281,7,0.5485387412154128,0.55,1.0,3,153,1060,1007,4.315551629567976,3528,True,14128
0.5,0.9,20290281,8,0.5396751395190709,0.54,1.0,2,166,1226,1169,5.909151629567948,3868,True,16128
0.5,0.9,20290281,9,0.5337365996030285,0.534,1.0,2,166,1392,1331,7.060527629567883,4208,True,18128
0.5,0.9,20290281,10,0.5294016067936904,0.53,1.0,2,156,1548,1473,7.902927629567859,4520,True,20000
0.5,0.9,20290282,1,0.6852076324875245,0.686,1.0,6,125,125,121,0.4968884608888336,878,True,2128
0.5,0.9,20290282,2,0.5821029745407253,0.584,1.0,3,153,278,266,1.5850930048888325,1348,True,4128
