persistence,rho,seed,joint_simultaneous_coverage,final_p_upper,final_rho_upper,collision_upper,hoeffding_radius,average_tv_bias,collision_trials,p_trials,d0_q,d0_gap,d0_eta,d0_updates,d0_exact_radius,d2_q,d2_gap,d2_eta,d2_updates,d2_exact_radius
0.5,0.0,20270231,True,0.5300778542933045,0.19094610046087035,0.5954730502304352,0.08064192055639288,0.0053254262519891,1578,4220,8,2,0.008361545155094562,1111,0.9891823410533576,1,2,0.024660492537858365,1818,0.9682883029278552
0.5,0.0,20270232,True,0.531695665637812,0.18577124073350926,0.5928856203667546,0.08165349245631293,0.003740271232917286,1535,4650,8,2,0.008361545155094562,1111,0.9891823410533576,1,2,0.024660492537858365,1818,0.9682883029278552
0.5,0.0,20270233,True,0.520362270659724,0.14051708644748917,0.5702585432237446,0.08071120134597524,0.005102897433324871,1575,4250,8,2,0.008395354500181857,1111,0.9891391525665595,2,2,0.027579078443948905,1666,0.9643692149040456
0.5,0.0,20270234,True,0.5330894829145056,0.15339655131749486,0.5766982756587474,0.08113091542439368,0.004880141223435299,1557,4430,8,2,0.00846133527542685,1111,0.9890548806907089,1,2,0.02467999126559728,1818,0.9682638149462569
0.5,0.0,20270235,True,0.5322022535513942,0.16402143914185108,0.5820107195709255,0.08143841471873291,0.005753652002451689,1544,4560,8,2,0.00841652772425459,1111,0.9891121078851755,1,2,0.02467999126559728,1818,0.9682638149462569
0.5,0.0,20270236,True,0.5268336210962401,0.1863278297271369,0.5931639148635685,0.08004933260314781,0.005633285502315922,1604,3960,8,2,0.008338225176732635,1111,0.9892121328807322,1,2,0.02462351704539531,1818,0.9683347426559248
0.5,0.0,20270237,True,0.5305443830706991,0.14100574994002213,0.5705028749700111,0.080827092847152,0.004325463651521454,1570,4300,8,2,0.008448285278246004,1111,0.9890715470470248,1,2,0.024660492537858365,1818,0.9682883029278552
0.5,0.0,20270238,True,0.5344832893259011,0.22090511614197839,0.6104525580709892,0.08165349245631293,0.004369098187966205,1535,4650,4,2,0.0064611514613635655,1428,0.991620235909267,1,2,0.02470000655683848,1818,0.968238679399643
0.5,0.0,20270239,True,0.5290770374627312,0.17757098253174242,0.5887854912658712,0.08129603031384022,0.003618493210095477,1550,4500,8,2,0.008391421704070222,1111,0.9891441761417594,1,2,0.024641631602865092,1818,0.9683119909949707
0.5,0.0,20270240,True,0.5359317395667129,0.19408000682753834,0.5970400034137692,0.08155767867094924,0.005410849759064226,1539,4610,8,2,0.008388146695631676,1111,0.989148359534756,1,2,0.02470000655683848,1818,0.968238679399643
0.5,0.0,20270241,True,0.5205090223159983,0.20423026005842515,0.6021151300292126,0.08013959595113261,0.003850534078079981,1600,4000,8,2,0.0082699586850853,1111,0.9892993571074404,1,2,0.024574610660908332,1818,0.9683961733324369
0.5,0.0,20270242,True,0.544562940196935,0.15050111953271816,0.5752505597663591,0.08226058483520146,0.002261498109965563,1510,4900,8,2,0.008557589915399271,1111,0.9889319728390131,1,2,0.02480291064425828,1818,0.9681094694862682
0.5,0.0,20270243,True,0.5385988122693404,0.14643549572891112,0.5732177478644556,0.08218697167727776,0.004580016107865164,1513,4870,8,2,0.008505556771335762,1111,0.9889984096491323,1,2,0.024741057955819115,1818,0.9681871300731187
0.5,0.0,20270244,True,0.5304525548141306,0.18402709449043053,0.5920135472452153,0.08143841471873291,0.0047461169824409045,1544,4560,8,2,0.008361545155094562,1111,0.9891823410533576,1,2,0.024660492537858365,1818,0.9682883029278552
0.5,0.0,20270245,True,0.5413110130171945,0.14798348668503603,0.573991743342518,0.08226058483520146,0.002327184997382829,1510,4900,8,2,0.008522019027176824,1111,0.988977389219956,1,2,0.0247618016742915,1818,0.9681610835439517
0.5,0.0,20270246,True,0.5380935502870068,0.19730121686849333,0.5986506084342467,0.08155767867094924,0.0050721370407504004,1539,4610,8,2,0.008418099451967323,1111,0.9891101003778124,1,2,0.024741057955819115,1818,0.9681871300731187
0.5,0.0,20270247,True,0.5274605281523892,0.20178372519946164,0.6008918625997308,0.08113091542439368,0.005310080123313988,1557,4430,8,2,0.008298742003155446,1111,0.9892625783969127,1,2,0.02462351704539531,1818,0.9683347426559248
0.5,0.0,20270248,True,0.5329041786936837,0.15305278400559552,0.5765263920027978,0.08155767867094924,0.00504018831560422,1539,4610,8,2,0.00846133527542685,1111,0.9890548806907089,1,2,0.02467999126559728,1818,0.9682638149462569
0.5,0.0,20270249,True,0.5302338142438836,0.16631368135225832,0.5831568406761292,0.08143841471873291,0.004956767926308212,1544,4560,8,2,0.008403561923233847,1111,0.9891286689707492,1,2,0.024660492537858365,1818,0.9682883029278552
0.5,0.0,20270250,True,0.5344398054274639,0.15246372951545384,0.5762318647577269,0.08113091542439368,0.0056982518381502425,1557,4430,8,2,0.008475224507717616,1111,0.989037143261699,1,2,0.02470000655683848,1818,0.968238679399643
0.5,0.0,20270251,True,0.5366898039160668,0.1962036838458392,0.5981018419229196,0.08113091542439368,0.006373623993708974,1557,4430,8,2,0.008402699548726463,1111,0.9891297704961142,1,2,0.024720409101389576,1818,0.9682130587589884
0.5,0.0,20270252,True,0.5374702534136817,0.2085051216778866,0.6042525608389433,0.08248269423054884,0.0027825248362425394,1501,4990,8,2,0.008362843248410417,1111,0.989180682770398,1,2,0.024720409101389576,1818,0.9682130587589884
0.5,0.0,20270253,True,0.5272352823620254,0.1995161528320888,0.5997580764160444,0.08113091542439368,0.004818554697495251,1557,4430,8,2,0.008338225176732635,1111,0.9892121328807322,1,2,0.02462351704539531,1818,0.9683347426559248
0.5,0.0,20270254,True,0.551083276331261,0.16022484475101373,0.5801124223755069,0.08268174133183308,0.0031239161407936606,1493,5070,8,3,0.008760561077314877,1052,0.9886729164361028,1,2,0.024860837760050884,1818,0.9680367480789419
0.5,0.0,20270255,True,0.5311808132255029,0.12693282502571868,0.5634664125128593,0.08052687326599567,0.0059970250333451275,1583,4170,8,2,0.008496085347090027,1111,0.9890105040587999,1,2,0.024660492537858365,1818,0.9682883029278552
0.5,0.0,20270256,True,0.5290180997518417,0.2401054588967273,0.6200527294483636,0.08174966659474585,0.004011749986210858,1531,4690,4,2,0.006413041627767123,1428,0.9916820084093192,1,2,0.024641631602865092,1818,0.9683119909949707
