average_weight_norm,bellman_residual,delay,encoder_sha256,environment_budget,environment_used,game,master_seed,message_budget,message_used,overhead,prediction_risk,q,rho,selected_common_actors,split,updates
0.061179307817983336,1.8751628640843158e-06,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,11915,asterix,202608056001,393216,393195,32,6.139635247249198e-05,1,0.9,1,selection,11915
0.05736633386288983,6.564664120524798e-07,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,43688,asterix,202608056001,393216,393192,32,2.4154696191991676e-05,4,0.9,3,selection,10922
0.06804579438511438,3.440509233734425e-06,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,131072,asterix,202608056001,393216,393216,32,0.0001743540127219455,16,0.9,14,selection,8192
0.06098564223840316,1.8260469988074452e-06,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,11915,asterix,202608056001,393216,393195,32,5.911460053858448e-05,1,0.9,1,selection,11907
0.057283450378489205,6.409069504008915e-07,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,43688,asterix,202608056001,393216,393192,32,2.3499343899227712e-05,4,0.9,3,selection,10914
0.06814508035330981,3.4750676465706657e-06,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,131072,asterix,202608056001,393216,393216,32,0.0001763374904274603,16,0.9,14,selection,8184
0.061179307817983336,1.8751628640843158e-06,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,11915,asterix,202608056001,393216,393195,32,6.139635247249198e-05,1,1.0,1,selection,11915
0.060319742093042146,1.478629707469384e-06,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,43688,asterix,202608056001,393216,393192,32,5.2163599662764e-05,4,1.0,4,selection,10922
0.07114853723042278,4.831834307891626e-06,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,131072,asterix,202608056001,393216,393216,32,0.00024396145157429657,16,1.0,16,selection,8192
0.06098564223840316,1.8260469988074452e-06,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,11915,asterix,202608056001,393216,393195,32,5.911460053858448e-05,1,1.0,1,selection,11907
0.0601435419326322,1.4377784283022767e-06,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,43688,asterix,202608056001,393216,393192,32,5.020406301335201e-05,4,1.0,4,selection,10914
0.07122904854848092,4.867117815239046e-06,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,131072,asterix,202608056001,393216,393216,32,0.0002458507648650209,16,1.0,16,selection,8184
0.05534346665015923,4.6530015048436407e-07,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,21845,asterix,202608056002,196608,196605,8,1.11173626573469e-05,1,0.0,0,selection,21845
0.055266097985732135,2.5411770800054014e-07,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,65536,asterix,202608056002,196608,196608,8,1.0828966708081586e-05,4,0.0,0,selection,16384
0.04893476638275187,7.781759301646186e-08,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,131072,asterix,202608056002,196608,196608,8,2.9793256691180377e-06,16,0.0,0,selection,8192
0.05553607505746288,4.969420754779228e-07,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,21845,asterix,202608056002,196608,196605,8,1.2129819052029841e-05,1,0.0,0,selection,21837
0.05524975608622407,2.5322512249507867e-07,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,65536,asterix,202608056002,196608,196608,8,1.0752891523161245e-05,4,0.0,0,selection,16376
0.0489135199862508,7.89175761788769e-08,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,131072,asterix,202608056002,196608,196608,8,3.037317914947982e-06,16,0.0,0,selection,8184
0.049009808495577,3.5912986096253445e-07,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,21845,asterix,202608056002,196608,196605,8,3.793927799745093e-06,1,0.1,1,selection,21845
0.057852028923347065,6.11501855702286e-07,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,65536,asterix,202608056002,196608,196608,8,2.8361764667360635e-05,4,0.1,1,selection,16384
0.04656864800423509,3.172933360662628e-07,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,131072,asterix,202608056002,196608,196608,8,1.303606047063905e-05,16,0.1,6,selection,8192
0.049078927097310494,3.6042148799379426e-07,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,21845,asterix,202608056002,196608,196605,8,3.633293649303182e-06,1,0.1,1,selection,21837
0.057863601086357304,6.143502206360383e-07,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,65536,asterix,202608056002,196608,196608,8,2.8469161409187073e-05,4,0.1,1,selection,16376
0.04651820183281399,3.215282090528527e-07,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,131072,asterix,202608056002,196608,196608,8,1.3325001907743839e-05,16,0.1,6,selection,8184
