cell_id,schedule_family,target_scale,initial_common_parameter,noise_scale,spatial_correlation,temporal_correlation,delay,mean_dual_use_auc,mean_strong_static_auc,dual_use_to_static_ratio
Fsingle_switch-H0.1-I0.5-N0.5-S0.9-T0-D0,single_switch,0.1,0.5,0.5,0.9,0.0,0,0.019925620993442146,0.018551014621976815,1.074098716403192
Fsingle_switch-H0.1-I0.5-N0.5-S0.9-T0-D1,single_switch,0.1,0.5,0.5,0.9,0.0,1,0.0195084095816107,0.01868834776835601,1.0438809157138684
Fsingle_switch-H0.1-I0.5-N0.5-S0.9-T0-D3,single_switch,0.1,0.5,0.5,0.9,0.0,3,0.019379137836014495,0.018363294882101474,1.0553192093485986
Fsingle_switch-H0.1-I0.5-N0.5-S0.9-T0.9-D0,single_switch,0.1,0.5,0.5,0.9,0.9,0,0.17560011723771043,0.16792902854111413,1.0456805399473754
Fsingle_switch-H0.1-I0.5-N0.5-S0.9-T0.9-D1,single_switch,0.1,0.5,0.5,0.9,0.9,1,0.12880039511498292,0.12062254572690759,1.0677970220143602
Fsingle_switch-H0.1-I0.5-N0.5-S0.9-T0.9-D3,single_switch,0.1,0.5,0.5,0.9,0.9,3,0.17135160737795133,0.14139058279910677,1.2119025467305298
Fsingle_switch-H0.1-I1.5-N0.1-S0-T0-D0,single_switch,0.1,1.5,0.1,0.0,0.0,0,0.07370596309735404,0.07325640806148473,1.00613673326014
Fsingle_switch-H0.1-I1.5-N0.1-S0-T0-D1,single_switch,0.1,1.5,0.1,0.0,0.0,1,0.07617253172418771,0.0765774762155042,0.9947119634737387
Fsingle_switch-H0.1-I1.5-N0.1-S0-T0-D3,single_switch,0.1,1.5,0.1,0.0,0.0,3,0.07658498308869063,0.07650497869181638,1.001045741051658
Fsingle_switch-H0.1-I1.5-N0.1-S0-T0.9-D0,single_switch,0.1,1.5,0.1,0.0,0.9,0,0.09771693527862158,0.09304392965714782,1.0502236485356222
Fsingle_switch-H0.1-I1.5-N0.1-S0-T0.9-D1,single_switch,0.1,1.5,0.1,0.0,0.9,1,0.1077563181762628,0.10619534231890282,1.014699099068511
Fsingle_switch-H0.1-I1.5-N0.1-S0-T0.9-D3,single_switch,0.1,1.5,0.1,0.0,0.9,3,0.10579761286982278,0.10362551753600983,1.0209610083062615
Fsingle_switch-H0.1-I1.5-N0.1-S0.9-T0-D0,single_switch,0.1,1.5,0.1,0.9,0.0,0,0.0761059914564813,0.0744741628860026,1.0219113382043183
Fsingle_switch-H0.1-I1.5-N0.1-S0.9-T0-D1,single_switch,0.1,1.5,0.1,0.9,0.0,1,0.07739414188307707,0.07764892157322945,0.9967188251299525
Fsingle_switch-H0.1-I1.5-N0.1-S0.9-T0-D3,single_switch,0.1,1.5,0.1,0.9,0.0,3,0.07715917598868435,0.07696531584934962,1.0025187987237547
Fsingle_switch-H0.1-I1.5-N0.1-S0.9-T0.9-D0,single_switch,0.1,1.5,0.1,0.9,0.9,0,0.09371589484795363,0.09024447287773232,1.0384668651666298
Fsingle_switch-H0.1-I1.5-N0.1-S0.9-T0.9-D1,single_switch,0.1,1.5,0.1,0.9,0.9,1,0.10575727547572517,0.10445405917043281,1.0124764543919347
Fsingle_switch-H0.1-I1.5-N0.1-S0.9-T0.9-D3,single_switch,0.1,1.5,0.1,0.9,0.9,3,0.09889541300605634,0.09813430919319296,1.0077557361856495
Fsingle_switch-H0.1-I1.5-N0.5-S0-T0-D0,single_switch,0.1,1.5,0.5,0.0,0.0,0,0.07869803625382707,0.08041329011365934,0.9786695226944717
Fsingle_switch-H0.1-I1.5-N0.5-S0-T0-D1,single_switch,0.1,1.5,0.5,0.0,0.0,1,0.0855065818901872,0.08530600641585194,1.0023512467968256
Fsingle_switch-H0.1-I1.5-N0.5-S0-T0-D3,single_switch,0.1,1.5,0.5,0.0,0.0,3,0.08643135242385183,0.08468790207324747,1.0205867698682207
Fsingle_switch-H0.1-I1.5-N0.5-S0-T0.9-D0,single_switch,0.1,1.5,0.5,0.0,0.9,0,0.20274804726088266,0.17145957553010274,1.1824830817062573
Fsingle_switch-H0.1-I1.5-N0.5-S0-T0.9-D1,single_switch,0.1,1.5,0.5,0.0,0.9,1,0.2127544813752843,0.20351704323716904,1.0453890150484861
Fsingle_switch-H0.1-I1.5-N0.5-S0-T0.9-D3,single_switch,0.1,1.5,0.5,0.0,0.9,3,0.20110431519815092,0.19241023856010148,1.045185103989847
Fsingle_switch-H0.1-I1.5-N0.5-S0.9-T0-D0,single_switch,0.1,1.5,0.5,0.9,0.0,0,0.08614044536608995,0.08344934993286826,1.0322482492120857
Fsingle_switch-H0.1-I1.5-N0.5-S0.9-T0-D1,single_switch,0.1,1.5,0.5,0.9,0.0,1,0.09031570996861735,0.09024626139331567,1.0007695451781544
Fsingle_switch-H0.1-I1.5-N0.5-S0.9-T0-D3,single_switch,0.1,1.5,0.5,0.9,0.0,3,0.08875837227119453,0.08727502872603458,1.0169961965846648
Fsingle_switch-H0.1-I1.5-N0.5-S0.9-T0.9-D0,single_switch,0.1,1.5,0.5,0.9,0.9,0,0.18304497587500262,0.17010485591456162,1.0760714318875202
Fsingle_switch-H0.1-I1.5-N0.5-S0.9-T0.9-D1,single_switch,0.1,1.5,0.5,0.9,0.9,1,0.20792154247890768,0.2038643648494848,1.0199013576130302
Fsingle_switch-H0.1-I1.5-N0.5-S0.9-T0.9-D3,single_switch,0.1,1.5,0.5,0.9,0.9,3,0.21335592477298726,0.2134026384130876,0.9997811009252383
Fsingle_switch-H0.3-I0.5-N0.1-S0-T0-D0,single_switch,0.3,0.5,0.1,0.0,0.0,0,0.013641150698147217,0.018961697286899594,0.7194055728108117
Fsingle_switch-H0.3-I0.5-N0.1-S0-T0-D1,single_switch,0.3,0.5,0.1,0.0,0.0,1,0.014954832751740265,0.019392592800757884,0.7711621084085164
Fsingle_switch-H0.3-I0.5-N0.1-S0-T0-D3,single_switch,0.3,0.5,0.1,0.0,0.0,3,0.014779073579205992,0.018188620674548323,0.8125450436099658
Fsingle_switch-H0.3-I0.5-N0.1-S0-T0.9-D0,single_switch,0.3,0.5,0.1,0.0,0.9,0,0.04187004653916068,0.041878812052089986,0.9997906933721424
Fsingle_switch-H0.3-I0.5-N0.1-S0-T0.9-D1,single_switch,0.3,0.5,0.1,0.0,0.9,1,0.042070724061880865,0.04099057410345215,1.0263511790711355
Fsingle_switch-H0.3-I0.5-N0.1-S0-T0.9-D3,single_switch,0.3,0.5,0.1,0.0,0.9,3,0.04690689860378629,0.042654285419352705,1.0996995528731592
Fsingle_switch-H0.3-I0.5-N0.1-S0.9-T0-D0,single_switch,0.3,0.5,0.1,0.9,0.0,0,0.014897498501559282,0.018703002174392858,0.7965297957328014
Fsingle_switch-H0.3-I0.5-N0.1-S0.9-T0-D1,single_switch,0.3,0.5,0.1,0.9,0.0,1,0.015574236881828171,0.01961730231122195,0.7939030879347274
Fsingle_switch-H0.3-I0.5-N0.1-S0.9-T0-D3,single_switch,0.3,0.5,0.1,0.9,0.0,3,0.014596412420647355,0.01784703480459779,0.8178620471388893
Fsingle_switch-H0.3-I0.5-N0.1-S0.9-T0.9-D0,single_switch,0.3,0.5,0.1,0.9,0.9,0,0.0437428316349711,0.043246365290023785,1.0114799554047573
Fsingle_switch-H0.3-I0.5-N0.1-S0.9-T0.9-D1,single_switch,0.3,0.5,0.1,0.9,0.9,1,0.043974516105094896,0.042326775711145306,1.03892903171256
Fsingle_switch-H0.3-I0.5-N0.1-S0.9-T0.9-D3,single_switch,0.3,0.5,0.1,0.9,0.9,3,0.03758650375860548,0.03622164539178116,1.0376807390183884
Fsingle_switch-H0.3-I0.5-N0.5-S0-T0-D0,single_switch,0.3,0.5,0.5,0.0,0.0,0,0.027181654074335277,0.027241363046122104,0.9978081503599605
Fsingle_switch-H0.3-I0.5-N0.5-S0-T0-D1,single_switch,0.3,0.5,0.5,0.0,0.0,1,0.030061807437092115,0.02870173225895318,1.047386518899558
Fsingle_switch-H0.3-I0.5-N0.5-S0-T0-D3,single_switch,0.3,0.5,0.5,0.0,0.0,3,0.026824841150435513,0.024638298200326057,1.0887456971391198
Fsingle_switch-H0.3-I0.5-N0.5-S0-T0.9-D0,single_switch,0.3,0.5,0.5,0.0,0.9,0,0.16485793785458994,0.1348062237321902,1.2229252722196366
Fsingle_switch-H0.3-I0.5-N0.5-S0-T0.9-D1,single_switch,0.3,0.5,0.5,0.0,0.9,1,0.1690952207314089,0.14211764999133167,1.1898256180124194
Fsingle_switch-H0.3-I0.5-N0.5-S0-T0.9-D3,single_switch,0.3,0.5,0.5,0.0,0.9,3,0.1532200963164811,0.11759727579224427,1.3029221577136756
Fsingle_switch-H0.3-I0.5-N0.5-S0.9-T0-D0,single_switch,0.3,0.5,0.5,0.9,0.0,0,0.02671174418218421,0.026818586322724346,0.9960161158662714
Fsingle_switch-H0.3-I0.5-N0.5-S0.9-T0-D1,single_switch,0.3,0.5,0.5,0.9,0.0,1,0.027689370569815935,0.027465753544418853,1.0081416672233456
Fsingle_switch-H0.3-I0.5-N0.5-S0.9-T0-D3,single_switch,0.3,0.5,0.5,0.9,0.0,3,0.029064481686606143,0.0263502306962088,1.1030067258875218
Fsingle_switch-H0.3-I0.5-N0.5-S0.9-T0.9-D0,single_switch,0.3,0.5,0.5,0.9,0.9,0,0.16502052891453628,0.14296836239019856,1.1542450802097846
Fsingle_switch-H0.3-I0.5-N0.5-S0.9-T0.9-D1,single_switch,0.3,0.5,0.5,0.9,0.9,1,0.16504950537395555,0.14820326656157634,1.1136698212072123
Fsingle_switch-H0.3-I0.5-N0.5-S0.9-T0.9-D3,single_switch,0.3,0.5,0.5,0.9,0.9,3,0.14888082406745784,0.1318312868864813,1.1293284589997041
Fsingle_switch-H0.3-I1.5-N0.1-S0-T0-D0,single_switch,0.3,1.5,0.1,0.0,0.0,0,0.07280434632678015,0.08024564203753498,0.9072685379316405
Fsingle_switch-H0.3-I1.5-N0.1-S0-T0-D1,single_switch,0.3,1.5,0.1,0.0,0.0,1,0.08083213482244131,0.08463963372136847,0.955015177505832
Fsingle_switch-H0.3-I1.5-N0.1-S0-T0-D3,single_switch,0.3,1.5,0.1,0.0,0.0,3,0.07986137195124934,0.08423232631798899,0.9481083503471259
Fsingle_switch-H0.3-I1.5-N0.1-S0-T0.9-D0,single_switch,0.3,1.5,0.1,0.0,0.9,0,0.10458097532056079,0.10425672459379538,1.0031101181053668
Fsingle_switch-H0.3-I1.5-N0.1-S0-T0.9-D1,single_switch,0.3,1.5,0.1,0.0,0.9,1,0.10997514961267273,0.11006407678954426,0.9991920417681641
Fsingle_switch-H0.3-I1.5-N0.1-S0-T0.9-D3,single_switch,0.3,1.5,0.1,0.0,0.9,3,0.10544677796997573,0.10423142428120422,1.0116601466127204
Fsingle_switch-H0.3-I1.5-N0.1-S0.9-T0-D0,single_switch,0.3,1.5,0.1,0.9,0.0,0,0.07728480112303834,0.08325147534996788,0.9283295076532018
Fsingle_switch-H0.3-I1.5-N0.1-S0.9-T0-D1,single_switch,0.3,1.5,0.1,0.9,0.0,1,0.08007028402972086,0.08426086845847142,0.9502665412140165
Fsingle_switch-H0.3-I1.5-N0.1-S0.9-T0-D3,single_switch,0.3,1.5,0.1,0.9,0.0,3,0.07872283155550786,0.08290417956217838,0.9495640867715903
Fsingle_switch-H0.3-I1.5-N0.1-S0.9-T0.9-D0,single_switch,0.3,1.5,0.1,0.9,0.9,0,0.1023833702416414,0.10018490281643107,1.021944098995021
Fsingle_switch-H0.3-I1.5-N0.1-S0.9-T0.9-D1,single_switch,0.3,1.5,0.1,0.9,0.9,1,0.1137123940785058,0.11269158192385026,1.0090584597112615
Fsingle_switch-H0.3-I1.5-N0.1-S0.9-T0.9-D3,single_switch,0.3,1.5,0.1,0.9,0.9,3,0.11104158582957616,0.11234465045773016,0.9884011866800522
Fsingle_switch-H0.3-I1.5-N0.5-S0-T0-D0,single_switch,0.3,1.5,0.5,0.0,0.0,0,0.08392844169451369,0.08736679468800532,0.9606446247024365
Fsingle_switch-H0.3-I1.5-N0.5-S0-T0-D1,single_switch,0.3,1.5,0.5,0.0,0.0,1,0.09171895191485002,0.09230987205292923,0.9935985163348467
Fsingle_switch-H0.3-I1.5-N0.5-S0-T0-D3,single_switch,0.3,1.5,0.5,0.0,0.0,3,0.09420464439886744,0.09402376793914746,1.0019237312403502
Fsingle_switch-H0.3-I1.5-N0.5-S0-T0.9-D0,single_switch,0.3,1.5,0.5,0.0,0.9,0,0.22561943297278503,0.19145513998229874,1.178445420653867
Fsingle_switch-H0.3-I1.5-N0.5-S0-T0.9-D1,single_switch,0.3,1.5,0.5,0.0,0.9,1,0.22767607946081178,0.21682009888595472,1.0500690693834949
Fsingle_switch-H0.3-I1.5-N0.5-S0-T0.9-D3,single_switch,0.3,1.5,0.5,0.0,0.9,3,0.23015786393122395,0.22352760937839158,1.0296619042778226
Fsingle_switch-H0.3-I1.5-N0.5-S0.9-T0-D0,single_switch,0.3,1.5,0.5,0.9,0.0,0,0.0856006975242783,0.08704522080767539,0.9834049098848433
Fsingle_switch-H0.3-I1.5-N0.5-S0.9-T0-D1,single_switch,0.3,1.5,0.5,0.9,0.0,1,0.09380395857412567,0.09488238005820185,0.9886341227589921
Fsingle_switch-H0.3-I1.5-N0.5-S0.9-T0-D3,single_switch,0.3,1.5,0.5,0.9,0.0,3,0.09244505658303961,0.09150840921853204,1.0102356425218884
Fsingle_switch-H0.3-I1.5-N0.5-S0.9-T0.9-D0,single_switch,0.3,1.5,0.5,0.9,0.9,0,0.2326179930546316,0.2175842398015443,1.0690939438757117
Fsingle_switch-H0.3-I1.5-N0.5-S0.9-T0.9-D1,single_switch,0.3,1.5,0.5,0.9,0.9,1,0.21558486516954228,0.20436744117897465,1.0548885082959178
Fsingle_switch-H0.3-I1.5-N0.5-S0.9-T0.9-D3,single_switch,0.3,1.5,0.5,0.9,0.9,3,0.2501573371976059,0.24231910321578232,1.0323467439331175
Fsingle_switch-H0.6-I0.5-N0.1-S0-T0-D0,single_switch,0.6,0.5,0.1,0.0,0.0,0,0.023430308170681913,0.04527612005416108,0.5174981456594261
Fsingle_switch-H0.6-I0.5-N0.1-S0-T0-D1,single_switch,0.6,0.5,0.1,0.0,0.0,1,0.024468824102267774,0.046575962378961694,0.525353054504362
Fsingle_switch-H0.6-I0.5-N0.1-S0-T0-D3,single_switch,0.6,0.5,0.1,0.0,0.0,3,0.024286976142397613,0.044901287913699586,0.540897093844552
Fsingle_switch-H0.6-I0.5-N0.1-S0-T0.9-D0,single_switch,0.6,0.5,0.1,0.0,0.9,0,0.04778003124418637,0.06554030551692351,0.7290175239089912
Fsingle_switch-H0.6-I0.5-N0.1-S0-T0.9-D1,single_switch,0.6,0.5,0.1,0.0,0.9,1,0.05057323101076807,0.06772220546927558,0.7467747197588284
Fsingle_switch-H0.6-I0.5-N0.1-S0-T0.9-D3,single_switch,0.6,0.5,0.1,0.0,0.9,3,0.0542383069025803,0.06832584145427638,0.7938183525903088
Fsingle_switch-H0.6-I0.5-N0.1-S0.9-T0-D0,single_switch,0.6,0.5,0.1,0.9,0.0,0,0.023659808836143686,0.04551484956577561,0.5198261460131117
Fsingle_switch-H0.6-I0.5-N0.1-S0.9-T0-D1,single_switch,0.6,0.5,0.1,0.9,0.0,1,0.023170848994647796,0.04560194296119848,0.5081110033921861
Fsingle_switch-H0.6-I0.5-N0.1-S0.9-T0-D3,single_switch,0.6,0.5,0.1,0.9,0.0,3,0.025176764662127007,0.04546433766589955,0.5537695247457832
Fsingle_switch-H0.6-I0.5-N0.1-S0.9-T0.9-D0,single_switch,0.6,0.5,0.1,0.9,0.9,0,0.05697483712153695,0.07349301242676276,0.7752415534512686
Fsingle_switch-H0.6-I0.5-N0.1-S0.9-T0.9-D1,single_switch,0.6,0.5,0.1,0.9,0.9,1,0.06094682480082389,0.07748074808531885,0.7866060448165983
Fsingle_switch-H0.6-I0.5-N0.1-S0.9-T0.9-D3,single_switch,0.6,0.5,0.1,0.9,0.9,3,0.05056674597416062,0.06513872972195701,0.7762930930646555
Fsingle_switch-H0.6-I0.5-N0.5-S0-T0-D0,single_switch,0.6,0.5,0.5,0.0,0.0,0,0.03884784745804136,0.05323549472436109,0.7297358211694086
Fsingle_switch-H0.6-I0.5-N0.5-S0-T0-D1,single_switch,0.6,0.5,0.5,0.0,0.0,1,0.03824054654219333,0.05412263307566213,0.7065536979461804
Fsingle_switch-H0.6-I0.5-N0.5-S0-T0-D3,single_switch,0.6,0.5,0.5,0.0,0.0,3,0.03645978931177178,0.05199740630238174,0.7011847687122374
Fsingle_switch-H0.6-I0.5-N0.5-S0-T0.9-D0,single_switch,0.6,0.5,0.5,0.0,0.9,0,0.17998836181275873,0.17575706001332975,1.0240747188141863
Fsingle_switch-H0.6-I0.5-N0.5-S0-T0.9-D1,single_switch,0.6,0.5,0.5,0.0,0.9,1,0.18243314897406646,0.1724567869876944,1.0578484741634664
Fsingle_switch-H0.6-I0.5-N0.5-S0-T0.9-D3,single_switch,0.6,0.5,0.5,0.0,0.9,3,0.17826309941353896,0.17220109477001316,1.0352030551932438
Fsingle_switch-H0.6-I0.5-N0.5-S0.9-T0-D0,single_switch,0.6,0.5,0.5,0.9,0.0,0,0.039368091218260404,0.05278477878886538,0.7458227944030876
Fsingle_switch-H0.6-I0.5-N0.5-S0.9-T0-D1,single_switch,0.6,0.5,0.5,0.9,0.0,1,0.03737653124146856,0.051019016070857515,0.7326000013320199
Fsingle_switch-H0.6-I0.5-N0.5-S0.9-T0-D3,single_switch,0.6,0.5,0.5,0.9,0.0,3,0.041027649788833824,0.051835618947546264,0.7914953196633132
Fsingle_switch-H0.6-I0.5-N0.5-S0.9-T0.9-D0,single_switch,0.6,0.5,0.5,0.9,0.9,0,0.18219341353426055,0.17606825168478213,1.0347885651778062
Fsingle_switch-H0.6-I0.5-N0.5-S0.9-T0.9-D1,single_switch,0.6,0.5,0.5,0.9,0.9,1,0.18380831917365267,0.17328828619744013,1.060708275250794
Fsingle_switch-H0.6-I0.5-N0.5-S0.9-T0.9-D3,single_switch,0.6,0.5,0.5,0.9,0.9,3,0.18560060794732167,0.17867519102956042,1.0387598125842523
Fsingle_switch-H0.6-I1.5-N0.1-S0-T0-D0,single_switch,0.6,1.5,0.1,0.0,0.0,0,0.08209278992508087,0.10768025082900558,0.7623755451261238
Fsingle_switch-H0.6-I1.5-N0.1-S0-T0-D1,single_switch,0.6,1.5,0.1,0.0,0.0,1,0.08967563013755461,0.11068095805711181,0.8102173283617733
Fsingle_switch-H0.6-I1.5-N0.1-S0-T0-D3,single_switch,0.6,1.5,0.1,0.0,0.0,3,0.09006797284139054,0.11015802449813261,0.8176251639563249
Fsingle_switch-H0.6-I1.5-N0.1-S0-T0.9-D0,single_switch,0.6,1.5,0.1,0.0,0.9,0,0.10564685001905937,0.12671474154798834,0.8337376435325773
Fsingle_switch-H0.6-I1.5-N0.1-S0-T0.9-D1,single_switch,0.6,1.5,0.1,0.0,0.9,1,0.11809049304871572,0.13823910657849459,0.8542480921030973
Fsingle_switch-H0.6-I1.5-N0.1-S0-T0.9-D3,single_switch,0.6,1.5,0.1,0.0,0.9,3,0.1254777285904919,0.13968842833809264,0.8982685973586436
Fsingle_switch-H0.6-I1.5-N0.1-S0.9-T0-D0,single_switch,0.6,1.5,0.1,0.9,0.0,0,0.08397549148097556,0.1085233271974802,0.7738012982975091
Fsingle_switch-H0.6-I1.5-N0.1-S0.9-T0-D1,single_switch,0.6,1.5,0.1,0.9,0.0,1,0.09090317726194413,0.11241589773853708,0.8086327564929616
Fsingle_switch-H0.6-I1.5-N0.1-S0.9-T0-D3,single_switch,0.6,1.5,0.1,0.9,0.0,3,0.09032867858621757,0.11038827918124029,0.818281426761912
Fsingle_switch-H0.6-I1.5-N0.1-S0.9-T0.9-D0,single_switch,0.6,1.5,0.1,0.9,0.9,0,0.10839257380671163,0.12756946706333974,0.8496748971514747
Fsingle_switch-H0.6-I1.5-N0.1-S0.9-T0.9-D1,single_switch,0.6,1.5,0.1,0.9,0.9,1,0.11153826498780056,0.12764661174542086,0.8738051364046633
Fsingle_switch-H0.6-I1.5-N0.1-S0.9-T0.9-D3,single_switch,0.6,1.5,0.1,0.9,0.9,3,0.11175102188111151,0.12742911216502717,0.8769661812944931
Fsingle_switch-H0.6-I1.5-N0.5-S0-T0-D0,single_switch,0.6,1.5,0.5,0.0,0.0,0,0.095021449708901,0.11474779309682107,0.8280895618508713
Fsingle_switch-H0.6-I1.5-N0.5-S0-T0-D1,single_switch,0.6,1.5,0.5,0.0,0.0,1,0.10508532555099577,0.11923022505890696,0.8813648175123149
Fsingle_switch-H0.6-I1.5-N0.5-S0-T0-D3,single_switch,0.6,1.5,0.5,0.0,0.0,3,0.10633493363000251,0.11814023168335723,0.900073853884123
Fsingle_switch-H0.6-I1.5-N0.5-S0-T0.9-D0,single_switch,0.6,1.5,0.5,0.0,0.9,0,0.23306846773728906,0.22901860509155147,1.0176835530201516
Fsingle_switch-H0.6-I1.5-N0.5-S0-T0.9-D1,single_switch,0.6,1.5,0.5,0.0,0.9,1,0.24196974287791834,0.23010019892287753,1.0515842403031521
Fsingle_switch-H0.6-I1.5-N0.5-S0-T0.9-D3,single_switch,0.6,1.5,0.5,0.0,0.9,3,0.2521909370023139,0.23393891803190497,1.078020447063535
Fsingle_switch-H0.6-I1.5-N0.5-S0.9-T0-D0,single_switch,0.6,1.5,0.5,0.9,0.0,0,0.10067936501781294,0.11901564674184717,0.8459338563793478
Fsingle_switch-H0.6-I1.5-N0.5-S0.9-T0-D1,single_switch,0.6,1.5,0.5,0.9,0.0,1,0.10725577955561699,0.1185614296425925,0.9046431025582538
Fsingle_switch-H0.6-I1.5-N0.5-S0.9-T0-D3,single_switch,0.6,1.5,0.5,0.9,0.0,3,0.10479269644657427,0.11678100543745724,0.897343673776611
Fsingle_switch-H0.6-I1.5-N0.5-S0.9-T0.9-D0,single_switch,0.6,1.5,0.5,0.9,0.9,0,0.24398987312917814,0.24575894472432855,0.9928015983420876
Fsingle_switch-H0.6-I1.5-N0.5-S0.9-T0.9-D1,single_switch,0.6,1.5,0.5,0.9,0.9,1,0.2376907138223918,0.22578046726314194,1.0527514479158586
Fsingle_switch-H0.6-I1.5-N0.5-S0.9-T0.9-D3,single_switch,0.6,1.5,0.5,0.9,0.9,3,0.21757045474713102,0.2106629389998686,1.0327894207688175
Fstationary-H0.1-I0.5-N0.1-S0-T0-D0,stationary,0.1,0.5,0.1,0.0,0.0,0,0.009847358095917667,0.010017598763901608,0.9830058408211154
Fstationary-H0.1-I0.5-N0.1-S0-T0-D1,stationary,0.1,0.5,0.1,0.0,0.0,1,0.010995156188191926,0.010572170691330755,1.0400093329185482
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,0.011153739810535634,0.010660426554997722,1.046275189176801
Fstationary-H0.1-I0.5-N0.1-S0-T0.9-D0,stationary,0.1,0.5,0.1,0.0,0.9,0,0.035325578312048064,0.02754044463821643,1.282680028449091
Fstationary-H0.1-I0.5-N0.1-S0-T0.9-D1,stationary,0.1,0.5,0.1,0.0,0.9,1,0.03727612766949358,0.03466868194930794,1.0752104081717964
Fstationary-H0.1-I0.5-N0.1-S0-T0.9-D3,stationary,0.1,0.5,0.1,0.0,0.9,3,0.039607603384261156,0.036108056363051796,1.0969187315435325
Fstationary-H0.1-I0.5-N0.1-S0.9-T0-D0,stationary,0.1,0.5,0.1,0.9,0.0,0,0.010524261225837779,0.010584085047922645,0.9943477568619303
Fstationary-H0.1-I0.5-N0.1-S0.9-T0-D1,stationary,0.1,0.5,0.1,0.9,0.0,1,0.010778666639049176,0.010225161755806539,1.0541316505754366
Fstationary-H0.1-I0.5-N0.1-S0.9-T0-D3,stationary,0.1,0.5,0.1,0.9,0.0,3,0.0104936627253076,0.0100407302602944,1.0451095142755005
Fstationary-H0.1-I0.5-N0.1-S0.9-T0.9-D0,stationary,0.1,0.5,0.1,0.9,0.9,0,0.03570475016112187,0.033360021182390794,1.070285596220447
Fstationary-H0.1-I0.5-N0.1-S0.9-T0.9-D1,stationary,0.1,0.5,0.1,0.9,0.9,1,0.03528394641123299,0.03271577108313402,1.078499611749116
Fstationary-H0.1-I0.5-N0.1-S0.9-T0.9-D3,stationary,0.1,0.5,0.1,0.9,0.9,3,0.033343644695990035,0.031947930960764315,1.0436871400823988
Fstationary-H0.1-I0.5-N0.5-S0-T0-D0,stationary,0.1,0.5,0.5,0.0,0.0,0,0.019301090983109212,0.015938256224918207,1.2109913851763456
Fstationary-H0.1-I0.5-N0.5-S0-T0-D1,stationary,0.1,0.5,0.5,0.0,0.0,1,0.020284918008887574,0.018013333054448497,1.1261057544193964
Fstationary-H0.1-I0.5-N0.5-S0-T0-D3,stationary,0.1,0.5,0.5,0.0,0.0,3,0.020714400402850705,0.018637372068337738,1.1114442705171694
Fstationary-H0.1-I0.5-N0.5-S0-T0.9-D0,stationary,0.1,0.5,0.5,0.0,0.9,0,0.1586396375266295,0.11009420373127171,1.440944501618378
Fstationary-H0.1-I0.5-N0.5-S0-T0.9-D1,stationary,0.1,0.5,0.5,0.0,0.9,1,0.1389001923049173,0.10240381422596806,1.3563966670070997
Fstationary-H0.1-I0.5-N0.5-S0-T0.9-D3,stationary,0.1,0.5,0.5,0.0,0.9,3,0.14151788913815477,0.10012652172597672,1.41339064514252
Fstationary-H0.1-I0.5-N0.5-S0.9-T0-D0,stationary,0.1,0.5,0.5,0.9,0.0,0,0.018985975899027105,0.017514147397273798,1.0840365487607126
Fstationary-H0.1-I0.5-N0.5-S0.9-T0-D1,stationary,0.1,0.5,0.5,0.9,0.0,1,0.018378766431057982,0.016842943026150844,1.0911849789269354
Fstationary-H0.1-I0.5-N0.5-S0.9-T0-D3,stationary,0.1,0.5,0.5,0.9,0.0,3,0.020249568381211967,0.018192867144080905,1.1130498684370493
Fstationary-H0.1-I0.5-N0.5-S0.9-T0.9-D0,stationary,0.1,0.5,0.5,0.9,0.9,0,0.1320415650745601,0.12168209122884908,1.085135567124893
Fstationary-H0.1-I0.5-N0.5-S0.9-T0.9-D1,stationary,0.1,0.5,0.5,0.9,0.9,1,0.14418395817831128,0.12789153483242932,1.1273925077780105
Fstationary-H0.1-I0.5-N0.5-S0.9-T0.9-D3,stationary,0.1,0.5,0.5,0.9,0.9,3,0.12379836899947814,0.10295630259701609,1.2024360420560218
Fstationary-H0.1-I1.5-N0.1-S0-T0-D0,stationary,0.1,1.5,0.1,0.0,0.0,0,0.07311130125634593,0.07559586431658738,0.9671336113066138
Fstationary-H0.1-I1.5-N0.1-S0-T0-D1,stationary,0.1,1.5,0.1,0.0,0.0,1,0.07601051349455368,0.07579807424492963,1.002802699827671
Fstationary-H0.1-I1.5-N0.1-S0-T0-D3,stationary,0.1,1.5,0.1,0.0,0.0,3,0.07669913145986818,0.07636126455667328,1.0044245849666902
Fstationary-H0.1-I1.5-N0.1-S0-T0.9-D0,stationary,0.1,1.5,0.1,0.0,0.9,0,0.09739473980687721,0.09413965945502598,1.0345771417773857
Fstationary-H0.1-I1.5-N0.1-S0-T0.9-D1,stationary,0.1,1.5,0.1,0.0,0.9,1,0.10236173475411059,0.10050594570180922,1.0184644703290222
Fstationary-H0.1-I1.5-N0.1-S0-T0.9-D3,stationary,0.1,1.5,0.1,0.0,0.9,3,0.10010762946180768,0.09785158356545506,1.0230557934184428
Fstationary-H0.1-I1.5-N0.1-S0.9-T0-D0,stationary,0.1,1.5,0.1,0.9,0.0,0,0.07537248106421258,0.07628936327360045,0.9879815197028241
Fstationary-H0.1-I1.5-N0.1-S0.9-T0-D1,stationary,0.1,1.5,0.1,0.9,0.0,1,0.07685376299404759,0.07716963080087046,0.9959068379160976
