scenario_id,base_id,task,message_overhead,reference_updates,message_budget,environment_budget,delay,rho,schedule_name,schedule_kind,full_updates,post_probe_updates,full_message_used,post_probe_message_used,full_environment_used,post_probe_environment_used,post_probe_message_budget,post_probe_environment_budget,full_mean_q,post_probe_mean_q,step_size,spectral_radius,probe_burn_in,full_intercept,full_slope,post_probe_intercept,post_probe_slope,full_risk,post_probe_risk
cliffwalking-H8-N192-D4-R0.5,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.5,q1-to-q16-f0.25,two_stage,113,108,2292,2187,117,112,2208,999132,12.283185840707965,12.25,0.026783627392693143,0.9965433482687954,216,380.19980911595223,111.5958627689089,388.7890140325191,110.96650642619845,435.9977405004067,444.2722672456183
cliffwalking-H8-N192-D4-R0.7,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.7,q1-to-q16-f0.25,two_stage,113,108,2292,2187,117,112,2208,999132,12.283185840707965,12.25,0.026783627392693143,0.9965433482687954,216,380.19980911595223,111.5958627689089,388.7890140325191,110.96650642619845,458.3169130541885,466.46556853085804
cliffwalking-H8-N192-D4-R0.9,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.9,q1-to-q16-f0.25,two_stage,113,108,2292,2187,117,112,2208,999132,12.283185840707965,12.25,0.026783627392693143,0.9965433482687954,216,380.19980911595223,111.5958627689089,388.7890140325191,110.96650642619845,480.63608560797024,488.6588698160977
cliffwalking-H8-N192-D4-R1,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,1.0,q1-to-q16-f0.25,two_stage,113,108,2292,2187,117,112,2208,999132,12.283185840707965,12.25,0.026783627392693143,0.9965433482687954,216,380.19980911595223,111.5958627689089,388.7890140325191,110.96650642619845,491.7956718848611,499.75552045871757
cliffwalking-H8-N192-D4-R0,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.0,q1-to-q16-f0.5,two_stage,139,133,2301,2202,143,137,2208,999132,8.553956834532373,8.556390977443609,0.026783627392693143,0.9965433482687954,216,383.5984427300354,67.38588493337127,393.78043061650453,66.47605362142694,383.5984427300354,393.78043061650453
cliffwalking-H8-N192-D4-R0.1,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.1,q1-to-q16-f0.5,two_stage,139,133,2301,2202,143,137,2208,999132,8.553956834532373,8.556390977443609,0.026783627392693143,0.9965433482687954,216,383.5984427300354,67.38588493337127,393.78043061650453,66.47605362142694,390.33703122337255,400.42803597864724
cliffwalking-H8-N192-D4-R0.3,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.3,q1-to-q16-f0.5,two_stage,139,133,2301,2202,143,137,2208,999132,8.553956834532373,8.556390977443609,0.026783627392693143,0.9965433482687954,216,383.5984427300354,67.38588493337127,393.78043061650453,66.47605362142694,403.8142082100468,413.7232467029326
cliffwalking-H8-N192-D4-R0.5,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.5,q1-to-q16-f0.5,two_stage,139,133,2301,2202,143,137,2208,999132,8.553956834532373,8.556390977443609,0.026783627392693143,0.9965433482687954,216,383.5984427300354,67.38588493337127,393.78043061650453,66.47605362142694,417.291385196721,427.018457427218
cliffwalking-H8-N192-D4-R0.7,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.7,q1-to-q16-f0.5,two_stage,139,133,2301,2202,143,137,2208,999132,8.553956834532373,8.556390977443609,0.026783627392693143,0.9965433482687954,216,383.5984427300354,67.38588493337127,393.78043061650453,66.47605362142694,430.76856218339526,440.3136681515034
cliffwalking-H8-N192-D4-R0.9,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.9,q1-to-q16-f0.5,two_stage,139,133,2301,2202,143,137,2208,999132,8.553956834532373,8.556390977443609,0.026783627392693143,0.9965433482687954,216,383.5984427300354,67.38588493337127,393.78043061650453,66.47605362142694,444.24573917006956,453.6088788757888
cliffwalking-H8-N192-D4-R1,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,1.0,q1-to-q16-f0.5,two_stage,139,133,2301,2202,143,137,2208,999132,8.553956834532373,8.556390977443609,0.026783627392693143,0.9965433482687954,216,383.5984427300354,67.38588493337127,393.78043061650453,66.47605362142694,450.9843276634067,460.2564842379315
cliffwalking-H8-N192-D4-R0,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.0,q1-to-q16-f0.75,two_stage,180,172,2295,2193,184,176,2208,999132,4.75,4.75,0.026783627392693143,0.9965433482687954,216,377.06344851686237,14.125250564942283,388.48195600644783,13.80926227193945,377.06344851686237,388.48195600644783
cliffwalking-H8-N192-D4-R0.1,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.1,q1-to-q16-f0.75,two_stage,180,172,2295,2193,184,176,2208,999132,4.75,4.75,0.026783627392693143,0.9965433482687954,216,377.06344851686237,14.125250564942283,388.48195600644783,13.80926227193945,378.4759735733566,389.86288223364176
cliffwalking-H8-N192-D4-R0.3,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.3,q1-to-q16-f0.75,two_stage,180,172,2295,2193,184,176,2208,999132,4.75,4.75,0.026783627392693143,0.9965433482687954,216,377.06344851686237,14.125250564942283,388.48195600644783,13.80926227193945,381.30102368634505,392.62473468802966
cliffwalking-H8-N192-D4-R0.5,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.5,q1-to-q16-f0.75,two_stage,180,172,2295,2193,184,176,2208,999132,4.75,4.75,0.026783627392693143,0.9965433482687954,216,377.06344851686237,14.125250564942283,388.48195600644783,13.80926227193945,384.1260737993335,395.38658714241757
cliffwalking-H8-N192-D4-R0.7,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.7,q1-to-q16-f0.75,two_stage,180,172,2295,2193,184,176,2208,999132,4.75,4.75,0.026783627392693143,0.9965433482687954,216,377.06344851686237,14.125250564942283,388.48195600644783,13.80926227193945,386.951123912322,398.1484395968055
cliffwalking-H8-N192-D4-R0.9,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.9,q1-to-q16-f0.75,two_stage,180,172,2295,2193,184,176,2208,999132,4.75,4.75,0.026783627392693143,0.9965433482687954,216,377.06344851686237,14.125250564942283,388.48195600644783,13.80926227193945,389.7761740253104,400.9102920511933
cliffwalking-H8-N192-D4-R1,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,1.0,q1-to-q16-f0.75,two_stage,180,172,2295,2193,184,176,2208,999132,4.75,4.75,0.026783627392693143,0.9965433482687954,216,377.06344851686237,14.125250564942283,388.48195600644783,13.80926227193945,391.18869908180466,402.2912182783873
cliffwalking-H8-N192-D4-R0,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.0,q16-to-q1-f0.25,two_stage,181,173,2304,2202,185,177,2208,999132,4.7292817679558015,4.728323699421965,0.026783627392693143,0.9965433482687954,216,373.93980196561074,15.932201478305007,384.37514601093403,16.564628396911605,373.93980196561074,384.37514601093403
cliffwalking-H8-N192-D4-R0.1,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.1,q16-to-q1-f0.25,two_stage,181,173,2304,2202,185,177,2208,999132,4.7292817679558015,4.728323699421965,0.026783627392693143,0.9965433482687954,216,373.93980196561074,15.932201478305007,384.37514601093403,16.564628396911605,375.53302211344123,386.0316088506252
cliffwalking-H8-N192-D4-R0.3,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.3,q16-to-q1-f0.25,two_stage,181,173,2304,2202,185,177,2208,999132,4.7292817679558015,4.728323699421965,0.026783627392693143,0.9965433482687954,216,373.93980196561074,15.932201478305007,384.37514601093403,16.564628396911605,378.7194624091022,389.34453453000754
cliffwalking-H8-N192-D4-R0.5,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.5,q16-to-q1-f0.25,two_stage,181,173,2304,2202,185,177,2208,999132,4.7292817679558015,4.728323699421965,0.026783627392693143,0.9965433482687954,216,373.93980196561074,15.932201478305007,384.37514601093403,16.564628396911605,381.90590270476326,392.65746020938985
cliffwalking-H8-N192-D4-R0.7,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.7,q16-to-q1-f0.25,two_stage,181,173,2304,2202,185,177,2208,999132,4.7292817679558015,4.728323699421965,0.026783627392693143,0.9965433482687954,216,373.93980196561074,15.932201478305007,384.37514601093403,16.564628396911605,385.09234300042425,395.97038588877217
cliffwalking-H8-N192-D4-R0.9,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.9,q16-to-q1-f0.25,two_stage,181,173,2304,2202,185,177,2208,999132,4.7292817679558015,4.728323699421965,0.026783627392693143,0.9965433482687954,216,373.93980196561074,15.932201478305007,384.37514601093403,16.564628396911605,388.27878329608524,399.2833115681545
cliffwalking-H8-N192-D4-R1,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,1.0,q16-to-q1-f0.25,two_stage,181,173,2304,2202,185,177,2208,999132,4.7292817679558015,4.728323699421965,0.026783627392693143,0.9965433482687954,216,373.93980196561074,15.932201478305007,384.37514601093403,16.564628396911605,389.87200344391573,400.9397744078456
cliffwalking-H8-N192-D4-R0,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.0,q16-to-q1-f0.5,two_stage,139,133,2286,2187,143,137,2208,999132,8.446043165467627,8.443609022556391,0.026783627392693143,0.9965433482687954,216,383.3953509482412,67.58897671516543,391.52237832922,68.73410590871153,383.3953509482412,391.52237832922
cliffwalking-H8-N192-D4-R0.1,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.1,q16-to-q1-f0.5,two_stage,139,133,2286,2187,143,137,2208,999132,8.446043165467627,8.443609022556391,0.026783627392693143,0.9965433482687954,216,383.3953509482412,67.58897671516543,391.52237832922,68.73410590871153,390.1542486197577,398.39578892009115
cliffwalking-H8-N192-D4-R0.3,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.3,q16-to-q1-f0.5,two_stage,139,133,2286,2187,143,137,2208,999132,8.446043165467627,8.443609022556391,0.026783627392693143,0.9965433482687954,216,383.3953509482412,67.58897671516543,391.52237832922,68.73410590871153,403.6720439627908,412.14261010183344
cliffwalking-H8-N192-D4-R0.5,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.5,q16-to-q1-f0.5,two_stage,139,133,2286,2187,143,137,2208,999132,8.446043165467627,8.443609022556391,0.026783627392693143,0.9965433482687954,216,383.3953509482412,67.58897671516543,391.52237832922,68.73410590871153,417.1898393058239,425.88943128357573
cliffwalking-H8-N192-D4-R0.7,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.7,q16-to-q1-f0.5,two_stage,139,133,2286,2187,143,137,2208,999132,8.446043165467627,8.443609022556391,0.026783627392693143,0.9965433482687954,216,383.3953509482412,67.58897671516543,391.52237832922,68.73410590871153,430.707634648857,439.636252465318
cliffwalking-H8-N192-D4-R0.9,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.9,q16-to-q1-f0.5,two_stage,139,133,2286,2187,143,137,2208,999132,8.446043165467627,8.443609022556391,0.026783627392693143,0.9965433482687954,216,383.3953509482412,67.58897671516543,391.52237832922,68.73410590871153,444.22542999189005,453.38307364706037
cliffwalking-H8-N192-D4-R1,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,1.0,q16-to-q1-f0.5,two_stage,139,133,2286,2187,143,137,2208,999132,8.446043165467627,8.443609022556391,0.026783627392693143,0.9965433482687954,216,383.3953509482412,67.58897671516543,391.52237832922,68.73410590871153,450.9843276634066,460.2564842379315
cliffwalking-H8-N192-D4-R0,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.0,q16-to-q1-f0.75,two_stage,114,109,2301,2196,118,113,2208,999132,12.18421052631579,12.146788990825687,0.026783627392693143,0.9965433482687954,216,366.16249683849406,124.01939019638078,374.78128192958354,123.39052937826725,366.16249683849406,374.78128192958354
cliffwalking-H8-N192-D4-R0.1,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.1,q16-to-q1-f0.75,two_stage,114,109,2301,2196,118,113,2208,999132,12.18421052631579,12.146788990825687,0.026783627392693143,0.9965433482687954,216,366.16249683849406,124.01939019638078,374.78128192958354,123.39052937826725,378.56443585813213,387.1203348674103
cliffwalking-H8-N192-D4-R0.3,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.3,q16-to-q1-f0.75,two_stage,114,109,2301,2196,118,113,2208,999132,12.18421052631579,12.146788990825687,0.026783627392693143,0.9965433482687954,216,366.16249683849406,124.01939019638078,374.78128192958354,123.39052937826725,403.3683138974083,411.79844074306374
cliffwalking-H8-N192-D4-R0.5,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.5,q16-to-q1-f0.75,two_stage,114,109,2301,2196,118,113,2208,999132,12.18421052631579,12.146788990825687,0.026783627392693143,0.9965433482687954,216,366.16249683849406,124.01939019638078,374.78128192958354,123.39052937826725,428.17219193668444,436.4765466187172
cliffwalking-H8-N192-D4-R0.7,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.7,q16-to-q1-f0.75,two_stage,114,109,2301,2196,118,113,2208,999132,12.18421052631579,12.146788990825687,0.026783627392693143,0.9965433482687954,216,366.16249683849406,124.01939019638078,374.78128192958354,123.39052937826725,452.9760699759606,461.1546524943706
cliffwalking-H8-N192-D4-R0.9,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,0.9,q16-to-q1-f0.75,two_stage,114,109,2301,2196,118,113,2208,999132,12.18421052631579,12.146788990825687,0.026783627392693143,0.9965433482687954,216,366.16249683849406,124.01939019638078,374.78128192958354,123.39052937826725,477.77994801523676,485.83275837002407
cliffwalking-H8-N192-D4-R1,cliffwalking-H8-N192-D4,cliffwalking,8,192,2304,1000000,4,1.0,q16-to-q1-f0.75,two_stage,114,109,2301,2196,118,113,2208,999132,12.18421052631579,12.146788990825687,0.026783627392693143,0.9965433482687954,216,366.16249683849406,124.01939019638078,374.78128192958354,123.39052937826725,490.1818870348749,498.1718113078508
cliffwalking-H8-N192-D8-R0,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.0,fixed-q1,fixed,256,245,2304,2205,264,253,2208,999128,1.0,1.0,0.026783627392693143,0.9964937425899467,216,305.01594494541206,0.0,316.8801700913595,0.0,305.01594494541206,316.8801700913595
cliffwalking-H8-N192-D8-R0.1,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.1,fixed-q1,fixed,256,245,2304,2205,264,253,2208,999128,1.0,1.0,0.026783627392693143,0.9964937425899467,216,305.01594494541206,0.0,316.8801700913595,0.0,305.01594494541206,316.8801700913595
cliffwalking-H8-N192-D8-R0.3,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.3,fixed-q1,fixed,256,245,2304,2205,264,253,2208,999128,1.0,1.0,0.026783627392693143,0.9964937425899467,216,305.01594494541206,0.0,316.8801700913595,0.0,305.01594494541206,316.8801700913595
cliffwalking-H8-N192-D8-R0.5,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.5,fixed-q1,fixed,256,245,2304,2205,264,253,2208,999128,1.0,1.0,0.026783627392693143,0.9964937425899467,216,305.01594494541206,0.0,316.8801700913595,0.0,305.01594494541206,316.8801700913595
cliffwalking-H8-N192-D8-R0.7,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.7,fixed-q1,fixed,256,245,2304,2205,264,253,2208,999128,1.0,1.0,0.026783627392693143,0.9964937425899467,216,305.01594494541206,0.0,316.8801700913595,0.0,305.01594494541206,316.8801700913595
cliffwalking-H8-N192-D8-R0.9,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.9,fixed-q1,fixed,256,245,2304,2205,264,253,2208,999128,1.0,1.0,0.026783627392693143,0.9964937425899467,216,305.01594494541206,0.0,316.8801700913595,0.0,305.01594494541206,316.8801700913595
cliffwalking-H8-N192-D8-R1,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,1.0,fixed-q1,fixed,256,245,2304,2205,264,253,2208,999128,1.0,1.0,0.026783627392693143,0.9964937425899467,216,305.01594494541206,0.0,316.8801700913595,0.0,305.01594494541206,316.8801700913595
cliffwalking-H8-N192-D8-R0,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.0,fixed-q4,fixed,192,184,2304,2208,200,192,2208,999128,4.0,4.0,0.026783627392693143,0.9964937425899467,216,271.19611260525244,110.60336882182834,281.1850254215525,111.56353407655435,271.19611260525244,281.1850254215525
cliffwalking-H8-N192-D8-R0.1,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.1,fixed-q4,fixed,192,184,2304,2208,200,192,2208,999128,4.0,4.0,0.026783627392693143,0.9964937425899467,216,271.19611260525244,110.60336882182834,281.1850254215525,111.56353407655435,282.25644948743525,292.34137882920794
cliffwalking-H8-N192-D8-R0.3,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.3,fixed-q4,fixed,192,184,2304,2208,200,192,2208,999128,4.0,4.0,0.026783627392693143,0.9964937425899467,216,271.19611260525244,110.60336882182834,281.1850254215525,111.56353407655435,304.3771232518009,314.6540856445188
cliffwalking-H8-N192-D8-R0.5,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.5,fixed-q4,fixed,192,184,2304,2208,200,192,2208,999128,4.0,4.0,0.026783627392693143,0.9964937425899467,216,271.19611260525244,110.60336882182834,281.1850254215525,111.56353407655435,326.4977970161666,336.96679245982966
cliffwalking-H8-N192-D8-R0.7,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.7,fixed-q4,fixed,192,184,2304,2208,200,192,2208,999128,4.0,4.0,0.026783627392693143,0.9964937425899467,216,271.19611260525244,110.60336882182834,281.1850254215525,111.56353407655435,348.6184707805323,359.27949927514055
cliffwalking-H8-N192-D8-R0.9,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.9,fixed-q4,fixed,192,184,2304,2208,200,192,2208,999128,4.0,4.0,0.026783627392693143,0.9964937425899467,216,271.19611260525244,110.60336882182834,281.1850254215525,111.56353407655435,370.73914454489795,381.59220609045144
cliffwalking-H8-N192-D8-R1,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,1.0,fixed-q4,fixed,192,184,2304,2208,200,192,2208,999128,4.0,4.0,0.026783627392693143,0.9964937425899467,216,271.19611260525244,110.60336882182834,281.1850254215525,111.56353407655435,381.79948142708076,392.74855949810683
cliffwalking-H8-N192-D8-R0,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.0,fixed-q16,fixed,96,92,2304,2208,104,100,2208,999128,16.0,16.0,0.026783627392693143,0.9964937425899467,216,385.38866647804633,144.13173842797073,392.552395259963,143.4392837593385,385.38866647804633,392.552395259963
cliffwalking-H8-N192-D8-R0.1,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.1,fixed-q16,fixed,96,92,2304,2208,104,100,2208,999128,16.0,16.0,0.026783627392693143,0.9964937425899467,216,385.38866647804633,144.13173842797073,392.552395259963,143.4392837593385,399.8018403208434,406.89632363589686
cliffwalking-H8-N192-D8-R0.3,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.3,fixed-q16,fixed,96,92,2304,2208,104,100,2208,999128,16.0,16.0,0.026783627392693143,0.9964937425899467,216,385.38866647804633,144.13173842797073,392.552395259963,143.4392837593385,428.62818800643754,435.58418038776455
cliffwalking-H8-N192-D8-R0.5,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.5,fixed-q16,fixed,96,92,2304,2208,104,100,2208,999128,16.0,16.0,0.026783627392693143,0.9964937425899467,216,385.38866647804633,144.13173842797073,392.552395259963,143.4392837593385,457.4545356920317,464.2720371396323
cliffwalking-H8-N192-D8-R0.7,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.7,fixed-q16,fixed,96,92,2304,2208,104,100,2208,999128,16.0,16.0,0.026783627392693143,0.9964937425899467,216,385.38866647804633,144.13173842797073,392.552395259963,143.4392837593385,486.28088337762586,492.9598938915
cliffwalking-H8-N192-D8-R0.9,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.9,fixed-q16,fixed,96,92,2304,2208,104,100,2208,999128,16.0,16.0,0.026783627392693143,0.9964937425899467,216,385.38866647804633,144.13173842797073,392.552395259963,143.4392837593385,515.10723106322,521.6477506433677
cliffwalking-H8-N192-D8-R1,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,1.0,fixed-q16,fixed,96,92,2304,2208,104,100,2208,999128,16.0,16.0,0.026783627392693143,0.9964937425899467,216,385.38866647804633,144.13173842797073,392.552395259963,143.4392837593385,529.5204049060171,535.9916790193015
cliffwalking-H8-N192-D8-R0,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.0,q1-to-q16-f0.25,two_stage,113,108,2292,2187,121,116,2208,999128,12.283185840707965,12.25,0.026783627392693143,0.9964937425899467,216,380.6400668554802,121.03872370778112,389.38048773419376,120.52592023533556,380.6400668554802,389.38048773419376
cliffwalking-H8-N192-D8-R0.1,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.1,q1-to-q16-f0.25,two_stage,113,108,2292,2187,121,116,2208,999128,12.283185840707965,12.25,0.026783627392693143,0.9964937425899467,216,380.6400668554802,121.03872370778112,389.38048773419376,120.52592023533556,392.7439392262583,401.43307975772734
cliffwalking-H8-N192-D8-R0.3,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.3,q1-to-q16-f0.25,two_stage,113,108,2292,2187,121,116,2208,999128,12.283185840707965,12.25,0.026783627392693143,0.9964937425899467,216,380.6400668554802,121.03872370778112,389.38048773419376,120.52592023533556,416.9516839678145,425.53826380479444
cliffwalking-H8-N192-D8-R0.5,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.5,q1-to-q16-f0.25,two_stage,113,108,2292,2187,121,116,2208,999128,12.283185840707965,12.25,0.026783627392693143,0.9964937425899467,216,380.6400668554802,121.03872370778112,389.38048773419376,120.52592023533556,441.1594287093708,449.64344785186154
cliffwalking-H8-N192-D8-R0.7,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.7,q1-to-q16-f0.25,two_stage,113,108,2292,2187,121,116,2208,999128,12.283185840707965,12.25,0.026783627392693143,0.9964937425899467,216,380.6400668554802,121.03872370778112,389.38048773419376,120.52592023533556,465.367173450927,473.74863189892864
cliffwalking-H8-N192-D8-R0.9,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.9,q1-to-q16-f0.25,two_stage,113,108,2292,2187,121,116,2208,999128,12.283185840707965,12.25,0.026783627392693143,0.9964937425899467,216,380.6400668554802,121.03872370778112,389.38048773419376,120.52592023533556,489.5749181924832,497.8538159459958
cliffwalking-H8-N192-D8-R1,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,1.0,q1-to-q16-f0.25,two_stage,113,108,2292,2187,121,116,2208,999128,12.283185840707965,12.25,0.026783627392693143,0.9964937425899467,216,380.6400668554802,121.03872370778112,389.38048773419376,120.52592023533556,501.6787905632613,509.9064079695293
cliffwalking-H8-N192-D8-R0,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.0,q1-to-q16-f0.5,two_stage,139,133,2301,2202,147,141,2208,999128,8.553956834532373,8.556390977443609,0.026783627392693143,0.9964937425899467,216,386.56985136661575,73.15805417622578,397.0281587678786,72.23204239211732,386.56985136661575,397.0281587678786
cliffwalking-H8-N192-D8-R0.1,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.1,q1-to-q16-f0.5,two_stage,139,133,2301,2202,147,141,2208,999128,8.553956834532373,8.556390977443609,0.026783627392693143,0.9964937425899467,216,386.56985136661575,73.15805417622578,397.0281587678786,72.23204239211732,393.88565678423834,404.25136300709033
cliffwalking-H8-N192-D8-R0.3,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.3,q1-to-q16-f0.5,two_stage,139,133,2301,2202,147,141,2208,999128,8.553956834532373,8.556390977443609,0.026783627392693143,0.9964937425899467,216,386.56985136661575,73.15805417622578,397.0281587678786,72.23204239211732,408.5172676194835,418.6977714855138
cliffwalking-H8-N192-D8-R0.5,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.5,q1-to-q16-f0.5,two_stage,139,133,2301,2202,147,141,2208,999128,8.553956834532373,8.556390977443609,0.026783627392693143,0.9964937425899467,216,386.56985136661575,73.15805417622578,397.0281587678786,72.23204239211732,423.1488784547286,433.1441799639373
cliffwalking-H8-N192-D8-R0.7,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.7,q1-to-q16-f0.5,two_stage,139,133,2301,2202,147,141,2208,999128,8.553956834532373,8.556390977443609,0.026783627392693143,0.9964937425899467,216,386.56985136661575,73.15805417622578,397.0281587678786,72.23204239211732,437.7804892899738,447.59058844236074
cliffwalking-H8-N192-D8-R0.9,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.9,q1-to-q16-f0.5,two_stage,139,133,2301,2202,147,141,2208,999128,8.553956834532373,8.556390977443609,0.026783627392693143,0.9964937425899467,216,386.56985136661575,73.15805417622578,397.0281587678786,72.23204239211732,452.41210012521896,462.0369969207842
cliffwalking-H8-N192-D8-R1,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,1.0,q1-to-q16-f0.5,two_stage,139,133,2301,2202,147,141,2208,999128,8.553956834532373,8.556390977443609,0.026783627392693143,0.9964937425899467,216,386.56985136661575,73.15805417622578,397.0281587678786,72.23204239211732,459.72790554284154,469.2602011599959
cliffwalking-H8-N192-D8-R0,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.0,q1-to-q16-f0.75,two_stage,180,172,2295,2193,188,180,2208,999128,4.75,4.75,0.026783627392693143,0.9964937425899467,216,382.9276969638222,15.408860118126576,394.67341583504793,15.063495973141297,382.9276969638222,394.67341583504793
cliffwalking-H8-N192-D8-R0.1,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.1,q1-to-q16-f0.75,two_stage,180,172,2295,2193,188,180,2208,999128,4.75,4.75,0.026783627392693143,0.9964937425899467,216,382.9276969638222,15.408860118126576,394.67341583504793,15.063495973141297,384.46858297563483,396.17976543236205
cliffwalking-H8-N192-D8-R0.3,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.3,q1-to-q16-f0.75,two_stage,180,172,2295,2193,188,180,2208,999128,4.75,4.75,0.026783627392693143,0.9964937425899467,216,382.9276969638222,15.408860118126576,394.67341583504793,15.063495973141297,387.55035499926015,399.19246462699033
cliffwalking-H8-N192-D8-R0.5,cliffwalking-H8-N192-D8,cliffwalking,8,192,2304,1000000,8,0.5,q1-to-q16-f0.75,two_stage,180,172,2295,2193,188,180,2208,999128,4.75,4.75,0.026783627392693143,0.9964937425899467,216,382.9276969638222,15.408860118126576,394.67341583504793,15.063495973141297,390.63212702288547,402.20516382161856
