scenario_id,base_id,task,message_overhead,reference_updates,message_budget,environment_budget,delay,rho,schedule_name,schedule_kind,full_updates,post_probe_updates,full_message_used,post_probe_message_used,full_environment_used,post_probe_environment_used,post_probe_message_budget,post_probe_environment_budget,full_mean_q,post_probe_mean_q,step_size,spectral_radius,probe_burn_in,full_intercept,full_slope,post_probe_intercept,post_probe_slope,full_risk,post_probe_risk
frozenlake8x8-H8-N96-D8-R0.5,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.5,q1-to-q16-f0.75,two_stage,89,82,1146,1053,97,90,1056,999508,4.876404494382022,4.841463414634147,0.050386619799920554,0.9964136466884351,121,0.015893891095231212,0.0004551654005196448,0.016423019599053613,0.0004330408362538906,0.016121473795491035,0.016639540017180557
frozenlake8x8-H8-N96-D8-R0.7,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.7,q1-to-q16-f0.75,two_stage,89,82,1146,1053,97,90,1056,999508,4.876404494382022,4.841463414634147,0.050386619799920554,0.9964136466884351,121,0.015893891095231212,0.0004551654005196448,0.016423019599053613,0.0004330408362538906,0.016212506875594963,0.016726148184431334
frozenlake8x8-H8-N96-D8-R0.9,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.9,q1-to-q16-f0.75,two_stage,89,82,1146,1053,97,90,1056,999508,4.876404494382022,4.841463414634147,0.050386619799920554,0.9964136466884351,121,0.015893891095231212,0.0004551654005196448,0.016423019599053613,0.0004330408362538906,0.016303539955698894,0.016812756351682116
frozenlake8x8-H8-N96-D8-R1,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,1.0,q1-to-q16-f0.75,two_stage,89,82,1146,1053,97,90,1056,999508,4.876404494382022,4.841463414634147,0.050386619799920554,0.9964136466884351,121,0.015893891095231212,0.0004551654005196448,0.016423019599053613,0.0004330408362538906,0.016349056495750858,0.016856060435307504
frozenlake8x8-H8-N96-D8-R0,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.0,q16-to-q1-f0.25,two_stage,91,83,1149,1047,99,91,1056,999508,4.626373626373627,4.614457831325301,0.050386619799920554,0.9964136466884351,121,0.015475149020008133,0.0007342761291710847,0.016028456101271574,0.0007504471132151268,0.015475149020008133,0.016028456101271574
frozenlake8x8-H8-N96-D8-R0.1,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.1,q16-to-q1-f0.25,two_stage,91,83,1149,1047,99,91,1056,999508,4.626373626373627,4.614457831325301,0.050386619799920554,0.9964136466884351,121,0.015475149020008133,0.0007342761291710847,0.016028456101271574,0.0007504471132151268,0.015548576632925241,0.016103500812593086
frozenlake8x8-H8-N96-D8-R0.3,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.3,q16-to-q1-f0.25,two_stage,91,83,1149,1047,99,91,1056,999508,4.626373626373627,4.614457831325301,0.050386619799920554,0.9964136466884351,121,0.015475149020008133,0.0007342761291710847,0.016028456101271574,0.0007504471132151268,0.01569543185875946,0.016253590235236114
frozenlake8x8-H8-N96-D8-R0.5,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.5,q16-to-q1-f0.25,two_stage,91,83,1149,1047,99,91,1056,999508,4.626373626373627,4.614457831325301,0.050386619799920554,0.9964136466884351,121,0.015475149020008133,0.0007342761291710847,0.016028456101271574,0.0007504471132151268,0.015842287084593676,0.016403679657879137
frozenlake8x8-H8-N96-D8-R0.7,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.7,q16-to-q1-f0.25,two_stage,91,83,1149,1047,99,91,1056,999508,4.626373626373627,4.614457831325301,0.050386619799920554,0.9964136466884351,121,0.015475149020008133,0.0007342761291710847,0.016028456101271574,0.0007504471132151268,0.015989142310427893,0.016553769080522165
frozenlake8x8-H8-N96-D8-R0.9,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.9,q16-to-q1-f0.25,two_stage,91,83,1149,1047,99,91,1056,999508,4.626373626373627,4.614457831325301,0.050386619799920554,0.9964136466884351,121,0.015475149020008133,0.0007342761291710847,0.016028456101271574,0.0007504471132151268,0.01613599753626211,0.01670385850316519
frozenlake8x8-H8-N96-D8-R1,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,1.0,q16-to-q1-f0.25,two_stage,91,83,1149,1047,99,91,1056,999508,4.626373626373627,4.614457831325301,0.050386619799920554,0.9964136466884351,121,0.015475149020008133,0.0007342761291710847,0.016028456101271574,0.0007504471132151268,0.016209425149179217,0.0167789032144867
frozenlake8x8-H8-N96-D8-R0,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.0,q16-to-q1-f0.5,two_stage,69,64,1131,1056,77,72,1056,999508,8.391304347826088,8.5,0.050386619799920554,0.9964136466884351,121,0.015441883625682468,0.002407137906737824,0.015787651971372742,0.0024726678011233265,0.015441883625682468,0.015787651971372742
frozenlake8x8-H8-N96-D8-R0.1,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.1,q16-to-q1-f0.5,two_stage,69,64,1131,1056,77,72,1056,999508,8.391304347826088,8.5,0.050386619799920554,0.9964136466884351,121,0.015441883625682468,0.002407137906737824,0.015787651971372742,0.0024726678011233265,0.01568259741635625,0.016034918751485074
frozenlake8x8-H8-N96-D8-R0.3,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.3,q16-to-q1-f0.5,two_stage,69,64,1131,1056,77,72,1056,999508,8.391304347826088,8.5,0.050386619799920554,0.9964136466884351,121,0.015441883625682468,0.002407137906737824,0.015787651971372742,0.0024726678011233265,0.016164024997703814,0.01652945231170974
frozenlake8x8-H8-N96-D8-R0.5,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.5,q16-to-q1-f0.5,two_stage,69,64,1131,1056,77,72,1056,999508,8.391304347826088,8.5,0.050386619799920554,0.9964136466884351,121,0.015441883625682468,0.002407137906737824,0.015787651971372742,0.0024726678011233265,0.01664545257905138,0.017023985871934405
frozenlake8x8-H8-N96-D8-R0.7,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.7,q16-to-q1-f0.5,two_stage,69,64,1131,1056,77,72,1056,999508,8.391304347826088,8.5,0.050386619799920554,0.9964136466884351,121,0.015441883625682468,0.002407137906737824,0.015787651971372742,0.0024726678011233265,0.017126880160398945,0.017518519432159072
frozenlake8x8-H8-N96-D8-R0.9,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.9,q16-to-q1-f0.5,two_stage,69,64,1131,1056,77,72,1056,999508,8.391304347826088,8.5,0.050386619799920554,0.9964136466884351,121,0.015441883625682468,0.002407137906737824,0.015787651971372742,0.0024726678011233265,0.017608307741746508,0.018013052992383736
frozenlake8x8-H8-N96-D8-R1,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,1.0,q16-to-q1-f0.5,two_stage,69,64,1131,1056,77,72,1056,999508,8.391304347826088,8.5,0.050386619799920554,0.9964136466884351,121,0.015441883625682468,0.002407137906737824,0.015787651971372742,0.0024726678011233265,0.01784902153242029,0.018260319772496068
frozenlake8x8-H8-N96-D8-R0,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.0,q16-to-q1-f0.75,two_stage,57,52,1143,1053,65,60,1056,999508,12.052631578947368,12.25,0.050386619799920554,0.9964136466884351,121,0.014720530572319061,0.004124204441229297,0.01512421478471984,0.004163129993345554,0.014720530572319061,0.01512421478471984
frozenlake8x8-H8-N96-D8-R0.1,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.1,q16-to-q1-f0.75,two_stage,57,52,1143,1053,65,60,1056,999508,12.052631578947368,12.25,0.050386619799920554,0.9964136466884351,121,0.014720530572319061,0.004124204441229297,0.01512421478471984,0.004163129993345554,0.01513295101644199,0.015540527784054394
frozenlake8x8-H8-N96-D8-R0.3,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.3,q16-to-q1-f0.75,two_stage,57,52,1143,1053,65,60,1056,999508,12.052631578947368,12.25,0.050386619799920554,0.9964136466884351,121,0.014720530572319061,0.004124204441229297,0.01512421478471984,0.004163129993345554,0.01595779190468785,0.016373153782723505
frozenlake8x8-H8-N96-D8-R0.5,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.5,q16-to-q1-f0.75,two_stage,57,52,1143,1053,65,60,1056,999508,12.052631578947368,12.25,0.050386619799920554,0.9964136466884351,121,0.014720530572319061,0.004124204441229297,0.01512421478471984,0.004163129993345554,0.01678263279293371,0.017205779781392618
frozenlake8x8-H8-N96-D8-R0.7,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.7,q16-to-q1-f0.75,two_stage,57,52,1143,1053,65,60,1056,999508,12.052631578947368,12.25,0.050386619799920554,0.9964136466884351,121,0.014720530572319061,0.004124204441229297,0.01512421478471984,0.004163129993345554,0.01760747368117957,0.018038405780061727
frozenlake8x8-H8-N96-D8-R0.9,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,0.9,q16-to-q1-f0.75,two_stage,57,52,1143,1053,65,60,1056,999508,12.052631578947368,12.25,0.050386619799920554,0.9964136466884351,121,0.014720530572319061,0.004124204441229297,0.01512421478471984,0.004163129993345554,0.01843231456942543,0.01887103177873084
frozenlake8x8-H8-N96-D8-R1,frozenlake8x8-H8-N96-D8,frozenlake8x8,8,96,1152,1000000,8,1.0,q16-to-q1-f0.75,two_stage,57,52,1143,1053,65,60,1056,999508,12.052631578947368,12.25,0.050386619799920554,0.9964136466884351,121,0.014720530572319061,0.004124204441229297,0.01512421478471984,0.004163129993345554,0.018844735013548358,0.019287344778065395
frozenlake8x8-H8-N192-D0-R0,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.0,fixed-q1,fixed,256,245,2304,2205,256,245,2208,999516,1.0,1.0,0.050386619799920554,0.9965152597837487,121,0.008735897607929794,0.0,0.009030359029976048,0.0,0.008735897607929794,0.009030359029976048
frozenlake8x8-H8-N192-D0-R0.1,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.1,fixed-q1,fixed,256,245,2304,2205,256,245,2208,999516,1.0,1.0,0.050386619799920554,0.9965152597837487,121,0.008735897607929794,0.0,0.009030359029976048,0.0,0.008735897607929794,0.009030359029976048
frozenlake8x8-H8-N192-D0-R0.3,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.3,fixed-q1,fixed,256,245,2304,2205,256,245,2208,999516,1.0,1.0,0.050386619799920554,0.9965152597837487,121,0.008735897607929794,0.0,0.009030359029976048,0.0,0.008735897607929794,0.009030359029976048
frozenlake8x8-H8-N192-D0-R0.5,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.5,fixed-q1,fixed,256,245,2304,2205,256,245,2208,999516,1.0,1.0,0.050386619799920554,0.9965152597837487,121,0.008735897607929794,0.0,0.009030359029976048,0.0,0.008735897607929794,0.009030359029976048
frozenlake8x8-H8-N192-D0-R0.7,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.7,fixed-q1,fixed,256,245,2304,2205,256,245,2208,999516,1.0,1.0,0.050386619799920554,0.9965152597837487,121,0.008735897607929794,0.0,0.009030359029976048,0.0,0.008735897607929794,0.009030359029976048
frozenlake8x8-H8-N192-D0-R0.9,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.9,fixed-q1,fixed,256,245,2304,2205,256,245,2208,999516,1.0,1.0,0.050386619799920554,0.9965152597837487,121,0.008735897607929794,0.0,0.009030359029976048,0.0,0.008735897607929794,0.009030359029976048
frozenlake8x8-H8-N192-D0-R1,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,1.0,fixed-q1,fixed,256,245,2304,2205,256,245,2208,999516,1.0,1.0,0.050386619799920554,0.9965152597837487,121,0.008735897607929794,0.0,0.009030359029976048,0.0,0.008735897607929794,0.009030359029976048
frozenlake8x8-H8-N192-D0-R0,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.0,fixed-q4,fixed,192,184,2304,2208,192,184,2208,999516,4.0,4.0,0.050386619799920554,0.9965152597837487,121,0.007501329135848891,0.00319939705427806,0.007786450793938972,0.003208714642121588,0.007501329135848891,0.007786450793938972
frozenlake8x8-H8-N192-D0-R0.1,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.1,fixed-q4,fixed,192,184,2304,2208,192,184,2208,999516,4.0,4.0,0.050386619799920554,0.9965152597837487,121,0.007501329135848891,0.00319939705427806,0.007786450793938972,0.003208714642121588,0.007821268841276697,0.00810732225815113
frozenlake8x8-H8-N192-D0-R0.3,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.3,fixed-q4,fixed,192,184,2304,2208,192,184,2208,999516,4.0,4.0,0.050386619799920554,0.9965152597837487,121,0.007501329135848891,0.00319939705427806,0.007786450793938972,0.003208714642121588,0.00846114825213231,0.008749065186575448
frozenlake8x8-H8-N192-D0-R0.5,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.5,fixed-q4,fixed,192,184,2304,2208,192,184,2208,999516,4.0,4.0,0.050386619799920554,0.9965152597837487,121,0.007501329135848891,0.00319939705427806,0.007786450793938972,0.003208714642121588,0.009101027662987921,0.009390808114999767
frozenlake8x8-H8-N192-D0-R0.7,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.7,fixed-q4,fixed,192,184,2304,2208,192,184,2208,999516,4.0,4.0,0.050386619799920554,0.9965152597837487,121,0.007501329135848891,0.00319939705427806,0.007786450793938972,0.003208714642121588,0.009740907073843534,0.010032551043424084
frozenlake8x8-H8-N192-D0-R0.9,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.9,fixed-q4,fixed,192,184,2304,2208,192,184,2208,999516,4.0,4.0,0.050386619799920554,0.9965152597837487,121,0.007501329135848891,0.00319939705427806,0.007786450793938972,0.003208714642121588,0.010380786484699145,0.010674293971848402
frozenlake8x8-H8-N192-D0-R1,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,1.0,fixed-q4,fixed,192,184,2304,2208,192,184,2208,999516,4.0,4.0,0.050386619799920554,0.9965152597837487,121,0.007501329135848891,0.00319939705427806,0.007786450793938972,0.003208714642121588,0.010700726190126951,0.01099516543606056
frozenlake8x8-H8-N192-D0-R0,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.0,fixed-q16,fixed,96,92,2304,2208,96,92,2208,999516,16.0,16.0,0.050386619799920554,0.9965152597837487,121,0.011306882514353673,0.003953801150039707,0.011576952147846676,0.003934752870209902,0.011306882514353673,0.011576952147846676
frozenlake8x8-H8-N192-D0-R0.1,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.1,fixed-q16,fixed,96,92,2304,2208,96,92,2208,999516,16.0,16.0,0.050386619799920554,0.9965152597837487,121,0.011306882514353673,0.003953801150039707,0.011576952147846676,0.003934752870209902,0.011702262629357644,0.011970427434867665
frozenlake8x8-H8-N192-D0-R0.3,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.3,fixed-q16,fixed,96,92,2304,2208,96,92,2208,999516,16.0,16.0,0.050386619799920554,0.9965152597837487,121,0.011306882514353673,0.003953801150039707,0.011576952147846676,0.003934752870209902,0.012493022859365585,0.012757378008909647
frozenlake8x8-H8-N192-D0-R0.5,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.5,fixed-q16,fixed,96,92,2304,2208,96,92,2208,999516,16.0,16.0,0.050386619799920554,0.9965152597837487,121,0.011306882514353673,0.003953801150039707,0.011576952147846676,0.003934752870209902,0.013283783089373526,0.013544328582951626
frozenlake8x8-H8-N192-D0-R0.7,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.7,fixed-q16,fixed,96,92,2304,2208,96,92,2208,999516,16.0,16.0,0.050386619799920554,0.9965152597837487,121,0.011306882514353673,0.003953801150039707,0.011576952147846676,0.003934752870209902,0.014074543319381468,0.014331279156993608
frozenlake8x8-H8-N192-D0-R0.9,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.9,fixed-q16,fixed,96,92,2304,2208,96,92,2208,999516,16.0,16.0,0.050386619799920554,0.9965152597837487,121,0.011306882514353673,0.003953801150039707,0.011576952147846676,0.003934752870209902,0.014865303549389409,0.015118229731035587
frozenlake8x8-H8-N192-D0-R1,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,1.0,fixed-q16,fixed,96,92,2304,2208,96,92,2208,999516,16.0,16.0,0.050386619799920554,0.9965152597837487,121,0.011306882514353673,0.003953801150039707,0.011576952147846676,0.003934752870209902,0.015260683664393381,0.015511705018056578
frozenlake8x8-H8-N192-D0-R0,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.0,q1-to-q16-f0.25,two_stage,113,108,2292,2187,113,108,2208,999516,12.283185840707965,12.25,0.050386619799920554,0.9965152597837487,121,0.010973239520458578,0.003289490640453311,0.011263555044263102,0.0032800607477899628,0.010973239520458578,0.011263555044263102
frozenlake8x8-H8-N192-D0-R0.1,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.1,q1-to-q16-f0.25,two_stage,113,108,2292,2187,113,108,2208,999516,12.283185840707965,12.25,0.050386619799920554,0.9965152597837487,121,0.010973239520458578,0.003289490640453311,0.011263555044263102,0.0032800607477899628,0.01130218858450391,0.011591561119042098
frozenlake8x8-H8-N192-D0-R0.3,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.3,q1-to-q16-f0.25,two_stage,113,108,2292,2187,113,108,2208,999516,12.283185840707965,12.25,0.050386619799920554,0.9965152597837487,121,0.010973239520458578,0.003289490640453311,0.011263555044263102,0.0032800607477899628,0.011960086712594572,0.012247573268600091
frozenlake8x8-H8-N192-D0-R0.5,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.5,q1-to-q16-f0.25,two_stage,113,108,2292,2187,113,108,2208,999516,12.283185840707965,12.25,0.050386619799920554,0.9965152597837487,121,0.010973239520458578,0.003289490640453311,0.011263555044263102,0.0032800607477899628,0.012617984840685234,0.012903585418158083
frozenlake8x8-H8-N192-D0-R0.7,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.7,q1-to-q16-f0.25,two_stage,113,108,2292,2187,113,108,2208,999516,12.283185840707965,12.25,0.050386619799920554,0.9965152597837487,121,0.010973239520458578,0.003289490640453311,0.011263555044263102,0.0032800607477899628,0.013275882968775896,0.013559597567716075
frozenlake8x8-H8-N192-D0-R0.9,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.9,q1-to-q16-f0.25,two_stage,113,108,2292,2187,113,108,2208,999516,12.283185840707965,12.25,0.050386619799920554,0.9965152597837487,121,0.010973239520458578,0.003289490640453311,0.011263555044263102,0.0032800607477899628,0.01393378109686656,0.014215609717274067
frozenlake8x8-H8-N192-D0-R1,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,1.0,q1-to-q16-f0.25,two_stage,113,108,2292,2187,113,108,2208,999516,12.283185840707965,12.25,0.050386619799920554,0.9965152597837487,121,0.010973239520458578,0.003289490640453311,0.011263555044263102,0.0032800607477899628,0.01426273016091189,0.014543615792053065
frozenlake8x8-H8-N192-D0-R0,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.0,q1-to-q16-f0.5,two_stage,139,133,2301,2202,139,133,2208,999516,8.553956834532373,8.556390977443609,0.050386619799920554,0.9965152597837487,121,0.01089378122528178,0.0020195076928879742,0.011206215518419379,0.002000781330556477,0.01089378122528178,0.011206215518419379
frozenlake8x8-H8-N192-D0-R0.1,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.1,q1-to-q16-f0.5,two_stage,139,133,2301,2202,139,133,2208,999516,8.553956834532373,8.556390977443609,0.050386619799920554,0.9965152597837487,121,0.01089378122528178,0.0020195076928879742,0.011206215518419379,0.002000781330556477,0.011095731994570576,0.011406293651475026
frozenlake8x8-H8-N192-D0-R0.3,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.3,q1-to-q16-f0.5,two_stage,139,133,2301,2202,139,133,2208,999516,8.553956834532373,8.556390977443609,0.050386619799920554,0.9965152597837487,121,0.01089378122528178,0.0020195076928879742,0.011206215518419379,0.002000781330556477,0.011499633533148172,0.011806449917586321
frozenlake8x8-H8-N192-D0-R0.5,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.5,q1-to-q16-f0.5,two_stage,139,133,2301,2202,139,133,2208,999516,8.553956834532373,8.556390977443609,0.050386619799920554,0.9965152597837487,121,0.01089378122528178,0.0020195076928879742,0.011206215518419379,0.002000781330556477,0.011903535071725766,0.012206606183697618
frozenlake8x8-H8-N192-D0-R0.7,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.7,q1-to-q16-f0.5,two_stage,139,133,2301,2202,139,133,2208,999516,8.553956834532373,8.556390977443609,0.050386619799920554,0.9965152597837487,121,0.01089378122528178,0.0020195076928879742,0.011206215518419379,0.002000781330556477,0.012307436610303361,0.012606762449808913
frozenlake8x8-H8-N192-D0-R0.9,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.9,q1-to-q16-f0.5,two_stage,139,133,2301,2202,139,133,2208,999516,8.553956834532373,8.556390977443609,0.050386619799920554,0.9965152597837487,121,0.01089378122528178,0.0020195076928879742,0.011206215518419379,0.002000781330556477,0.012711338148880955,0.013006918715920208
frozenlake8x8-H8-N192-D0-R1,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,1.0,q1-to-q16-f0.5,two_stage,139,133,2301,2202,139,133,2208,999516,8.553956834532373,8.556390977443609,0.050386619799920554,0.9965152597837487,121,0.01089378122528178,0.0020195076928879742,0.011206215518419379,0.002000781330556477,0.012913288918169754,0.013206996848975855
frozenlake8x8-H8-N192-D0-R0,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.0,q1-to-q16-f0.75,two_stage,180,172,2295,2193,180,172,2208,999516,4.75,4.75,0.050386619799920554,0.9965152597837487,121,0.010702791505478223,0.00044435191170408755,0.011024036650008387,0.0004370037177260946,0.010702791505478223,0.011024036650008387
frozenlake8x8-H8-N192-D0-R0.1,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.1,q1-to-q16-f0.75,two_stage,180,172,2295,2193,180,172,2208,999516,4.75,4.75,0.050386619799920554,0.9965152597837487,121,0.010702791505478223,0.00044435191170408755,0.011024036650008387,0.0004370037177260946,0.010747226696648631,0.011067737021780997
frozenlake8x8-H8-N192-D0-R0.3,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.3,q1-to-q16-f0.75,two_stage,180,172,2295,2193,180,172,2208,999516,4.75,4.75,0.050386619799920554,0.9965152597837487,121,0.010702791505478223,0.00044435191170408755,0.011024036650008387,0.0004370037177260946,0.01083609707898945,0.011155137765326215
frozenlake8x8-H8-N192-D0-R0.5,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.5,q1-to-q16-f0.75,two_stage,180,172,2295,2193,180,172,2208,999516,4.75,4.75,0.050386619799920554,0.9965152597837487,121,0.010702791505478223,0.00044435191170408755,0.011024036650008387,0.0004370037177260946,0.010924967461330266,0.011242538508871434
frozenlake8x8-H8-N192-D0-R0.7,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.7,q1-to-q16-f0.75,two_stage,180,172,2295,2193,180,172,2208,999516,4.75,4.75,0.050386619799920554,0.9965152597837487,121,0.010702791505478223,0.00044435191170408755,0.011024036650008387,0.0004370037177260946,0.011013837843671085,0.011329939252416652
frozenlake8x8-H8-N192-D0-R0.9,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.9,q1-to-q16-f0.75,two_stage,180,172,2295,2193,180,172,2208,999516,4.75,4.75,0.050386619799920554,0.9965152597837487,121,0.010702791505478223,0.00044435191170408755,0.011024036650008387,0.0004370037177260946,0.011102708226011901,0.011417339995961872
frozenlake8x8-H8-N192-D0-R1,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,1.0,q1-to-q16-f0.75,two_stage,180,172,2295,2193,180,172,2208,999516,4.75,4.75,0.050386619799920554,0.9965152597837487,121,0.010702791505478223,0.00044435191170408755,0.011024036650008387,0.0004370037177260946,0.011147143417182311,0.01146104036773448
frozenlake8x8-H8-N192-D0-R0,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.0,q16-to-q1-f0.25,two_stage,181,173,2304,2202,181,173,2208,999516,4.7292817679558015,4.728323699421965,0.050386619799920554,0.9965152597837487,121,0.01052196597105353,0.0005881749381259512,0.010824496680371897,0.0005980203905551275,0.01052196597105353,0.010824496680371897
frozenlake8x8-H8-N192-D0-R0.1,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.1,q16-to-q1-f0.25,two_stage,181,173,2304,2202,181,173,2208,999516,4.7292817679558015,4.728323699421965,0.050386619799920554,0.9965152597837487,121,0.01052196597105353,0.0005881749381259512,0.010824496680371897,0.0005980203905551275,0.010580783464866126,0.01088429871942741
frozenlake8x8-H8-N192-D0-R0.3,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.3,q16-to-q1-f0.25,two_stage,181,173,2304,2202,181,173,2208,999516,4.7292817679558015,4.728323699421965,0.050386619799920554,0.9965152597837487,121,0.01052196597105353,0.0005881749381259512,0.010824496680371897,0.0005980203905551275,0.010698418452491316,0.011003902797538436
frozenlake8x8-H8-N192-D0-R0.5,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.5,q16-to-q1-f0.25,two_stage,181,173,2304,2202,181,173,2208,999516,4.7292817679558015,4.728323699421965,0.050386619799920554,0.9965152597837487,121,0.01052196597105353,0.0005881749381259512,0.010824496680371897,0.0005980203905551275,0.010816053440116507,0.011123506875649461
frozenlake8x8-H8-N192-D0-R0.7,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.7,q16-to-q1-f0.25,two_stage,181,173,2304,2202,181,173,2208,999516,4.7292817679558015,4.728323699421965,0.050386619799920554,0.9965152597837487,121,0.01052196597105353,0.0005881749381259512,0.010824496680371897,0.0005980203905551275,0.010933688427741697,0.011243110953760486
frozenlake8x8-H8-N192-D0-R0.9,frozenlake8x8-H8-N192-D0,frozenlake8x8,8,192,2304,1000000,0,0.9,q16-to-q1-f0.25,two_stage,181,173,2304,2202,181,173,2208,999516,4.7292817679558015,4.728323699421965,0.050386619799920554,0.9965152597837487,121,0.01052196597105353,0.0005881749381259512,0.010824496680371897,0.0005980203905551275,0.011051323415366887,0.011362715031871511
