seed,seed_index,max_delay,policy,block,scenario,selected_num_agents,selected_eta,block_spent,probe_cost,estimated_rho_global,estimated_rho_cluster,estimated_rho_idiosyncratic,true_rho_global,true_rho_cluster,num_agents,eta,proxy_risk,lrv_used,predicted_exploitation_updates
20260729,0,4,fixed_q4_oracle_eta,13.0,mixed,4.0,0.0025,2000.0,0.0,0.3,0.4,0.29999999999999993,0.3,0.4,4.0,0.0025,0.011665553626216213,10.848220516822746,250.0
20260729,0,4,fixed_q4_oracle_eta,14.0,mixed,4.0,0.0025,2000.0,0.0,0.3,0.4,0.29999999999999993,0.3,0.4,4.0,0.0025,0.009869023597322168,10.848220516822746,250.0
20260729,0,4,fixed_q4_oracle_eta,15.0,mixed,4.0,0.0025,2000.0,0.0,0.3,0.4,0.29999999999999993,0.3,0.4,4.0,0.0025,0.009891284144688017,10.848220516822746,250.0
20260729,0,4,fixed_q8_oracle_eta,0.0,independent,8.0,0.027085110938737847,1992.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.027085110938737847,0.002683668753032923,0.18749999999999997,166.0
20260729,0,4,fixed_q8_oracle_eta,1.0,independent,8.0,0.0025,1992.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0025,0.00026595372236396837,0.18749999999999997,166.0
20260729,0,4,fixed_q8_oracle_eta,2.0,independent,8.0,0.0025,1992.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0025,0.0001571338668281924,0.18749999999999997,166.0
20260729,0,4,fixed_q8_oracle_eta,3.0,independent,8.0,0.0025,1992.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0025,0.00031071917313917985,0.18749999999999997,166.0
20260729,0,4,fixed_q8_oracle_eta,4.0,clustered,8.0,0.0025,1992.0,0.0,0.0,0.6,0.4,0.0,0.6,8.0,0.0025,0.0005986555824204038,0.8462644380853276,166.0
20260729,0,4,fixed_q8_oracle_eta,5.0,clustered,8.0,0.0025,1992.0,0.0,0.0,0.6,0.4,0.0,0.6,8.0,0.0025,0.0006384940955613872,0.8462644380853276,166.0
20260729,0,4,fixed_q8_oracle_eta,6.0,clustered,8.0,0.0025,1992.0,0.0,0.0,0.6,0.4,0.0,0.6,8.0,0.0025,0.0009179802998589,0.8462644380853276,166.0
20260729,0,4,fixed_q8_oracle_eta,7.0,clustered,8.0,0.0025,1992.0,0.0,0.0,0.6,0.4,0.0,0.6,8.0,0.0025,0.0017828864961096803,0.8462644380853276,166.0
20260729,0,4,fixed_q8_oracle_eta,8.0,global,8.0,0.0025,1992.0,0.0,0.6,0.0,0.4,0.6,0.0,8.0,0.0025,0.016519735190638065,21.698450572320485,166.0
20260729,0,4,fixed_q8_oracle_eta,9.0,global,8.0,0.0025,1992.0,0.0,0.6,0.0,0.4,0.6,0.0,8.0,0.0025,0.017624786657315417,21.698450572320485,166.0
20260729,0,4,fixed_q8_oracle_eta,10.0,global,8.0,0.0025,1992.0,0.0,0.6,0.0,0.4,0.6,0.0,8.0,0.0025,0.025033340836785045,21.698450572320485,166.0
20260729,0,4,fixed_q8_oracle_eta,11.0,global,8.0,0.0025,1992.0,0.0,0.6,0.0,0.4,0.6,0.0,8.0,0.0025,0.023161784044100776,21.698450572320485,166.0
20260729,0,4,fixed_q8_oracle_eta,12.0,mixed,8.0,0.0025,1992.0,0.0,0.3,0.4,0.29999999999999993,0.3,0.4,8.0,0.0025,0.010056524975746158,11.382151578217128,166.0
20260729,0,4,fixed_q8_oracle_eta,13.0,mixed,8.0,0.0025,1992.0,0.0,0.3,0.4,0.29999999999999993,0.3,0.4,8.0,0.0025,0.017786097423789712,11.382151578217128,166.0
20260729,0,4,fixed_q8_oracle_eta,14.0,mixed,8.0,0.0025,1992.0,0.0,0.3,0.4,0.29999999999999993,0.3,0.4,8.0,0.0025,0.018009819501581776,11.382151578217128,166.0
20260729,0,4,fixed_q8_oracle_eta,15.0,mixed,8.0,0.0025,1992.0,0.0,0.3,0.4,0.29999999999999993,0.3,0.4,8.0,0.0025,0.018262275779550214,11.382151578217128,166.0
20260729,0,4,fixed_q32_oracle_eta,0.0,independent,32.0,0.06441961327797016,1980.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.06441961327797016,0.0019915692267581625,0.04687499999999999,55.0
20260729,0,4,fixed_q32_oracle_eta,1.0,independent,32.0,0.03363585661014857,1980.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.03363585661014857,0.0009713051925985719,0.04687499999999999,55.0
20260729,0,4,fixed_q32_oracle_eta,2.0,independent,32.0,0.0025,1980.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,2.6079046502294957e-05,0.04687499999999999,55.0
20260729,0,4,fixed_q32_oracle_eta,3.0,independent,32.0,0.0025,1980.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,3.621370960763175e-05,0.04687499999999999,55.0
20260729,0,4,fixed_q32_oracle_eta,4.0,clustered,32.0,0.0025,1980.0,0.0,0.0,0.6,0.4,0.0,0.6,32.0,0.0025,0.0002651305132246345,0.8688495057232047,55.0
20260729,0,4,fixed_q32_oracle_eta,5.0,clustered,32.0,0.0025,1980.0,0.0,0.0,0.6,0.4,0.0,0.6,32.0,0.0025,0.0004287435463725302,0.8688495057232047,55.0
20260729,0,4,fixed_q32_oracle_eta,6.0,clustered,32.0,0.0025,1980.0,0.0,0.0,0.6,0.4,0.0,0.6,32.0,0.0025,0.0008977682817333872,0.8688495057232047,55.0
20260729,0,4,fixed_q32_oracle_eta,7.0,clustered,32.0,0.0025,1980.0,0.0,0.0,0.6,0.4,0.0,0.6,32.0,0.0025,0.00040842003843754844,0.8688495057232047,55.0
20260729,0,4,fixed_q32_oracle_eta,8.0,global,32.0,0.0025,1980.0,0.0,0.6,0.0,0.4,0.6,0.0,32.0,0.0025,0.007494348564701157,23.418749999999978,55.0
20260729,0,4,fixed_q32_oracle_eta,9.0,global,32.0,0.0025,1980.0,0.0,0.6,0.0,0.4,0.6,0.0,32.0,0.0025,0.0076288424958684915,23.418749999999978,55.0
20260729,0,4,fixed_q32_oracle_eta,10.0,global,32.0,0.0025,1980.0,0.0,0.6,0.0,0.4,0.6,0.0,32.0,0.0025,0.01365964456851808,23.418749999999978,55.0
20260729,0,4,fixed_q32_oracle_eta,11.0,global,32.0,0.0025,1980.0,0.0,0.6,0.0,0.4,0.6,0.0,32.0,0.0025,0.03462251755419267,23.418749999999978,55.0
20260729,0,4,fixed_q32_oracle_eta,12.0,mixed,32.0,0.0025,1980.0,0.0,0.3,0.4,0.29999999999999993,0.3,0.4,32.0,0.0025,0.02482868580040489,12.280795503815458,55.0
20260729,0,4,fixed_q32_oracle_eta,13.0,mixed,32.0,0.0025,1980.0,0.0,0.3,0.4,0.29999999999999993,0.3,0.4,32.0,0.0025,0.015360620825726786,12.280795503815458,55.0
20260729,0,4,fixed_q32_oracle_eta,14.0,mixed,32.0,0.0025,1980.0,0.0,0.3,0.4,0.29999999999999993,0.3,0.4,32.0,0.0025,0.018372426254971118,12.280795503815458,55.0
20260729,0,4,fixed_q32_oracle_eta,15.0,mixed,32.0,0.0025,1980.0,0.0,0.3,0.4,0.29999999999999993,0.3,0.4,32.0,0.0025,0.008533444359574382,12.280795503815458,55.0
