seed,seed_index,max_delay,policy,charged_budget,observed_messages,total_probe_cost,total_updates,finite,within_budget
20260761,32,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260761,32,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260761,32,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260762,33,4,sparse_adaptive,31898,22962,768,2234,True,True
20260762,33,4,piecewise_oracle,31700,26800,0,1225,True,True
20260762,33,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260762,33,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260762,33,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260762,33,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260762,33,16,sparse_adaptive,31922,19842,768,3020,True,True
20260762,33,16,piecewise_oracle,31700,26800,0,1225,True,True
20260762,33,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260762,33,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260762,33,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260762,33,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260763,34,4,sparse_adaptive,31902,24394,768,1877,True,True
20260763,34,4,piecewise_oracle,31680,28160,0,880,True,True
20260763,34,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260763,34,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260763,34,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260763,34,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260763,34,16,sparse_adaptive,31908,21388,768,2630,True,True
20260763,34,16,piecewise_oracle,31700,26800,0,1225,True,True
20260763,34,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260763,34,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260763,34,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260763,34,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260764,35,4,sparse_adaptive,31916,19900,768,3004,True,True
20260764,35,4,piecewise_oracle,31700,26800,0,1225,True,True
20260764,35,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260764,35,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260764,35,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260764,35,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260764,35,16,sparse_adaptive,31894,21378,768,2629,True,True
20260764,35,16,piecewise_oracle,31698,27066,0,1158,True,True
20260764,35,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260764,35,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260764,35,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260764,35,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260765,36,4,sparse_adaptive,31922,21658,768,2566,True,True
20260765,36,4,piecewise_oracle,31712,26368,0,1336,True,True
20260765,36,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260765,36,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260765,36,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260765,36,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260765,36,16,sparse_adaptive,31918,17954,768,3491,True,True
20260765,36,16,piecewise_oracle,31700,26800,0,1225,True,True
20260765,36,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260765,36,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260765,36,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260765,36,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260766,37,4,sparse_adaptive,31884,24620,768,1816,True,True
20260766,37,4,piecewise_oracle,31750,25114,0,1659,True,True
20260766,37,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260766,37,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260766,37,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260766,37,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260766,37,16,sparse_adaptive,31900,23548,768,2088,True,True
20260766,37,16,piecewise_oracle,31740,26480,0,1315,True,True
20260766,37,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260766,37,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260766,37,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260766,37,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260767,38,4,sparse_adaptive,31892,23456,768,2109,True,True
20260767,38,4,piecewise_oracle,31720,26040,0,1420,True,True
20260767,38,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260767,38,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260767,38,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260767,38,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260767,38,16,sparse_adaptive,31878,26822,768,1264,True,True
20260767,38,16,piecewise_oracle,31752,25448,0,1576,True,True
20260767,38,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260767,38,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260767,38,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260767,38,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260768,39,4,sparse_adaptive,31892,24992,768,1725,True,True
20260768,39,4,piecewise_oracle,31680,28160,0,880,True,True
20260768,39,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260768,39,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260768,39,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260768,39,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260768,39,16,sparse_adaptive,31904,21472,768,2608,True,True
20260768,39,16,piecewise_oracle,31700,28000,0,925,True,True
20260768,39,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260768,39,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260768,39,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260768,39,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260769,40,4,sparse_adaptive,31914,22150,768,2441,True,True
20260769,40,4,piecewise_oracle,31770,22554,0,2304,True,True
20260769,40,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260769,40,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260769,40,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260769,40,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260769,40,16,sparse_adaptive,31896,22808,768,2272,True,True
20260769,40,16,piecewise_oracle,31778,21626,0,2538,True,True
20260769,40,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260769,40,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260769,40,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260769,40,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260770,41,4,sparse_adaptive,31914,21978,768,2484,True,True
20260770,41,4,piecewise_oracle,31700,26800,0,1225,True,True
20260770,41,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260770,41,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260770,41,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260770,41,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260770,41,16,sparse_adaptive,31896,22508,768,2347,True,True
20260770,41,16,piecewise_oracle,31680,28160,0,880,True,True
20260770,41,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260770,41,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260770,41,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260770,41,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260771,42,4,sparse_adaptive,31898,22962,768,2234,True,True
20260771,42,4,piecewise_oracle,31740,24080,0,1915,True,True
20260771,42,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260771,42,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260771,42,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260771,42,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260771,42,16,sparse_adaptive,31894,21206,768,2672,True,True
20260771,42,16,piecewise_oracle,31738,24346,0,1848,True,True
20260771,42,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260771,42,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260771,42,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260771,42,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260772,43,4,sparse_adaptive,31900,23116,768,2196,True,True
20260772,43,4,piecewise_oracle,31720,26040,0,1420,True,True
20260772,43,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260772,43,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260772,43,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260772,43,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260772,43,16,sparse_adaptive,31892,22200,768,2423,True,True
20260772,43,16,piecewise_oracle,31772,22888,0,2221,True,True
20260772,43,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260772,43,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260772,43,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260772,43,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260773,44,4,sparse_adaptive,31906,22470,768,2359,True,True
20260773,44,4,piecewise_oracle,31738,24346,0,1848,True,True
20260773,44,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260773,44,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260773,44,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260773,44,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260773,44,16,sparse_adaptive,31920,20380,768,2885,True,True
20260773,44,16,piecewise_oracle,31740,24080,0,1915,True,True
20260773,44,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260773,44,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260773,44,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260773,44,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260774,45,4,sparse_adaptive,31874,26646,768,1307,True,True
20260774,45,4,piecewise_oracle,31680,28160,0,880,True,True
20260774,45,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260774,45,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260774,45,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260774,45,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260774,45,16,sparse_adaptive,31886,26070,768,1454,True,True
20260774,45,16,piecewise_oracle,31680,28160,0,880,True,True
20260774,45,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260774,45,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260774,45,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260774,45,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260775,46,4,sparse_adaptive,31912,20872,768,2760,True,True
20260775,46,4,piecewise_oracle,31700,26800,0,1225,True,True
20260775,46,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260775,46,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260775,46,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260775,46,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260775,46,16,sparse_adaptive,31900,23548,768,2088,True,True
20260775,46,16,piecewise_oracle,31700,26800,0,1225,True,True
20260775,46,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260775,46,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260775,46,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260775,46,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260776,47,4,sparse_adaptive,31906,23422,768,2121,True,True
20260776,47,4,piecewise_oracle,31736,24612,0,1781,True,True
20260776,47,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260776,47,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260776,47,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260776,47,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260776,47,16,sparse_adaptive,31900,20300,768,2900,True,True
20260776,47,16,piecewise_oracle,31738,24346,0,1848,True,True
20260776,47,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260776,47,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260776,47,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260776,47,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260777,48,4,sparse_adaptive,31894,24454,768,1860,True,True
20260777,48,4,piecewise_oracle,31718,25706,0,1503,True,True
20260777,48,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260777,48,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260777,48,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260777,48,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260777,48,16,sparse_adaptive,31918,20486,768,2858,True,True
20260777,48,16,piecewise_oracle,31740,25280,0,1615,True,True
20260777,48,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260777,48,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260777,48,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260777,48,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260778,49,4,sparse_adaptive,31900,24240,768,1915,True,True
20260778,49,4,piecewise_oracle,31720,25440,0,1570,True,True
20260778,49,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260778,49,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260778,49,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260778,49,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260778,49,16,sparse_adaptive,31922,19082,768,3210,True,True
20260778,49,16,piecewise_oracle,31720,25440,0,1570,True,True
20260778,49,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260778,49,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260778,49,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260778,49,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260779,50,4,sparse_adaptive,31896,22376,768,2380,True,True
20260779,50,4,piecewise_oracle,31760,23320,0,2110,True,True
20260779,50,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260779,50,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260779,50,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260779,50,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260779,50,16,sparse_adaptive,31914,21718,768,2549,True,True
20260779,50,16,piecewise_oracle,31758,23586,0,2043,True,True
20260779,50,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260779,50,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260779,50,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260779,50,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260780,51,4,sparse_adaptive,31934,18722,768,3303,True,True
20260780,51,4,piecewise_oracle,31680,28160,0,880,True,True
20260780,51,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260780,51,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260780,51,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260780,51,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260780,51,16,sparse_adaptive,31872,27728,768,1036,True,True
20260780,51,16,piecewise_oracle,31680,28160,0,880,True,True
20260780,51,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260780,51,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260780,51,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260780,51,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260781,52,4,sparse_adaptive,31914,18622,768,3323,True,True
20260781,52,4,piecewise_oracle,31698,27066,0,1158,True,True
20260781,52,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260781,52,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260781,52,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260781,52,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260781,52,16,sparse_adaptive,31926,17246,768,3670,True,True
20260781,52,16,piecewise_oracle,31680,28160,0,880,True,True
20260781,52,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260781,52,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260781,52,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260781,52,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260782,53,4,sparse_adaptive,31906,23162,768,2186,True,True
20260782,53,4,piecewise_oracle,31738,24346,0,1848,True,True
20260782,53,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260782,53,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260782,53,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260782,53,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260782,53,16,sparse_adaptive,31876,24700,768,1794,True,True
20260782,53,16,piecewise_oracle,31718,25706,0,1503,True,True
20260782,53,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260782,53,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260782,53,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260782,53,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260783,54,4,sparse_adaptive,31908,23748,768,2040,True,True
20260783,54,4,piecewise_oracle,31740,24080,0,1915,True,True
20260783,54,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260783,54,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260783,54,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260783,54,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260783,54,16,sparse_adaptive,31904,23312,768,2148,True,True
20260783,54,16,piecewise_oracle,31756,23252,0,2126,True,True
20260783,54,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260783,54,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260783,54,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260783,54,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260784,55,4,sparse_adaptive,31910,19874,768,3009,True,True
20260784,55,4,piecewise_oracle,31760,22720,0,2260,True,True
20260784,55,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260784,55,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260784,55,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260784,55,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260784,55,16,sparse_adaptive,31908,21128,768,2695,True,True
20260784,55,16,piecewise_oracle,31780,21360,0,2605,True,True
20260784,55,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260784,55,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260784,55,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260784,55,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260785,56,4,sparse_adaptive,31906,22470,768,2359,True,True
20260785,56,4,piecewise_oracle,31718,26906,0,1203,True,True
20260785,56,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260785,56,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260785,56,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260785,56,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260785,56,16,sparse_adaptive,31912,20460,768,2863,True,True
20260785,56,16,piecewise_oracle,31700,26800,0,1225,True,True
20260785,56,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260785,56,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260785,56,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260785,56,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260786,57,4,sparse_adaptive,31906,22470,768,2359,True,True
20260786,57,4,piecewise_oracle,31698,27066,0,1158,True,True
20260786,57,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260786,57,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260786,57,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260786,57,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260786,57,16,sparse_adaptive,31886,25206,768,1670,True,True
20260786,57,16,piecewise_oracle,31680,28160,0,880,True,True
20260786,57,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260786,57,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260786,57,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260786,57,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260787,58,4,sparse_adaptive,31904,25152,768,1688,True,True
20260787,58,4,piecewise_oracle,31680,28160,0,880,True,True
20260787,58,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260787,58,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260787,58,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260787,58,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260787,58,16,sparse_adaptive,31910,21238,768,2668,True,True
20260787,58,16,piecewise_oracle,31698,27066,0,1158,True,True
20260787,58,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260787,58,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260787,58,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260787,58,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260788,59,4,sparse_adaptive,31928,20060,768,2967,True,True
20260788,59,4,piecewise_oracle,31700,26800,0,1225,True,True
20260788,59,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260788,59,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260788,59,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260788,59,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260788,59,16,sparse_adaptive,31898,23222,768,2169,True,True
20260788,59,16,piecewise_oracle,31760,22720,0,2260,True,True
20260788,59,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260788,59,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260788,59,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260788,59,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260789,60,4,sparse_adaptive,31904,21624,768,2570,True,True
20260789,60,4,piecewise_oracle,31680,28160,0,880,True,True
20260789,60,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260789,60,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260789,60,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260789,60,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260789,60,16,sparse_adaptive,31906,21322,768,2646,True,True
20260789,60,16,piecewise_oracle,31680,28160,0,880,True,True
20260789,60,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260789,60,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260789,60,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260789,60,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260790,61,4,sparse_adaptive,31934,16146,768,3947,True,True
20260790,61,4,piecewise_oracle,31792,21528,0,2566,True,True
20260790,61,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260790,61,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260790,61,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260790,61,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260790,61,16,sparse_adaptive,31932,17704,768,3557,True,True
20260790,61,16,piecewise_oracle,31740,25880,0,1465,True,True
20260790,61,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260790,61,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260790,61,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260790,61,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260791,62,4,sparse_adaptive,31910,20978,768,2733,True,True
20260791,62,4,piecewise_oracle,31778,22226,0,2388,True,True
20260791,62,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260791,62,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260791,62,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260791,62,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260791,62,16,sparse_adaptive,31900,22140,768,2440,True,True
20260791,62,16,piecewise_oracle,31750,23914,0,1959,True,True
20260791,62,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260791,62,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260791,62,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260791,62,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260792,63,4,sparse_adaptive,31902,24566,768,1834,True,True
20260792,63,4,piecewise_oracle,31700,26800,0,1225,True,True
20260792,63,4,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260792,63,4,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260792,63,4,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260792,63,4,fixed_q32_oracle_eta,31680,28160,0,880,True,True
20260792,63,16,sparse_adaptive,31906,22730,768,2294,True,True
20260792,63,16,piecewise_oracle,31700,26800,0,1225,True,True
20260792,63,16,fixed_q1_oracle_eta,32000,6400,0,6400,True,True
20260792,63,16,fixed_q4_oracle_eta,32000,16000,0,4000,True,True
20260792,63,16,fixed_q8_oracle_eta,31872,21248,0,2656,True,True
20260792,63,16,fixed_q32_oracle_eta,31680,28160,0,880,True,True
