seed_index,max_delay,regime,policy,regime_mse,oracle_regime_mse,normalized_regime_score
10,4,mixed,sparse_adaptive,0.00806788579331708,0.0079494641634158,1.0148968065604056
10,16,independent,sparse_adaptive,0.0007421176122934827,4.715334450353726e-05,15.738387597041223
10,16,clustered,sparse_adaptive,0.0020021982273481583,0.0003126564909183741,6.403827476816645
10,16,global,sparse_adaptive,0.012908710236533453,0.003466208443561627,3.724158672716575
10,16,mixed,sparse_adaptive,0.01570532542665144,0.006656581967280135,2.3593678413109966
11,4,independent,sparse_adaptive,0.001237974249858495,5.2394908227058936e-05,23.627758722156763
11,4,clustered,sparse_adaptive,0.0009211849243311466,0.0002711560475870405,3.3972501536608664
11,4,global,sparse_adaptive,0.035950524070455916,0.0016575969688553752,21.68833844772347
11,4,mixed,sparse_adaptive,0.010906602390155375,0.016157462752559283,0.6750194976267427
11,16,independent,sparse_adaptive,7.789674546003425e-05,0.00017715224806603546,0.4397163813072097
11,16,clustered,sparse_adaptive,0.0010227888824596103,0.0003624217382327206,2.8220958473601563
11,16,global,sparse_adaptive,0.01052900645705893,0.001353192694324882,7.780862623051576
11,16,mixed,sparse_adaptive,0.010881783517922062,0.003389463454136759,3.2104737711926368
12,4,independent,sparse_adaptive,0.00015651090153291576,5.450285042756256e-06,28.716094718922598
12,4,clustered,sparse_adaptive,0.0006858336957182561,0.0019001682931951956,0.3609331332252703
12,4,global,sparse_adaptive,0.0013659327308618604,0.006927411274775917,0.19717794666464994
12,4,mixed,sparse_adaptive,0.021003151587529273,0.026209263263031413,0.8013636772901799
12,16,independent,sparse_adaptive,0.00015662416344573135,9.218098374227101e-05,1.6990940765357545
12,16,clustered,sparse_adaptive,0.0012131190711847976,0.001320245634457635,0.9188586120060562
12,16,global,sparse_adaptive,0.020079486756624222,0.005458136118328931,3.6788175159639995
12,16,mixed,sparse_adaptive,0.0022316502353990656,0.00336697513370786,0.6628056777305258
13,4,independent,sparse_adaptive,0.0009039276898980479,3.654283686456646e-05,24.736111573607356
13,4,clustered,sparse_adaptive,0.0005749513890059846,0.00010308428696104376,5.57748815028679
13,4,global,sparse_adaptive,0.02034137218785632,0.010355637045033571,1.9642801403137027
13,4,mixed,sparse_adaptive,0.002460194666591805,0.001880352085985041,1.3083691532711055
13,16,independent,sparse_adaptive,0.00020368348442402956,3.005030819381741e-05,6.77808304361869
13,16,clustered,sparse_adaptive,0.00043027072105161264,0.00013144364183603354,3.2734236136605555
13,16,global,sparse_adaptive,0.016972045179901536,0.01639144778508205,1.035420751262002
13,16,mixed,sparse_adaptive,0.015456566594674934,0.0004234879741725534,36.49824206903462
14,4,independent,sparse_adaptive,0.0013462872300101856,1.144925513687573e-05,117.58732021562412
14,4,clustered,sparse_adaptive,0.002790711756682398,0.0006128085136562515,4.553970276998825
