policy,budget,mean_mse,standard_error
piecewise_oracle,9800.0,0.00030322377844498716,3.8337956864519594e-05
piecewise_oracle,10000.0,0.0003275564802705715,4.1738765276287035e-05
piecewise_oracle,10200.0,0.0003394160961694943,4.066108763414873e-05
piecewise_oracle,10400.0,0.00037260322306689395,4.531324767530704e-05
piecewise_oracle,10600.0,0.00042473026051494805,5.861326967003462e-05
piecewise_oracle,10800.0,0.0004570659983125346,6.015193976667441e-05
piecewise_oracle,11000.0,0.0005039662417589786,6.452376541755787e-05
piecewise_oracle,11200.0,0.000559788702130783,7.607183244832265e-05
piecewise_oracle,11400.0,0.0006040416788846584,8.614754340341275e-05
piecewise_oracle,11600.0,0.0005763998966475506,7.60397462085761e-05
piecewise_oracle,11800.0,0.0005687019956013106,7.251455711463565e-05
piecewise_oracle,12000.0,0.0005929476855172512,7.251589018836727e-05
piecewise_oracle,12200.0,0.0005678543777753575,6.43265626050135e-05
piecewise_oracle,12400.0,0.0005137200583014936,5.51850333387759e-05
piecewise_oracle,12600.0,0.0005203855688796474,6.249841862369342e-05
piecewise_oracle,12800.0,0.0004803274811821962,6.31217594822261e-05
piecewise_oracle,13000.0,0.00047195660868640005,6.107618338135266e-05
piecewise_oracle,13200.0,0.00046979877632381817,5.688964256391493e-05
piecewise_oracle,13400.0,0.00048713003956597664,5.786275051771129e-05
piecewise_oracle,13600.0,0.0005378190168484745,6.351721598312878e-05
piecewise_oracle,13800.0,0.0005550360205954915,6.535891866155843e-05
piecewise_oracle,14000.0,0.0005338376819487337,6.826528859837309e-05
piecewise_oracle,14200.0,0.0005160774773482037,7.219807380152956e-05
piecewise_oracle,14400.0,0.0005266331976458719,8.069592974180915e-05
piecewise_oracle,14600.0,0.00048346493589035417,6.819826154803036e-05
piecewise_oracle,14800.0,0.0004768181264557204,6.475009615779459e-05
piecewise_oracle,15000.0,0.0004929473973883246,7.070423171981848e-05
piecewise_oracle,15200.0,0.0004975463149447541,6.833868538320135e-05
piecewise_oracle,15400.0,0.0005007506948606958,7.034962876699507e-05
piecewise_oracle,15600.0,0.0005318104534328348,7.603781730895554e-05
piecewise_oracle,15800.0,0.000542659203561179,7.872116508339142e-05
piecewise_oracle,16000.0,0.0005471738099533051,7.150981653159545e-05
piecewise_oracle,16200.0,0.0007026010346686863,9.53730040330811e-05
piecewise_oracle,16400.0,0.0011186387566055475,0.00014723777670783765
piecewise_oracle,16600.0,0.0016124652997433018,0.00020030177183223498
piecewise_oracle,16800.0,0.002353650107053685,0.0002775484602805945
piecewise_oracle,17000.0,0.002977284517045015,0.00036007758137911536
piecewise_oracle,17200.0,0.0037857429442621536,0.00047667477678092356
piecewise_oracle,17400.0,0.004520713485617502,0.0005964360004650107
piecewise_oracle,17600.0,0.005342962636107265,0.0007537757900896495
piecewise_oracle,17800.0,0.005887347290081792,0.0008532438634617986
piecewise_oracle,18000.0,0.0063630470110147596,0.0009346602843074125
piecewise_oracle,18200.0,0.007993787887958393,0.0017509169497337879
piecewise_oracle,18400.0,0.008263460190523753,0.0017890465903217022
piecewise_oracle,18600.0,0.008638702570136042,0.0017422933355310264
piecewise_oracle,18800.0,0.007252913257155889,0.0009668387962058839
piecewise_oracle,19000.0,0.006792095665312285,0.0006956723157871816
piecewise_oracle,19200.0,0.0068807728108158245,0.0007197624119586211
