path,budget,error_amplitude,max_delay,overhead,q_at_zero,q_at_high,nonincreasing,responsive,high_strength_margin,well_separated
clustered,250,0.01,4,16,32.0,32.0,True,False,0.0786473797349967,False
clustered,250,0.01,16,0,32.0,32.0,True,False,0.31320227318179306,False
clustered,250,0.01,16,4,32.0,32.0,True,False,0.24686563764378436,False
clustered,250,0.01,16,16,32.0,32.0,True,False,0.07979377762427867,False
clustered,250,0.01,32,0,32.0,32.0,True,False,0.3179074451885656,False
clustered,250,0.01,32,4,32.0,32.0,True,False,0.25016077332111586,False
clustered,250,0.01,32,16,32.0,32.0,True,False,0.08061173026981133,False
clustered,250,0.03,0,0,8.0,32.0,False,False,0.016464669204962437,False
clustered,250,0.03,0,4,16.0,32.0,False,False,0.012243739242958884,False
clustered,250,0.03,0,16,32.0,32.0,False,False,0.003044757424706166,False
clustered,250,0.03,4,0,8.0,32.0,False,False,0.016378994838607847,False
clustered,250,0.03,4,4,32.0,32.0,False,False,0.012172469909691792,False
clustered,250,0.03,4,16,32.0,32.0,False,False,0.002973126038725693,False
clustered,250,0.03,16,0,8.0,32.0,False,False,0.016751194654656233,False
clustered,250,0.03,16,4,32.0,32.0,False,False,0.012478309551442317,False
clustered,250,0.03,16,16,32.0,32.0,False,False,0.003094928109278178,False
clustered,250,0.03,32,0,8.0,32.0,False,False,0.017293062747766434,False
clustered,250,0.03,32,4,32.0,32.0,False,False,0.012838549392905603,False
clustered,250,0.03,32,16,32.0,32.0,False,False,0.0031794940995599178,False
clustered,250,0.1,0,0,2.0,1.0,True,False,0.024895770156333968,False
clustered,250,0.1,0,4,16.0,4.0,True,True,0.06918593757659526,True
clustered,250,0.1,0,16,32.0,4.0,True,True,0.016775395997498586,False
clustered,250,0.1,4,0,2.0,1.0,True,False,0.024895770156333968,False
clustered,250,0.1,4,4,16.0,4.0,True,True,0.06918593757659526,True
clustered,250,0.1,4,16,32.0,4.0,True,True,0.016775395997498586,False
clustered,250,0.1,16,0,2.0,1.0,True,False,0.024895770156333968,False
clustered,250,0.1,16,4,16.0,4.0,True,True,0.06918593757659526,True
clustered,250,0.1,16,16,32.0,4.0,True,True,0.01680342779469866,False
clustered,250,0.1,32,0,2.0,1.0,True,False,0.024895770156333968,False
clustered,250,0.1,32,4,16.0,4.0,True,True,0.06933578391645724,True
clustered,250,0.1,32,16,32.0,4.0,True,True,0.016810451839427722,False
clustered,250,0.3,0,0,8.0,1.0,True,False,0.08740163405490176,False
clustered,250,0.3,0,4,8.0,4.0,True,False,0.2369867132129319,False
clustered,250,0.3,0,16,8.0,4.0,True,False,0.08831011475005374,False
clustered,250,0.3,4,0,8.0,1.0,True,False,0.08740163405490176,False
clustered,250,0.3,4,4,8.0,4.0,True,False,0.2369867132129319,False
clustered,250,0.3,4,16,8.0,4.0,True,False,0.08831011475005374,False
clustered,250,0.3,16,0,8.0,1.0,True,False,0.08740163405490176,False
clustered,250,0.3,16,4,8.0,4.0,True,False,0.2369867132129319,False
clustered,250,0.3,16,16,8.0,4.0,True,False,0.08436983711898594,False
clustered,250,0.3,32,0,16.0,1.0,True,True,0.08740163405490176,True
clustered,250,0.3,32,4,16.0,4.0,True,True,0.23897049396229292,True
clustered,250,0.3,32,16,8.0,4.0,True,False,0.08079144182783536,False
clustered,250,1.0,0,0,4.0,1.0,True,False,0.10107383312684713,False
clustered,250,1.0,0,4,4.0,4.0,True,False,0.30940275174287596,False
clustered,250,1.0,0,16,2.0,4.0,False,False,0.0848890183676562,False
clustered,250,1.0,4,0,4.0,1.0,True,False,0.10107383312684713,False
clustered,250,1.0,4,4,4.0,4.0,True,False,0.30940275174287596,False
clustered,250,1.0,4,16,2.0,4.0,False,False,0.0848890183676562,False
clustered,250,1.0,16,0,4.0,1.0,True,False,0.10107383312684713,False
clustered,250,1.0,16,4,4.0,4.0,True,False,0.30940275174287596,False
clustered,250,1.0,16,16,2.0,4.0,False,False,0.0848890183676562,False
clustered,250,1.0,32,0,8.0,1.0,True,False,0.10107383312684713,False
clustered,250,1.0,32,4,4.0,4.0,True,False,0.30581104134337966,False
clustered,250,1.0,32,16,4.0,4.0,True,False,0.12188303942102428,False
clustered,500,0.01,0,0,32.0,32.0,True,False,0.4336058838003256,False
clustered,500,0.01,0,4,32.0,32.0,True,False,0.35128385116738997,False
clustered,500,0.01,0,16,32.0,32.0,True,False,0.15941024059038203,False
clustered,500,0.01,4,0,32.0,32.0,True,False,0.43072450946355584,False
clustered,500,0.01,4,4,32.0,32.0,True,False,0.3488192660230345,False
clustered,500,0.01,4,16,32.0,32.0,True,False,0.15761782809976402,False
clustered,500,0.01,16,0,32.0,32.0,True,False,0.4287241919527157,False
clustered,500,0.01,16,4,32.0,32.0,True,False,0.347990598488707,False
clustered,500,0.01,16,16,32.0,32.0,True,False,0.15769560543463246,False
clustered,500,0.01,32,0,32.0,32.0,True,False,0.435062324172201,False
clustered,500,0.01,32,4,32.0,32.0,True,False,0.3538503350007424,False
clustered,500,0.01,32,16,32.0,32.0,True,False,0.16105405614951512,False
clustered,500,0.03,0,0,8.0,32.0,False,False,0.029802413686413065,False
clustered,500,0.03,0,4,32.0,32.0,False,False,0.0223567500817817,False
clustered,500,0.03,0,16,32.0,32.0,False,False,0.008084714002300342,False
clustered,500,0.03,4,0,8.0,32.0,False,False,0.029548483387493853,False
clustered,500,0.03,4,4,32.0,32.0,False,False,0.02213310797040018,False
clustered,500,0.03,4,16,32.0,32.0,False,False,0.007897896820267678,False
clustered,500,0.03,16,0,8.0,32.0,False,False,0.029684740169698066,False
clustered,500,0.03,16,4,32.0,32.0,False,False,0.022286833776197425,False
clustered,500,0.03,16,16,32.0,32.0,False,False,0.007974464799621639,False
clustered,500,0.03,32,0,8.0,32.0,False,False,0.030805456582430966,False
clustered,500,0.03,32,4,32.0,32.0,False,False,0.023202409385201968,False
clustered,500,0.03,32,16,32.0,32.0,False,False,0.00841627538983634,False
clustered,500,0.1,0,0,1.0,2.0,False,False,0.032409542067987615,False
clustered,500,0.1,0,4,32.0,4.0,True,True,0.11479701009138593,True
clustered,500,0.1,0,16,32.0,4.0,True,True,0.037609605035220886,False
clustered,500,0.1,4,0,1.0,2.0,False,False,0.032409542067987615,False
clustered,500,0.1,4,4,32.0,4.0,True,True,0.11479701009138593,True
clustered,500,0.1,4,16,32.0,4.0,True,True,0.037609605035220886,False
clustered,500,0.1,16,0,32.0,2.0,False,False,0.032409542067987615,False
clustered,500,0.1,16,4,32.0,4.0,True,True,0.11479701009138593,True
clustered,500,0.1,16,16,32.0,4.0,True,True,0.037776394191552425,False
clustered,500,0.1,32,0,32.0,2.0,False,False,0.032521206224725874,False
clustered,500,0.1,32,4,32.0,4.0,True,True,0.11469754178413767,True
clustered,500,0.1,32,16,32.0,4.0,True,True,0.03783644154641952,False
clustered,500,0.3,0,0,1.0,1.0,True,False,0.09371826765234284,False
clustered,500,0.3,0,4,16.0,4.0,True,True,0.2694410762316401,True
clustered,500,0.3,0,16,8.0,4.0,True,False,0.13631052026235652,False
clustered,500,0.3,4,0,1.0,1.0,True,False,0.09371826765234284,False
clustered,500,0.3,4,4,16.0,4.0,True,True,0.2694410762316401,True
clustered,500,0.3,4,16,16.0,4.0,True,True,0.13631052026235652,True
clustered,500,0.3,16,0,32.0,1.0,True,True,0.09371826765234284,True
clustered,500,0.3,16,4,32.0,4.0,True,True,0.2694410762316401,True
clustered,500,0.3,16,16,16.0,4.0,True,True,0.1333829527686305,True
clustered,500,0.3,32,0,32.0,1.0,True,True,0.09371826765234284,True
clustered,500,0.3,32,4,32.0,4.0,True,True,0.27196329677906067,True
clustered,500,0.3,32,16,16.0,4.0,True,True,0.12788382263851766,True
clustered,500,1.0,0,0,2.0,1.0,True,False,0.1137448885924468,False
clustered,500,1.0,0,4,8.0,4.0,True,False,0.3569648309679388,False
clustered,500,1.0,0,16,4.0,4.0,True,False,0.3227943563234216,False
clustered,500,1.0,4,0,2.0,1.0,True,False,0.1137448885924468,False
clustered,500,1.0,4,4,8.0,4.0,True,False,0.3569648309679388,False
clustered,500,1.0,4,16,4.0,4.0,True,False,0.3227943563234216,False
clustered,500,1.0,16,0,32.0,1.0,True,True,0.1137448885924468,True
clustered,500,1.0,16,4,8.0,4.0,True,False,0.3569648309679388,False
clustered,500,1.0,16,16,4.0,4.0,True,False,0.24572705789264188,False
clustered,500,1.0,32,0,16.0,1.0,True,True,0.1137448885924468,True
clustered,500,1.0,32,4,16.0,4.0,True,True,0.3607449243048426,True
clustered,500,1.0,32,16,16.0,4.0,True,True,0.16331154993516248,True
clustered,1000,0.01,0,0,32.0,32.0,True,False,0.4991172420986354,False
clustered,1000,0.01,0,4,32.0,32.0,True,False,0.4143950115947695,False
clustered,1000,0.01,0,16,32.0,32.0,True,False,0.24072340101642853,False
clustered,1000,0.01,4,0,32.0,32.0,True,False,0.4945637644701201,False
clustered,1000,0.01,4,4,32.0,32.0,True,False,0.4103293396121734,False
clustered,1000,0.01,4,16,32.0,32.0,True,False,0.2376019439607238,False
clustered,1000,0.01,16,0,32.0,32.0,True,False,0.48473872540710405,False
clustered,1000,0.01,16,4,32.0,32.0,True,False,0.40218246259872564,False
clustered,1000,0.01,16,16,32.0,32.0,True,False,0.23251993306458846,False
clustered,1000,0.01,32,0,32.0,32.0,True,False,0.4813123924284524,False
clustered,1000,0.01,32,4,32.0,32.0,True,False,0.40121986406096033,False
clustered,1000,0.01,32,16,32.0,32.0,True,False,0.23473442229466596,False
clustered,1000,0.03,0,0,8.0,32.0,False,False,0.04803382051785481,False
clustered,1000,0.03,0,4,32.0,32.0,False,False,0.03632752173574926,False
clustered,1000,0.03,0,16,32.0,32.0,False,False,0.016626252476031306,False
clustered,1000,0.03,4,0,8.0,32.0,False,False,0.04745648734047971,False
clustered,1000,0.03,4,4,32.0,32.0,False,False,0.03581181385081945,False
clustered,1000,0.03,4,16,32.0,32.0,False,False,0.01622164927208184,False
clustered,1000,0.03,16,0,8.0,32.0,False,False,0.04665969300946443,False
clustered,1000,0.03,16,4,32.0,32.0,False,False,0.0351167804450119,False
clustered,1000,0.03,16,16,32.0,32.0,False,False,0.015712329399937653,False
clustered,1000,0.03,32,0,8.0,32.0,False,False,0.04703453901559822,False
clustered,1000,0.03,32,4,32.0,32.0,False,False,0.035623728000215266,False
clustered,1000,0.03,32,16,32.0,32.0,False,False,0.016283910689228673,False
clustered,1000,0.1,0,0,2.0,2.0,True,False,0.029076618948962376,False
clustered,1000,0.1,0,4,32.0,4.0,True,True,0.17990620313463657,True
clustered,1000,0.1,0,16,32.0,4.0,True,True,0.059455433060624285,True
clustered,1000,0.1,4,0,2.0,2.0,True,False,0.029076618948962376,False
clustered,1000,0.1,4,4,32.0,4.0,True,True,0.17990620313463657,True
clustered,1000,0.1,4,16,32.0,4.0,True,True,0.059455433060624285,True
clustered,1000,0.1,16,0,32.0,2.0,True,True,0.029076618948962376,False
clustered,1000,0.1,16,4,32.0,4.0,True,True,0.17990620313463657,True
clustered,1000,0.1,16,16,32.0,4.0,True,True,0.05928576160171885,True
clustered,1000,0.1,32,0,32.0,2.0,True,True,0.02879113118163711,False
clustered,1000,0.1,32,4,32.0,4.0,True,True,0.17977859972038324,True
clustered,1000,0.1,32,16,32.0,4.0,True,True,0.05908381562042566,True
clustered,1000,0.3,0,0,8.0,1.0,True,False,0.09251035769279456,False
clustered,1000,0.3,0,4,16.0,4.0,True,True,0.309625114935292,True
clustered,1000,0.3,0,16,16.0,4.0,True,True,0.1569049524574987,True
clustered,1000,0.3,4,0,32.0,1.0,True,True,0.09251035769279456,True
clustered,1000,0.3,4,4,32.0,4.0,True,True,0.309625114935292,True
clustered,1000,0.3,4,16,32.0,4.0,True,True,0.1569049524574987,True
clustered,1000,0.3,16,0,32.0,1.0,True,True,0.09251035769279456,True
clustered,1000,0.3,16,4,32.0,4.0,True,True,0.309625114935292,True
clustered,1000,0.3,16,16,32.0,4.0,True,True,0.15158064350823203,True
clustered,1000,0.3,32,0,32.0,1.0,True,True,0.09251035769279456,True
clustered,1000,0.3,32,4,32.0,4.0,True,True,0.3105663697972625,True
clustered,1000,0.3,32,16,32.0,4.0,True,True,0.14397985497324192,True
clustered,1000,1.0,0,0,1.0,1.0,True,False,0.09370223255928259,False
clustered,1000,1.0,0,4,16.0,4.0,True,True,0.3064241091351078,True
clustered,1000,1.0,0,16,8.0,4.0,True,False,0.1930924847669963,False
clustered,1000,1.0,4,0,1.0,1.0,True,False,0.09370223255928259,False
clustered,1000,1.0,4,4,16.0,4.0,True,True,0.3064241091351078,True
clustered,1000,1.0,4,16,8.0,4.0,True,False,0.1930924847669963,False
clustered,1000,1.0,16,0,16.0,1.0,True,True,0.09370223255928259,True
clustered,1000,1.0,16,4,32.0,4.0,True,True,0.3064241091351078,True
clustered,1000,1.0,16,16,16.0,4.0,True,True,0.1955036812086722,True
clustered,1000,1.0,32,0,32.0,1.0,True,True,0.09370223255928259,True
clustered,1000,1.0,32,4,16.0,4.0,True,True,0.31000370942068256,True
clustered,1000,1.0,32,16,16.0,4.0,True,True,0.15648175912022183,True
clustered,2000,0.01,0,0,32.0,32.0,True,False,0.509429735792073,False
clustered,2000,0.01,0,4,32.0,32.0,True,False,0.4203197144753134,False
clustered,2000,0.01,0,16,32.0,32.0,True,False,0.25871884477433427,False
clustered,2000,0.01,4,0,32.0,32.0,True,False,0.5037879779662522,False
clustered,2000,0.01,4,4,32.0,32.0,True,False,0.4151422847891219,False
clustered,2000,0.01,4,16,32.0,32.0,True,False,0.25444232280398116,False
clustered,2000,0.01,16,0,32.0,32.0,True,False,0.48823021385803905,False
clustered,2000,0.01,16,4,32.0,32.0,True,False,0.40123176533685545,False
clustered,2000,0.01,16,16,32.0,32.0,True,False,0.24371783117182996,False
clustered,2000,0.01,32,0,32.0,32.0,True,False,0.47281011352690355,False
clustered,2000,0.01,32,4,32.0,32.0,True,False,0.3882495240576862,False
clustered,2000,0.01,32,16,32.0,32.0,True,False,0.23572693506617887,False
clustered,2000,0.03,0,0,16.0,32.0,False,False,0.07021218523297693,False
clustered,2000,0.03,0,4,32.0,32.0,False,False,0.05263486519617881,False
clustered,2000,0.03,0,16,32.0,32.0,False,False,0.024757855110025814,False
clustered,2000,0.03,4,0,16.0,32.0,False,False,0.0691031001094353,False
clustered,2000,0.03,4,4,32.0,32.0,False,False,0.05161808816958438,False
clustered,2000,0.03,4,16,32.0,32.0,False,False,0.023941824074412914,False
clustered,2000,0.03,16,0,16.0,32.0,False,False,0.06664984896522964,False
clustered,2000,0.03,16,4,32.0,32.0,False,False,0.04934302910995016,False
clustered,2000,0.03,16,16,32.0,32.0,False,False,0.022110751657044396,False
clustered,2000,0.03,32,0,16.0,32.0,False,False,0.06450170572871727,False
clustered,2000,0.03,32,4,32.0,32.0,False,False,0.04746830367194093,False
clustered,2000,0.03,32,16,32.0,32.0,False,False,0.02092134192942251,False
clustered,2000,0.1,0,0,4.0,4.0,True,False,0.2592479414139509,False
clustered,2000,0.1,0,4,32.0,4.0,True,True,0.22103466390716434,True
clustered,2000,0.1,0,16,32.0,4.0,True,True,0.08755510452762015,True
clustered,2000,0.1,4,0,4.0,4.0,True,False,0.2592479414139509,False
clustered,2000,0.1,4,4,32.0,4.0,True,True,0.22103466390716434,True
clustered,2000,0.1,4,16,32.0,4.0,True,True,0.08755510452762015,True
clustered,2000,0.1,16,0,32.0,4.0,True,True,0.2592479414139509,True
clustered,2000,0.1,16,4,32.0,4.0,True,True,0.22103466390716434,True
clustered,2000,0.1,16,16,32.0,4.0,True,True,0.08711415729794224,True
clustered,2000,0.1,32,0,32.0,4.0,True,True,0.2588369095835215,True
clustered,2000,0.1,32,4,32.0,4.0,True,True,0.2213734989237777,True
clustered,2000,0.1,32,16,32.0,4.0,True,True,0.08661999464250446,True
clustered,2000,0.3,0,0,2.0,2.0,True,False,0.06067472506023148,False
clustered,2000,0.3,0,4,32.0,4.0,True,True,0.31053201426075255,True
clustered,2000,0.3,0,16,32.0,4.0,True,True,0.16135142541589517,True
clustered,2000,0.3,4,0,2.0,2.0,True,False,0.06067472506023148,False
clustered,2000,0.3,4,4,32.0,4.0,True,True,0.31053201426075255,True
clustered,2000,0.3,4,16,32.0,4.0,True,True,0.16135142541589517,True
clustered,2000,0.3,16,0,32.0,2.0,True,True,0.06067472506023148,True
clustered,2000,0.3,16,4,32.0,4.0,True,True,0.31053201426075255,True
clustered,2000,0.3,16,16,32.0,4.0,True,True,0.15720559688074992,True
clustered,2000,0.3,32,0,32.0,2.0,True,True,0.05996423028163369,True
clustered,2000,0.3,32,4,32.0,4.0,True,True,0.30955164116144496,True
clustered,2000,0.3,32,16,32.0,4.0,True,True,0.1506564410844212,True
clustered,2000,1.0,0,0,16.0,2.0,True,True,0.0477769380108025,False
clustered,2000,1.0,0,4,32.0,4.0,True,True,0.35351635898309414,True
clustered,2000,1.0,0,16,32.0,4.0,True,True,0.15255205460161966,True
clustered,2000,1.0,4,0,16.0,2.0,True,True,0.0477769380108025,False
clustered,2000,1.0,4,4,32.0,4.0,True,True,0.35351635898309414,True
clustered,2000,1.0,4,16,32.0,4.0,True,True,0.15255205460161966,True
clustered,2000,1.0,16,0,32.0,2.0,True,True,0.0477769380108025,False
clustered,2000,1.0,16,4,32.0,4.0,True,True,0.35351635898309414,True
clustered,2000,1.0,16,16,32.0,4.0,True,True,0.15134995197597065,True
clustered,2000,1.0,32,0,32.0,2.0,True,True,0.0477769380108025,False
clustered,2000,1.0,32,4,16.0,4.0,True,True,0.3513561410249552,True
clustered,2000,1.0,32,16,32.0,4.0,True,True,0.16067143477826396,True
clustered,4000,0.01,0,0,32.0,32.0,True,False,0.39200323483279353,False
clustered,4000,0.01,0,4,32.0,32.0,True,False,0.3459490865666086,False
clustered,4000,0.01,0,16,32.0,32.0,True,False,0.24342512586991785,False
clustered,4000,0.01,4,0,32.0,32.0,True,False,0.38640103259231756,False
clustered,4000,0.01,4,4,32.0,32.0,True,False,0.34057693570146175,False
clustered,4000,0.01,4,16,32.0,32.0,True,False,0.23858433357276648,False
clustered,4000,0.01,16,0,32.0,32.0,True,False,0.3692082938200933,False
clustered,4000,0.01,16,4,32.0,32.0,True,False,0.3243836425584152,False
clustered,4000,0.01,16,16,32.0,32.0,True,False,0.22455588726696746,False
clustered,4000,0.01,32,0,32.0,32.0,True,False,0.3486773445912786,False
clustered,4000,0.01,32,4,32.0,32.0,True,False,0.3053975360292768,False
clustered,4000,0.01,32,16,32.0,32.0,True,False,0.20904829018256427,False
clustered,4000,0.03,0,0,32.0,32.0,False,False,0.07216396931532783,False
clustered,4000,0.03,0,4,32.0,32.0,False,False,0.05843144973231098,False
clustered,4000,0.03,0,16,32.0,32.0,False,False,0.03177280868002063,False
clustered,4000,0.03,4,0,32.0,32.0,False,False,0.07031305100092024,False
clustered,4000,0.03,4,4,32.0,32.0,False,False,0.05671072534923387,False
clustered,4000,0.03,4,16,32.0,32.0,False,False,0.030342822573102914,False
clustered,4000,0.03,16,0,32.0,32.0,False,False,0.0652572123778438,False
clustered,4000,0.03,16,4,32.0,32.0,False,False,0.05203253974037553,False
clustered,4000,0.03,16,16,32.0,32.0,False,False,0.026480301677313092,False
clustered,4000,0.03,32,0,32.0,32.0,False,False,0.059215758380020043,False
clustered,4000,0.03,32,4,32.0,32.0,False,False,0.04654433203472005,False
clustered,4000,0.03,32,16,32.0,32.0,False,False,0.022205529484976776,False
clustered,4000,0.1,0,0,16.0,4.0,True,True,0.45459706157102703,True
clustered,4000,0.1,0,4,32.0,4.0,True,True,0.3106504551860293,True
clustered,4000,0.1,0,16,32.0,4.0,True,True,0.11382373481367968,True
clustered,4000,0.1,4,0,32.0,4.0,True,True,0.45459706157102703,True
clustered,4000,0.1,4,4,32.0,4.0,True,True,0.3106504551860293,True
clustered,4000,0.1,4,16,32.0,4.0,True,True,0.11382373481367968,True
clustered,4000,0.1,16,0,32.0,4.0,True,True,0.45530306422891814,True
clustered,4000,0.1,16,4,32.0,4.0,True,True,0.3111305436888533,True
clustered,4000,0.1,16,16,32.0,4.0,True,True,0.11345019996292813,True
clustered,4000,0.1,32,0,32.0,4.0,True,True,0.4550249281108158,True
clustered,4000,0.1,32,4,32.0,4.0,True,True,0.3114392048594159,True
clustered,4000,0.1,32,16,32.0,4.0,True,True,0.11283601260197544,True
clustered,4000,0.3,0,0,32.0,4.0,True,True,0.36858152295027413,True
clustered,4000,0.3,0,4,32.0,4.0,True,True,0.3324566837732875,True
clustered,4000,0.3,0,16,32.0,4.0,True,True,0.1431111135961668,True
clustered,4000,0.3,4,0,32.0,4.0,True,True,0.36858152295027413,True
clustered,4000,0.3,4,4,32.0,4.0,True,True,0.3324566837732875,True
clustered,4000,0.3,4,16,32.0,4.0,True,True,0.1431111135961668,True
clustered,4000,0.3,16,0,32.0,4.0,True,True,0.36858152295027413,True
clustered,4000,0.3,16,4,32.0,4.0,True,True,0.3324566837732875,True
clustered,4000,0.3,16,16,32.0,4.0,True,True,0.14164936570834463,True
clustered,4000,0.3,32,0,32.0,4.0,True,True,0.3679302934348299,True
clustered,4000,0.3,32,4,32.0,4.0,True,True,0.3333498304375642,True
clustered,4000,0.3,32,16,32.0,4.0,True,True,0.1377714023123015,True
clustered,4000,1.0,0,0,8.0,4.0,False,False,0.02035172983794625,False
clustered,4000,1.0,0,4,32.0,4.0,True,True,0.3885422280280739,True
clustered,4000,1.0,0,16,32.0,4.0,True,True,0.1856788288546664,True
clustered,4000,1.0,4,0,32.0,4.0,False,False,0.02035172983794625,False
clustered,4000,1.0,4,4,32.0,4.0,True,True,0.3885422280280739,True
clustered,4000,1.0,4,16,32.0,4.0,True,True,0.1856788288546664,True
clustered,4000,1.0,16,0,32.0,4.0,False,False,0.02035172983794625,False
clustered,4000,1.0,16,4,32.0,4.0,True,True,0.3885422280280739,True
clustered,4000,1.0,16,16,32.0,4.0,True,True,0.17695831044148072,True
clustered,4000,1.0,32,0,32.0,4.0,False,False,0.021402815043983014,False
clustered,4000,1.0,32,4,32.0,4.0,True,True,0.3891039770829872,True
clustered,4000,1.0,32,16,32.0,4.0,True,True,0.16212975614018693,True
clustered,8000,0.01,0,0,32.0,32.0,True,False,0.1985453281376826,False
clustered,8000,0.01,0,4,32.0,32.0,True,False,0.20012178219939317,False
clustered,8000,0.01,0,16,32.0,32.0,True,False,0.17599760197649722,False
clustered,8000,0.01,4,0,32.0,32.0,True,False,0.1939520142473266,False
clustered,8000,0.01,4,4,32.0,32.0,True,False,0.19547443994530062,False
clustered,8000,0.01,4,16,32.0,32.0,True,False,0.1713643382655823,False
clustered,8000,0.01,16,0,32.0,32.0,True,False,0.17909869308635967,False
clustered,8000,0.01,16,4,32.0,32.0,True,False,0.1806434980291259,False
clustered,8000,0.01,16,16,32.0,32.0,True,False,0.15701176941007491,False
clustered,8000,0.01,32,0,32.0,32.0,True,False,0.1602800491439749,False
clustered,8000,0.01,32,4,32.0,32.0,True,False,0.16197748145009502,False
clustered,8000,0.01,32,16,32.0,32.0,True,False,0.1393322970898477,False
clustered,8000,0.03,0,0,32.0,32.0,False,False,0.0352311044098835,False
clustered,8000,0.03,0,4,32.0,32.0,False,False,0.03451326384809866,False
clustered,8000,0.03,0,16,32.0,32.0,False,False,0.02511041054547171,False
clustered,8000,0.03,4,0,32.0,32.0,False,False,0.03277019533071539,False
clustered,8000,0.03,4,4,32.0,32.0,False,False,0.03214369575665895,False
clustered,8000,0.03,4,16,32.0,32.0,False,False,0.022997874949373828,False
clustered,8000,0.03,16,0,32.0,32.0,False,False,0.025317641585274157,False
clustered,8000,0.03,16,4,32.0,32.0,False,False,0.025033765401800915,False
clustered,8000,0.03,16,16,32.0,32.0,False,False,0.016756273804344628,False
clustered,8000,0.03,32,0,32.0,32.0,False,False,0.012883698875175823,False
clustered,8000,0.03,32,4,32.0,32.0,False,False,0.015979265015434185,False
clustered,8000,0.03,32,16,32.0,32.0,False,False,0.008952444359419647,False
clustered,8000,0.1,0,0,8.0,4.0,True,False,0.040711131074369356,False
clustered,8000,0.1,0,4,32.0,4.0,True,True,0.17754257970043416,True
clustered,8000,0.1,0,16,32.0,4.0,True,True,0.1319709845129586,True
clustered,8000,0.1,4,0,8.0,4.0,True,False,0.040711131074369356,False
clustered,8000,0.1,4,4,32.0,4.0,True,True,0.17754257970043416,True
clustered,8000,0.1,4,16,32.0,4.0,True,True,0.1319709845129586,True
clustered,8000,0.1,16,0,8.0,4.0,True,False,0.04216084986355242,False
clustered,8000,0.1,16,4,32.0,4.0,True,True,0.17788510238818692,True
clustered,8000,0.1,16,16,32.0,4.0,True,True,0.1323856231017942,True
clustered,8000,0.1,32,0,32.0,4.0,True,True,0.043043928204791373,False
clustered,8000,0.1,32,4,32.0,4.0,True,True,0.17731356685539432,True
clustered,8000,0.1,32,16,32.0,4.0,True,True,0.13317477867135222,True
clustered,8000,0.3,0,0,16.0,4.0,True,True,0.3667739285465499,True
clustered,8000,0.3,0,4,32.0,4.0,True,True,0.3995702942204734,True
clustered,8000,0.3,0,16,32.0,4.0,True,True,0.164883477265266,True
clustered,8000,0.3,4,0,16.0,4.0,True,True,0.3667739285465499,True
clustered,8000,0.3,4,4,32.0,4.0,True,True,0.3995702942204734,True
clustered,8000,0.3,4,16,32.0,4.0,True,True,0.164883477265266,True
clustered,8000,0.3,16,0,32.0,4.0,True,True,0.3677461678294436,True
clustered,8000,0.3,16,4,32.0,4.0,True,True,0.3986393897761834,True
clustered,8000,0.3,16,16,32.0,4.0,True,True,0.16610381721984382,True
clustered,8000,0.3,32,0,32.0,4.0,True,True,0.36758761766231673,True
clustered,8000,0.3,32,4,32.0,4.0,True,True,0.39664440197623674,True
clustered,8000,0.3,32,16,32.0,4.0,True,True,0.1683931766656385,True
clustered,8000,1.0,0,0,4.0,4.0,True,False,0.8083204920305832,False
clustered,8000,1.0,0,4,32.0,4.0,True,True,0.3452784988862169,True
clustered,8000,1.0,0,16,32.0,4.0,True,True,0.18733857062441198,True
clustered,8000,1.0,4,0,4.0,4.0,True,False,0.8083204920305832,False
clustered,8000,1.0,4,4,32.0,4.0,True,True,0.3452784988862169,True
clustered,8000,1.0,4,16,32.0,4.0,True,True,0.18733857062441198,True
clustered,8000,1.0,16,0,32.0,4.0,True,True,0.8055249546206432,True
clustered,8000,1.0,16,4,32.0,4.0,True,True,0.3452784988862169,True
clustered,8000,1.0,16,16,32.0,4.0,True,True,0.191082806814142,True
clustered,8000,1.0,32,0,32.0,4.0,True,True,0.8000837778622327,True
clustered,8000,1.0,32,4,32.0,4.0,True,True,0.3466642978091072,True
clustered,8000,1.0,32,16,32.0,4.0,True,True,0.1969333405596696,True
global,250,0.01,0,0,32.0,32.0,True,False,0.9747546562105048,False
global,250,0.01,0,4,32.0,32.0,True,False,0.8469066338162538,False
global,250,0.01,0,16,32.0,32.0,True,False,0.32402203982072286,False
global,250,0.01,4,0,32.0,32.0,True,False,0.9682180825655599,False
global,250,0.01,4,4,32.0,32.0,True,False,0.841289462523935,False
global,250,0.01,4,16,32.0,32.0,True,False,0.32038537851102594,False
global,250,0.01,16,0,32.0,32.0,True,False,0.9726339737569848,False
global,250,0.01,16,4,32.0,32.0,True,False,0.8469032185126756,False
global,250,0.01,16,16,32.0,32.0,True,False,0.32381466035444234,False
global,250,0.01,32,0,32.0,32.0,True,False,0.9854156611514793,False
global,250,0.01,32,4,32.0,32.0,True,False,0.8568375337203055,False
global,250,0.01,32,16,32.0,32.0,True,False,0.32659507280452893,False
global,250,0.03,0,0,8.0,32.0,False,False,0.6209927694577969,False
global,250,0.03,0,4,16.0,32.0,False,False,0.5115788758028662,False
global,250,0.03,0,16,32.0,32.0,True,False,0.18265858360809262,False
global,250,0.03,4,0,8.0,32.0,False,False,0.6178440079565702,False
