path,strength,rho_global,rho_cluster,budget,error_amplitude,max_delay,overhead,selected_q,selected_eta,best_risk,runner_up_q,runner_up_risk,relative_margin,lrv_at_best_q,horizon_at_best_q
clustered,0.8,0.0,0.8,250,0.03,0,0,32.0,0.0025,0.0009182632366828205,16.0,0.0009333821371178812,0.016464669204962437,1.1428410076309397,7.0
balanced,0.0,0.0,0.0,250,0.03,0,0,8.0,0.0047880164034928676,0.0007841673697478368,4.0,0.0007850827990543267,0.0011673902049561687,0.18749999999999997,31.0
balanced,0.1,0.05,0.05,250,0.03,0,0,32.0,0.0025,0.0009579233429418231,16.0,0.0010206112325538714,0.06544144693199679,2.063029125476932,7.0
balanced,0.2,0.1,0.1,250,0.03,0,0,32.0,0.0025,0.0010448195822000705,16.0,0.0011978433530913828,0.14645951655030343,4.079183250953864,7.0
balanced,0.30000000000000004,0.15000000000000002,0.15000000000000002,250,0.03,0,0,32.0,0.0025,0.001131715821458318,16.0,0.0013750754736288943,0.21503600776472792,6.0953373764307965,7.0
balanced,0.4,0.2,0.2,250,0.03,0,0,32.0,0.0025,0.0012186120607165654,16.0,0.0015523075941664055,0.2738324559611048,8.111491501907729,7.0
balanced,0.5,0.25,0.25,250,0.03,0,0,32.0,0.0025,0.0013055082999748127,16.0,0.001729539714703917,0.32480177624093626,10.12764562738466,7.0
balanced,0.6000000000000001,0.30000000000000004,0.30000000000000004,250,0.03,0,0,32.0,0.0025,0.0013924045392330602,16.0,0.0019067718352414281,0.3694093788947878,12.143799752861593,7.0
balanced,0.7000000000000001,0.35000000000000003,0.35000000000000003,250,0.03,0,0,32.0,0.0025,0.0014793007784913077,16.0,0.0020840039557789396,0.40877635304454424,14.159953878338525,7.0
balanced,0.8,0.4,0.4,250,0.03,0,0,32.0,0.0025,0.001566197017749555,16.0,0.0022612360763164512,0.44377498532437987,16.176108003815457,7.0
global,0.0,0.0,0.0,250,0.1,0,0,2.0,0.007384130729697496,0.003911403681667634,4.0,0.00392380840843408,0.0031714258552718445,0.7499999999999999,125.0
global,0.1,0.1,0.0,250,0.1,0,0,1.0,0.0025,0.00629714532584869,2.0,0.007363193186442973,0.1692906555956937,3.8459999999999983,250.0
global,0.2,0.2,0.0,250,0.1,0,0,1.0,0.0025,0.008393404270240417,2.0,0.008941328424353849,0.06528032446335837,6.191999999999997,250.0
global,0.30000000000000004,0.30000000000000004,0.0,250,0.1,0,0,32.0,0.0025,0.010161315212160103,16.0,0.010314693660866342,0.015094350042668776,11.73281249999999,7.0
global,0.4,0.4,0.0,250,0.1,0,0,32.0,0.0025,0.010329203174051692,16.0,0.010657907523803675,0.03182281771528434,15.628124999999986,7.0
global,0.5,0.5,0.0,250,0.1,0,0,32.0,0.0025,0.010497091135943281,16.0,0.011001121386741006,0.04801618317591492,19.523437499999982,7.0
global,0.6000000000000001,0.6000000000000001,0.0,250,0.1,0,0,32.0,0.0025,0.01066497909783487,16.0,0.01134433524967834,0.06369971714069156,23.41874999999998,7.0
global,0.7000000000000001,0.7000000000000001,0.0,250,0.1,0,0,32.0,0.0025,0.01083286705972646,16.0,0.011687549112615672,0.07889712374175432,27.31406249999998,7.0
