persistence,rho,delay,seed,policy,pilot_stays,persistence_upper,certificate_covered,gap,delta_upper,num_agents,eta,theorem_contraction,updates,risk_surrogate,exact_radius,exact_residual,expected_final_error,used_persistence
0.5,0.9,0,74,worst_mixing,-1,0.98,True,85,0.01556054531676138,4,0.038165133508905116,0.9589872889196854,206,0.0014933099933602955,0.9535418318278037,0.0,0.00121543743953191,0.5
0.5,0.9,0,74,oracle_q1,-1,0.5,True,1,0.0,1,0.00434885061279695,0.9943498046825747,2000,0.00014586722226623438,0.994349804682575,1.5700924586837754e-16,0.00014586561853702847,0.5
0.5,0.9,0,74,oracle_q32,-1,0.5,True,1,0.0,32,0.015903828684048202,0.9797770282692881,487,0.0004995707026237802,0.9797770282692883,1.5700924586837754e-16,0.0004995491282407735,0.5
0.5,0.9,0,75,online_ucb,1021,0.5244642201943874,True,2,0.0011969961394389477,1,0.0052725148572611335,0.9932176556772827,1632,0.0001789661683245008,0.9931617951842586,1.5700924586837754e-16,0.00017630782390670846,0.5
0.5,0.9,0,75,oracle,-1,0.5,True,1,0.0,1,0.00434885061279695,0.9943498046825747,2000,0.00014586722226623438,0.994349804682575,1.5700924586837754e-16,0.00014586561853702847,0.5
0.5,0.9,0,75,iid_naive,-1,0.5,True,1,0.0,1,0.00434885061279695,0.9943498046825747,2000,0.00014586722226623438,0.994349804682575,1.5700924586837754e-16,0.00014586561853702847,0.5
0.5,0.9,0,75,worst_mixing,-1,0.98,True,85,0.01556054531676138,4,0.038165133508905116,0.9589872889196854,206,0.0014933099933602955,0.9535418318278037,0.0,0.00121543743953191,0.5
0.5,0.9,0,75,oracle_q1,-1,0.5,True,1,0.0,1,0.00434885061279695,0.9943498046825747,2000,0.00014586722226623438,0.994349804682575,1.5700924586837754e-16,0.00014586561853702847,0.5
0.5,0.9,0,75,oracle_q32,-1,0.5,True,1,0.0,32,0.015903828684048202,0.9797770282692881,487,0.0004995707026237802,0.9797770282692883,1.5700924586837754e-16,0.0004995491282407735,0.5
0.5,0.9,0,76,online_ucb,987,0.5078783426836684,True,2,0.00012413656688262226,1,0.00524069704558352,0.9932084067288127,1632,0.00017654631200232464,0.9932026487790037,0.0,0.00017626766718158445,0.5
0.5,0.9,0,76,oracle,-1,0.5,True,1,0.0,1,0.00434885061279695,0.9943498046825747,2000,0.00014586722226623438,0.994349804682575,1.5700924586837754e-16,0.00014586561853702847,0.5
0.5,0.9,0,76,iid_naive,-1,0.5,True,1,0.0,1,0.00434885061279695,0.9943498046825747,2000,0.00014586722226623438,0.994349804682575,1.5700924586837754e-16,0.00014586561853702847,0.5
0.5,0.9,0,76,worst_mixing,-1,0.98,True,85,0.01556054531676138,4,0.038165133508905116,0.9589872889196854,206,0.0014933099933602955,0.9535418318278037,0.0,0.00121543743953191,0.5
0.5,0.9,0,76,oracle_q1,-1,0.5,True,1,0.0,1,0.00434885061279695,0.9943498046825747,2000,0.00014586722226623438,0.994349804682575,1.5700924586837754e-16,0.00014586561853702847,0.5
0.5,0.9,0,76,oracle_q32,-1,0.5,True,1,0.0,32,0.015903828684048202,0.9797770282692881,487,0.0004995707026237802,0.9797770282692883,1.5700924586837754e-16,0.0004995491282407735,0.5
0.5,0.9,0,77,online_ucb,1004,0.5161748199833877,True,2,0.0005232496029899933,1,0.005252484545264781,0.9932118385310682,1632,0.00017744056287960903,0.9931875132213044,1.5700924586837754e-16,0.00017627505549640515,0.5
0.5,0.9,0,77,oracle,-1,0.5,True,1,0.0,1,0.00434885061279695,0.9943498046825747,2000,0.00014586722226623438,0.994349804682575,1.5700924586837754e-16,0.00014586561853702847,0.5
0.5,0.9,0,77,iid_naive,-1,0.5,True,1,0.0,1,0.00434885061279695,0.9943498046825747,2000,0.00014586722226623438,0.994349804682575,1.5700924586837754e-16,0.00014586561853702847,0.5
0.5,0.9,0,77,worst_mixing,-1,0.98,True,85,0.01556054531676138,4,0.038165133508905116,0.9589872889196854,206,0.0014933099933602955,0.9535418318278037,0.0,0.00121543743953191,0.5
0.5,0.9,0,77,oracle_q1,-1,0.5,True,1,0.0,1,0.00434885061279695,0.9943498046825747,2000,0.00014586722226623438,0.994349804682575,1.5700924586837754e-16,0.00014586561853702847,0.5
0.5,0.9,0,77,oracle_q32,-1,0.5,True,1,0.0,32,0.015903828684048202,0.9797770282692881,487,0.0004995707026237802,0.9797770282692883,1.5700924586837754e-16,0.0004995491282407735,0.5
0.5,0.9,0,78,online_ucb,1006,0.5171504107340813,True,2,0.0005882731766953822,1,0.005254410495753055,0.9932123985706354,1632,0.00017758691930995922,0.9931850402995519,0.0,0.00017627711102059782,0.5
0.5,0.9,0,78,oracle,-1,0.5,True,1,0.0,1,0.00434885061279695,0.9943498046825747,2000,0.00014586722226623438,0.994349804682575,1.5700924586837754e-16,0.00014586561853702847,0.5
0.5,0.9,0,78,iid_naive,-1,0.5,True,1,0.0,1,0.00434885061279695,0.9943498046825747,2000,0.00014586722226623438,0.994349804682575,1.5700924586837754e-16,0.00014586561853702847,0.5
0.5,0.9,0,78,worst_mixing,-1,0.98,True,85,0.01556054531676138,4,0.038165133508905116,0.9589872889196854,206,0.0014933099933602955,0.9535418318278037,0.0,0.00121543743953191,0.5
0.5,0.9,0,78,oracle_q1,-1,0.5,True,1,0.0,1,0.00434885061279695,0.9943498046825747,2000,0.00014586722226623438,0.994349804682575,1.5700924586837754e-16,0.00014586561853702847,0.5
0.5,0.9,0,78,oracle_q32,-1,0.5,True,1,0.0,32,0.015903828684048202,0.9797770282692881,487,0.0004995707026237802,0.9797770282692883,1.5700924586837754e-16,0.0004995491282407735,0.5
