task,mixing,rho,delay_trace,budget,best_fixed_policy,best_fixed_q,policy,nominal_q,geometric_terminal_prediction_mse,geometric_terminal_error_ratio_to_best_fixed,cvar90_terminal_prediction_mse,mean_message_bytes,mean_environment_steps,mean_agent_transitions,mean_wall_seconds,seeds
acrobot,slow_regeneration,0.0,zero,environment_binding,fixed_q16,16,fixed_q32,32,33.95974397337885,1.0108171191423165,35.75851058959961,536253440.0,808.0,25856.0,1.6233439214993268,2
acrobot,slow_regeneration,0.0,zero,environment_binding,fixed_q16,16,fixed_q4,4,33.886609101666885,1.0086402481862022,36.174415588378906,143671296.0,1024.0,4096.0,0.9627818759763613,2
acrobot,slow_regeneration,0.0,zero,environment_binding,fixed_q16,16,oracle_evaluation_only,,523.0957799140347,15.570028139867599,749.56298828125,185830400.0,1024.0,32768.0,0.7691553379409015,2
acrobot,slow_regeneration,0.0,zero,environment_binding,fixed_q16,16,single_agent,1,33.900143288210515,1.0090430953767666,35.58498001098633,86249472.0,1024.0,1024.0,0.9140053620794788,2
acrobot,slow_regeneration,0.0,zero,message_binding,fixed_q4,4,always_all,32,819.1531659187033,24.412074695359415,855.8370971679688,134063360.0,202.0,6464.0,0.4073747376678511,2
acrobot,slow_regeneration,0.0,zero,message_binding,fixed_q4,4,fixed_q16,16,160.2537626773271,4.775818476272078,288.53839111328125,134175744.0,368.0,5888.0,0.43754508497659117,2
acrobot,slow_regeneration,0.0,zero,message_binding,fixed_q4,4,fixed_q32,32,819.1531659187033,24.412074695359415,855.8370971679688,134063360.0,202.0,6464.0,0.4063691828632727,2
acrobot,slow_regeneration,0.0,zero,message_binding,fixed_q4,4,fixed_q4,4,33.55524576018192,1.0,35.491363525390625,134130624.0,956.0,3824.0,0.8988364555407315,2
acrobot,slow_regeneration,0.0,zero,message_binding,fixed_q4,4,oracle_evaluation_only,,33.99481011299468,1.0130997208589771,36.03860092163086,134167890.0,3020.0,17474.0,1.380948849604465,2
acrobot,slow_regeneration,0.0,zero,message_binding,fixed_q4,4,single_agent,1,34.50243248065573,1.0282276794288236,34.990230560302734,134175204.0,1593.0,1593.0,1.425227997940965,2
acrobot,slow_regeneration,0.5,edge_jitter,environment_binding,fixed_q16,16,always_all,32,34.93488375665799,1.0370430859999473,37.2335319519043,536253440.0,808.0,25856.0,3.390400866512209,2
acrobot,slow_regeneration,0.5,edge_jitter,environment_binding,fixed_q16,16,fixed_q16,16,33.68701284283936,1.0,35.34418487548828,373358592.0,1024.0,16384.0,3.3888202571542934,2
acrobot,slow_regeneration,0.5,edge_jitter,environment_binding,fixed_q16,16,fixed_q32,32,34.93488375665799,1.0370430859999473,37.2335319519043,536253440.0,808.0,25856.0,3.390034549520351,2
acrobot,slow_regeneration,0.5,edge_jitter,environment_binding,fixed_q16,16,fixed_q4,4,33.946664282411156,1.0077077608745886,35.421112060546875,143671296.0,1024.0,4096.0,2.1995641129324213,2
acrobot,slow_regeneration,0.5,edge_jitter,environment_binding,fixed_q16,16,oracle_evaluation_only,,683.0037323907578,20.27498655274624,754.3255615234375,169902080.0,1024.0,32768.0,2.16844301589299,2
acrobot,slow_regeneration,0.5,edge_jitter,environment_binding,fixed_q16,16,single_agent,1,33.92857007829232,1.0071706338754314,35.42144775390625,86249472.0,1024.0,1024.0,0.876744948560372,2
acrobot,slow_regeneration,0.5,edge_jitter,message_binding,single_agent,1,always_all,32,824.3769892440719,24.17714929051943,857.8177490234375,134063360.0,202.0,6464.0,0.8507981695001945,2
acrobot,slow_regeneration,0.5,edge_jitter,message_binding,single_agent,1,fixed_q16,16,189.37987652412,5.554091886458742,277.3115539550781,134175744.0,368.0,5888.0,1.216511911014095,2
acrobot,slow_regeneration,0.5,edge_jitter,message_binding,single_agent,1,fixed_q32,32,824.3769892440719,24.17714929051943,857.8177490234375,134063360.0,202.0,6464.0,0.8520665139658377,2
acrobot,slow_regeneration,0.5,edge_jitter,message_binding,single_agent,1,fixed_q4,4,35.07829325979477,1.028768565915886,38.3488655090332,134130624.0,956.0,3824.0,2.0538765019737184,2
acrobot,slow_regeneration,0.5,edge_jitter,message_binding,single_agent,1,oracle_evaluation_only,,35.40207782668157,1.0382644493693611,37.40171813964844,134178780.0,4038.0,14556.0,6.406312669394538,2
acrobot,slow_regeneration,0.5,edge_jitter,message_binding,single_agent,1,single_agent,1,34.09736108000683,1.0,35.29617691040039,134175204.0,1593.0,1593.0,1.3631886754883453,2
acrobot,slow_regeneration,0.5,wan_bursty,environment_binding,fixed_q16,16,always_all,32,35.41971508234989,1.0554846738748447,37.43135833740234,536253440.0,808.0,25856.0,5.414042381453328,2
acrobot,slow_regeneration,0.5,wan_bursty,environment_binding,fixed_q16,16,fixed_q16,16,33.55777299192676,1.0,35.34830474853516,373358592.0,1024.0,16384.0,5.657777630141936,2
acrobot,slow_regeneration,0.5,wan_bursty,environment_binding,fixed_q16,16,fixed_q32,32,35.41971508234989,1.0554846738748447,37.43135833740234,536253440.0,808.0,25856.0,5.411556369974278,2
acrobot,slow_regeneration,0.5,wan_bursty,environment_binding,fixed_q16,16,fixed_q4,4,33.57550622272995,1.0005284388450764,35.47111511230469,143671296.0,1024.0,4096.0,2.770766634028405,2
acrobot,slow_regeneration,0.5,wan_bursty,environment_binding,fixed_q16,16,oracle_evaluation_only,,713.5675246775024,21.263852188557642,776.520263671875,169902080.0,1024.0,32768.0,3.0881937145022675,2
acrobot,slow_regeneration,0.5,wan_bursty,environment_binding,fixed_q16,16,single_agent,1,33.678380947848154,1.0035940393288436,35.51511001586914,86249472.0,1024.0,1024.0,0.8843094224575907,2
acrobot,slow_regeneration,0.5,wan_bursty,message_binding,single_agent,1,always_all,32,839.1712733773511,24.858325117884803,868.7068481445312,134063360.0,202.0,6464.0,1.365372444037348,2
acrobot,slow_regeneration,0.5,wan_bursty,message_binding,single_agent,1,fixed_q16,16,229.89764859046605,6.810135992261527,335.1073608398437,134175744.0,368.0,5888.0,2.0424970620078966,2
acrobot,slow_regeneration,0.5,wan_bursty,message_binding,single_agent,1,fixed_q32,32,839.1712733773511,24.858325117884803,868.7068481445312,134063360.0,202.0,6464.0,1.3640700045507401,2
acrobot,slow_regeneration,0.5,wan_bursty,message_binding,single_agent,1,fixed_q4,4,34.00764718019547,1.0073904778667007,35.965553283691406,134130624.0,956.0,3824.0,2.595566637464799,2
acrobot,slow_regeneration,0.5,wan_bursty,message_binding,single_agent,1,oracle_evaluation_only,,35.14651740438539,1.041126625895282,37.095890045166016,134164476.0,4028.0,14588.0,8.034925421583466,2
acrobot,slow_regeneration,0.5,wan_bursty,message_binding,single_agent,1,single_agent,1,33.7581582587635,1.0,35.75577545166016,134175204.0,1593.0,1593.0,1.3798262858763337,2
acrobot,slow_regeneration,0.5,zero,environment_binding,fixed_q16,16,always_all,32,35.112546217684645,1.033732089318032,37.96581268310547,536253440.0,808.0,25856.0,1.6253457184648141,2
acrobot,slow_regeneration,0.5,zero,environment_binding,fixed_q16,16,fixed_q16,16,33.96677589920702,1.0,35.335235595703125,373358592.0,1024.0,16384.0,1.2236690495628864,2
acrobot,slow_regeneration,0.5,zero,environment_binding,fixed_q16,16,fixed_q32,32,35.112546217684645,1.033732089318032,37.96581268310547,536253440.0,808.0,25856.0,1.6279499494703487,2
acrobot,slow_regeneration,0.5,zero,environment_binding,fixed_q16,16,fixed_q4,4,34.02609339604226,1.0017463387461696,35.367069244384766,143671296.0,1024.0,4096.0,0.9622193474788219,2
acrobot,slow_regeneration,0.5,zero,environment_binding,fixed_q16,16,oracle_evaluation_only,,519.4998727238869,15.294353348856257,747.5038452148438,185830400.0,1024.0,32768.0,0.7722705279011279,2
acrobot,slow_regeneration,0.5,zero,environment_binding,fixed_q16,16,single_agent,1,34.09884143196919,1.003888079726909,35.367069244384766,86249472.0,1024.0,1024.0,0.9215588864171878,2
acrobot,slow_regeneration,0.5,zero,message_binding,single_agent,1,always_all,32,819.9646239992577,24.143064931577314,854.641357421875,134063360.0,202.0,6464.0,0.4060701699927449,2
acrobot,slow_regeneration,0.5,zero,message_binding,single_agent,1,fixed_q16,16,182.09542235209108,5.361623510227814,261.008544921875,134175744.0,368.0,5888.0,0.438300212030299,2
acrobot,slow_regeneration,0.5,zero,message_binding,single_agent,1,fixed_q32,32,819.9646239992577,24.143064931577314,854.641357421875,134063360.0,202.0,6464.0,0.40660440037027,2
acrobot,slow_regeneration,0.5,zero,message_binding,single_agent,1,fixed_q4,4,34.4621649215497,1.0147050995025044,37.3575325012207,134130624.0,956.0,3824.0,0.8994509429903701,2
acrobot,slow_regeneration,0.5,zero,message_binding,single_agent,1,oracle_evaluation_only,,35.0876498240384,1.0331218972185479,36.24673080444336,134190000.0,2620.0,18016.0,1.3031828994862735,2
acrobot,slow_regeneration,0.5,zero,message_binding,single_agent,1,single_agent,1,33.96273945843577,1.0,35.24842071533203,134175204.0,1593.0,1593.0,1.4218982099555433,2
acrobot,slow_regeneration,0.9,edge_jitter,environment_binding,fixed_q16,16,always_all,32,35.709298549899394,1.061492953010764,38.29850769042969,536253440.0,808.0,25856.0,3.400779723073356,2
acrobot,slow_regeneration,0.9,edge_jitter,environment_binding,fixed_q16,16,fixed_q16,16,33.64063647207019,1.0,35.41248321533203,373358592.0,1024.0,16384.0,3.3984238244593143,2
acrobot,slow_regeneration,0.9,edge_jitter,environment_binding,fixed_q16,16,fixed_q32,32,35.709298549899394,1.061492953010764,38.29850769042969,536253440.0,808.0,25856.0,3.3938076846534386,2
acrobot,slow_regeneration,0.9,edge_jitter,environment_binding,fixed_q16,16,fixed_q4,4,34.08445426793931,1.0131929072221209,35.421112060546875,143671296.0,1024.0,4096.0,2.209908824064769,2
acrobot,slow_regeneration,0.9,edge_jitter,environment_binding,fixed_q16,16,oracle_evaluation_only,,683.0697798866373,20.304900605960572,754.1583251953125,169902080.0,1024.0,32768.0,2.169435245450586,2
acrobot,slow_regeneration,0.9,edge_jitter,environment_binding,fixed_q16,16,single_agent,1,33.92857007829232,1.0085591010283406,35.42144775390625,86249472.0,1024.0,1024.0,0.8787938505411148,2
acrobot,slow_regeneration,0.9,edge_jitter,message_binding,single_agent,1,always_all,32,824.6823767593345,24.186105629238607,857.7349853515625,134063360.0,202.0,6464.0,0.8491719120647758,2
acrobot,slow_regeneration,0.9,edge_jitter,message_binding,single_agent,1,fixed_q16,16,194.22705667976211,5.696248933283233,272.1820068359375,134175744.0,368.0,5888.0,1.2180387279950082,2
acrobot,slow_regeneration,0.9,edge_jitter,message_binding,single_agent,1,fixed_q32,32,824.6823767593345,24.186105629238607,857.7349853515625,134063360.0,202.0,6464.0,0.8504226900404319,2
acrobot,slow_regeneration,0.9,edge_jitter,message_binding,single_agent,1,fixed_q4,4,35.40068239485908,1.038223524447951,38.3488655090332,134130624.0,956.0,3824.0,2.0565724435728043,2
acrobot,slow_regeneration,0.9,edge_jitter,message_binding,single_agent,1,oracle_evaluation_only,,34.76820772143942,1.0196744445958297,35.28443908691406,133801920.0,4096.0,14272.0,6.346410847152583,2
acrobot,slow_regeneration,0.9,edge_jitter,message_binding,single_agent,1,single_agent,1,34.09736108000683,1.0,35.29617691040039,134175204.0,1593.0,1593.0,1.3702889614505693,2
acrobot,slow_regeneration,0.9,wan_bursty,environment_binding,fixed_q16,16,always_all,32,36.11952589865136,1.0725824880585901,38.20844268798828,536253440.0,808.0,25856.0,5.3941855520242825,2
acrobot,slow_regeneration,0.9,wan_bursty,environment_binding,fixed_q16,16,fixed_q16,16,33.675289593837114,1.0,35.57052230834961,373358592.0,1024.0,16384.0,5.645993533078581,2
acrobot,slow_regeneration,0.9,wan_bursty,environment_binding,fixed_q16,16,fixed_q32,32,36.11952589865136,1.0725824880585901,38.20844268798828,536253440.0,808.0,25856.0,5.392010533018038,2
acrobot,slow_regeneration,0.9,wan_bursty,environment_binding,fixed_q16,16,fixed_q4,4,33.72371933074885,1.0014381386914812,35.47111511230469,143671296.0,1024.0,4096.0,2.7527900990098715,2
acrobot,slow_regeneration,0.9,wan_bursty,environment_binding,fixed_q16,16,oracle_evaluation_only,,713.6511203059348,21.192130161711795,776.3466796875,169902080.0,1024.0,32768.0,3.075927018537186,2
acrobot,slow_regeneration,0.9,wan_bursty,environment_binding,fixed_q16,16,single_agent,1,33.678380947848154,1.0000917988842362,35.51511001586914,86249472.0,1024.0,1024.0,0.880706888041459,2
acrobot,slow_regeneration,0.9,wan_bursty,message_binding,single_agent,1,always_all,32,839.4550071121761,24.866730011678182,868.5823364257812,134063360.0,202.0,6464.0,1.3545330211054534,2
acrobot,slow_regeneration,0.9,wan_bursty,message_binding,single_agent,1,fixed_q16,16,223.44784214178506,6.619076800014076,329.6234741210937,134175744.0,368.0,5888.0,2.0340073194820434,2
acrobot,slow_regeneration,0.9,wan_bursty,message_binding,single_agent,1,fixed_q32,32,839.4550071121761,24.866730011678182,868.5823364257812,134063360.0,202.0,6464.0,1.362070821924135,2
acrobot,slow_regeneration,0.9,wan_bursty,message_binding,single_agent,1,fixed_q4,4,34.25346142457835,1.0146721027260504,35.965553283691406,134130624.0,956.0,3824.0,2.5812217745697126,2
acrobot,slow_regeneration,0.9,wan_bursty,message_binding,single_agent,1,oracle_evaluation_only,,39.49665627511121,1.1699884801878375,42.92601776123047,133801920.0,4096.0,14272.0,7.93801074498333,2
acrobot,slow_regeneration,0.9,wan_bursty,message_binding,single_agent,1,single_agent,1,33.7581582587635,1.0,35.75577545166016,134175204.0,1593.0,1593.0,1.3747875264380127,2
acrobot,slow_regeneration,0.9,zero,environment_binding,fixed_q16,16,always_all,32,35.68417870758713,1.0529974900328136,38.80291748046875,536253440.0,808.0,25856.0,1.6211632870836183,2
acrobot,slow_regeneration,0.9,zero,environment_binding,fixed_q16,16,fixed_q16,16,33.888189711140846,1.0,35.3670654296875,373358592.0,1024.0,16384.0,1.2175243236124516,2
acrobot,slow_regeneration,0.9,zero,environment_binding,fixed_q16,16,fixed_q32,32,35.68417870758713,1.0529974900328136,38.80291748046875,536253440.0,808.0,25856.0,1.6268064845353365,2
acrobot,slow_regeneration,0.9,zero,environment_binding,fixed_q16,16,fixed_q4,4,34.09883351881599,1.0062158471570966,35.367069244384766,143671296.0,1024.0,4096.0,0.964634851901792,2
acrobot,slow_regeneration,0.9,zero,environment_binding,fixed_q16,16,oracle_evaluation_only,,519.3225161606731,15.324587137504848,747.3560791015625,185830400.0,1024.0,32768.0,0.7696228249697015,2
acrobot,slow_regeneration,0.9,zero,environment_binding,fixed_q16,16,single_agent,1,34.09884143196919,1.0062160806647955,35.367069244384766,86249472.0,1024.0,1024.0,0.9154545214259996,2
acrobot,slow_regeneration,0.9,zero,message_binding,single_agent,1,always_all,32,820.2691994930292,24.152032862275135,854.5186767578125,134063360.0,202.0,6464.0,0.4060369069920853,2
acrobot,slow_regeneration,0.9,zero,message_binding,single_agent,1,fixed_q16,16,185.45952344746962,5.460676211777275,255.0663146972656,134175744.0,368.0,5888.0,0.43771200801711524,2
acrobot,slow_regeneration,0.9,zero,message_binding,single_agent,1,fixed_q32,32,820.2691994930292,24.152032862275135,854.5186767578125,134063360.0,202.0,6464.0,0.4067969635361805,2
acrobot,slow_regeneration,0.9,zero,message_binding,single_agent,1,fixed_q4,4,34.70038565941584,1.0217192786195242,37.3575325012207,134130624.0,956.0,3824.0,0.9011220094980672,2
acrobot,slow_regeneration,0.9,zero,message_binding,single_agent,1,oracle_evaluation_only,,34.37368112704877,1.0120997797929674,35.58462142944336,134178666.0,3554.0,14090.0,1.7189354854635894,2
acrobot,slow_regeneration,0.9,zero,message_binding,single_agent,1,single_agent,1,33.96273945843577,1.0,35.24842071533203,134175204.0,1593.0,1593.0,1.4257955466164276,2
cartpole,fast_regeneration,0.0,edge_jitter,environment_binding,fixed_q32,32,always_all,32,32.89066896789783,1.0,32.912933349609375,536608384.0,829.0,26528.0,3.5390628554159775,2
cartpole,fast_regeneration,0.0,edge_jitter,environment_binding,fixed_q32,32,fixed_q16,16,34.443841912505356,1.0472222971847567,34.445064544677734,364969984.0,1024.0,16384.0,3.4656610164092854,2
cartpole,fast_regeneration,0.0,edge_jitter,environment_binding,fixed_q32,32,fixed_q32,32,32.89066896789783,1.0,32.912933349609375,536608384.0,829.0,26528.0,3.5448088250122964,2
cartpole,fast_regeneration,0.0,edge_jitter,environment_binding,fixed_q32,32,fixed_q4,4,34.336084511381685,1.0439460670409173,34.52775573730469,141574144.0,1024.0,4096.0,2.2521586425136775,2
cartpole,fast_regeneration,0.0,edge_jitter,environment_binding,fixed_q32,32,oracle_evaluation_only,,910.2091416476924,27.673780139165935,911.9241943359376,165707776.0,1024.0,32768.0,2.189872640534304,2
cartpole,fast_regeneration,0.0,edge_jitter,environment_binding,fixed_q32,32,single_agent,1,34.29960756436996,1.0428370307045833,34.43873977661133,85725184.0,1024.0,1024.0,0.8989798759575933,2
cartpole,fast_regeneration,0.0,edge_jitter,message_binding,fixed_q4,4,always_all,32,937.0365909101548,27.05870721440375,939.57080078125,133990272.0,207.0,6624.0,0.8882445809431374,2
cartpole,fast_regeneration,0.0,edge_jitter,message_binding,fixed_q4,4,fixed_q16,16,790.5555364504049,22.828789190355593,791.2904052734375,134012416.0,376.0,6016.0,1.2700650804908946,2
cartpole,fast_regeneration,0.0,edge_jitter,message_binding,fixed_q4,4,fixed_q32,32,937.0365909101548,27.05870721440375,939.57080078125,133990272.0,207.0,6624.0,0.8849410684779286,2
cartpole,fast_regeneration,0.0,edge_jitter,message_binding,fixed_q4,4,fixed_q4,4,34.629762001761726,1.0,34.887550354003906,134108320.0,970.0,3880.0,2.130838908487931,2
cartpole,fast_regeneration,0.0,edge_jitter,message_binding,fixed_q4,4,oracle_evaluation_only,,34.23722002025338,0.9886646064304925,34.499168395996094,133720384.0,4096.0,14656.0,6.436113491421565,2
cartpole,fast_regeneration,0.0,edge_jitter,message_binding,fixed_q4,4,single_agent,1,34.641519542931825,1.0003395212814197,34.64201736450195,134196748.0,1603.0,1603.0,1.408148513524793,2
cartpole,fast_regeneration,0.0,wan_bursty,environment_binding,fixed_q32,32,always_all,32,32.909049152466366,1.0,32.9584846496582,536608384.0,829.0,26528.0,5.622048670542426,2
cartpole,fast_regeneration,0.0,wan_bursty,environment_binding,fixed_q32,32,fixed_q16,16,34.40960365471403,1.0455970178687222,34.45648193359375,364969984.0,1024.0,16384.0,5.752841256908141,2
cartpole,fast_regeneration,0.0,wan_bursty,environment_binding,fixed_q32,32,fixed_q32,32,32.909049152466366,1.0,32.9584846496582,536608384.0,829.0,26528.0,5.629338772618212,2
cartpole,fast_regeneration,0.0,wan_bursty,environment_binding,fixed_q32,32,fixed_q4,4,34.28785962507339,1.041897608959136,34.535274505615234,141574144.0,1024.0,4096.0,2.815029431018047,2
cartpole,fast_regeneration,0.0,wan_bursty,environment_binding,fixed_q32,32,oracle_evaluation_only,,914.4653433252753,27.7876561880774,916.29150390625,165707776.0,1024.0,32768.0,3.1109703346155584,2
cartpole,fast_regeneration,0.0,wan_bursty,environment_binding,fixed_q32,32,single_agent,1,34.6498350753937,1.05289687693079,34.69173812866211,85725184.0,1024.0,1024.0,0.9006748719839379,2
cartpole,fast_regeneration,0.0,wan_bursty,message_binding,single_agent,1,always_all,32,939.8096528119328,27.373863231945798,942.440185546875,133990272.0,207.0,6624.0,1.4084939809981734,2
cartpole,fast_regeneration,0.0,wan_bursty,message_binding,single_agent,1,fixed_q16,16,804.3480306326052,23.428268602629444,805.03955078125,134012416.0,376.0,6016.0,2.1118631691206247,2
cartpole,fast_regeneration,0.0,wan_bursty,message_binding,single_agent,1,fixed_q32,32,939.8096528119328,27.373863231945798,942.440185546875,133990272.0,207.0,6624.0,1.4098742554197088,2
cartpole,fast_regeneration,0.0,wan_bursty,message_binding,single_agent,1,fixed_q4,4,34.71559604326606,1.0111621808315374,35.09736251831055,134108320.0,970.0,3880.0,2.6652909935219213,2
cartpole,fast_regeneration,0.0,wan_bursty,message_binding,single_agent,1,oracle_evaluation_only,,33.988158024425466,0.9899740723907691,34.56913757324219,133720384.0,4096.0,14656.0,8.046219249954447,2
cartpole,fast_regeneration,0.0,wan_bursty,message_binding,single_agent,1,single_agent,1,34.33237189974551,1.0,34.70581817626953,134196748.0,1603.0,1603.0,1.4063990454887971,2
cartpole,fast_regeneration,0.0,zero,environment_binding,fixed_q32,32,always_all,32,32.86992786789264,1.0,32.89561462402344,536608384.0,829.0,26528.0,1.6816234125290066,2
cartpole,fast_regeneration,0.0,zero,environment_binding,fixed_q32,32,fixed_q16,16,34.43096640771999,1.047491389275368,34.49430084228516,364969984.0,1024.0,16384.0,1.2421331830555573,2
cartpole,fast_regeneration,0.0,zero,environment_binding,fixed_q32,32,fixed_q32,32,32.86992786789264,1.0,32.89561462402344,536608384.0,829.0,26528.0,1.682647267007269,2
cartpole,fast_regeneration,0.0,zero,environment_binding,fixed_q32,32,fixed_q4,4,34.342002935471996,1.0447848584729411,34.593936920166016,141574144.0,1024.0,4096.0,0.9853837440023199,2
cartpole,fast_regeneration,0.0,zero,environment_binding,fixed_q32,32,oracle_evaluation_only,,908.9337727150355,27.652441963612652,910.61962890625,165707776.0,1024.0,32768.0,0.7110639269230887,2
cartpole,fast_regeneration,0.0,zero,environment_binding,fixed_q32,32,single_agent,1,34.33820358439262,1.0446692710249053,34.612762451171875,85725184.0,1024.0,1024.0,0.9348180600209162,2
cartpole,fast_regeneration,0.0,zero,message_binding,fixed_q4,4,always_all,32,936.215094687082,27.080257799660465,938.7230224609376,133990272.0,207.0,6624.0,0.4411673845024779,2
cartpole,fast_regeneration,0.0,zero,message_binding,fixed_q4,4,fixed_q16,16,786.6405587166014,22.753776612450984,787.373291015625,134012416.0,376.0,6016.0,0.45692970347590744,2
cartpole,fast_regeneration,0.0,zero,message_binding,fixed_q4,4,fixed_q32,32,936.215094687082,27.080257799660465,938.7230224609376,133990272.0,207.0,6624.0,0.420487928437069,2
cartpole,fast_regeneration,0.0,zero,message_binding,fixed_q4,4,fixed_q4,4,34.57186787560126,1.0,34.68663024902344,134108320.0,970.0,3880.0,0.9338497804710642,2
cartpole,fast_regeneration,0.0,zero,message_binding,fixed_q4,4,oracle_evaluation_only,,36.127683385297765,1.0450023561149413,37.97439193725586,133720384.0,4096.0,14656.0,1.9401299115270376,2
cartpole,fast_regeneration,0.0,zero,message_binding,fixed_q4,4,single_agent,1,34.620490936838884,1.001406434312794,34.62300109863281,134196748.0,1603.0,1603.0,1.471281543490477,2
cartpole,fast_regeneration,0.5,edge_jitter,environment_binding,fixed_q32,32,always_all,32,33.01054156121722,1.0,33.0691032409668,536608384.0,829.0,26528.0,3.515743904048577,2
cartpole,fast_regeneration,0.5,edge_jitter,environment_binding,fixed_q32,32,fixed_q16,16,34.490897790275774,1.044844954340215,34.617919921875,364969984.0,1024.0,16384.0,3.4377735689049587,2
cartpole,fast_regeneration,0.5,edge_jitter,environment_binding,fixed_q32,32,fixed_q32,32,33.01054156121722,1.0,33.0691032409668,536608384.0,829.0,26528.0,3.5233713764464483,2
cartpole,fast_regeneration,0.5,edge_jitter,environment_binding,fixed_q32,32,fixed_q4,4,34.48761532562284,1.0447455174786038,34.622196197509766,141574144.0,1024.0,4096.0,2.234979519387707,2
cartpole,fast_regeneration,0.5,edge_jitter,environment_binding,fixed_q32,32,oracle_evaluation_only,,910.0393387274852,27.56814325629406,911.8038940429688,165707776.0,1024.0,32768.0,2.1803693503607064,2
cartpole,fast_regeneration,0.5,edge_jitter,environment_binding,fixed_q32,32,single_agent,1,34.29960756436996,1.039050131933225,34.43873977661133,85725184.0,1024.0,1024.0,0.8913154235342517,2
cartpole,fast_regeneration,0.5,edge_jitter,message_binding,fixed_q4,4,always_all,32,937.0520789455695,27.341438748096262,939.5462036132812,133990272.0,207.0,6624.0,0.8840936570195481,2
cartpole,fast_regeneration,0.5,edge_jitter,message_binding,fixed_q4,4,fixed_q16,16,790.2862870273888,23.059085610838167,790.9434814453125,134012416.0,376.0,6016.0,1.266028146375902,2
cartpole,fast_regeneration,0.5,edge_jitter,message_binding,fixed_q4,4,fixed_q32,32,937.0520789455695,27.341438748096262,939.5462036132812,133990272.0,207.0,6624.0,0.8843409741530195,2
cartpole,fast_regeneration,0.5,edge_jitter,message_binding,fixed_q4,4,fixed_q4,4,34.27223005997864,1.0,34.28392791748047,134108320.0,970.0,3880.0,2.1260567270219326,2
cartpole,fast_regeneration,0.5,edge_jitter,message_binding,fixed_q4,4,oracle_evaluation_only,,34.93602645707393,1.019368345623661,35.61280822753906,133720384.0,4096.0,14656.0,6.43520385841839,2
cartpole,fast_regeneration,0.5,edge_jitter,message_binding,fixed_q4,4,single_agent,1,34.641519542931825,1.0107751810228545,34.64201736450195,134196748.0,1603.0,1603.0,1.4067088623996824,2
cartpole,fast_regeneration,0.5,wan_bursty,environment_binding,fixed_q32,32,always_all,32,33.0481214631764,1.0,33.11602020263672,536608384.0,829.0,26528.0,5.573368208599277,2
cartpole,fast_regeneration,0.5,wan_bursty,environment_binding,fixed_q32,32,fixed_q16,16,34.66085387705639,1.0487995184742032,34.88580322265625,364969984.0,1024.0,16384.0,5.704496415914036,2
cartpole,fast_regeneration,0.5,wan_bursty,environment_binding,fixed_q32,32,fixed_q32,32,33.0481214631764,1.0,33.11602020263672,536608384.0,829.0,26528.0,5.58385903656017,2
cartpole,fast_regeneration,0.5,wan_bursty,environment_binding,fixed_q32,32,fixed_q4,4,34.76472287035066,1.0519424805759978,34.95268630981445,141574144.0,1024.0,4096.0,2.7827270064735785,2
cartpole,fast_regeneration,0.5,wan_bursty,environment_binding,fixed_q32,32,oracle_evaluation_only,,914.3409100104092,27.666955624972694,916.233642578125,165707776.0,1024.0,32768.0,3.094878777512349,2
cartpole,fast_regeneration,0.5,wan_bursty,environment_binding,fixed_q32,32,single_agent,1,34.6498350753937,1.0484661015907364,34.69173812866211,85725184.0,1024.0,1024.0,0.8924745230469853,2
cartpole,fast_regeneration,0.5,wan_bursty,message_binding,fixed_q4,4,always_all,32,939.8220245294712,27.403632615624293,942.4039916992188,133990272.0,207.0,6624.0,1.4044214430032298,2
cartpole,fast_regeneration,0.5,wan_bursty,message_binding,fixed_q4,4,fixed_q16,16,804.0940830068081,23.446033678714763,804.724365234375,134012416.0,376.0,6016.0,2.1018826190847903,2
cartpole,fast_regeneration,0.5,wan_bursty,message_binding,fixed_q4,4,fixed_q32,32,939.8220245294712,27.403632615624293,942.4039916992188,133990272.0,207.0,6624.0,1.404923383030109,2
cartpole,fast_regeneration,0.5,wan_bursty,message_binding,fixed_q4,4,fixed_q4,4,34.29552708255284,1.0,34.36582565307617,134108320.0,970.0,3880.0,2.654159691068344,2
cartpole,fast_regeneration,0.5,wan_bursty,message_binding,fixed_q4,4,oracle_evaluation_only,,35.59608296859678,1.0379220264763207,36.708038330078125,133720384.0,4096.0,14656.0,8.02970415353775,2
cartpole,fast_regeneration,0.5,wan_bursty,message_binding,fixed_q4,4,single_agent,1,34.33237189974551,1.0010743330202794,34.70581817626953,134196748.0,1603.0,1603.0,1.4057934560114518,2
cartpole,fast_regeneration,0.5,zero,environment_binding,fixed_q32,32,always_all,32,33.04170540998592,1.0,33.15931701660156,536608384.0,829.0,26528.0,1.681524554034695,2
cartpole,fast_regeneration,0.5,zero,environment_binding,fixed_q32,32,fixed_q16,16,34.41402885448531,1.0415330694185245,34.44571304321289,364969984.0,1024.0,16384.0,1.2378877775045112,2
cartpole,fast_regeneration,0.5,zero,environment_binding,fixed_q32,32,fixed_q32,32,33.04170540998592,1.0,33.15931701660156,536608384.0,829.0,26528.0,1.6804347374709323,2
cartpole,fast_regeneration,0.5,zero,environment_binding,fixed_q32,32,fixed_q4,4,34.458305287609875,1.0428730859998474,34.46052169799805,141574144.0,1024.0,4096.0,0.982967456919141,2
