persistence,policy,num_agents,rho,maximum_delay,target_fraction,gap,pair_delta,joint_delta,curvature,monotonicity,lipschitz,effective_monotonicity,effective_curvature,rms_delay,maximum_actual_delay,omega,innovation_bound,initial_error,update_cost,updates,resource_budget,eta,affine_boundary,a_delta,beta_delta,h_delay,g_delay,young_lambda,contraction,forcing,residual,blocks,finite_time_bound,beats_no_update_bound
0.9,q32,32,0.9,8,0.1,250,2.0252058628797924e-05,0.0006683179347503315,0.8631738493232626,0.1,7.412688455006394,0.09009193472160501,0.9366192504238708,3.9764934301467165,8,2.825044155635975,15.334617500795266,9.107393995413027,286,447,128000,5.848986748074638e-05,0.0001453369966306313,0.9999947369431469,2.9423117888070663e-07,1.1175219820206627e-12,4.7824503986959816e-12,1.057131904557489e-06,0.9999968511969459,4.81822270971085e-06,1.5301759516123974,26,9.10677368147869,True
0.98,joint,16,0.0,0,0.1,1185,3.959837412532419e-05,0.0006731723601305112,0.028054777473362647,0.09999999999999992,7.412688455006394,0.09001996603566223,0.10203366002138035,0.0,0,0.08586093492453101,22.485668382310642,16.805355696005744,1205,106,128000,0.1332359122573404,0.441128770725264,0.9916286716526279,0.028572819004415446,0.0,0.0,0.0,0.9916286716526279,0.028572819004415446,3.413176239035586,106,8.906728318451414,True
0.98,q1,1,0.0,0,0.1,924,0.0003355012384313969,0.0006710024768627938,0.22637437532646476,0.09999999999999992,7.412688455006394,0.09005213537295687,0.3001147965993133,0.0,0,1.3737749587924961,22.485668382310642,16.805355696005744,929,137,128000,0.05033028850329991,0.15002948270688932,0.9969881144020785,0.010906443449455143,0.0,0.0,0.0,0.9969881144020785,0.010906443449455143,3.6211346994658546,137,12.342447380399843,True
0.98,q32,32,0.0,0,0.1,1266,2.0401972509792026e-05,0.0006732650928231369,0.021444795539708055,0.09999999999999992,7.412688455006394,0.09001859123854217,0.09543386903046559,0.0,0,0.042930467462265504,22.485668382310642,16.805355696005744,1302,98,128000,0.14223107951442632,0.47162811354638245,0.9910577518512226,0.030730646958698392,0.0,0.0,0.0,0.9910577518512226,0.030730646958698392,3.436568349190787,98,8.980149041189279,True
0.98,joint,1,0.9,0,0.1,924,0.0003355012384313969,0.0006710024768627938,0.22637437532646476,0.09999999999999992,7.412688455006394,0.09005213537295687,0.3001147965993133,0.0,0,1.3737749587924961,22.485668382310642,16.805355696005744,929,137,128000,0.05033028850329991,0.15002948270688932,0.9969881144020785,0.010906443449455143,0.0,0.0,0.0,0.9969881144020785,0.010906443449455143,3.6211346994658546,137,12.342447380399843,True
0.98,q1,1,0.9,0,0.1,924,0.0003355012384313969,0.0006710024768627938,0.22637437532646476,0.09999999999999992,7.412688455006394,0.09005213537295687,0.3001147965993133,0.0,0,1.3737749587924961,22.485668382310642,16.805355696005744,929,137,128000,0.05033028850329991,0.15002948270688932,0.9969881144020785,0.010906443449455143,0.0,0.0,0.0,0.9969881144020785,0.010906443449455143,3.6211346994658546,137,12.342447380399843,True
0.98,q32,32,0.9,0,0.1,1266,2.0401972509792026e-05,0.0006732650928231369,0.2058812378863346,0.09999999999999992,7.412688455006394,0.09001859123854217,0.2798703113770922,0.0,0,1.2406905096594731,22.485668382310642,16.805355696005744,1302,98,128000,0.05456462596119015,0.1608219728552276,0.9967546841035745,0.011997454768311521,0.0,0.0,0.0,0.9967546841035745,0.011997454768311521,3.6968526797424754,98,13.229314009303925,True
0.98,joint,4,0.0,8,0.1,1036,0.00013411109088140837,0.0006705554544070419,0.06771804499779724,0.09999999999999992,7.412688455006394,0.09005876264935063,0.1414093403354336,0.0,0,0.34344373969812403,22.485668382310642,16.805355696005744,1044,122,128000,0.09976535499448831,0.3184328646033011,0.9938301855539645,0.021341948335377718,0.0,0.0,0.0,0.9938301855539645,0.021341948335377718,3.4590907914728857,122,9.731669466781105,True
0.98,q1,1,0.0,8,0.1,924,0.0003355012384313969,0.0006710024768627938,0.22637437532646476,0.09999999999999992,7.412688455006394,0.09005213537295687,0.3001147965993133,0.0,0,1.3737749587924961,22.485668382310642,16.805355696005744,929,137,128000,0.05033028850329991,0.15002948270688932,0.9969881144020785,0.010906443449455143,0.0,0.0,0.0,0.9969881144020785,0.010906443449455143,3.6211346994658546,137,12.342447380399843,True
0.98,q32,32,0.0,8,0.1,1266,2.0401972509792026e-05,0.0006732650928231369,0.021444795539708055,0.09999999999999992,7.412688455006394,0.09001859123854217,0.09543386903046559,3.9764934301467165,8,0.042930467462265504,22.485668382310642,16.805355696005744,1302,98,128000,5.6771459946438414e-05,0.00014561387818065266,0.9999948901283195,5.828167256501615e-07,9.918677647739278e-13,9.126702275774455e-12,9.959281264814385e-07,0.9999968819753862,9.746843426691553e-06,3.1259674421565937,5,16.80514243398927,True
0.98,joint,1,0.9,8,0.1,924,0.0003355012384313969,0.0006710024768627938,0.22637437532646476,0.09999999999999992,7.412688455006394,0.09005213537295687,0.3001147965993133,0.0,0,1.3737749587924961,22.485668382310642,16.805355696005744,929,137,128000,0.05033028850329991,0.15002948270688932,0.9969881144020785,0.010906443449455143,0.0,0.0,0.0,0.9969881144020785,0.010906443449455143,3.6211346994658546,137,12.342447380399843,True
0.98,q1,1,0.9,8,0.1,924,0.0003355012384313969,0.0006710024768627938,0.22637437532646476,0.09999999999999992,7.412688455006394,0.09005213537295687,0.3001147965993133,0.0,0,1.3737749587924961,22.485668382310642,16.805355696005744,929,137,128000,0.05033028850329991,0.15002948270688932,0.9969881144020785,0.010906443449455143,0.0,0.0,0.0,0.9969881144020785,0.010906443449455143,3.6211346994658546,137,12.342447380399843,True
