persistence,num_agents,rho,maximum_delay,target_fraction,gap,pair_delta,joint_delta,curvature,monotonicity,lipschitz,effective_monotonicity,effective_curvature,rms_delay,maximum_actual_delay,omega,innovation_bound,initial_error,update_cost,updates,resource_budget,eta,affine_boundary,a_delta,beta_delta,h_delay,g_delay,young_lambda,contraction,forcing,residual,blocks,finite_time_bound
0.0,32,0.9,0,0.1,68,1.9079553609862025e-05,0.0006296252691254468,8.360831544774337,0.10000000000000003,7.412688455006394,0.09066556807314705,8.430024780552563,0.0,0,1.3583146888220214,4.060351299511963,0.696136173289883,104,1230,128000,0.0021411899139114317,0.005377538645099281,0.999883165972337,1.3262673564610687e-05,0.0,0.0,0.0,0.999883165972337,1.3262673564610687e-05,0.11351721608759795,1230,0.6181440096510118
0.0,32,0.9,0,0.25,62,4.85252599041608e-05,0.0016013335768373066,8.360831544774337,0.10000000000000003,7.412688455006394,0.07625962616472803,8.536811539820594,0.0,0,1.3583146888220214,4.060351299511963,0.696136173289883,98,1306,128000,0.0017122889400385515,0.004466516907922819,0.999919480211555,1.2071527679397272e-05,0.0,0.0,0.0,0.999919480211555,1.2071527679397272e-05,0.14992001236612768,1306,0.641611626241887
0.0,32,0.9,0,0.5,58,9.041371420756398e-05,0.0029836525688496113,8.360831544774337,0.10000000000000003,7.412688455006394,0.05576622609827667,8.688722729897005,0.0,0,1.3583146888220214,4.060351299511963,0.696136173289883,94,1361,128000,0.0009355019382345184,0.0032091152999037904,0.9999630386999282,1.2397899158089419e-05,0.0,0.0,0.0,0.9999630386999282,1.2397899158089419e-05,0.33542919578057795,1361,0.6784395633987977
0.0,32,0.9,0,0.75,55,0.00014418966774889402,0.004758259035713502,8.360831544774337,0.10000000000000003,7.412688455006394,0.029457016360073363,8.883744705183727,0.0,0,1.3583146888220214,4.060351299511963,0.696136173289883,91,1406,128000,2.244604161251037e-11,0.0016579166408766674,0.9999999999993388,1.1377173522524508e-12,0.0,0.0,0.0,0.9999999999993388,1.1377173522524508e-12,1.7205585774536887,1406,1.7205585774536887
0.0,1,0.0,8,0.1,50,0.00031388256269316976,0.0006277651253863395,9.1057040309513,0.10000000000000003,7.412688455006394,0.09069314540518611,9.1746928445587,0.0,0,1.5040162644396087,4.060351299511963,0.696136173289883,55,2327,128000,0.0019433894770307524,0.004942571208744003,0.9998930491702749,1.2073864020023718e-05,0.0,0.0,0.0,0.9998930491702749,1.2073864020023718e-05,0.11289172838636027,2327,0.56762839471339
0.0,1,0.0,8,0.25,44,0.0007983013019689016,0.0015966026039378031,9.1057040309513,0.10000000000000003,7.412688455006394,0.07632976462111424,9.28116411147165,0.0,0,1.5040162644396087,4.060351299511963,0.696136173289883,49,2612,128000,0.0015587656951665957,0.004112079244819933,0.9999261216075287,1.099754763268388e-05,0.0,0.0,0.0,0.9999261216075287,1.099754763268388e-05,0.14886013710917487,2612,0.6000895210327214
0.0,1,0.0,8,0.5,40,0.00148741867493181,0.00297483734986362,9.1057040309513,0.10000000000000003,7.412688455006394,0.05589691504228829,9.432626459647496,0.0,0,1.5040162644396087,4.060351299511963,0.696136173289883,45,2844,128000,0.0008589035516441447,0.0029629560378226427,0.9999659071270691,1.1331271179655947e-05,0.0,0.0,0.0,0.9999659071270691,1.1331271179655947e-05,0.33236480840523663,2844,0.662520312619693
0.0,1,0.0,8,0.75,37,0.0023721017329521705,0.004744203465904341,9.1057040309513,0.10000000000000003,7.412688455006394,0.029665395480179185,9.627072541862816,0.0,0,1.5040162644396087,4.060351299511963,0.696136173289883,42,3047,128000,1.7793655908762532e-11,0.0015407277420608364,0.9999999999994721,8.902846194452518e-13,0.0,0.0,0.0,0.9999999999994721,8.902846194452518e-13,1.686429224137674,3047,1.686429224137674
0.0,2,0.0,8,0.1,53,0.00019681915438076608,0.0005904574631422982,5.26120162052503,0.10000000000000003,7.412688455006394,0.09124624555958548,5.326090475003452,0.0,0,0.7520081322198043,4.060351299511963,0.696136173289883,59,2169,128000,0.003414775941691513,0.008565968414151044,0.999812626346181,1.885234324078227e-05,0.0,0.0,0.0,0.999812626346181,1.885234324078227e-05,0.1006136287388023,2169,0.49723722504025997
0.0,2,0.0,8,0.25,47,0.000500572545289632,0.0015017176358688962,5.26120162052503,0.10000000000000003,7.412688455006394,0.07773647003583031,5.42623423205812,0.0,0,0.7520081322198043,4.060351299511963,0.696136173289883,53,2415,128000,0.002768243043009732,0.007163021969873357,0.9998679708634592,1.7580371990819378e-05,0.0,0.0,0.0,0.9998679708634592,1.7580371990819378e-05,0.1331552447545729,2415,0.5424249388423896
0.0,2,0.0,8,0.5,42,0.0010896826653167585,0.0032690479959502756,5.26120162052503,0.10000000000000003,7.412688455006394,0.05153513132311524,5.620456593039576,0.0,0,0.7520081322198043,4.060351299511963,0.696136173289883,48,2666,128000,0.0011400865773372442,0.004584603623389584,0.999955856398293,1.7825777825228607e-05,0.0,0.0,0.0,0.999955856398293,1.7825777825228607e-05,0.4038133984521758,2666,0.663680186294078
0.0,2,0.0,8,0.75,40,0.00148741867493181,0.00446225602479543,5.26120162052503,0.10000000000000003,7.412688455006394,0.033845372563432424,5.751585263569324,0.0,0,0.7520081322198043,4.060351299511963,0.696136173289883,46,2782,128000,3.1115114261441957e-11,0.002942264698550844,0.9999999999989468,1.2071695787046495e-12,0.0,0.0,0.0,0.9999999999989468,1.2071695787046495e-12,1.146238343838764,2782,1.146238343838764
0.0,4,0.0,8,0.1,56,0.0001234148815085895,0.0006170744075429475,3.3389520242634765,0.10000000000000003,7.412688455006394,0.090851639326653,3.4067659718090306,0.0,0,0.37600406610990217,4.060351299511963,0.696136173289883,64,2000,128000,0.005444598354734565,0.013334000644371874,0.9997073272786762,2.500342734237349e-05,0.0,0.0,0.0,0.9997073272786762,2.500342734237349e-05,0.08543135564283916,2000,0.425511943366428
0.0,4,0.0,8,0.25,50,0.00031388256269316976,0.0015694128134658488,3.3389520242634765,0.10000000000000003,7.412688455006394,0.07673286351296524,3.5114240582819773,0.0,0,0.37600406610990217,4.060351299511963,0.696136173289883,58,2206,128000,0.004298882982067538,0.010926174429428597,0.99979991940535,2.4909941093906222e-05,0.0,0.0,0.0,0.99979991940535,2.4909941093906222e-05,0.12449953548706576,2206,0.49213122294041045
0.0,4,0.0,8,0.5,46,0.0005848353627195289,0.0029241768135976447,3.3389520242634765,0.10000000000000003,7.412688455006394,0.056647976586894744,3.660307067718969,0.0,0,0.37600406610990217,4.060351299511963,0.696136173289883,54,2370,128000,0.002365314512275454,0.007738145398576245,0.9999069664520706,2.8831152899888682e-05,0.0,0.0,0.0,0.9999069664520706,2.8831152899888682e-05,0.3099006061958851,2370,0.6197070399085693
0.0,4,0.0,8,0.75,43,0.0009326817580449679,0.0046634087902248395,3.3389520242634765,0.10000000000000003,7.412688455006394,0.030863206999450027,3.8514415315548205,0.0,0,0.37600406610990217,4.060351299511963,0.696136173289883,51,2509,128000,7.711579349358182e-11,0.004006708494283017,0.9999999999976199,3.583409711583932e-12,0.0,0.0,0.0,0.9999999999976199,3.583409711583932e-12,1.505573527549698,2509,1.505573527549698
0.0,8,0.0,8,0.1,60,6.623706651910611e-05,0.000596133598671955,2.3778285846336367,0.10000000000000003,7.412688455006394,0.09116209471096601,2.443341223136099,0.5,1,0.18800203305495108,4.060351299511963,0.696136173289883,72,1777,128000,0.0004537628803819995,0.0011037511317334167,0.9999596401969109,2.0216516112741894e-07,6.400130937108827e-11,1.9202801116291035e-11,8.000243281025194e-06,0.9999756401016976,2.6024631280997586e-06,0.1068339077525085,592,0.6876986922497359
