seed,seed_index,persistence,rho,maximum_delay,policy,num_agents,gap,eta,updates,finite_time_bound,squared_parameter_error,maximum_squared_error,diverged,finite,charged_budget,within_budget
20261132,2,0.0,0.9,0,q32,32,68,0.0021411899139114317,1230,0.6181440096510118,0.06661666660495832,0.6909976637069907,False,True,127920,True
20261132,2,0.0,0.0,8,joint,4,56,0.005444598354734565,2000,0.425511943366428,0.0019173192475400408,0.6940480171406596,False,True,128000,True
20261132,2,0.0,0.0,8,q1,1,50,0.0019433894770307524,2327,0.56762839471339,0.01501427687465366,0.6943548034019216,False,True,127985,True
20261132,2,0.0,0.0,8,q32,32,68,5.978058110866251e-05,1230,0.6960009753902412,0.6449527547627603,0.6960946243668367,False,True,127920,True
20261132,2,0.0,0.9,8,joint,1,50,0.0019433894770307524,2327,0.56762839471339,0.007816552800877691,0.6914709805770574,False,True,127985,True
20261132,2,0.0,0.9,8,q1,1,50,0.0019433894770307524,2327,0.56762839471339,0.007816552800877691,0.6914709805770574,False,True,127985,True
20261132,2,0.0,0.9,8,q32,32,68,5.845080959885974e-05,1230,0.6960039828359549,0.6445419105571212,0.6959954662330995,False,True,127920,True
20261133,3,0.0,0.0,0,joint,16,64,0.010263155128331822,1523,0.3430235817666552,0.0001122397630044152,0.6895295848107186,False,True,127932,True
20261133,3,0.0,0.0,0,q1,1,50,0.0019433894770307524,2327,0.56762839471339,0.007532803811239414,0.6961567998118587,False,True,127985,True
20261133,3,0.0,0.0,0,q32,32,68,0.012070154969987932,1230,0.3565781667995159,0.0009235866139294605,0.6880952280536063,False,True,127920,True
20261133,3,0.0,0.9,0,joint,1,50,0.0019433894770307524,2327,0.56762839471339,0.006763443598169622,0.6914867008195148,False,True,127985,True
20261133,3,0.0,0.9,0,q1,1,50,0.0019433894770307524,2327,0.56762839471339,0.006763443598169622,0.6914867008195148,False,True,127985,True
20261133,3,0.0,0.9,0,q32,32,68,0.0021411899139114317,1230,0.6181440096510118,0.05050294854907817,0.6909976637069907,False,True,127920,True
20261133,3,0.0,0.0,8,joint,4,56,0.005444598354734565,2000,0.425511943366428,0.0007147131090943665,0.6940924623340146,False,True,128000,True
20261133,3,0.0,0.0,8,q1,1,50,0.0019433894770307524,2327,0.56762839471339,0.007532803811239414,0.6961567998118587,False,True,127985,True
20261133,3,0.0,0.0,8,q32,32,68,5.978058110866251e-05,1230,0.6960009753902412,0.6452750377515492,0.6960962067105829,False,True,127920,True
20261133,3,0.0,0.9,8,joint,1,50,0.0019433894770307524,2327,0.56762839471339,0.006763443598169622,0.6914867008195148,False,True,127985,True
20261133,3,0.0,0.9,8,q1,1,50,0.0019433894770307524,2327,0.56762839471339,0.006763443598169622,0.6914867008195148,False,True,127985,True
20261133,3,0.0,0.9,8,q32,32,68,5.845080959885974e-05,1230,0.6960039828359549,0.646116540608488,0.6959954662330995,False,True,127920,True
20261134,4,0.0,0.0,0,joint,16,64,0.010263155128331822,1523,0.3430235817666552,0.0022399485772947344,0.6880081123700988,False,True,127932,True
20261134,4,0.0,0.0,0,q1,1,50,0.0019433894770307524,2327,0.56762839471339,0.012231835902741198,0.6943548034019216,False,True,127985,True
20261134,4,0.0,0.0,0,q32,32,68,0.012070154969987932,1230,0.3565781667995159,0.002126412655512777,0.6859879440911105,False,True,127920,True
20261134,4,0.0,0.9,0,joint,1,50,0.0019433894770307524,2327,0.56762839471339,0.01111298262893678,0.6955075279914062,False,True,127985,True
