cell_id,task,budget_regime,delay,rho,noise_scale,initial_error_energy,fixed_q,fixed_eta,fixed_risk,oracle_q,oracle_eta,oracle_updates,oracle_risk,oracle_to_fixed_ratio,q_only_risk,eta_only_risk
balanced-message_binding-D0-R0.3-N10-E1,balanced,message_binding,0,0.3,10.0,1.0,2,0.02,0.24815325735082416,8,0.02,109,0.19973517072444885,0.8048863547339025,0.19973517072444885,0.24546827158654388
balanced-message_binding-D0-R0.3-N10-E10,balanced,message_binding,0,0.3,10.0,10.0,2,0.02,0.8078340133264128,2,0.02,128,0.8078340133264128,1.0,0.8078340133264128,0.8078340133264128
balanced-message_binding-D0-R0.6-N0.1-E0.1,balanced,message_binding,0,0.6,0.1,0.1,2,0.02,0.008507493610233825,2,0.02,128,0.008507493610233825,1.0,0.008507493610233825,0.008507493610233825
balanced-message_binding-D0-R0.6-N0.1-E1,balanced,message_binding,0,0.6,0.1,1.0,2,0.02,0.0644755692077928,1,0.02,132,0.06017454126682142,0.9332921291922223,0.06017454126682142,0.0644755692077928
balanced-message_binding-D0-R0.6-N0.1-E10,balanced,message_binding,0,0.6,0.1,10.0,2,0.02,0.6241563251833815,1,0.02,132,0.5758818498267256,0.9226564349204144,0.5758818498267256,0.6241563251833815
balanced-message_binding-D0-R0.6-N1-E0.1,balanced,message_binding,0,0.6,1.0,0.1,2,0.02,0.02910686050477941,4,0.0175,121,0.026746121413994378,0.9188940665587279,0.02702998798449076,0.028215096576943776
balanced-message_binding-D0-R0.6-N1-E1,balanced,message_binding,0,0.6,1.0,1.0,2,0.02,0.08507493610233838,2,0.02,128,0.08507493610233838,1.0,0.08507493610233838,0.08507493610233838
balanced-message_binding-D0-R0.6-N1-E10,balanced,message_binding,0,0.6,1.0,10.0,2,0.02,0.644755692077927,1,0.02,132,0.6017454126682132,0.933292129192222,0.6017454126682132,0.644755692077927
balanced-message_binding-D0-R0.6-N10-E0.1,balanced,message_binding,0,0.6,10.0,0.1,2,0.02,0.23510052945023494,8,0.005,109,0.077575243379044,0.3299662640507358,0.1713105906829399,0.08113472158544707
balanced-message_binding-D0-R0.6-N10-E1,balanced,message_binding,0,0.6,10.0,1.0,2,0.02,0.2910686050477939,4,0.0175,121,0.26746121413994417,0.9188940665587297,0.27029987984490733,0.2821509657694372
balanced-message_binding-D0-R0.6-N10-E10,balanced,message_binding,0,0.6,10.0,10.0,2,0.02,0.8507493610233825,2,0.02,128,0.8507493610233825,1.0,0.8507493610233825,0.8507493610233825
balanced-message_binding-D0-R0.9-N0.1-E0.1,balanced,message_binding,0,0.9,0.1,0.1,2,0.02,0.008936647087203528,1,0.02,132,0.0086038104108309,0.9627559784866945,0.0086038104108309,0.008936647087203528
balanced-message_binding-D0-R0.9-N0.1-E1,balanced,message_binding,0,0.9,0.1,1.0,2,0.02,0.0649047226847625,1,0.02,132,0.06017454126682142,0.9271211520166995,0.06017454126682142,0.0649047226847625
balanced-message_binding-D0-R0.9-N0.1-E10,balanced,message_binding,0,0.9,0.1,10.0,2,0.02,0.6245854786603512,1,0.02,132,0.5758818498267256,0.9220224765102,0.5758818498267256,0.6245854786603512
balanced-message_binding-D0-R0.9-N1-E0.1,balanced,message_binding,0,0.9,1.0,0.1,2,0.02,0.033398395274476314,2,0.015,128,0.031312251253804484,0.9375375971352102,0.033398395274476314,0.031312251253804484
balanced-message_binding-D0-R0.9-N1-E1,balanced,message_binding,0,0.9,1.0,1.0,2,0.02,0.08936647087203528,1,0.02,132,0.08603810410830902,0.9627559784866946,0.08603810410830902,0.08936647087203528
balanced-message_binding-D0-R0.9-N1-E10,balanced,message_binding,0,0.9,1.0,10.0,2,0.02,0.649047226847624,1,0.02,132,0.6017454126682132,0.9271211520166995,0.6017454126682132,0.649047226847624
balanced-message_binding-D0-R0.9-N10-E0.1,balanced,message_binding,0,0.9,10.0,0.1,2,0.02,0.27801587714720444,4,0.005,121,0.08692904014181604,0.31267653140467466,0.24231141203226508,0.08740513342395705
balanced-message_binding-D0-R0.9-N10-E1,balanced,message_binding,0,0.9,10.0,1.0,2,0.02,0.3339839527447634,2,0.015,128,0.31312251253804435,0.9375375971352081,0.3339839527447634,0.31312251253804435
balanced-message_binding-D0-R0.9-N10-E10,balanced,message_binding,0,0.9,10.0,10.0,2,0.02,0.893664708720352,1,0.02,132,0.8603810410830894,0.9627559784866947,0.8603810410830894,0.893664708720352
balanced-message_binding-D4-R0-N0.1-E0.1,balanced,message_binding,4,0.0,0.1,0.1,2,0.02,0.0075539508543383494,2,0.02,124,0.0075539508543383494,1.0,0.0075539508543383494,0.0075539508543383494
balanced-message_binding-D4-R0-N0.1-E1,balanced,message_binding,4,0.0,0.1,1.0,2,0.02,0.06192382097018383,1,0.02,128,0.058521483479515475,0.9450560795932381,0.058521483479515475,0.06192382097018383
balanced-message_binding-D4-R0-N0.1-E10,balanced,message_binding,4,0.0,0.1,10.0,2,0.02,0.6056225221286381,1,0.02,128,0.557863642928101,0.9211408468881334,0.557863642928101,0.6056225221286381
balanced-message_binding-D4-R0-N1-E0.1,balanced,message_binding,4,0.0,1.0,0.1,2,0.02,0.021169638427537933,8,0.02,105,0.012746103000725265,0.602093561699422,0.012746103000725265,0.021169638427537933
balanced-message_binding-D4-R0-N1-E1,balanced,message_binding,4,0.0,1.0,1.0,2,0.02,0.07553950854338341,2,0.02,124,0.07553950854338341,1.0,0.07553950854338341,0.07553950854338341
balanced-message_binding-D4-R0-N1-E10,balanced,message_binding,4,0.0,1.0,10.0,2,0.02,0.6192382097018376,1,0.02,128,0.5852148347951542,0.9450560795932382,0.5852148347951542,0.6192382097018376
balanced-message_binding-D4-R0-N10-E0.1,balanced,message_binding,4,0.0,10.0,0.1,2,0.02,0.1573265141595338,32,0.02,64,0.030187751088133655,0.19187961577488694,0.030187751088133655,0.06932393368566425
balanced-message_binding-D4-R0-N10-E1,balanced,message_binding,4,0.0,10.0,1.0,2,0.02,0.2116963842753793,8,0.02,105,0.12746103000725267,0.6020935616994222,0.12746103000725267,0.2116963842753793
balanced-message_binding-D4-R0-N10-E10,balanced,message_binding,4,0.0,10.0,10.0,2,0.02,0.7553950854338336,2,0.02,124,0.7553950854338336,1.0,0.7553950854338336,0.7553950854338336
balanced-message_binding-D4-R0.3-N0.1-E0.1,balanced,message_binding,4,0.3,0.1,0.1,2,0.02,0.008007807106778331,2,0.02,124,0.008007807106778331,1.0,0.008007807106778331,0.008007807106778331
balanced-message_binding-D4-R0.3-N0.1-E1,balanced,message_binding,4,0.3,0.1,1.0,2,0.02,0.062377677222623815,1,0.02,128,0.058521483479515475,0.9381799080246974,0.058521483479515475,0.062377677222623815
balanced-message_binding-D4-R0.3-N0.1-E10,balanced,message_binding,4,0.3,0.1,10.0,2,0.02,0.6060763783810781,1,0.02,128,0.557863642928101,0.9204510567104419,0.557863642928101,0.6060763783810781
balanced-message_binding-D4-R0.3-N1-E0.1,balanced,message_binding,4,0.3,1.0,0.1,2,0.02,0.02570820095193777,8,0.02,105,0.020471960842247446,0.796320243509858,0.020471960842247446,0.02522659500489981
balanced-message_binding-D4-R0.3-N1-E1,balanced,message_binding,4,0.3,1.0,1.0,2,0.02,0.08007807106778325,2,0.02,124,0.08007807106778325,1.0,0.08007807106778325,0.08007807106778325
balanced-message_binding-D4-R0.3-N1-E10,balanced,message_binding,4,0.3,1.0,10.0,2,0.02,0.6237767722262375,1,0.02,128,0.5852148347951542,0.9381799080246975,0.5852148347951542,0.6237767722262375
balanced-message_binding-D4-R0.3-N10-E0.1,balanced,message_binding,4,0.3,10.0,0.1,2,0.02,0.20271213940353255,8,0.0075,105,0.06820043240500588,0.3364398037812697,0.10491399636156062,0.07561229571760755
balanced-message_binding-D4-R0.3-N10-E1,balanced,message_binding,4,0.3,10.0,1.0,2,0.02,0.25708200951937804,8,0.02,105,0.20471960842247458,0.7963202435098573,0.20471960842247458,0.25226595004899827
balanced-message_binding-D4-R0.3-N10-E10,balanced,message_binding,4,0.3,10.0,10.0,2,0.02,0.8007807106778323,2,0.02,124,0.8007807106778323,1.0,0.8007807106778323,0.8007807106778323
balanced-message_binding-D4-R0.6-N0.1-E0.1,balanced,message_binding,4,0.6,0.1,0.1,2,0.02,0.008461663359218316,2,0.02,124,0.008461663359218316,1.0,0.008461663359218316,0.008461663359218316
balanced-message_binding-D4-R0.6-N0.1-E1,balanced,message_binding,4,0.6,0.1,1.0,2,0.02,0.06283153347506379,1,0.02,128,0.058521483479515475,0.931403074902527,0.058521483479515475,0.06283153347506379
balanced-message_binding-D4-R0.6-N0.1-E10,balanced,message_binding,4,0.6,0.1,10.0,2,0.02,0.6065302346335181,1,0.02,128,0.557863642928101,0.9197622988492523,0.557863642928101,0.6065302346335181
balanced-message_binding-D4-R0.6-N1-E0.1,balanced,message_binding,4,0.6,1.0,0.1,2,0.02,0.0302467634763377,4,0.0175,117,0.02750295523143383,0.9092858894787081,0.02800870191194958,0.028939209349450733
balanced-message_binding-D4-R0.6-N1-E1,balanced,message_binding,4,0.6,1.0,1.0,2,0.02,0.08461663359218319,2,0.02,124,0.08461663359218319,1.0,0.08461663359218319,0.08461663359218319
balanced-message_binding-D4-R0.6-N1-E10,balanced,message_binding,4,0.6,1.0,10.0,2,0.02,0.6283153347506374,1,0.02,128,0.5852148347951542,0.9314030749025269,0.5852148347951542,0.6283153347506374
balanced-message_binding-D4-R0.6-N10-E0.1,balanced,message_binding,4,0.6,10.0,0.1,2,0.02,0.24809776464753103,8,0.005,105,0.07835499245461669,0.3158230488933849,0.17964024163498757,0.08190065774955096
balanced-message_binding-D4-R0.6-N10-E1,balanced,message_binding,4,0.6,10.0,1.0,2,0.02,0.3024676347633765,4,0.0175,117,0.27502955231433857,0.9092858894787106,0.2800870191194953,0.28939209349450734
balanced-message_binding-D4-R0.6-N10-E10,balanced,message_binding,4,0.6,10.0,10.0,2,0.02,0.8461663359218308,2,0.02,124,0.8461663359218308,1.0,0.8461663359218308,0.8461663359218308
balanced-message_binding-D4-R0.9-N0.1-E0.1,balanced,message_binding,4,0.9,0.1,0.1,2,0.02,0.008915519611658308,1,0.02,128,0.008587267534656884,0.9631819466167527,0.008587267534656884,0.008915519611658308
balanced-message_binding-D4-R0.9-N0.1-E1,balanced,message_binding,4,0.9,0.1,1.0,2,0.02,0.06328538972750379,1,0.02,128,0.058521483479515475,0.9247234429857999,0.058521483479515475,0.06328538972750379
balanced-message_binding-D4-R0.9-N0.1-E10,balanced,message_binding,4,0.9,0.1,10.0,2,0.02,0.6069840908859581,1,0.02,128,0.557863642928101,0.9190745709889027,0.557863642928101,0.6069840908859581
balanced-message_binding-D4-R0.9-N1-E0.1,balanced,message_binding,4,0.9,1.0,0.1,2,0.02,0.03478532600073745,2,0.015,124,0.03210793222719989,0.9230309420276585,0.0347572208177179,0.03210793222719989
balanced-message_binding-D4-R0.9-N1-E1,balanced,message_binding,4,0.9,1.0,1.0,2,0.02,0.08915519611658293,1,0.02,128,0.08587267534656874,0.9631819466167532,0.08587267534656874,0.08915519611658293
balanced-message_binding-D4-R0.9-N1-E10,balanced,message_binding,4,0.9,1.0,10.0,2,0.02,0.6328538972750372,1,0.02,128,0.5852148347951542,0.9247234429858001,0.5852148347951542,0.6328538972750372
balanced-message_binding-D4-R0.9-N10-E0.1,balanced,message_binding,4,0.9,10.0,0.1,2,0.02,0.2934833898915293,4,0.005,117,0.08770393468699617,0.2988378140221541,0.2543664869084148,0.0881890197814944
balanced-message_binding-D4-R0.9-N10-E1,balanced,message_binding,4,0.9,10.0,1.0,2,0.02,0.34785326000737476,2,0.015,124,0.3210793222719984,0.9230309420276563,0.3475722081771794,0.3210793222719984
balanced-message_binding-D4-R0.9-N10-E10,balanced,message_binding,4,0.9,10.0,10.0,2,0.02,0.891551961165829,1,0.02,128,0.858726753465687,0.963181946616753,0.858726753465687,0.891551961165829
balanced-message_binding-D8-R0-N0.1-E0.1,balanced,message_binding,8,0.0,0.1,0.1,2,0.02,0.007449842912362083,2,0.02,120,0.007449842912362083,1.0,0.007449842912362083,0.007449842912362083
balanced-message_binding-D8-R0-N0.1-E1,balanced,message_binding,8,0.0,0.1,1.0,2,0.02,0.06009136184438119,1,0.02,124,0.056734653771985374,0.9441399234537454,0.056734653771985374,0.06009136184438119
balanced-message_binding-D8-R0-N0.1-E10,balanced,message_binding,8,0.0,0.1,10.0,2,0.02,0.5865065511645721,1,0.02,124,0.5384064881752617,0.9179888734511107,0.5384064881752617,0.5865065511645721
balanced-message_binding-D8-R0-N1-E0.1,balanced,message_binding,8,0.0,1.0,0.1,2,0.02,0.02185691019160173,8,0.02,101,0.012827704754650221,0.5868947002206707,0.012827704754650221,0.02185691019160173
balanced-message_binding-D8-R0-N1-E1,balanced,message_binding,8,0.0,1.0,1.0,2,0.02,0.07449842912362084,2,0.02,120,0.07449842912362084,1.0,0.07449842912362084,0.07449842912362084
balanced-message_binding-D8-R0-N1-E10,balanced,message_binding,8,0.0,1.0,10.0,2,0.02,0.6009136184438117,1,0.02,124,0.5673465377198539,0.9441399234537459,0.5673465377198539,0.6009136184438117
balanced-message_binding-D8-R0-N10-E0.1,balanced,message_binding,8,0.0,10.0,0.1,2,0.02,0.1659275829839982,32,0.02,60,0.031165207244927717,0.18782415005667408,0.031165207244927717,0.0700675078901998
balanced-message_binding-D8-R0-N10-E1,balanced,message_binding,8,0.0,10.0,1.0,2,0.02,0.2185691019160173,8,0.02,101,0.12827704754650218,0.5868947002206706,0.12827704754650218,0.2185691019160173
balanced-message_binding-D8-R0-N10-E10,balanced,message_binding,8,0.0,10.0,10.0,2,0.02,0.7449842912362082,2,0.02,120,0.7449842912362082,1.0,0.7449842912362082,0.7449842912362082
balanced-message_binding-D8-R0.3-N0.1-E0.1,balanced,message_binding,8,0.3,0.1,0.1,2,0.02,0.007930078488336732,2,0.02,120,0.007930078488336732,1.0,0.007930078488336732,0.007930078488336732
balanced-message_binding-D8-R0.3-N0.1-E1,balanced,message_binding,8,0.3,0.1,1.0,2,0.02,0.06057159742035584,1,0.02,124,0.056734653771985374,0.9366544088024825,0.056734653771985374,0.06057159742035584
balanced-message_binding-D8-R0.3-N0.1-E10,balanced,message_binding,8,0.3,0.1,10.0,2,0.02,0.5869867867405467,1,0.02,124,0.5384064881752617,0.9172378328393993,0.5384064881752617,0.5869867867405467
balanced-message_binding-D8-R0.3-N1-E0.1,balanced,message_binding,8,0.3,1.0,0.1,2,0.02,0.026659265951348248,8,0.02,101,0.021001594553921657,0.787778425416831,0.021001594553921657,0.025943490617727993
balanced-message_binding-D8-R0.3-N1-E1,balanced,message_binding,8,0.3,1.0,1.0,2,0.02,0.07930078488336736,2,0.02,120,0.07930078488336736,1.0,0.07930078488336736,0.07930078488336736
balanced-message_binding-D8-R0.3-N1-E10,balanced,message_binding,8,0.3,1.0,10.0,2,0.02,0.6057159742035583,1,0.02,124,0.5673465377198539,0.936654408802483,0.5673465377198539,0.6057159742035583
balanced-message_binding-D8-R0.3-N10-E0.1,balanced,message_binding,8,0.3,10.0,0.1,2,0.02,0.21395114058146375,8,0.0075,101,0.06923778650547294,0.3236149445957735,0.10972770517044789,0.07636768740759776
balanced-message_binding-D8-R0.3-N10-E1,balanced,message_binding,8,0.3,10.0,1.0,2,0.02,0.2665926595134829,8,0.02,101,0.21001594553921665,0.7877784254168301,0.21001594553921665,0.25943490617728
balanced-message_binding-D8-R0.3-N10-E10,balanced,message_binding,8,0.3,10.0,10.0,2,0.02,0.7930078488336738,2,0.02,120,0.7930078488336738,1.0,0.7930078488336738,0.7930078488336738
balanced-message_binding-D8-R0.6-N0.1-E0.1,balanced,message_binding,8,0.6,0.1,0.1,2,0.02,0.008410314064311385,2,0.02,120,0.008410314064311385,1.0,0.008410314064311385,0.008410314064311385
balanced-message_binding-D8-R0.6-N0.1-E1,balanced,message_binding,8,0.6,0.1,1.0,2,0.02,0.0610518329963305,1,0.02,124,0.056734653771985374,0.9292866567232371,0.056734653771985374,0.0610518329963305
balanced-message_binding-D8-R0.6-N0.1-E10,balanced,message_binding,8,0.6,0.1,10.0,2,0.02,0.5874670223165214,1,0.02,124,0.5384064881752617,0.9164880201312366,0.5384064881752617,0.5874670223165214
balanced-message_binding-D8-R0.6-N1-E0.1,balanced,message_binding,8,0.6,1.0,0.1,2,0.02,0.03146162171109487,4,0.0175,113,0.028301469232508744,0.8995553214769058,0.0290507522589819,0.02963748394058258
balanced-message_binding-D8-R0.6-N1-E1,balanced,message_binding,8,0.6,1.0,1.0,2,0.02,0.08410314064311399,2,0.02,120,0.08410314064311399,1.0,0.08410314064311399,0.08410314064311399
balanced-message_binding-D8-R0.6-N1-E10,balanced,message_binding,8,0.6,1.0,10.0,2,0.02,0.6105183299633049,1,0.02,124,0.5673465377198539,0.9292866567232374,0.5673465377198539,0.6105183299633049
balanced-message_binding-D8-R0.6-N10-E0.1,balanced,message_binding,8,0.6,10.0,0.1,2,0.02,0.26197469817892927,8,0.005,101,0.07914168558627976,0.3020966762684304,0.1882902030959681,0.08266786692499586
balanced-message_binding-D8-R0.6-N10-E1,balanced,message_binding,8,0.6,10.0,1.0,2,0.02,0.31461621711094834,4,0.0175,113,0.2830146923250877,0.8995553214769076,0.29050752258981827,0.2963748394058262
balanced-message_binding-D8-R0.6-N10-E10,balanced,message_binding,8,0.6,10.0,10.0,2,0.02,0.8410314064311393,2,0.02,120,0.8410314064311393,1.0,0.8410314064311393,0.8410314064311393
balanced-message_binding-D8-R0.9-N0.1-E0.1,balanced,message_binding,8,0.9,0.1,0.1,2,0.02,0.008890549640286047,1,0.02,124,0.008567470331657754,0.9636603672775963,0.008567470331657754,0.008890549640286047
balanced-message_binding-D8-R0.9-N0.1-E1,balanced,message_binding,8,0.9,0.1,1.0,2,0.02,0.06153206857230516,1,0.02,124,0.056734653771985374,0.9220339099329574,0.056734653771985374,0.06153206857230516
balanced-message_binding-D8-R0.9-N0.1-E10,balanced,message_binding,8,0.9,0.1,10.0,2,0.02,0.587947257892496,1,0.02,124,0.5384064881752617,0.9157394323177664,0.5384064881752617,0.587947257892496
balanced-message_binding-D8-R0.9-N1-E0.1,balanced,message_binding,8,0.9,1.0,0.1,2,0.02,0.036263977470841285,2,0.015,120,0.03294124058101444,0.9083736224880861,0.03619162661422063,0.03294124058101444
balanced-message_binding-D8-R0.9-N1-E1,balanced,message_binding,8,0.9,1.0,1.0,2,0.02,0.0889054964028604,1,0.02,124,0.08567470331657753,0.9636603672775971,0.08567470331657753,0.0889054964028604
balanced-message_binding-D8-R0.9-N1-E10,balanced,message_binding,8,0.9,1.0,10.0,2,0.02,0.6153206857230513,1,0.02,124,0.5673465377198539,0.9220339099329581,0.5673465377198539,0.6153206857230513
balanced-message_binding-D8-R0.9-N10-E0.1,balanced,message_binding,8,0.9,10.0,0.1,2,0.02,0.30999825577639434,4,0.005,113,0.08847337518653091,0.28539959028139783,0.26685270102148867,0.08896804644239395
balanced-message_binding-D8-R0.9-N10-E1,balanced,message_binding,8,0.9,10.0,1.0,2,0.02,0.3626397747084134,2,0.015,120,0.32941240581014447,0.9083736224880848,0.36191626614220673,0.32941240581014447
balanced-message_binding-D8-R0.9-N10-E10,balanced,message_binding,8,0.9,10.0,10.0,2,0.02,0.8890549640286043,1,0.02,124,0.8567470331657754,0.9636603672775967,0.8567470331657754,0.8890549640286043
coupled-environment_binding-D0-R0-N0.1-E0.1,coupled,environment_binding,0,0.0,0.1,0.1,1,0.0075,0.0010709598594570138,4,0.02,279,0.0008742131427321122,0.8162893641740654,0.0010709598594570138,0.0008749289950663646
coupled-environment_binding-D0-R0-N0.1-E1,coupled,environment_binding,0,0.0,0.1,1.0,1,0.0075,0.0011327479927279616,1,0.0075,1116,0.0011327479927279616,1.0,0.0011327479927279616,0.0011327479927279616
coupled-environment_binding-D0-R0-N0.1-E10,coupled,environment_binding,0,0.0,0.1,10.0,1,0.0075,0.0017506293254374431,2,0.0175,558,0.001381093771441247,0.7889127363361987,0.0017506293254374431,0.001448234495254679
coupled-environment_binding-D0-R0-N1-E0.1,coupled,environment_binding,0,0.0,1.0,0.1,1,0.0075,0.010647810461299192,2,0.0075,558,0.00610996779956198,0.5738238694020172,0.00610996779956198,0.007247260718865085
coupled-environment_binding-D0-R0-N1-E1,coupled,environment_binding,0,0.0,1.0,1.0,1,0.0075,0.010709598594570139,4,0.02,279,0.008742131427321108,0.816289364174064,0.010709598594570139,0.008749289950663573
coupled-environment_binding-D0-R0-N1-E10,coupled,environment_binding,0,0.0,1.0,10.0,1,0.0075,0.01132747992727962,1,0.0075,1116,0.01132747992727962,1.0,0.01132747992727962,0.01132747992727962
coupled-environment_binding-D0-R0-N10-E0.1,coupled,environment_binding,0,0.0,10.0,0.1,1,0.0075,0.10641631647972045,8,0.0125,139,0.03342678431825109,0.3141133373529347,0.0338527373552398,0.07097057795685288
coupled-environment_binding-D0-R0-N10-E1,coupled,environment_binding,0,0.0,10.0,1.0,1,0.0075,0.1064781046129914,2,0.0075,558,0.0610996779956198,0.57382386940202,0.0610996779956198,0.07247260718865137
coupled-environment_binding-D0-R0-N10-E10,coupled,environment_binding,0,0.0,10.0,10.0,1,0.0075,0.10709598594570088,4,0.02,279,0.08742131427321108,0.8162893641740678,0.10709598594570088,0.0874928995066363
coupled-environment_binding-D0-R0.3-N0.1-E0.1,coupled,environment_binding,0,0.3,0.1,0.1,1,0.0075,0.0010709598594570138,1,0.005,1116,0.0008749289950663646,0.8169577854299426,0.0010709598594570138,0.0008749289950663646
coupled-environment_binding-D0-R0.3-N0.1-E1,coupled,environment_binding,0,0.3,0.1,1.0,1,0.0075,0.0011327479927279616,1,0.0075,1116,0.0011327479927279616,1.0,0.0011327479927279616,0.0011327479927279616
coupled-environment_binding-D0-R0.3-N0.1-E10,coupled,environment_binding,0,0.3,0.1,10.0,1,0.0075,0.0017506293254374431,1,0.01,1116,0.001448234495254679,0.8272650721721444,0.0017506293254374431,0.001448234495254679
coupled-environment_binding-D0-R0.3-N1-E0.1,coupled,environment_binding,0,0.3,1.0,0.1,1,0.0075,0.010647810461299192,1,0.005,1116,0.007247260718865085,0.6806338960677565,0.007697617014779396,0.007247260718865085
coupled-environment_binding-D0-R0.3-N1-E1,coupled,environment_binding,0,0.3,1.0,1.0,1,0.0075,0.010709598594570139,1,0.005,1116,0.008749289950663573,0.8169577854299357,0.010709598594570139,0.008749289950663573
coupled-environment_binding-D0-R0.3-N1-E10,coupled,environment_binding,0,0.3,1.0,10.0,1,0.0075,0.01132747992727962,1,0.0075,1116,0.01132747992727962,1.0,0.01132747992727962,0.01132747992727962
coupled-environment_binding-D0-R0.3-N10-E0.1,coupled,environment_binding,0,0.3,10.0,0.1,1,0.0075,0.10641631647972045,4,0.005,279,0.04845732229582578,0.4553561323940412,0.0562521916095708,0.07097057795685288
coupled-environment_binding-D0-R0.3-N10-E1,coupled,environment_binding,0,0.3,10.0,1.0,1,0.0075,0.1064781046129914,1,0.005,1116,0.07247260718865137,0.6806338960677647,0.07697617014779397,0.07247260718865137
coupled-environment_binding-D0-R0.3-N10-E10,coupled,environment_binding,0,0.3,10.0,10.0,1,0.0075,0.10709598594570088,1,0.005,1116,0.0874928995066363,0.8169577854299449,0.10709598594570088,0.0874928995066363
coupled-environment_binding-D0-R0.6-N0.1-E0.1,coupled,environment_binding,0,0.6,0.1,0.1,1,0.0075,0.0010709598594570138,1,0.005,1116,0.0008749289950663646,0.8169577854299426,0.0010709598594570138,0.0008749289950663646
coupled-environment_binding-D0-R0.6-N0.1-E1,coupled,environment_binding,0,0.6,0.1,1.0,1,0.0075,0.0011327479927279616,1,0.0075,1116,0.0011327479927279616,1.0,0.0011327479927279616,0.0011327479927279616
coupled-environment_binding-D0-R0.6-N0.1-E10,coupled,environment_binding,0,0.6,0.1,10.0,1,0.0075,0.0017506293254374431,1,0.01,1116,0.001448234495254679,0.8272650721721444,0.0017506293254374431,0.001448234495254679
coupled-environment_binding-D0-R0.6-N1-E0.1,coupled,environment_binding,0,0.6,1.0,0.1,1,0.0075,0.010647810461299192,1,0.005,1116,0.007247260718865085,0.6806338960677565,0.009285266229996729,0.007247260718865085
coupled-environment_binding-D0-R0.6-N1-E1,coupled,environment_binding,0,0.6,1.0,1.0,1,0.0075,0.010709598594570139,1,0.005,1116,0.008749289950663573,0.8169577854299357,0.010709598594570139,0.008749289950663573
coupled-environment_binding-D0-R0.6-N1-E10,coupled,environment_binding,0,0.6,1.0,10.0,1,0.0075,0.01132747992727962,1,0.0075,1116,0.01132747992727962,1.0,0.01132747992727962,0.01132747992727962
coupled-environment_binding-D0-R0.6-N10-E0.1,coupled,environment_binding,0,0.6,10.0,0.1,1,0.0075,0.10641631647972045,2,0.005,558,0.05916997891833507,0.5560235580002525,0.07865164586390205,0.07097057795685288
coupled-environment_binding-D0-R0.6-N10-E1,coupled,environment_binding,0,0.6,10.0,1.0,1,0.0075,0.1064781046129914,1,0.005,1116,0.07247260718865137,0.6806338960677647,0.09285266229996736,0.07247260718865137
coupled-environment_binding-D0-R0.6-N10-E10,coupled,environment_binding,0,0.6,10.0,10.0,1,0.0075,0.10709598594570088,1,0.005,1116,0.0874928995066363,0.8169577854299449,0.10709598594570088,0.0874928995066363
coupled-environment_binding-D0-R0.9-N0.1-E0.1,coupled,environment_binding,0,0.9,0.1,0.1,1,0.0075,0.0010709598594570138,1,0.005,1116,0.0008749289950663646,0.8169577854299426,0.0010709598594570138,0.0008749289950663646
coupled-environment_binding-D0-R0.9-N0.1-E1,coupled,environment_binding,0,0.9,0.1,1.0,1,0.0075,0.0011327479927279616,1,0.0075,1116,0.0011327479927279616,1.0,0.0011327479927279616,0.0011327479927279616
coupled-environment_binding-D0-R0.9-N0.1-E10,coupled,environment_binding,0,0.9,0.1,10.0,1,0.0075,0.0017506293254374431,1,0.01,1116,0.001448234495254679,0.8272650721721444,0.0017506293254374431,0.001448234495254679
coupled-environment_binding-D0-R0.9-N1-E0.1,coupled,environment_binding,0,0.9,1.0,0.1,1,0.0075,0.010647810461299192,1,0.005,1116,0.007247260718865085,0.6806338960677565,0.010647810461299192,0.007247260718865085
coupled-environment_binding-D0-R0.9-N1-E1,coupled,environment_binding,0,0.9,1.0,1.0,1,0.0075,0.010709598594570139,1,0.005,1116,0.008749289950663573,0.8169577854299357,0.010709598594570139,0.008749289950663573
coupled-environment_binding-D0-R0.9-N1-E10,coupled,environment_binding,0,0.9,1.0,10.0,1,0.0075,0.01132747992727962,1,0.0075,1116,0.01132747992727962,1.0,0.01132747992727962,0.01132747992727962
coupled-environment_binding-D0-R0.9-N10-E0.1,coupled,environment_binding,0,0.9,10.0,0.1,1,0.0075,0.10641631647972045,2,0.005,558,0.06950661849768783,0.6531575306962778,0.10105110011823396,0.07097057795685288
coupled-environment_binding-D0-R0.9-N10-E1,coupled,environment_binding,0,0.9,10.0,1.0,1,0.0075,0.1064781046129914,1,0.005,1116,0.07247260718865137,0.6806338960677647,0.1064781046129914,0.07247260718865137
coupled-environment_binding-D0-R0.9-N10-E10,coupled,environment_binding,0,0.9,10.0,10.0,1,0.0075,0.10709598594570088,1,0.005,1116,0.0874928995066363,0.8169577854299449,0.10709598594570088,0.0874928995066363
coupled-environment_binding-D4-R0-N0.1-E0.1,coupled,environment_binding,4,0.0,0.1,0.1,1,0.0075,0.0010929312163663115,1,0.005,1112,0.0008767827472425194,0.802230491830561,0.0010929312163663115,0.0008767827472425194
coupled-environment_binding-D4-R0-N0.1-E1,coupled,environment_binding,4,0.0,0.1,1.0,1,0.0075,0.001147014418408598,1,0.0075,1112,0.001147014418408598,1.0,0.001147014418408598,0.001147014418408598
