seed,seed_index,scenario,max_delay,policy,probe_num_agents,probe_updates,probe_cost,selected_num_agents,selected_eta,estimated_selected_lrv,true_selected_lrv,num_agents,eta,proxy_risk,lrv_used,predicted_exploitation_updates
20260743,14,mixed,4,adaptive_probe,32.0,80.0,2880.0,2.0,0.0025,1.133263379008076,9.510085154353096,2.0,0.0025,0.0014199956819568112,1.133263379008076,2186.0
20260743,14,mixed,4,probe_oracle,32.0,80.0,2880.0,2.0,0.0025,1.133263379008076,9.510085154353096,2.0,0.0025,0.011903942819973475,9.510085154353096,2186.0
20260743,14,mixed,4,all_agents_adaptive_eta,32.0,80.0,2880.0,32.0,0.005946035575013605,2.41616611404675,12.280795503815458,32.0,0.005946035575013605,0.008357418805308133,2.41616611404675,364.0
20260743,14,mixed,4,fixed_q8_adaptive_eta,8.0,80.0,960.0,8.0,0.0025,2.4040642067052373,11.382151578217128,8.0,0.0025,0.0031710580079612125,2.4040642067052373,1253.0
20260743,14,mixed,4,fixed_q1_adaptive_eta,1.0,80.0,400.0,1.0,0.0025,4.41380470573915,9.57566666666666,1.0,0.0025,0.005524162216767681,4.41380470573915,3120.0
20260743,14,mixed,16,adaptive_probe,32.0,80.0,2880.0,2.0,0.0025,0.6791157772009433,9.510085154353096,2.0,0.0025,0.0008515736019033412,0.6791157772009433,2186.0
20260743,14,mixed,16,probe_oracle,32.0,80.0,2880.0,2.0,0.0025,0.6791157772009433,9.510085154353096,2.0,0.0025,0.011903905692816644,9.510085154353096,2186.0
20260743,14,mixed,16,all_agents_adaptive_eta,32.0,80.0,2880.0,32.0,0.005946035575013605,0.9770122108392778,12.280795503815458,32.0,0.005946035575013605,0.003984177905761645,0.9770122108392778,364.0
20260743,14,mixed,16,fixed_q8_adaptive_eta,8.0,80.0,960.0,8.0,0.0025,0.9710366674659476,11.382151578217128,8.0,0.0025,0.0014214841254695592,0.9710366674659476,1253.0
20260743,14,mixed,16,fixed_q1_adaptive_eta,1.0,80.0,400.0,1.0,0.0025,1.8054431218945988,9.57566666666666,1.0,0.0025,0.0022596462268771518,1.8054431218945988,3120.0
20260744,15,independent,4,adaptive_probe,32.0,80.0,2880.0,4.0,0.0025,0.09983612487834537,0.37499999999999994,4.0,0.0025,0.00013464593363536482,0.09983612487834537,1640.0
20260744,15,independent,4,probe_oracle,32.0,80.0,2880.0,32.0,0.009170040432046712,0.02884136805728417,0.04687499999999999,32.0,0.009170040432046712,0.00025847107655936114,0.04687499999999999,364.0
20260744,15,independent,4,all_agents_adaptive_eta,32.0,80.0,2880.0,32.0,0.009170040432046712,0.02884136805728417,0.04687499999999999,32.0,0.009170040432046712,0.00017447542778926587,0.02884136805728417,364.0
20260744,15,independent,4,fixed_q8_adaptive_eta,8.0,80.0,960.0,8.0,0.0031046445301837096,0.20340403392875514,0.18749999999999997,8.0,0.0031046445301837096,0.00033632472617790366,0.20340403392875514,1253.0
20260744,15,independent,4,fixed_q1_adaptive_eta,1.0,80.0,400.0,1.0,0.0025,1.5863635966819114,1.4999999999999998,1.0,0.0025,0.0019854446340497717,1.5863635966819114,3120.0
20260744,15,independent,16,adaptive_probe,32.0,80.0,2880.0,16.0,0.005946035575013605,0.03876154044196509,0.09374999999999999,16.0,0.005946035575013605,0.00012542283030975536,0.03876154044196509,656.0
