policy,scenario,max_delay,budget,mean_mse,standard_error
adaptive_probe,clustered,4,4000.0,0.02294781555675147,0.002796537274537972
adaptive_probe,clustered,4,4160.0,0.021174507115350967,0.0026641078099493448
adaptive_probe,clustered,4,4320.0,0.019393785562643793,0.0025175615406918053
adaptive_probe,clustered,4,4480.0,0.017707065059678687,0.0023772863812986877
adaptive_probe,clustered,4,4640.0,0.015758274863352795,0.002019014754743708
adaptive_probe,clustered,4,4800.0,0.013973874420717585,0.0017709145450903983
adaptive_probe,clustered,4,4960.0,0.012422366772266977,0.0015535742630899876
adaptive_probe,clustered,4,5120.0,0.011118129586531094,0.001332014003805862
adaptive_probe,clustered,4,5280.0,0.01046823408348701,0.0012779757175035873
adaptive_probe,clustered,4,5440.0,0.009715552252031825,0.0012393065753153216
adaptive_probe,clustered,4,5600.0,0.008812304290743412,0.0010917887114232716
adaptive_probe,clustered,4,5760.0,0.008224925102015031,0.0010578710233649085
adaptive_probe,clustered,4,5920.0,0.007532877898440015,0.0010292081517425033
adaptive_probe,clustered,4,6080.0,0.007036392328162568,0.0009450023594325696
adaptive_probe,clustered,4,6240.0,0.006420545398303556,0.0008799443805580465
adaptive_probe,clustered,4,6400.0,0.005742450725640061,0.0007961219732387535
adaptive_probe,clustered,4,6560.0,0.005597355700964018,0.000818837880096462
adaptive_probe,clustered,4,6720.0,0.005472150402405166,0.0007931010825302291
adaptive_probe,clustered,4,6880.0,0.004988384435916072,0.000710045409778225
adaptive_probe,clustered,4,7040.0,0.004785947824013701,0.0006833109996958761
adaptive_probe,clustered,4,7200.0,0.004306640903292401,0.0005932589906259829
adaptive_probe,clustered,4,7360.0,0.004229654135471183,0.0006096569780521411
adaptive_probe,clustered,4,7520.0,0.003475551103669916,0.0005195591020187947
adaptive_probe,clustered,4,7680.0,0.00324107717725977,0.000494947759928263
adaptive_probe,clustered,4,7840.0,0.003208430626410474,0.0004752126069242927
adaptive_probe,clustered,4,8000.0,0.0032860524349805054,0.00046629864272426305
adaptive_probe,clustered,4,8160.0,0.002983400272751987,0.0004178390223713802
adaptive_probe,clustered,4,8320.0,0.0026587653968059913,0.0004207294227308109
adaptive_probe,clustered,4,8480.0,0.0026027719804662688,0.00041483393827841815
adaptive_probe,clustered,4,8640.0,0.0023959485304494506,0.00037599139261358834
