cell_id,schedule_family,target_scale,initial_common_parameter,noise_scale,spatial_correlation,temporal_correlation,delay,mean_persistent_auc,mean_strong_static_auc,persistent_to_static_ratio
Fsingle_switch-H0.3-I1.5-N0.5-S0.9-T0.9-D0,single_switch,0.3,1.5,0.5,0.9,0.9,0,0.23588642927120712,0.2175842398015443,1.084115418866532
Fsingle_switch-H0.3-I1.5-N0.5-S0.9-T0.9-D3,single_switch,0.3,1.5,0.5,0.9,0.9,3,0.25082099925771034,0.24231910321578232,1.0350855377438286
Fsingle_switch-H0.6-I0.5-N0.1-S0-T0-D0,single_switch,0.6,0.5,0.1,0.0,0.0,0,0.023403419299058717,0.04527612005416108,0.5169042592665322
Fsingle_switch-H0.6-I0.5-N0.1-S0-T0-D3,single_switch,0.6,0.5,0.1,0.0,0.0,3,0.02409020227751476,0.044901287913699586,0.5365147281257545
Fsingle_switch-H0.6-I0.5-N0.1-S0-T0.9-D0,single_switch,0.6,0.5,0.1,0.0,0.9,0,0.04715879500720953,0.06554030551692351,0.7195388339322344
Fsingle_switch-H0.6-I0.5-N0.1-S0-T0.9-D3,single_switch,0.6,0.5,0.1,0.0,0.9,3,0.05520171652937765,0.06832584145427638,0.8079185759654144
Fsingle_switch-H0.6-I0.5-N0.1-S0.9-T0-D0,single_switch,0.6,0.5,0.1,0.9,0.0,0,0.024024697995938912,0.04551484956577561,0.5278430715500819
Fsingle_switch-H0.6-I0.5-N0.1-S0.9-T0-D3,single_switch,0.6,0.5,0.1,0.9,0.0,3,0.02483911785317542,0.04546433766589955,0.5463428948576976
Fsingle_switch-H0.6-I0.5-N0.1-S0.9-T0.9-D0,single_switch,0.6,0.5,0.1,0.9,0.9,0,0.05844427828230077,0.07349301242676276,0.7952358510347041
Fsingle_switch-H0.6-I0.5-N0.1-S0.9-T0.9-D3,single_switch,0.6,0.5,0.1,0.9,0.9,3,0.05104349828625263,0.06513872972195701,0.7836121229893566
Fsingle_switch-H0.6-I0.5-N0.5-S0-T0-D0,single_switch,0.6,0.5,0.5,0.0,0.0,0,0.03763066251387742,0.05323549472436109,0.7068716597585644
Fsingle_switch-H0.6-I0.5-N0.5-S0-T0-D3,single_switch,0.6,0.5,0.5,0.0,0.0,3,0.03662908095284423,0.05199740630238174,0.7044405395883455
Fsingle_switch-H0.6-I0.5-N0.5-S0-T0.9-D0,single_switch,0.6,0.5,0.5,0.0,0.9,0,0.17888047936434373,0.17575706001332975,1.0177712312141378
Fsingle_switch-H0.6-I0.5-N0.5-S0-T0.9-D3,single_switch,0.6,0.5,0.5,0.0,0.9,3,0.18136799901648695,0.17220109477001316,1.0532337164215875
Fsingle_switch-H0.6-I0.5-N0.5-S0.9-T0-D0,single_switch,0.6,0.5,0.5,0.9,0.0,0,0.03795273221308837,0.05278477878886538,0.7190090227505938
Fsingle_switch-H0.6-I0.5-N0.5-S0.9-T0-D3,single_switch,0.6,0.5,0.5,0.9,0.0,3,0.037818611344610495,0.051835618947546264,0.7295873399887455
Fsingle_switch-H0.6-I0.5-N0.5-S0.9-T0.9-D0,single_switch,0.6,0.5,0.5,0.9,0.9,0,0.18626922709304522,0.17606825168478213,1.0579376197051473
Fsingle_switch-H0.6-I0.5-N0.5-S0.9-T0.9-D3,single_switch,0.6,0.5,0.5,0.9,0.9,3,0.18589026499737277,0.17867519102956042,1.0403809500705594
Fsingle_switch-H0.6-I1.5-N0.1-S0-T0-D0,single_switch,0.6,1.5,0.1,0.0,0.0,0,0.08337943962020711,0.10768025082900558,0.7743243443276544
Fsingle_switch-H0.6-I1.5-N0.1-S0-T0-D3,single_switch,0.6,1.5,0.1,0.0,0.0,3,0.0893466308129528,0.11015802449813261,0.8110769162755582
Fsingle_switch-H0.6-I1.5-N0.1-S0-T0.9-D0,single_switch,0.6,1.5,0.1,0.0,0.9,0,0.1091534331370138,0.12671474154798834,0.8614106914756727
Fsingle_switch-H0.6-I1.5-N0.1-S0-T0.9-D3,single_switch,0.6,1.5,0.1,0.0,0.9,3,0.12564100994335875,0.13968842833809264,0.8994374941299043
Fsingle_switch-H0.6-I1.5-N0.1-S0.9-T0-D0,single_switch,0.6,1.5,0.1,0.9,0.0,0,0.08492897023018989,0.1085233271974802,0.7825872319196813
Fsingle_switch-H0.6-I1.5-N0.1-S0.9-T0-D3,single_switch,0.6,1.5,0.1,0.9,0.0,3,0.08943985719083716,0.11038827918124029,0.8102296534941984
Fsingle_switch-H0.6-I1.5-N0.1-S0.9-T0.9-D0,single_switch,0.6,1.5,0.1,0.9,0.9,0,0.11052448558105574,0.12756946706333974,0.8663866685762591
Fsingle_switch-H0.6-I1.5-N0.1-S0.9-T0.9-D3,single_switch,0.6,1.5,0.1,0.9,0.9,3,0.11160643901108808,0.12742911216502717,0.8758315671740071
Fsingle_switch-H0.6-I1.5-N0.5-S0-T0-D0,single_switch,0.6,1.5,0.5,0.0,0.0,0,0.09413841052036305,0.11474779309682107,0.8203940832302685
Fsingle_switch-H0.6-I1.5-N0.5-S0-T0-D3,single_switch,0.6,1.5,0.5,0.0,0.0,3,0.10442122353846194,0.11814023168335723,0.883875222272584
Fsingle_switch-H0.6-I1.5-N0.5-S0-T0.9-D0,single_switch,0.6,1.5,0.5,0.0,0.9,0,0.23376540263092177,0.22901860509155147,1.020726689595689
Fsingle_switch-H0.6-I1.5-N0.5-S0-T0.9-D3,single_switch,0.6,1.5,0.5,0.0,0.9,3,0.24660859827918846,0.23393891803190497,1.0541580697810853
Fsingle_switch-H0.6-I1.5-N0.5-S0.9-T0-D0,single_switch,0.6,1.5,0.5,0.9,0.0,0,0.10138469382716936,0.11901564674184717,0.8518602100031392
Fsingle_switch-H0.6-I1.5-N0.5-S0.9-T0-D3,single_switch,0.6,1.5,0.5,0.9,0.0,3,0.10139186999913774,0.11678100543745724,0.8682222731284734
Fsingle_switch-H0.6-I1.5-N0.5-S0.9-T0.9-D0,single_switch,0.6,1.5,0.5,0.9,0.9,0,0.2549608591375025,0.24575894472432855,1.037442846377355
Fsingle_switch-H0.6-I1.5-N0.5-S0.9-T0.9-D3,single_switch,0.6,1.5,0.5,0.9,0.9,3,0.2173119380340281,0.2106629389998686,1.0315622627583472
Fstationary-H0.1-I0.5-N0.1-S0-T0-D0,stationary,0.1,0.5,0.1,0.0,0.0,0,0.01010329100760003,0.010017598763901608,1.0085541700878673
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,0.01074695673520195,0.010660426554997722,1.008116952896567
Fstationary-H0.1-I0.5-N0.1-S0-T0.9-D0,stationary,0.1,0.5,0.1,0.0,0.9,0,0.034960180331859506,0.02754044463821643,1.2694123421430568
Fstationary-H0.1-I0.5-N0.1-S0-T0.9-D3,stationary,0.1,0.5,0.1,0.0,0.9,3,0.038643111119011336,0.036108056363051796,1.07020745537978
Fstationary-H0.1-I0.5-N0.1-S0.9-T0-D0,stationary,0.1,0.5,0.1,0.9,0.0,0,0.010634195908769468,0.010584085047922645,1.0047345482032628
Fstationary-H0.1-I0.5-N0.1-S0.9-T0-D3,stationary,0.1,0.5,0.1,0.9,0.0,3,0.010115800994023929,0.0100407302602944,1.0074766209014092
Fstationary-H0.1-I0.5-N0.1-S0.9-T0.9-D0,stationary,0.1,0.5,0.1,0.9,0.9,0,0.03596552889342241,0.033360021182390794,1.07810269953926
Fstationary-H0.1-I0.5-N0.1-S0.9-T0.9-D3,stationary,0.1,0.5,0.1,0.9,0.9,3,0.03321909044906746,0.031947930960764315,1.0397884761258647
Fstationary-H0.1-I0.5-N0.5-S0-T0-D0,stationary,0.1,0.5,0.5,0.0,0.0,0,0.017802410839720485,0.015938256224918207,1.116961014335296
Fstationary-H0.1-I0.5-N0.5-S0-T0-D3,stationary,0.1,0.5,0.5,0.0,0.0,3,0.019356788254014178,0.018637372068337738,1.0386007309956873
Fstationary-H0.1-I0.5-N0.5-S0-T0.9-D0,stationary,0.1,0.5,0.5,0.0,0.9,0,0.15409413303500274,0.11009420373127171,1.3996570919494562
Fstationary-H0.1-I0.5-N0.5-S0-T0.9-D3,stationary,0.1,0.5,0.5,0.0,0.9,3,0.13821341358620676,0.10012652172597672,1.3803876455877007
Fstationary-H0.1-I0.5-N0.5-S0.9-T0-D0,stationary,0.1,0.5,0.5,0.9,0.0,0,0.018181733171719394,0.017514147397273798,1.0381169439369633
Fstationary-H0.1-I0.5-N0.5-S0.9-T0-D3,stationary,0.1,0.5,0.5,0.9,0.0,3,0.018674514762823863,0.018192867144080905,1.026474530645911
Fstationary-H0.1-I0.5-N0.5-S0.9-T0.9-D0,stationary,0.1,0.5,0.5,0.9,0.9,0,0.1314786216658526,0.12168209122884908,1.080509221513781
Fstationary-H0.1-I0.5-N0.5-S0.9-T0.9-D3,stationary,0.1,0.5,0.5,0.9,0.9,3,0.12517873831168835,0.10295630259701609,1.2158433738792433
Fstationary-H0.1-I1.5-N0.1-S0-T0-D0,stationary,0.1,1.5,0.1,0.0,0.0,0,0.0752377207669222,0.07559586431658738,0.9952623922895396
Fstationary-H0.1-I1.5-N0.1-S0-T0-D3,stationary,0.1,1.5,0.1,0.0,0.0,3,0.07646712306394544,0.07636126455667328,1.0013862854142968
Fstationary-H0.1-I1.5-N0.1-S0-T0.9-D0,stationary,0.1,1.5,0.1,0.0,0.9,0,0.0996165918084522,0.09413965945502598,1.0581787992981084
Fstationary-H0.1-I1.5-N0.1-S0-T0.9-D3,stationary,0.1,1.5,0.1,0.0,0.9,3,0.09974810310018464,0.09785158356545506,1.0193815926694836
Fstationary-H0.1-I1.5-N0.1-S0.9-T0-D0,stationary,0.1,1.5,0.1,0.9,0.0,0,0.07705278531334672,0.07628936327360045,1.010006926352346
Fstationary-H0.1-I1.5-N0.1-S0.9-T0-D3,stationary,0.1,1.5,0.1,0.9,0.0,3,0.07795228874903679,0.07786542765590926,1.0011155283640305
Fstationary-H0.1-I1.5-N0.1-S0.9-T0.9-D0,stationary,0.1,1.5,0.1,0.9,0.9,0,0.1018289868512191,0.09860922320458615,1.0326517494205676
Fstationary-H0.1-I1.5-N0.1-S0.9-T0.9-D3,stationary,0.1,1.5,0.1,0.9,0.9,3,0.11405076297407402,0.1122156028286482,1.0163538768154021
Fstationary-H0.1-I1.5-N0.5-S0-T0-D0,stationary,0.1,1.5,0.5,0.0,0.0,0,0.08149932400027794,0.08037127019490173,1.0140355353678083
Fstationary-H0.1-I1.5-N0.5-S0-T0-D3,stationary,0.1,1.5,0.5,0.0,0.0,3,0.0857939319453717,0.08526210925625444,1.0062375033148532
Fstationary-H0.1-I1.5-N0.5-S0-T0.9-D0,stationary,0.1,1.5,0.5,0.0,0.9,0,0.1851035447380054,0.15553779680446822,1.1900872234335764
Fstationary-H0.1-I1.5-N0.5-S0-T0.9-D3,stationary,0.1,1.5,0.5,0.0,0.9,3,0.21039455375606758,0.204010732583289,1.0312915947702523
Fstationary-H0.1-I1.5-N0.5-S0.9-T0-D0,stationary,0.1,1.5,0.5,0.9,0.0,0,0.08285983762079804,0.08213160061407113,1.0088667090533014
Fstationary-H0.1-I1.5-N0.5-S0.9-T0-D3,stationary,0.1,1.5,0.5,0.9,0.0,3,0.08519421248562317,0.08490001104449311,1.003465269762755
Fstationary-H0.1-I1.5-N0.5-S0.9-T0.9-D0,stationary,0.1,1.5,0.5,0.9,0.9,0,0.19556281946241616,0.18437044487603776,1.0607059043216154
Fstationary-H0.1-I1.5-N0.5-S0.9-T0.9-D3,stationary,0.1,1.5,0.5,0.9,0.9,3,0.20519835359648383,0.20343609753169417,1.0086624551206558
Fstationary-H0.3-I0.5-N0.1-S0-T0-D0,stationary,0.3,0.5,0.1,0.0,0.0,0,0.012974029191978296,0.012642342691127502,1.0262361580408332
Fstationary-H0.3-I0.5-N0.1-S0-T0-D3,stationary,0.3,0.5,0.1,0.0,0.0,3,0.013455048654488018,0.01326258991678517,1.0145113992749841
Fstationary-H0.3-I0.5-N0.1-S0-T0.9-D0,stationary,0.3,0.5,0.1,0.0,0.9,0,0.04396509511173588,0.03246933387380421,1.3540498022722383
Fstationary-H0.3-I0.5-N0.1-S0-T0.9-D3,stationary,0.3,0.5,0.1,0.0,0.9,3,0.03995523413488031,0.032853543277384864,1.2161620984846397
Fstationary-H0.3-I0.5-N0.1-S0.9-T0-D0,stationary,0.3,0.5,0.1,0.9,0.0,0,0.012893460642773455,0.012724852975601282,1.0132502644624235
Fstationary-H0.3-I0.5-N0.1-S0.9-T0-D3,stationary,0.3,0.5,0.1,0.9,0.0,3,0.012904808404266933,0.012717351081605838,1.0147402805394143
Fstationary-H0.3-I0.5-N0.1-S0.9-T0.9-D0,stationary,0.3,0.5,0.1,0.9,0.9,0,0.0388538005848264,0.033530285690332486,1.1587673586696818
Fstationary-H0.3-I0.5-N0.1-S0.9-T0.9-D3,stationary,0.3,0.5,0.1,0.9,0.9,3,0.04381639490173088,0.03783762451555558,1.158011251042394
Fstationary-H0.3-I0.5-N0.5-S0-T0-D0,stationary,0.3,0.5,0.5,0.0,0.0,0,0.02174822137691057,0.01834396864084517,1.1855788571555557
Fstationary-H0.3-I0.5-N0.5-S0-T0-D3,stationary,0.3,0.5,0.5,0.0,0.0,3,0.021505624207522334,0.01985846052641731,1.0829451849459244
Fstationary-H0.3-I0.5-N0.5-S0-T0.9-D0,stationary,0.3,0.5,0.5,0.0,0.9,0,0.14764832086265017,0.1028814877734759,1.435130109974126
Fstationary-H0.3-I0.5-N0.5-S0-T0.9-D3,stationary,0.3,0.5,0.5,0.0,0.9,3,0.15569191410673883,0.11350696912054523,1.3716507040320396
Fstationary-H0.3-I0.5-N0.5-S0.9-T0-D0,stationary,0.3,0.5,0.5,0.9,0.0,0,0.02278273999386713,0.020626951231512335,1.1045132040192804
Fstationary-H0.3-I0.5-N0.5-S0.9-T0-D3,stationary,0.3,0.5,0.5,0.9,0.0,3,0.022293771159794452,0.01997720195380375,1.1159606441055985
Fstationary-H0.3-I0.5-N0.5-S0.9-T0.9-D0,stationary,0.3,0.5,0.5,0.9,0.9,0,0.1804721823112686,0.1542569627482957,1.1699451298399335
Fstationary-H0.3-I0.5-N0.5-S0.9-T0.9-D3,stationary,0.3,0.5,0.5,0.9,0.9,3,0.1562966549004119,0.12677063543913367,1.2329089805300735
Fstationary-H0.3-I1.5-N0.1-S0-T0-D0,stationary,0.3,1.5,0.1,0.0,0.0,0,0.07489657100148775,0.07898106756261944,0.948285118355822
Fstationary-H0.3-I1.5-N0.1-S0-T0-D3,stationary,0.3,1.5,0.1,0.0,0.0,3,0.07912023869720633,0.07903182797136019,1.0011186724148426
Fstationary-H0.3-I1.5-N0.1-S0-T0.9-D0,stationary,0.3,1.5,0.1,0.0,0.9,0,0.10048567941575391,0.09521206481839427,1.055388091912705
Fstationary-H0.3-I1.5-N0.1-S0-T0.9-D3,stationary,0.3,1.5,0.1,0.0,0.9,3,0.107775231919883,0.10456973059880788,1.0306541989036324
Fstationary-H0.3-I1.5-N0.1-S0.9-T0-D0,stationary,0.3,1.5,0.1,0.9,0.0,0,0.07591964595094208,0.07897233507767351,0.9613448288729345
Fstationary-H0.3-I1.5-N0.1-S0.9-T0-D3,stationary,0.3,1.5,0.1,0.9,0.0,3,0.07756264346661333,0.07738290350553564,1.002322734776485
Fstationary-H0.3-I1.5-N0.1-S0.9-T0.9-D0,stationary,0.3,1.5,0.1,0.9,0.9,0,0.10514195592061289,0.1026673749444506,1.0241028951748419
Fstationary-H0.3-I1.5-N0.1-S0.9-T0.9-D3,stationary,0.3,1.5,0.1,0.9,0.9,3,0.10623836987393923,0.10277293274997926,1.033719356169299
Fstationary-H0.3-I1.5-N0.5-S0-T0-D0,stationary,0.3,1.5,0.5,0.0,0.0,0,0.08387547650805569,0.08693622779745011,0.9647931435842193
Fstationary-H0.3-I1.5-N0.5-S0-T0-D3,stationary,0.3,1.5,0.5,0.0,0.0,3,0.09022486113448458,0.08944581383182115,1.0087097122748327
Fstationary-H0.3-I1.5-N0.5-S0-T0.9-D0,stationary,0.3,1.5,0.5,0.0,0.9,0,0.210121088248277,0.16960022458427465,1.2389198703204987
Fstationary-H0.3-I1.5-N0.5-S0-T0.9-D3,stationary,0.3,1.5,0.5,0.0,0.9,3,0.22350805927152856,0.2132723158664012,1.0479937743609409
Fstationary-H0.3-I1.5-N0.5-S0.9-T0-D0,stationary,0.3,1.5,0.5,0.9,0.0,0,0.08444123452237332,0.08615593042805036,0.9800977611505338
Fstationary-H0.3-I1.5-N0.5-S0.9-T0-D3,stationary,0.3,1.5,0.5,0.9,0.0,3,0.08730878950300874,0.08652005282782554,1.009116229699406
Fstationary-H0.3-I1.5-N0.5-S0.9-T0.9-D0,stationary,0.3,1.5,0.5,0.9,0.9,0,0.2321858426370615,0.2085107252736802,1.1135438828497026
Fstationary-H0.3-I1.5-N0.5-S0.9-T0.9-D3,stationary,0.3,1.5,0.5,0.9,0.9,3,0.20287042105463887,0.1934489103196088,1.048702836937485
Fstationary-H0.6-I0.5-N0.1-S0-T0-D0,stationary,0.6,0.5,0.1,0.0,0.0,0,0.021866060771883432,0.021595393801645442,1.0125335510305613
Fstationary-H0.6-I0.5-N0.1-S0-T0-D3,stationary,0.6,0.5,0.1,0.0,0.0,3,0.022597314168286867,0.022185803946190914,1.018548357458401
Fstationary-H0.6-I0.5-N0.1-S0-T0.9-D0,stationary,0.6,0.5,0.1,0.0,0.9,0,0.0506236196391841,0.0400226320287687,1.264874823894523
Fstationary-H0.6-I0.5-N0.1-S0-T0.9-D3,stationary,0.6,0.5,0.1,0.0,0.9,3,0.05101132531435959,0.04141222643082737,1.231793837493041
Fstationary-H0.6-I0.5-N0.1-S0.9-T0-D0,stationary,0.6,0.5,0.1,0.9,0.0,0,0.02185420323035133,0.021530321989921112,1.0150430281805278
Fstationary-H0.6-I0.5-N0.1-S0.9-T0-D3,stationary,0.6,0.5,0.1,0.9,0.0,3,0.022569178840466116,0.02216115450746481,1.018411691180794
Fstationary-H0.6-I0.5-N0.1-S0.9-T0.9-D0,stationary,0.6,0.5,0.1,0.9,0.9,0,0.05279751524674832,0.04688814109330994,1.1260313165684774
Fstationary-H0.6-I0.5-N0.1-S0.9-T0.9-D3,stationary,0.6,0.5,0.1,0.9,0.9,3,0.05383340247585988,0.04561248560005167,1.1802339155092854
Fstationary-H0.6-I0.5-N0.5-S0-T0-D0,stationary,0.6,0.5,0.5,0.0,0.0,0,0.031035821745169792,0.027625558473356418,1.1234459486168367
Fstationary-H0.6-I0.5-N0.5-S0-T0-D3,stationary,0.6,0.5,0.5,0.0,0.0,3,0.032269471090728676,0.029008344692240624,1.112420285717315
Fstationary-H0.6-I0.5-N0.5-S0-T0.9-D0,stationary,0.6,0.5,0.5,0.0,0.9,0,0.18687036731455783,0.11991748421142615,1.5583246141579092
Fstationary-H0.6-I0.5-N0.5-S0-T0.9-D3,stationary,0.6,0.5,0.5,0.0,0.9,3,0.18426712123255182,0.14096025545242774,1.3072274921829976
Fstationary-H0.6-I0.5-N0.5-S0.9-T0-D0,stationary,0.6,0.5,0.5,0.9,0.0,0,0.032164803726213276,0.030596461310079627,1.0512589478972516
Fstationary-H0.6-I0.5-N0.5-S0.9-T0-D3,stationary,0.6,0.5,0.5,0.9,0.0,3,0.03184257866945348,0.028475955953728378,1.1182268550069276
Fstationary-H0.6-I0.5-N0.5-S0.9-T0.9-D0,stationary,0.6,0.5,0.5,0.9,0.9,0,0.16770100473399902,0.13510753186916133,1.2412409760871166
Fstationary-H0.6-I0.5-N0.5-S0.9-T0.9-D3,stationary,0.6,0.5,0.5,0.9,0.9,3,0.1486238243670351,0.11197937308242581,1.3272428687168667
Fstationary-H0.6-I1.5-N0.1-S0-T0-D0,stationary,0.6,1.5,0.1,0.0,0.0,0,0.08243423238196967,0.08807593197925312,0.935945047977325
Fstationary-H0.6-I1.5-N0.1-S0-T0-D3,stationary,0.6,1.5,0.1,0.0,0.0,3,0.08801190752586421,0.08772664095371932,1.0032517667272294
Fstationary-H0.6-I1.5-N0.1-S0-T0.9-D0,stationary,0.6,1.5,0.1,0.0,0.9,0,0.11188239972345514,0.10670487999110656,1.048521864536843
Fstationary-H0.6-I1.5-N0.1-S0-T0.9-D3,stationary,0.6,1.5,0.1,0.0,0.9,3,0.11691815186054377,0.11196539473297532,1.0442347132288528
Fstationary-H0.6-I1.5-N0.1-S0.9-T0-D0,stationary,0.6,1.5,0.1,0.9,0.0,0,0.08239138039550661,0.087461889592765,0.9420260730603077
Fstationary-H0.6-I1.5-N0.1-S0.9-T0-D3,stationary,0.6,1.5,0.1,0.9,0.0,3,0.08766284875452912,0.08751132384291366,1.0017314891943294
Fstationary-H0.6-I1.5-N0.1-S0.9-T0.9-D0,stationary,0.6,1.5,0.1,0.9,0.9,0,0.10964851466317779,0.10725163120478261,1.0223482238122668
Fstationary-H0.6-I1.5-N0.1-S0.9-T0.9-D3,stationary,0.6,1.5,0.1,0.9,0.9,3,0.11539910019759492,0.1107528994927572,1.041951052533316
Fstationary-H0.6-I1.5-N0.5-S0-T0-D0,stationary,0.6,1.5,0.5,0.0,0.0,0,0.09348547905231874,0.09610610750871729,0.9727319259479857
Fstationary-H0.6-I1.5-N0.5-S0-T0-D3,stationary,0.6,1.5,0.5,0.0,0.0,3,0.09596538954085401,0.09431669136569448,1.0174804496562229
Fstationary-H0.6-I1.5-N0.5-S0-T0.9-D0,stationary,0.6,1.5,0.5,0.0,0.9,0,0.23878319632686368,0.18725202245684763,1.2751968880971176
Fstationary-H0.6-I1.5-N0.5-S0-T0.9-D3,stationary,0.6,1.5,0.5,0.0,0.9,3,0.22964231560928988,0.20580047213715402,1.1158493137773107
Fstationary-H0.6-I1.5-N0.5-S0.9-T0-D0,stationary,0.6,1.5,0.5,0.9,0.0,0,0.09026602039821002,0.09306808218930157,0.9698923441294071
Fstationary-H0.6-I1.5-N0.5-S0.9-T0-D3,stationary,0.6,1.5,0.5,0.9,0.0,3,0.10140714318756557,0.09928074049415657,1.0214180784996678
Fstationary-H0.6-I1.5-N0.5-S0.9-T0.9-D0,stationary,0.6,1.5,0.5,0.9,0.9,0,0.2514319167612661,0.22858809000848884,1.0999344574423318
Fstationary-H0.6-I1.5-N0.5-S0.9-T0.9-D3,stationary,0.6,1.5,0.5,0.9,0.9,3,0.22097815421966618,0.2071129578154708,1.0669450938774614
