cell_id,schedule_family,target_scale,initial_common_parameter,noise_scale,spatial_correlation,temporal_correlation,delay,seed,strong_static_auc,persistent_auc,persistent_terminal,learning_transitions,extra_probe_transitions,fingerprint_reused_transitions,message_units,qp_iterations,mean_iterations_per_recipient_decision,mean_debt,max_debt,rollback_rate,accepted_nonlocal_rate,mean_rho_upper,mean_effective_samples
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,3736052005,0.00851211859231025,0.008573543459284953,0.0008773065918292379,240,0,30,12,539,22.458333333333332,0.03278378518465908,0.07282344679726115,0.9583333333333334,0.041666666666666664,0.21478298350928382,3.406020415414762
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,2446090982,0.01187214139958237,0.01187214139958237,0.004230419271255931,240,0,30,12,437,18.208333333333332,0.014653470012855893,0.03024178638755854,1.0,0.0,0.20871801373759505,3.4288468145846047
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,2759634938,0.009635017454709035,0.00972584611030052,0.0005742470033263282,240,0,30,12,538,22.416666666666668,0.015998686383872206,0.03954988238630612,0.9166666666666666,0.08333333333333333,0.20871801373759505,3.4288468145846047
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,1796341307,0.00964269480369931,0.00964269480369931,0.0022609176843092077,240,0,30,12,433,18.041666666666668,0.030208052321434947,0.04183008345867548,1.0,0.0,0.20871801373759505,3.4288468145846047
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,702779833,0.011116090312867574,0.011116090312867574,0.003221004025957878,240,0,30,12,564,23.5,0.029324474244821652,0.07525919964891258,1.0,0.0,0.20871801373759505,3.4288468145846047
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,3081155260,0.011309755186133322,0.01156031072715657,0.002673998984173955,240,0,30,12,552,23.0,0.027971363625078086,0.10564898108125709,0.875,0.125,0.20871801373759505,3.4288468145846047
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,3689771675,0.013444291925683879,0.013444291925683879,0.0026713577725499833,240,0,30,12,562,23.416666666666668,0.030884042147381857,0.05860786150380665,1.0,0.0,0.20871801373759505,3.4288468145846047
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,1151854685,0.008533069137855826,0.008578522112956911,0.0030429074617233636,240,0,30,12,535,22.291666666666668,0.027195672430488548,0.07248376908727848,0.9583333333333334,0.041666666666666664,0.20871801373759505,3.4288468145846047
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,2094958580,0.011073808795828024,0.011573739094525332,0.004475850455454167,240,0,30,12,648,27.0,0.02221809983921526,0.06667845984921188,0.875,0.125,0.20871801373759505,3.4288468145846047
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,1636281357,0.0117057935492709,0.0117057935492709,0.004160020818078723,240,0,30,12,663,27.625,0.026517593483281404,0.07561381210034337,1.0,0.0,0.20871801373759505,3.4288468145846047
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,830070239,0.011295494430631041,0.011295494430631041,0.0035539353956563127,240,0,30,12,487,20.291666666666668,0.02590676126015402,0.04532251724458569,1.0,0.0,0.20871801373759505,3.4288468145846047
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,3490259395,0.0117013475955126,0.011748517576012333,0.003592428540585676,240,0,30,12,527,21.958333333333332,0.02449606521044771,0.05981240359356906,0.9583333333333334,0.041666666666666664,0.20871801373759505,3.4288468145846047
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,3512698917,0.009470996122288902,0.0096343849019435,0.0010917086932060451,240,0,30,12,607,25.291666666666668,0.02202515009205873,0.062471759410514624,0.9166666666666666,0.08333333333333333,0.21680491970198665,3.3986329363009755
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,2341267830,0.010121962299987087,0.010121962299987087,0.0030591721855588953,240,0,30,12,484,20.166666666666668,0.024368347386943504,0.05140057353601272,1.0,0.0,0.20871801373759505,3.4288468145846047
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,2814696786,0.010306861474566591,0.010306861474566591,0.0015163841630850554,240,0,30,12,465,19.375,0.02183307522139268,0.042810354022791076,1.0,0.0,0.20871801373759505,3.4288468145846047
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,748652165,0.011207389876631418,0.011367290533033933,0.0019868121441388173,240,0,30,12,518,21.583333333333332,0.02673931915806206,0.052245485529002815,0.9583333333333334,0.041666666666666664,0.20871801373759505,3.4288468145846047
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,4244158386,0.00932390488412115,0.00932390488412115,0.0028245935254978738,240,0,30,12,438,18.25,0.045717121493960435,0.1164171245872727,1.0,0.0,0.20871801373759505,3.4288468145846047
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,3723470981,0.011645139892146661,0.011645139892146661,0.004498316184379762,240,0,30,12,583,24.291666666666668,0.023075634555706687,0.039652527390344194,1.0,0.0,0.20871801373759505,3.4288468145846047
Fstationary-H0.1-I0.5-N0.1-S0-T0.9-D0,stationary,0.1,0.5,0.1,0.0,0.9,0,1808804502,0.035429150663951955,0.039304664507584026,0.09461794414052059,240,0,30,12,991,41.291666666666664,0.008621183091762798,0.028188787810547053,0.7083333333333334,0.2916666666666667,0.7543780528816196,1.0
Fstationary-H0.1-I0.5-N0.1-S0-T0.9-D0,stationary,0.1,0.5,0.1,0.0,0.9,0,2863024076,0.025699602259362287,0.032324861377293686,0.02444965884563275,240,0,30,12,793,33.041666666666664,0.010495190145419294,0.04698226523269364,0.6666666666666666,0.3333333333333333,0.742377461703993,1.0
