rho,overhead,q,fisher_closed,fisher_direct,fisher_relative_error,minimax_risk,risk_ratio_speedup,effective_speedup,speedup_relative_error,information_per_cost,selected_q,selected_efficiency,adaptive_budget_lower_bound,budget_identity_relative_error
0.75,4.0,2,1.1428571428571428,1.1428571428571428,0.0,0.875,1.1428571428571428,1.1428571428571428,0.0,0.19047619047619047,1,0.2,3.90625e-05,0.0
0.75,4.0,4,1.2307692307692308,1.2307692307692308,0.0,0.8125,1.2307692307692308,1.2307692307692308,0.0,0.15384615384615385,1,0.2,3.90625e-05,0.0
0.75,4.0,8,1.28,1.2799999999999998,1.734723475976807e-16,0.78125,1.28,1.28,0.0,0.10666666666666667,1,0.2,3.90625e-05,0.0
0.75,4.0,16,1.3061224489795917,1.306122448979592,1.7000290064572712e-16,0.765625,1.3061224489795917,1.3061224489795917,0.0,0.06530612244897958,1,0.2,3.90625e-05,0.0
0.75,4.0,32,1.3195876288659794,1.3195876288659796,1.682681771697503e-16,0.7578125,1.3195876288659794,1.3195876288659794,0.0,0.03665521191294387,1,0.2,3.90625e-05,0.0
0.75,16.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.058823529411764705,2,0.06349206349206349,0.000123046875,0.0
0.75,16.0,2,1.1428571428571428,1.1428571428571428,0.0,0.875,1.1428571428571428,1.1428571428571428,0.0,0.06349206349206349,2,0.06349206349206349,0.000123046875,0.0
0.75,16.0,4,1.2307692307692308,1.2307692307692308,0.0,0.8125,1.2307692307692308,1.2307692307692308,0.0,0.06153846153846154,2,0.06349206349206349,0.000123046875,0.0
0.75,16.0,8,1.28,1.2799999999999998,1.734723475976807e-16,0.78125,1.28,1.28,0.0,0.05333333333333334,2,0.06349206349206349,0.000123046875,0.0
0.75,16.0,16,1.3061224489795917,1.306122448979592,1.7000290064572712e-16,0.765625,1.3061224489795917,1.3061224489795917,0.0,0.04081632653061224,2,0.06349206349206349,0.000123046875,0.0
0.75,16.0,32,1.3195876288659794,1.3195876288659796,1.682681771697503e-16,0.7578125,1.3195876288659794,1.3195876288659794,0.0,0.027491408934707903,2,0.06349206349206349,0.000123046875,0.0
0.75,64.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.015384615384615385,4,0.01809954751131222,0.00043164062499999995,0.0
0.75,64.0,2,1.1428571428571428,1.1428571428571428,0.0,0.875,1.1428571428571428,1.1428571428571428,0.0,0.017316017316017316,4,0.01809954751131222,0.00043164062499999995,0.0
0.75,64.0,4,1.2307692307692308,1.2307692307692308,0.0,0.8125,1.2307692307692308,1.2307692307692308,0.0,0.01809954751131222,4,0.01809954751131222,0.00043164062499999995,0.0
0.75,64.0,8,1.28,1.2799999999999998,1.734723475976807e-16,0.78125,1.28,1.28,0.0,0.017777777777777778,4,0.01809954751131222,0.00043164062499999995,0.0
0.75,64.0,16,1.3061224489795917,1.306122448979592,1.7000290064572712e-16,0.765625,1.3061224489795917,1.3061224489795917,0.0,0.016326530612244896,4,0.01809954751131222,0.00043164062499999995,0.0
0.75,64.0,32,1.3195876288659794,1.3195876288659796,1.682681771697503e-16,0.7578125,1.3195876288659794,1.3195876288659794,0.0,0.013745704467353952,4,0.01809954751131222,0.00043164062499999995,0.0
0.9,1.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,1,0.5,1.5625e-05,0.0
0.9,1.0,2,1.0526315789473684,1.0526315789473684,0.0,0.95,1.0526315789473684,1.0526315789473684,0.0,0.3508771929824561,1,0.5,1.5625e-05,0.0
0.9,1.0,4,1.081081081081081,1.0810810810810811,2.05391259555654e-16,0.925,1.081081081081081,1.081081081081081,0.0,0.21621621621621617,1,0.5,1.5625e-05,0.0
0.9,1.0,8,1.095890410958904,1.095890410958904,0.0,0.9125,1.095890410958904,1.095890410958904,0.0,0.121765601217656,1,0.5,1.5625e-05,0.0
0.9,1.0,16,1.103448275862069,1.103448275862069,0.0,0.90625,1.103448275862069,1.103448275862069,0.0,0.06490872210953347,1,0.5,1.5625e-05,0.0
0.9,1.0,32,1.107266435986159,1.1072664359861593,2.0053403382291891e-16,0.9031250000000001,1.107266435986159,1.107266435986159,0.0,0.03355352836321694,1,0.5,1.5625e-05,0.0
0.9,4.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.2,1,0.2,3.90625e-05,0.0
0.9,4.0,2,1.0526315789473684,1.0526315789473684,0.0,0.95,1.0526315789473684,1.0526315789473684,0.0,0.17543859649122806,1,0.2,3.90625e-05,0.0
0.9,4.0,4,1.081081081081081,1.0810810810810811,2.05391259555654e-16,0.925,1.081081081081081,1.081081081081081,0.0,0.13513513513513511,1,0.2,3.90625e-05,0.0
0.9,4.0,8,1.095890410958904,1.095890410958904,0.0,0.9125,1.095890410958904,1.095890410958904,0.0,0.091324200913242,1,0.2,3.90625e-05,0.0
0.9,4.0,16,1.103448275862069,1.103448275862069,0.0,0.90625,1.103448275862069,1.103448275862069,0.0,0.05517241379310345,1,0.2,3.90625e-05,0.0
0.9,4.0,32,1.107266435986159,1.1072664359861593,2.0053403382291891e-16,0.9031250000000001,1.107266435986159,1.107266435986159,0.0,0.03075740099961553,1,0.2,3.90625e-05,0.0
0.9,16.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.058823529411764705,1,0.058823529411764705,0.0001328125,0.0
0.9,16.0,2,1.0526315789473684,1.0526315789473684,0.0,0.95,1.0526315789473684,1.0526315789473684,0.0,0.05847953216374269,1,0.058823529411764705,0.0001328125,0.0
0.9,16.0,4,1.081081081081081,1.0810810810810811,2.05391259555654e-16,0.925,1.081081081081081,1.081081081081081,0.0,0.05405405405405404,1,0.058823529411764705,0.0001328125,0.0
0.9,16.0,8,1.095890410958904,1.095890410958904,0.0,0.9125,1.095890410958904,1.095890410958904,0.0,0.045662100456621,1,0.058823529411764705,0.0001328125,0.0
0.9,16.0,16,1.103448275862069,1.103448275862069,0.0,0.90625,1.103448275862069,1.103448275862069,0.0,0.034482758620689655,1,0.058823529411764705,0.0001328125,0.0
0.9,16.0,32,1.107266435986159,1.1072664359861593,2.0053403382291891e-16,0.9031250000000001,1.107266435986159,1.107266435986159,0.0,0.023068050749711647,1,0.058823529411764705,0.0001328125,0.0
0.9,64.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.015384615384615385,2,0.01594896331738437,0.00048984375,0.0
0.9,64.0,2,1.0526315789473684,1.0526315789473684,0.0,0.95,1.0526315789473684,1.0526315789473684,0.0,0.01594896331738437,2,0.01594896331738437,0.00048984375,0.0
0.9,64.0,4,1.081081081081081,1.0810810810810811,2.05391259555654e-16,0.925,1.081081081081081,1.081081081081081,0.0,0.01589825119236884,2,0.01594896331738437,0.00048984375,0.0
0.9,64.0,8,1.095890410958904,1.095890410958904,0.0,0.9125,1.095890410958904,1.095890410958904,0.0,0.015220700152207,2,0.01594896331738437,0.00048984375,0.0
0.9,64.0,16,1.103448275862069,1.103448275862069,0.0,0.90625,1.103448275862069,1.103448275862069,0.0,0.013793103448275862,2,0.01594896331738437,0.00048984375,0.0
0.9,64.0,32,1.107266435986159,1.1072664359861593,2.0053403382291891e-16,0.9031250000000001,1.107266435986159,1.107266435986159,0.0,0.011534025374855823,2,0.01594896331738437,0.00048984375,0.0
0.99,1.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,1,0.5,1.5625e-05,0.0
0.99,1.0,2,1.0050251256281406,1.0050251256281406,0.0,0.995,1.0050251256281406,1.0050251256281406,0.0,0.3350083752093802,1,0.5,1.5625e-05,0.0
0.99,1.0,4,1.0075566750629723,1.0075566750629723,0.0,0.9924999999999999,1.0075566750629723,1.0075566750629723,0.0,0.20151133501259447,1,0.5,1.5625e-05,0.0
0.99,1.0,8,1.008827238335435,1.008827238335435,0.0,0.99125,1.008827238335435,1.008827238335435,0.0,0.1120919153706039,1,0.5,1.5625e-05,0.0
0.99,1.0,16,1.0094637223974763,1.0094637223974763,0.0,0.990625,1.0094637223974763,1.0094637223974763,0.0,0.059380218964557425,1,0.5,1.5625e-05,0.0
0.99,1.0,32,1.0097822656989586,1.0097822656989586,0.0,0.9903125,1.0097822656989586,1.0097822656989586,0.0,0.03059946259693814,1,0.5,1.5625e-05,0.0
0.99,4.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.2,1,0.2,3.90625e-05,0.0
0.99,4.0,2,1.0050251256281406,1.0050251256281406,0.0,0.995,1.0050251256281406,1.0050251256281406,0.0,0.1675041876046901,1,0.2,3.90625e-05,0.0
0.99,4.0,4,1.0075566750629723,1.0075566750629723,0.0,0.9924999999999999,1.0075566750629723,1.0075566750629723,0.0,0.12594458438287154,1,0.2,3.90625e-05,0.0
0.99,4.0,8,1.008827238335435,1.008827238335435,0.0,0.99125,1.008827238335435,1.008827238335435,0.0,0.08406893652795293,1,0.2,3.90625e-05,0.0
0.99,4.0,16,1.0094637223974763,1.0094637223974763,0.0,0.990625,1.0094637223974763,1.0094637223974763,0.0,0.050473186119873815,1,0.2,3.90625e-05,0.0
0.99,4.0,32,1.0097822656989586,1.0097822656989586,0.0,0.9903125,1.0097822656989586,1.0097822656989586,0.0,0.028049507380526625,1,0.2,3.90625e-05,0.0
0.99,16.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.058823529411764705,1,0.058823529411764705,0.0001328125,0.0
0.99,16.0,2,1.0050251256281406,1.0050251256281406,0.0,0.995,1.0050251256281406,1.0050251256281406,0.0,0.05583472920156337,1,0.058823529411764705,0.0001328125,0.0
0.99,16.0,4,1.0075566750629723,1.0075566750629723,0.0,0.9924999999999999,1.0075566750629723,1.0075566750629723,0.0,0.05037783375314862,1,0.058823529411764705,0.0001328125,0.0
0.99,16.0,8,1.008827238335435,1.008827238335435,0.0,0.99125,1.008827238335435,1.008827238335435,0.0,0.042034468263976464,1,0.058823529411764705,0.0001328125,0.0
0.99,16.0,16,1.0094637223974763,1.0094637223974763,0.0,0.990625,1.0094637223974763,1.0094637223974763,0.0,0.031545741324921134,1,0.058823529411764705,0.0001328125,0.0
0.99,16.0,32,1.0097822656989586,1.0097822656989586,0.0,0.9903125,1.0097822656989586,1.0097822656989586,0.0,0.02103713053539497,1,0.058823529411764705,0.0001328125,0.0
0.99,64.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.015384615384615385,1,0.015384615384615385,0.0005078125,0.0
0.99,64.0,2,1.0050251256281406,1.0050251256281406,0.0,0.995,1.0050251256281406,1.0050251256281406,0.0,0.01522765341860819,1,0.015384615384615385,0.0005078125,0.0
0.99,64.0,4,1.0075566750629723,1.0075566750629723,0.0,0.9924999999999999,1.0075566750629723,1.0075566750629723,0.0,0.014817009927396652,1,0.015384615384615385,0.0005078125,0.0
0.99,64.0,8,1.008827238335435,1.008827238335435,0.0,0.99125,1.008827238335435,1.008827238335435,0.0,0.014011489421325487,1,0.015384615384615385,0.0005078125,0.0
0.99,64.0,16,1.0094637223974763,1.0094637223974763,0.0,0.990625,1.0094637223974763,1.0094637223974763,0.0,0.012618296529968454,1,0.015384615384615385,0.0005078125,0.0
0.99,64.0,32,1.0097822656989586,1.0097822656989586,0.0,0.9903125,1.0097822656989586,1.0097822656989586,0.0,0.010518565267697485,1,0.015384615384615385,0.0005078125,0.0
