cell_id,schedule_family,target_scale,initial_common_parameter,noise_scale,spatial_correlation,temporal_correlation,delay,seed,noise_mean,noise_second_moment,local_auc,charged_shadow_auc,strong_static_auc,observable_auc,clairvoyant_auc,full_sharing_auc,local_terminal,strong_static_terminal,observable_terminal,observable_actions,observable_shadow_states,observable_checkpoint_violations,observable_learning_transitions,observable_probe_transitions,observable_environment_used,observable_message_units,observable_candidate_scores,shift_changes,shift_total,other_changes,other_total
Fstationary-H0.1-I0.5-N0.1-S0-T0-D0,stationary,0.1,0.5,0.1,0.0,0.0,0,4244158386,0.012068208023207821,0.09489111992769426,0.011424926825660929,0.014952026127321995,0.011228247601275615,0.013200189796548351,0.011927452192266154,0.014425079949430148,0.004090123582461438,0.004808787184044787,0.0033378890999328707,"[[0,2,0,2],[2,0,0,0],[0,0,0,0],[2,0,0,0],[0,0,0,3],[0,2,0,0]]","[[false,false,true,false],[false,true,true,true],[false,true,false,true],[false,false,false,false],[true,true,false,false],[false,false,true,true]]",1,216,24,240,17,168,0,0,5,5
Fstationary-H0.1-I0.5-N0.1-S0-T0-D0,stationary,0.1,0.5,0.1,0.0,0.0,0,3723470981,0.005112141356334082,0.09964653134343933,0.012833637554351058,0.015693234326114535,0.012236880407636007,0.012672669885129268,0.011569360779429811,0.016213083859426127,0.00430546872133089,0.003249589546935441,0.004750361266813155,"[[2,0,4,4],[2,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,1,0]]","[[false,false,false,false],[false,false,false,true],[true,true,true,true],[true,true,true,true],[true,false,true,true],[true,false,false,true]]",1,216,24,240,15,168,0,0,3,5
Fstationary-H0.1-I0.5-N0.1-S0-T0-D1,stationary,0.1,0.5,0.1,0.0,0.0,1,1808804502,0.009015131764735475,0.09778241966969223,0.011450529173412919,0.014634921407690035,0.011450529173412919,0.015485945242362973,0.01363825527218366,0.028003536946336394,0.0005135910507621942,0.0005135910507621942,0.0006988946027252153,"[[0,0,0,0],[0,0,0,0],[0,0,2,0],[2,0,0,0],[2,0,0,0],[0,0,0,1]]","[[false,false,true,false],[false,false,true,false],[true,false,false,false],[false,false,true,false],[false,false,true,true],[true,false,false,false]]",3,216,24,240,16,168,0,0,3,5
Fstationary-H0.1-I0.5-N0.1-S0-T0-D1,stationary,0.1,0.5,0.1,0.0,0.0,1,2863024076,-0.007868109830341658,0.09862451519143481,0.009045843004138751,0.011794255348253862,0.009045843004138751,0.014542365087895038,0.010982502624610624,0.02390457042416828,0.0012278260773064963,0.0012278260773064963,0.004599531365216621,"[[0,0,0,0],[0,2,6,0],[0,4,4,0],[0,0,0,5],[0,2,0,0],[0,0,0,4]]","[[false,false,false,true],[false,false,false,false],[true,false,false,true],[true,true,true,false],[false,false,true,false],[true,true,true,false]]",4,216,24,240,17,168,0,0,5,5
Fstationary-H0.1-I0.5-N0.1-S0-T0-D1,stationary,0.1,0.5,0.1,0.0,0.0,1,2950424385,0.012716719858209827,0.09798201913308165,0.010679715552167958,0.014130345453040297,0.010679715552167958,0.01339435955739269,0.01316080703455305,0.026505728770383544,0.0008054570661072506,0.0008054570661072506,0.0005048982935283572,"[[0,0,0,0],[0,0,2,0],[2,0,0,0],[0,0,0,0],[0,2,0,0],[0,2,0,6]]","[[false,false,false,false],[true,false,false,true],[false,true,false,false],[true,true,true,true],[true,false,false,false],[true,false,true,false]]",2,216,24,240,16,168,0,0,5,5
Fstationary-H0.1-I0.5-N0.1-S0-T0-D1,stationary,0.1,0.5,0.1,0.0,0.0,1,3476054506,-0.005510121913432179,0.10309004565331431,0.011896309160392622,0.015163232237172496,0.011896309160392622,0.015090320490612751,0.014628032098412085,0.026503449939935836,0.002236194421122759,0.002236194421122759,0.0024488059600956086,"[[0,0,0,0],[2,0,0,6],[0,0,0,0],[0,0,0,0],[2,3,6,0],[1,0,6,1]]","[[false,false,false,false],[false,false,true,false],[true,false,false,true],[false,true,false,false],[false,false,false,false],[false,true,false,false]]",5,216,24,240,15,168,0,0,4,5
Fstationary-H0.1-I0.5-N0.1-S0-T0-D1,stationary,0.1,0.5,0.1,0.0,0.0,1,859049474,-0.00030301593700067845,0.10041088130183608,0.0097460967441148,0.012268808673617971,0.0097460967441148,0.012906098490406992,0.011454631464623279,0.023779564154025188,0.003122183302350581,0.003122183302350581,0.003659759824375323,"[[0,0,0,0],[0,0,4,0],[0,0,5,0],[0,0,0,0],[0,2,3,0],[2,3,0,0]]","[[false,false,false,false],[false,false,false,false],[false,true,false,false],[false,true,true,false],[true,false,false,false],[false,false,true,false]]",4,216,24,240,16,168,0,0,5,5
Fstationary-H0.1-I0.5-N0.1-S0-T0-D1,stationary,0.1,0.5,0.1,0.0,0.0,1,2088432960,-0.00577227742104043,0.09781255544398641,0.007644073676107407,0.011189091195166678,0.007644073676107407,0.013074331535551981,0.010504279394498764,0.023553816549933358,0.00012424110017857594,0.00012424110017857594,0.0006492119376375233,"[[0,0,0,0],[2,0,0,0],[0,2,4,0],[3,0,0,6],[0,0,0,0],[1,4,0,6]]","[[false,false,false,false],[false,true,true,false],[true,false,false,true],[false,true,true,false],[true,true,false,true],[false,false,false,false]]",6,216,24,240,16,168,0,0,5,5
Fstationary-H0.1-I0.5-N0.1-S0-T0-D1,stationary,0.1,0.5,0.1,0.0,0.0,1,4057090488,0.017605558542883048,0.10162948542018047,0.011979157644635327,0.015143926713350173,0.011979157644635327,0.014582439725500043,0.013121413594471004,0.02838359582088469,0.001752247375888569,0.001752247375888569,0.0018742055565958632,"[[0,0,0,0],[2,0,4,0],[0,0,0,0],[0,0,0,0],[2,0,0,0],[0,0,0,0]]","[[false,false,false,false],[false,false,false,true],[true,true,true,true],[false,false,false,true],[false,true,true,true],[true,false,false,true]]",0,216,24,240,14,168,0,0,4,5
Fstationary-H0.1-I0.5-N0.1-S0-T0-D1,stationary,0.1,0.5,0.1,0.0,0.0,1,4197492090,0.018118681317769968,0.10182785824851592,0.012099540028113342,0.016228211488514666,0.012099540028113342,0.01750769037780013,0.014353505491533506,0.028038613530679907,0.002501097167575496,0.002501097167575496,0.0038561438739807023,"[[0,0,0,0],[0,0,0,0],[0,1,0,0],[0,0,3,0],[0,0,0,2],[4,0,0,0]]","[[false,false,false,false],[false,true,true,true],[false,false,false,true],[true,true,false,true],[true,true,false,false],[false,true,true,true]]",3,216,24,240,16,168,0,0,4,5
Fstationary-H0.1-I0.5-N0.1-S0-T0-D1,stationary,0.1,0.5,0.1,0.0,0.0,1,3445129534,-0.0177183200568063,0.10625197928589696,0.008839668813393736,0.012444240221324157,0.008839668813393736,0.013947254222123152,0.011541503811582268,0.023114509256008064,0.0013217099986790636,0.0013217099986790636,0.0014767402417784838,"[[0,0,0,0],[1,0,0,0],[2,0,0,0],[0,0,1,0],[5,2,0,2],[2,0,0,3]]","[[false,false,false,false],[false,true,true,false],[false,false,false,true],[false,false,false,false],[false,false,true,false],[false,true,false,false]]",5,216,24,240,17,168,0,0,5,5
Fstationary-H0.1-I0.5-N0.1-S0-T0-D1,stationary,0.1,0.5,0.1,0.0,0.0,1,1554091691,-0.005322092832779514,0.10955193474874964,0.012094738837943311,0.01565469463519209,0.012094738837943311,0.016456990068158796,0.014380377080974194,0.025344465957808798,0.003435844176267505,0.003435844176267505,0.0054824195710016866,"[[0,0,0,0],[0,0,0,0],[2,0,6,6],[0,0,6,6],[0,0,0,0],[0,6,0,0]]","[[false,false,false,false],[true,false,true,true],[false,true,false,false],[true,true,false,false],[false,true,true,true],[true,false,false,false]]",5,216,24,240,15,168,0,0,4,5
