controller_bellman_residual,controller_risk,controller_updates,delay,encoder_sha256,environment_budget,game,learning_environment,learning_message,master_seed,match_count,message_budget,overhead,probe_environment,probe_message,rho,selected_q,strong_bellman_residual,strong_q,strong_risk,true_rho_full_budget_risk,true_rho_q
1.6608712305293264e-07,9.297572529980174e-07,8124,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056129,8,393216,32,768,3264,0.1,16,2.2858223563166085e-07,4,1.0172386918472384e-06,1.1106253089938662e-06,16
1.627005289228074e-07,9.318856115856932e-07,8116,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056129,8,393216,32,768,3264,0.1,16,2.2648711894528934e-07,4,9.455968380073489e-07,1.162478803945579e-06,16
2.0641881158686177e-07,7.951637585705927e-06,16304,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056129,26,196608,8,768,960,0.3,4,2.3351131862735084e-07,4,9.314299757095738e-06,9.314299757095738e-06,4
2.0920470915262642e-07,8.078934812043778e-06,16296,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056129,26,196608,8,768,960,0.3,4,2.3649247096576328e-07,4,9.42724490323014e-06,9.42724490323014e-06,4
3.7740486508483236e-07,1.981296633082214e-06,8124,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056129,26,393216,32,768,3264,0.3,16,4.987956967962685e-07,4,5.804159681425146e-06,2.483362035090003e-06,16
3.6964647088129933e-07,2.0016116915220833e-06,8116,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056129,26,393216,32,768,3264,0.3,16,5.000675009575248e-07,4,5.970409521899914e-06,2.6210524858227317e-06,16
2.8034886312235915e-07,1.1269770534475038e-05,16304,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056129,58,196608,8,768,960,0.5,4,2.856770662699117e-07,4,1.158931949347538e-05,1.158931949347538e-05,4
2.8549485616355977e-07,1.1504245795737959e-05,16296,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056129,58,196608,8,768,960,0.5,4,2.912542386400079e-07,4,1.1835898385043062e-05,1.1835898385043062e-05,4
1.9515385918219988e-07,6.753993402387274e-07,10832,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,43328,389952,202608056129,58,393216,32,768,3264,0.5,4,1.8889651119114135e-07,4,6.776057294838433e-07,6.776057294838433e-07,4
1.9045452982316153e-07,6.637945911364254e-07,10824,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,43328,389952,202608056129,58,393216,32,768,3264,0.5,4,1.8518622534524692e-07,4,6.774377133532715e-07,6.774377133532715e-07,4
1.6838723761365096e-07,4.57216667946698e-06,21738,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,21738,195642,202608056129,68,196608,8,768,960,0.7,1,2.7834335832420906e-07,4,2.5256672053638097e-06,4.340765876466838e-06,1
1.722608198547238e-07,4.583153206161056e-06,21730,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,21738,195642,202608056129,68,196608,8,768,960,0.7,1,2.951653266303167e-07,4,2.851521900896335e-06,4.36384431723347e-06,1
8.402738243362444e-07,3.1962596968897346e-05,10832,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,43328,389952,202608056129,68,393216,32,768,3264,0.7,4,7.417775930394932e-07,4,2.8726966593429496e-05,2.8726966593429496e-05,4
8.06832941082546e-07,3.0323653477954577e-05,10824,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,43328,389952,202608056129,68,393216,32,768,3264,0.7,4,7.123298079802032e-07,4,2.7178938263355878e-05,2.7178938263355878e-05,4
1.6838723761365096e-07,4.57216667946698e-06,21738,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,21738,195642,202608056129,91,196608,8,768,960,0.9,1,2.9148398687079055e-07,4,5.408831477672454e-06,4.340765876466838e-06,1
1.722608198547238e-07,4.583153206161056e-06,21730,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,21738,195642,202608056129,91,196608,8,768,960,0.9,1,3.0672857125577266e-07,4,5.88041765686992e-06,4.36384431723347e-06,1
5.709019109983236e-07,1.885736182333868e-05,11816,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,11816,389928,202608056129,91,393216,32,768,3264,0.9,1,3.1289994043750077e-07,4,5.328178033654031e-06,1.9340402748052605e-05,1
5.41152611049802e-07,1.7608526829578306e-05,11808,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,11816,389928,202608056129,91,393216,32,768,3264,0.9,1,3.0450960213746657e-07,4,4.913810435884048e-06,1.806820374925586e-05,1
1.6838723761365096e-07,4.57216667946698e-06,21738,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,21738,195642,202608056129,96,196608,8,768,960,1.0,1,2.7834335832420906e-07,4,2.5256672053638097e-06,4.340765876466838e-06,1
1.722608198547238e-07,4.583153206161056e-06,21730,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,21738,195642,202608056129,96,196608,8,768,960,1.0,1,2.951653266303167e-07,4,2.851521900896335e-06,4.36384431723347e-06,1
5.709019109983236e-07,1.885736182333868e-05,11816,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,11816,389928,202608056129,96,393216,32,768,3264,1.0,1,7.417775930394932e-07,4,2.8726966593429496e-05,1.9340402748052605e-05,1
5.41152611049802e-07,1.7608526829578306e-05,11808,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,11816,389928,202608056129,96,393216,32,768,3264,1.0,1,7.123298079802032e-07,4,2.7178938263355878e-05,1.806820374925586e-05,1
1.130381196914841e-07,2.9004866110821514e-06,8144,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,130304,195456,202608056130,0,196608,8,768,960,0.0,16,1.8232049995320423e-07,4,5.3316638675264475e-06,2.7022539441848003e-06,16
1.1420504202404142e-07,2.9612401604376044e-06,8136,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,130304,195456,202608056130,0,196608,8,768,960,0.0,16,1.7943461442661529e-07,4,5.264503642583796e-06,2.7489088159016005e-06,16
1.1412250991006755e-07,2.971850674380723e-06,8124,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056130,0,393216,32,768,3264,0.0,16,2.014306521718288e-07,4,4.106834694005845e-06,2.7022539441848003e-06,16
1.1426835812084791e-07,2.9722978098581963e-06,8116,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056130,0,393216,32,768,3264,0.0,16,2.0333606719462585e-07,4,4.170733432260764e-06,2.7489088159016005e-06,16
3.789690662036108e-08,2.3773029127951054e-07,8144,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,130304,195456,202608056130,7,196608,8,768,960,0.1,16,2.651498640402424e-07,4,8.043087615285194e-06,1.8858611605774747e-07,16
3.780433860352948e-08,2.3687244402308093e-07,8136,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,130304,195456,202608056130,7,196608,8,768,960,0.1,16,2.6110877451176083e-07,4,7.866754033592976e-06,1.9256950583245396e-07,16
3.806302225762721e-08,2.3806108932250754e-07,8124,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056130,7,393216,32,768,3264,0.1,16,2.918876704232693e-07,4,2.4157592490371184e-06,1.8858611605774747e-07,16
3.765615315314538e-08,2.2979336747061215e-07,8116,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056130,7,393216,32,768,3264,0.1,16,2.869675629655472e-07,4,2.2545687269101803e-06,1.9256950583245396e-07,16
1.7417634559433498e-07,9.564755242979212e-07,16304,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056130,38,196608,8,768,960,0.3,4,1.7955386469412e-07,4,9.964879252022787e-07,9.964879252022787e-07,4
1.6803327512817924e-07,8.605781302356481e-07,16296,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056130,38,196608,8,768,960,0.3,4,1.7297355830066428e-07,4,9.00151866663941e-07,9.00151866663941e-07,4
3.2586508952235735e-07,3.2552981656729287e-06,10832,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,43328,389952,202608056130,38,393216,32,768,3264,0.3,4,2.993487337238328e-07,4,2.6350622946786256e-06,1.434510129174098e-06,16
3.2319147357868086e-07,3.2185041094958884e-06,10824,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,43328,389952,202608056130,38,393216,32,768,3264,0.3,4,2.944354246356952e-07,4,2.5358166657509114e-06,1.5529956731567124e-06,16
2.0352194833699313e-07,2.846526897157168e-06,16304,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056130,43,196608,8,768,960,0.5,4,2.0806129319922816e-07,4,2.9074607425049327e-06,2.9074607425049327e-06,4
1.9868247059049892e-07,2.7378107407889035e-06,16296,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056130,43,196608,8,768,960,0.5,4,2.042415597179646e-07,4,2.8441843045222136e-06,2.8441843045222136e-06,4
2.3761436534273912e-07,8.012055917322947e-07,10832,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,43328,389952,202608056130,43,393216,32,768,3264,0.5,4,2.3255193088786572e-07,4,1.151213598974712e-06,1.151213598974712e-06,4
2.378075934237843e-07,7.942904307633762e-07,10824,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,43328,389952,202608056130,43,393216,32,768,3264,0.5,4,2.3492517337449943e-07,4,1.190830917351589e-06,1.190830917351589e-06,4
4.416219509945512e-07,1.0803596357897976e-05,16304,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056130,63,196608,8,768,960,0.7,4,4.3448219884669015e-07,4,1.0741483826640743e-05,2.082135537424537e-06,1
4.058683926815479e-07,9.294904375544303e-06,16296,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056130,63,196608,8,768,960,0.7,4,3.992130759647145e-07,4,9.21317603905228e-06,1.7556641592382082e-06,1
7.356917528780165e-07,2.3609939221537874e-06,10832,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,43328,389952,202608056130,63,393216,32,768,3264,0.7,4,7.353077832449078e-07,4,2.4105835206208372e-06,2.4105835206208372e-06,4
7.18711420416234e-07,2.25901912265348e-06,10824,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,43328,389952,202608056130,63,393216,32,768,3264,0.7,4,7.203156638681379e-07,4,2.2578377752385593e-06,2.2578377752385593e-06,4
1.1224046865963886e-06,4.3149824233518666e-05,21738,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,21738,195642,202608056130,90,196608,8,768,960,0.9,1,2.748244130141427e-07,4,2.3781037927369105e-06,3.772397130931349e-05,1
1.1247051750565628e-06,4.455989865315176e-05,21730,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,21738,195642,202608056130,90,196608,8,768,960,0.9,1,2.6515839708269136e-07,4,2.001433929069919e-06,3.901793131613615e-05,1
5.568230006685582e-07,4.173338151008691e-06,11816,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,11816,389928,202608056130,90,393216,32,768,3264,0.9,1,4.639643322929598e-07,4,1.9628724836753e-06,3.7286011233997285e-06,1
5.693124827027807e-07,4.605830537723146e-06,11808,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,11816,389928,202608056130,90,393216,32,768,3264,0.9,1,4.52079664292341e-07,4,1.7596027089119696e-06,4.297399677474263e-06,1
1.4553103423751262e-07,1.3642243902467222e-06,21738,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,21738,195642,202608056130,96,196608,8,768,960,1.0,1,4.3448219884669015e-07,4,1.0741483826640743e-05,2.082135537424537e-06,1
1.4304624142976736e-07,1.1121812979989792e-06,21730,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,21738,195642,202608056130,96,196608,8,768,960,1.0,1,3.992130759647145e-07,4,9.21317603905228e-06,1.7556641592382082e-06,1
8.116458406302724e-07,9.915681581832754e-06,11816,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,11816,389928,202608056130,96,393216,32,768,3264,1.0,1,7.353077832449078e-07,4,2.4105835206208372e-06,1.3816728946924521e-05,1
7.649347154339908e-07,8.371295040479806e-06,11808,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,11816,389928,202608056130,96,393216,32,768,3264,1.0,1,7.203156638681379e-07,4,2.2578377752385593e-06,1.2047898346461603e-05,1
4.11684765583053e-08,3.370114426352159e-07,8144,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,130304,195456,202608056131,0,196608,8,768,960,0.0,16,5.426651105234457e-07,4,1.984490312423484e-05,3.7963182999575985e-07,16
4.198789846808415e-08,3.441709140708162e-07,8136,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,130304,195456,202608056131,0,196608,8,768,960,0.0,16,5.339019648217216e-07,4,1.9477487138709935e-05,3.7979925487257453e-07,16
4.0569666594239555e-08,3.2471219054699556e-07,8124,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056131,0,393216,32,768,3264,0.0,16,3.34330299958758e-07,4,1.0988027099730494e-05,3.7963182999575985e-07,16
4.113627390182244e-08,3.2290307577888867e-07,8116,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056131,0,393216,32,768,3264,0.0,16,3.3739798861664597e-07,4,1.095639600055517e-05,3.7979925487257453e-07,16
1.6080763605524836e-07,2.733605686862443e-06,8144,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,130304,195456,202608056131,10,196608,8,768,960,0.1,16,2.7648986702370037e-06,4,0.00014234844844315114,2.5736323217907815e-06,16
1.5932239547676113e-07,2.7328057146560144e-06,8136,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,130304,195456,202608056131,10,196608,8,768,960,0.1,16,2.737418502596714e-06,4,0.00014095317835019765,2.530575786988386e-06,16
1.6162198422746168e-07,2.898293394419422e-06,8124,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056131,10,393216,32,768,3264,0.1,16,1.4675321872749313e-06,4,7.503967227526281e-05,2.5736323217907815e-06,16
1.620137915986142e-07,2.954144674323003e-06,8116,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056131,10,393216,32,768,3264,0.1,16,1.4653315909407375e-06,4,7.49432578761529e-05,2.530575786988386e-06,16
4.197282915407037e-06,0.00021210472680696958,16304,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056131,25,196608,8,768,960,0.3,4,4.1781850917507874e-06,4,0.0002112110397403281,0.0002112110397403281,4
4.1284785945130246e-06,0.00020856110052343952,16296,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056131,25,196608,8,768,960,0.3,4,4.129170841414738e-06,4,0.00020871516779873858,0.00020871516779873858,4
3.006054184240465e-07,5.21174333314288e-06,8124,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056131,25,393216,32,768,3264,0.3,16,1.721945330975606e-06,4,8.750724992152061e-05,4.660418591116445e-06,16
2.950989917753252e-07,5.234427224218435e-06,8116,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056131,25,393216,32,768,3264,0.3,16,1.706521047336438e-06,4,8.684660230129643e-05,4.458592763965571e-06,16
1.4641740067064348e-06,6.67499475783327e-05,16304,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056131,47,196608,8,768,960,0.5,4,1.4572402199572e-06,4,6.65370210986428e-05,6.65370210986428e-05,4
1.4420774381787998e-06,6.53725863179669e-05,16296,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056131,47,196608,8,768,960,0.5,4,1.4414850343010993e-06,4,6.55506967413767e-05,6.55506967413767e-05,4
6.574381184414432e-07,2.9406011297824346e-05,10832,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,43328,389952,202608056131,47,393216,32,768,3264,0.5,4,7.024707146233151e-07,4,3.132361205966096e-05,3.132361205966096e-05,4
6.53165076260805e-07,2.9155179380245542e-05,10824,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,43328,389952,202608056131,47,393216,32,768,3264,0.5,4,6.998157301881085e-07,4,3.1123024102416155e-05,3.1123024102416155e-05,4
5.254719052079277e-06,0.00027162554872606394,16304,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056131,63,196608,8,768,960,0.7,4,5.289977290484683e-06,4,0.00027312151009760535,6.198573889314477e-05,1
5.212210959455708e-06,0.00026947280230847816,16296,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056131,63,196608,8,768,960,0.7,4,5.27406012591144e-06,4,0.0002723776158551601,6.058907195544915e-05,1
1.732119877010261e-06,8.539704324015317e-05,10832,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,43328,389952,202608056131,63,393216,32,768,3264,0.7,4,1.8479865738506301e-06,4,9.174480524156739e-05,9.174480524156739e-05,4
1.7188957018122315e-06,8.506394140212828e-05,10824,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,43328,389952,202608056131,63,393216,32,768,3264,0.7,4,1.8354341217217714e-06,4,9.139796943634205e-05,9.139796943634205e-05,4
1.5429034261397359e-06,6.281449448873431e-05,21738,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,21738,195642,202608056131,90,196608,8,768,960,0.9,1,6.27709963150321e-06,4,0.00031997195611268035,6.198573889314477e-05,1
1.5230698613110438e-06,6.156002382508679e-05,21730,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,21738,195642,202608056131,90,196608,8,768,960,0.9,1,6.216202862529442e-06,4,0.00031683540058519214,6.058907195544915e-05,1
2.6943320188930375e-06,0.00013797293862476788,11816,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,11816,389928,202608056131,90,393216,32,768,3264,0.9,1,2.6101333067699505e-06,4,0.0001305340402512795,0.0001421297943518633,1
2.649717110470039e-06,0.0001363397839587994,11808,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,11816,389928,202608056131,90,393216,32,768,3264,0.9,1,2.5676842762179858e-06,4,0.00012924931365236033,0.00014038459964049903,1
1.5429034261397359e-06,6.281449448873431e-05,21738,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,21738,195642,202608056131,96,196608,8,768,960,1.0,1,6.27709963150321e-06,4,0.00031997195611268035,6.198573889314477e-05,1
1.5230698613110438e-06,6.156002382508679e-05,21730,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,21738,195642,202608056131,96,196608,8,768,960,1.0,1,6.216202862529442e-06,4,0.00031683540058519214,6.058907195544915e-05,1
2.6943320188930375e-06,0.00013797293862476788,11816,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,11816,389928,202608056131,96,393216,32,768,3264,1.0,1,2.6101333067699505e-06,4,0.0001305340402512795,0.0001421297943518633,1
2.649717110470039e-06,0.0001363397839587994,11808,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,11816,389928,202608056131,96,393216,32,768,3264,1.0,1,2.5676842762179858e-06,4,0.00012924931365236033,0.00014038459964049903,1
2.291435959738032e-07,1.0931882950472186e-05,8144,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,130304,195456,202608056132,0,196608,8,768,960,0.0,16,8.219711570631995e-08,4,1.3531537710292965e-06,1.1771149876580532e-05,16
2.2560123981789526e-07,1.0737336560270114e-05,8136,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,130304,195456,202608056132,0,196608,8,768,960,0.0,16,8.336484652560872e-08,4,1.4004744507720598e-06,1.1627762519192325e-05,16
2.216227311420793e-07,1.0557009235247377e-05,8124,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056132,0,393216,32,768,3264,0.0,16,3.7039697131554387e-07,4,1.61094810469161e-05,1.1771149876580532e-05,16
2.1866623222827985e-07,1.0395318184168926e-05,8116,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056132,0,393216,32,768,3264,0.0,16,3.673811004378576e-07,4,1.6053628741552563e-05,1.1627762519192325e-05,16
5.575983155433701e-07,2.745034478913489e-05,8144,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,130304,195456,202608056132,9,196608,8,768,960,0.1,16,8.219711570631995e-08,4,1.3531537710292965e-06,2.794168969837137e-05,16
5.555339262075456e-07,2.732886794844611e-05,8136,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,130304,195456,202608056132,9,196608,8,768,960,0.1,16,8.336484652560872e-08,4,1.4004744507720598e-06,2.771001439193185e-05,16
5.5491176859354e-07,2.7383240646980067e-05,8124,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056132,9,393216,32,768,3264,0.1,16,3.7039697131554387e-07,4,1.61094810469161e-05,2.794168969837137e-05,16
5.541348209843124e-07,2.7340545615160243e-05,8116,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056132,9,393216,32,768,3264,0.1,16,3.673811004378576e-07,4,1.6053628741552563e-05,2.771001439193185e-05,16
1.6479733351043093e-07,6.043052471898196e-07,16304,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056132,26,196608,8,768,960,0.3,4,1.7228878677385704e-07,4,6.676159203372173e-07,6.676159203372173e-07,4
1.5581234855973802e-07,6.051382573117842e-07,16296,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056132,26,196608,8,768,960,0.3,4,1.6311063387400526e-07,4,6.667793028918556e-07,6.667793028918556e-07,4
5.238037030962551e-07,2.3292500623202913e-05,8124,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056132,26,393216,32,768,3264,0.3,16,6.063021427522283e-07,4,1.8632560850962668e-05,2.3736988427904952e-05,16
5.075009773571651e-07,2.237228547886397e-05,8116,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,129984,389952,202608056132,26,393216,32,768,3264,0.3,16,5.740093843476716e-07,4,1.767769690361589e-05,2.2610284581100047e-05,16
4.5759295810243317e-07,1.5261809934503063e-05,16304,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056132,35,196608,8,768,960,0.5,4,4.383425080662092e-07,4,1.4233919468994167e-05,1.4233919468994167e-05,4
4.4992654730455935e-07,1.5414766689855542e-05,16296,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,65216,195648,202608056132,35,196608,8,768,960,0.5,4,4.285072413808092e-07,4,1.4313257923867804e-05,1.4313257923867804e-05,4
1.4515921313399865e-06,6.772217428525954e-05,10832,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,43328,389952,202608056132,35,393216,32,768,3264,0.5,4,1.5831321215647396e-06,4,7.446496833366871e-05,7.446496833366871e-05,4
1.4089851162812223e-06,6.597435313979937e-05,10824,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,43328,389952,202608056132,35,393216,32,768,3264,0.5,4,1.5416901057962076e-06,4,7.276824158689311e-05,7.276824158689311e-05,4
3.9649609722022434e-07,1.365548016647843e-06,21738,0,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,21738,195642,202608056132,73,196608,8,768,960,0.7,1,3.412760777401517e-07,4,6.749937259687109e-06,1.3369948172134997e-06,1
4.0038484180285205e-07,1.3781408219485794e-06,21730,8,3f4859c5e27e416ab37853c9c1d575234e58e18abcc7bf092b869157960e6b2f,131072,asterix,21738,195642,202608056132,73,196608,8,768,960,0.7,1,3.2249174267333973e-07,4,6.83271093502746e-06,1.3510619661290647e-06,1
