controller_bellman_residual,controller_risk,controller_updates,delay,encoder_sha256,environment_budget,game,learning_environment,learning_message,master_seed,match_count,message_budget,overhead,probe_environment,probe_message,rho,selected_q,strong_bellman_residual,strong_q,strong_risk,true_rho_full_budget_risk,true_rho_q
1.3266691295100223e-06,4.446022687866375e-06,10824,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,43328,389952,202608056123,68,393216,32,768,3264,0.7,4,1.5127973572341673e-06,4,5.77579564844833e-06,5.77579564844833e-06,4
5.60510265306836e-06,8.47806218361819e-05,21738,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056123,88,196608,8,768,960,0.9,1,3.6609954308279683e-06,4,1.2393015725495228e-05,8.539420132806911e-05,1
6.281966497586106e-06,0.00010334268644323927,21730,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056123,88,196608,8,768,960,0.9,1,3.720331837088976e-06,4,1.3549611449539875e-05,0.00010352780315703636,1
3.2040995704491412e-06,1.0667835672629269e-05,11816,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,11816,389928,202608056123,88,393216,32,768,3264,0.9,1,1.474814097636965e-06,4,4.923012229479112e-06,1.1481246370408425e-05,1
3.301549784482487e-06,1.2380205503705793e-05,11808,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,11816,389928,202608056123,88,393216,32,768,3264,0.9,1,1.5127973572341673e-06,4,5.77579564844833e-06,1.1043225516162191e-05,1
5.60510265306836e-06,8.47806218361819e-05,21738,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056123,96,196608,8,768,960,1.0,1,3.6609954308279683e-06,4,1.2393015725495228e-05,8.539420132806911e-05,1
6.281966497586106e-06,0.00010334268644323927,21730,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056123,96,196608,8,768,960,1.0,1,3.720331837088976e-06,4,1.3549611449539875e-05,0.00010352780315703636,1
3.2040995704491412e-06,1.0667835672629269e-05,11816,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,11816,389928,202608056123,96,393216,32,768,3264,1.0,1,1.474814097636965e-06,4,4.923012229479112e-06,1.1481246370408425e-05,1
3.301549784482487e-06,1.2380205503705793e-05,11808,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,11816,389928,202608056123,96,393216,32,768,3264,1.0,1,1.5127973572341673e-06,4,5.77579564844833e-06,1.1043225516162191e-05,1
3.136013521806573e-07,1.2626161999662825e-06,8144,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,130304,195456,202608056124,0,196608,8,768,960,0.0,16,6.791887283660892e-07,4,6.42198186938131e-06,1.1828633273044984e-06,16
3.2005990129124294e-07,1.2652999572745079e-06,8136,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,130304,195456,202608056124,0,196608,8,768,960,0.0,16,7.217567002187915e-07,4,7.667683845310219e-06,1.1956941104752652e-06,16
3.121941245982267e-07,1.2614069277779792e-06,8124,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056124,0,393216,32,768,3264,0.0,16,1.7704893290948546e-07,4,1.1513328645500106e-06,1.1828633273044984e-06,16
3.1945743577817726e-07,1.2785933022676486e-06,8116,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056124,0,393216,32,768,3264,0.0,16,1.8636681098540104e-07,4,1.4027604767487531e-06,1.1956941104752652e-06,16
1.534416804367583e-06,1.710455851685543e-05,8144,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,130304,195456,202608056124,8,196608,8,768,960,0.1,16,9.967553189296306e-07,4,7.394445078133278e-06,1.6075733828636892e-05,16
1.5760589670715336e-06,1.8043981266770147e-05,8136,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,130304,195456,202608056124,8,196608,8,768,960,0.1,16,9.99872445109525e-07,4,7.994602803781844e-06,1.6835278610736065e-05,16
1.5633561932239351e-06,1.7219344283743372e-05,8124,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056124,8,393216,32,768,3264,0.1,16,1.0486824248048067e-06,4,1.6801558278489485e-05,1.6075733828636892e-05,16
1.5988625553622235e-06,1.791316380959016e-05,8116,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056124,8,393216,32,768,3264,0.1,16,1.1223417374079164e-06,4,1.8763233542448743e-05,1.6835278610736065e-05,16
7.974871211570118e-07,2.7532398658776945e-06,16304,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,65216,195648,202608056124,30,196608,8,768,960,0.3,4,8.084212519664658e-07,4,2.9905053252754146e-06,2.9905053252754146e-06,4
8.351663909242451e-07,3.05446285772879e-06,16296,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,65216,195648,202608056124,30,196608,8,768,960,0.3,4,8.512578386369269e-07,4,3.4619071514282993e-06,3.4619071514282993e-06,4
8.404282706951458e-06,0.0001422694529698235,8124,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056124,30,393216,32,768,3264,0.3,16,1.4416602995563689e-05,4,0.0002883185836517826,0.00013592211846717212,16
8.950554824924526e-06,0.00015358594388975973,8116,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056124,30,393216,32,768,3264,0.3,16,1.5047401081721697e-05,4,0.000305473339522925,0.00014764402446670625,16
6.825888595395577e-07,9.693200121777834e-06,16304,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,65216,195648,202608056124,50,196608,8,768,960,0.5,4,7.745709662047014e-07,4,1.215943750866207e-05,1.215943750866207e-05,4
7.417083001042838e-07,1.1261259207901043e-05,16296,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,65216,195648,202608056124,50,196608,8,768,960,0.5,4,8.431006649577614e-07,4,1.3995354349582663e-05,1.3995354349582663e-05,4
8.63088499049262e-06,0.00011705968680496126,10832,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,43328,389952,202608056124,50,393216,32,768,3264,0.5,4,8.821792345023637e-06,4,0.00012005634841786803,0.00012005634841786803,4
8.959066669010558e-06,0.00012682474144535408,10824,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,43328,389952,202608056124,50,393216,32,768,3264,0.5,4,9.209282136916372e-06,4,0.00013093300469592192,0.00013093300469592192,4
1.2000638672134109e-06,5.703564275298027e-06,21738,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056124,64,196608,8,768,960,0.7,1,1.0381002975621838e-06,4,6.458328942363772e-06,6.326828414053309e-06,1
1.2520995085684067e-06,4.501777190286978e-06,21730,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056124,64,196608,8,768,960,0.7,1,1.1244072254679004e-06,4,7.5844568399657385e-06,4.9906635251253686e-06,1
1.0765204128171998e-05,0.0002009622450213551,10832,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,43328,389952,202608056124,64,393216,32,768,3264,0.7,4,1.1283312671496274e-05,4,0.0002130786410003277,0.0002130786410003277,4
1.15916962774331e-05,0.0002219120412120123,10824,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,43328,389952,202608056124,64,393216,32,768,3264,0.7,4,1.2194436837374635e-05,4,0.00023576935011722025,0.00023576935011722025,4
1.0210708518528426e-06,3.690370173518365e-06,21738,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056124,85,196608,8,768,960,0.9,1,1.2643023709860288e-06,4,6.409167909574768e-06,2.989910073349991e-06,1
1.1177419110352211e-06,5.175937653914155e-06,21730,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056124,85,196608,8,768,960,0.9,1,1.37185287396554e-06,4,8.30956103857453e-06,3.870062769908375e-06,1
1.9632574602938978e-05,0.0003486043180644012,10832,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,43328,389952,202608056124,85,393216,32,768,3264,0.9,4,2.04863032782332e-05,4,0.00036609149695287536,0.00022165483693600173,1
2.0751985128934518e-05,0.000380892484469931,10824,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,43328,389952,202608056124,85,393216,32,768,3264,0.9,4,2.174193453924992e-05,4,0.00040126461663934427,0.00024032439428205613,1
1.0210708518528426e-06,3.690370173518365e-06,21738,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056124,96,196608,8,768,960,1.0,1,1.2643023709860288e-06,4,6.409167909574768e-06,2.989910073349991e-06,1
1.1177419110352211e-06,5.175937653914155e-06,21730,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056124,96,196608,8,768,960,1.0,1,1.37185287396554e-06,4,8.30956103857453e-06,3.870062769908375e-06,1
1.4430768094603216e-05,0.00022663800555431163,11816,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,11816,389928,202608056124,96,393216,32,768,3264,1.0,1,2.04863032782332e-05,4,0.00036609149695287536,0.00022165483693600173,1
1.5063534665427476e-05,0.0002476464817435257,11808,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,11816,389928,202608056124,96,393216,32,768,3264,1.0,1,2.174193453924992e-05,4,0.00040126461663934427,0.00024032439428205613,1
6.652086806708536e-07,1.2113261913431875e-05,8144,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,130304,195456,202608056125,0,196608,8,768,960,0.0,16,1.052635660397946e-06,4,3.5563287826170493e-06,1.315780235340127e-05,16
6.724150971212695e-07,1.229530961677874e-05,8136,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,130304,195456,202608056125,0,196608,8,768,960,0.0,16,1.025255151013996e-06,4,3.4397610957152385e-06,1.3287515596996135e-05,16
6.678711783455582e-07,1.2037247365137471e-05,8124,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056125,0,393216,32,768,3264,0.0,16,3.040698572842318e-06,4,6.897520990800181e-05,1.315780235340127e-05,16
6.786225001181493e-07,1.2283600148292383e-05,8116,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056125,0,393216,32,768,3264,0.0,16,3.1799537731918737e-06,4,7.27626936262309e-05,1.3287515596996135e-05,16
7.633587823848906e-07,1.0397498266524846e-05,8144,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,130304,195456,202608056125,10,196608,8,768,960,0.1,16,2.0456345472327515e-06,4,1.3230904977797638e-05,1.1651249290736094e-05,16
7.745255515594877e-07,1.0640402255136914e-05,8136,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,130304,195456,202608056125,10,196608,8,768,960,0.1,16,1.9748775571929394e-06,4,1.1971185086559597e-05,1.1894720499311629e-05,16
7.687643376052729e-07,1.026849674493947e-05,8124,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056125,10,393216,32,768,3264,0.1,16,2.97058761640335e-06,4,4.315695572164733e-05,1.1651249290736094e-05,16
7.84995146116157e-07,1.0596688827771874e-05,8116,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056125,10,393216,32,768,3264,0.1,16,3.1189242438775696e-06,4,4.688520113970164e-05,1.1894720499311629e-05,16
9.865844815638878e-07,1.0170627180218378e-05,16304,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,65216,195648,202608056125,31,196608,8,768,960,0.3,4,9.701623149438265e-07,4,9.807166705782257e-06,9.807166705782257e-06,4
1.0152163749164294e-06,1.0969754713976291e-05,16296,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,65216,195648,202608056125,31,196608,8,768,960,0.3,4,1.001436226712941e-06,4,1.0787498631892341e-05,1.0787498631892341e-05,4
1.7133396684530092e-06,2.0204145647302373e-05,8124,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056125,31,393216,32,768,3264,0.3,16,3.5889929117534126e-06,4,9.116881881457646e-05,2.142140282690335e-05,16
1.7729682720762953e-06,2.198260606000908e-05,8116,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056125,31,393216,32,768,3264,0.3,16,3.7673563237280483e-06,4,9.574401799834837e-05,2.3051962735631365e-05,16
7.143757346237269e-07,2.598581749649499e-06,16304,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,65216,195648,202608056125,43,196608,8,768,960,0.5,4,7.691604061295421e-07,4,3.5275035538866993e-06,3.5275035538866993e-06,4
7.017281549636201e-07,2.374949532449741e-06,16296,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,65216,195648,202608056125,43,196608,8,768,960,0.5,4,7.363959004679839e-07,4,2.754352645609213e-06,2.754352645609213e-06,4
1.8223278308836225e-06,3.1752180452059874e-05,10832,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,43328,389952,202608056125,43,393216,32,768,3264,0.5,4,2.009051371828561e-06,4,3.5073146313468016e-05,3.5073146313468016e-05,4
2.099810079085355e-06,3.83715525736071e-05,10824,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,43328,389952,202608056125,43,393216,32,768,3264,0.5,4,2.293706517445909e-06,4,4.1753369443787396e-05,4.1753369443787396e-05,4
1.946357803417206e-06,2.8264488298979734e-05,21738,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056125,69,196608,8,768,960,0.7,1,1.1206873792368213e-06,4,3.7352414135040236e-06,2.6178627032532632e-05,1
1.613342137415772e-06,1.9565825984844578e-05,21730,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056125,69,196608,8,768,960,0.7,1,1.0761829060048408e-06,4,3.7266672973450784e-06,1.796616911534093e-05,1
2.984821115701247e-06,4.982803791214692e-05,10832,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,43328,389952,202608056125,69,393216,32,768,3264,0.7,4,3.2794188265878025e-06,4,5.609028835518457e-05,5.609028835518457e-05,4
3.2541412345796236e-06,5.677915387566464e-05,10824,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,43328,389952,202608056125,69,393216,32,768,3264,0.7,4,3.549127027942205e-06,4,6.323664560361893e-05,6.323664560361893e-05,4
1.946357803417206e-06,2.8264488298979734e-05,21738,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056125,90,196608,8,768,960,0.9,1,9.620610433453325e-07,4,3.6536827645246073e-06,2.6178627032532632e-05,1
1.613342137415772e-06,1.9565825984844578e-05,21730,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056125,90,196608,8,768,960,0.9,1,8.942941062030844e-07,4,2.9876661816825407e-06,1.796616911534093e-05,1
2.5994441266434056e-06,4.023040550270038e-05,11816,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,11816,389928,202608056125,90,393216,32,768,3264,0.9,1,2.1220495731064893e-06,4,2.5050825277017036e-05,4.92418043891082e-05,1
3.0121121248548742e-06,5.112268587093838e-05,11808,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,11816,389928,202608056125,90,393216,32,768,3264,0.9,1,2.493433945441585e-06,4,3.3504618504406216e-05,6.173740989628287e-05,1
1.946357803417206e-06,2.8264488298979734e-05,21738,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056125,96,196608,8,768,960,1.0,1,9.620610433453325e-07,4,3.6536827645246073e-06,2.6178627032532632e-05,1
1.613342137415772e-06,1.9565825984844578e-05,21730,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056125,96,196608,8,768,960,1.0,1,8.942941062030844e-07,4,2.9876661816825407e-06,1.796616911534093e-05,1
2.5994441266434056e-06,4.023040550270038e-05,11816,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,11816,389928,202608056125,96,393216,32,768,3264,1.0,1,2.1220495731064893e-06,4,2.5050825277017036e-05,4.92418043891082e-05,1
3.0121121248548742e-06,5.112268587093838e-05,11808,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,11816,389928,202608056125,96,393216,32,768,3264,1.0,1,2.493433945441585e-06,4,3.3504618504406216e-05,6.173740989628287e-05,1
4.2548974086850665e-07,1.3653772128634775e-06,8144,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,130304,195456,202608056126,0,196608,8,768,960,0.0,16,3.2238257513408127e-07,4,1.8750864760946645e-06,1.2874782579093205e-06,16
4.274301402896234e-07,1.372695530192118e-06,8136,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,130304,195456,202608056126,0,196608,8,768,960,0.0,16,3.2615247023209243e-07,4,2.223509158649206e-06,1.3088916311031408e-06,16
4.2895153690519055e-07,1.3771101289842203e-06,8124,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056126,0,393216,32,768,3264,0.0,16,3.747078525288741e-06,4,7.22974625063417e-05,1.2874782579093205e-06,16
4.305377285523464e-07,1.3832920942303846e-06,8116,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056126,0,393216,32,768,3264,0.0,16,3.851531675874204e-06,4,7.512328426849037e-05,1.3088916311031408e-06,16
3.3820692881333473e-07,5.256056411475891e-06,8144,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,130304,195456,202608056126,8,196608,8,768,960,0.1,16,1.6201547762000228e-06,4,5.904879649688458e-06,5.513353539243432e-06,16
3.022198218506642e-07,4.518178927882183e-06,8136,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,130304,195456,202608056126,8,196608,8,768,960,0.1,16,1.6164073281974512e-06,4,6.394401748875986e-06,4.7149963104164185e-06,16
3.36756165651671e-07,5.31696844621384e-06,8124,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056126,8,393216,32,768,3264,0.1,16,2.169536975629332e-06,4,3.7382913622975026e-05,5.513353539243432e-06,16
3.0128125252003037e-07,4.573201568835688e-06,8116,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056126,8,393216,32,768,3264,0.1,16,2.3140846271535512e-06,4,4.138259523307385e-05,4.7149963104164185e-06,16
3.570927715344929e-06,3.241366119581819e-05,16304,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,65216,195648,202608056126,29,196608,8,768,960,0.3,4,3.38966980739512e-06,4,3.188213611995355e-05,3.188213611995355e-05,4
3.653810581584132e-06,3.576408108193461e-05,16296,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,65216,195648,202608056126,29,196608,8,768,960,0.3,4,3.4551146629600506e-06,4,3.478418313665051e-05,3.478418313665051e-05,4
7.172708881603875e-07,2.36259795990945e-06,8124,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056126,29,393216,32,768,3264,0.3,16,3.3904813503166276e-06,4,6.469262220644153e-05,2.340406285031755e-06,16
6.971242532521948e-07,2.4106307844134483e-06,8116,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056126,29,393216,32,768,3264,0.3,16,3.628452512994618e-06,4,7.126031802762608e-05,2.2386323903788317e-06,16
4.442554920083103e-06,6.217629709834844e-05,16304,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,65216,195648,202608056126,50,196608,8,768,960,0.5,4,4.231889603300791e-06,4,6.144260313732741e-05,6.144260313732741e-05,4
4.859247208411907e-06,7.388174733301308e-05,16296,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,65216,195648,202608056126,50,196608,8,768,960,0.5,4,4.6129091584496075e-06,4,7.239384010549264e-05,7.239384010549264e-05,4
3.2267141631345272e-06,6.355537433741836e-05,10832,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,43328,389952,202608056126,50,393216,32,768,3264,0.5,4,3.567377210655308e-06,4,7.094863392843286e-05,7.094863392843286e-05,4
3.6422603989511917e-06,7.462984098554869e-05,10824,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,43328,389952,202608056126,50,393216,32,768,3264,0.5,4,3.973704242615106e-06,4,8.192287727839245e-05,8.192287727839245e-05,4
2.8686182717715067e-06,2.326764522370246e-05,21738,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056126,75,196608,8,768,960,0.7,1,3.8896919478399246e-06,4,3.1796595505130815e-05,2.0827775282530613e-05,1
3.1110278575865242e-06,3.218316191423608e-05,21730,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056126,75,196608,8,768,960,0.7,1,4.024100493473262e-06,4,3.7272565426788796e-05,2.8983714997478755e-05,1
2.381807494737831e-06,4.535201726125168e-05,10832,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,43328,389952,202608056126,75,393216,32,768,3264,0.7,4,2.697532958448586e-06,4,5.0314702870716815e-05,5.0314702870716815e-05,4
2.606049379466159e-06,5.1992214656412944e-05,10824,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,43328,389952,202608056126,75,393216,32,768,3264,0.7,4,2.9367634716755407e-06,4,5.726348474393252e-05,5.726348474393252e-05,4
2.8686182717715067e-06,2.326764522370246e-05,21738,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056126,87,196608,8,768,960,0.9,1,7.392558831919401e-06,4,7.659032587673338e-05,2.0827775282530613e-05,1
3.1110278575865242e-06,3.218316191423608e-05,21730,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056126,87,196608,8,768,960,0.9,1,7.949718958489656e-06,4,9.474812719425096e-05,2.8983714997478755e-05,1
7.200708686205725e-06,7.39098471301624e-05,11816,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,11816,389928,202608056126,87,393216,32,768,3264,0.9,1,3.109628160090179e-06,4,5.670863957510303e-05,7.864611411694286e-05,1
7.766114220845864e-06,8.983316128739104e-05,11808,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,11816,389928,202608056126,87,393216,32,768,3264,0.9,1,3.682783244535855e-06,4,7.281360834824631e-05,9.393199332140712e-05,1
2.8686182717715067e-06,2.326764522370246e-05,21738,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056126,96,196608,8,768,960,1.0,1,7.392558831919401e-06,4,7.659032587673338e-05,2.0827775282530613e-05,1
3.1110278575865242e-06,3.218316191423608e-05,21730,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,21738,195642,202608056126,96,196608,8,768,960,1.0,1,7.949718958489656e-06,4,9.474812719425096e-05,2.8983714997478755e-05,1
7.200708686205725e-06,7.39098471301624e-05,11816,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,11816,389928,202608056126,96,393216,32,768,3264,1.0,1,3.109628160090179e-06,4,5.670863957510303e-05,7.864611411694286e-05,1
7.766114220845864e-06,8.983316128739104e-05,11808,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,11816,389928,202608056126,96,393216,32,768,3264,1.0,1,3.682783244535855e-06,4,7.281360834824631e-05,9.393199332140712e-05,1
1.4980665829128351e-06,3.432765419630935e-05,8144,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,130304,195456,202608056127,0,196608,8,768,960,0.0,16,5.337895528199836e-07,4,6.008556079770894e-06,3.401713204228164e-05,16
1.5096706251992941e-06,3.46240846550666e-05,8136,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,130304,195456,202608056127,0,196608,8,768,960,0.0,16,4.967807864311753e-07,4,5.115890741994451e-06,3.459737422164331e-05,16
1.4800360972259261e-06,3.388833897414904e-05,8124,0,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056127,0,393216,32,768,3264,0.0,16,7.228746834477059e-07,4,2.6425026653497623e-06,3.401713204228164e-05,16
1.4912503932104824e-06,3.420319353246281e-05,8116,8,6c3869c803a48cd9e520a4c06b6a0c22580338dba337748124010a0ad0cb9410,131072,breakout,129984,389952,202608056127,0,393216,32,768,3264,0.0,16,7.137224446573856e-07,4,2.981571552610072e-06,3.459737422164331e-05,16
