seed_index,scenario,max_delay,policy,cell_mse,oracle_cell_mse,normalized_cell_score
0,independent,4,state_correlation_adaptive,0.0021091796327916803,0.0008643857095544732,2.4400908176499194
0,independent,16,state_correlation_adaptive,0.0037283012735199474,0.0012197898537609005,3.0565111375739953
0,global_08,4,state_correlation_adaptive,0.06577734059591386,0.02968040869547713,2.2161871580271533
0,global_08,16,state_correlation_adaptive,0.03587013803258558,0.030367339060401687,1.181207808864604
0,clustered_08,4,state_correlation_adaptive,0.0049430079549737296,0.0031332812937930844,1.5775819313655775
0,clustered_08,16,state_correlation_adaptive,0.012937801934802772,0.003754537290426517,3.4459111560277065
0,balanced_08,4,state_correlation_adaptive,0.04432449340473043,0.014425695322122224,3.0726070678033475
0,balanced_08,16,state_correlation_adaptive,0.037805875685916875,0.015285777794692215,2.473271310998938
1,independent,4,state_correlation_adaptive,0.0024056079979486327,0.001103112973484888,2.180744906252875
1,independent,16,state_correlation_adaptive,0.006141037523785125,0.0012661966843890641,4.849987051378322
1,global_08,4,state_correlation_adaptive,0.040432108712126054,0.01101997010146203,3.6689853366082987
1,global_08,16,state_correlation_adaptive,0.038899657152788106,0.010887618939369462,3.5728341861899247
1,clustered_08,4,state_correlation_adaptive,0.013239797358123407,0.0021304955542201147,6.2144214907643605
1,clustered_08,16,state_correlation_adaptive,0.003908694924754945,0.0023541297209344063,1.6603566447491676
1,balanced_08,4,state_correlation_adaptive,0.024251444341533007,0.009109094731245927,2.6623330920410724
1,balanced_08,16,state_correlation_adaptive,0.018676664169650463,0.007350769807173263,2.5407766342274525
2,independent,4,state_correlation_adaptive,0.002920626789911628,0.0017122287603123284,1.7057456676401552
2,independent,16,state_correlation_adaptive,0.0020064447164309107,0.0017448236540008968,1.1499412630211165
2,global_08,4,state_correlation_adaptive,0.028454143844731328,0.01354955298081984,2.100006095035739
2,global_08,16,state_correlation_adaptive,0.04189332773933852,0.013923269163127352,3.0088714976712208
2,clustered_08,4,state_correlation_adaptive,0.006126197755466594,0.004070446346473715,1.5050432394898914
2,clustered_08,16,state_correlation_adaptive,0.01133858075737179,0.0043239977890892805,2.622244809186158
2,balanced_08,4,state_correlation_adaptive,0.018290883981531204,0.011948913525589657,1.5307570803286554
2,balanced_08,16,state_correlation_adaptive,0.028631482271733157,0.012274919558415583,2.3325189330551375
3,independent,4,state_correlation_adaptive,0.005956109509686482,0.0024011111513804768,2.480563844894111
3,independent,16,state_correlation_adaptive,0.0030584606354153413,0.0019720865587994187,1.5508754530923294
3,global_08,4,state_correlation_adaptive,0.08294711238195551,0.05007056100198757,1.6566044142917211
3,global_08,16,state_correlation_adaptive,0.06509947265785113,0.05303387472831479,1.227507380732536
3,clustered_08,4,state_correlation_adaptive,0.0029883045377182443,0.0026691601489654835,1.1195673436367073
3,clustered_08,16,state_correlation_adaptive,0.0030200896892431843,0.002339775496170643,1.2907604572259035
3,balanced_08,4,state_correlation_adaptive,0.04556325317843167,0.030142193001188457,1.511610425181578
3,balanced_08,16,state_correlation_adaptive,0.03166646952375907,0.02960272042562071,1.06971484608395
4,independent,4,state_correlation_adaptive,0.0024398092526224575,0.0013534512709269387,1.8026576242759773
4,independent,16,state_correlation_adaptive,0.0026495647981497478,0.0017773381073827178,1.4907488829187703
4,global_08,4,state_correlation_adaptive,0.03244918554255558,0.018261566343703534,1.7769114068215646
4,global_08,16,state_correlation_adaptive,0.035225955238191886,0.011330281925319033,3.1090095966169007
4,clustered_08,4,state_correlation_adaptive,0.006616922647179123,0.004519838069959103,1.463973386825116
4,clustered_08,16,state_correlation_adaptive,0.007940035806418522,0.0036000709917386456,2.2055220090490217
4,balanced_08,4,state_correlation_adaptive,0.03901382159153295,0.008470072245423194,4.606078963802709
4,balanced_08,16,state_correlation_adaptive,0.022082602567041334,0.007775494458722195,2.84002550375045
5,independent,4,state_correlation_adaptive,0.004965683052240541,0.0024542400942382317,2.0233077700500335
5,independent,16,state_correlation_adaptive,0.0033443733248199417,0.002000601673869797,1.6716837581920367
5,global_08,4,state_correlation_adaptive,0.029763957564222898,0.006534372972836567,4.554982962856861
5,global_08,16,state_correlation_adaptive,0.03280063237782162,0.007732053340553683,4.242163230533637
5,clustered_08,4,state_correlation_adaptive,0.007844709069679393,0.0023882411704701555,3.2847223164380264
5,clustered_08,16,state_correlation_adaptive,0.010805117573322358,0.002383576642034423,4.533152986471627
5,balanced_08,4,state_correlation_adaptive,0.020163376856068886,0.005496234530945173,3.6685801420125066
5,balanced_08,16,state_correlation_adaptive,0.016396426445231073,0.0075364308516944175,2.175622223289511
6,independent,4,state_correlation_adaptive,0.005258222439147624,0.0009196555800757066,5.717599667817777
6,independent,16,state_correlation_adaptive,0.011390213680138456,0.0009513887241791164,11.972197473715317
6,global_08,4,state_correlation_adaptive,0.06347338731427216,0.014507253521272547,4.375286281527973
6,global_08,16,state_correlation_adaptive,0.054192001923056975,0.014995628026876257,3.6138534395445205
6,clustered_08,4,state_correlation_adaptive,0.009903768852917369,0.0025040366702732617,3.955121332882312
6,clustered_08,16,state_correlation_adaptive,0.005872252725640695,0.0021062013901282954,2.788077509189659
6,balanced_08,4,state_correlation_adaptive,0.03276553604320921,0.008634088470025534,3.7949039040958903
6,balanced_08,16,state_correlation_adaptive,0.0438670128126737,0.008987344638356425,4.880975925353627
7,independent,4,state_correlation_adaptive,0.004242220523423241,0.0026389608527535506,1.6075344653168362
7,independent,16,state_correlation_adaptive,0.00272695575646715,0.002474741150682045,1.1019155501235327
7,global_08,4,state_correlation_adaptive,0.08487838186025709,0.02068130232082943,4.104112040119
7,global_08,16,state_correlation_adaptive,0.062166012818927086,0.02077747461875953,2.9919907957822143
7,clustered_08,4,state_correlation_adaptive,0.017008675329400525,0.006535254897079841,2.6026032032814115
7,clustered_08,16,state_correlation_adaptive,0.019539936507179067,0.005139289736673905,3.802069450909205
7,balanced_08,4,state_correlation_adaptive,0.04294676876250492,0.019229463467096333,2.233383621752704
7,balanced_08,16,state_correlation_adaptive,0.0301447495009269,0.015821653319778244,1.90528441570918
8,independent,4,state_correlation_adaptive,0.002805789307059212,0.0022918660800975276,1.2242378956713802
8,independent,16,state_correlation_adaptive,0.00217747123726486,0.002989983730865888,0.7282552124904949
8,global_08,4,state_correlation_adaptive,0.03805848813662359,0.022871928038300855,1.6639825061049351
8,global_08,16,state_correlation_adaptive,0.027558829739603802,0.019576229102291773,1.4077700866495024
8,clustered_08,4,state_correlation_adaptive,0.005615771204702801,0.002494382665490529,2.251367154846083
8,clustered_08,16,state_correlation_adaptive,0.011909579863609056,0.0023292176428691682,5.113124529203995
8,balanced_08,4,state_correlation_adaptive,0.04021477536761255,0.017014569617457138,2.3635493739642843
8,balanced_08,16,state_correlation_adaptive,0.03769039765414633,0.021022534094042956,1.7928570116971034
9,independent,4,state_correlation_adaptive,0.00301254601654552,0.0019530024127302988,1.5425203762723356
9,independent,16,state_correlation_adaptive,0.006943622220535635,0.0020641003884594223,3.3639944352309965
9,global_08,4,state_correlation_adaptive,0.042829969634043646,0.02968228223256285,1.4429473211819666
9,global_08,16,state_correlation_adaptive,0.0350140283581877,0.03056834009874516,1.1454344019034595
9,clustered_08,4,state_correlation_adaptive,0.0046497210234544475,0.002060481957060739,2.256618170094164
9,clustered_08,16,state_correlation_adaptive,0.005456329756976127,0.0017809880252070097,3.0636532529981055
9,balanced_08,4,state_correlation_adaptive,0.03155917091463867,0.017662148547551753,1.7868251322692708
9,balanced_08,16,state_correlation_adaptive,0.04712085794475044,0.017111138904382893,2.7538119004270825
10,independent,4,state_correlation_adaptive,0.002739812585800599,0.001042148848168415,2.6290031319574374
