alignment,selection_rule,rho,configured_max_delay,resource,optimal_num_agents,optimal_eta,optimal_horizon,optimal_mse,all_agents_eta,all_agents_horizon,all_agents_mse,optimal_to_all_agents_ratio,selected_stable
sample_time,uniform_rank,0.9,16,message_overhead_0,2,0.0025,3200,0.04253553859011766,0.007384130729697496,200,0.15491455455517278,0.27457419163909896,True
sample_time,uniform_rank,0.9,16,message_overhead_16,1,0.0047880164034928676,376,0.10147022455155413,0.011387886347566916,133,0.19956035696895597,0.5084688466825055,True
sample_time,uniform_rank,0.9,16,message_overhead_4,1,0.0025,1280,0.044113582422456034,0.009170040432046712,177,0.16760395092336225,0.2632013277695774,True
sample_time,uniform_rank,0.9,16,wallclock,1,0.005946035575013605,317,0.11471992042496496,0.009170040432046712,141,0.19255883761515535,0.5957655428635383,True
server_time,fastest,0.0,4,message_overhead_0,8,0.005946035575013605,800,0.0006294489972866421,0.021810154653305155,200,0.0006390586536511885,0.9849627944013546,True
server_time,fastest,0.0,4,message_overhead_16,32,0.03363585661014857,133,0.0008971885805029844,0.03363585661014857,133,0.0008971885805029844,1.0,True
server_time,fastest,0.0,4,message_overhead_4,32,0.027085110938737847,177,0.0007004573755665953,0.027085110938737847,177,0.0007004573755665953,1.0,True
server_time,fastest,0.0,4,wallclock,32,0.017562521603732995,303,0.00043863744113624924,0.017562521603732995,303,0.00043863744113624924,1.0,True
server_time,fastest,0.0,16,message_overhead_0,32,0.021810154653305155,200,0.0006151176507064926,0.021810154653305155,200,0.0006151176507064926,1.0,True
server_time,fastest,0.0,16,message_overhead_16,32,0.027085110938737847,133,0.0008487582384864238,0.027085110938737847,133,0.0008487582384864238,1.0,True
server_time,fastest,0.0,16,message_overhead_4,32,0.021810154653305155,177,0.0006762056614100768,0.021810154653305155,177,0.0006762056614100768,1.0,True
server_time,fastest,0.0,16,wallclock,32,0.027085110938737847,141,0.000809130398822228,0.027085110938737847,141,0.000809130398822228,1.0,True
server_time,fastest,0.3,4,message_overhead_0,4,0.0025,1600,0.014617352778287148,0.011387886347566916,200,0.06436291272145263,0.22710831688969038,True
server_time,fastest,0.3,4,message_overhead_16,2,0.007384130729697496,355,0.0447366121795804,0.01414213562373095,133,0.0849810299366404,0.5264305717750754,True
server_time,fastest,0.3,4,message_overhead_4,1,0.0025,1280,0.01689578973049032,0.011387886347566916,177,0.07051159691683342,0.23961717602876673,True
server_time,fastest,0.3,4,wallclock,2,0.0038555270635198514,769,0.02459059841303159,0.007384130729697496,303,0.048501002653857456,0.5070121660892265,True
