persistence,rho,delay,seed,policy,pilot_stays,persistence_upper,certificate_covered,gap,delta_upper,num_agents,eta,theorem_contraction,updates,risk_surrogate,exact_radius,exact_residual,expected_final_error,used_persistence,final_error,maximum_error,diverged
0.5,0.0,2,49,iid_naive,-1,0.5,True,1,0.0,2,0.03096099414405573,0.9798066497338122,1818,0.0015574822008010793,0.960095380813632,7.211110073938365e-16,0.0005198324698563746,0.5,0.002191873342796821,1.0460543939946543,False
0.5,0.0,2,49,worst_mixing,-1,0.98,True,47,0.07340370094697085,2,0.014988414994969015,0.995028219672209,350,0.7063725675361013,0.9804903918877848,1.5730336272784255e-15,0.0012517178236352516,0.5,0.0006890925424526941,1.0221657616785833,False
0.5,0.0,2,49,oracle_q1,-1,0.5,True,1,0.0,1,0.0305128368946816,0.9800953143413963,2000,0.0021925897647741065,0.9609915985460662,4.98828777051636e-16,0.0010311421378161165,0.5,0.002809213495825819,1.0437108640221615,False
0.5,0.0,2,49,oracle_q32,-1,0.5,True,1,0.0,32,0.031393704964990665,0.9795281387237824,487,0.13453497319962412,0.9592195671578286,7.468261590855957e-16,3.274530344935376e-05,0.5,6.586884440834664e-05,1.0480125233018815,False
0.5,0.0,2,50,online_ucb,1014,0.5210517944662012,True,1,0.0210517944662012,1,0.02582942500752869,0.9855159582377905,1795,0.007154421304044185,0.9668222825183741,7.374839769750633e-16,0.0008589385605285835,0.5,6.417886982956841e-05,1.0109801300886478,False
0.5,0.0,2,50,oracle,-1,0.5,True,1,0.0,2,0.03096099414405573,0.9798066497338122,1818,0.0015574822008010793,0.960095380813632,7.211110073938365e-16,0.0005198324698563746,0.5,0.004453196526709999,1.0,False
0.5,0.0,2,50,iid_naive,-1,0.5,True,1,0.0,2,0.03096099414405573,0.9798066497338122,1818,0.0015574822008010793,0.960095380813632,7.211110073938365e-16,0.0005198324698563746,0.5,0.004453196526709999,1.0,False
0.5,0.0,2,50,worst_mixing,-1,0.98,True,47,0.07340370094697085,2,0.014988414994969015,0.995028219672209,350,0.7063725675361013,0.9804903918877848,1.5730336272784255e-15,0.0012517178236352516,0.5,0.002190559844148783,1.0,False
0.5,0.0,2,50,oracle_q1,-1,0.5,True,1,0.0,1,0.0305128368946816,0.9800953143413963,2000,0.0021925897647741065,0.9609915985460662,4.98828777051636e-16,0.0010311421378161165,0.5,0.00022627932120459642,1.012863135842456,False
0.5,0.0,2,50,oracle_q32,-1,0.5,True,1,0.0,32,0.031393704964990665,0.9795281387237824,487,0.13453497319962412,0.9592195671578286,7.468261590855957e-16,3.274530344935376e-05,0.5,1.2737012478115146e-05,1.0,False
0.5,0.0,2,51,online_ucb,982,0.5054368541972396,True,1,0.0054368541972396045,2,0.029715628569909114,0.9813201866255926,1632,0.003084859416423268,0.9616660182261648,9.781625613217767e-16,0.0004969535502898625,0.5,4.6354547090033104e-05,1.0,False
0.5,0.0,2,51,oracle,-1,0.5,True,1,0.0,2,0.03096099414405573,0.9798066497338122,1818,0.0015574822008010793,0.960095380813632,7.211110073938365e-16,0.0005198324698563746,0.5,0.001326406078456622,1.0,False
0.5,0.0,2,51,iid_naive,-1,0.5,True,1,0.0,2,0.03096099414405573,0.9798066497338122,1818,0.0015574822008010793,0.960095380813632,7.211110073938365e-16,0.0005198324698563746,0.5,0.001326406078456622,1.0,False
0.5,0.0,2,51,worst_mixing,-1,0.98,True,47,0.07340370094697085,2,0.014988414994969015,0.995028219672209,350,0.7063725675361013,0.9804903918877848,1.5730336272784255e-15,0.0012517178236352516,0.5,0.002820907967641757,1.0,False
0.5,0.0,2,51,oracle_q1,-1,0.5,True,1,0.0,1,0.0305128368946816,0.9800953143413963,2000,0.0021925897647741065,0.9609915985460662,4.98828777051636e-16,0.0010311421378161165,0.5,0.0037714963975932886,1.0,False
0.5,0.0,2,51,oracle_q32,-1,0.5,True,1,0.0,32,0.031393704964990665,0.9795281387237824,487,0.13453497319962412,0.9592195671578286,7.468261590855957e-16,3.274530344935376e-05,0.5,3.2577874405907086e-05,1.0,False
0.5,0.0,2,52,online_ucb,1022,0.5249516116880979,True,1,0.024951611688097897,1,0.024978622642914255,0.9864178087683996,1795,0.009214242520684009,0.9678889124209279,2.787466908796563e-15,0.0008282389423987603,0.5,5.811145921724043e-06,1.0466754008909913,False
