scenario_id,family,matrix_name,rho,delay,markov_lambda,step_size,q,stride,updates,binding,risk,bias_risk,noise_risk,spectral_radius,fixed_sequence_minimax_risk,scalar_reference_risk
speedup-0.1-diagonal_2d-D0-L0.6-E0.08,speedup,diagonal_2d,0.1,0,0.6,0.08,4,1,96,environment,0.10737768912285178,0.0,0.10737768912285178,0.944,0.006412217702337916,
speedup-0.1-diagonal_2d-D0-L0.6-E0.08,speedup,diagonal_2d,0.1,0,0.6,0.08,4,4,24,environment,0.03712909224481206,0.0,0.03712909224481206,0.944,0.014720946383649437,
speedup-0.1-diagonal_2d-D0-L0.6-E0.08,speedup,diagonal_2d,0.1,0,0.6,0.08,16,1,96,environment,0.05162388900137109,0.0,0.05162388900137109,0.944,0.004640836929663158,
speedup-0.1-diagonal_2d-D0-L0.6-E0.08,speedup,diagonal_2d,0.1,0,0.6,0.08,16,4,24,environment,0.017850525117698086,0.0,0.017850525117698086,0.944,0.007687419125675757,
speedup-0.1-diagonal_2d-D0-L0.9-E0.04,speedup,diagonal_2d,0.1,0,0.9,0.04,1,1,96,environment,0.652062864669286,0.0,0.652062864669286,0.972,0.026872287966544797,
speedup-0.1-diagonal_2d-D0-L0.9-E0.04,speedup,diagonal_2d,0.1,0,0.9,0.04,1,4,24,environment,0.1579394263618667,0.0,0.1579394263618667,0.972,0.05551957409588919,
speedup-0.1-diagonal_2d-D0-L0.9-E0.04,speedup,diagonal_2d,0.1,0,0.9,0.04,4,1,96,environment,0.2119204310175178,0.0,0.2119204310175178,0.972,0.019541022344707712,
speedup-0.1-diagonal_2d-D0-L0.9-E0.04,speedup,diagonal_2d,0.1,0,0.9,0.04,4,4,24,environment,0.05133031356760663,0.0,0.05133031356760663,0.972,0.027201177353854633,
speedup-0.1-diagonal_2d-D0-L0.9-E0.04,speedup,diagonal_2d,0.1,0,0.9,0.04,16,1,96,environment,0.1018848226045759,0.0,0.1018848226045759,0.972,0.017524283759572615,
speedup-0.1-diagonal_2d-D0-L0.9-E0.04,speedup,diagonal_2d,0.1,0,0.9,0.04,16,4,24,environment,0.024678035369041666,0.0,0.024678035369041666,0.972,0.0199239878625586,
speedup-0.1-diagonal_2d-D0-L0.9-E0.08,speedup,diagonal_2d,0.1,0,0.9,0.08,1,1,96,environment,1.0636134123366252,0.0,1.0636134123366252,0.944,0.026872287966544797,
speedup-0.1-diagonal_2d-D0-L0.9-E0.08,speedup,diagonal_2d,0.1,0,0.9,0.08,1,4,24,environment,0.3649127228592908,0.0,0.3649127228592908,0.944,0.05551957409588919,
speedup-0.1-diagonal_2d-D0-L0.9-E0.08,speedup,diagonal_2d,0.1,0,0.9,0.08,4,1,96,environment,0.34567435900940247,0.0,0.34567435900940247,0.944,0.019541022344707712,
speedup-0.1-diagonal_2d-D0-L0.9-E0.08,speedup,diagonal_2d,0.1,0,0.9,0.08,4,4,24,environment,0.11859663492926953,0.0,0.11859663492926953,0.944,0.027201177353854633,
speedup-0.1-diagonal_2d-D0-L0.9-E0.08,speedup,diagonal_2d,0.1,0,0.9,0.08,16,1,96,environment,0.16618959567759745,0.0,0.16618959567759745,0.944,0.017524283759572615,
speedup-0.1-diagonal_2d-D0-L0.9-E0.08,speedup,diagonal_2d,0.1,0,0.9,0.08,16,4,24,environment,0.0570176129467642,0.0,0.0570176129467642,0.944,0.0199239878625586,
speedup-0.1-diagonal_2d-D1-L0-E0.04,speedup,diagonal_2d,0.1,1,0.0,0.04,1,1,95,environment,0.04760142266568264,0.0,0.04760142266568264,0.9711687595755898,0.010526315789473684,
speedup-0.1-diagonal_2d-D1-L0-E0.04,speedup,diagonal_2d,0.1,1,0.0,0.04,1,4,23,environment,0.038266963425149424,0.0,0.038266963425149424,0.9711687595755898,0.043478260869565216,
speedup-0.1-diagonal_2d-D1-L0-E0.04,speedup,diagonal_2d,0.1,1,0.0,0.04,4,1,95,environment,0.015470462366346855,0.0,0.015470462366346855,0.9711687595755898,0.0034210526315789458,
speedup-0.1-diagonal_2d-D1-L0-E0.04,speedup,diagonal_2d,0.1,1,0.0,0.04,4,4,23,environment,0.01243676311317356,0.0,0.01243676311317356,0.9711687595755898,0.014130434782608692,
speedup-0.1-diagonal_2d-D1-L0-E0.04,speedup,diagonal_2d,0.1,1,0.0,0.04,16,1,95,environment,0.007437722291512913,0.0,0.007437722291512913,0.9711687595755898,0.0016447368421052642,
speedup-0.1-diagonal_2d-D1-L0-E0.04,speedup,diagonal_2d,0.1,1,0.0,0.04,16,4,23,environment,0.005979213035179598,0.0,0.005979213035179598,0.9711687595755898,0.006793478260869563,
speedup-0.1-diagonal_2d-D1-L0-E0.08,speedup,diagonal_2d,0.1,1,0.0,0.08,1,1,95,environment,0.1007428985753569,0.0,0.1007428985753569,0.9404543109109049,0.010526315789473684,
speedup-0.1-diagonal_2d-D1-L0-E0.08,speedup,diagonal_2d,0.1,1,0.0,0.08,1,4,23,environment,0.096779187767045,0.0,0.096779187767045,0.9404543109109049,0.043478260869565216,
speedup-0.1-diagonal_2d-D1-L0-E0.08,speedup,diagonal_2d,0.1,1,0.0,0.08,4,1,95,environment,0.03274144203699099,0.0,0.03274144203699099,0.9404543109109049,0.0034210526315789458,
speedup-0.1-diagonal_2d-D1-L0-E0.08,speedup,diagonal_2d,0.1,1,0.0,0.08,4,4,23,environment,0.03145323602428962,0.0,0.03145323602428962,0.9404543109109049,0.014130434782608692,
speedup-0.1-diagonal_2d-D1-L0-E0.08,speedup,diagonal_2d,0.1,1,0.0,0.08,16,1,95,environment,0.015741077902399515,0.0,0.015741077902399515,0.9404543109109049,0.0016447368421052642,
speedup-0.1-diagonal_2d-D1-L0-E0.08,speedup,diagonal_2d,0.1,1,0.0,0.08,16,4,23,environment,0.015121748088600777,0.0,0.015121748088600777,0.9404543109109049,0.006793478260869563,
speedup-0.1-diagonal_2d-D1-L0.6-E0.04,speedup,diagonal_2d,0.1,1,0.6,0.04,1,1,95,environment,0.1782708376291248,0.0,0.1782708376291248,0.9711687595755898,0.013594644652642903,
speedup-0.1-diagonal_2d-D1-L0.6-E0.04,speedup,diagonal_2d,0.1,1,0.6,0.04,1,4,23,environment,0.04899181327254801,0.0,0.04899181327254801,0.9711687595755898,0.0447075881358992,
speedup-0.1-diagonal_2d-D1-L0.6-E0.04,speedup,diagonal_2d,0.1,1,0.6,0.04,4,1,95,environment,0.05793802222946565,0.0,0.05793802222946565,0.9711687595755898,0.006478686095408101,
speedup-0.1-diagonal_2d-D1-L0.6-E0.04,speedup,diagonal_2d,0.1,1,0.6,0.04,4,4,23,environment,0.015922339313578095,0.0,0.015922339313578095,0.9711687595755898,0.015358208162112887,
speedup-0.1-diagonal_2d-D1-L0.6-E0.04,speedup,diagonal_2d,0.1,1,0.6,0.04,16,1,95,environment,0.027854818379550804,0.0,0.027854818379550804,0.9711687595755898,0.00468852720959747,
speedup-0.1-diagonal_2d-D1-L0.6-E0.04,speedup,diagonal_2d,0.1,1,0.6,0.04,16,4,23,environment,0.00765497082383562,0.0,0.00765497082383562,0.9711687595755898,0.008018784789697567,
speedup-0.1-diagonal_2d-D1-L0.6-E0.08,speedup,diagonal_2d,0.1,1,0.6,0.08,1,1,95,environment,0.3539744615962388,0.0,0.3539744615962388,0.9404543109109049,0.013594644652642903,
speedup-0.1-diagonal_2d-D1-L0.6-E0.08,speedup,diagonal_2d,0.1,1,0.6,0.08,1,4,23,environment,0.12320541903070484,0.0,0.12320541903070484,0.9404543109109049,0.0447075881358992,
speedup-0.1-diagonal_2d-D1-L0.6-E0.08,speedup,diagonal_2d,0.1,1,0.6,0.08,4,1,95,environment,0.11504170001877753,0.0,0.11504170001877753,0.9404543109109049,0.006478686095408101,
speedup-0.1-diagonal_2d-D1-L0.6-E0.08,speedup,diagonal_2d,0.1,1,0.6,0.08,4,4,23,environment,0.040041761184979055,0.0,0.040041761184979055,0.9404543109109049,0.015358208162112887,
speedup-0.1-diagonal_2d-D1-L0.6-E0.08,speedup,diagonal_2d,0.1,1,0.6,0.08,16,1,95,environment,0.05530850962441233,0.0,0.05530850962441233,0.9404543109109049,0.00468852720959747,
speedup-0.1-diagonal_2d-D1-L0.6-E0.08,speedup,diagonal_2d,0.1,1,0.6,0.08,16,4,23,environment,0.019250846723547613,0.0,0.019250846723547613,0.9404543109109049,0.008018784789697567,
speedup-0.1-diagonal_2d-D1-L0.9-E0.04,speedup,diagonal_2d,0.1,1,0.9,0.04,1,1,95,environment,0.6705198096357823,0.0,0.6705198096357823,0.9711687595755898,0.02713268703633509,
speedup-0.1-diagonal_2d-D1-L0.9-E0.04,speedup,diagonal_2d,0.1,1,0.9,0.04,1,4,23,environment,0.1627472789213571,0.0,0.1627472789213571,0.9711687595755898,0.05784410312139486,
speedup-0.1-diagonal_2d-D1-L0.9-E0.04,speedup,diagonal_2d,0.1,1,0.9,0.04,4,1,95,environment,0.21791893813162921,0.0,0.21791893813162921,0.9711687595755898,0.01972238496365631,
speedup-0.1-diagonal_2d-D1-L0.9-E0.04,speedup,diagonal_2d,0.1,1,0.9,0.04,4,4,23,environment,0.05289286564944109,0.0,0.05289286564944109,0.9711687595755898,0.028290291456757235,
speedup-0.1-diagonal_2d-D1-L0.9-E0.04,speedup,diagonal_2d,0.1,1,0.9,0.04,16,1,95,environment,0.10476872025559099,0.0,0.10476872025559099,0.9711687595755898,0.017682687044118482,
speedup-0.1-diagonal_2d-D1-L0.9-E0.04,speedup,diagonal_2d,0.1,1,0.9,0.04,16,4,23,environment,0.025429262331462074,0.0,0.025429262331462074,0.9711687595755898,0.020690492274909655,
speedup-0.1-diagonal_2d-D1-L0.9-E0.08,speedup,diagonal_2d,0.1,1,0.9,0.08,1,1,95,environment,1.1136132747414573,0.0,1.1136132747414573,0.9404543109109049,0.02713268703633509,
speedup-0.1-diagonal_2d-D1-L0.9-E0.08,speedup,diagonal_2d,0.1,1,0.9,0.08,1,4,23,environment,0.3916761766162494,0.0,0.3916761766162494,0.9404543109109049,0.05784410312139486,
speedup-0.1-diagonal_2d-D1-L0.9-E0.08,speedup,diagonal_2d,0.1,1,0.9,0.08,4,1,95,environment,0.361924314290974,0.0,0.361924314290974,0.9404543109109049,0.01972238496365631,
speedup-0.1-diagonal_2d-D1-L0.9-E0.08,speedup,diagonal_2d,0.1,1,0.9,0.08,4,4,23,environment,0.12729475740028112,0.0,0.12729475740028112,0.9404543109109049,0.028290291456757235,
speedup-0.1-diagonal_2d-D1-L0.9-E0.08,speedup,diagonal_2d,0.1,1,0.9,0.08,16,1,95,environment,0.17400207417835273,0.0,0.17400207417835273,0.9404543109109049,0.017682687044118482,
speedup-0.1-diagonal_2d-D1-L0.9-E0.08,speedup,diagonal_2d,0.1,1,0.9,0.08,16,4,23,environment,0.061199402596289,0.0,0.061199402596289,0.9404543109109049,0.020690492274909655,
speedup-0.1-diagonal_2d-D3-L0-E0.04,speedup,diagonal_2d,0.1,3,0.0,0.04,1,1,93,environment,0.051161518173013856,0.0,0.051161518173013856,0.9692495710025515,0.010752688172043012,
speedup-0.1-diagonal_2d-D3-L0-E0.04,speedup,diagonal_2d,0.1,3,0.0,0.04,1,4,23,environment,0.04216242833953582,0.0,0.04216242833953582,0.9692495710025515,0.043478260869565216,
speedup-0.1-diagonal_2d-D3-L0-E0.04,speedup,diagonal_2d,0.1,3,0.0,0.04,4,1,93,environment,0.0166274934062295,0.0,0.0166274934062295,0.9692495710025515,0.0034946236559139773,
speedup-0.1-diagonal_2d-D3-L0-E0.04,speedup,diagonal_2d,0.1,3,0.0,0.04,4,4,23,environment,0.013702789210349136,0.0,0.013702789210349136,0.9692495710025515,0.014130434782608692,
speedup-0.1-diagonal_2d-D3-L0-E0.04,speedup,diagonal_2d,0.1,3,0.0,0.04,16,1,93,environment,0.007993987214533416,0.0,0.007993987214533416,0.9692495710025515,0.0016801075268817213,
speedup-0.1-diagonal_2d-D3-L0-E0.04,speedup,diagonal_2d,0.1,3,0.0,0.04,16,4,23,environment,0.006587879428052472,0.0,0.006587879428052472,0.9692495710025515,0.006793478260869563,
speedup-0.1-diagonal_2d-D3-L0-E0.08,speedup,diagonal_2d,0.1,3,0.0,0.08,1,1,93,environment,0.11664269837679858,0.0,0.11664269837679858,0.9304888431278662,0.010752688172043012,
speedup-0.1-diagonal_2d-D3-L0-E0.08,speedup,diagonal_2d,0.1,3,0.0,0.08,1,4,23,environment,0.11372953605319167,0.0,0.11372953605319167,0.9304888431278662,0.043478260869565216,
speedup-0.1-diagonal_2d-D3-L0-E0.08,speedup,diagonal_2d,0.1,3,0.0,0.08,4,1,93,environment,0.03790887697245953,0.0,0.03790887697245953,0.9304888431278662,0.0034946236559139773,
speedup-0.1-diagonal_2d-D3-L0-E0.08,speedup,diagonal_2d,0.1,3,0.0,0.08,4,4,23,environment,0.03696209921728729,0.0,0.03696209921728729,0.9304888431278662,0.014130434782608692,
speedup-0.1-diagonal_2d-D3-L0-E0.08,speedup,diagonal_2d,0.1,3,0.0,0.08,16,1,93,environment,0.018225421621374777,0.0,0.018225421621374777,0.9304888431278662,0.0016801075268817213,
speedup-0.1-diagonal_2d-D3-L0-E0.08,speedup,diagonal_2d,0.1,3,0.0,0.08,16,4,23,environment,0.0177702400083112,0.0,0.0177702400083112,0.9304888431278662,0.006793478260869563,
speedup-0.1-diagonal_2d-D3-L0.6-E0.04,speedup,diagonal_2d,0.1,3,0.6,0.04,1,1,93,environment,0.1919345663197614,0.0,0.1919345663197614,0.9692495710025515,0.013885048185043663,
speedup-0.1-diagonal_2d-D3-L0.6-E0.04,speedup,diagonal_2d,0.1,3,0.6,0.04,1,4,23,environment,0.05404175341499706,0.0,0.05404175341499706,0.9692495710025515,0.0447075881358992,
speedup-0.1-diagonal_2d-D3-L0.6-E0.04,speedup,diagonal_2d,0.1,3,0.6,0.04,4,1,93,environment,0.0623787340539225,0.0,0.0623787340539225,0.9692495710025515,0.006615844429209389,
speedup-0.1-diagonal_2d-D3-L0.6-E0.04,speedup,diagonal_2d,0.1,3,0.6,0.04,4,4,23,environment,0.017563569859874048,0.0,0.017563569859874048,0.9692495710025515,0.015358208162112887,
speedup-0.1-diagonal_2d-D3-L0.6-E0.04,speedup,diagonal_2d,0.1,3,0.6,0.04,16,1,93,environment,0.029989775987462705,0.0,0.029989775987462705,0.9692495710025515,0.0047869099271574496,
speedup-0.1-diagonal_2d-D3-L0.6-E0.04,speedup,diagonal_2d,0.1,3,0.6,0.04,16,4,23,environment,0.008444023971093291,0.0,0.008444023971093291,0.9692495710025515,0.008018784789697567,
speedup-0.1-diagonal_2d-D3-L0.6-E0.08,speedup,diagonal_2d,0.1,3,0.6,0.08,1,1,93,environment,0.41237744025676837,0.0,0.41237744025676837,0.9304888431278662,0.013885048185043663,
speedup-0.1-diagonal_2d-D3-L0.6-E0.08,speedup,diagonal_2d,0.1,3,0.6,0.08,1,4,23,environment,0.14518909822639275,0.0,0.14518909822639275,0.9304888431278662,0.0447075881358992,
speedup-0.1-diagonal_2d-D3-L0.6-E0.08,speedup,diagonal_2d,0.1,3,0.6,0.08,4,1,93,environment,0.13402266808344965,0.0,0.13402266808344965,0.9304888431278662,0.006615844429209389,
speedup-0.1-diagonal_2d-D3-L0.6-E0.08,speedup,diagonal_2d,0.1,3,0.6,0.08,4,4,23,environment,0.047186456923577674,0.0,0.047186456923577674,0.9304888431278662,0.015358208162112887,
speedup-0.1-diagonal_2d-D3-L0.6-E0.08,speedup,diagonal_2d,0.1,3,0.6,0.08,16,1,93,environment,0.06443397504012008,0.0,0.06443397504012008,0.9304888431278662,0.0047869099271574496,
speedup-0.1-diagonal_2d-D3-L0.6-E0.08,speedup,diagonal_2d,0.1,3,0.6,0.08,16,4,23,environment,0.022685796597873877,0.0,0.022685796597873877,0.9304888431278662,0.008018784789697567,
speedup-0.1-diagonal_2d-D3-L0.9-E0.04,speedup,diagonal_2d,0.1,3,0.9,0.04,1,1,93,environment,0.7125109404234334,0.0,0.7125109404234334,0.9692495710025515,0.02766892438484592,
speedup-0.1-diagonal_2d-D3-L0.9-E0.04,speedup,diagonal_2d,0.1,3,0.9,0.04,1,4,23,environment,0.18032532561712306,0.0,0.18032532561712306,0.9692495710025515,0.05784410312139486,
speedup-0.1-diagonal_2d-D3-L0.9-E0.04,speedup,diagonal_2d,0.1,3,0.9,0.04,4,1,93,environment,0.231566055637616,0.0,0.231566055637616,0.9692495710025515,0.020095400708380704,
speedup-0.1-diagonal_2d-D3-L0.9-E0.04,speedup,diagonal_2d,0.1,3,0.9,0.04,4,4,23,environment,0.05860573082556503,0.0,0.05860573082556503,0.9692495710025515,0.028290291456757235,
speedup-0.1-diagonal_2d-D3-L0.9-E0.04,speedup,diagonal_2d,0.1,3,0.9,0.04,16,1,93,environment,0.11132983444116154,0.0,0.11132983444116154,0.9692495710025515,0.018008242693721144,
speedup-0.1-diagonal_2d-D3-L0.9-E0.04,speedup,diagonal_2d,0.1,3,0.9,0.04,16,4,23,environment,0.028175832127675486,0.0,0.028175832127675486,0.9692495710025515,0.020690492274909655,
speedup-0.1-diagonal_2d-D3-L0.9-E0.08,speedup,diagonal_2d,0.1,3,0.9,0.08,1,1,93,environment,1.240716802383894,0.0,1.240716802383894,0.9304888431278662,0.02766892438484592,
speedup-0.1-diagonal_2d-D3-L0.9-E0.08,speedup,diagonal_2d,0.1,3,0.9,0.08,1,4,23,environment,0.4647346197793224,0.0,0.4647346197793224,0.9304888431278662,0.05784410312139486,
speedup-0.1-diagonal_2d-D3-L0.9-E0.08,speedup,diagonal_2d,0.1,3,0.9,0.08,4,1,93,environment,0.4032329607747662,0.0,0.4032329607747662,0.9304888431278662,0.020095400708380704,
speedup-0.1-diagonal_2d-D3-L0.9-E0.08,speedup,diagonal_2d,0.1,3,0.9,0.08,4,4,23,environment,0.15103875142827983,0.0,0.15103875142827983,0.9304888431278662,0.028290291456757235,
speedup-0.1-diagonal_2d-D3-L0.9-E0.08,speedup,diagonal_2d,0.1,3,0.9,0.08,16,1,93,environment,0.19386200037248358,0.0,0.19386200037248358,0.9304888431278662,0.018008242693721144,
speedup-0.1-diagonal_2d-D3-L0.9-E0.08,speedup,diagonal_2d,0.1,3,0.9,0.08,16,4,23,environment,0.0726147843405191,0.0,0.0726147843405191,0.9304888431278662,0.020690492274909655,
speedup-0.1-coupled_2d-D0-L0-E0.04,speedup,coupled_2d,0.1,0,0.0,0.04,1,1,96,environment,0.04802568460904099,0.0,0.04802568460904099,0.9729442719099991,0.010416666666666666,
speedup-0.1-coupled_2d-D0-L0-E0.04,speedup,coupled_2d,0.1,0,0.0,0.04,1,4,24,environment,0.03814550215394158,0.0,0.03814550215394158,0.9729442719099991,0.041666666666666664,
speedup-0.1-coupled_2d-D0-L0-E0.04,speedup,coupled_2d,0.1,0,0.0,0.04,4,1,96,environment,0.01560834749793832,0.0,0.01560834749793832,0.9729442719099991,0.0033854166666666668,
speedup-0.1-coupled_2d-D0-L0-E0.04,speedup,coupled_2d,0.1,0,0.0,0.04,4,4,24,environment,0.012397288200031014,0.0,0.012397288200031014,0.9729442719099991,0.013541666666666662,
speedup-0.1-coupled_2d-D0-L0-E0.04,speedup,coupled_2d,0.1,0,0.0,0.04,16,1,96,environment,0.007504013220162655,0.0,0.007504013220162655,0.9729442719099991,0.0016276041666666667,
speedup-0.1-coupled_2d-D0-L0-E0.04,speedup,coupled_2d,0.1,0,0.0,0.04,16,4,24,environment,0.0059602347115533735,0.0,0.0059602347115533735,0.9729442719099991,0.006510416666666664,
speedup-0.1-coupled_2d-D0-L0-E0.08,speedup,coupled_2d,0.1,0,0.0,0.08,1,1,96,environment,0.09805523293073345,0.0,0.09805523293073345,0.9458885438199983,0.010416666666666666,
speedup-0.1-coupled_2d-D0-L0-E0.08,speedup,coupled_2d,0.1,0,0.0,0.08,1,4,24,environment,0.09344301248632406,0.0,0.09344301248632406,0.9458885438199983,0.041666666666666664,
speedup-0.1-coupled_2d-D0-L0-E0.08,speedup,coupled_2d,0.1,0,0.0,0.08,4,1,96,environment,0.03186795070248838,0.0,0.03186795070248838,0.9458885438199983,0.0033854166666666668,
speedup-0.1-coupled_2d-D0-L0-E0.08,speedup,coupled_2d,0.1,0,0.0,0.08,4,4,24,environment,0.03036897905805532,0.0,0.03036897905805532,0.9458885438199983,0.013541666666666662,
speedup-0.1-coupled_2d-D0-L0-E0.08,speedup,coupled_2d,0.1,0,0.0,0.08,16,1,96,environment,0.015321130145427103,0.0,0.015321130145427103,0.9458885438199983,0.0016276041666666667,
speedup-0.1-coupled_2d-D0-L0-E0.08,speedup,coupled_2d,0.1,0,0.0,0.08,16,4,24,environment,0.014600470700988133,0.0,0.014600470700988133,0.9458885438199983,0.006510416666666664,
speedup-0.1-coupled_2d-D0-L0.6-E0.04,speedup,coupled_2d,0.1,0,0.6,0.04,1,1,96,environment,0.18047270980001934,0.0,0.18047270980001934,0.9729442719099991,0.013453951049799769,
speedup-0.1-coupled_2d-D0-L0.6-E0.04,speedup,coupled_2d,0.1,0,0.6,0.04,1,4,24,environment,0.048841285010130533,0.0,0.048841285010130533,0.9729442719099991,0.042847380951341274,
speedup-0.1-coupled_2d-D0-L0.6-E0.04,speedup,coupled_2d,0.1,0,0.6,0.04,4,1,96,environment,0.05865363068500629,0.0,0.05865363068500629,0.9729442719099991,0.006412217702337916,
speedup-0.1-coupled_2d-D0-L0.6-E0.04,speedup,coupled_2d,0.1,0,0.6,0.04,4,4,24,environment,0.015873417628292433,0.0,0.015873417628292433,0.9729442719099991,0.014720946383649437,
speedup-0.1-coupled_2d-D0-L0.6-E0.04,speedup,coupled_2d,0.1,0,0.6,0.04,16,1,96,environment,0.028198860906253037,0.0,0.028198860906253037,0.9729442719099991,0.004640836929663158,
speedup-0.1-coupled_2d-D0-L0.6-E0.04,speedup,coupled_2d,0.1,0,0.6,0.04,16,4,24,environment,0.007631450782832897,0.0,0.007631450782832897,0.9729442719099991,0.007687419125675757,
speedup-0.1-coupled_2d-D0-L0.6-E0.08,speedup,coupled_2d,0.1,0,0.6,0.08,1,1,96,environment,0.3472610301491939,0.0,0.3472610301491939,0.9458885438199983,0.013453951049799769,
speedup-0.1-coupled_2d-D0-L0.6-E0.08,speedup,coupled_2d,0.1,0,0.6,0.08,1,4,24,environment,0.11892531886043677,0.0,0.11892531886043677,0.9458885438199983,0.042847380951341274,
speedup-0.1-coupled_2d-D0-L0.6-E0.08,speedup,coupled_2d,0.1,0,0.6,0.08,4,1,96,environment,0.11285983479848818,0.0,0.11285983479848818,0.9458885438199983,0.006412217702337916,
speedup-0.1-coupled_2d-D0-L0.6-E0.08,speedup,coupled_2d,0.1,0,0.6,0.08,4,4,24,environment,0.03865072862964194,0.0,0.03865072862964194,0.9458885438199983,0.014720946383649437,
speedup-0.1-coupled_2d-D0-L0.6-E0.08,speedup,coupled_2d,0.1,0,0.6,0.08,16,1,96,environment,0.05425953596081167,0.0,0.05425953596081167,0.9458885438199983,0.004640836929663158,
speedup-0.1-coupled_2d-D0-L0.6-E0.08,speedup,coupled_2d,0.1,0,0.6,0.08,16,4,24,environment,0.018582081071943243,0.0,0.018582081071943243,0.9458885438199983,0.007687419125675757,
speedup-0.1-coupled_2d-D0-L0.9-E0.04,speedup,coupled_2d,0.1,0,0.9,0.04,1,1,96,environment,0.6891420151050615,0.0,0.6891420151050615,0.9729442719099991,0.026872287966544797,
speedup-0.1-coupled_2d-D0-L0.9-E0.04,speedup,coupled_2d,0.1,0,0.9,0.04,1,4,24,environment,0.16300960923413418,0.0,0.16300960923413418,0.9729442719099991,0.05551957409588919,
speedup-0.1-coupled_2d-D0-L0.9-E0.04,speedup,coupled_2d,0.1,0,0.9,0.04,4,1,96,environment,0.2239711549091444,0.0,0.2239711549091444,0.9729442719099991,0.019541022344707712,
speedup-0.1-coupled_2d-D0-L0.9-E0.04,speedup,coupled_2d,0.1,0,0.9,0.04,4,4,24,environment,0.05297812300109367,0.0,0.05297812300109367,0.9729442719099991,0.027201177353854633,
speedup-0.1-coupled_2d-D0-L0.9-E0.04,speedup,coupled_2d,0.1,0,0.9,0.04,16,1,96,environment,0.1076784398601657,0.0,0.1076784398601657,0.9729442719099991,0.017524283759572615,
speedup-0.1-coupled_2d-D0-L0.9-E0.04,speedup,coupled_2d,0.1,0,0.9,0.04,16,4,24,environment,0.025470251442833488,0.0,0.025470251442833488,0.9729442719099991,0.0199239878625586,
speedup-0.1-coupled_2d-D0-L0.9-E0.08,speedup,coupled_2d,0.1,0,0.9,0.08,1,1,96,environment,1.1314995372227157,0.0,1.1314995372227157,0.9458885438199983,0.026872287966544797,
speedup-0.1-coupled_2d-D0-L0.9-E0.08,speedup,coupled_2d,0.1,0,0.9,0.08,1,4,24,environment,0.3816329554089417,0.0,0.3816329554089417,0.9458885438199983,0.05551957409588919,
speedup-0.1-coupled_2d-D0-L0.9-E0.08,speedup,coupled_2d,0.1,0,0.9,0.08,4,1,96,environment,0.3677373495973823,0.0,0.3677373495973823,0.9458885438199983,0.019541022344707712,
speedup-0.1-coupled_2d-D0-L0.9-E0.08,speedup,coupled_2d,0.1,0,0.9,0.08,4,4,24,environment,0.12403071050790604,0.0,0.12403071050790604,0.9458885438199983,0.027201177353854633,
speedup-0.1-coupled_2d-D0-L0.9-E0.08,speedup,coupled_2d,0.1,0,0.9,0.08,16,1,96,environment,0.17679680269104942,0.0,0.17679680269104942,0.9458885438199983,0.017524283759572615,
speedup-0.1-coupled_2d-D0-L0.9-E0.08,speedup,coupled_2d,0.1,0,0.9,0.08,16,4,24,environment,0.059630149282647094,0.0,0.059630149282647094,0.9458885438199983,0.0199239878625586,
speedup-0.1-coupled_2d-D1-L0-E0.04,speedup,coupled_2d,0.1,1,0.0,0.04,1,1,95,environment,0.04969674933235473,0.0,0.04969674933235473,0.9721697490415906,0.010526315789473684,
speedup-0.1-coupled_2d-D1-L0-E0.04,speedup,coupled_2d,0.1,1,0.0,0.04,1,4,23,environment,0.03932709133831541,0.0,0.03932709133831541,0.9721697490415906,0.043478260869565216,
speedup-0.1-coupled_2d-D1-L0-E0.04,speedup,coupled_2d,0.1,1,0.0,0.04,4,1,95,environment,0.016151443533015286,0.0,0.016151443533015286,0.9721697490415906,0.0034210526315789458,
speedup-0.1-coupled_2d-D1-L0-E0.04,speedup,coupled_2d,0.1,1,0.0,0.04,4,4,23,environment,0.01278130468495251,0.0,0.01278130468495251,0.9721697490415906,0.014130434782608692,
speedup-0.1-coupled_2d-D1-L0-E0.04,speedup,coupled_2d,0.1,1,0.0,0.04,16,1,95,environment,0.007765117083180428,0.0,0.007765117083180428,0.9721697490415906,0.0016447368421052642,
speedup-0.1-coupled_2d-D1-L0-E0.04,speedup,coupled_2d,0.1,1,0.0,0.04,16,4,23,environment,0.006144858021611784,0.0,0.006144858021611784,0.9721697490415906,0.006793478260869563,
speedup-0.1-coupled_2d-D1-L0-E0.08,speedup,coupled_2d,0.1,1,0.0,0.08,1,1,95,environment,0.10496447919011959,0.0,0.10496447919011959,0.9425929775990565,0.010526315789473684,
speedup-0.1-coupled_2d-D1-L0-E0.08,speedup,coupled_2d,0.1,1,0.0,0.08,1,4,23,environment,0.10033905415598476,0.0,0.10033905415598476,0.9425929775990565,0.043478260869565216,
speedup-0.1-coupled_2d-D1-L0-E0.08,speedup,coupled_2d,0.1,1,0.0,0.08,4,1,95,environment,0.03411345573678886,0.0,0.03411345573678886,0.9425929775990565,0.0034210526315789458,
speedup-0.1-coupled_2d-D1-L0-E0.08,speedup,coupled_2d,0.1,1,0.0,0.08,4,4,23,environment,0.032610192600695045,0.0,0.032610192600695045,0.9425929775990565,0.014130434782608692,
