alignment,seed,policy,stage,rho,max_delay,num_agents,eta,proxy_risk,lrv_used
server_time,20260729,adaptive_joint,0.0,0.0,4.0,32.0,0.02,,
server_time,20260729,adaptive_joint,1.0,0.0,4.0,32.0,0.0025,6.512379372941191e-05,0.05055183342668394
server_time,20260729,adaptive_joint,2.0,0.0,4.0,16.0,0.0025,6.449118974959913e-05,0.049431916714995
server_time,20260729,adaptive_joint,3.0,0.0,4.0,32.0,0.0025,0.0001717067720777574,0.0695094258765874
server_time,20260729,adaptive_joint,4.0,0.9,16.0,32.0,0.004999999999999999,0.0001643240183845416,0.04597213444380143
server_time,20260729,adaptive_joint,5.0,0.9,16.0,32.0,0.006299605249474363,0.06087850427057315,14.087057043511713
server_time,20260729,adaptive_joint,6.0,0.9,16.0,1.0,0.006299605249474363,0.019443220116381634,4.522552830505686
server_time,20260729,adaptive_joint,7.0,0.9,16.0,2.0,0.0025,0.009738674986685082,7.614522830572311
server_time,20260729,adaptive_joint,8.0,0.3,8.0,4.0,0.0025,0.015850258751901276,10.73574766578748
server_time,20260729,adaptive_joint,9.0,0.3,8.0,8.0,0.0025,0.0021763982637269755,1.5472270614912125
server_time,20260729,adaptive_joint,10.0,0.3,8.0,4.0,0.0025,0.005711258941402808,3.8635697612926667
server_time,20260729,adaptive_joint,11.0,0.3,8.0,8.0,0.003968502629920499,0.017528147970374528,5.73676559204653
server_time,20260729,delay_only,0.0,0.0,4.0,32.0,0.02,,
server_time,20260729,delay_only,1.0,0.0,4.0,32.0,0.0025,2.969295013039413e-05,0.022337401375727803
server_time,20260729,delay_only,2.0,0.0,4.0,32.0,0.0025,5.494943564878872e-05,0.04171651351693063
server_time,20260729,delay_only,3.0,0.0,4.0,32.0,0.0025,7.71847460579438e-05,0.035381243099856526
server_time,20260729,delay_only,4.0,0.9,16.0,32.0,0.004999999999999999,0.00010442361896837054,0.02855838643963781
server_time,20260729,delay_only,5.0,0.9,16.0,32.0,0.012599210498948734,0.003833792689712533,0.44481720273967607
server_time,20260729,delay_only,6.0,0.9,16.0,32.0,0.012599210498948734,0.0010416002231665856,0.13711450339840217
server_time,20260729,delay_only,7.0,0.9,16.0,32.0,0.0025,0.000301780303033063,0.2285828308230195
server_time,20260729,delay_only,8.0,0.3,8.0,32.0,0.006299605249474363,0.0017162150734766441,0.3418445625112865
server_time,20260729,delay_only,9.0,0.3,8.0,32.0,0.004999999999999999,0.0002324779434830826,0.061203578326617
server_time,20260729,delay_only,10.0,0.3,8.0,32.0,0.01,0.0007609696107917488,0.12468413124872325
server_time,20260729,delay_only,11.0,0.3,8.0,32.0,0.012599210498948734,0.002169504414442197,0.2648269726345869
server_time,20260729,all_agents_adaptive_eta,0.0,0.0,4.0,32.0,0.02,,
server_time,20260729,all_agents_adaptive_eta,1.0,0.0,4.0,32.0,0.0025,6.512379372941191e-05,0.05055183342668394
server_time,20260729,all_agents_adaptive_eta,2.0,0.0,4.0,32.0,0.0025,8.148093931495997e-05,0.06284418735588021
server_time,20260729,all_agents_adaptive_eta,3.0,0.0,4.0,32.0,0.0025,0.0001215407623395947,0.07070300460215496
server_time,20260729,all_agents_adaptive_eta,4.0,0.9,16.0,32.0,0.003968502629920499,0.00014204692457643462,0.04643464296943536
server_time,20260729,all_agents_adaptive_eta,5.0,0.9,16.0,32.0,0.004999999999999999,0.05855170685231985,14.140662325078434
server_time,20260729,all_agents_adaptive_eta,6.0,0.9,16.0,32.0,0.006299605249474363,0.020965587959585752,4.789751375711766
server_time,20260729,all_agents_adaptive_eta,7.0,0.9,16.0,32.0,0.0025,0.010620875958569557,8.334043133481583
server_time,20260729,all_agents_adaptive_eta,8.0,0.3,8.0,32.0,0.0025,0.01723890222230341,10.83320249556305
server_time,20260729,all_agents_adaptive_eta,9.0,0.3,8.0,32.0,0.0025,0.0026453311359653855,1.5749920687506227
server_time,20260729,all_agents_adaptive_eta,10.0,0.3,8.0,32.0,0.0025,0.0068028393714320325,5.020645526675671
server_time,20260729,all_agents_adaptive_eta,11.0,0.3,8.0,32.0,0.003149802624737181,0.016200097131916273,5.972623415463261
server_time,20260729,all_agents_fixed,0.0,0.0,4.0,32.0,0.02,,
server_time,20260729,all_agents_fixed,1.0,0.0,4.0,32.0,0.02,,
server_time,20260729,all_agents_fixed,2.0,0.0,4.0,32.0,0.02,,
server_time,20260729,all_agents_fixed,3.0,0.0,4.0,32.0,0.02,,
server_time,20260729,all_agents_fixed,4.0,0.9,16.0,32.0,0.02,,
server_time,20260729,all_agents_fixed,5.0,0.9,16.0,32.0,0.02,,
server_time,20260729,all_agents_fixed,6.0,0.9,16.0,32.0,0.02,,
server_time,20260729,all_agents_fixed,7.0,0.9,16.0,32.0,0.02,,
server_time,20260729,all_agents_fixed,8.0,0.3,8.0,32.0,0.02,,
server_time,20260729,all_agents_fixed,9.0,0.3,8.0,32.0,0.02,,
server_time,20260729,all_agents_fixed,10.0,0.3,8.0,32.0,0.02,,
server_time,20260729,all_agents_fixed,11.0,0.3,8.0,32.0,0.02,,
server_time,20260729,proxy_oracle,0.0,0.0,4.0,32.0,0.025198420997897472,0.0006437254720887575,0.04687499999999999
server_time,20260729,proxy_oracle,1.0,0.0,4.0,32.0,0.003149802624737181,0.0001324258138628632,0.04687499999999999
server_time,20260729,proxy_oracle,2.0,0.0,4.0,32.0,0.0025,6.134425551588516e-05,0.04687499999999999
server_time,20260729,proxy_oracle,3.0,0.0,4.0,32.0,0.0025,0.00011730792949048852,0.04687499999999999
server_time,20260729,proxy_oracle,4.0,0.9,16.0,4.0,0.0025,0.04408971665305824,35.13749999999997
server_time,20260729,proxy_oracle,5.0,0.9,16.0,32.0,0.0025,0.08220978424331843,35.10468749999997
server_time,20260729,proxy_oracle,6.0,0.9,16.0,4.0,0.0025,0.0714839228971261,35.13749999999997
server_time,20260729,proxy_oracle,7.0,0.9,16.0,4.0,0.0025,0.0483968216954023,35.13749999999997
server_time,20260729,proxy_oracle,8.0,0.3,8.0,16.0,0.0025,0.015045087595462631,11.76562499999999
server_time,20260729,proxy_oracle,9.0,0.3,8.0,16.0,0.0025,0.014766048638211009,11.76562499999999
server_time,20260729,proxy_oracle,10.0,0.3,8.0,16.0,0.0025,0.01662751766935628,11.76562499999999
server_time,20260729,proxy_oracle,11.0,0.3,8.0,32.0,0.0025,0.0262103325314162,11.732812499999989
server_time,20260730,adaptive_joint,0.0,0.0,4.0,32.0,0.02,,
server_time,20260730,adaptive_joint,1.0,0.0,4.0,32.0,0.007937005259841,0.00010890320935518055,0.01922774969834367
server_time,20260730,adaptive_joint,2.0,0.0,4.0,32.0,0.003149802624737181,6.644965646992073e-05,0.0240589011627072
server_time,20260730,adaptive_joint,3.0,0.0,4.0,32.0,0.0025,4.0771889993803006e-05,0.03063839779524826
server_time,20260730,adaptive_joint,4.0,0.9,16.0,32.0,0.0025,5.4086404467816035e-05,0.04302293169411793
server_time,20260730,adaptive_joint,5.0,0.9,16.0,16.0,0.003149802624737181,0.022311274473100762,7.328809929473511
server_time,20260730,adaptive_joint,6.0,0.9,16.0,32.0,0.006299605249474363,0.018804722544983755,4.424829611262935
server_time,20260730,adaptive_joint,7.0,0.9,16.0,16.0,0.006299605249474363,0.023569853357310808,5.045598250508641
server_time,20260730,adaptive_joint,8.0,0.3,8.0,2.0,0.003149802624737181,0.04359464293905954,14.889397276147927
server_time,20260730,adaptive_joint,9.0,0.3,8.0,32.0,0.0025,0.00490861998494264,3.5415286117537685
server_time,20260730,adaptive_joint,10.0,0.3,8.0,4.0,0.0025,0.005688306122249331,4.535565029782054
server_time,20260730,adaptive_joint,11.0,0.3,8.0,32.0,0.0025,0.00590457018258963,3.0950046835951426
server_time,20260730,delay_only,0.0,0.0,4.0,32.0,0.02,,
server_time,20260730,delay_only,1.0,0.0,4.0,32.0,0.006299605249474363,0.0002090067675548046,0.04625597591412598
server_time,20260730,delay_only,2.0,0.0,4.0,32.0,0.0025,0.00015176742967530003,0.07104500351684893
server_time,20260730,delay_only,3.0,0.0,4.0,32.0,0.0025,0.00011131773651362029,0.08832954081499275
server_time,20260730,delay_only,4.0,0.9,16.0,32.0,0.0025,4.802886914949267e-05,0.03635332785264941
server_time,20260730,delay_only,5.0,0.9,16.0,32.0,0.01,0.001831617010304141,0.24817538189500318
server_time,20260730,delay_only,6.0,0.9,16.0,32.0,0.012599210498948734,0.0012448085453125421,0.15703372826956621
server_time,20260730,delay_only,7.0,0.9,16.0,32.0,0.015874010519682003,0.0017215973652857188,0.1686036724364394
server_time,20260730,delay_only,8.0,0.3,8.0,32.0,0.012599210498948734,0.0035459181134136876,0.4542957506050138
server_time,20260730,delay_only,9.0,0.3,8.0,32.0,0.0025,0.0002593330929387995,0.1979029276901944
server_time,20260730,delay_only,10.0,0.3,8.0,32.0,0.0025,0.0003676360484184144,0.1928737526466941
server_time,20260730,delay_only,11.0,0.3,8.0,32.0,0.007937005259841,0.0009239833411669156,0.18017400870706188
server_time,20260730,all_agents_adaptive_eta,0.0,0.0,4.0,32.0,0.02,,
server_time,20260730,all_agents_adaptive_eta,1.0,0.0,4.0,32.0,0.007937005259841,0.00010890320935518055,0.01922774969834367
server_time,20260730,all_agents_adaptive_eta,2.0,0.0,4.0,32.0,0.003149802624737181,6.644965646992073e-05,0.0240589011627072
server_time,20260730,all_agents_adaptive_eta,3.0,0.0,4.0,32.0,0.0025,4.0771889993803006e-05,0.03063839779524826
server_time,20260730,all_agents_adaptive_eta,4.0,0.9,16.0,32.0,0.0025,5.4086404467816035e-05,0.04302293169411793
server_time,20260730,all_agents_adaptive_eta,5.0,0.9,16.0,32.0,0.003149802624737181,0.0223812509246124,7.387171363400852
server_time,20260730,all_agents_adaptive_eta,6.0,0.9,16.0,32.0,0.006299605249474363,0.018769500971034435,4.424467775613487
server_time,20260730,all_agents_adaptive_eta,7.0,0.9,16.0,32.0,0.006299605249474363,0.02402775050831782,5.199085002563915
server_time,20260730,all_agents_adaptive_eta,8.0,0.3,8.0,32.0,0.003149802624737181,0.044294970665111816,15.931818681481108
server_time,20260730,all_agents_adaptive_eta,9.0,0.3,8.0,32.0,0.0025,0.005144084900288553,3.5917590179464947
server_time,20260730,all_agents_adaptive_eta,10.0,0.3,8.0,32.0,0.0025,0.006814314890913544,5.37674691482835
server_time,20260730,all_agents_adaptive_eta,11.0,0.3,8.0,32.0,0.0025,0.006594879496044202,3.0275736190935487
server_time,20260730,all_agents_fixed,0.0,0.0,4.0,32.0,0.02,,
server_time,20260730,all_agents_fixed,1.0,0.0,4.0,32.0,0.02,,
server_time,20260730,all_agents_fixed,2.0,0.0,4.0,32.0,0.02,,
server_time,20260730,all_agents_fixed,3.0,0.0,4.0,32.0,0.02,,
server_time,20260730,all_agents_fixed,4.0,0.9,16.0,32.0,0.02,,
server_time,20260730,all_agents_fixed,5.0,0.9,16.0,32.0,0.02,,
server_time,20260730,all_agents_fixed,6.0,0.9,16.0,32.0,0.02,,
server_time,20260730,all_agents_fixed,7.0,0.9,16.0,32.0,0.02,,
server_time,20260730,all_agents_fixed,8.0,0.3,8.0,32.0,0.02,,
server_time,20260730,all_agents_fixed,9.0,0.3,8.0,32.0,0.02,,
server_time,20260730,all_agents_fixed,10.0,0.3,8.0,32.0,0.02,,
server_time,20260730,all_agents_fixed,11.0,0.3,8.0,32.0,0.02,,
server_time,20260730,proxy_oracle,0.0,0.0,4.0,32.0,0.025198420997897472,0.0006437254720887575,0.04687499999999999
server_time,20260730,proxy_oracle,1.0,0.0,4.0,32.0,0.004999999999999999,0.0001767660597044881,0.04687499999999999
server_time,20260730,proxy_oracle,2.0,0.0,4.0,32.0,0.0025,0.0001220628613949849,0.04687499999999999
server_time,20260730,proxy_oracle,3.0,0.0,4.0,32.0,0.0025,5.929206447116039e-05,0.04687499999999999
server_time,20260730,proxy_oracle,4.0,0.9,16.0,4.0,0.0025,0.04397927632305702,35.13749999999997
server_time,20260730,proxy_oracle,5.0,0.9,16.0,4.0,0.0025,0.057644695530846134,35.13749999999997
server_time,20260730,proxy_oracle,6.0,0.9,16.0,4.0,0.0025,0.06542429299864558,35.13749999999997
server_time,20260730,proxy_oracle,7.0,0.9,16.0,4.0,0.0025,0.044306369837794644,35.13749999999997
server_time,20260730,proxy_oracle,8.0,0.3,8.0,16.0,0.0025,0.01950043126127784,11.76562499999999
server_time,20260730,proxy_oracle,9.0,0.3,8.0,16.0,0.0025,0.01486319047060563,11.76562499999999
server_time,20260730,proxy_oracle,10.0,0.3,8.0,16.0,0.0025,0.014963830003009774,11.76562499999999
server_time,20260730,proxy_oracle,11.0,0.3,8.0,16.0,0.0025,0.0164773336480041,11.76562499999999
server_time,20260731,adaptive_joint,0.0,0.0,4.0,32.0,0.02,,
server_time,20260731,adaptive_joint,1.0,0.0,4.0,32.0,0.01,0.00010835906877312224,0.017356393753453846
server_time,20260731,adaptive_joint,2.0,0.0,4.0,32.0,0.003149802624737181,8.676579672852957e-05,0.02972490313582671
server_time,20260731,adaptive_joint,3.0,0.0,4.0,32.0,0.0025,2.1279799602899366e-05,0.009492220170641393
server_time,20260731,adaptive_joint,4.0,0.9,16.0,8.0,0.0025,0.00011417867407210605,0.08713035595374541
server_time,20260731,adaptive_joint,5.0,0.9,16.0,8.0,0.0025,0.013424437827073386,10.38250599091371
server_time,20260731,adaptive_joint,6.0,0.9,16.0,4.0,0.0025,0.006801774300683358,4.485006716573648
server_time,20260731,adaptive_joint,7.0,0.9,16.0,32.0,0.0025,0.021118060557718105,13.167453131747362
server_time,20260731,adaptive_joint,8.0,0.3,8.0,32.0,0.0025,0.0216754550004279,16.50987049513364
server_time,20260731,adaptive_joint,9.0,0.3,8.0,8.0,0.0025,0.011547304966147427,9.217923525130558
server_time,20260731,adaptive_joint,10.0,0.3,8.0,32.0,0.006299605249474363,0.006405301494805305,1.4434302646129358
server_time,20260731,adaptive_joint,11.0,0.3,8.0,16.0,0.006299605249474363,0.0070142225995657986,1.6162295721705364
server_time,20260731,delay_only,0.0,0.0,4.0,32.0,0.02,,
server_time,20260731,delay_only,1.0,0.0,4.0,32.0,0.007937005259841,0.00024728922308047,0.04976786393522916
server_time,20260731,delay_only,2.0,0.0,4.0,32.0,0.0025,0.00016709193302780057,0.08450757101535479
server_time,20260731,delay_only,3.0,0.0,4.0,32.0,0.0025,1.002190854435521e-05,0.007051795123949668
server_time,20260731,delay_only,4.0,0.9,16.0,32.0,0.0025,6.396916964829088e-05,0.041415612957397
server_time,20260731,delay_only,5.0,0.9,16.0,32.0,0.0025,0.0007718012906737133,0.33174674035759344
server_time,20260731,delay_only,6.0,0.9,16.0,32.0,0.007937005259841,0.0007547087906122629,0.14715007554603315
server_time,20260731,delay_only,7.0,0.9,16.0,32.0,0.007937005259841,0.002761150989105014,0.48698217043925485
server_time,20260731,delay_only,8.0,0.3,8.0,32.0,0.004999999999999999,0.0020748461077757714,0.5099862230842505
server_time,20260731,delay_only,9.0,0.3,8.0,32.0,0.003149802624737181,0.0008356897083178416,0.2918095600771036
server_time,20260731,delay_only,10.0,0.3,8.0,32.0,0.012599210498948734,0.0007426110457509133,0.08425865230210308
server_time,20260731,delay_only,11.0,0.3,8.0,32.0,0.015874010519682003,0.0005201183282536742,0.05754548555674061
server_time,20260731,all_agents_adaptive_eta,0.0,0.0,4.0,32.0,0.02,,
server_time,20260731,all_agents_adaptive_eta,1.0,0.0,4.0,32.0,0.01,0.00010835906877312224,0.017356393753453846
server_time,20260731,all_agents_adaptive_eta,2.0,0.0,4.0,32.0,0.003149802624737181,8.676579672852957e-05,0.02972490313582671
server_time,20260731,all_agents_adaptive_eta,3.0,0.0,4.0,32.0,0.0025,2.1279799602899366e-05,0.009492220170641393
server_time,20260731,all_agents_adaptive_eta,4.0,0.9,16.0,32.0,0.0025,0.0001261794685183607,0.0964099966836583
server_time,20260731,all_agents_adaptive_eta,5.0,0.9,16.0,32.0,0.0025,0.013879166624613155,10.61106456508659
server_time,20260731,all_agents_adaptive_eta,6.0,0.9,16.0,32.0,0.0025,0.007324018205397712,4.667622888666628
server_time,20260731,all_agents_adaptive_eta,7.0,0.9,16.0,32.0,0.0025,0.021535651143061767,13.1518683918095
server_time,20260731,all_agents_adaptive_eta,8.0,0.3,8.0,32.0,0.0025,0.021777200360313578,16.508011003420737
server_time,20260731,all_agents_adaptive_eta,9.0,0.3,8.0,32.0,0.0025,0.012147155706696392,9.623292544474246
server_time,20260731,all_agents_adaptive_eta,10.0,0.3,8.0,32.0,0.006299605249474363,0.006243190884787099,1.4492489334028493
server_time,20260731,all_agents_adaptive_eta,11.0,0.3,8.0,32.0,0.006299605249474363,0.0069829178033009275,1.6213116723406273
server_time,20260731,all_agents_fixed,0.0,0.0,4.0,32.0,0.02,,
server_time,20260731,all_agents_fixed,1.0,0.0,4.0,32.0,0.02,,
server_time,20260731,all_agents_fixed,2.0,0.0,4.0,32.0,0.02,,
server_time,20260731,all_agents_fixed,3.0,0.0,4.0,32.0,0.02,,
server_time,20260731,all_agents_fixed,4.0,0.9,16.0,32.0,0.02,,
server_time,20260731,all_agents_fixed,5.0,0.9,16.0,32.0,0.02,,
server_time,20260731,all_agents_fixed,6.0,0.9,16.0,32.0,0.02,,
server_time,20260731,all_agents_fixed,7.0,0.9,16.0,32.0,0.02,,
server_time,20260731,all_agents_fixed,8.0,0.3,8.0,32.0,0.02,,
server_time,20260731,all_agents_fixed,9.0,0.3,8.0,32.0,0.02,,
server_time,20260731,all_agents_fixed,10.0,0.3,8.0,32.0,0.02,,
server_time,20260731,all_agents_fixed,11.0,0.3,8.0,32.0,0.02,,
server_time,20260731,proxy_oracle,0.0,0.0,4.0,32.0,0.025198420997897472,0.0006437254720887575,0.04687499999999999
server_time,20260731,proxy_oracle,1.0,0.0,4.0,32.0,0.006299605249474363,0.00020321704281730667,0.04687499999999999
server_time,20260731,proxy_oracle,2.0,0.0,4.0,32.0,0.0025,0.00011221738989827403,0.04687499999999999
server_time,20260731,proxy_oracle,3.0,0.0,4.0,32.0,0.0025,6.0782489799474595e-05,0.04687499999999999
server_time,20260731,proxy_oracle,4.0,0.9,16.0,4.0,0.0025,0.04398760272473581,35.13749999999997
server_time,20260731,proxy_oracle,5.0,0.9,16.0,4.0,0.0025,0.04442942580583101,35.13749999999997
server_time,20260731,proxy_oracle,6.0,0.9,16.0,4.0,0.0025,0.04503355692959453,35.13749999999997
server_time,20260731,proxy_oracle,7.0,0.9,16.0,4.0,0.0025,0.04860315781914944,35.13749999999997
server_time,20260731,proxy_oracle,8.0,0.3,8.0,16.0,0.0025,0.015373869827120959,11.76562499999999
server_time,20260731,proxy_oracle,9.0,0.3,8.0,16.0,0.0025,0.014765920494039155,11.76562499999999
server_time,20260731,proxy_oracle,10.0,0.3,8.0,16.0,0.0025,0.02194675150810488,11.76562499999999
server_time,20260731,proxy_oracle,11.0,0.3,8.0,32.0,0.0025,0.02286430107266015,11.732812499999989
server_time,20260732,adaptive_joint,0.0,0.0,4.0,32.0,0.02,,
server_time,20260732,adaptive_joint,1.0,0.0,4.0,32.0,0.0025,2.1175765935755294e-05,0.016201694977568185
server_time,20260732,adaptive_joint,2.0,0.0,4.0,32.0,0.0025,4.918990955681784e-05,0.038922730667830044
server_time,20260732,adaptive_joint,3.0,0.0,4.0,32.0,0.003968502629920499,0.0001330974682731746,0.04141340547575176
server_time,20260732,adaptive_joint,4.0,0.9,16.0,32.0,0.003968502629920499,0.00013191057348384575,0.04262013992859032
server_time,20260732,adaptive_joint,5.0,0.9,16.0,4.0,0.0025,0.020424473195290914,8.086076839481654
server_time,20260732,adaptive_joint,6.0,0.9,16.0,2.0,0.0025,0.00801717595344327,5.364318475311189
server_time,20260732,adaptive_joint,7.0,0.9,16.0,1.0,0.0025,0.006725970292523104,3.711042865981642
server_time,20260732,adaptive_joint,8.0,0.3,8.0,8.0,0.0025,0.01444725156494003,11.50168814583504
server_time,20260732,adaptive_joint,9.0,0.3,8.0,16.0,0.0025,0.005312251659843565,3.8990967980771476
server_time,20260732,adaptive_joint,10.0,0.3,8.0,4.0,0.0025,0.0043417646607110975,3.4565928689482313
server_time,20260732,adaptive_joint,11.0,0.3,8.0,2.0,0.0025,0.006049308521670923,2.5740872156752665
server_time,20260732,delay_only,0.0,0.0,4.0,32.0,0.02,,
server_time,20260732,delay_only,1.0,0.0,4.0,32.0,0.0025,3.75934164927712e-05,0.029275464581239398
server_time,20260732,delay_only,2.0,0.0,4.0,32.0,0.0025,4.218951621845229e-05,0.033348149254793735
server_time,20260732,delay_only,3.0,0.0,4.0,32.0,0.003149802624737181,0.00015167153602126002,0.05148205403298068
server_time,20260732,delay_only,4.0,0.9,16.0,32.0,0.006299605249474363,6.9079584529107e-05,0.016029858605705383
server_time,20260732,delay_only,5.0,0.9,16.0,32.0,0.012599210498948734,0.0020864437590616355,0.273211514224598
server_time,20260732,delay_only,6.0,0.9,16.0,32.0,0.012599210498948734,0.001625192719593796,0.1899721133687365
server_time,20260732,delay_only,7.0,0.9,16.0,32.0,0.012599210498948734,0.0009475666759604235,0.11690989299819078
server_time,20260732,delay_only,8.0,0.3,8.0,32.0,0.0025,0.0006457542763315132,0.37391435199900247
server_time,20260732,delay_only,9.0,0.3,8.0,32.0,0.0025,0.00032421283421613274,0.17724651357040377
server_time,20260732,delay_only,10.0,0.3,8.0,32.0,0.0025,0.00023709635228635559,0.13919667823734194
server_time,20260732,delay_only,11.0,0.3,8.0,32.0,0.01,0.0006345310828463461,0.09940791660259932
server_time,20260732,all_agents_adaptive_eta,0.0,0.0,4.0,32.0,0.02,,
server_time,20260732,all_agents_adaptive_eta,1.0,0.0,4.0,32.0,0.0025,2.1175765935755294e-05,0.016201694977568185
server_time,20260732,all_agents_adaptive_eta,2.0,0.0,4.0,32.0,0.0025,4.918990955681784e-05,0.038922730667830044
server_time,20260732,all_agents_adaptive_eta,3.0,0.0,4.0,32.0,0.003968502629920499,0.0001330974682731746,0.04141340547575176
server_time,20260732,all_agents_adaptive_eta,4.0,0.9,16.0,32.0,0.003968502629920499,0.00013191057348384575,0.04262013992859032
server_time,20260732,all_agents_adaptive_eta,5.0,0.9,16.0,32.0,0.0025,0.02054222164431669,8.22447049449911
server_time,20260732,all_agents_adaptive_eta,6.0,0.9,16.0,32.0,0.0025,0.008178275600694127,5.6518504846824404
server_time,20260732,all_agents_adaptive_eta,7.0,0.9,16.0,32.0,0.0025,0.008157987279035918,4.514212952457787
server_time,20260732,all_agents_adaptive_eta,8.0,0.3,8.0,32.0,0.0025,0.014533256948277075,11.420660529515146
server_time,20260732,all_agents_adaptive_eta,9.0,0.3,8.0,32.0,0.0025,0.005294339993809502,3.9264053184998944
server_time,20260732,all_agents_adaptive_eta,10.0,0.3,8.0,32.0,0.0025,0.004341845370596923,3.436253377012719
server_time,20260732,all_agents_adaptive_eta,11.0,0.3,8.0,32.0,0.0025,0.006754686629394716,2.903975659238358
server_time,20260732,all_agents_fixed,0.0,0.0,4.0,32.0,0.02,,
server_time,20260732,all_agents_fixed,1.0,0.0,4.0,32.0,0.02,,
server_time,20260732,all_agents_fixed,2.0,0.0,4.0,32.0,0.02,,
server_time,20260732,all_agents_fixed,3.0,0.0,4.0,32.0,0.02,,
server_time,20260732,all_agents_fixed,4.0,0.9,16.0,32.0,0.02,,
server_time,20260732,all_agents_fixed,5.0,0.9,16.0,32.0,0.02,,
server_time,20260732,all_agents_fixed,6.0,0.9,16.0,32.0,0.02,,
server_time,20260732,all_agents_fixed,7.0,0.9,16.0,32.0,0.02,,
server_time,20260732,all_agents_fixed,8.0,0.3,8.0,32.0,0.02,,
server_time,20260732,all_agents_fixed,9.0,0.3,8.0,32.0,0.02,,
server_time,20260732,all_agents_fixed,10.0,0.3,8.0,32.0,0.02,,
server_time,20260732,all_agents_fixed,11.0,0.3,8.0,32.0,0.02,,
server_time,20260732,proxy_oracle,0.0,0.0,4.0,32.0,0.025198420997897472,0.0006437254720887575,0.04687499999999999
server_time,20260732,proxy_oracle,1.0,0.0,4.0,32.0,0.0025,8.344887939183099e-05,0.04687499999999999
server_time,20260732,proxy_oracle,2.0,0.0,4.0,32.0,0.0025,6.782372197076523e-05,0.04687499999999999
server_time,20260732,proxy_oracle,3.0,0.0,4.0,32.0,0.004999999999999999,0.00016791566405543245,0.04687499999999999
server_time,20260732,proxy_oracle,4.0,0.9,16.0,4.0,0.0025,0.04407802073251267,35.13749999999997
server_time,20260732,proxy_oracle,5.0,0.9,16.0,4.0,0.0025,0.04783401954896743,35.13749999999997
server_time,20260732,proxy_oracle,6.0,0.9,16.0,4.0,0.0025,0.04757528151881783,35.13749999999997
server_time,20260732,proxy_oracle,7.0,0.9,16.0,4.0,0.0025,0.04495056652735838,35.13749999999997
server_time,20260732,proxy_oracle,8.0,0.3,8.0,16.0,0.0025,0.014969829592855059,11.76562499999999
server_time,20260732,proxy_oracle,9.0,0.3,8.0,16.0,0.0025,0.01534841549460679,11.76562499999999
server_time,20260732,proxy_oracle,10.0,0.3,8.0,16.0,0.0025,0.014765155541780066,11.76562499999999
server_time,20260732,proxy_oracle,11.0,0.3,8.0,16.0,0.0025,0.018661080863819235,11.76562499999999
server_time,20260733,adaptive_joint,0.0,0.0,4.0,32.0,0.02,,
server_time,20260733,adaptive_joint,1.0,0.0,4.0,32.0,0.004999999999999999,6.438991561095753e-05,0.01787359465709433
server_time,20260733,adaptive_joint,2.0,0.0,4.0,32.0,0.0025,2.0743258835054916e-05,0.016242030762341743
server_time,20260733,adaptive_joint,3.0,0.0,4.0,32.0,0.0025,5.408924678679987e-05,0.03174063722605009
server_time,20260733,adaptive_joint,4.0,0.9,16.0,32.0,0.0025,0.00010140282645857901,0.07831205340258757
server_time,20260733,adaptive_joint,5.0,0.9,16.0,8.0,0.0025,0.004775499334175515,3.7929848418979213
server_time,20260733,adaptive_joint,6.0,0.9,16.0,2.0,0.0025,0.022051033930347824,12.233945683368333
server_time,20260733,adaptive_joint,7.0,0.9,16.0,2.0,0.0025,0.015393051003280981,11.817396837597705
server_time,20260733,adaptive_joint,8.0,0.3,8.0,2.0,0.0025,0.008023557414922902,6.296871025247643
server_time,20260733,adaptive_joint,9.0,0.3,8.0,32.0,0.0025,0.001915892783950938,1.4779504306690117
server_time,20260733,adaptive_joint,10.0,0.3,8.0,32.0,0.0025,0.011071389197971139,8.647608911720098
server_time,20260733,adaptive_joint,11.0,0.3,8.0,1.0,0.0025,0.001825793894300105,1.0048168070279397
server_time,20260733,delay_only,0.0,0.0,4.0,32.0,0.02,,
server_time,20260733,delay_only,1.0,0.0,4.0,32.0,0.004999999999999999,5.131307682047804e-05,0.012690779438882239
server_time,20260733,delay_only,2.0,0.0,4.0,32.0,0.0025,6.775616168942585e-05,0.05367953487922432
server_time,20260733,delay_only,3.0,0.0,4.0,32.0,0.0025,5.51087171641524e-05,0.03255246598224073
server_time,20260733,delay_only,4.0,0.9,16.0,32.0,0.0025,2.9143073340969e-05,0.02076987581773907
server_time,20260733,delay_only,5.0,0.9,16.0,32.0,0.0025,0.00017038689200641835,0.11993067015247029
server_time,20260733,delay_only,6.0,0.9,16.0,32.0,0.007937005259841,0.002300379348536122,0.393640304108897
server_time,20260733,delay_only,7.0,0.9,16.0,32.0,0.007937005259841,0.0020729724172920717,0.39169020750507555
server_time,20260733,delay_only,8.0,0.3,8.0,32.0,0.01,0.001224034268187321,0.19771011023363846
server_time,20260733,delay_only,9.0,0.3,8.0,32.0,0.0025,0.00021831070639939768,0.09587770086412828
server_time,20260733,delay_only,10.0,0.3,8.0,32.0,0.0025,0.00037998986603797577,0.2963165263499558
server_time,20260733,delay_only,11.0,0.3,8.0,32.0,0.007937005259841,0.0001599941211223242,0.03130163331651012
server_time,20260733,all_agents_adaptive_eta,0.0,0.0,4.0,32.0,0.02,,
