alignment,policy,step,mean_mse,standard_error
server_time,adaptive_joint,1170,0.04543546413172986,0.008454572573636188
server_time,adaptive_joint,1175,0.04730279350756857,0.00859409413455335
server_time,adaptive_joint,1180,0.04750635657762657,0.008386443203733947
server_time,adaptive_joint,1185,0.04682958792993208,0.008029539440899463
server_time,adaptive_joint,1190,0.045267981265784255,0.007490540332403324
server_time,adaptive_joint,1195,0.04407430428257671,0.007231448452757095
server_time,adaptive_joint,1200,0.04369405027119316,0.007270077919600205
server_time,adaptive_joint,1205,0.04509993118849044,0.007684488652901532
server_time,adaptive_joint,1210,0.04552186297756578,0.007840957801509547
server_time,adaptive_joint,1215,0.046957337736831375,0.0078960114845371
server_time,adaptive_joint,1220,0.04789348150114928,0.007741819629251932
server_time,adaptive_joint,1225,0.04841498080651685,0.007784338348383034
server_time,adaptive_joint,1230,0.04803268756558755,0.007768972596248071
server_time,adaptive_joint,1235,0.04760375822771563,0.007837478558379966
server_time,adaptive_joint,1240,0.04645549031984048,0.007767408956050114
server_time,adaptive_joint,1245,0.04589578998144596,0.007828748281706077
server_time,adaptive_joint,1250,0.044882934662084095,0.007807000097190424
server_time,adaptive_joint,1255,0.04563694499929646,0.008184055290608424
server_time,adaptive_joint,1260,0.04498442354548341,0.008001632669413044
server_time,adaptive_joint,1265,0.04431466047817199,0.007825920958542008
server_time,adaptive_joint,1270,0.04377863779598704,0.007759308200706015
server_time,adaptive_joint,1275,0.043314369201485875,0.0077275483884398375
server_time,adaptive_joint,1280,0.04354228303564613,0.00765582066852777
server_time,adaptive_joint,1285,0.04446776625138543,0.007772833175934483
server_time,adaptive_joint,1290,0.04499121026588696,0.007730013476581703
server_time,adaptive_joint,1295,0.044143670406011006,0.007337836250874355
server_time,adaptive_joint,1300,0.04366046020328482,0.007144430471583579
server_time,adaptive_joint,1305,0.04468600690792012,0.00762707355600228
server_time,adaptive_joint,1310,0.04539692878213181,0.008182829362975843
server_time,adaptive_joint,1315,0.046003635135037045,0.00872183210003985
server_time,adaptive_joint,1320,0.04669538215699083,0.009479965337823236
server_time,adaptive_joint,1325,0.047488189314404274,0.010059705154901412
server_time,adaptive_joint,1330,0.04780945909734216,0.010170404581929717
server_time,adaptive_joint,1335,0.04739039704777434,0.00979281538772557
server_time,adaptive_joint,1340,0.047766270068950324,0.00963836151221068
server_time,adaptive_joint,1345,0.048897358005963384,0.00958277993397669
server_time,adaptive_joint,1350,0.0495367724145508,0.009328205725611079
server_time,adaptive_joint,1355,0.049884456762449146,0.008816733017139021
server_time,adaptive_joint,1360,0.05027517609688313,0.008689721397200213
server_time,adaptive_joint,1365,0.05140268395767671,0.008986406462720819
server_time,adaptive_joint,1370,0.05357995909588591,0.009659259724588073
server_time,adaptive_joint,1375,0.05651787235616591,0.01039811536218754
server_time,adaptive_joint,1380,0.05917455667180824,0.010924639213184734
server_time,adaptive_joint,1385,0.06063859585011258,0.011309916381750414
server_time,adaptive_joint,1390,0.061086339249930566,0.011650353677619614
server_time,adaptive_joint,1395,0.05972982468999452,0.011512139147874502
server_time,adaptive_joint,1400,0.057938641870043675,0.011080728491948473
server_time,adaptive_joint,1405,0.05736239680246829,0.011347321392794452
server_time,adaptive_joint,1410,0.05709884213544429,0.011912539000366238
server_time,adaptive_joint,1415,0.058687995346217915,0.013433423208621141
server_time,adaptive_joint,1420,0.057922059027347095,0.013569163686238622
server_time,adaptive_joint,1425,0.055616140976760396,0.013636108631542248
server_time,adaptive_joint,1430,0.05295559305014089,0.012979568068245944
server_time,adaptive_joint,1435,0.05019072750507222,0.011090543914817978
server_time,adaptive_joint,1440,0.04822193906402872,0.00970920371710532
server_time,adaptive_joint,1445,0.04771973610673032,0.008733513851089761
server_time,adaptive_joint,1450,0.049436798660664937,0.008788813805715256
server_time,adaptive_joint,1455,0.04957827099611872,0.00886834706810784
server_time,adaptive_joint,1460,0.04913546862347289,0.008760074505239013
server_time,adaptive_joint,1465,0.048311362066665635,0.008721829868359721
server_time,adaptive_joint,1470,0.0477333508534719,0.00846185081468477
server_time,adaptive_joint,1475,0.047502661150777906,0.00847455507884013
server_time,adaptive_joint,1480,0.04758967063157568,0.008580155314884399
server_time,adaptive_joint,1485,0.048590468893185156,0.00895666351062738
server_time,adaptive_joint,1490,0.049008284332748175,0.009367410899653879
server_time,adaptive_joint,1495,0.050493206715079626,0.009805563819285497
server_time,adaptive_joint,1500,0.0523618994151076,0.010764521705164724
server_time,adaptive_joint,1505,0.05458675027676983,0.011311272701019049
server_time,adaptive_joint,1510,0.05557305017357073,0.01121184400076051
server_time,adaptive_joint,1515,0.056627872335033844,0.011268161210945257
server_time,adaptive_joint,1520,0.057667193722933614,0.011264868585703289
server_time,adaptive_joint,1525,0.05788072272836881,0.011315515258895894
server_time,adaptive_joint,1530,0.05707968859382535,0.010726531653092659
server_time,adaptive_joint,1535,0.056653958122641304,0.010019117756354216
server_time,adaptive_joint,1540,0.05688206180040726,0.009224245318702699
server_time,adaptive_joint,1545,0.05572214597465642,0.008496384542957152
server_time,adaptive_joint,1550,0.05454498304538624,0.007863682183342744
server_time,adaptive_joint,1555,0.053183164727916225,0.007667734009763575
server_time,adaptive_joint,1560,0.051354981110098064,0.007638005486954997
server_time,adaptive_joint,1565,0.05049608982212308,0.007674589415803248
server_time,adaptive_joint,1570,0.051286784507884924,0.008034915872626218
server_time,adaptive_joint,1575,0.0540015630325539,0.008855487776272214
server_time,adaptive_joint,1580,0.055313297515779715,0.0094038481643159
server_time,adaptive_joint,1585,0.05603577697242295,0.009999621224506705
server_time,adaptive_joint,1590,0.05534396707179457,0.010395582113937334
server_time,adaptive_joint,1595,0.05302699351551336,0.009970913901763698
server_time,adaptive_joint,1600,0.04978069972616393,0.009089170301114773
server_time,adaptive_joint,1605,0.04695308825190325,0.008321739751319031
server_time,adaptive_joint,1610,0.045840839949932814,0.007960449775304433
server_time,adaptive_joint,1615,0.04426522408570606,0.007755491583990535
server_time,adaptive_joint,1620,0.042687183449651306,0.007421318164649571
server_time,adaptive_joint,1625,0.04049640835400593,0.00689468843410439
server_time,adaptive_joint,1630,0.03902839432082256,0.006751056618263863
server_time,adaptive_joint,1635,0.03821977805545982,0.006791085137031726
server_time,adaptive_joint,1640,0.037229424518426944,0.006822960458869149
server_time,adaptive_joint,1645,0.037183742987372925,0.0069338279999550355
server_time,adaptive_joint,1650,0.036721797655613966,0.006920038381141204
server_time,adaptive_joint,1655,0.03625948750209383,0.006963592266652239
server_time,adaptive_joint,1660,0.035248693457689106,0.0068933313829452
server_time,adaptive_joint,1665,0.034995747029712844,0.006939530201063594
server_time,adaptive_joint,1670,0.034407754627927806,0.006697521527015267
server_time,adaptive_joint,1675,0.03328181740439849,0.0064963578049168115
server_time,adaptive_joint,1680,0.03229072127024932,0.006286851853337464
server_time,adaptive_joint,1685,0.031703201930422295,0.006354299806827212
server_time,adaptive_joint,1690,0.03164895577966238,0.006448578862851708
server_time,adaptive_joint,1695,0.031991424737793615,0.00679105315130056
server_time,adaptive_joint,1700,0.03094940825545619,0.0066633978582286545
server_time,adaptive_joint,1705,0.03160220438191546,0.007100932723423498
server_time,adaptive_joint,1710,0.030438656676081966,0.006731403227065894
server_time,adaptive_joint,1715,0.02836722196560314,0.006070863578663333
server_time,adaptive_joint,1720,0.02611213090472996,0.005295825555124826
server_time,adaptive_joint,1725,0.02434222827534989,0.004933582439653026
server_time,adaptive_joint,1730,0.023262701962527797,0.0047600066509438325
server_time,adaptive_joint,1735,0.02294134652062502,0.004578528755967764
server_time,adaptive_joint,1740,0.022123316340507182,0.00426711207858667
server_time,adaptive_joint,1745,0.021918040266548398,0.004117375957069223
server_time,adaptive_joint,1750,0.022286381727969484,0.004160545077244625
server_time,adaptive_joint,1755,0.021808061251268752,0.004100052800662984
server_time,adaptive_joint,1760,0.0210306144465682,0.003951307782830785
server_time,adaptive_joint,1765,0.01974722327748062,0.003590248986149932
server_time,adaptive_joint,1770,0.01896080852384891,0.003318822348445856
server_time,adaptive_joint,1775,0.018442176014938538,0.0031735337207180947
server_time,adaptive_joint,1780,0.018207469035916655,0.003176218097696919
server_time,adaptive_joint,1785,0.017059275133604897,0.0030463636743415603
server_time,adaptive_joint,1790,0.01664578225262179,0.0030452515798652688
server_time,adaptive_joint,1795,0.016319372906853764,0.003189053496846432
server_time,adaptive_joint,1800,0.01609292340667375,0.0033388508797151835
server_time,adaptive_joint,1805,0.016005819599673423,0.003594314506971657
server_time,adaptive_joint,1810,0.015800251087423084,0.003845003039575657
server_time,adaptive_joint,1815,0.015651403592964925,0.003999859159878884
server_time,adaptive_joint,1820,0.015741719018933863,0.004123572645543721
server_time,adaptive_joint,1825,0.01567078713107872,0.00425228848327174
server_time,adaptive_joint,1830,0.015062886284977256,0.003913344200845053
server_time,adaptive_joint,1835,0.014380334477508245,0.0034528004210419147
server_time,adaptive_joint,1840,0.013471282540979792,0.0030597537318937384
server_time,adaptive_joint,1845,0.013160816076288197,0.002907511541460918
server_time,adaptive_joint,1850,0.012486252805089651,0.002700934196024936
server_time,adaptive_joint,1855,0.012159179210050861,0.0025809172818462085
server_time,adaptive_joint,1860,0.01190067363931303,0.0023780161138788536
server_time,adaptive_joint,1865,0.012370657604767295,0.0024417741492744837
server_time,adaptive_joint,1870,0.01273735108937287,0.0023384033318124423
server_time,adaptive_joint,1875,0.013187752237777782,0.00241131049047997
server_time,adaptive_joint,1880,0.013404324641111865,0.0025064921331850857
server_time,adaptive_joint,1885,0.013388858721523606,0.002587624604675152
server_time,adaptive_joint,1890,0.013529727615074443,0.0026993817483301564
server_time,adaptive_joint,1895,0.013717358140899517,0.0028662439319746126
server_time,adaptive_joint,1900,0.012434780270708878,0.0024212633069260743
server_time,adaptive_joint,1905,0.011442760548296257,0.002244459420261155
server_time,adaptive_joint,1910,0.01065426403549956,0.001994177877160471
server_time,adaptive_joint,1915,0.00983491382755668,0.0017616395872825342
server_time,adaptive_joint,1920,0.009398177021492928,0.0015894249775092418
server_time,adaptive_joint,1925,0.009617077877391779,0.0017219417971999654
server_time,adaptive_joint,1930,0.00992400803058184,0.0019869884897078132
server_time,adaptive_joint,1935,0.010662357825532208,0.0023263668645918823
server_time,adaptive_joint,1940,0.011247265016307675,0.002644200736405561
server_time,adaptive_joint,1945,0.011489226365968195,0.0027996659370125424
server_time,adaptive_joint,1950,0.01205075706584377,0.0029728033238789362
server_time,adaptive_joint,1955,0.012731455390322522,0.0033092009259621837
server_time,adaptive_joint,1960,0.013094386029190969,0.0033712578089661583
server_time,adaptive_joint,1965,0.012872063527679048,0.0030227582687254576
server_time,adaptive_joint,1970,0.012428283825087217,0.0027559264921646165
server_time,adaptive_joint,1975,0.012934402134002106,0.0027647442336750424
server_time,adaptive_joint,1980,0.013753017033416099,0.0029351504776284204
server_time,adaptive_joint,1985,0.014184237362196955,0.002912661863469419
server_time,adaptive_joint,1990,0.015248131620139346,0.002998770663143213
server_time,adaptive_joint,1995,0.016210852979356503,0.0031984376363122257
server_time,adaptive_joint,2000,0.017015952665864382,0.003317474979376086
server_time,adaptive_joint,2005,0.01784969680860262,0.0035041223396596027
server_time,adaptive_joint,2010,0.01803238294288676,0.0034272256304336644
server_time,adaptive_joint,2015,0.018255190481143414,0.0034595627538229943
server_time,adaptive_joint,2020,0.018850298536539883,0.003653740417544851
server_time,adaptive_joint,2025,0.018591971878260186,0.0035042577290434157
server_time,adaptive_joint,2030,0.01820048280303349,0.003306871954402445
server_time,adaptive_joint,2035,0.017918265903393984,0.003176686740133888
server_time,adaptive_joint,2040,0.017654820502141354,0.00310452252936423
server_time,adaptive_joint,2045,0.01766864497413744,0.003162104885581012
server_time,adaptive_joint,2050,0.017420393407359683,0.0031115069490375577
