cell_id,rho,state_signal,noise_scale,delay_curvature,resource_price,mean_normalized_regret,mean_observable_score,oracle_score,q_only_score,eta_only_score,fixed_score,median_observable_q,median_observable_eta
R0-S10-N0.1-D2-P0.01,0.0,10.0,0.1,2.0,0.01,0.0,-1.1659999999999997,-1.1659999999999997,-0.41974999999999996,-1.0995,-0.34996874999999994,1.0,0.2
R0-S10-N1-D0-P0.0001,0.0,10.0,1.0,0.0,0.0001,1.6168140038544593e-06,-1.995793529186994,-1.9958,-0.4988,-1.9940000000000002,-0.4986875,20.0,0.2
R0-S10-N1-D0-P0.001,0.0,10.0,1.0,0.0,0.001,2.9399313232059245e-06,-1.9853214285714285,-1.9853333333333334,-0.49475,-1.985,-0.4896875,6.0,0.2
R0-S10-N1-D0-P0.01,0.0,10.0,1.0,0.0,0.01,0.0,-1.9399999999999997,-1.94,-0.46749999999999997,-1.895,-0.3996875,2.0,0.2
R0-S10-N1-D0.5-P0.0001,0.0,10.0,1.0,0.5,0.0001,1.491685070912312e-06,-1.7957943283150233,-1.7958,-0.4863,-1.794,-0.4861875,20.0,0.2
R0-S10-N1-D0.5-P0.001,0.0,10.0,1.0,0.5,0.001,3.672559255762046e-06,-1.7853191964285715,-1.7853333333333332,-0.48225,-1.785,-0.4771875,6.0,0.2
R0-S10-N1-D0.5-P0.01,0.0,10.0,1.0,0.5,0.01,0.0,-1.74,-1.74,-0.45499999999999996,-1.6949999999999998,-0.38718749999999996,2.0,0.2
R0-S10-N1-D2-P0.0001,0.0,10.0,1.0,2.0,0.0001,1.7567456554817171e-06,-1.1957943745490622,-1.1958,-0.44880000000000003,-1.194,-0.4486875,20.0,0.2
R0-S10-N1-D2-P0.001,0.0,10.0,1.0,2.0,0.001,5.953602204062918e-06,-1.185313988095238,-1.1853333333333331,-0.44475,-1.1849999999999998,-0.4396875,6.0,0.2
R0-S10-N1-D2-P0.01,0.0,10.0,1.0,2.0,0.01,0.0,-1.1399999999999997,-1.1399999999999997,-0.4175,-1.0949999999999998,-0.3496875,2.0,0.2
R0-S10-N10-D0-P0.0001,0.0,10.0,10.0,0.0,0.0001,1.8179787712590913e-06,-1.9871435334602288,-1.9871507936507937,-0.4966375,-1.949,-0.495875,63.0,0.2
R0-S10-N10-D0-P0.001,0.0,10.0,10.0,0.0,0.001,1.365565781833694e-05,-1.9579450769442548,-1.958,-0.488,-1.94,-0.486875,20.0,0.2
R0-S10-N10-D0-P0.01,0.0,10.0,10.0,0.0,0.01,2.6494277236119377e-05,-1.8532142857142857,-1.8533333333333333,-0.44749999999999995,-1.8499999999999999,-0.396875,6.0,0.2
R0-S10-N10-D0.5-P0.0001,0.0,10.0,10.0,0.5,0.0001,2.6591911614971833e-06,-1.7871407058740525,-1.7871507936507935,-0.48413750000000005,-1.749,-0.483375,63.0,0.2
R0-S10-N10-D0.5-P0.001,0.0,10.0,10.0,0.5,0.001,1.4455717839763935e-05,-1.7579447502464163,-1.758,-0.4755,-1.74,-0.474375,20.0,0.2
R0-S10-N10-D0.5-P0.01,0.0,10.0,10.0,0.5,0.01,4.332575421473326e-05,-1.653147321428571,-1.6533333333333333,-0.43499999999999994,-1.65,-0.38437499999999997,6.0,0.2
R0-S10-N10-D2-P0.0001,0.0,10.0,10.0,2.0,0.0001,5.057024955077959e-06,-1.1871346437847348,-1.1871507936507937,-0.4466375,-1.149,-0.445875,62.0,0.2
R0-S10-N10-D2-P0.001,0.0,10.0,10.0,2.0,0.001,1.947449695654138e-05,-1.1579372531708056,-1.1579999999999997,-0.438,-1.14,-0.436875,20.0,0.2
R0-S10-N10-D2-P0.01,0.0,10.0,10.0,2.0,0.01,4.230595667870416e-05,-1.0531770833333332,-1.0533333333333332,-0.39749999999999996,-1.0499999999999998,-0.346875,6.0,0.2
R0.3-S0.1-N0.1-D0-P0.0001,0.3,0.1,0.1,0.0,0.0001,4.978379608556056e-05,-0.017537812500000003,-0.017540000000000004,-0.004450000000000001,-0.017450000000000007,-0.0039031250000000008,5.0,0.2
R0.3-S0.1-N0.1-D0-P0.001,0.3,0.1,0.1,0.0,0.001,0.0,-0.013399999999999999,-0.013400000000000002,-0.0017500000000000007,-0.008450000000000004,0.005096874999999999,2.0,0.2
R0.3-S0.1-N0.1-D0-P0.01,0.3,0.1,0.1,0.0,0.01,0.0,0.013999999999999997,0.013999999999999997,0.02525,0.08155,0.09509687500000001,1.0,0.2
R0.3-S0.1-N0.1-D0.5-P0.0001,0.3,0.1,0.1,0.5,0.0001,4.470672389128692e-05,-0.015538125000000002,-0.015540000000000003,-0.004325000000000001,-0.015450000000000004,-0.0037781250000000007,5.0,0.2
R0.3-S0.1-N0.1-D0.5-P0.001,0.3,0.1,0.1,0.5,0.001,0.0,-0.011400000000000006,-0.011400000000000004,-0.0016250000000000006,-0.006450000000000003,0.005221874999999999,2.0,0.2
R0.3-S0.1-N0.1-D0.5-P0.01,0.3,0.1,0.1,0.5,0.01,0.0,0.015999999999999997,0.015999999999999997,0.025375,0.08355,0.095221875,1.0,0.2
R0.3-S0.1-N0.1-D2-P0.0001,0.3,0.1,0.1,2.0,0.0001,0.00012030243284815809,-0.00953567633056344,-0.009540000000000002,-0.003950000000000001,-0.00945,-0.0034031250000000008,5.0,0.2
R0.3-S0.1-N0.1-D2-P0.001,0.3,0.1,0.1,2.0,0.001,0.0005174669588536346,-0.005387683143679884,-0.005433962264150945,-0.0012500000000000011,-0.00045000000000000075,0.005596874999999999,2.0,0.18733752438236478
R0.3-S0.1-N0.1-D2-P0.01,0.3,0.1,0.1,2.0,0.01,3.471693401871234e-05,0.02169033204335609,0.021666666666666667,0.02575,0.08955,0.09559687500000001,1.0,0.16642509324330879
R0.3-S0.1-N1-D0-P0.0001,0.3,0.1,1.0,0.0,0.0001,0.051456591388178166,-0.0039313299265408145,-0.005576744186046512,-0.0032125000000000005,-0.005451612903225808,-0.003031250000000001,11.5,0.13383777293033766
R0.3-S0.1-N1-D0-P0.001,0.3,0.1,1.0,0.0,0.001,0.018099651596169636,0.0016770014497084285,0.00015384615384615285,0.0004999999999999996,0.003548387096774192,0.005968749999999999,2.5,0.09986627853021707
R0.3-S0.1-N1-D0-P0.01,0.3,0.1,1.0,0.0,0.01,0.0013319586018777766,0.02841572153879097,0.0275,0.0275,0.0935483870967742,0.09596875,1.0,0.054524810021268286
R0.3-S0.1-N1-D0.5-P0.0001,0.3,0.1,1.0,0.5,0.0001,0.04346109193174753,-0.003398464459916704,-0.004752380952380953,-0.003087500000000001,-0.004714285714285715,-0.002906250000000001,10.5,0.12345469372031882
R0.3-S0.1-N1-D0.5-P0.001,0.3,0.1,1.0,0.5,0.001,0.015111571945035679,0.0017044198599308691,0.0004285714285714279,0.0006249999999999988,0.004285714285714285,0.006093749999999999,1.0,0.04421245765758288
R0.3-S0.1-N1-D0.5-P0.01,0.3,0.1,1.0,0.5,0.01,0.0011346375863220243,0.028399246035547145,0.02761904761904762,0.027625,0.09428571428571429,0.09609375,1.0,0.04614446887290735
R0.3-S0.1-N1-D2-P0.0001,0.3,0.1,1.0,2.0,0.0001,0.024609667864443338,-0.002536579853354848,-0.0032666666666666673,-0.0027125000000000005,-0.0032553191489361703,-0.0025312500000000005,7.0,0.08183826429416302
R0.3-S0.1-N1-D2-P0.001,0.3,0.1,1.0,2.0,0.001,0.005875444541095625,0.00141558983228137,0.0009166666666666663,0.0009999999999999992,0.00574468085106383,0.00646875,1.0,0.04128940425082624
R0.3-S0.1-N1-D2-P0.01,0.3,0.1,1.0,2.0,0.01,0.0005517408809769524,0.028296218414372062,0.027916666666666666,0.028,0.09574468085106383,0.09646875,1.0,0.040306736727357434
R0.3-S0.1-N10-D0-P0.0001,0.3,0.1,10.0,0.0,0.0001,0.466773335692746,0.012345381805914537,1.538461538461535e-05,0.005346153846153846,0.0003548387096774194,0.005687500000000001,6.0,0.02409837403065769
R0.3-S0.1-N10-D0-P0.001,0.3,0.1,10.0,0.0,0.001,0.12356417924001593,0.013469192549071383,0.00275,0.012875000000000001,0.00935483870967742,0.014687500000000001,1.0,0.005
R0.3-S0.1-N10-D0-P0.01,0.3,0.1,10.0,0.0,0.01,0.005906837938110732,0.03382424146781188,0.02975,0.05,0.09935483870967743,0.1046875,1.0,0.005
R0.3-S0.1-N10-D0.5-P0.0001,0.3,0.1,10.0,0.5,0.0001,0.4260363070204145,0.011273484361345426,1.832061068702287e-05,0.005471153846153844,0.0003630573248407643,0.005812500000000001,5.5,0.021486338468625264
R0.3-S0.1-N10-D0.5-P0.001,0.3,0.1,10.0,0.5,0.001,0.05788036685838578,0.00777244417542354,0.0027512500000000002,0.013,0.009363057324840765,0.014812500000000001,1.0,0.005
R0.3-S0.1-N10-D0.5-P0.01,0.3,0.1,10.0,0.5,0.01,0.005927599786259192,0.03383981936207201,0.02975125,0.050125,0.09936305732484077,0.1048125,1.0,0.006068040758197835
R0.3-S0.1-N10-D2-P0.0001,0.3,0.1,10.0,2.0,0.0001,0.2755944347332164,0.0073099627781885515,2.686567164179106e-05,0.005846153846153846,0.00038650306748466256,0.006187500000000001,5.0,0.019151770288503393
R0.3-S0.1-N10-D2-P0.001,0.3,0.1,10.0,2.0,0.001,0.05906186606703189,0.007878912190645352,0.002755,0.013375000000000001,0.009386503067484663,0.015187500000000001,1.0,0.006305709774364843
R0.3-S0.1-N10-D2-P0.01,0.3,0.1,10.0,2.0,0.01,0.0044173305715851045,0.03280187584840369,0.029755,0.0505,0.09938650306748467,0.1051875,1.0,0.00852574279049715
R0.3-S1-N0.1-D0-P0.0001,0.3,1.0,0.1,0.0,0.0001,4.126025317284021e-06,-0.19753833333333334,-0.19754,-0.04945,-0.19745000000000001,-0.048903125,5.0,0.2
R0.3-S1-N0.1-D0-P0.001,0.3,1.0,0.1,0.0,0.001,0.0,-0.19340000000000002,-0.19340000000000002,-0.04675,-0.18845,-0.039903125,2.0,0.2
R0.3-S1-N0.1-D0-P0.01,0.3,1.0,0.1,0.0,0.01,0.0,-0.166,-0.166,-0.01975,-0.09845000000000001,0.050096875,1.0,0.2
R0.3-S1-N0.1-D0.5-P0.0001,0.3,1.0,0.1,0.5,0.0001,3.5270267923744915e-06,-0.17753864583333334,-0.17754,-0.0482,-0.17745,-0.047653125000000005,5.0,0.2
R0.3-S1-N0.1-D0.5-P0.001,0.3,1.0,0.1,0.5,0.001,1.4288980338362471e-05,-0.17339375,-0.1734,-0.0455,-0.16845,-0.038653125,2.0,0.2
R0.3-S1-N0.1-D0.5-P0.01,0.3,1.0,0.1,0.5,0.01,0.0,-0.14600000000000002,-0.14600000000000002,-0.0185,-0.07844999999999999,0.051346875,1.0,0.2
R0.3-S1-N0.1-D2-P0.0001,0.3,1.0,0.1,2.0,0.0001,6.752793727235505e-06,-0.1175378125,-0.11754,-0.04445,-0.11745,-0.043903125,5.0,0.2
R0.3-S1-N0.1-D2-P0.001,0.3,1.0,0.1,2.0,0.001,0.0,-0.11339999999999997,-0.1134,-0.04175,-0.10844999999999999,-0.034903125,2.0,0.2
R0.3-S1-N0.1-D2-P0.01,0.3,1.0,0.1,2.0,0.01,0.0,-0.08600000000000002,-0.08600000000000002,-0.014750000000000003,-0.018449999999999998,0.055096875000000003,1.0,0.2
R0.3-S1-N1-D0-P0.0001,0.3,1.0,1.0,0.0,0.0001,1.6414226425671418e-05,-0.18444652562779498,-0.1844529411764706,-0.048212500000000005,-0.1835,-0.048031250000000004,17.0,0.2
R0.3-S1-N1-D0-P0.001,0.3,1.0,1.0,0.0,0.001,2.370656956455512e-05,-0.17538958333333332,-0.1754,-0.0445,-0.1745,-0.03903125,5.0,0.2
R0.3-S1-N1-D0-P0.01,0.3,1.0,1.0,0.0,0.01,0.0,-0.13400000000000004,-0.13400000000000004,-0.017499999999999998,-0.08449999999999999,0.05096874999999999,2.0,0.2
R0.3-S1-N1-D0.5-P0.0001,0.3,1.0,1.0,0.5,0.0001,1.601241849431791e-05,-0.1644470029239766,-0.16445294117647058,-0.046962500000000004,-0.1635,-0.04678125,16.0,0.2
R0.3-S1-N1-D0.5-P0.001,0.3,1.0,1.0,0.5,0.001,5.712525830550952e-05,-0.15537604166666666,-0.15539999999999998,-0.04325,-0.1545,-0.03778125,5.0,0.2
R0.3-S1-N1-D0.5-P0.01,0.3,1.0,1.0,0.5,0.01,0.0,-0.11400000000000002,-0.11400000000000003,-0.016249999999999997,-0.0645,0.052218749999999994,2.0,0.2
R0.3-S1-N1-D2-P0.0001,0.3,1.0,1.0,2.0,0.0001,1.6292625538990472e-05,-0.10444787656590229,-0.10445294117647058,-0.04321250000000001,-0.10350000000000001,-0.04303125,17.0,0.2
R0.3-S1-N1-D2-P0.001,0.3,1.0,1.0,2.0,0.001,0.00018649505391496872,-0.09533297367762296,-0.0954,-0.0395,-0.0945,-0.03403125,5.0,0.2
R0.3-S1-N1-D2-P0.01,0.3,1.0,1.0,2.0,0.01,0.00032683195789472434,-0.05404732387161869,-0.05433962264150943,-0.0125,-0.0045000000000000075,0.05596875,2.0,0.18899627642504338
R0.3-S1-N10-D0-P0.0001,0.3,1.0,10.0,0.0,0.0001,0.03747504255170165,-0.0640188538346851,-0.07454736842105264,-0.03965384615384615,-0.06351612903225806,-0.0393125,40.0,0.15505545013603994
R0.3-S1-N10-D0-P0.001,0.3,1.0,10.0,0.0,0.001,0.05261049602943953,-0.038944318130121086,-0.05576744186046512,-0.032125,-0.05451612903225806,-0.0303125,10.5,0.12272080115074492
R0.3-S1-N10-D0-P0.01,0.3,1.0,10.0,0.0,0.01,0.018788526916189704,0.017349729574085794,0.0015384615384615372,0.004999999999999999,0.03548387096774194,0.059687500000000004,2.0,0.07688701611643135
R0.3-S1-N10-D0.5-P0.0001,0.3,1.0,10.0,0.5,0.0001,0.052067266756550726,-0.04979699580919081,-0.06386917293233081,-0.038403846153846156,-0.05614285714285714,-0.0380625,39.5,0.14980489346135767
R0.3-S1-N10-D0.5-P0.001,0.3,1.0,10.0,0.5,0.001,0.048133005212380384,-0.0325292323762194,-0.04752380952380952,-0.030875,-0.04714285714285714,-0.029062499999999998,9.0,0.11586844825161624
R0.3-S1-N10-D0.5-P0.01,0.3,1.0,10.0,0.5,0.01,0.017089724409054593,0.01871432446535895,0.0042857142857142885,0.00625,0.04285714285714286,0.060937500000000006,2.0,0.06884143416429431
R0.3-S1-N10-D2-P0.0001,0.3,1.0,10.0,2.0,0.0001,0.029783433721491774,-0.03717139893911907,-0.04464848484848485,-0.03465384615384615,-0.0415531914893617,-0.0343125,26.0,0.09811491374094466
R0.3-S1-N10-D2-P0.001,0.3,1.0,10.0,2.0,0.001,0.02285943520942331,-0.025885034221204417,-0.03266666666666666,-0.027125000000000003,-0.0325531914893617,-0.0253125,7.5,0.09041617022090681
R0.3-S1-N10-D2-P0.01,0.3,1.0,10.0,2.0,0.01,0.007347150801500817,0.015405622222274443,0.009166666666666668,0.010000000000000004,0.0574468085106383,0.0646875,1.0,0.04175358058939825
R0.3-S10-N0.1-D0-P0.0001,0.3,10.0,0.1,0.0,0.0001,3.9024061299875526e-07,-1.9975384375000003,-1.99754,-0.49945000000000006,-1.9974500000000002,-0.498903125,5.0,0.2
R0.3-S10-N0.1-D0-P0.001,0.3,10.0,0.1,0.0,0.001,0.0,-1.9933999999999998,-1.9934,-0.49675,-1.98845,-0.489903125,2.0,0.2
R0.3-S10-N0.1-D0-P0.01,0.3,10.0,0.1,0.0,0.01,0.0,-1.9659999999999997,-1.966,-0.46975,-1.89845,-0.39990312499999997,1.0,0.2
R0.3-S10-N0.1-D0.5-P0.0001,0.3,10.0,0.1,0.5,0.0001,6.024455345261366e-07,-1.7975377083333335,-1.79754,-0.48695000000000005,-1.79745,-0.486403125,5.0,0.2
R0.3-S10-N0.1-D0.5-P0.001,0.3,10.0,0.1,0.5,0.001,0.0,-1.7933999999999999,-1.7933999999999999,-0.48425,-1.7884499999999999,-0.477403125,2.0,0.2
R0.3-S10-N0.1-D0.5-P0.01,0.3,10.0,0.1,0.5,0.01,0.0,-1.7659999999999998,-1.7659999999999998,-0.45725,-1.6984499999999998,-0.38740312499999996,1.0,0.2
R0.3-S10-N0.1-D2-P0.0001,0.3,10.0,0.1,2.0,0.0001,8.778254274471293e-07,-1.1975371875,-1.19754,-0.44945,-1.19745,-0.44890312499999996,5.0,0.2
R0.3-S10-N0.1-D2-P0.001,0.3,10.0,0.1,2.0,0.001,0.0,-1.1933999999999998,-1.1933999999999998,-0.44675,-1.1884499999999998,-0.43990312499999995,2.0,0.2
R0.3-S10-N0.1-D2-P0.01,0.3,10.0,0.1,2.0,0.01,0.0,-1.1659999999999997,-1.1659999999999997,-0.41974999999999996,-1.0984499999999997,-0.3499031249999999,1.0,0.2
R0.3-S10-N1-D0-P0.0001,0.3,10.0,1.0,0.0,0.0001,1.3753716735934925e-06,-1.9844474522703819,-1.9844529411764706,-0.4982125,-1.9835,-0.49803125,16.5,0.2
R0.3-S10-N1-D0-P0.001,0.3,10.0,1.0,0.0,0.001,3.868148734960212e-06,-1.9753843750000002,-1.9754,-0.4945,-1.9745,-0.48903125,5.0,0.2
R0.3-S10-N1-D0-P0.01,0.3,10.0,1.0,0.0,0.01,0.0,-1.9339999999999997,-1.934,-0.46749999999999997,-1.8844999999999998,-0.39903124999999995,2.0,0.2
R0.3-S10-N1-D0.5-P0.0001,0.3,10.0,1.0,0.5,0.0001,1.5213093736332575e-06,-1.784447174116357,-1.7844529411764705,-0.4857125,-1.7835,-0.48553124999999997,17.0,0.2
R0.3-S10-N1-D0.5-P0.001,0.3,10.0,1.0,0.5,0.001,6.511434078257844e-06,-1.775375,-1.7754,-0.482,-1.7745,-0.47653124999999996,5.0,0.2
R0.3-S10-N1-D0.5-P0.01,0.3,10.0,1.0,0.5,0.01,0.0,-1.734,-1.734,-0.45499999999999996,-1.6844999999999999,-0.38653124999999994,2.0,0.2
R0.3-S10-N1-D2-P0.0001,0.3,10.0,1.0,2.0,0.0001,1.845863156191687e-06,-1.1844470512985894,-1.1844529411764704,-0.4482125,-1.1835,-0.44803125,17.0,0.2
R0.3-S10-N1-D2-P0.001,0.3,10.0,1.0,2.0,0.001,4.5018624848367905e-06,-1.1753854166666664,-1.1754,-0.4445,-1.1744999999999999,-0.43903125,5.0,0.2
R0.3-S10-N1-D2-P0.01,0.3,10.0,1.0,2.0,0.01,0.0,-1.1340000000000001,-1.134,-0.4175,-1.0844999999999998,-0.34903124999999996,2.0,0.2
R0.3-S10-N10-D0-P0.0001,0.3,10.0,10.0,0.0,0.0001,4.0997422428374755e-06,-1.8692010921014206,-1.8692169811320754,-0.48965384615384616,-1.844,-0.4893125,53.0,0.2
R0.3-S10-N10-D0-P0.001,0.3,10.0,10.0,0.0,0.001,1.3644600753658998e-05,-1.8444760814413486,-1.844529411764706,-0.48212499999999997,-1.835,-0.4803125,17.0,0.2
R0.3-S10-N10-D0-P0.01,0.3,10.0,10.0,0.0,0.01,4.267182521619923e-05,-1.7538125,-1.7539999999999998,-0.44499999999999995,-1.7449999999999999,-0.39031249999999995,5.0,0.2
R0.3-S10-N10-D0.5-P0.0001,0.3,10.0,10.0,0.5,0.0001,4.947894844701937e-06,-1.6691987945657634,-1.6692169811320754,-0.47715384615384615,-1.6440000000000001,-0.4768125,53.0,0.2
R0.3-S10-N10-D0.5-P0.001,0.3,10.0,10.0,0.5,0.001,1.5234117559231206e-05,-1.6444729155916755,-1.644529411764706,-0.469625,-1.635,-0.46781249999999996,17.0,0.2
R0.3-S10-N10-D0.5-P0.01,0.3,10.0,10.0,0.5,0.01,6.954379271975402e-05,-1.5537083333333335,-1.5539999999999998,-0.4325,-1.545,-0.37781249999999994,5.0,0.2
R0.3-S10-N10-D2-P0.0001,0.3,10.0,10.0,2.0,0.0001,6.838393091474498e-06,-1.0691959488541594,-1.0692169811320753,-0.4396538461538461,-1.044,-0.4393125,52.0,0.2
R0.3-S10-N10-D2-P0.001,0.3,10.0,10.0,2.0,0.001,2.429568781681398e-05,-1.0444538879045484,-1.044529411764706,-0.432125,-1.035,-0.4303125,16.0,0.2
R0.3-S10-N10-D2-P0.01,0.3,10.0,10.0,2.0,0.01,0.00012647047731200475,-0.9535454651045405,-0.954,-0.39499999999999996,-0.945,-0.34031249999999996,5.0,0.2
R0.6-S0.1-N0.1-D0-P0.0001,0.6,0.1,0.1,0.0,0.0001,4.602713178294469e-05,-0.016598020833333338,-0.016600000000000004,-0.004450000000000001,-0.016400000000000005,-0.0038375,4.0,0.2
R0.6-S0.1-N0.1-D0-P0.001,0.6,0.1,0.1,0.0,0.001,0.00012886597938144363,-0.012987500000000003,-0.013000000000000003,-0.0017500000000000007,-0.007400000000000002,0.0051624999999999996,1.0,0.2
R0.6-S0.1-N0.1-D0-P0.01,0.6,0.1,0.1,0.0,0.01,0.0,0.013999999999999997,0.013999999999999997,0.02525,0.0826,0.09516250000000001,1.0,0.2
R0.6-S0.1-N0.1-D0.5-P0.0001,0.6,0.1,0.1,0.5,0.0001,3.556910569106052e-05,-0.01459854166666667,-0.014600000000000004,-0.004325000000000001,-0.014400000000000003,-0.0037125,4.0,0.2
R0.6-S0.1-N0.1-D0.5-P0.001,0.6,0.1,0.1,0.5,0.001,3.289473684210478e-05,-0.010996875,-0.011000000000000001,-0.0016250000000000006,-0.005400000000000004,0.0052875,1.0,0.2
R0.6-S0.1-N0.1-D0.5-P0.01,0.6,0.1,0.1,0.5,0.01,0.0,0.016,0.016,0.025375,0.0846,0.09528750000000001,1.0,0.2
R0.6-S0.1-N0.1-D2-P0.0001,0.6,0.1,0.1,2.0,0.0001,0.0007991984875612354,-0.008631239952284243,-0.008659259259259259,-0.00395,-0.008433962264150944,-0.003337500000000001,4.0,0.18318117477928855
R0.6-S0.1-N0.1-D2-P0.001,0.6,0.1,0.1,2.0,0.001,0.0003108760109593639,-0.005305561743020963,-0.005333333333333333,-0.0012500000000000002,0.0005660377358490554,0.005662499999999999,1.0,0.17190662869468398
R0.6-S0.1-N0.1-D2-P0.01,0.6,0.1,0.1,2.0,0.01,2.563675658723163e-05,0.02168414238907363,0.021666666666666667,0.025750000000000002,0.09056603773584906,0.0956625,1.0,0.16708620807350139
R0.6-S0.1-N1-D0-P0.0001,0.6,0.1,1.0,0.0,0.0001,0.056853301697353545,-0.0013063212430789195,-0.002976470588235294,-0.0026666666666666674,-0.0028461538461538463,-0.002375000000000001,4.0,0.06714047304702153
R0.6-S0.1-N1-D0-P0.001,0.6,0.1,1.0,0.0,0.001,0.011591988126488477,0.001479522996688276,0.0004999999999999996,0.0004999999999999996,0.006153846153846154,0.006624999999999999,1.0,0.052471783109405104
R0.6-S0.1-N1-D0-P0.01,0.6,0.1,1.0,0.0,0.01,0.0012132018697132213,0.02833407628542784,0.0275,0.0275,0.09615384615384616,0.096625,1.0,0.043341823370598144
R0.6-S0.1-N1-D0.5-P0.0001,0.6,0.1,1.0,0.5,0.0001,0.03720098972128125,-0.0016495444994533395,-0.0027333333333333333,-0.0025416666666666673,-0.0025714285714285713,-0.0022500000000000007,4.0,0.06276529561648038
R0.6-S0.1-N1-D0.5-P0.001,0.6,0.1,1.0,0.5,0.001,0.009167263616970069,0.001394772735588372,0.0006190476190476189,0.0006249999999999997,0.006428571428571429,0.006749999999999999,1.0,0.04975823598623502
R0.6-S0.1-N1-D0.5-P0.01,0.6,0.1,1.0,0.5,0.01,0.0009356808249540851,0.028262439576777952,0.02761904761904762,0.027625,0.09642857142857143,0.09675,1.0,0.050122285767871685
R0.6-S0.1-N1-D2-P0.0001,0.6,0.1,1.0,2.0,0.0001,0.021549737386015125,-0.0015627107194182395,-0.002178571428571429,-0.0021666666666666674,-0.0019411764705882352,-0.0018750000000000004,4.0,0.058275344912329816
R0.6-S0.1-N1-D2-P0.001,0.6,0.1,1.0,2.0,0.001,0.0059988517461217,0.0014260691607748343,0.0009166666666666668,0.001,0.007058823529411765,0.007124999999999999,1.0,0.04367862855034746
R0.6-S0.1-N1-D2-P0.01,0.6,0.1,1.0,2.0,0.01,0.0007754030586416489,0.028450079354090566,0.027916666666666666,0.028,0.09705882352941177,0.097125,1.0,0.04495294040929998
R0.6-S0.1-N10-D0-P0.0001,0.6,0.1,10.0,0.0,0.0001,0.27327664081099534,0.007278167149450828,4.9999999999999996e-05,0.012200000000000004,0.0006153846153846154,0.01225,2.5,0.013223667839309141
R0.6-S0.1-N10-D0-P0.001,0.6,0.1,10.0,0.0,0.001,0.047862960159885864,0.006902111793870099,0.00275,0.018333333333333333,0.009615384615384616,0.021249999999999998,1.0,0.005
R0.6-S0.1-N10-D0-P0.01,0.6,0.1,10.0,0.0,0.01,0.007326820558540482,0.034803674480253295,0.02975,0.05,0.09961538461538462,0.11125,1.0,0.008490289892657519
R0.6-S0.1-N10-D0.5-P0.0001,0.6,0.1,10.0,0.5,0.0001,0.21827253995965698,0.005824831522607878,5.125e-05,0.012325000000000001,0.0006183206106870229,0.012375,1.0,0.005184554379585762
R0.6-S0.1-N10-D0.5-P0.001,0.6,0.1,10.0,0.5,0.001,0.07276190184089237,0.009063435937074715,0.0027512500000000002,0.018458333333333334,0.009618320610687023,0.021374999999999998,1.0,0.006772646987588064
R0.6-S0.1-N10-D0.5-P0.01,0.6,0.1,10.0,0.5,0.01,0.0059675352637022505,0.03386736490755771,0.02975125,0.050125,0.09961832061068703,0.111375,1.0,0.006933523447436991
R0.6-S0.1-N10-D2-P0.0001,0.6,0.1,10.0,2.0,0.0001,0.1632210791513497,0.0043730136489489565,5.4999999999999955e-05,0.012700000000000005,0.0006268656716417911,0.012750000000000001,1.0,0.00562015178829635
R0.6-S0.1-N10-D2-P0.001,0.6,0.1,10.0,2.0,0.001,0.03627078043813774,0.00590167155691064,0.002755,0.018833333333333334,0.009626865671641791,0.02175,1.0,0.005
R0.6-S0.1-N10-D2-P0.01,0.6,0.1,10.0,2.0,0.01,0.0027446403650623285,0.03164812941500357,0.029755,0.0505,0.09962686567164179,0.11175,1.0,0.005
R0.6-S1-N0.1-D0-P0.0001,0.6,1.0,0.1,0.0,0.0001,2.8432588916452447e-06,-0.19659885416666667,-0.1966,-0.04945,-0.19640000000000002,-0.0488375,4.0,0.2
R0.6-S1-N0.1-D0-P0.001,0.6,1.0,0.1,0.0,0.001,1.3676148796499298e-05,-0.19299375000000002,-0.193,-0.04675,-0.1874,-0.0398375,1.0,0.2
R0.6-S1-N0.1-D0-P0.01,0.6,1.0,0.1,0.0,0.01,0.0,-0.166,-0.166,-0.01975,-0.09740000000000001,0.0501625,1.0,0.2
R0.6-S1-N0.1-D0.5-P0.0001,0.6,1.0,0.1,0.5,0.0001,4.351610095732225e-06,-0.1765983333333333,-0.17659999999999998,-0.0482,-0.1764,-0.047587500000000005,4.0,0.2
R0.6-S1-N0.1-D0.5-P0.001,0.6,1.0,0.1,0.5,0.001,1.4302059496565931e-05,-0.17299375,-0.173,-0.0455,-0.1674,-0.038587500000000004,1.0,0.2
R0.6-S1-N0.1-D0.5-P0.01,0.6,1.0,0.1,0.5,0.01,0.0,-0.146,-0.146,-0.0185,-0.0774,0.0514125,1.0,0.2
R0.6-S1-N0.1-D2-P0.0001,0.6,1.0,0.1,2.0,0.0001,8.707430340562627e-06,-0.11659718750000002,-0.11660000000000001,-0.044449999999999996,-0.1164,-0.0438375,4.0,0.2
R0.6-S1-N0.1-D2-P0.001,0.6,1.0,0.1,2.0,0.001,3.31564986737387e-05,-0.11298749999999999,-0.11299999999999999,-0.041749999999999995,-0.1074,-0.0348375,1.0,0.2
R0.6-S1-N0.1-D2-P0.01,0.6,1.0,0.1,2.0,0.01,0.0,-0.08599999999999998,-0.086,-0.014749999999999996,-0.017400000000000002,0.0551625,1.0,0.2
