policy,persistence,rho,delay,seed,decision,covered_so_far,persistence_upper,rho_upper,certified_persistence,certified_rho,transition_trials,sharing_trials,q,gap,eta,updates,exact_radius
correlation_blind,0.9,0.0,2,21331241,5,True,0.9113311767520267,0.05061986848768517,0.912,0.0,7242,163,1,19,0.02754150530309395,71,0.9647195238765645
correlation_blind,0.9,0.0,2,21331241,6,True,0.9084811031387106,0.05033516435886201,0.91,0.0,8592,164,1,19,0.02779178577139088,71,0.9644082332195051
correlation_blind,0.9,0.0,2,21331241,7,True,0.9081392361758063,0.050053739735326064,0.91,0.0,9942,165,1,19,0.027789229238614578,71,0.964411411900832
correlation_blind,0.9,0.0,2,21331241,8,True,0.9088572316666239,0.04977553769707031,0.91,0.0,11304,167,1,20,0.028229821563546666,68,0.9638560495759524
correlation_blind,0.9,0.0,2,21331241,9,True,0.9100385458807141,0.04922858024101738,0.912,0.0,12654,168,1,19,0.027465419550440216,71,0.9648141979327352
correlation_blind,0.9,0.0,2,21331241,10,True,0.9105495729936828,0.04895971741526815,0.912,0.0,13131,170,1,19,0.027047481035275565,25,0.9653345815486741
dual_ucb,0.9,0.0,2,20331242,1,True,0.9273636010651729,0.06276907731421694,0.928,0.08,1555,129,1,23,0.02720664932676948,62,0.9651149865223124
dual_ucb,0.9,0.0,2,20331242,2,True,0.9220700516955376,0.0623262068199615,0.924,0.08,2982,130,1,23,0.027815926660828598,62,0.9643558380281606
dual_ucb,0.9,0.0,2,20331242,3,True,0.9160472464996343,0.06188972926605418,0.918,0.08,4344,132,1,20,0.027244858672092174,68,0.9650814570514373
dual_ucb,0.9,0.0,2,20331242,4,True,0.9126641558708024,0.061035401539429865,0.914,0.08,5706,134,1,20,0.02779034750426108,68,0.9644024109818683
dual_ucb,0.9,0.0,2,20331242,5,True,0.9155108341785596,0.060205030533290044,0.916,0.08,7115,135,1,22,0.02840348055070339,64,0.9636289298441564
dual_ucb,0.9,0.0,2,20331242,6,True,0.9151901750621596,0.05979851287798324,0.916,0.06,8477,137,1,20,0.027546670052061538,68,0.9647056297596118
dual_ucb,0.9,0.0,2,20331242,7,True,0.9141597528358674,0.05900221225244005,0.916,0.06,9827,138,1,19,0.026981154776127086,71,0.9654172183161467
dual_ucb,0.9,0.0,2,20331242,8,True,0.9131318789715559,0.05861219886245239,0.914,0.06,11189,140,1,20,0.0277800844117908,68,0.9644151778650115
dual_ucb,0.9,0.0,2,20331242,9,True,0.9113795900888741,0.0578478934721386,0.912,0.06,12539,141,1,19,0.027465419550440216,71,0.9648141979327352
dual_ucb,0.9,0.0,2,20331242,10,True,0.9116063680811441,0.05747338947754031,0.912,0.06,13016,143,1,19,0.027047481035275565,25,0.9653345815486741
correlation_blind,0.9,0.0,2,21331242,1,True,0.9514751328510374,0.06276907731421694,0.9520000000000001,0.0,1694,130,1,34,0.02676100086592202,46,0.9656581287768375
correlation_blind,0.9,0.0,2,21331242,2,True,0.9138675078917549,0.06188972926605418,0.914,0.0,3056,132,1,20,0.027757982551089192,68,0.96444267288923
correlation_blind,0.9,0.0,2,21331242,3,True,0.9116652952226862,0.061035401539429865,0.912,0.0,4406,133,1,19,0.02751718218612835,71,0.9647497872293643
correlation_blind,0.9,0.0,2,21331242,4,True,0.9110123917575998,0.06061728553712098,0.912,0.0,5768,135,1,20,0.02802313349418206,68,0.9641129278374677
correlation_blind,0.9,0.0,2,21331242,5,True,0.90939787693829,0.05979851287798324,0.91,0.0,7118,136,1,19,0.027787047045763208,71,0.9644141251614117
correlation_blind,0.9,0.0,2,21331242,6,True,0.9103977288893375,0.05939761239339117,0.912,0.0,8480,138,1,20,0.028036829674003956,68,0.9640959014157898
correlation_blind,0.9,0.0,2,21331242,7,True,0.9102234421226107,0.05861219886245239,0.912,0.0,9830,139,1,19,0.027542538556968855,71,0.9647182383228344
correlation_blind,0.9,0.0,2,21331242,8,True,0.909242086165027,0.05822746175363164,0.91,0.0,11192,141,1,20,0.028229821563546666,68,0.9638560495759524
correlation_blind,0.9,0.0,2,21331242,9,True,0.9081175099625156,0.05747338947754031,0.91,0.0,12542,142,1,19,0.02771341194208291,71,0.9645056896891094
correlation_blind,0.9,0.0,2,21331242,10,True,0.908762511627313,0.05710384804442385,0.91,0.0,13019,144,1,19,0.027298514027431043,25,0.965021946541319
dual_ucb,0.9,0.0,2,20331243,1,True,0.9835847716806565,0.06276907731421694,0.984,0.08,1965,129,1,108,0.02701881309713318,17,0.9653348905547887
dual_ucb,0.9,0.0,2,20331243,2,True,0.9286566010247943,0.0623262068199615,0.93,0.08,3407,131,1,24,0.027355758863879552,60,0.9649261213633205
dual_ucb,0.9,0.0,2,20331243,3,True,0.9172364031804892,0.06145950578905335,0.918,0.08,4769,133,1,20,0.027244858672092174,68,0.9650814570514373
dual_ucb,0.9,0.0,2,20331243,4,True,0.9159737763070874,0.06061728553712098,0.916,0.08,6131,135,1,20,0.0275355431426134,68,0.9647194801295779
dual_ucb,0.9,0.0,2,20331243,5,True,0.9167904093249375,0.05979851287798324,0.918,0.06,7540,136,1,22,0.028188238803295726,64,0.9638965020074105
dual_ucb,0.9,0.0,2,20331243,6,True,0.9185521151075611,0.05939761239339117,0.92,0.06,8949,137,1,22,0.027952571046479652,64,0.9641896411206564
dual_ucb,0.9,0.0,2,20331243,7,True,0.915398657554656,0.05900221225244005,0.916,0.06,10299,138,1,19,0.026981154776127086,71,0.9654172183161467
dual_ucb,0.9,0.0,2,20331243,8,True,0.9125972216932803,0.05861219886245239,0.914,0.06,11661,140,1,20,0.0277800844117908,68,0.9644151778650115
dual_ucb,0.9,0.0,2,20331243,9,True,0.9108785838139519,0.0578478934721386,0.912,0.06,13011,141,1,19,0.027465419550440216,71,0.9648141979327352
dual_ucb,0.9,0.0,2,20331243,10,True,0.9102639796530962,0.05747338947754031,0.912,0.06,13488,143,1,19,0.027047481035275565,25,0.9653345815486741
correlation_blind,0.9,0.0,2,21331243,1,True,0.9835847716806565,0.06276907731421694,0.984,0.0,1965,129,1,108,0.02701881309713318,17,0.9653348905547887
correlation_blind,0.9,0.0,2,21331243,2,True,0.9308486182630042,0.0623262068199615,0.932,0.0,3407,131,1,24,0.0270114069027688,60,0.9653556201535476
correlation_blind,0.9,0.0,2,21331243,3,True,0.9277485584436236,0.06145950578905335,0.928,0.0,4834,132,1,23,0.027233555266574207,62,0.9650814369743799
correlation_blind,0.9,0.0,2,21331243,4,True,0.9235300561010944,0.061035401539429865,0.924,0.0,6261,133,1,23,0.02783936187666528,62,0.9643266621677143
correlation_blind,0.9,0.0,2,21331243,5,True,0.9214824180380363,0.06061728553712098,0.922,0.0,7688,134,1,23,0.028101516405236147,62,0.9640004127671521
correlation_blind,0.9,0.0,2,21331243,6,True,0.9203800704426308,0.060205030533290044,0.922,0.0,9076,136,1,21,0.027201822630305378,66,0.9651292869681616
correlation_blind,0.9,0.0,2,21331243,7,True,0.9182420205572475,0.05939761239339117,0.92,0.0,10485,137,1,22,0.027946766864683475,64,0.964196863043662
correlation_blind,0.9,0.0,2,21331243,8,True,0.9179236488477545,0.05900221225244005,0.918,0.0,11847,139,1,20,0.02724153964798973,68,0.9650855916825999
correlation_blind,0.9,0.0,2,21331243,9,True,0.9167466665126978,0.05822746175363164,0.918,0.0,13212,202,2,22,0.028623383755412936,62,0.9630670113696261
correlation_blind,0.9,0.0,2,21331243,10,True,0.9156497606839129,0.04132688608820981,0.916,0.0,13689,204,1,19,0.02647608100328691,25,0.9660469655869762
dual_ucb,0.9,0.0,2,20331244,1,True,0.9765294187433833,0.06276907731421694,0.978,0.08,1830,158,2,77,0.027298142920024554,22,0.9647254420720102
dual_ucb,0.9,0.0,2,20331244,2,True,0.9246784814882807,0.05179266677693474,0.926,0.06,3257,159,1,23,0.02753422471757643,62,0.9647066845705246
dual_ucb,0.9,0.0,2,20331244,3,True,0.9210684749005176,0.0514942476896839,0.922,0.06,4645,161,1,21,0.027183717974092195,66,0.9651518518158722
dual_ucb,0.9,0.0,2,20331244,4,True,0.9168403922665678,0.0509079103976529,0.918,0.06,6054,162,1,22,0.0281803603174178,64,0.9639062988397306
dual_ucb,0.9,0.0,2,20331244,5,True,0.9152605788457457,0.05061986848768517,0.916,0.06,7463,163,1,22,0.02840348055070339,64,0.9636289298441564
dual_ucb,0.9,0.0,2,20331244,6,True,0.9132199987229914,0.05033516435886201,0.914,0.06,8825,165,1,20,0.027802792983806054,68,0.9643869297611742
dual_ucb,0.9,0.0,2,20331244,7,True,0.9134548881101918,0.04977553769707031,0.914,0.06,10175,166,1,19,0.02727378226886954,71,0.9650527381506697
dual_ucb,0.9,0.0,2,20331244,8,True,0.9124441791855575,0.04950050264060982,0.914,0.06,11537,168,1,20,0.0277800844117908,68,0.9644151778650115
dual_ucb,0.9,0.0,2,20331244,9,True,0.9124455115917245,0.04895971741526815,0.914,0.06,12887,169,1,19,0.02719525044291808,71,0.9651505253956025
dual_ucb,0.9,0.0,2,20331244,10,True,0.9114482376686934,0.048693862286840736,0.912,0.06,13364,171,1,19,0.027047481035275565,25,0.9653345815486741
correlation_blind,0.9,0.0,2,21331244,1,True,0.9967693945447871,0.06276907731421694,0.998,0.0,1621,181,16,721,0.024975328281802656,2,0.9674886492042079
correlation_blind,0.9,0.0,2,21331244,2,True,0.9342425789104576,0.04572082439031759,0.936,0.0,3103,181,1,26,0.02718469746146978,57,0.9651352303158005
correlation_blind,0.9,0.0,2,21331244,3,True,0.923981555694461,0.04572082439031759,0.924,0.0,4530,182,1,23,0.02782905916155897,62,0.964339488395762
correlation_blind,0.9,0.0,2,21331244,4,True,0.9205250349502656,0.0454898400106732,0.922,0.0,5957,183,1,23,0.028095308447485427,62,0.9640081359308279
correlation_blind,0.9,0.0,2,21331244,5,True,0.9151002255557137,0.045261246517040304,0.916,0.0,7366,184,1,22,0.02840348055070339,64,0.9636289298441564
correlation_blind,0.9,0.0,2,21331244,6,True,0.9145873198429544,0.04503500660138675,0.916,0.0,8728,186,1,20,0.027546670052061538,68,0.9647056297596118
correlation_blind,0.9,0.0,2,21331244,7,True,0.9133389961428093,0.04458944213289996,0.914,0.0,10078,187,1,19,0.02727378226886954,71,0.9650527381506697
correlation_blind,0.9,0.0,2,21331244,8,True,0.9124313172430474,0.04437004676521222,0.914,0.0,11440,189,1,20,0.0277800844117908,68,0.9644151778650115
correlation_blind,0.9,0.0,2,21331244,9,True,0.9109538595024416,0.04393785813713752,0.912,0.0,12790,190,1,19,0.027465419550440216,71,0.9648141979327352
correlation_blind,0.9,0.0,2,21331244,10,True,0.9124707012594577,0.043724998313918226,0.914,0.0,13267,192,1,19,0.026773953979659516,25,0.9656754648843962
dual_ucb,0.9,0.0,2,20331245,1,True,0.9924306493116266,0.06276907731421694,0.994,0.08,1858,148,16,286,0.027611613841328826,6,0.9640938778670051
dual_ucb,0.9,0.0,2,20331245,2,True,0.929084086952265,0.05498544828669333,0.93,0.06,3300,150,1,24,0.027355758863879552,60,0.9649261213633205
dual_ucb,0.9,0.0,2,20331245,3,True,0.9229284549700796,0.05431481928162041,0.924,0.06,4727,151,1,23,0.02782905916155897,62,0.964339488395762
dual_ucb,0.9,0.0,2,20331245,4,True,0.920617717301899,0.05398578384039297,0.922,0.06,6154,152,1,23,0.028095308447485427,62,0.9640081359308279
dual_ucb,0.9,0.0,2,20331245,5,True,0.9175549452088239,0.05366082950209408,0.918,0.06,7563,153,1,22,0.028188238803295726,64,0.9638965020074105
dual_ucb,0.9,0.0,2,20331245,6,True,0.9176985136567162,0.05333988002699834,0.918,0.06,8925,155,1,20,0.027266533936458337,68,0.9650544562547666
dual_ucb,0.9,0.0,2,20331245,7,True,0.915063883831428,0.052709700134548884,0.916,0.06,10275,156,1,19,0.026981154776127086,71,0.9654172183161467
dual_ucb,0.9,0.0,2,20331245,8,True,0.9146760660846345,0.05240032649045687,0.916,0.06,11637,158,1,20,0.02752285722398564,68,0.9647352715924152
dual_ucb,0.9,0.0,2,20331245,9,True,0.9133673291395383,0.05179266677693474,0.914,0.06,12987,159,1,19,0.02719525044291808,71,0.9651505253956025
dual_ucb,0.9,0.0,2,20331245,10,True,0.9129374130307928,0.0514942476896839,0.914,0.06,13464,161,1,19,0.026773953979659516,25,0.9656754648843962
correlation_blind,0.9,0.0,2,21331245,1,True,0.9603725220436967,0.06276907731421694,0.962,0.0,1786,130,1,46,0.02742491946436086,36,0.9648281316101223
correlation_blind,0.9,0.0,2,21331245,2,True,0.9159821852639589,0.06188972926605418,0.916,0.0,3148,132,1,20,0.027505245656535657,68,0.9647571953895732
correlation_blind,0.9,0.0,2,21331245,3,True,0.9160064028001549,0.061035401539429865,0.918,0.0,4510,134,1,20,0.027244858672092174,68,0.9650814570514373
correlation_blind,0.9,0.0,2,21331245,4,True,0.9116787549661063,0.060205030533290044,0.912,0.0,5872,136,1,20,0.02802313349418206,68,0.9641129278374677
correlation_blind,0.9,0.0,2,21331245,5,True,0.9118112995187799,0.05939761239339117,0.912,0.0,7222,137,1,19,0.02754150530309395,71,0.9647195238765645
correlation_blind,0.9,0.0,2,21331245,6,True,0.9102873229727817,0.05900221225244005,0.912,0.0,8584,139,1,20,0.028036829674003956,68,0.9640959014157898
correlation_blind,0.9,0.0,2,21331245,7,True,0.9102339156617159,0.05822746175363164,0.912,0.0,9934,140,1,19,0.027542538556968855,71,0.9647182383228344
correlation_blind,0.9,0.0,2,21331245,8,True,0.9094455536086423,0.0578478934721386,0.91,0.0,11296,142,1,20,0.028229821563546666,68,0.9638560495759524
correlation_blind,0.9,0.0,2,21331245,9,True,0.9109759240312978,0.05710384804442385,0.912,0.0,12646,143,1,19,0.027465419550440216,71,0.9648141979327352
correlation_blind,0.9,0.0,2,21331245,10,True,0.9101932789719553,0.05673917016797858,0.912,0.0,13123,145,1,19,0.027047481035275565,25,0.9653345815486741
dual_ucb,0.9,0.0,2,20331246,1,True,0.9801562512971111,0.06276907731421694,0.982,0.08,1912,132,1,89,0.026101913777602934,20,0.9664811352174852
dual_ucb,0.9,0.0,2,20331246,2,True,0.9311340519736659,0.061035401539429865,0.932,0.08,3354,134,1,24,0.0270114069027688,60,0.9653556201535476
dual_ucb,0.9,0.0,2,20331246,3,True,0.926586265286327,0.060205030533290044,0.928,0.08,4781,135,1,23,0.027233555266574207,62,0.9650814369743799
dual_ucb,0.9,0.0,2,20331246,4,True,0.9198137165183369,0.05979851287798324,0.92,0.06,6190,136,1,22,0.027943348450442135,64,0.9642011164983034
dual_ucb,0.9,0.0,2,20331246,5,True,0.9156570433850644,0.05939761239339117,0.916,0.06,7599,137,1,22,0.02840348055070339,64,0.9636289298441564
dual_ucb,0.9,0.0,2,20331246,6,True,0.9146696326230852,0.05900221225244005,0.916,0.06,8961,139,1,20,0.027546670052061538,68,0.9647056297596118
dual_ucb,0.9,0.0,2,20331246,7,True,0.9125911384918945,0.05822746175363164,0.914,0.06,10311,140,1,19,0.02727378226886954,71,0.9650527381506697
dual_ucb,0.9,0.0,2,20331246,8,True,0.9111502218410916,0.0578478934721386,0.912,0.06,11673,142,1,20,0.028015144506006454,68,0.9641228596445477
dual_ucb,0.9,0.0,2,20331246,9,True,0.9101626173282129,0.05710384804442385,0.912,0.06,13023,143,1,19,0.027465419550440216,71,0.9648141979327352
dual_ucb,0.9,0.0,2,20331246,10,True,0.9099840176737262,0.05673917016797858,0.91,0.06,13500,145,1,19,0.027298514027431043,25,0.965021946541319
correlation_blind,0.9,0.0,2,21331246,1,True,0.9687527531915219,0.06276907731421694,0.97,0.0,1807,160,2,62,0.028428702262725383,27,0.9632929866278004
correlation_blind,0.9,0.0,2,21331246,2,True,0.9256046776142499,0.05119934976122267,0.926,0.0,3234,161,1,23,0.02753422471757643,62,0.9647066845705246
correlation_blind,0.9,0.0,2,21331246,3,True,0.9210499001916228,0.0509079103976529,0.922,0.0,4622,163,1,21,0.027183717974092195,66,0.9651518518158722
correlation_blind,0.9,0.0,2,21331246,4,True,0.9207549261737664,0.05033516435886201,0.922,0.0,6049,164,1,23,0.028095308447485427,62,0.9640081359308279
correlation_blind,0.9,0.0,2,21331246,5,True,0.9194536154390613,0.050053739735326064,0.92,0.0,7458,165,1,22,0.027950588330110326,64,0.9641921081269416
correlation_blind,0.9,0.0,2,21331246,6,True,0.9182675602092538,0.04977553769707031,0.92,0.0,8867,166,1,22,0.027952571046479652,64,0.9641896411206564
correlation_blind,0.9,0.0,2,21331246,7,True,0.916503749309644,0.04950050264060982,0.918,0.0,10229,168,1,20,0.02726149990359584,68,0.9650607269944302
correlation_blind,0.9,0.0,2,21331246,8,True,0.9155727377753837,0.04895971741526815,0.916,0.0,11591,170,1,20,0.02752285722398564,68,0.9647352715924152
correlation_blind,0.9,0.0,2,21331246,9,True,0.9148084207616001,0.04843096415152488,0.916,0.0,12956,233,2,22,0.028844058473881454,62,0.9627881920041726
correlation_blind,0.9,0.0,2,21331246,10,True,0.9137485714946927,0.03622351309812091,0.914,0.0,13433,235,1,19,0.026773953979659516,25,0.9656754648843962
dual_ucb,0.9,0.0,2,20331247,1,True,0.9801562512971111,0.06276907731421694,0.982,0.08,1912,132,1,89,0.026101913777602934,20,0.9664811352174852
dual_ucb,0.9,0.0,2,20331247,2,True,0.9189218240311581,0.061035401539429865,0.92,0.08,3274,134,1,20,0.026926128355451263,68,0.9654786745067911
dual_ucb,0.9,0.0,2,20331247,3,True,0.9132611628297271,0.060205030533290044,0.914,0.08,4624,135,1,19,0.027251461193780628,71,0.9650805301283281
dual_ucb,0.9,0.0,2,20331247,4,True,0.9152728021605996,0.05979851287798324,0.916,0.06,5986,137,1,20,0.0275355431426134,68,0.9647194801295779
dual_ucb,0.9,0.0,2,20331247,5,True,0.9138222471354467,0.05900221225244005,0.914,0.06,7336,138,1,19,0.027273963580494782,71,0.9650525124062075
dual_ucb,0.9,0.0,2,20331247,6,True,0.9136002977284396,0.05861219886245239,0.914,0.06,8698,140,1,20,0.027802792983806054,68,0.9643869297611742
dual_ucb,0.9,0.0,2,20331247,7,True,0.9107784703001902,0.0578478934721386,0.912,0.06,10048,141,1,19,0.027542538556968855,71,0.9647182383228344
dual_ucb,0.9,0.0,2,20331247,8,True,0.9101097301225771,0.05747338947754031,0.912,0.06,11410,143,1,20,0.028015144506006454,68,0.9641228596445477
dual_ucb,0.9,0.0,2,20331247,9,True,0.9093944823625695,0.05673917016797858,0.91,0.06,12760,144,1,19,0.02771341194208291,71,0.9645056896891094
dual_ucb,0.9,0.0,2,20331247,10,True,0.9098911898782323,0.05637925947336153,0.91,0.06,13237,146,1,19,0.027298514027431043,25,0.965021946541319
correlation_blind,0.9,0.0,2,21331247,1,True,0.9835847716806565,0.06276907731421694,0.984,0.0,1965,129,1,108,0.02701881309713318,17,0.9653348905547887
correlation_blind,0.9,0.0,2,21331247,2,True,0.9360838569821881,0.0623262068199615,0.9380000000000001,0.0,3475,131,1,29,0.02794683129638277,52,0.9641814684896524
correlation_blind,0.9,0.0,2,21331247,3,True,0.9237903032284869,0.06145950578905335,0.924,0.0,4902,132,1,23,0.02782905916155897,62,0.964339488395762
correlation_blind,0.9,0.0,2,21331247,4,True,0.9203353346553698,0.061035401539429865,0.922,0.0,6329,133,1,23,0.028095308447485427,62,0.9640081359308279
correlation_blind,0.9,0.0,2,21331247,5,True,0.919573479260287,0.06061728553712098,0.92,0.0,7738,134,1,22,0.027950588330110326,64,0.9641921081269416
correlation_blind,0.9,0.0,2,21331247,6,True,0.9206610054391786,0.060205030533290044,0.922,0.0,9126,136,1,21,0.027201822630305378,66,0.9651292869681616
correlation_blind,0.9,0.0,2,21331247,7,True,0.920228527656324,0.05939761239339117,0.922,0.0,10553,137,1,23,0.028096698154946975,62,0.9640064070198675
correlation_blind,0.9,0.0,2,21331247,8,True,0.9193463002877906,0.05900221225244005,0.92,0.0,11962,138,1,22,0.027925663395685515,64,0.9642231222181521
correlation_blind,0.9,0.0,2,21331247,9,True,0.919993162328244,0.05861219886245239,0.92,0.0,13327,201,2,22,0.02837978040807868,62,0.9633749362997951
correlation_blind,0.9,0.0,2,21331247,10,True,0.9188639096978803,0.04151634508781209,0.92,0.0,13847,221,2,26,0.029341366120496842,20,0.9621475408704481
dual_ucb,0.9,0.0,2,20331248,1,True,0.9727229968352509,0.06276907731421694,0.974,0.08,1846,156,2,66,0.02750333084833756,26,0.9644652465300668
dual_ucb,0.9,0.0,2,20331248,2,True,0.9300070340633295,0.05240032649045687,0.932,0.06,3288,158,1,24,0.0270114069027688,60,0.9653556201535476
dual_ucb,0.9,0.0,2,20331248,3,True,0.9220982488195053,0.05179266677693474,0.924,0.06,4715,159,1,23,0.02782905916155897,62,0.964339488395762
dual_ucb,0.9,0.0,2,20331248,4,True,0.9202195171843284,0.0514942476896839,0.922,0.06,6142,160,1,23,0.028095308447485427,62,0.9640081359308279
dual_ucb,0.9,0.0,2,20331248,5,True,0.9193412676701473,0.05119934976122267,0.92,0.06,7551,161,1,22,0.027950588330110326,64,0.9641921081269416
dual_ucb,0.9,0.0,2,20331248,6,True,0.9185493438559151,0.0509079103976529,0.92,0.06,8960,162,1,22,0.027952571046479652,64,0.9641896411206564
dual_ucb,0.9,0.0,2,20331248,7,True,0.9180051216981149,0.05061986848768517,0.92,0.06,10369,163,1,22,0.027946766864683475,64,0.964196863043662
dual_ucb,0.9,0.0,2,20331248,8,True,0.9167245006324904,0.05033516435886201,0.918,0.06,11731,165,1,20,0.02724153964798973,68,0.9650855916825999
dual_ucb,0.9,0.0,2,20331248,9,True,0.9171992888135445,0.04977553769707031,0.918,0.06,13096,228,2,22,0.028591342992065973,62,0.9631075041420509
dual_ucb,0.9,0.0,2,20331248,10,True,0.9143905549889915,0.036957245446009146,0.916,0.04,13573,230,1,19,0.02647608100328691,25,0.9660469655869762
correlation_blind,0.9,0.0,2,21331248,1,True,0.9801562512971111,0.06276907731421694,0.982,0.0,1912,132,1,89,0.026101913777602934,20,0.9664811352174852
correlation_blind,0.9,0.0,2,21331248,2,True,0.9306849614632817,0.061035401539429865,0.932,0.0,3354,134,1,24,0.0270114069027688,60,0.9653556201535476
correlation_blind,0.9,0.0,2,21331248,3,True,0.9225923086391983,0.060205030533290044,0.924,0.0,4781,135,1,23,0.02782905916155897,62,0.964339488395762
correlation_blind,0.9,0.0,2,21331248,4,True,0.9217182333724345,0.05979851287798324,0.922,0.0,6208,136,1,23,0.028095308447485427,62,0.9640081359308279
correlation_blind,0.9,0.0,2,21331248,5,True,0.9206549219253226,0.05939761239339117,0.922,0.0,7635,137,1,23,0.028101516405236147,62,0.9640004127671521
correlation_blind,0.9,0.0,2,21331248,6,True,0.9169029358424092,0.05900221225244005,0.918,0.0,8997,139,1,20,0.027266533936458337,68,0.9650544562547666
correlation_blind,0.9,0.0,2,21331248,7,True,0.9154395803247579,0.05822746175363164,0.916,0.0,10347,140,1,19,0.026981154776127086,71,0.9654172183161467
correlation_blind,0.9,0.0,2,21331248,8,True,0.9140056265951355,0.0578478934721386,0.916,0.0,11709,142,1,20,0.02752285722398564,68,0.9647352715924152
correlation_blind,0.9,0.0,2,21331248,9,True,0.9128586714022227,0.05710384804442385,0.914,0.0,13031,210,2,20,0.028231139372088158,66,0.9635741644307643
correlation_blind,0.9,0.0,2,21331248,10,True,0.9130164748814247,0.03987296285524146,0.914,0.0,13508,212,1,19,0.026773953979659516,25,0.9656754648843962
dual_ucb,0.9,0.0,2,20331249,1,True,0.9897522603044175,0.06276907731421694,0.99,0.08,1859,154,4,156,0.026204024510921454,11,0.9659949305467107
dual_ucb,0.9,0.0,2,20331249,2,True,0.9207629550108956,0.05302286107255401,0.922,0.06,3247,156,1,21,0.027169904714686093,66,0.9651690687677793
dual_ucb,0.9,0.0,2,20331249,3,True,0.9164041287722056,0.05240032649045687,0.918,0.06,4609,158,1,20,0.027244858672092174,68,0.9650814570514373
dual_ucb,0.9,0.0,2,20331249,4,True,0.912613951264021,0.05179266677693474,0.914,0.06,5971,160,1,20,0.02779034750426108,68,0.9644024109818683
dual_ucb,0.9,0.0,2,20331249,5,True,0.9136027664679802,0.05119934976122267,0.914,0.06,7321,161,1,19,0.027273963580494782,71,0.9650525124062075
dual_ucb,0.9,0.0,2,20331249,6,True,0.9160853129684068,0.0509079103976529,0.918,0.06,8683,163,1,20,0.027266533936458337,68,0.9650544562547666
dual_ucb,0.9,0.0,2,20331249,7,True,0.9156819142621706,0.05033516435886201,0.916,0.06,10033,164,1,19,0.026981154776127086,71,0.9654172183161467
dual_ucb,0.9,0.0,2,20331249,8,True,0.9146538936623203,0.050053739735326064,0.916,0.06,11395,166,1,20,0.02752285722398564,68,0.9647352715924152
dual_ucb,0.9,0.0,2,20331249,9,True,0.91374168039259,0.04950050264060982,0.914,0.06,12745,167,1,19,0.02719525044291808,71,0.9651505253956025
dual_ucb,0.9,0.0,2,20331249,10,True,0.9126036951182139,0.04922858024101738,0.914,0.06,13222,169,1,19,0.026773953979659516,25,0.9656754648843962
correlation_blind,0.9,0.0,2,21331249,1,True,0.9835847716806565,0.06276907731421694,0.984,0.0,1965,129,1,108,0.02701881309713318,17,0.9653348905547887
correlation_blind,0.9,0.0,2,21331249,2,True,0.9211603646981099,0.0623262068199615,0.922,0.0,3353,131,1,21,0.027169904714686093,66,0.9651690687677793
correlation_blind,0.9,0.0,2,21331249,3,True,0.9174879371270841,0.06145950578905335,0.918,0.0,4715,133,1,20,0.027244858672092174,68,0.9650814570514373
correlation_blind,0.9,0.0,2,21331249,4,True,0.9175136934767809,0.06061728553712098,0.918,0.0,6124,134,1,22,0.0281803603174178,64,0.9639062988397306
correlation_blind,0.9,0.0,2,21331249,5,True,0.9129259224426209,0.060205030533290044,0.914,0.0,7474,135,1,19,0.027273963580494782,71,0.9650525124062075
correlation_blind,0.9,0.0,2,21331249,6,True,0.9131003724678122,0.05979851287798324,0.914,0.0,8836,137,1,20,0.027802792983806054,68,0.9643869297611742
correlation_blind,0.9,0.0,2,21331249,7,True,0.9144102100200946,0.05900221225244005,0.916,0.0,10186,138,1,19,0.026981154776127086,71,0.9654172183161467
correlation_blind,0.9,0.0,2,21331249,8,True,0.9132774058941286,0.05861219886245239,0.914,0.0,11548,140,1,20,0.0277800844117908,68,0.9644151778650115
correlation_blind,0.9,0.0,2,21331249,9,True,0.9135907069849647,0.0578478934721386,0.914,0.0,12870,208,2,20,0.028231139372088158,66,0.9635741644307643
correlation_blind,0.9,0.0,2,21331249,10,True,0.9132402204675696,0.0402264845875267,0.914,0.0,13347,210,1,19,0.026773953979659516,25,0.9656754648843962
dual_ucb,0.9,0.0,2,20331250,1,True,0.9646320947113585,0.06276907731421694,0.966,0.08,1813,130,1,51,0.02729399364098068,33,0.9649914194641735
dual_ucb,0.9,0.0,2,20331250,2,True,0.9305927408341115,0.06188972926605418,0.932,0.08,3255,132,1,24,0.0270114069027688,60,0.9653556201535476
dual_ucb,0.9,0.0,2,20331250,3,True,0.9234898994589877,0.061035401539429865,0.924,0.08,4682,133,1,23,0.02782905916155897,62,0.964339488395762
dual_ucb,0.9,0.0,2,20331250,4,True,0.9192595399020036,0.06061728553712098,0.92,0.08,6091,134,1,22,0.027943348450442135,64,0.9642011164983034
dual_ucb,0.9,0.0,2,20331250,5,True,0.9171445489322851,0.060205030533290044,0.918,0.08,7500,135,1,22,0.028188238803295726,64,0.9638965020074105
dual_ucb,0.9,0.0,2,20331250,6,True,0.9168749227978368,0.05979851287798324,0.918,0.06,8862,137,1,20,0.027266533936458337,68,0.9650544562547666
dual_ucb,0.9,0.0,2,20331250,7,True,0.9172987993376422,0.05900221225244005,0.918,0.06,10224,139,1,20,0.02726149990359584,68,0.9650607269944302
dual_ucb,0.9,0.0,2,20331250,8,True,0.9173654160851601,0.05822746175363164,0.918,0.06,11586,141,1,20,0.02724153964798973,68,0.9650855916825999
