policy,persistence,rho,delay,seed,simultaneous_coverage,largest_action_radius,final_error,median_q,initial_p_upper,final_p_upper,initial_rho_upper,final_rho_upper,random_seed,oracle_error,to_oracle
correlation_blind,0.5,0.0,0,20261244,True,0.9684521755403823,0.001211993059848852,32.0,0.6709108235462167,0.5498341266317979,0.06276907731421694,0.016139318544597124,21261244,0.0002495536009429936,4.856644245040213
dual_ucb,0.5,0.0,0,20261245,True,0.9811339554614065,0.0011879206741952396,16.0,0.6637015798253265,0.5611458161425096,0.06276907731421694,0.01161424859656185,20261245,0.0002495536009429936,4.760182460627368
correlation_blind,0.5,0.0,0,20261245,True,0.9664764319182306,0.0011238511970540121,32.0,0.7609074172401085,0.5393919831966911,0.06276907731421694,0.016194003506582955,21261245,0.0002495536009429936,4.503446124629303
dual_ucb,0.5,0.0,0,20261246,True,0.9817805965358839,0.0010704300369625028,16.0,0.6120959968694211,0.5228996289188335,0.06276907731421694,0.011343731066632255,20261246,0.0002495536009429936,4.289379247254479
correlation_blind,0.5,0.0,0,20261246,True,0.9692516310083447,0.0012119929679714353,32.0,0.6120959968694211,0.5487697639326787,0.06276907731421694,0.016031079405842467,21261246,0.0002495536009429936,4.856643876873149
dual_ucb,0.5,0.0,0,20261247,True,0.9811693812651152,0.0010850824750719855,16.0,0.6564517604415314,0.5334756960984461,0.06276907731421694,0.011531711407788851,20261247,0.0002495536009429936,4.34809384024819
correlation_blind,0.5,0.0,0,20261247,True,0.9698412702345354,0.0012160695060941375,32.0,0.5739905894013302,0.5563151894170679,0.06276907731421694,0.01605799907394477,21261247,0.0002495536009429936,4.872979197651122
dual_ucb,0.5,0.0,0,20261248,True,0.9812087729553085,0.001100648551745457,16.0,0.649161317137962,0.5411781412618286,0.06276907731421694,0.011586601664966008,20261248,0.0002495536009429936,4.410469524729005
correlation_blind,0.5,0.0,0,20261248,True,0.9673855629777155,0.0011238511970540627,32.0,0.7133132558868878,0.5380567705319348,0.06276907731421694,0.016139318544597124,21261248,0.0002495536009429936,4.503446124629505
dual_ucb,0.5,0.0,0,20261249,True,0.9804820532856758,0.00118250546932907,16.0,0.7063480729282505,0.5506061456367366,0.06276907731421694,0.011642031398209494,20261249,0.0002495536009429936,4.738482894499261
correlation_blind,0.5,0.0,0,20261249,True,0.9678893793856536,0.0011196564937430578,32.0,0.6922951498051697,0.5378788730706161,0.06276907731421694,0.01608501182699279,21261249,0.0002495536009429936,4.486637297607357
dual_ucb,0.5,0.0,0,20261250,True,0.980948964140238,0.0011825054693091403,16.0,0.6852076324875245,0.5503983001635273,0.06276907731421694,0.01161424859656185,20261250,0.0002495536009429936,4.7384828944194
correlation_blind,0.5,0.0,0,20261250,True,0.9685492453007114,0.0011329247248791563,32.0,0.6637015798253265,0.5424629182727612,0.06276907731421694,0.01608501182699279,21261250,0.0002495536009429936,4.539805158483584
dual_ucb,0.5,0.0,0,20261251,True,0.981747976314967,0.001081728124043052,16.0,0.6195913143489458,0.5300294135421308,0.06276907731421694,0.011187542548933633,20261251,0.0002495536009429936,4.334652435210321
correlation_blind,0.5,0.0,0,20261251,True,0.9685492453007114,0.0012138796906275378,32.0,0.6637015798253265,0.5535218384378495,0.06276907731421694,0.01616661349612103,21261251,0.0002495536009429936,4.864204267302191
dual_ucb,0.5,0.0,0,20261252,True,0.9803391611913059,0.0011146070704881159,16.0,0.7202373881324629,0.5464032094329301,0.06276907731421694,0.011642031398209494,20261252,0.0002495536009429936,4.466403475150532
correlation_blind,0.5,0.0,0,20261252,True,0.9685492453007114,0.0011378038988240303,32.0,0.6637015798253265,0.5459346734263599,0.06276907731421694,0.016112118153293227,21261252,0.0002495536009429936,4.55935676553889
dual_ucb,0.5,0.0,0,20261253,True,0.9816959139652094,0.0011834387959821571,16.0,0.627045322816508,0.552170045399361,0.06276907731421694,0.011586601664966008,20261253,0.0002495536009429936,4.74222287921421
correlation_blind,0.5,0.0,0,20261253,True,0.9685492453007114,0.0012160691395993182,32.0,0.6637015798253265,0.5564240236684013,0.06276907731421694,0.016194003506582955,21261253,0.0002495536009429936,4.8729777290495155
dual_ucb,0.5,0.0,0,20261254,True,0.9816326799618635,0.0010729405936128777,16.0,0.6344582199550199,0.5250185156378562,0.06276907731421694,0.011450370279001677,20261254,0.0002495536009429936,4.2994394372933655
correlation_blind,0.5,0.0,0,20261254,True,0.9680082754960659,0.0012149351152064846,32.0,0.6780795109382056,0.5554058054728752,0.06276907731421694,0.01616661349612103,21261254,0.0002495536009429936,4.868433517350914
dual_ucb,0.5,0.0,0,20261255,True,0.9801867814047058,0.0011834387959819767,16.0,0.7271202828372674,0.5531166949705713,0.06276907731421694,0.01168396257691574,20261255,0.0002495536009429936,4.742222879213487
