policy,persistence,rho,delay,seed,simultaneous_coverage,largest_action_radius,final_error,median_q,initial_p_upper,final_p_upper,initial_rho_upper,final_rho_upper,random_seed,oracle_error,to_oracle
dual_ucb,0.5,0.9,0,20301234,True,0.992042472448303,0.0037310620686995255,1.0,0.7063480729282505,0.5330814024465402,0.9835847716806565,0.9837240267126399,20301234,0.0011542838757403007,3.2323609010882235
correlation_blind,0.5,0.9,0,20301234,True,0.9687816300635351,0.010020590267554782,32.0,0.6709108235462167,0.5529649054060397,0.9727229968352509,0.9346080335666453,21301234,0.0011542838757403007,8.681218267151198
dual_ucb,0.5,0.9,0,20301235,True,0.9920975039820321,0.003723168620489514,1.0,0.6780795109382056,0.5312779024210186,0.9727229968352509,0.9729536330902153,20301235,0.0011542838757403007,3.225522506845777
correlation_blind,0.5,0.9,0,20301235,True,0.9677839914826734,0.010011441892323074,32.0,0.7063480729282505,0.5518422105000369,0.9687527531915219,0.964813072602877,21301235,0.0011542838757403007,8.673292681925606
dual_ucb,0.5,0.9,0,20301236,True,0.9922766563615701,0.003778376197532283,1.0,0.6344582199550199,0.5428798648655644,0.9897522603044175,0.9898396966367722,20301236,0.0011542838757403007,3.273350929474796
correlation_blind,0.5,0.9,0,20301236,True,0.9692162451131726,0.010011447056878888,32.0,0.6418301725565638,0.5504641700687654,0.9835847716806565,0.9572249666544368,21301236,0.0011542838757403007,8.67329715617663
dual_ucb,0.5,0.9,0,20301237,True,0.9922188310422497,0.0037394702538316007,1.0,0.649161317137962,0.5349135960182558,0.9559839803502153,0.9563562079358321,20301237,0.0011542838757403007,3.23964523149324
correlation_blind,0.5,0.9,0,20301237,True,0.9676646255377739,0.010091277172798,32.0,0.7202373881324629,0.5644772949849071,0.9468535763918076,0.9268217238596468,21301237,0.0011542838757403007,8.742457020224728
dual_ucb,0.5,0.9,0,20301238,True,0.9926252127174353,0.003778380785239282,1.0,0.6418301725565638,0.5424870968796156,0.9559839803502153,0.9563562079358321,20301238,0.0011542838757403007,3.2733549039797643
correlation_blind,0.5,0.9,0,20301238,True,0.9683029939413584,0.009150385994329999,32.0,0.6852076324875245,0.5363502484260187,0.9801562512971111,0.9573854446940564,21301238,0.0011542838757403007,7.9273272256890825
dual_ucb,0.5,0.9,0,20301239,True,0.9920975039820321,0.0037310633189009926,1.0,0.6852076324875245,0.5330810060740689,0.9835847716806565,0.9837240267126399,20301239,0.0011542838757403007,3.232361984185279
correlation_blind,0.5,0.9,0,20301239,True,0.9677385982078897,0.010077452229571968,32.0,0.7133132558868878,0.5628123494147039,0.986792518751719,0.9426019525310267,21301239,0.0011542838757403007,8.730479946372627
dual_ucb,0.5,0.9,0,20301240,True,0.9925969629090865,0.0037089054186507783,1.0,0.6780795109382056,0.5277287249178069,0.9727229968352509,0.9729536330902153,20301240,0.0011542838757403007,3.213165752897717
correlation_blind,0.5,0.9,0,20301240,True,0.9683474369633922,0.010077512334168039,32.0,0.6780795109382056,0.5624064415102885,0.9835847716806565,0.9545332353329805,21301240,0.0011542838757403007,8.730532017268994
dual_ucb,0.5,0.9,0,20301241,True,0.9920858392594634,0.0037483968161748107,1.0,0.6922951498051697,0.5366810383539926,0.9835847716806565,0.9837240267126399,20301241,0.0011542838757403007,3.2473786517816285
correlation_blind,0.5,0.9,0,20301241,True,0.9676646255377739,0.010030448847304677,32.0,0.7202373881324629,0.5541466861919031,0.9646320947113585,0.94510346112196,21301241,0.0011542838757403007,8.689759129548303
dual_ucb,0.5,0.9,0,20301242,True,0.9920057170200259,0.003757851255419793,1.0,0.6780795109382056,0.538553294718505,0.9727229968352509,0.9729536330902153,20301242,0.0011542838757403007,3.2555693918965063
correlation_blind,0.5,0.9,0,20301242,True,0.9690027043291178,0.009150385992631451,32.0,0.649161317137962,0.5365382857816705,0.9727229968352509,0.9402117921339841,21301242,0.0011542838757403007,7.927327224217565
dual_ucb,0.5,0.9,0,20301243,True,0.992254052970026,0.0037394702547170595,1.0,0.6418301725565638,0.5351600105092735,0.986792518751719,0.9869048260774556,20301243,0.0011542838757403007,3.2396452322603464
correlation_blind,0.5,0.9,0,20301243,True,0.9677385982078897,0.010041018568522287,32.0,0.7133132558868878,0.5570439887135386,0.9993703412465136,0.9733431294145964,21301243,0.0011542838757403007,8.698916080831912
dual_ucb,0.5,0.9,0,20301244,True,0.992058407770209,0.003731062071381514,1.0,0.6922951498051697,0.5333127560784399,0.9468535763918076,0.9473035018424798,20301244,0.0011542838757403007,3.232360903411732
correlation_blind,0.5,0.9,0,20301244,True,0.9675972836448357,0.009271881100671767,32.0,0.7271202828372674,0.5424491688145738,0.9687527531915219,0.9427098777716789,21301244,0.0011542838757403007,8.032583054775188
dual_ucb,0.5,0.9,0,20301245,True,0.9924741976664657,0.0037089033617464144,1.0,0.6780795109382056,0.526897017604758,0.9835847716806565,0.9837240267126399,20301245,0.0011542838757403007,3.2131639709232767
correlation_blind,0.5,0.9,0,20301245,True,0.9687816300635351,0.010020562569508095,32.0,0.6709108235462167,0.5523200340692063,0.9514751328510374,0.9388483097803872,21301245,0.0011542838757403007,8.681194271280452
dual_ucb,0.5,0.9,0,20301246,True,0.9920658045556754,0.0037678437010846043,1.0,0.7063480729282505,0.5405285954260928,0.9897522603044175,0.9898396966367722,20301246,0.0011542838757403007,3.264226227424424
correlation_blind,0.5,0.9,0,20301246,True,0.9688765973905313,0.008963864500387138,32.0,0.6637015798253265,0.524733065737591,0.9897522603044175,0.9365830733699423,21301246,0.0011542838757403007,7.76573656513928
dual_ucb,0.5,0.9,0,20301247,True,0.9926827818787018,0.003723169735694648,1.0,0.6120959968694211,0.5313212709298867,0.9835847716806565,0.9835847716806565,20301247,0.0011542838757403007,3.2255234729903774
correlation_blind,0.5,0.9,0,20301247,True,0.9688765973905313,0.010002981214483649,32.0,0.6637015798253265,0.5498341266317979,0.9765294187433833,0.9344850089891048,21301247,0.0011542838757403007,8.665962875092776
dual_ucb,0.5,0.9,0,20301248,True,0.9921770473854887,0.0037025193040925355,1.0,0.6564517604415314,0.5249943000569364,0.9835847716806565,0.9837240267126399,20301248,0.0011542838757403007,3.207633219096925
correlation_blind,0.5,0.9,0,20301248,True,0.9696742677475424,0.009316653220919595,32.0,0.5969804851476164,0.5452955717967105,0.9801562512971111,0.9576239398359454,21301248,0.0011542838757403007,8.071370844493824
dual_ucb,0.5,0.9,0,20301249,True,0.9921171375752229,0.003778376199357386,1.0,0.747519199527328,0.5432066466507073,0.9727229968352509,0.9727229968352509,20301249,0.0011542838757403007,3.273350931055952
correlation_blind,0.5,0.9,0,20301249,True,0.9692162451131726,0.010052390044374962,32.0,0.6418301725565638,0.5595380223843165,0.986792518751719,0.9648793290285045,21301249,0.0011542838757403007,8.708767622633431
dual_ucb,0.5,0.9,0,20301250,True,0.9925969629090865,0.00371578679127208,1.0,0.6780795109382056,0.5295983926063632,0.986792518751719,0.9869048260774556,20301250,0.0011542838757403007,3.2191273475850624
correlation_blind,0.5,0.9,0,20301250,True,0.9671138763442388,0.010091293032698258,32.0,0.7407614551894448,0.5642452884049711,0.9801562512971111,0.9461496129398923,21301250,0.0011542838757403007,8.742470760259215
dual_ucb,0.5,0.9,0,20301251,True,0.9920853102560507,0.003757854023345506,1.0,0.6709108235462167,0.5390583583063027,0.9646320947113585,0.9649310378425142,20301251,0.0011542838757403007,3.25557178985577
correlation_blind,0.5,0.9,0,20301251,True,0.9696742677475424,0.010041013044928888,32.0,0.5969804851476164,0.5567589691875479,0.9646320947113585,0.9534815840800888,21301251,0.0011542838757403007,8.69891129553298
dual_ucb,0.5,0.9,0,20301252,True,0.9920858392594634,0.0037310608941909305,1.0,0.7133132558868878,0.5323349115009264,0.9559839803502153,0.9563562079358321,20301252,0.0011542838757403007,3.2323598835667804
correlation_blind,0.5,0.9,0,20301252,True,0.9690027043291178,0.009363549689800873,32.0,0.649161317137962,0.5470655911651954,0.9801562512971111,0.9469564049601693,21301252,0.0011542838757403007,8.111999038187685
dual_ucb,0.5,0.9,0,20301253,True,0.9924741976664657,0.0037025184482409987,1.0,0.7202373881324629,0.5255913451677896,0.9687527531915219,0.969016878646284,20301253,0.0011542838757403007,3.2076324776402045
correlation_blind,0.5,0.9,0,20301253,True,0.9697414765245933,0.009316656329097985,32.0,0.5816965571840023,0.5441733836546916,0.9646320947113585,0.954958106130338,21301253,0.0011542838757403007,8.071373537226917
dual_ucb,0.5,0.9,0,20301254,True,0.9926928452871724,0.003691224066211561,1.0,0.6564517604415314,0.5205530619746155,0.9559839803502153,0.9563562079358321,20301254,0.0011542838757403007,3.197847725148367
correlation_blind,0.5,0.9,0,20301254,True,0.9692162451131726,0.010052405997220352,32.0,0.6418301725565638,0.5595380223843165,0.9835847716806565,0.9398738330508496,21301254,0.0011542838757403007,8.708781443189817
dual_ucb,0.5,0.9,0,20301255,True,0.9922766563615701,0.00373947025564182,1.0,0.6344582199550199,0.5349135960182558,0.9468535763918076,0.9473035018424798,20301255,0.0011542838757403007,3.239645233061502
correlation_blind,0.5,0.9,0,20301255,True,0.9682311666261401,0.010105940679027252,32.0,0.6922951498051697,0.5667003699108086,0.9801562512971111,0.9399869060526698,21301255,0.0011542838757403007,8.75516057308329
dual_ucb,0.5,0.9,0,20301256,True,0.9918807144705,0.0037678437000941037,1.0,0.7133132558868878,0.540274333368435,0.9801562512971111,0.9803243205578736,20301256,0.0011542838757403007,3.264226226566316
correlation_blind,0.5,0.9,0,20301256,True,0.9688765973905313,0.009229257647988298,32.0,0.6637015798253265,0.5411141981743512,0.9897522603044175,0.9317076121568681,21301256,0.0011542838757403007,7.995656737446071
dual_ucb,0.5,0.9,0,20301257,True,0.992254052970026,0.003778377654614797,1.0,0.6418301725565638,0.5433053960136296,0.9801562512971111,0.9803243205578736,20301257,0.0011542838757403007,3.273352191800767
correlation_blind,0.5,0.9,0,20301257,True,0.9683029939413584,0.00907995027404101,32.0,0.6852076324875245,0.5336402134531244,0.9835847716806565,0.9480955471520796,21301257,0.0011542838757403007,7.866306083689836
dual_ucb,0.5,0.9,0,20301258,True,0.9920249395387606,0.003767846725467356,1.0,0.7133132558868878,0.5407905914401709,0.9559839803502153,0.9563562079358321,20301258,0.0011542838757403007,3.2642288475621695
correlation_blind,0.5,0.9,0,20301258,True,0.9689363134324398,0.008989832955802118,32.0,0.6564517604415314,0.5279667414297613,0.9727229968352509,0.9402117921339841,21301258,0.0011542838757403007,7.788234025218868
dual_ucb,0.5,0.9,0,20301259,True,0.9921408559641143,0.0037783776565417666,1.0,0.6637015798253265,0.5434879145223261,0.9801562512971111,0.9803243205578736,20301259,0.0011542838757403007,3.2733521934701737
correlation_blind,0.5,0.9,0,20301259,True,0.9675972836448357,0.010030436522129739,32.0,0.7271202828372674,0.5548970641907898,0.9727229968352509,0.9426019525310267,21301259,0.0011542838757403007,8.68974845178073
dual_ucb,0.5,0.9,0,20301260,True,0.9923023012696262,0.0037678451759491295,1.0,0.627045322816508,0.541276527022793,0.9924306493116266,0.9898396966367722,20301260,0.0011542838757403007,3.264227505155627
correlation_blind,0.5,0.9,0,20301260,True,0.9681663479720355,0.009363549689144584,32.0,0.6993419954966986,0.5462905810598433,0.9924306493116266,0.9546188430042255,21301260,0.0011542838757403007,8.111999037619118
dual_ucb,0.5,0.9,0,20301261,True,0.9920858392594634,0.003731059790289104,1.0,0.6780795109382056,0.5330810060740689,0.9765294187433833,0.9767279961795585,20301261,0.0011542838757403007,3.2323589272146647
correlation_blind,0.5,0.9,0,20301261,True,0.9690027043291178,0.010064533468042683,32.0,0.649161317137962,0.561734368629061,0.9603725220436967,0.9478996750496307,21301261,0.0011542838757403007,8.719287932171614
dual_ucb,0.5,0.9,0,20301262,True,0.9920853102560507,0.003739468947287758,1.0,0.6709108235462167,0.5347248203000206,0.9924306493116266,0.9924955502849591,20301262,0.0011542838757403007,3.2396440995846425
correlation_blind,0.5,0.9,0,20301262,True,0.9670500237046398,0.010077486174403948,32.0,0.747519199527328,0.5621324859052002,0.9687527531915219,0.9353810361407409,21301262,0.0011542838757403007,8.730509354070936
dual_ucb,0.5,0.9,2,20311231,True,0.9639360428684389,0.0009886544458320061,1.0,0.7271202828372674,0.5423784915142851,0.9646320947113585,0.9646320947113585,20311231,0.0010253182738078131,0.9642415151349587
correlation_blind,0.5,0.9,2,20311231,True,0.9640539038685253,0.001007460854870295,1.0,0.6780795109382056,0.5276703124728086,0.986792518751719,0.9869048260774556,21311231,0.0010253182738078131,0.982583535870087
dual_ucb,0.5,0.9,2,20311232,True,0.9640812826247174,0.0010058413611352002,1.0,0.6922951498051697,0.5284435226711628,0.9947865634437878,0.9948315866985575,20311232,0.0010253182738078131,0.9810040324354312
correlation_blind,0.5,0.9,2,20311232,True,0.9644055380340596,0.0010017092947602444,1.0,0.6852076324875245,0.5330810060740689,0.9765294187433833,0.9767279961795585,21311232,0.0010253182738078131,0.9769739995368559
dual_ucb,0.5,0.9,2,20311233,True,0.9641205192523219,0.0009970833388233866,1.0,0.6780795109382056,0.5369215703103862,0.9603725220436967,0.9607075242270666,20311233,0.0010253182738078131,0.9724622727345257
correlation_blind,0.5,0.9,2,20311233,True,0.9646377799452033,0.0009915286062178704,1.0,0.649161317137962,0.5405872088422643,0.9727229968352509,0.9729536330902153,21311233,0.0010253182738078131,0.9670447036270453
dual_ucb,0.5,0.9,2,20311234,True,0.964116669938041,0.0009991606511213396,1.0,0.6780795109382056,0.534883648893864,0.9835847716806565,0.9837240267126399,20311234,0.0010253182738078131,0.9744882897782269
correlation_blind,0.5,0.9,2,20311234,True,0.964098082494468,0.0009915277931590925,1.0,0.6780795109382056,0.5419709044496561,0.9687527531915219,0.9649310378425142,21311234,0.0010253182738078131,0.967043910645199
dual_ucb,0.5,0.9,2,20311235,True,0.9655842289941178,0.0009993612036816662,1.0,0.604559141068455,0.5340516222410228,0.9801562512971111,0.9801562512971111,20311235,0.0010253182738078131,0.9746838900766414
correlation_blind,0.5,0.9,2,20311235,True,0.9640207104727164,0.0009942706437511557,1.0,0.7202373881324629,0.5390040378228897,0.9765294187433833,0.9765294187433833,21311235,0.0010253182738078131,0.9697190317877071
dual_ucb,0.5,0.9,2,20311236,True,0.9647554138586196,0.0009758667390620891,1.0,0.6564517604415314,0.5500141772198863,0.9835847716806565,0.9837240267126399,20311236,0.0010253182738078131,0.9517695763267033
correlation_blind,0.5,0.9,2,20311236,True,0.965761747026855,0.000999361018134701,1.0,0.6195913143489458,0.5354400302331779,0.9835847716806565,0.9835847716806565,21311236,0.0010253182738078131,0.9746837091114037
dual_ucb,0.5,0.9,2,20311237,True,0.9654733159905333,0.0010015193686598758,1.0,0.6564517604415314,0.5339959930808575,0.9646320947113585,0.9649310378425142,20311237,0.0010253182738078131,0.9767887632982944
correlation_blind,0.5,0.9,2,20311237,True,0.9642954010147238,0.0009966685011286935,1.0,0.747519199527328,0.5377558244233558,0.9801562512971111,0.9801562512971111,21311237,0.0010253182738078131,0.9720576786633086
dual_ucb,0.5,0.9,2,20311238,True,0.964098082494468,0.0009886551468139112,1.0,0.6852076324875245,0.5420332317757555,0.9727229968352509,0.969016878646284,20311238,0.0010253182738078131,0.9642421988074563
correlation_blind,0.5,0.9,2,20311238,True,0.9647554138586196,0.0010013200736844379,1.0,0.6564517604415314,0.5321333685417016,0.9603725220436967,0.9607075242270666,21311238,0.0010253182738078131,0.976594389531115
dual_ucb,0.5,0.9,2,20311239,True,0.964196215259417,0.0010076366000175557,1.0,0.6780795109382056,0.5268582696805457,0.986792518751719,0.9869048260774556,20311239,0.0010253182738078131,0.982754941327056
correlation_blind,0.5,0.9,2,20311239,True,0.9653354015957085,0.001009630295354522,1.0,0.6418301725565638,0.5243965892236839,0.9924306493116266,0.9924955502849591,21311239,0.0010253182738078131,0.9846994061707012
dual_ucb,0.5,0.9,2,20311240,True,0.9640769394846251,0.0010017086225657102,1.0,0.7271202828372674,0.5323995692043908,0.9801562512971111,0.9801562512971111,20311240,0.0010253182738078131,0.9769733439408802
correlation_blind,0.5,0.9,2,20311240,True,0.9650352056085645,0.001005664365572564,1.0,0.6709108235462167,0.5297544908875493,0.9727229968352509,0.9729536330902153,21311240,0.0010253182738078131,0.980831407439703
dual_ucb,0.5,0.9,2,20311241,True,0.9646377799452033,0.0010060076077781398,1.0,0.649161317137962,0.5293679633400299,0.9765294187433833,0.9767279961795585,20311241,0.0010253182738078131,0.981166173935477
correlation_blind,0.5,0.9,2,20311241,True,0.9653354015957085,0.000997084029420891,1.0,0.6709108235462167,0.5364622384654032,0.9897522603044175,0.9898396966367722,21311241,0.0010253182738078131,0.9724629462790454
dual_ucb,0.5,0.9,2,20311242,True,0.9653777184591972,0.0010096304319258,1.0,0.6993419954966986,0.5258585536140845,0.9559839803502153,0.9518856871188235,20311242,0.0010253182738078131,0.9846995393696129
correlation_blind,0.5,0.9,2,20311242,True,0.9651468045716752,0.001005476581391619,1.0,0.6637015798253265,0.5287865563788794,0.9801562512971111,0.9803243205578736,21311242,0.0010253182738078131,0.9806482602299613
dual_ucb,0.5,0.9,2,20311243,True,0.9644866911302705,0.0009993615461790538,1.0,0.6344582199550199,0.5341743019298426,0.9801562512971111,0.9803243205578736,20311243,0.0010253182738078131,0.9746842241167111
correlation_blind,0.5,0.9,2,20311243,True,0.9642543229990983,0.001005476580811786,1.0,0.7407614551894448,0.5289889795943088,0.9765294187433833,0.9765294187433833,21311243,0.0010253182738078131,0.9806482596644461
dual_ucb,0.5,0.9,2,20311244,True,0.964560756721951,0.0009822427937046885,1.0,0.6993419954966986,0.5476641185050439,0.9603725220436967,0.9607075242270666,20311244,0.0010253182738078131,0.9579881864943736
correlation_blind,0.5,0.9,2,20311244,True,0.9650352056085645,0.0009910428653004304,1.0,0.6709108235462167,0.5407678846411492,0.9603725220436967,0.9607075242270666,21311244,0.0010253182738078131,0.9665709571525618
dual_ucb,0.5,0.9,2,20311245,True,0.9642858817287121,0.0010094759414703866,1.0,0.6922951498051697,0.5248945682008619,0.9801562512971111,0.9803243205578736,20311245,0.0010253182738078131,0.9845488637605263
correlation_blind,0.5,0.9,2,20311245,True,0.964196215259417,0.0009976245624681614,1.0,0.6852076324875245,0.5360665890690501,0.9468535763918076,0.9473035018424798,21311245,0.0010253182738078131,0.9729901318965054
dual_ucb,0.5,0.9,2,20311246,True,0.9652281791732054,0.0010054769558027524,1.0,0.6637015798253265,0.5290608360223703,0.9603725220436967,0.9607075242270666,20311246,0.0010253182738078131,0.9806486253957278
correlation_blind,0.5,0.9,2,20311246,True,0.9644055380340596,0.000982518245274543,1.0,0.6993419954966986,0.5467181221569923,0.9727229968352509,0.9729536330902153,21311246,0.0010253182738078131,0.9582568363145232
dual_ucb,0.5,0.9,2,20311247,True,0.9644055380340596,0.0010039243739662278,1.0,0.6993419954966986,0.5310202785642391,0.9603725220436967,0.9607075242270666,20311247,0.0010253182738078131,0.9791343815982788
correlation_blind,0.5,0.9,2,20311247,True,0.9639741692914524,0.000994483640731872,1.0,0.6852076324875245,0.5390505322213544,0.9687527531915219,0.969016878646284,21311247,0.0010253182738078131,0.9699267692153503
dual_ucb,0.5,0.9,2,20311248,True,0.9656737742025833,0.000988655147018431,1.0,0.6120959968694211,0.5439499541217749,0.9727229968352509,0.9727229968352509,20311248,0.0010253182738078131,0.9642421990069259
correlation_blind,0.5,0.9,2,20311248,True,0.9650352056085645,0.0009964454700892205,1.0,0.6709108235462167,0.5368886888826625,0.9947865634437878,0.9948315866985575,21311248,0.0010253182738078131,0.9718401549487993
dual_ucb,0.5,0.9,2,20311249,True,0.9647554138586196,0.000999160650956642,1.0,0.6564517604415314,0.5353039428206199,0.9603725220436967,0.9607075242270666,20311249,0.0010253182738078131,0.9744882896175961
correlation_blind,0.5,0.9,2,20311249,True,0.9646377799452033,0.0009993610181346989,1.0,0.649161317137962,0.5352347860040396,0.9727229968352509,0.9729536330902153,21311249,0.0010253182738078131,0.9746837091114016
dual_ucb,0.5,0.9,2,20311250,True,0.964004186882352,0.0009968816705441348,1.0,0.7339617219087422,0.5377558244233558,0.9924306493116266,0.9924306493116266,20311250,0.0010253182738078131,0.972265584267731
correlation_blind,0.5,0.9,2,20311250,True,0.9650352056085645,0.0009987264862373595,1.0,0.6709108235462167,0.5354064165643739,0.9727229968352509,0.9729536330902153,21311250,0.0010253182738078131,0.9740648457656983
dual_ucb,0.5,0.9,2,20311251,True,0.9640383060988256,0.0009935640330998143,1.0,0.7339617219087422,0.5382974477812379,0.9514751328510374,0.9514751328510374,20311251,0.0010253182738078131,0.9690298695349783
correlation_blind,0.5,0.9,2,20311251,True,0.9654733159905333,0.000999551262238049,1.0,0.6922951498051697,0.5346706668491286,0.9687527531915219,0.969016878646284,21311251,0.0010253182738078131,0.9748692555004692
dual_ucb,0.5,0.9,2,20311252,True,0.9653354015957085,0.0009946873201078065,1.0,0.7133132558868878,0.5394725580265802,0.9765294187433833,0.9767279961795585,20311252,0.0010253182738078131,0.9701254191186414
correlation_blind,0.5,0.9,2,20311252,True,0.9640812826247174,0.0010008889858729832,1.0,0.6922951498051697,0.5323349115009264,0.9765294187433833,0.9729536330902153,21311252,0.0010253182738078131,0.9761739466086908
dual_ucb,0.5,0.9,2,20311253,True,0.9645440401910971,0.0010011096184577135,1.0,0.6418301725565638,0.5331884583759048,0.9727229968352509,0.9729536330902153,20311253,0.0010253182738078131,0.9763891310937102
correlation_blind,0.5,0.9,2,20311253,True,0.9654733159905333,0.0010141903926218908,1.0,0.6418301725565638,0.5191798518150241,0.9801562512971111,0.9803243205578736,21311253,0.0010253182738078131,0.9891469005574282
dual_ucb,0.5,0.9,2,20311254,True,0.9652964928253216,0.0010039242044770022,1.0,0.6564517604415314,0.5309804862386884,0.986792518751719,0.9869048260774556,20311254,0.0010253182738078131,0.9791342162942654
correlation_blind,0.5,0.9,2,20311254,True,0.9642533438177608,0.0009970833394044277,1.0,0.6780795109382056,0.5377154422787793,0.9559839803502153,0.9563562079358321,21311254,0.0010253182738078131,0.972462273301219
dual_ucb,0.5,0.9,2,20311255,True,0.9645440401910971,0.0009940450063145522,1.0,0.6418301725565638,0.5391526520371503,0.9559839803502153,0.9563562079358321,20311255,0.0010253182738078131,0.9694989660360596
correlation_blind,0.5,0.9,2,20311255,True,0.9644866911302705,0.0009938094810208863,1.0,0.6344582199550199,0.5382295039352325,0.986792518751719,0.9837240267126399,21311255,0.0010253182738078131,0.9692692565890688
dual_ucb,0.5,0.9,2,20311256,True,0.9643274497912538,0.0009964452544550268,1.0,0.6780795109382056,0.5372006553954285,0.9835847716806565,0.9803243205578736,20311256,0.0010253182738078131,0.9718399446392796
correlation_blind,0.5,0.9,2,20311256,True,0.9642036596454997,0.000999361546801976,1.0,0.6993419954966986,0.5343253813194404,0.9727229968352509,0.9729536330902153,21311256,0.0010253182738078131,0.9746842247242513
dual_ucb,0.5,0.9,2,20311257,True,0.964862474424052,0.0009991604721924774,1.0,0.6637015798253265,0.5349135960182558,0.9801562512971111,0.9803243205578736,20311257,0.0010253182738078131,0.9744881152676708
correlation_blind,0.5,0.9,2,20311257,True,0.9646377799452033,0.0009991602833724774,1.0,0.649161317137962,0.5353039428206199,0.986792518751719,0.9869048260774556,21311257,0.0010253182738078131,0.9744879311102196
dual_ucb,0.5,0.9,2,20311258,True,0.9644055380340596,0.000985651139282964,1.0,0.7063480729282505,0.5452630859541758,0.9835847716806565,0.9837240267126399,20311258,0.0010253182738078131,0.9613123694971963
correlation_blind,0.5,0.9,2,20311258,True,0.9645705528675584,0.0009910428663770427,1.0,0.7133132558868878,0.5416709080162854,0.9801562512971111,0.9803243205578736,21311258,0.0010253182738078131,0.9665709582025893
dual_ucb,0.5,0.9,2,20311259,True,0.9645705528675584,0.001003746858755177,1.0,0.7133132558868878,0.5313394693451055,0.9646320947113585,0.9649310378425142,20311259,0.0010253182738078131,0.9789612497858597
correlation_blind,0.5,0.9,2,20311259,True,0.9640769394846251,0.0009827814628776878,1.0,0.7675371489803897,0.5461062824337966,0.9646320947113585,0.9646320947113585,21311259,0.0010253182738078131,0.958513554262373
dual_ucb,0.5,0.9,2,20311260,True,0.964196215259417,0.0010017088041075761,1.0,0.7609074172401085,0.533448759853961,0.9687527531915219,0.9687527531915219,20311260,0.0010253182738078131,0.976973520999917
correlation_blind,0.5,0.9,2,20311260,True,0.9647554138586196,0.001001887540296695,1.0,0.6564517604415314,0.532939651161703,0.9559839803502153,0.9563562079358321,21311260,0.0010253182738078131,0.9771478436406861
dual_ucb,0.5,0.9,2,20311261,True,0.9650352056085645,0.0009789676421266236,1.0,0.6709108235462167,0.5486998134345531,0.9727229968352509,0.9729536330902153,20311261,0.0010253182738078131,0.9547939085206654
correlation_blind,0.5,0.9,2,20311261,True,0.9642036596454997,0.0010078023087398797,1.0,0.6993419954966986,0.5270532399257741,0.986792518751719,0.9869048260774556,21311261,0.0010253182738078131,0.982916558189407
dual_ucb,0.5,0.9,2,20311262,True,0.9655842289941178,0.0010153725200016195,1.0,0.604559141068455,0.5160381152844149,0.9603725220436967,0.9603725220436967,20311262,0.0010253182738078131,0.9902998375623823
correlation_blind,0.5,0.9,2,20311262,True,0.9642244582218074,0.001005476955972538,1.0,0.6852076324875245,0.5297021528045152,0.9727229968352509,0.9729536330902153,21311262,0.0010253182738078131,0.9806486255613209
dual_ucb,0.9,0.0,0,20321231,True,0.9638443980176659,0.0037651765925887357,16.0,0.9835847716806565,0.91655133515096,0.06276907731421694,0.01904632489200784,20321231,0.0005690190805959735,6.616960170553864
correlation_blind,0.9,0.0,0,20321231,True,0.9462460997377121,0.003849129191892755,32.0,0.9765294187433833,0.9145498285735194,0.06276907731421694,0.021974209704515572,21321231,0.0005690190805959735,6.764499334295245
dual_ucb,0.9,0.0,0,20321232,True,0.9644314995991559,0.0038043079181357313,16.0,0.9727229968352509,0.914902817766186,0.06276907731421694,0.01923982595108649,20321232,0.0005690190805959735,6.6857299655948506
correlation_blind,0.9,0.0,0,20321232,True,0.9514727073468479,0.003884368503388717,32.0,0.9514751328510374,0.9125065101165386,0.06276907731421694,0.02127812665898244,21321232,0.0005690190805959735,6.82642926370825
dual_ucb,0.9,0.0,0,20321233,True,0.9608995572631217,0.003710732636764999,24.0,0.9897522603044175,0.9111232500327107,0.06276907731421694,0.0196392186597971,20321233,0.0005690190805959735,6.521279801159723
correlation_blind,0.9,0.0,0,20321233,True,0.9500434753635596,0.003754905476897735,32.0,0.986792518751719,0.911369574106204,0.06276907731421694,0.021720293501211144,21321233,0.0005690190805959735,6.598909605922107
dual_ucb,0.9,0.0,0,20321234,True,0.9585287702727112,0.0038040691053153816,24.0,0.9835847716806565,0.9144415333768143,0.06276907731421694,0.01976238385169611,20321234,0.0005690190805959735,6.685310273481715
correlation_blind,0.9,0.0,0,20321234,True,0.9440472999976443,0.0038097856708155303,32.0,0.9727229968352509,0.9178280718131517,0.06276907731421694,0.02127812665898244,21321234,0.0005690190805959735,6.69535662464126
dual_ucb,0.9,0.0,0,20321235,True,0.9638443980176659,0.003838321133474161,16.0,0.9765294187433833,0.912531270755863,0.06276907731421694,0.01923982595108649,20321235,0.0005690190805959735,6.745505140977028
correlation_blind,0.9,0.0,0,20321235,True,0.9423492348826664,0.0038491087331675973,32.0,0.9765294187433833,0.9151020953414981,0.06276907731421694,0.0218719139913469,21321235,0.0005690190805959735,6.764463379920681
dual_ucb,0.9,0.0,0,20321236,True,0.9649031720436454,0.003710706332856753,16.0,0.9801562512971111,0.9107312684590929,0.06276907731421694,0.018894380799482323,20321236,0.0005690190805959735,6.521233574400124
correlation_blind,0.9,0.0,0,20321236,True,0.9440472999976443,0.0038491291802180455,32.0,0.9646320947113585,0.9150797103543713,0.06276907731421694,0.021521463146698894,21321236,0.0005690190805959735,6.76449931377799
