seed,seed_index,persistence,rho,maximum_delay,policy,num_agents,gap,eta,updates,update_cost,squared_parameter_error,maximum_squared_error,diverged,finite,charged_budget,within_budget
20261047,17,0.0,0.0,8,q1,1,50,0.009885142859986436,2327,55,0.014790096026125375,0.6962412398583746,False,True,127985,True
20261047,17,0.0,0.0,8,q32,32,68,0.00020666014512486742,1230,104,0.5351048447584356,0.6959556295419881,False,True,127920,True
20261047,17,0.0,0.9,8,joint,1,50,0.009885142859986436,2327,55,0.0066733402456476704,0.6726866879016774,False,True,127985,True
20261047,17,0.0,0.9,8,q1,1,50,0.009885142859986436,2327,55,0.0066733402456476704,0.6726866879016774,False,True,127985,True
20261047,17,0.0,0.9,8,q32,32,68,0.00020354947791322963,1230,104,0.53799048673394,0.6956595242025808,False,True,127920,True
20261048,18,0.0,0.0,0,joint,32,68,0.052523801812651344,1230,104,0.008323340967876403,0.6666204202680048,False,True,127920,True
20261048,18,0.0,0.0,0,q1,1,50,0.009885142859986436,2327,55,0.11439662867799377,0.6886778052033075,False,True,127985,True
20261048,18,0.0,0.0,0,q32,32,68,0.052523801812651344,1230,104,0.008323340967876403,0.6666204202680048,False,True,127920,True
20261048,18,0.0,0.9,0,joint,1,50,0.009885142859986436,2327,55,0.019829997610281185,0.6930703757974614,False,True,127985,True
20261048,18,0.0,0.9,0,q1,1,50,0.009885142859986436,2327,55,0.019829997610281185,0.6930703757974614,False,True,127985,True
20261048,18,0.0,0.9,0,q32,32,68,0.010755079654503737,1230,104,0.016651270572167483,0.6927326086621493,False,True,127920,True
20261048,18,0.0,0.0,8,joint,4,56,0.026668002482448005,2000,64,0.027624159766668772,0.6681299171024337,False,True,128000,True
20261048,18,0.0,0.0,8,q1,1,50,0.009885142859986436,2327,55,0.11439662867799377,0.6886778052033075,False,True,127985,True
20261048,18,0.0,0.0,8,q32,32,68,0.00020666014512486742,1230,104,0.5365527303439643,0.6960181361454159,False,True,127920,True
20261048,18,0.0,0.9,8,joint,1,50,0.009885142859986436,2327,55,0.019829997610281185,0.6930703757974614,False,True,127985,True
20261048,18,0.0,0.9,8,q1,1,50,0.009885142859986436,2327,55,0.019829997610281185,0.6930703757974614,False,True,127985,True
20261048,18,0.0,0.9,8,q32,32,68,0.00020354947791322963,1230,104,0.5380512693797628,0.6960714253379298,False,True,127920,True
20261049,19,0.0,0.0,0,joint,32,68,0.052523801812651344,1230,104,0.0015221354322247189,0.6446254808812018,False,True,127920,True
20261049,19,0.0,0.0,0,q1,1,50,0.009885142859986436,2327,55,0.009358573935005129,0.6886778052033075,False,True,127985,True
20261049,19,0.0,0.0,0,q32,32,68,0.052523801812651344,1230,104,0.0015221354322247189,0.6446254808812018,False,True,127920,True
20261049,19,0.0,0.9,0,joint,1,50,0.009885142859986436,2327,55,0.04517598799328473,0.6726866879016774,False,True,127985,True
20261049,19,0.0,0.9,0,q1,1,50,0.009885142859986436,2327,55,0.04517598799328473,0.6726866879016774,False,True,127985,True
20261049,19,0.0,0.9,0,q32,32,68,0.010755079654503737,1230,104,0.025560310417942107,0.6722315502744359,False,True,127920,True
20261049,19,0.0,0.0,8,joint,4,56,0.026668002482448005,2000,64,0.02036836424620781,0.6768707603845121,False,True,128000,True
20261049,19,0.0,0.0,8,q1,1,50,0.009885142859986436,2327,55,0.009358573935005129,0.6886778052033075,False,True,127985,True
20261049,19,0.0,0.0,8,q32,32,68,0.00020666014512486742,1230,104,0.5373620634055298,0.6959284972302389,False,True,127920,True
20261049,19,0.0,0.9,8,joint,1,50,0.009885142859986436,2327,55,0.04517598799328473,0.6726866879016774,False,True,127985,True
20261049,19,0.0,0.9,8,q1,1,50,0.009885142859986436,2327,55,0.04517598799328473,0.6726866879016774,False,True,127985,True
20261049,19,0.0,0.9,8,q32,32,68,0.00020354947791322963,1230,104,0.5424070009533359,0.6956770241177938,False,True,127920,True
20261050,20,0.0,0.0,0,joint,32,68,0.052523801812651344,1230,104,0.005795656120912606,0.6673265207097233,False,True,127920,True
20261050,20,0.0,0.0,0,q1,1,50,0.009885142859986436,2327,55,0.008140121190468924,0.6962412398583746,False,True,127985,True
20261050,20,0.0,0.0,0,q32,32,68,0.052523801812651344,1230,104,0.005795656120912606,0.6673265207097233,False,True,127920,True
20261050,20,0.0,0.9,0,joint,1,50,0.009885142859986436,2327,55,0.034497446566206555,0.6947764547975978,False,True,127985,True
20261050,20,0.0,0.9,0,q1,1,50,0.009885142859986436,2327,55,0.034497446566206555,0.6947764547975978,False,True,127985,True
20261050,20,0.0,0.9,0,q32,32,68,0.010755079654503737,1230,104,0.04814787170762369,0.6946610037951325,False,True,127920,True
20261050,20,0.0,0.0,8,joint,4,56,0.026668002482448005,2000,64,0.005492515981936481,0.6858060005243346,False,True,128000,True
20261050,20,0.0,0.0,8,q1,1,50,0.009885142859986436,2327,55,0.008140121190468924,0.6962412398583746,False,True,127985,True
20261050,20,0.0,0.0,8,q32,32,68,0.00020666014512486742,1230,104,0.5382314126113894,0.6960212422063139,False,True,127920,True
20261050,20,0.0,0.9,8,joint,1,50,0.009885142859986436,2327,55,0.034497446566206555,0.6947764547975978,False,True,127985,True
20261050,20,0.0,0.9,8,q1,1,50,0.009885142859986436,2327,55,0.034497446566206555,0.6947764547975978,False,True,127985,True
20261050,20,0.0,0.9,8,q32,32,68,0.00020354947791322963,1230,104,0.5412859215486395,0.6961072878997737,False,True,127920,True
20261051,21,0.0,0.0,0,joint,32,68,0.052523801812651344,1230,104,0.00046730727761224854,0.6665569574412117,False,True,127920,True
20261051,21,0.0,0.0,0,q1,1,50,0.009885142859986436,2327,55,0.03675933572835497,0.6929518133144308,False,True,127985,True
20261051,21,0.0,0.0,0,q32,32,68,0.052523801812651344,1230,104,0.00046730727761224854,0.6665569574412117,False,True,127920,True
20261051,21,0.0,0.9,0,joint,1,50,0.009885142859986436,2327,55,0.026799314237483798,0.6872571661640502,False,True,127985,True
20261051,21,0.0,0.9,0,q1,1,50,0.009885142859986436,2327,55,0.026799314237483798,0.6872571661640502,False,True,127985,True
20261051,21,0.0,0.9,0,q32,32,68,0.010755079654503737,1230,104,0.0169105625525788,0.6864029654032114,False,True,127920,True
20261051,21,0.0,0.0,8,joint,4,56,0.026668002482448005,2000,64,0.01466267860032106,0.688090190106035,False,True,128000,True
20261051,21,0.0,0.0,8,q1,1,50,0.009885142859986436,2327,55,0.03675933572835497,0.6929518133144308,False,True,127985,True
20261051,21,0.0,0.0,8,q32,32,68,0.00020666014512486742,1230,104,0.5381743903907903,0.696018388911037,False,True,127920,True
20261051,21,0.0,0.9,8,joint,1,50,0.009885142859986436,2327,55,0.026799314237483798,0.6872571661640502,False,True,127985,True
20261051,21,0.0,0.9,8,q1,1,50,0.009885142859986436,2327,55,0.026799314237483798,0.6872571661640502,False,True,127985,True
20261051,21,0.0,0.9,8,q32,32,68,0.00020354947791322963,1230,104,0.5429413342591659,0.6959515192780268,False,True,127920,True
20261052,22,0.0,0.0,0,joint,32,68,0.052523801812651344,1230,104,0.004386715274984119,0.6720017835510178,False,True,127920,True
20261052,22,0.0,0.0,0,q1,1,50,0.009885142859986436,2327,55,0.12695071571579003,0.6963455748321354,False,True,127985,True
20261052,22,0.0,0.0,0,q32,32,68,0.052523801812651344,1230,104,0.004386715274984119,0.6720017835510178,False,True,127920,True
20261052,22,0.0,0.9,0,joint,1,50,0.009885142859986436,2327,55,0.020802242789569256,0.6871262082745853,False,True,127985,True
20261052,22,0.0,0.9,0,q1,1,50,0.009885142859986436,2327,55,0.020802242789569256,0.6871262082745853,False,True,127985,True
20261052,22,0.0,0.9,0,q32,32,68,0.010755079654503737,1230,104,0.05437236420306904,0.6867529957744756,False,True,127920,True
20261052,22,0.0,0.0,8,joint,4,56,0.026668002482448005,2000,64,0.011805013888657559,0.6921371957634478,False,True,128000,True
20261052,22,0.0,0.0,8,q1,1,50,0.009885142859986436,2327,55,0.12695071571579003,0.6963455748321354,False,True,127985,True
20261052,22,0.0,0.0,8,q32,32,68,0.00020666014512486742,1230,104,0.5368806818237991,0.6960396565120296,False,True,127920,True
20261052,22,0.0,0.9,8,joint,1,50,0.009885142859986436,2327,55,0.020802242789569256,0.6871262082745853,False,True,127985,True
20261052,22,0.0,0.9,8,q1,1,50,0.009885142859986436,2327,55,0.020802242789569256,0.6871262082745853,False,True,127985,True
20261052,22,0.0,0.9,8,q32,32,68,0.00020354947791322963,1230,104,0.5439990369731489,0.69595840629068,False,True,127920,True
20261053,23,0.0,0.0,0,joint,32,68,0.052523801812651344,1230,104,0.0007636549025445019,0.6593683557203706,False,True,127920,True
20261053,23,0.0,0.0,0,q1,1,50,0.009885142859986436,2327,55,0.04843275662265096,0.6872571661640502,False,True,127985,True
20261053,23,0.0,0.0,0,q32,32,68,0.052523801812651344,1230,104,0.0007636549025445019,0.6593683557203706,False,True,127920,True
20261053,23,0.0,0.9,0,joint,1,50,0.009885142859986436,2327,55,0.01706171768378567,0.6871262082745853,False,True,127985,True
20261053,23,0.0,0.9,0,q1,1,50,0.009885142859986436,2327,55,0.01706171768378567,0.6871262082745853,False,True,127985,True
20261053,23,0.0,0.9,0,q32,32,68,0.010755079654503737,1230,104,0.01653955831895531,0.6858419711420712,False,True,127920,True
20261053,23,0.0,0.0,8,joint,4,56,0.026668002482448005,2000,64,0.0022456437881292037,0.688038165266647,False,True,128000,True
20261053,23,0.0,0.0,8,q1,1,50,0.009885142859986436,2327,55,0.04843275662265096,0.6872571661640502,False,True,127985,True
20261053,23,0.0,0.0,8,q32,32,68,0.00020666014512486742,1230,104,0.5388686174189918,0.695989505525897,False,True,127920,True
20261053,23,0.0,0.9,8,joint,1,50,0.009885142859986436,2327,55,0.01706171768378567,0.6871262082745853,False,True,127985,True
20261053,23,0.0,0.9,8,q1,1,50,0.009885142859986436,2327,55,0.01706171768378567,0.6871262082745853,False,True,127985,True
20261053,23,0.0,0.9,8,q32,32,68,0.00020354947791322963,1230,104,0.5369722783448594,0.6959398893376105,False,True,127920,True
20261054,24,0.0,0.0,0,joint,32,68,0.052523801812651344,1230,104,0.005549883436673183,0.6524080662514009,False,True,127920,True
20261054,24,0.0,0.0,0,q1,1,50,0.009885142859986436,2327,55,0.010377222441953143,0.6886778052033075,False,True,127985,True
20261054,24,0.0,0.0,0,q32,32,68,0.052523801812651344,1230,104,0.005549883436673183,0.6524080662514009,False,True,127920,True
20261054,24,0.0,0.9,0,joint,1,50,0.009885142859986436,2327,55,0.02195221949512381,0.6887990765234157,False,True,127985,True
20261054,24,0.0,0.9,0,q1,1,50,0.009885142859986436,2327,55,0.02195221949512381,0.6887990765234157,False,True,127985,True
20261054,24,0.0,0.9,0,q32,32,68,0.010755079654503737,1230,104,0.0024796311170251304,0.6880306182903613,False,True,127920,True
20261054,24,0.0,0.0,8,joint,4,56,0.026668002482448005,2000,64,0.008044549562265519,0.6803353762245615,False,True,128000,True
20261054,24,0.0,0.0,8,q1,1,50,0.009885142859986436,2327,55,0.010377222441953143,0.6886778052033075,False,True,127985,True
20261054,24,0.0,0.0,8,q32,32,68,0.00020666014512486742,1230,104,0.5370254652274161,0.6959607031508708,False,True,127920,True
20261054,24,0.0,0.9,8,joint,1,50,0.009885142859986436,2327,55,0.02195221949512381,0.6887990765234157,False,True,127985,True
20261054,24,0.0,0.9,8,q1,1,50,0.009885142859986436,2327,55,0.02195221949512381,0.6887990765234157,False,True,127985,True
20261054,24,0.0,0.9,8,q32,32,68,0.00020354947791322963,1230,104,0.538921067088805,0.6959806604748083,False,True,127920,True
20261055,25,0.0,0.0,0,joint,32,68,0.052523801812651344,1230,104,0.0027958564449021128,0.6609310106994282,False,True,127920,True
20261055,25,0.0,0.0,0,q1,1,50,0.009885142859986436,2327,55,0.009878369238945047,0.6962412398583746,False,True,127985,True
20261055,25,0.0,0.0,0,q32,32,68,0.052523801812651344,1230,104,0.0027958564449021128,0.6609310106994282,False,True,127920,True
20261055,25,0.0,0.9,0,joint,1,50,0.009885142859986436,2327,55,0.01063710619011829,0.6913592334959859,False,True,127985,True
20261055,25,0.0,0.9,0,q1,1,50,0.009885142859986436,2327,55,0.01063710619011829,0.6913592334959859,False,True,127985,True
20261055,25,0.0,0.9,0,q32,32,68,0.010755079654503737,1230,104,0.016775168006031283,0.6909416897605456,False,True,127920,True
20261055,25,0.0,0.0,8,joint,4,56,0.026668002482448005,2000,64,0.030687365732397984,0.6801515944217771,False,True,128000,True
20261055,25,0.0,0.0,8,q1,1,50,0.009885142859986436,2327,55,0.009878369238945047,0.6962412398583746,False,True,127985,True
20261055,25,0.0,0.0,8,q32,32,68,0.00020666014512486742,1230,104,0.5381010447465522,0.6959950377912467,False,True,127920,True
20261055,25,0.0,0.9,8,joint,1,50,0.009885142859986436,2327,55,0.01063710619011829,0.6913592334959859,False,True,127985,True
20261055,25,0.0,0.9,8,q1,1,50,0.009885142859986436,2327,55,0.01063710619011829,0.6913592334959859,False,True,127985,True
20261055,25,0.0,0.9,8,q32,32,68,0.00020354947791322963,1230,104,0.5303403721396138,0.6960372092087044,False,True,127920,True
20261056,26,0.0,0.0,0,joint,32,68,0.052523801812651344,1230,104,0.005322207353182689,0.6610887508734269,False,True,127920,True
20261056,26,0.0,0.0,0,q1,1,50,0.009885142859986436,2327,55,0.01887473265509359,0.6947764547975978,False,True,127985,True
20261056,26,0.0,0.0,0,q32,32,68,0.052523801812651344,1230,104,0.005322207353182689,0.6610887508734269,False,True,127920,True
20261056,26,0.0,0.9,0,joint,1,50,0.009885142859986436,2327,55,0.003853271878568132,0.6886778052033075,False,True,127985,True
20261056,26,0.0,0.9,0,q1,1,50,0.009885142859986436,2327,55,0.003853271878568132,0.6886778052033075,False,True,127985,True
20261056,26,0.0,0.9,0,q32,32,68,0.010755079654503737,1230,104,0.03327794712409609,0.6876200487957144,False,True,127920,True
20261056,26,0.0,0.0,8,joint,4,56,0.026668002482448005,2000,64,0.030195732064966726,0.6893579465401002,False,True,128000,True
20261056,26,0.0,0.0,8,q1,1,50,0.009885142859986436,2327,55,0.01887473265509359,0.6947764547975978,False,True,127985,True
20261056,26,0.0,0.0,8,q32,32,68,0.00020666014512486742,1230,104,0.536518479665369,0.6959960699063623,False,True,127920,True
20261056,26,0.0,0.9,8,joint,1,50,0.009885142859986436,2327,55,0.003853271878568132,0.6886778052033075,False,True,127985,True
20261056,26,0.0,0.9,8,q1,1,50,0.009885142859986436,2327,55,0.003853271878568132,0.6886778052033075,False,True,127985,True
20261056,26,0.0,0.9,8,q32,32,68,0.00020354947791322963,1230,104,0.5392006502114601,0.6959731822711719,False,True,127920,True
20261057,27,0.0,0.0,0,joint,32,68,0.052523801812651344,1230,104,0.015458979007038829,0.6693409471699401,False,True,127920,True
20261057,27,0.0,0.0,0,q1,1,50,0.009885142859986436,2327,55,0.03234256535006916,0.6963455748321354,False,True,127985,True
20261057,27,0.0,0.0,0,q32,32,68,0.052523801812651344,1230,104,0.015458979007038829,0.6693409471699401,False,True,127920,True
20261057,27,0.0,0.9,0,joint,1,50,0.009885142859986436,2327,55,0.006494295516454342,0.6726866879016774,False,True,127985,True
20261057,27,0.0,0.9,0,q1,1,50,0.009885142859986436,2327,55,0.006494295516454342,0.6726866879016774,False,True,127985,True
20261057,27,0.0,0.9,0,q32,32,68,0.010755079654503737,1230,104,0.03245136151774808,0.671185216770273,False,True,127920,True
20261057,27,0.0,0.0,8,joint,4,56,0.026668002482448005,2000,64,0.007943761899573212,0.6762116727957608,False,True,128000,True
20261057,27,0.0,0.0,8,q1,1,50,0.009885142859986436,2327,55,0.03234256535006916,0.6963455748321354,False,True,127985,True
20261057,27,0.0,0.0,8,q32,32,68,0.00020666014512486742,1230,104,0.5367167473816408,0.6960293395983825,False,True,127920,True
20261057,27,0.0,0.9,8,joint,1,50,0.009885142859986436,2327,55,0.006494295516454342,0.6726866879016774,False,True,127985,True
20261057,27,0.0,0.9,8,q1,1,50,0.009885142859986436,2327,55,0.006494295516454342,0.6726866879016774,False,True,127985,True
20261057,27,0.0,0.9,8,q32,32,68,0.00020354947791322963,1230,104,0.5395256110978144,0.6956567238876686,False,True,127920,True
20261058,28,0.0,0.0,0,joint,32,68,0.052523801812651344,1230,104,0.0025007161238334774,0.6578097821014384,False,True,127920,True
20261058,28,0.0,0.0,0,q1,1,50,0.009885142859986436,2327,55,0.022137039685308103,0.6886778052033075,False,True,127985,True
20261058,28,0.0,0.0,0,q32,32,68,0.052523801812651344,1230,104,0.0025007161238334774,0.6578097821014384,False,True,127920,True
20261058,28,0.0,0.9,0,joint,1,50,0.009885142859986436,2327,55,0.007548812328689214,0.6886778052033075,False,True,127985,True
20261058,28,0.0,0.9,0,q1,1,50,0.009885142859986436,2327,55,0.007548812328689214,0.6886778052033075,False,True,127985,True
20261058,28,0.0,0.9,0,q32,32,68,0.010755079654503737,1230,104,0.016085114484963903,0.6880306182903613,False,True,127920,True
20261058,28,0.0,0.0,8,joint,4,56,0.026668002482448005,2000,64,0.025007433259002898,0.6720721546670845,False,True,128000,True
20261058,28,0.0,0.0,8,q1,1,50,0.009885142859986436,2327,55,0.022137039685308103,0.6886778052033075,False,True,127985,True
20261058,28,0.0,0.0,8,q32,32,68,0.00020666014512486742,1230,104,0.5369296625775263,0.6959825980010215,False,True,127920,True
20261058,28,0.0,0.9,8,joint,1,50,0.009885142859986436,2327,55,0.007548812328689214,0.6886778052033075,False,True,127985,True
20261058,28,0.0,0.9,8,q1,1,50,0.009885142859986436,2327,55,0.007548812328689214,0.6886778052033075,False,True,127985,True
20261058,28,0.0,0.9,8,q32,32,68,0.00020354947791322963,1230,104,0.5408743530761494,0.6959806604748083,False,True,127920,True
20261059,29,0.0,0.0,0,joint,32,68,0.052523801812651344,1230,104,0.0004721164254004707,0.660083353087296,False,True,127920,True
20261059,29,0.0,0.0,0,q1,1,50,0.009885142859986436,2327,55,0.02475213309063521,0.6871262082745853,False,True,127985,True
20261059,29,0.0,0.0,0,q32,32,68,0.052523801812651344,1230,104,0.0004721164254004707,0.660083353087296,False,True,127920,True
20261059,29,0.0,0.9,0,joint,1,50,0.009885142859986436,2327,55,0.01661777150786559,0.6913592334959859,False,True,127985,True
20261059,29,0.0,0.9,0,q1,1,50,0.009885142859986436,2327,55,0.01661777150786559,0.6913592334959859,False,True,127985,True
20261059,29,0.0,0.9,0,q32,32,68,0.010755079654503737,1230,104,0.010061119718353419,0.6909416897605456,False,True,127920,True
20261059,29,0.0,0.0,8,joint,4,56,0.026668002482448005,2000,64,0.011735184444711243,0.6733975820248518,False,True,128000,True
20261059,29,0.0,0.0,8,q1,1,50,0.009885142859986436,2327,55,0.02475213309063521,0.6871262082745853,False,True,127985,True
20261059,29,0.0,0.0,8,q32,32,68,0.00020666014512486742,1230,104,0.5379256091933619,0.695992275188473,False,True,127920,True
20261059,29,0.0,0.9,8,joint,1,50,0.009885142859986436,2327,55,0.01661777150786559,0.6913592334959859,False,True,127985,True
20261059,29,0.0,0.9,8,q1,1,50,0.009885142859986436,2327,55,0.01661777150786559,0.6913592334959859,False,True,127985,True
20261059,29,0.0,0.9,8,q32,32,68,0.00020354947791322963,1230,104,0.538741394577994,0.6960372092087044,False,True,127920,True
20261060,30,0.0,0.0,0,joint,32,68,0.052523801812651344,1230,104,0.0019171190745453945,0.6501153867010544,False,True,127920,True
20261060,30,0.0,0.0,0,q1,1,50,0.009885142859986436,2327,55,0.03531887510182998,0.6913592334959859,False,True,127985,True
20261060,30,0.0,0.0,0,q32,32,68,0.052523801812651344,1230,104,0.0019171190745453945,0.6501153867010544,False,True,127920,True
20261060,30,0.0,0.9,0,joint,1,50,0.009885142859986436,2327,55,0.05222864824024603,0.6929518133144308,False,True,127985,True
20261060,30,0.0,0.9,0,q1,1,50,0.009885142859986436,2327,55,0.05222864824024603,0.6929518133144308,False,True,127985,True
20261060,30,0.0,0.9,0,q32,32,68,0.010755079654503737,1230,104,0.024955489667727506,0.6924726031982478,False,True,127920,True
20261060,30,0.0,0.0,8,joint,4,56,0.026668002482448005,2000,64,0.011940414689789458,0.6898457080605235,False,True,128000,True
20261060,30,0.0,0.0,8,q1,1,50,0.009885142859986436,2327,55,0.03531887510182998,0.6913592334959859,False,True,127985,True
20261060,30,0.0,0.0,8,q32,32,68,0.00020666014512486742,1230,104,0.5366221021114236,0.69595149224011,False,True,127920,True
20261060,30,0.0,0.9,8,joint,1,50,0.009885142859986436,2327,55,0.05222864824024603,0.6929518133144308,False,True,127985,True
20261060,30,0.0,0.9,8,q1,1,50,0.009885142859986436,2327,55,0.05222864824024603,0.6929518133144308,False,True,127985,True
20261060,30,0.0,0.9,8,q32,32,68,0.00020354947791322963,1230,104,0.5437682503416682,0.696066490211225,False,True,127920,True
20261061,31,0.0,0.0,0,joint,32,68,0.052523801812651344,1230,104,0.0010957987669627607,0.6554798620493523,False,True,127920,True
20261061,31,0.0,0.0,0,q1,1,50,0.009885142859986436,2327,55,0.044473131350459286,0.6871262082745853,False,True,127985,True
20261061,31,0.0,0.0,0,q32,32,68,0.052523801812651344,1230,104,0.0010957987669627607,0.6554798620493523,False,True,127920,True
20261061,31,0.0,0.9,0,joint,1,50,0.009885142859986436,2327,55,0.013556598544354577,0.6886778052033075,False,True,127985,True
20261061,31,0.0,0.9,0,q1,1,50,0.009885142859986436,2327,55,0.013556598544354577,0.6886778052033075,False,True,127985,True
20261061,31,0.0,0.9,0,q32,32,68,0.010755079654503737,1230,104,0.1126717725177784,0.6884871507588228,False,True,127920,True
20261061,31,0.0,0.0,8,joint,4,56,0.026668002482448005,2000,64,0.05477022925606328,0.6688750178282993,False,True,128000,True
20261061,31,0.0,0.0,8,q1,1,50,0.009885142859986436,2327,55,0.044473131350459286,0.6871262082745853,False,True,127985,True
20261061,31,0.0,0.0,8,q32,32,68,0.00020666014512486742,1230,104,0.5378639480518977,0.6959732908190276,False,True,127920,True
20261061,31,0.0,0.9,8,joint,1,50,0.009885142859986436,2327,55,0.013556598544354577,0.6886778052033075,False,True,127985,True
20261061,31,0.0,0.9,8,q1,1,50,0.009885142859986436,2327,55,0.013556598544354577,0.6886778052033075,False,True,127985,True
20261061,31,0.0,0.9,8,q32,32,68,0.00020354947791322963,1230,104,0.5423989595863742,0.6959895421489309,False,True,127920,True
20261030,0,0.9,0.0,0,joint,32,228,0.294438075425412,484,264,0.02003749087263732,8.264112600214293,False,True,127776,True
20261030,0,0.9,0.0,0,q1,1,161,0.06679292996435712,771,166,0.3513289279927405,9.04887461231164,False,True,127986,True
20261030,0,0.9,0.0,0,q32,32,228,0.294438075425412,484,264,0.02003749087263732,8.264112600214293,False,True,127776,True
20261030,0,0.9,0.9,0,joint,2,171,0.06994688318706603,723,177,0.5799158932190867,8.898400579562077,False,True,127971,True
20261030,0,0.9,0.9,0,q1,1,161,0.06679292996435712,771,166,0.47776957421570626,8.908386808463918,False,True,127986,True
20261030,0,0.9,0.9,0,q32,32,250,0.09618844165746196,447,286,0.9928405937623555,8.793148033604655,False,True,127842,True
20261030,0,0.9,0.0,8,joint,4,166,0.07914324756313394,735,174,0.24367574308863568,8.889713014014632,False,True,127890,True
20261030,0,0.9,0.0,8,q1,1,161,0.06679292996435712,771,166,0.3513289279927405,9.04887461231164,False,True,127986,True
20261030,0,0.9,0.0,8,q32,32,250,0.00020609507758449262,447,286,8.859658467685112,9.10678881437126,False,True,127842,True
20261030,0,0.9,0.9,8,joint,2,171,0.06994688318706603,723,177,0.5799158932190867,8.898400579562077,False,True,127971,True
20261030,0,0.9,0.9,8,q1,1,161,0.06679292996435712,771,166,0.47776957421570626,8.908386808463918,False,True,127986,True
20261030,0,0.9,0.9,8,q32,32,250,0.0002057228194076589,447,286,8.857498134393287,9.106706771827481,False,True,127842,True
20261031,1,0.9,0.0,0,joint,32,228,0.294438075425412,484,264,0.117077837334322,8.234707757697066,False,True,127776,True
20261031,1,0.9,0.0,0,q1,1,161,0.06679292996435712,771,166,0.21910009539247052,9.108513698858207,False,True,127986,True
20261031,1,0.9,0.0,0,q32,32,228,0.294438075425412,484,264,0.117077837334322,8.234707757697066,False,True,127776,True
20261031,1,0.9,0.9,0,joint,2,171,0.06994688318706603,723,177,0.6923669805572077,8.999552437554646,False,True,127971,True
20261031,1,0.9,0.9,0,q1,1,161,0.06679292996435712,771,166,0.6081025560374436,9.004350955659293,False,True,127986,True
20261031,1,0.9,0.9,0,q32,32,250,0.09618844165746196,447,286,0.24292172057995892,8.938438097327374,False,True,127842,True
20261031,1,0.9,0.0,8,joint,4,166,0.07914324756313394,735,174,0.08933721280890021,8.907575012809708,False,True,127890,True
20261031,1,0.9,0.0,8,q1,1,161,0.06679292996435712,771,166,0.21910009539247052,9.108513698858207,False,True,127986,True
20261031,1,0.9,0.0,8,q32,32,250,0.00020609507758449262,447,286,8.861195129013021,9.106764769832798,False,True,127842,True
20261031,1,0.9,0.9,8,joint,2,171,0.06994688318706603,723,177,0.6923669805572077,8.999552437554646,False,True,127971,True
20261031,1,0.9,0.9,8,q1,1,161,0.06679292996435712,771,166,0.6081025560374436,9.004350955659293,False,True,127986,True
20261031,1,0.9,0.9,8,q32,32,250,0.0002057228194076589,447,286,8.864600431354994,9.107026979861478,False,True,127842,True
20261032,2,0.9,0.0,0,joint,32,228,0.294438075425412,484,264,0.11936122304853064,8.47573630340234,False,True,127776,True
20261032,2,0.9,0.0,0,q1,1,161,0.06679292996435712,771,166,1.76110554816265,8.891316346226384,False,True,127986,True
20261032,2,0.9,0.0,0,q32,32,228,0.294438075425412,484,264,0.11936122304853064,8.47573630340234,False,True,127776,True
20261032,2,0.9,0.9,0,joint,2,171,0.06994688318706603,723,177,0.36091506036132176,9.053221432141166,False,True,127971,True
20261032,2,0.9,0.9,0,q1,1,161,0.06679292996435712,771,166,0.7225531110419812,9.04887461231164,False,True,127986,True
20261032,2,0.9,0.9,0,q32,32,250,0.09618844165746196,447,286,0.900205704299709,9.024392660366816,False,True,127842,True
20261032,2,0.9,0.0,8,joint,4,166,0.07914324756313394,735,174,0.16795191715440924,8.934279282927603,False,True,127890,True
20261032,2,0.9,0.0,8,q1,1,161,0.06679292996435712,771,166,1.76110554816265,8.891316346226384,False,True,127986,True
20261032,2,0.9,0.0,8,q32,32,250,0.00020609507758449262,447,286,8.860067030390496,9.106942884780482,False,True,127842,True
20261032,2,0.9,0.9,8,joint,2,171,0.06994688318706603,723,177,0.36091506036132176,9.053221432141166,False,True,127971,True
20261032,2,0.9,0.9,8,q1,1,161,0.06679292996435712,771,166,0.7225531110419812,9.04887461231164,False,True,127986,True
20261032,2,0.9,0.9,8,q32,32,250,0.0002057228194076589,447,286,8.862310619306374,9.107207590863077,False,True,127842,True
20261033,3,0.9,0.0,0,joint,32,228,0.294438075425412,484,264,0.06313034012900096,8.254173605845514,False,True,127776,True
20261033,3,0.9,0.0,0,q1,1,161,0.06679292996435712,771,166,0.8617504937443109,9.04887461231164,False,True,127986,True
20261033,3,0.9,0.0,0,q32,32,228,0.294438075425412,484,264,0.06313034012900096,8.254173605845514,False,True,127776,True
20261033,3,0.9,0.9,0,joint,2,171,0.06994688318706603,723,177,0.3943648572137679,8.898400579562077,False,True,127971,True
20261033,3,0.9,0.9,0,q1,1,161,0.06679292996435712,771,166,0.6757206376266338,8.907617479192174,False,True,127986,True
20261033,3,0.9,0.9,0,q32,32,250,0.09618844165746196,447,286,0.6281683496516842,8.831484983044243,False,True,127842,True
20261033,3,0.9,0.0,8,joint,4,166,0.07914324756313394,735,174,0.3807205334445671,8.858997594677994,False,True,127890,True
20261033,3,0.9,0.0,8,q1,1,161,0.06679292996435712,771,166,0.8617504937443109,9.04887461231164,False,True,127986,True
20261033,3,0.9,0.0,8,q32,32,250,0.00020609507758449262,447,286,8.862411987188604,9.106781136251225,False,True,127842,True
