persistence,num_agents,rho,maximum_delay,target_fraction,gap,pair_delta,joint_delta,curvature,monotonicity,lipschitz,effective_monotonicity,effective_curvature,rms_delay,maximum_actual_delay,eta,sharp_boundary,sharp_factor,contraction,update_cost,updates,blocks,omega,initial_error,risk_surrogate,resource_budget
0.0,32,0.0,0,0.25,62,4.85252599041608e-05,0.0016013335768373066,1.6569876148975915,0.10000000000000003,7.412688455006394,0.07625962616472803,1.832967609943848,0.0,0,0.04160446107437968,0.0832089184238925,0.9984123694614923,0.9968272594937113,98,1306,1306,0.04700050826373777,0.696136173289883,0.03661389436895309,128000
0.0,32,0.0,0,0.5,58,9.041371420756398e-05,0.0029836525688496113,1.6569876148975915,0.10000000000000003,7.412688455006394,0.05576622609827667,1.9848788000202595,0.0,0,0.028095537888692977,0.05619106425813729,0.9992163020101998,0.998433218202939,94,1361,1361,0.04700050826373777,0.696136173289883,0.10607085510792266,128000
0.0,32,0.0,0,0.75,55,0.00014418966774889402,0.004758259035713502,1.6569876148975915,0.10000000000000003,7.412688455006394,0.029457016360073363,2.179900775306981,0.0,0,0.013513008487742404,0.02702601576525846,0.9998009537431576,0.9996019471057276,91,1406,1406,0.04700050826373777,0.696136173289883,0.41929010286476687,128000
0.0,1,0.9,0,0.1,50,0.00031388256269316976,0.0006277651253863395,9.1057040309513,0.10000000000000003,7.412688455006394,0.09069314540518611,9.1746928445587,0.0,0,0.009885142859986436,0.01977028483497892,0.9995516421583127,0.9991034853413796,55,2327,2327,1.5040162644396087,0.696136173289883,0.2502819454564151,128000
0.0,1,0.9,0,0.25,44,0.0007983013019689016,0.0015966026039378031,9.1057040309513,0.10000000000000003,7.412688455006394,0.07632976462111424,9.28116411147165,0.0,0,0.008224158857826824,0.016448316979282458,0.9996860766852157,0.9993722519182789,49,2612,2612,1.5040162644396087,0.696136173289883,0.2970608886331594,128000
0.0,1,0.9,0,0.5,40,0.00148741867493181,0.00297483734986362,9.1057040309513,0.10000000000000003,7.412688455006394,0.05589691504228829,9.432626459647496,0.0,0,0.0059259127997207265,0.011851824151292309,0.9998343661807987,0.9996687597961594,45,2844,2844,1.5040162644396087,0.696136173289883,0.4307800506193361,128000
0.0,1,0.9,0,0.75,37,0.0023721017329521705,0.004744203465904341,9.1057040309513,0.10000000000000003,7.412688455006394,0.029665395480179185,9.627072541862816,0.0,0,0.003081455724919676,0.006162910968245684,0.9999542926576238,0.9999085874044088,42,3047,3047,1.5040162644396087,0.696136173289883,0.683121283200042,128000
0.0,2,0.9,0,0.1,53,0.00019681915438076608,0.0005904574631422982,8.721253710116782,0.10000000000000003,7.412688455006394,0.09124624555958548,8.786142564595204,0.0,0,0.010385248375917975,0.020770490551171174,0.9995260803797905,0.9990523853593875,59,2169,2169,1.4288154512176283,0.696136173289883,0.25167127322039456,128000
0.0,2,0.9,0,0.25,47,0.000500572545289632,0.0015017176358688962,8.721253710116782,0.10000000000000003,7.412688455006394,0.07773647003583031,8.886286321649871,0.0,0,0.008747914562075106,0.0174958283408981,0.9996599261910086,0.9993199680322128,53,2415,2415,1.4288154512176283,0.696136173289883,0.2954429524981861,128000
0.0,2,0.9,0,0.5,42,0.0010896826653167585,0.0032690479959502756,8.721253710116782,0.10000000000000003,7.412688455006394,0.05153513132311524,9.080508682631327,0.0,0,0.0056753575346227825,0.011350714618375293,0.999853749163229,0.9997075197157652,48,2666,2666,1.4288154512176283,0.696136173289883,0.4765053410630097,128000
