original_persistence,decorrelation_gap,target_delta,actual_delta,used_persistence,homogeneous_delay,rho,num_agents,eta,root,lipschitz,monotonicity,effective_monotonicity,curvature,effective_curvature,rms_delay,linear_coefficient,cubic_coefficient,right_hand_side,polynomial_at_eta,contraction_coefficient,sharp_root,sharp_safe_eta,sharp_safe_factor,sharp_root_factor,rate_eta,rate_factor,rate_contraction_coefficient,coarse_eta,exact_boundary,exact_below_radius,exact_below_residual,exact_above_radius,exact_above_residual,sharp_radius,sharp_residual,rate_radius,rate_residual,sharp_to_exact_ratio,rate_to_exact_ratio,exact_window_contraction,theorem_envelope_slack
0.5,1,0.07443181818181818,0.0,0.5,0,0.9,16,0.45454544999999996,0.45454545454545453,2.2,0.655,0.655,2.41773671875,2.41773671875,0.0,2.41773671875,0.0,1.31,1.0989712248057422,0.9040778304163772,0.5418290543551352,0.5418290489368446,0.9999999964510197,1.0,0.2709145252278692,0.9069459656995521,0.8225509846986931,0.45454544999999996,0.5418290544876383,0.9999999285329311,0.0,1.0000000718142414,0.0,0.9999999929020391,0.0,0.8225509846986931,0.0,0.9999999897554521,0.49999999627936165,0.8225509846986931,0.0
0.5,1,0.07443181818181818,0.0,0.5,0,0.9,32,0.45454544999999996,0.45454545454545453,2.2,0.655,0.655,2.4158446093750006,2.4158446093750006,0.0,2.4158446093750006,0.0,1.31,1.0981111750984338,0.9036868987351464,0.5422534193285338,0.5422534139059996,0.9999999964482401,0.9999999999999999,0.2711267010710675,0.9068693429430202,0.8224120051699052,0.45454544999999996,0.5422534194611408,0.9999999284769574,0.0,1.0000000718704873,1.5700924586837754e-16,0.9999999928964801,1.5700924586837754e-16,0.8224120051699051,1.1102230246251565e-16,0.9999999897554519,0.49999998403052415,0.8224120051699051,1.1102230246251565e-16
0.5,1,0.07443181818181818,0.0,0.5,2,0.0,1,0.031727712692054225,0.03172771300933136,2.2,0.655,0.655,2.4745000000000004,2.4745000000000004,2.0,41.194500000000005,93.70240000000003,1.31,1.3099999868401453,0.999999999582468,0.06096941484454102,0.06096941423484687,0.9999999995991753,1.0,0.0305128368946816,0.9899976335029272,0.9800953143413963,0.031727712692054225,0.34768801978419417,0.9999999628541469,1.7026184987517514e-15,1.0000000359878622,6.988675367311055e-16,0.9252962169051955,1.3261821991017763e-15,0.9609915985460662,4.98828777051636e-16,0.17535667254997703,0.08775924149937797,0.8195924599834269,0.1605028543579694
0.5,1,0.07443181818181818,0.0,0.5,2,0.0,2,0.03196097906583406,0.03196097938544386,2.2,0.655,0.655,2.1717625000000003,2.1717625000000003,2.0,40.891762500000006,93.70240000000003,1.31,1.3099999868388152,0.9999999995793557,0.06187105492190387,0.06187105430319331,0.9999999995934091,1.0,0.03096099414405573,0.9898518322121812,0.9798066497338122,0.03196097906583406,0.38118349860534806,0.9999999617743618,1.5305885091534674e-15,1.0000000393373751,2.6244801110137048e-15,0.922709296458223,1.416894270589466e-15,0.960095380813632,7.211110073938365e-16,0.16231304484471,0.08122333274481716,0.8157778349265932,0.16402881480721898
0.5,1,0.07443181818181818,0.0,0.5,2,0.0,4,0.03207889419495482,0.032078894515743764,2.2,0.655,0.655,2.02039375,2.02039375,2.0,40.74039375000001,93.70240000000003,1.31,1.3099999868381356,0.999999999577782,0.06233248688898475,0.06233248626565988,0.9999999995904647,1.0,0.031190223989443003,0.9897772892653104,0.9796590823453859,0.03207889419495482,0.400670328433131,0.9999999598604883,2.3258443687819845e-15,1.0000000398324438,8.741904837807693e-16,0.9213597089714655,1.4783589891804479e-15,0.9596327051495097,9.453208419344609e-16,0.1555705073281031,0.07784510550460795,0.8138140876121736,0.16584499473321235
0.5,1,0.07443181818181818,0.0,0.5,2,0.0,8,0.03213817632317535,0.03213817664455712,2.2,0.655,0.655,1.9447093750000004,1.9447093750000004,2.0,40.66470937500001,93.70240000000003,1.31,1.309999986837792,0.9999999995769907,0.06256593393748477,0.06256593331182543,0.9999999995889768,0.9999999999999999,0.03130616186084299,0.989739596092686,0.9795844680737132,0.03213817632317535,0.41123970507349583,0.9999999589772723,2.5639001708690834e-15,1.000000040206909,1.6736404963781187e-15,0.9206701776486037,1.310110211561571e-15,0.9593975909359342,1.5070025183858945e-15,0.15213981660803835,0.07612631143008924,0.8128176359320911,0.16676683214162213
0.5,1,0.07443181818181818,0.0,0.5,2,0.0,16,0.032167899044835156,0.03216789936651415,2.2,0.655,0.655,1.9068671875000003,1.9068671875000003,2.0,40.626867187500004,93.70240000000003,1.31,1.309999986837619,0.9999999995765939,0.06268335031935435,0.06268334969252085,0.9999999995882288,0.9999999999999999,0.03136446660602965,0.9897206426494407,0.9795469504864219,0.032167899044835156,0.4167526128162389,0.9999999587533912,7.918855914161363e-16,1.000000040625804,1.3322676295501878e-15,0.9203216344228193,3.3422138886441676e-16,0.9592790715346934,1.525547031329266e-15,0.15040901428051795,0.0752591960829754,0.81231570189593,0.16723124859049188
0.5,1,0.07443181818181818,0.0,0.5,2,0.0,32,0.03218278088506714,0.03218278120689495,2.2,0.655,0.655,1.8879460937500003,1.8879460937500003,2.0,40.60794609375001,93.70240000000003,1.31,1.309999986837533,0.9999999995763953,0.06274223300758155,0.06274223238015922,0.9999999995878538,0.9999999999999999,0.031393704964990665,0.9897111390318806,0.9795281387237824,0.03218278088506714,0.4195691551981826,0.9999999587735122,8.84266677773859e-16,1.0000000409708754,1.469473597465082e-15,0.9201464064444905,5.558049685633556e-16,0.9592195671578286,7.468261590855957e-16,0.1495396684976117,0.07482367227438803,0.8120637921814958,0.1674643465422866
0.5,1,0.07443181818181818,0.0,0.5,2,0.9,1,0.031727712692054225,0.03172771300933136,2.2,0.655,0.655,2.4745000000000004,2.4745000000000004,2.0,41.194500000000005,93.70240000000003,1.31,1.3099999868401453,0.999999999582468,0.06096941484454102,0.06096941423484687,0.9999999995991753,1.0,0.0305128368946816,0.9899976335029272,0.9800953143413963,0.031727712692054225,0.34768801978419417,0.9999999628541469,1.7026184987517514e-15,1.0000000359878622,6.988675367311055e-16,0.9252962169051955,1.3261821991017763e-15,0.9609915985460662,4.98828777051636e-16,0.17535667254997703,0.08775924149937797,0.8195924599834269,0.1605028543579694
0.5,1,0.07443181818181818,0.0,0.5,2,0.9,2,0.031750887044009794,0.03175088736151867,2.2,0.655,0.655,2.4442262500000003,2.4442262500000003,2.0,41.164226250000006,93.70240000000003,1.31,1.309999986840014,0.9999999995821589,0.06105833453946147,0.06105833392887812,0.999999999598606,1.0,0.03055704818402044,0.9899832462879078,0.9800668279307443,0.031750887044009794,0.3507540686963633,0.999999962844625,9.083327519006963e-16,1.000000036399604,6.815675334009105e-16,0.9250440017933889,1.3645472033731844e-15,0.9609036741017255,1.6342826092436456e-15,0.17407733616836357,0.08711815745314337,0.8192175918446032,0.1608492360861411
