cell_id,target_heterogeneity,initial_common_parameter,noise_scale,spatial_correlation,temporal_correlation,delay,safe_dynamic_risk,common_scalar_risk,recipient_static_risk,recipient_static_alpha,static_to_scalar_ratio,dynamic_to_static_ratio
H0.2-I1.5-N1-S0.9-T0-D0,0.2,1.5,1.0,0.9,0.0,0,0.020333529771959874,0.02040817031303114,0.020331681153224847,"[0.0,0.1,0.1,0.0]",0.9962520324638092,1.0000909230634247
H0.2-I1.5-N1-S0.9-T0-D1,0.2,1.5,1.0,0.9,0.0,1,0.019396596998228644,0.019655539305076,0.019168505208952188,"[0.1,0.25,0.25,0.1]",0.9752215348271804,1.0118992997518623
H0.2-I1.5-N1-S0.9-T0-D3,0.2,1.5,1.0,0.9,0.0,3,0.016796439766657935,0.018295458800547365,0.016605749440466756,"[0.1,0.5,0.5,0.1]",0.907643236581197,1.0114833917538515
H0.2-I1.5-N1-S0.9-T0.6-D0,0.2,1.5,1.0,0.9,0.6,0,0.06360344758834807,0.06574973061234597,0.06530520599792794,"[0.0,0.25,0.25,0.0]",0.9932391416622084,0.9739414586697137
H0.2-I1.5-N1-S0.9-T0.6-D1,0.2,1.5,1.0,0.9,0.6,1,0.05878978716676365,0.05999985904450129,0.05846278301700733,"[0.1,0.5,0.5,0.1]",0.9743820060251488,1.0055933729610715
H0.2-I1.5-N1-S0.9-T0.6-D3,0.2,1.5,1.0,0.9,0.6,3,0.04621198753744456,0.050148955543461965,0.046280439045036106,"[0.25,0.5,0.5,0.25]",0.9228594801925001,0.9985209408336654
H0.2-I1.5-N1-S0.9-T0.9-D0,0.2,1.5,1.0,0.9,0.9,0,0.1333478227502685,0.1453423513275072,0.1437152762870203,"[0.1,0.5,0.5,0.1]",0.9888052241784604,0.9278611585031051
H0.2-I1.5-N1-S0.9-T0.9-D1,0.2,1.5,1.0,0.9,0.9,1,0.12359658498385898,0.1282023028727503,0.12444318990585845,"[0.25,0.5,0.5,0.25]",0.970678272677964,0.9931968561506666
H0.2-I1.5-N1-S0.9-T0.9-D3,0.2,1.5,1.0,0.9,0.9,3,0.09291782098102869,0.09505810922787396,0.09505810922787396,"[0.5,0.5,0.5,0.5]",1.0,0.9774844222735952
H0.5-I0.5-N0.1-S0-T0-D0,0.5,0.5,0.1,0.0,0.0,0,0.002040820784774613,0.002040818059280376,0.002040818059280376,"[0.0,0.0,0.0,0.0]",1.0,1.0000013354910422
H0.5-I0.5-N0.1-S0-T0-D1,0.5,0.5,0.1,0.0,0.0,1,0.0020408207882214777,0.002040818059280376,0.002040818059280376,"[0.0,0.0,0.0,0.0]",1.0,1.0000013371800045
H0.5-I0.5-N0.1-S0-T0-D3,0.5,0.5,0.1,0.0,0.0,3,0.002040820491381288,0.002040818059280376,0.002040818059280376,"[0.0,0.0,0.0,0.0]",1.0,1.000001191728435
H0.5-I0.5-N0.1-S0-T0.6-D0,0.5,0.5,0.1,0.0,0.6,0,0.006365407781444429,0.006598359007934317,0.006573216184081938,"[0.0,0.1,0.1,0.0]",0.9961895338186137,0.9683855822145712
H0.5-I0.5-N0.1-S0-T0.6-D1,0.5,0.5,0.1,0.0,0.6,1,0.006387149679677549,0.006598359007934317,0.0065212797566331655,"[0.0,0.1,0.1,0.0]",0.9883184211091779,0.9794319394411526
H0.5-I0.5-N0.1-S0-T0.6-D3,0.5,0.5,0.1,0.0,0.6,3,0.006322325521495426,0.006598359007934317,0.006462064260924433,"[0.0,0.1,0.1,0.0]",0.9793441449842311,0.9783755261806981
H0.5-I0.5-N0.1-S0-T0.9-D0,0.5,0.5,0.1,0.0,0.9,0,0.01306818723639914,0.014676405587066396,0.014057009796758503,"[0.0,0.1,0.1,0.0]",0.9577964927016097,0.9296562658306333
H0.5-I0.5-N0.1-S0-T0.9-D1,0.5,0.5,0.1,0.0,0.9,1,0.012996590809023392,0.014676405587066396,0.013941489830146358,"[0.0,0.1,0.1,0.0]",0.9499253579113619,0.9322239565042924
H0.5-I0.5-N0.1-S0-T0.9-D3,0.5,0.5,0.1,0.0,0.9,3,0.012850864661184994,0.014676405587066396,0.013809776975916264,"[0.0,0.1,0.1,0.0]",0.9409508952305154,0.9305627950108407
H0.5-I0.5-N0.1-S0.5-T0-D0,0.5,0.5,0.1,0.5,0.0,0,0.002040820799425144,0.002040818059280376,0.002040818059280376,"[0.0,0.0,0.0,0.0]",1.0,1.0000013426697965
H0.5-I0.5-N0.1-S0.5-T0-D1,0.5,0.5,0.1,0.5,0.0,1,0.0020408208010988414,0.002040818059280376,0.002040818059280376,"[0.0,0.0,0.0,0.0]",1.0,1.0000013434899073
H0.5-I0.5-N0.1-S0.5-T0-D3,0.5,0.5,0.1,0.5,0.0,3,0.0020408205424148756,0.002040818059280376,0.002040818059280376,"[0.0,0.0,0.0,0.0]",1.0,1.0000012167348717
H0.5-I0.5-N0.1-S0.5-T0.6-D0,0.5,0.5,0.1,0.5,0.6,0,0.00642471973392419,0.006598359007934317,0.006598359007934317,"[0.0,0.0,0.0,0.0]",1.0,0.973684476124847
H0.5-I0.5-N0.1-S0.5-T0.6-D1,0.5,0.5,0.1,0.5,0.6,1,0.006424555392005054,0.006598359007934317,0.006598359007934317,"[0.0,0.0,0.0,0.0]",1.0,0.9736595696414412
H0.5-I0.5-N0.1-S0.5-T0.6-D3,0.5,0.5,0.1,0.5,0.6,3,0.006402140193639731,0.006598359007934317,0.006539320887781098,"[0.0,0.1,0.1,0.0]",0.9910526056429746,0.9790221803616193
H0.5-I0.5-N0.1-S0.5-T0.9-D0,0.5,0.5,0.1,0.5,0.9,0,0.01357100806252527,0.014676405587066396,0.014596836872409905,"[0.0,0.1,0.1,0.0]",0.9945784603604434,0.9297225269521511
H0.5-I0.5-N0.1-S0.5-T0.9-D1,0.5,0.5,0.1,0.5,0.9,1,0.013392869208772204,0.014676405587066396,0.01430863998138269,"[0.0,0.1,0.1,0.0]",0.9749417114768346,0.9359987550317839
H0.5-I0.5-N0.1-S0.5-T0.9-D3,0.5,0.5,0.1,0.5,0.9,3,0.013030738567496421,0.014676405587066396,0.013981615118272036,"[0.0,0.1,0.1,0.0]",0.9526593575877567,0.9319909364739307
H0.5-I0.5-N0.1-S0.9-T0-D0,0.5,0.5,0.1,0.9,0.0,0,0.002040820811145569,0.002040818059280376,0.002040818059280376,"[0.0,0.0,0.0,0.0]",1.0,1.0000013484127999
H0.5-I0.5-N0.1-S0.9-T0-D1,0.5,0.5,0.1,0.9,0.0,1,0.0020408208096334623,0.002040818059280376,0.002040818059280376,"[0.0,0.0,0.0,0.0]",1.0,1.000001347671868
H0.5-I0.5-N0.1-S0.9-T0-D3,0.5,0.5,0.1,0.9,0.0,3,0.002040820608738671,0.002040818059280376,0.002040818059280376,"[0.0,0.0,0.0,0.0]",1.0,1.000001249233504
H0.5-I0.5-N0.1-S0.9-T0.6-D0,0.5,0.5,0.1,0.9,0.6,0,0.006424719770821384,0.006598359007934317,0.006598359007934317,"[0.0,0.0,0.0,0.0]",1.0,0.9736844817167212
H0.5-I0.5-N0.1-S0.9-T0.6-D1,0.5,0.5,0.1,0.9,0.6,1,0.006424719750447617,0.006598359007934317,0.006598359007934317,"[0.0,0.0,0.0,0.0]",1.0,0.9736844786290191
H0.5-I0.5-N0.1-S0.9-T0.6-D3,0.5,0.5,0.1,0.9,0.6,3,0.006383590540418138,0.006598359007934317,0.006598359007934317,"[0.0,0.0,0.0,0.0]",1.0,0.967451230335008
H0.5-I0.5-N0.1-S0.9-T0.9-D0,0.5,0.5,0.1,0.9,0.9,0,0.01359691921884757,0.014676405587066396,0.014676405587066397,"[0.0,0.0,0.0,0.0]",1.0000000000000002,0.9264474968469032
H0.5-I0.5-N0.1-S0.9-T0.9-D1,0.5,0.5,0.1,0.9,0.9,1,0.013589743394123516,0.014676405587066396,0.014602360102371755,"[0.0,0.1,0.1,0.0]",0.9949547943292127,0.9306539010715283
H0.5-I0.5-N0.1-S0.9-T0.9-D3,0.5,0.5,0.1,0.9,0.9,3,0.013174613549259678,0.014676405587066396,0.014119085632156655,"[0.0,0.1,0.1,0.0]",0.9620261274735499,0.933106710483722
H0.5-I0.5-N0.5-S0-T0-D0,0.5,0.5,0.5,0.0,0.0,0,0.009926390020173882,0.010204083340164767,0.009913689213332284,"[0.0,0.1,0.1,0.0]",0.9715413803325724,1.0012811382895197
H0.5-I0.5-N0.5-S0-T0-D1,0.5,0.5,0.5,0.0,0.0,1,0.00985908148763536,0.010204083340164767,0.009833371578614544,"[0.0,0.1,0.1,0.0]",0.9636702534473579,1.0026145568501377
H0.5-I0.5-N0.5-S0-T0-D3,0.5,0.5,0.5,0.0,0.0,3,0.00975925730712876,0.010204083340164767,0.009741796094995097,"[0.0,0.1,0.1,0.0]",0.954695857554393,1.0017924017258617
H0.5-I0.5-N0.5-S0-T0.6-D0,0.5,0.5,0.5,0.0,0.6,0,0.02947182822779889,0.0327430588693015,0.03013620792330244,"[0.0,0.25,0.25,0.0]",0.9203846239166393,0.9779541043387271
H0.5-I0.5-N0.5-S0-T0.6-D1,0.5,0.5,0.5,0.0,0.6,1,0.029063550520401764,0.03222358293762158,0.029592206886517588,"[0.0,0.25,0.25,0.0]",0.9183400537364883,0.9821352841934651
H0.5-I0.5-N0.5-S0-T0.6-D3,0.5,0.5,0.5,0.0,0.6,3,0.028350953493486132,0.031629312991934735,0.028940879477919287,"[0.0,0.25,0.25,0.0]",0.9150018365969257,0.9796161694089759
H0.5-I0.5-N0.5-S0-T0.9-D0,0.5,0.5,0.5,0.0,0.9,0,0.05768555055749647,0.06719406638416385,0.06088576079503273,"[0.1,0.5,0.5,0.1]",0.9061181153546343,0.9474391024149386
H0.5-I0.5-N0.5-S0-T0.9-D1,0.5,0.5,0.5,0.0,0.9,1,0.05646425203172327,0.06603862067636582,0.058676239282438175,"[0.1,0.5,0.5,0.1]",0.8885140041005956,0.9623018230587768
H0.5-I0.5-N0.5-S0-T0.9-D3,0.5,0.5,0.5,0.0,0.9,3,0.05330463066703975,0.06471680422336452,0.05579821937690109,"[0.1,0.5,0.5,0.1]",0.8621905863014852,0.9553106042144847
H0.5-I0.5-N0.5-S0.5-T0-D0,0.5,0.5,0.5,0.5,0.0,0,0.01017944026330941,0.010204083340164767,0.010204083340164767,"[0.0,0.0,0.0,0.0]",1.0,0.9975849788722954
H0.5-I0.5-N0.5-S0.5-T0-D1,0.5,0.5,0.5,0.5,0.0,1,0.010136146508859417,0.010204083340164767,0.010088640522006455,"[0.0,0.1,0.1,0.0]",0.9886866057136252,1.0047088591123192
H0.5-I0.5-N0.5-S0.5-T0-D3,0.5,0.5,0.5,0.5,0.0,3,0.009888196263281785,0.010204083340164767,0.009861270214468771,"[0.0,0.1,0.1,0.0]",0.9664043193035642,1.0027304848389114
H0.5-I0.5-N0.5-S0.5-T0.6-D0,0.5,0.5,0.5,0.5,0.6,0,0.03141295017373238,0.03299178808343447,0.03223854348231116,"[0.0,0.1,0.1,0.0]",0.9771687245559897,0.9743911101619163
H0.5-I0.5-N0.5-S0.5-T0.6-D1,0.5,0.5,0.5,0.5,0.6,1,0.0310910789856811,0.03299178808343447,0.03155004459365965,"[0.0,0.25,0.25,0.0]",0.9562999287541273,0.9854527746667343
H0.5-I0.5-N0.5-S0.5-T0.6-D3,0.5,0.5,0.5,0.5,0.6,3,0.029401058165438407,0.032384336381768665,0.029939982193644906,"[0.0,0.25,0.25,0.0]",0.9245204793049318,0.9819998547520549
H0.5-I0.5-N0.5-S0.5-T0.9-D0,0.5,0.5,0.5,0.5,0.9,0,0.0650179172025141,0.07258933548660391,0.06990559873037559,"[0.0,0.25,0.25,0.0]",0.9630284980811872,0.9300816870661078
H0.5-I0.5-N0.5-S0.5-T0.9-D1,0.5,0.5,0.5,0.5,0.9,1,0.06308451515758647,0.06970072028454695,0.06688601810759315,"[0.1,0.25,0.25,0.1]",0.9596173157829212,0.943164460113449
H0.5-I0.5-N0.5-S0.5-T0.9-D3,0.5,0.5,0.5,0.5,0.9,3,0.05833617979229727,0.06639616587844861,0.061205605688979446,"[0.1,0.5,0.5,0.1]",0.9218243987315243,0.9531182501278826
H0.5-I0.5-N0.5-S0.9-T0-D0,0.5,0.5,0.5,0.9,0.0,0,0.010204086038320206,0.010204083340164767,0.010204083340164767,"[0.0,0.0,0.0,0.0]",1.0,1.0000002644191888
H0.5-I0.5-N0.5-S0.9-T0-D1,0.5,0.5,0.5,0.9,0.0,1,0.010204085987462032,0.010204083340164767,0.010204083340164767,"[0.0,0.0,0.0,0.0]",1.0,1.0000002594350885
H0.5-I0.5-N0.5-S0.9-T0-D3,0.5,0.5,0.5,0.9,0.0,3,0.009991323292278151,0.010204083340164767,0.009956849510047711,"[0.0,0.1,0.1,0.0]",0.9757710887029012,1.0034623182961289
H0.5-I0.5-N0.5-S0.9-T0.6-D0,0.5,0.5,0.5,0.9,0.6,0,0.03212358083669927,0.03299178808343447,0.03299178808343447,"[0.0,0.0,0.0,0.0]",1.0,0.9736841408977426
H0.5-I0.5-N0.5-S0.9-T0.6-D1,0.5,0.5,0.5,0.9,0.6,1,0.03163613218403206,0.03299178808343447,0.032250959100416914,"[0.0,0.1,0.1,0.0]",0.977545049054509,0.980936166441732
H0.5-I0.5-N0.5-S0.9-T0.6-D3,0.5,0.5,0.5,0.9,0.6,3,0.03024010582991655,0.032988355093635804,0.030739264366225406,"[0.0,0.25,0.25,0.0]",0.9318216770425058,0.9837615327952576
H0.5-I0.5-N0.5-S0.9-T0.9-D0,0.5,0.5,0.5,0.9,0.9,0,0.06795866699859511,0.07338202097909487,0.07330245226443838,"[0.0,0.1,0.1,0.0]",0.9989156919693019,0.9270995021208079
H0.5-I0.5-N0.5-S0.9-T0.9-D1,0.5,0.5,0.5,0.9,0.9,1,0.06669179789994141,0.07263039997109189,0.07037623753349213,"[0.0,0.25,0.25,0.0]",0.9689639264206593,0.9476465386232491
H0.5-I0.5-N0.5-S0.9-T0.9-D3,0.5,0.5,0.5,0.9,0.9,3,0.06073275190564981,0.06773965520251587,0.06396717586209244,"[0.1,0.25,0.25,0.1]",0.9443091446340381,0.9494361926589386
H0.5-I0.5-N1-S0-T0-D0,0.5,0.5,1.0,0.0,0.0,0,0.019367369112440993,0.020408164941270256,0.019367118326610377,"[0.0,0.1,0.1,0.0]",0.9489887200708267,1.0000129490524292
H0.5-I0.5-N1-S0-T0-D1,0.5,0.5,1.0,0.0,0.0,1,0.01944830102534726,0.020408164941270256,0.019206482806156968,"[0.0,0.1,0.1,0.0]",0.9411175802150052,1.0125904477998842
H0.5-I0.5-N1-S0-T0-D3,0.5,0.5,1.0,0.0,0.0,3,0.01900969218850835,0.020408164941270256,0.018925095420895925,"[0.0,0.25,0.25,0.0]",0.9273295994695141,1.0044700840725493
H0.5-I0.5-N1-S0-T0.6-D0,0.5,0.5,1.0,0.0,0.6,0,0.05528762558993302,0.06088353238959461,0.05613227098255559,"[0.1,0.5,0.5,0.1]",0.921961469373432,0.9849525882734183
H0.5-I0.5-N1-S0-T0.6-D1,0.5,0.5,1.0,0.0,0.6,1,0.053829032942010066,0.05984457990452686,0.054145515831464694,"[0.1,0.5,0.5,0.1]",0.9047689183856888,0.9941549566091544
H0.5-I0.5-N1-S0-T0.6-D3,0.5,0.5,1.0,0.0,0.6,3,0.05102033195652715,0.05865603116408977,0.05155770018137808,"[0.1,0.5,0.5,0.1]",0.8789837832216406,0.9895773429970599
H0.5-I0.5-N1-S0-T0.9-D0,0.5,0.5,1.0,0.0,0.9,0,0.10194813455270127,0.12436494446769003,0.10788956154380538,"[0.1,0.75,0.75,0.1]",0.86752389916304,0.9449304742174546
H0.5-I0.5-N1-S0-T0.9-D1,0.5,0.5,1.0,0.0,0.9,1,0.09886677943784411,0.11951880592350805,0.10361454263381693,"[0.1,0.5,0.5,0.1]",0.8669308719510649,0.9541786020061697
H0.5-I0.5-N1-S0-T0.9-D3,0.5,0.5,1.0,0.0,0.9,3,0.0925486426944807,0.1135959947336552,0.09785811114425517,"[0.1,0.5,0.5,0.1]",0.8614574076638871,0.9457431950434068
H0.5-I0.5-N1-S0.5-T0-D0,0.5,0.5,1.0,0.5,0.0,0,0.02013047156879271,0.020408164941270256,0.020117770814437774,"[0.0,0.1,0.1,0.0]",0.9857706889537513,1.000631320163257
H0.5-I0.5-N1-S0.5-T0-D1,0.5,0.5,1.0,0.5,0.0,1,0.019795080352939087,0.020408164941270256,0.01971702069294079,"[0.0,0.1,0.1,0.0]",0.9661339346130134,1.003958998735861
H0.5-I0.5-N1-S0.5-T0-D3,0.5,0.5,1.0,0.5,0.0,3,0.019369857428888828,0.020408164941270256,0.019262277857027506,"[0.0,0.1,0.1,0.0]",0.9438515374831429,1.0055849870228133
H0.5-I0.5-N1-S0.5-T0.6-D0,0.5,0.5,1.0,0.5,0.6,0,0.06159540460626775,0.0657348452136767,0.06312799426767762,"[0.0,0.25,0.25,0.0]",0.9603429362688041,0.9757225034758537
H0.5-I0.5-N1-S0.5-T0.6-D1,0.5,0.5,1.0,0.5,0.6,1,0.05944799456580384,0.06313746306844548,0.0604186425443842,"[0.0,0.25,0.25,0.0]",0.9569380777762027,0.9839346278283675
H0.5-I0.5-N1-S0.5-T0.6-D3,0.5,0.5,1.0,0.5,0.6,3,0.05527253643813948,0.060166077943757626,0.056056358516328265,"[0.1,0.25,0.25,0.1]",0.9316937455808393,0.9860172494444056
H0.5-I0.5-N1-S0.5-T0.9-D0,0.5,0.5,1.0,0.5,0.9,0,0.12567012422758378,0.14057608562419943,0.1342677800350683,"[0.1,0.5,0.5,0.1]",0.9551253290264815,0.9359663516799117
H0.5-I0.5-N1-S0.5-T0.9-D1,0.5,0.5,1.0,0.5,0.9,1,0.11955228991057992,0.1347988545983776,0.12320908859008695,"[0.1,0.5,0.5,0.1]",0.9140217767960905,0.9703203820322616
H0.5-I0.5-N1-S0.5-T0.9-D3,0.5,0.5,1.0,0.5,0.9,3,0.10362374696866367,0.12204901218979411,0.10867288376841186,"[0.1,0.5,0.5,0.1]",0.8904036322671625,0.9535382091220824
H0.5-I0.5-N1-S0.9-T0-D0,0.5,0.5,1.0,0.9,0.0,0,0.020408167572288503,0.020408164941270256,0.020408164941270256,"[0.0,0.0,0.0,0.0]",1.0,1.0000001289198834
H0.5-I0.5-N1-S0.9-T0-D1,0.5,0.5,1.0,0.9,0.0,1,0.020238384386897575,0.020408164941270256,0.020125451002367848,"[0.0,0.1,0.1,0.0]",0.9861470181314199,1.005611470993442
H0.5-I0.5-N1-S0.9-T0-D3,0.5,0.5,1.0,0.9,0.0,3,0.019505305219971215,0.020408164941270256,0.019453436448185386,"[0.0,0.1,0.1,0.0]",0.9532183076806588,1.0026663038134154
H0.5-I0.5-N1-S0.9-T0.6-D0,0.5,0.5,1.0,0.9,0.6,0,0.06418784526268838,0.06598357442780967,0.06595843160395728,"[0.0,0.1,0.1,0.0]",0.9996189532914758,0.9731560272400007
H0.5-I0.5-N1-S0.9-T0.6-D1,0.5,0.5,1.0,0.9,0.6,1,0.06292036266120565,0.06577176959958037,0.0635511828758115,"[0.0,0.25,0.25,0.0]",0.966237996373097,0.990073824182965
H0.5-I0.5-N1-S0.9-T0.6-D3,0.5,0.5,1.0,0.9,0.6,3,0.0575449738090099,0.06137411536749191,0.05820592723155867,"[0.1,0.25,0.25,0.1]",0.9483790826643616,0.9886445684488571
H0.5-I0.5-N1-S0.9-T0.9-D0,0.5,0.5,1.0,0.9,0.9,0,0.13544041984255628,0.14676404021913048,0.14614464442882258,"[0.0,0.1,0.1,0.0]",0.9957796488200851,0.9267559572360544
H0.5-I0.5-N1-S0.9-T0.9-D1,0.5,0.5,1.0,0.9,0.9,1,0.13067042043706714,0.14065821397146744,0.1368211193730726,"[0.1,0.25,0.25,0.1]",0.9727204370789665,0.955045690576217
H0.5-I0.5-N1-S0.9-T0.9-D3,0.5,0.5,1.0,0.9,0.9,3,0.11248524693217732,0.12881142615470523,0.11732470186773723,"[0.1,0.5,0.5,0.1]",0.9108252689231762,0.9587516110544603
H0.5-I1.5-N0.1-S0-T0-D0,0.5,1.5,0.1,0.0,0.0,0,0.002040832715803963,0.002040824242602254,0.002040824242602254,"[0.0,0.0,0.0,0.0]",1.0,1.000004151852733
H0.5-I1.5-N0.1-S0-T0-D1,0.5,1.5,0.1,0.0,0.0,1,0.0020408324644820065,0.002040824242602254,0.002040824242602254,"[0.0,0.0,0.0,0.0]",1.0,1.000004028705452
H0.5-I1.5-N0.1-S0-T0-D3,0.5,1.5,0.1,0.0,0.0,3,0.002040831869487255,0.002040824242602254,0.002040824242602254,"[0.0,0.0,0.0,0.0]",1.0,1.0000037371591546
H0.5-I1.5-N0.1-S0-T0.6-D0,0.5,1.5,0.1,0.0,0.6,0,0.006424175462615598,0.006598365191256195,0.006573222367403816,"[0.0,0.1,0.1,0.0]",0.9961895373893981,0.9773251388044725
H0.5-I1.5-N0.1-S0-T0.6-D1,0.5,1.5,0.1,0.0,0.6,1,0.006385144346429365,0.006598365191256195,0.006521287948098508,"[0.0,0.1,0.1,0.0]",0.9883187363955203,0.9791232034603163
H0.5-I1.5-N0.1-S0-T0.6-D3,0.5,1.5,0.1,0.0,0.6,3,0.006320138234613794,0.006598365191256195,0.006462090219093107,"[0.0,0.1,0.1,0.0]",0.9793471612720568,0.9780331162725187
H0.5-I1.5-N0.1-S0-T0.9-D0,0.5,1.5,0.1,0.0,0.9,0,0.013069267244084068,0.014676411770388274,0.01405701598008038,"[0.0,0.1,0.1,0.0]",0.9577965104823775,0.9297326874070563
H0.5-I1.5-N0.1-S0-T0.9-D1,0.5,1.5,0.1,0.0,0.9,1,0.012997214895406945,0.014676411770388274,0.013941498021611699,"[0.0,0.1,0.1,0.0]",0.9499255158362777,0.9322681734243369
H0.5-I1.5-N0.1-S0-T0.9-D3,0.5,1.5,0.1,0.0,0.9,3,0.01285498469387422,0.014676411770388274,0.013809802934084937,"[0.0,0.1,0.1,0.0]",0.9409522674982558,0.9308593870044254
H0.5-I1.5-N0.1-S0.5-T0-D0,0.5,1.5,0.1,0.5,0.0,0,0.00204083290550701,0.002040824242602254,0.002040824242602254,"[0.0,0.0,0.0,0.0]",1.0,1.0000042448068653
H0.5-I1.5-N0.1-S0.5-T0-D1,0.5,1.5,0.1,0.5,0.0,1,0.002040832747276748,0.002040824242602254,0.002040824242602254,"[0.0,0.0,0.0,0.0]",1.0,1.0000041672743378
H0.5-I1.5-N0.1-S0.5-T0-D3,0.5,1.5,0.1,0.5,0.0,3,0.0020408323367041375,0.002040824242602254,0.002040824242602254,"[0.0,0.0,0.0,0.0]",1.0,1.000003966094539
H0.5-I1.5-N0.1-S0.5-T0.6-D0,0.5,1.5,0.1,0.5,0.6,0,0.006424731463973907,0.006598365191256195,0.006598365191256195,"[0.0,0.0,0.0,0.0]",1.0,0.9736853414066293
H0.5-I1.5-N0.1-S0.5-T0.6-D1,0.5,1.5,0.1,0.5,0.6,1,0.006421115475665463,0.006598365191256195,0.006598365191256195,"[0.0,0.0,0.0,0.0]",1.0,0.9731373286483729
H0.5-I1.5-N0.1-S0.5-T0.6-D3,0.5,1.5,0.1,0.5,0.6,3,0.00640208145525939,0.006598365191256195,0.006539346845949772,"[0.0,0.1,0.1,0.0]",0.9910556109588128,0.9790093117976455
H0.5-I1.5-N0.1-S0.5-T0.9-D0,0.5,1.5,0.1,0.5,0.9,0,0.013569036147415453,0.014676411770388274,0.014596843055731782,"[0.0,0.1,0.1,0.0]",0.9945784626445932,0.929587041225826
H0.5-I1.5-N0.1-S0.5-T0.9-D1,0.5,1.5,0.1,0.5,0.9,1,0.013390870285812534,0.014676411770388274,0.014308648172848031,"[0.0,0.1,0.1,0.0]",0.9749418588621057,0.9358585188517624
H0.5-I1.5-N0.1-S0.5-T0.9-D3,0.5,1.5,0.1,0.5,0.9,3,0.013031283627261518,0.014676411770388274,0.01398164107644071,"[0.0,0.1,0.1,0.0]",0.9526607249226025,0.9320281901113483
H0.5-I1.5-N0.1-S0.9-T0-D0,0.5,1.5,0.1,0.9,0.0,0,0.0020408330572694476,0.002040824242602254,0.002040824242602254,"[0.0,0.0,0.0,0.0]",1.0,1.0000043191701713
H0.5-I1.5-N0.1-S0.9-T0-D1,0.5,1.5,0.1,0.9,0.0,1,0.0020408329735125408,0.002040824242602254,0.002040824242602254,"[0.0,0.0,0.0,0.0]",1.0,1.0000042781294463
H0.5-I1.5-N0.1-S0.9-T0-D3,0.5,1.5,0.1,0.9,0.0,3,0.0020408326284221652,0.002040824242602254,0.002040824242602254,"[0.0,0.0,0.0,0.0]",1.0,1.000004109035818
H0.5-I1.5-N0.1-S0.9-T0.6-D0,0.5,1.5,0.1,0.9,0.6,0,0.006424731941738832,0.006598365191256195,0.006598365191256195,"[0.0,0.0,0.0,0.0]",1.0,0.9736854138131893
H0.5-I1.5-N0.1-S0.9-T0.6-D1,0.5,1.5,0.1,0.9,0.6,1,0.006424731354944583,0.006598365191256195,0.006598365191256195,"[0.0,0.0,0.0,0.0]",1.0,0.9736853248829418
H0.5-I1.5-N0.1-S0.9-T0.6-D3,0.5,1.5,0.1,0.9,0.6,3,0.0063586284997617796,0.006598365191256195,0.006598365191256195,"[0.0,0.0,0.0,0.0]",1.0,0.9636672593065777
H0.5-I1.5-N0.1-S0.9-T0.9-D0,0.5,1.5,0.1,0.9,0.9,0,0.013596931266724885,0.014676411770388274,0.014676411770388274,"[0.0,0.0,0.0,0.0]",1.0,0.9264479274258717
H0.5-I1.5-N0.1-S0.9-T0.9-D1,0.5,1.5,0.1,0.9,0.9,1,0.013596280595437008,0.014676411770388274,0.014602368293837096,"[0.0,0.1,0.1,0.0]",0.994954933282768,0.9311010598996666
H0.5-I1.5-N0.1-S0.9-T0.9-D3,0.5,1.5,0.1,0.9,0.9,3,0.01317467888293904,0.014676411770388274,0.014119111590325329,"[0.0,0.1,0.1,0.0]",0.96202749086208,0.9331096222772662
H0.5-I1.5-N0.5-S0-T0-D0,0.5,1.5,0.5,0.0,0.0,0,0.009927470346373021,0.010204089523486646,0.009913695396654161,"[0.0,0.1,0.1,0.0]",0.9715413975775019,1.001389486883318
H0.5-I1.5-N0.5-S0-T0-D1,0.5,1.5,0.5,0.0,0.0,1,0.009859705892654743,0.010204089523486646,0.009833379770079887,"[0.0,0.1,0.1,0.0]",0.9636704722598228,1.0026772201613692
H0.5-I1.5-N0.5-S0-T0-D3,0.5,1.5,0.5,0.0,0.0,3,0.009759838299592432,0.010204089523486646,0.009741822053163773,"[0.0,0.1,0.1,0.0]",0.9546978229406086,1.001849371332215
H0.5-I1.5-N0.5-S0-T0.6-D0,0.5,1.5,0.5,0.0,0.6,0,0.029472700194848503,0.03274306505262338,0.030136214106624322,"[0.0,0.25,0.25,0.0]",0.9203846389515024,0.9779828378764415
H0.5-I1.5-N0.5-S0-T0.6-D1,0.5,1.5,0.5,0.0,0.6,1,0.02906383896683889,0.032223594094606754,0.029592218377609433,"[0.0,0.25,0.25,0.0]",0.9183400923785304,0.9821446501905265
H0.5-I1.5-N0.5-S0-T0.6-D3,0.5,1.5,0.5,0.0,0.6,3,0.028349636723628557,0.03162939494142718,0.02894101750916414,"[0.0,0.25,0.25,0.0]",0.9150038299107048,0.9795659988337202
H0.5-I1.5-N0.5-S0-T0.9-D0,0.5,1.5,0.5,0.0,0.9,0,0.0576868733916045,0.06719407256748573,0.060885766978354613,"[0.1,0.5,0.5,0.1]",0.9061181239938176,0.9474607326883581
H0.5-I1.5-N0.5-S0-T0.9-D1,0.5,1.5,0.5,0.0,0.9,1,0.05646571700732451,0.066038631833351,0.058676265590036525,"[0.1,0.5,0.5,0.1]",0.8885142523562047,0.9623263586991573
