cell_id,target_heterogeneity,initial_common_parameter,noise_scale,spatial_correlation,temporal_correlation,delay,safe_dynamic_risk,common_scalar_risk,recipient_static_risk,recipient_static_alpha,static_to_scalar_ratio,dynamic_to_static_ratio
H0.5-I1.5-N0.5-S0-T0.9-D3,0.5,1.5,0.5,0.0,0.9,3,0.05330705145946803,0.06471688617285698,0.05580137911240022,"[0.1,0.5,0.5,0.1]",0.8622383185024741,0.9552998923573575
H0.5-I1.5-N0.5-S0.5-T0-D0,0.5,1.5,0.5,0.5,0.0,0,0.010202758339274993,0.010204089523486646,0.010204089523486646,"[0.0,0.0,0.0,0.0]",1.0,0.9998695440481398
H0.5-I1.5-N0.5-S0.5-T0-D1,0.5,1.5,0.5,0.5,0.0,1,0.01013414416276634,0.010204089523486646,0.010088648713471798,"[0.0,0.1,0.1,0.0]",0.9886868093670543,1.0045095681876395
H0.5-I1.5-N0.5-S0.5-T0-D3,0.5,1.5,0.5,0.5,0.0,3,0.009888743570684453,0.010204089523486646,0.009861296172637445,"[0.0,0.1,0.1,0.0]",0.9664062775948606,1.0027833458773066
H0.5-I1.5-N0.5-S0.5-T0.6-D0,0.5,1.5,0.5,0.5,0.6,0,0.03141355249452934,0.03299179426675635,0.03223854966563304,"[0.0,0.1,0.1,0.0]",0.9771687288350271,0.9744096065219967
H0.5-I1.5-N0.5-S0.5-T0.6-D1,0.5,1.5,0.5,0.5,0.6,1,0.03081889632155891,0.03299179426675635,0.0315500560847515,"[0.0,0.25,0.25,0.0]",0.9563000978259131,0.9768254052788843
H0.5-I1.5-N0.5-S0.5-T0.6-D3,0.5,1.5,0.5,0.5,0.6,3,0.029399840809540407,0.03238441833126111,0.029940120224889767,"[0.0,0.25,0.25,0.0]",0.9245224020586522,0.9819546678072383
H0.5-I1.5-N0.5-S0.5-T0.9-D0,0.5,1.5,0.5,0.5,0.9,0,0.0650187880889154,0.0725893416699258,0.06990560491369746,"[0.0,0.25,0.25,0.0]",0.963028501230502,0.9300940628320844
H0.5-I1.5-N0.5-S0.5-T0.9-D1,0.5,1.5,0.5,0.5,0.9,1,0.06308806952481108,0.06970073144153213,0.06688603450767992,"[0.1,0.25,0.25,0.1]",0.959617397470021,0.9432173695028555
H0.5-I1.5-N0.5-S0.5-T0.9-D3,0.5,1.5,0.5,0.5,0.9,3,0.05834374418515648,0.06639624782794107,0.06120876542447857,"[0.1,0.5,0.5,0.1]",0.9218708500380124,0.9531926314890791
H0.5-I1.5-N0.5-S0.9-T0-D0,0.5,1.5,0.5,0.9,0.0,0,0.010204098144402072,0.010204089523486646,0.010204089523486646,"[0.0,0.0,0.0,0.0]",1.0,1.0000008448490585
H0.5-I1.5-N0.5-S0.9-T0-D1,0.5,1.5,0.5,0.9,0.0,1,0.010204097014074681,0.010204089523486646,0.010204089523486646,"[0.0,0.0,0.0,0.0]",1.0,1.0000007340770598
H0.5-I1.5-N0.5-S0.9-T0-D3,0.5,1.5,0.5,0.9,0.0,3,0.009988640127488988,0.010204089523486646,0.009956875468216386,"[0.0,0.1,0.1,0.0]",0.9757730413182627,1.003190223617238
H0.5-I1.5-N0.5-S0.9-T0.6-D0,0.5,1.5,0.5,0.9,0.6,0,0.03212359256674899,0.03299179426675635,0.03299179426675635,"[0.0,0.0,0.0,0.0]",1.0,0.973684313954328
H0.5-I1.5-N0.5-S0.9-T0.6-D1,0.5,1.5,0.5,0.9,0.6,1,0.0316367552892799,0.03299179426675635,0.03225096729188226,"[0.0,0.1,0.1,0.0]",0.9775451141309833,0.9809552378059383
H0.5-I1.5-N0.5-S0.9-T0.6-D3,0.5,1.5,0.5,0.9,0.6,3,0.03023403030870038,0.03298843704312825,0.030739402397470264,"[0.0,0.25,0.25,0.0]",0.9318235464530297,0.9835594693014763
H0.5-I1.5-N0.5-S0.9-T0.9-D0,0.5,1.5,0.5,0.9,0.9,0,0.06795669508348529,0.07338202716241675,0.07330245844776026,"[0.0,0.1,0.1,0.0]",0.998915692060668,0.9270725228392621
H0.5-I1.5-N0.5-S0.9-T0.9-D1,0.5,1.5,0.5,0.9,0.9,1,0.06669192011659024,0.07263041112807705,0.07037624902458398,"[0.0,0.25,0.25,0.0]",0.9689639357883012,0.9476481205085722
H0.5-I1.5-N0.5-S0.9-T0.9-D3,0.5,1.5,0.5,0.9,0.9,3,0.060711504170022634,0.06773973715200832,0.0639675789808985,"[0.1,0.25,0.25,0.1]",0.9443139532318368,0.9490980452480753
H0.5-I1.5-N1-S0-T0-D0,0.5,1.5,1.0,0.0,0.0,0,0.01945067555603234,0.020408171124592134,0.019367124509932256,"[0.0,0.1,0.1,0.0]",0.9489887355263597,1.004314065624829
H0.5-I1.5-N1-S0-T0-D1,0.5,1.5,1.0,0.0,0.0,1,0.01944366669558683,0.020408171124592134,0.01920649099762231,"[0.0,0.1,0.1,0.0]",0.9411176964543491,1.0123487261673088
H0.5-I1.5-N1-S0-T0-D3,0.5,1.5,1.0,0.0,0.0,3,0.019003954943441776,0.020408171124592134,0.01892523345214078,"[0.0,0.25,0.25,0.0]",0.9273360820331228,1.0041596047678922
H0.5-I1.5-N1-S0-T0.6-D0,0.5,1.5,1.0,0.0,0.6,0,0.05528896659023243,0.060883538572916486,0.05613227716587747,"[0.1,0.5,0.5,0.1]",0.9219614772990121,0.9849763697782479
H0.5-I1.5-N1-S0-T0.6-D1,0.5,1.5,1.0,0.0,0.6,1,0.05383049840346513,0.059844591061512034,0.05414554213906304,"[0.1,0.5,0.5,0.1]",0.9047691893058278,0.9941815388090717
H0.5-I1.5-N1-S0-T0.6-D3,0.5,1.5,1.0,0.0,0.6,3,0.05102275375819909,0.05865611311358221,0.0515608599168772,"[0.1,0.5,0.5,0.1]",0.8790364239961537,0.9895636698157166
H0.5-I1.5-N1-S0-T0.9-D0,0.5,1.5,1.0,0.0,0.9,0,0.10195002720479171,0.1243649506510119,0.10788956772712727,"[0.1,0.75,0.75,0.1]",0.8675239057496416,0.9449479625559558
H0.5-I1.5-N1-S0-T0.9-D1,0.5,1.5,1.0,0.0,0.9,1,0.09886778504051327,0.11951883161812588,0.10361456894141527,"[0.1,0.5,0.5,0.1]",0.8669309056875133,0.954188064966174
H0.5-I1.5-N1-S0-T0.9-D3,0.5,1.5,1.0,0.0,0.9,3,0.09254975827884881,0.1135977450265875,0.0978612708797543,"[0.1,0.5,0.5,0.1]",0.8614719496135237,0.9457240586275245
H0.5-I1.5-N1-S0.5-T0-D0,0.5,1.5,1.0,0.5,0.0,0,0.02013155189499185,0.020408171124592134,0.02011777699775965,"[0.0,0.1,0.1,0.0]",0.9857706932649856,1.0006847126913543
H0.5-I1.5-N1-S0.5-T0-D1,0.5,1.5,1.0,0.5,0.0,1,0.019795703957447508,0.020408171124592134,0.019717028884406133,"[0.0,0.1,0.1,0.0]",0.9661340432728357,1.0039902093516533
H0.5-I1.5-N1-S0.5-T0-D3,0.5,1.5,1.0,0.5,0.0,3,0.019295562987496007,0.020408171124592134,0.01926230381519618,"[0.0,0.1,0.1,0.0]",0.943852523462273,1.0017266456089011
H0.5-I1.5-N1-S0.5-T0.6-D0,0.5,1.5,1.0,0.5,0.6,0,0.06159627657331735,0.06573485139699857,0.0631280004509995,"[0.0,0.25,0.25,0.0]",0.9603429399991297,0.9757362205877075
H0.5-I1.5-N1-S0.5-T0.6-D1,0.5,1.5,1.0,0.5,0.6,1,0.05945154856659185,0.06313747422543065,0.06041865403547604,"[0.0,0.25,0.25,0.0]",0.9569380906773823,0.9839932635984189
H0.5-I1.5-N1-S0.5-T0.6-D3,0.5,1.5,1.0,0.5,0.6,3,0.05528217412692016,0.06016615989325008,0.056056761635134324,"[0.1,0.25,0.25,0.1]",0.9316991766566644,0.9861820860567035
H0.5-I1.5-N1-S0.5-T0.9-D0,0.5,1.5,1.0,0.5,0.9,0,0.1256714470616918,0.14057609180752134,0.1342677862183902,"[0.1,0.5,0.5,0.1]",0.95512533100032,0.9359761607842688
H0.5-I1.5-N1-S0.5-T0.9-D1,0.5,1.5,1.0,0.5,0.9,1,0.1195537429848057,0.1347988657553628,0.1232091148976853,"[0.1,0.5,0.5,0.1]",0.9140218963065243,0.9703319684106564
H0.5-I1.5-N1-S0.5-T0.9-D3,0.5,1.5,1.0,0.5,0.9,3,0.10362118207400915,0.12205076248272641,0.108676043503911,"[0.1,0.5,0.5,0.1]",0.890416751958364,0.953486883889733
H0.5-I1.5-N1-S0.9-T0-D0,0.5,1.5,1.0,0.9,0.0,0,0.020408179503317855,0.020408171124592134,0.020408171124592134,"[0.0,0.0,0.0,0.0]",1.0,1.000000410557402
H0.5-I1.5-N1-S0.9-T0-D1,0.5,1.5,1.0,0.9,0.0,1,0.020236390261568645,0.020408171124592134,0.02012545919383319,"[0.0,0.1,0.1,0.0]",0.986147120727625,1.0055119769773724
H0.5-I1.5-N1-S0.9-T0-D3,0.5,1.5,1.0,0.9,0.0,3,0.019508805677299283,0.020408171124592134,0.01945346240635406,"[0.0,0.1,0.1,0.0]",0.95321929082182,1.0028449059498605
H0.5-I1.5-N1-S0.9-T0.6-D0,0.5,1.5,1.0,0.9,0.6,0,0.06424661294385954,0.06598358061113153,0.06595843778727917,"[0.0,0.1,0.1,0.0]",0.9996189533271839,0.9740469165000483
H0.5-I1.5-N1-S0.9-T0.6-D1,0.5,1.5,1.0,0.9,0.6,1,0.06291441113850653,0.06577178075656553,0.06355119436690335,"[0.0,0.25,0.25,0.0]",0.9662380071799938,0.9899799958955855
H0.5-I1.5-N1-S0.9-T0.6-D3,0.5,1.5,1.0,0.9,0.6,3,0.057517993275281086,0.061374197316984354,0.05820633035036474,"[0.1,0.25,0.25,0.1]",0.94838438456053,0.9881741887705289
H0.5-I1.5-N1-S0.9-T0.9-D0,0.5,1.5,1.0,0.9,0.9,0,0.1354414998502412,0.14676404640245236,0.14614465061214446,"[0.0,0.1,0.1,0.0]",0.9957796489978928,0.9267633080165999
H0.5-I1.5-N1-S0.9-T0.9-D1,0.5,1.5,1.0,0.9,0.9,1,0.1306736269151565,0.14065822512845266,0.13682113577315935,"[0.1,0.25,0.25,0.1]",0.9727204765182471,0.9550690116460148
H0.5-I1.5-N1-S0.9-T0.9-D3,0.5,1.5,1.0,0.9,0.9,3,0.11248681333303429,0.1288131764476375,0.11732786160323636,"[0.1,0.5,0.5,0.1]",0.9108374223729361,0.9587391417174815
