task,delay,message_overhead,rho,cell_id,seed,kernel_sha256,fingerprint_transitions,collision_probability,probe_blocks,match_count,expected_match_probability,standardized_match_residual,rho_hat,selected_q,baseline_q,oracle_q,learning_updates_qmax,controller_updates,fixed_q1_updates,fixed_q4_updates,fixed_q16_updates,learning_message_budget,probe_message_cost,total_message_budget,probe_environment_cost,environment_budget,environment_used_upper_bound,controller_risk,strong_fixed_risk,true_rho_oracle_risk,sample_path_oracle_risk,fixed_q1_risk,fixed_q4_risk,fixed_q16_risk
frozenlake8x8,0,8,0.0,frozenlake8x8-D0-H8-R0,202608031001,93dcc787c7d551f2c620d4bed29dc9245cd61bcade3cecde96bc99e85ae04dc3,2,0.005197787350699335,96,2,0.005197787350699335,2.130448510205639,0.01571724085835545,16,4,16,5278,5278,14181,10636,5318,126672,960,127632,192,14373,14373,2.862755837783382e-06,4.2386134804219054e-05,2.7226785521731245e-06,2.7226785521731245e-06,0.00023643401397426325,4.2386134804219054e-05,2.7226785521731245e-06
frozenlake8x8,0,8,0.0,frozenlake8x8-D0-H8-R0,202608031002,93dcc787c7d551f2c620d4bed29dc9245cd61bcade3cecde96bc99e85ae04dc3,2,0.005197787350699335,96,1,0.005197787350699335,0.7111074775383424,0.005246147675997532,16,4,16,5278,5278,14181,10636,5318,126672,960,127632,192,14373,14373,6.583598831824183e-05,8.99540450834207e-05,6.564000620681153e-05,3.868086167148243e-05,3.868086167148243e-05,8.99540450834207e-05,6.564000620681153e-05
frozenlake8x8,0,8,0.0,frozenlake8x8-D0-H8-R0,202608031003,93dcc787c7d551f2c620d4bed29dc9245cd61bcade3cecde96bc99e85ae04dc3,2,0.005197787350699335,96,1,0.005197787350699335,0.7111074775383424,0.005246147675997532,16,4,16,5278,5278,14181,10636,5318,126672,960,127632,192,14373,14373,2.152937755651492e-05,4.910458159718778e-05,1.9802863909830268e-05,3.287303879337483e-06,3.287303879337483e-06,4.910458159718778e-05,1.9802863909830268e-05
frozenlake8x8,0,8,0.0,frozenlake8x8-D0-H8-R0,202608031004,93dcc787c7d551f2c620d4bed29dc9245cd61bcade3cecde96bc99e85ae04dc3,2,0.005197787350699335,96,0,0.005197787350699335,-0.7082335551289541,0.0,16,4,16,5278,5278,14181,10636,5318,126672,960,127632,192,14373,14373,2.9457737573556833e-06,1.7846426709688795e-05,3.65696109493482e-06,3.65696109493482e-06,2.8947223983071473e-05,1.7846426709688795e-05,3.65696109493482e-06
frozenlake8x8,0,8,0.0,frozenlake8x8-D0-H8-R0,202608031005,93dcc787c7d551f2c620d4bed29dc9245cd61bcade3cecde96bc99e85ae04dc3,2,0.005197787350699335,96,0,0.005197787350699335,-0.7082335551289541,0.0,16,4,16,5278,5278,14181,10636,5318,126672,960,127632,192,14373,14373,6.980937183875671e-05,4.933258560932611e-05,6.950524891644531e-05,4.933258560932611e-05,0.0002165493322693032,4.933258560932611e-05,6.950524891644531e-05
frozenlake8x8,0,8,0.0,frozenlake8x8-D0-H8-R0,202608031006,93dcc787c7d551f2c620d4bed29dc9245cd61bcade3cecde96bc99e85ae04dc3,2,0.005197787350699335,96,0,0.005197787350699335,-0.7082335551289541,0.0,16,4,16,5278,5278,14181,10636,5318,126672,960,127632,192,14373,14373,2.7035258497401826e-05,1.4823559909303848e-05,2.6512980317955837e-05,1.4823559909303848e-05,0.0003519081025042182,1.4823559909303848e-05,2.6512980317955837e-05
frozenlake8x8,0,8,0.0,frozenlake8x8-D0-H8-R0,202608031007,93dcc787c7d551f2c620d4bed29dc9245cd61bcade3cecde96bc99e85ae04dc3,2,0.005197787350699335,96,0,0.005197787350699335,-0.7082335551289541,0.0,16,4,16,5278,5278,14181,10636,5318,126672,960,127632,192,14373,14373,0.00012723463110437503,6.90250807191138e-05,0.0001318067859208751,6.90250807191138e-05,8.238616719701302e-05,6.90250807191138e-05,0.0001318067859208751
frozenlake8x8,0,8,0.0,frozenlake8x8-D0-H8-R0,202608031008,93dcc787c7d551f2c620d4bed29dc9245cd61bcade3cecde96bc99e85ae04dc3,2,0.005197787350699335,96,2,0.005197787350699335,2.130448510205639,0.01571724085835545,16,4,16,5278,5278,14181,10636,5318,126672,960,127632,192,14373,14373,2.0818956085592854e-05,1.6335338951515532e-05,2.2029029241997108e-05,1.6335338951515532e-05,0.0004627666718704349,1.6335338951515532e-05,2.2029029241997108e-05
frozenlake8x8,0,8,0.1,frozenlake8x8-D0-H8-R0.1,202608031001,93dcc787c7d551f2c620d4bed29dc9245cd61bcade3cecde96bc99e85ae04dc3,2,0.005197787350699335,96,12,0.10467800861562941,0.6504059826529964,0.12042817268193465,4,4,16,5278,10556,14181,10636,5318,126672,960,127632,192,14373,14373,4.394923011609888e-05,4.1601242860580276e-05,0.00020246263060330716,2.747301500871603e-05,2.747301500871603e-05,4.1601242860580276e-05,0.00020246263060330716
frozenlake8x8,0,8,0.1,frozenlake8x8-D0-H8-R0.1,202608031002,93dcc787c7d551f2c620d4bed29dc9245cd61bcade3cecde96bc99e85ae04dc3,2,0.005197787350699335,96,8,0.10467800861562941,-0.6831370134359928,0.07854379995250296,16,4,16,5278,5278,14181,10636,5318,126672,960,127632,192,14373,14373,4.239508378096641e-05,0.00014625065802037704,3.6491760873001364e-05,3.6491760873001364e-05,3.7859888705079414e-05,0.00014625065802037704,3.6491760873001364e-05
