seed,rho,delay,num_agents,updates,teacher_mse,maximum_loss,finite
20270702,0.0,0,1,984,0.0393555760383605,6.5970072746276855,True
20270702,0.0,0,4,941,0.0403676591813564,2.2577126026153564,True
20270702,0.0,0,16,800,0.0483035109937191,1.2260111570358276,True
20270702,0.0,0,32,666,0.0063663236796855,0.98161119222641,True
20270702,0.0,8,1,984,0.0317137204110622,6.601529598236084,True
20270702,0.0,8,4,941,0.0405236221849918,2.243093967437744,True
20270702,0.0,8,16,800,0.0376675240695476,1.2218017578125,True
20270702,0.0,8,32,666,0.0036854094360023,0.9792487621307372,True
20270702,0.25,0,1,984,0.0836964696645736,6.847792625427246,True
20270702,0.25,0,4,941,0.0578424483537673,6.510763645172119,True
20270702,0.25,0,16,800,0.0445896200835704,4.407215118408203,True
20270702,0.25,0,32,666,0.0443272404372692,4.096246719360352,True
20270702,0.25,8,1,984,0.087268128991127,6.955098628997803,True
20270702,0.25,8,4,941,0.0640920549631118,6.54182243347168,True
20270702,0.25,8,16,800,0.0230658706277608,4.429446220397949,True
20270702,0.25,8,32,666,0.0513195320963859,4.111876010894775,True
20270702,0.5,0,1,984,0.0907336771488189,6.954691886901856,True
20270702,0.5,0,4,941,0.0407223515212535,6.621553421020508,True
20270702,0.5,0,16,800,0.0240430887788534,5.228708744049072,True
20270702,0.5,0,32,666,0.0255828574299812,5.7103047370910645,True
20270702,0.5,8,1,984,0.0701767727732658,7.24992036819458,True
