cell_id,schedule_family,target_scale,initial_common_parameter,noise_scale,spatial_correlation,temporal_correlation,delay,mean_continuous_auc,mean_strong_static_auc,continuous_to_static_ratio
Fstationary-H0.1-I1.5-N0.1-S0.9-T0-D1,stationary,0.1,1.5,0.1,0.9,0.0,1,0.07674056008072758,0.07716963080087046,0.9944399018669655
Fstationary-H0.1-I1.5-N0.1-S0.9-T0-D3,stationary,0.1,1.5,0.1,0.9,0.0,3,0.07797158294286066,0.07786542765590926,1.0013633173302599
Fstationary-H0.1-I1.5-N0.1-S0.9-T0.9-D0,stationary,0.1,1.5,0.1,0.9,0.9,0,0.10178348796587086,0.09860922320458615,1.0321903434397715
Fstationary-H0.1-I1.5-N0.1-S0.9-T0.9-D1,stationary,0.1,1.5,0.1,0.9,0.9,1,0.09679303042619594,0.09560884076174636,1.0123857757819754
Fstationary-H0.1-I1.5-N0.1-S0.9-T0.9-D3,stationary,0.1,1.5,0.1,0.9,0.9,3,0.11411176873624235,0.1122156028286482,1.0168975245847902
Fstationary-H0.1-I1.5-N0.5-S0-T0-D0,stationary,0.1,1.5,0.5,0.0,0.0,0,0.08138251445467096,0.08037127019490173,1.012582160980123
Fstationary-H0.1-I1.5-N0.5-S0-T0-D1,stationary,0.1,1.5,0.5,0.0,0.0,1,0.08646612802917979,0.08647247872463665,0.9999265581887957
Fstationary-H0.1-I1.5-N0.5-S0-T0-D3,stationary,0.1,1.5,0.5,0.0,0.0,3,0.08586393773276134,0.08526210925625444,1.0070585689441263
Fstationary-H0.1-I1.5-N0.5-S0-T0.9-D0,stationary,0.1,1.5,0.5,0.0,0.9,0,0.18638404438931777,0.15553779680446822,1.1983199467819865
Fstationary-H0.1-I1.5-N0.5-S0-T0.9-D1,stationary,0.1,1.5,0.5,0.0,0.9,1,0.21597223556787892,0.20403057146997233,1.0585287979731217
Fstationary-H0.1-I1.5-N0.5-S0-T0.9-D3,stationary,0.1,1.5,0.5,0.0,0.9,3,0.21143326815422872,0.204010732583289,1.03638306415036
Fstationary-H0.1-I1.5-N0.5-S0.9-T0-D0,stationary,0.1,1.5,0.5,0.9,0.0,0,0.08305344791193042,0.08213160061407113,1.0112240269392894
Fstationary-H0.1-I1.5-N0.5-S0.9-T0-D1,stationary,0.1,1.5,0.5,0.9,0.0,1,0.08425127627550436,0.08406736358629344,1.0021876823700095
Fstationary-H0.1-I1.5-N0.5-S0.9-T0-D3,stationary,0.1,1.5,0.5,0.9,0.0,3,0.08516014868482961,0.08490001104449311,1.0030640471907615
Fstationary-H0.1-I1.5-N0.5-S0.9-T0.9-D0,stationary,0.1,1.5,0.5,0.9,0.9,0,0.1959377590992401,0.18437044487603776,1.062739525475353
Fstationary-H0.1-I1.5-N0.5-S0.9-T0.9-D1,stationary,0.1,1.5,0.5,0.9,0.9,1,0.2265028167139349,0.22298615816843181,1.015770748168354
Fstationary-H0.1-I1.5-N0.5-S0.9-T0.9-D3,stationary,0.1,1.5,0.5,0.9,0.9,3,0.20525816944694153,0.20343609753169417,1.0089564828334534
Fstationary-H0.3-I0.5-N0.1-S0-T0-D0,stationary,0.3,0.5,0.1,0.0,0.0,0,0.012936155572890089,0.012642342691127502,1.0232403826522427
Fstationary-H0.3-I0.5-N0.1-S0-T0-D1,stationary,0.3,0.5,0.1,0.0,0.0,1,0.013532710124285169,0.013297705393332877,1.0176725776365987
Fstationary-H0.3-I0.5-N0.1-S0-T0-D3,stationary,0.3,0.5,0.1,0.0,0.0,3,0.013554070081386552,0.01326258991678517,1.0219776202408613
Fstationary-H0.3-I0.5-N0.1-S0-T0.9-D0,stationary,0.3,0.5,0.1,0.0,0.9,0,0.044173731505418104,0.03246933387380421,1.3604754466816096
Fstationary-H0.3-I0.5-N0.1-S0-T0.9-D1,stationary,0.3,0.5,0.1,0.0,0.9,1,0.039251948195519915,0.032808728861820666,1.1963873504772442
Fstationary-H0.3-I0.5-N0.1-S0-T0.9-D3,stationary,0.3,0.5,0.1,0.0,0.9,3,0.040288808095455826,0.032853543277384864,1.2263154617842733
Fstationary-H0.3-I0.5-N0.1-S0.9-T0-D0,stationary,0.3,0.5,0.1,0.9,0.0,0,0.0129371109227048,0.012724852975601282,1.0166805814975233
Fstationary-H0.3-I0.5-N0.1-S0.9-T0-D1,stationary,0.3,0.5,0.1,0.9,0.0,1,0.012340607758027478,0.012125592950799829,1.0177323128114297
Fstationary-H0.3-I0.5-N0.1-S0.9-T0-D3,stationary,0.3,0.5,0.1,0.9,0.0,3,0.012903154975467668,0.012717351081605838,1.0146102669234769
Fstationary-H0.3-I0.5-N0.1-S0.9-T0.9-D0,stationary,0.3,0.5,0.1,0.9,0.9,0,0.03886547967858239,0.033530285690332486,1.1591156734399122
Fstationary-H0.3-I0.5-N0.1-S0.9-T0.9-D1,stationary,0.3,0.5,0.1,0.9,0.9,1,0.04508579323665192,0.04070416109566396,1.107645803845217
Fstationary-H0.3-I0.5-N0.1-S0.9-T0.9-D3,stationary,0.3,0.5,0.1,0.9,0.9,3,0.04382546979026184,0.03783762451555558,1.1582510887342987
Fstationary-H0.3-I0.5-N0.5-S0-T0-D0,stationary,0.3,0.5,0.5,0.0,0.0,0,0.021511025805106825,0.01834396864084517,1.172648417922488
Fstationary-H0.3-I0.5-N0.5-S0-T0-D1,stationary,0.3,0.5,0.5,0.0,0.0,1,0.02280840228779491,0.020188439612374386,1.129775392537749
Fstationary-H0.3-I0.5-N0.5-S0-T0-D3,stationary,0.3,0.5,0.5,0.0,0.0,3,0.02172994562936631,0.01985846052641731,1.0942411976225146
Fstationary-H0.3-I0.5-N0.5-S0-T0.9-D0,stationary,0.3,0.5,0.5,0.0,0.9,0,0.14992241703526646,0.1028814877734759,1.4572341465878207
Fstationary-H0.3-I0.5-N0.5-S0-T0.9-D1,stationary,0.3,0.5,0.5,0.0,0.9,1,0.15701282062196636,0.11596873397753223,1.3539237278591487
Fstationary-H0.3-I0.5-N0.5-S0-T0.9-D3,stationary,0.3,0.5,0.5,0.0,0.9,3,0.1579688886955464,0.11350696912054523,1.3917109224173037
Fstationary-H0.3-I0.5-N0.5-S0.9-T0-D0,stationary,0.3,0.5,0.5,0.9,0.0,0,0.022991016843451825,0.020626951231512335,1.114610520256035
Fstationary-H0.3-I0.5-N0.5-S0.9-T0-D1,stationary,0.3,0.5,0.5,0.9,0.0,1,0.021744871316486225,0.020271872786825334,1.0726621829739476
Fstationary-H0.3-I0.5-N0.5-S0.9-T0-D3,stationary,0.3,0.5,0.5,0.9,0.0,3,0.02241691389423396,0.01997720195380375,1.1221248073715187
Fstationary-H0.3-I0.5-N0.5-S0.9-T0.9-D0,stationary,0.3,0.5,0.5,0.9,0.9,0,0.18085727179206376,0.1542569627482957,1.1724415453918429
Fstationary-H0.3-I0.5-N0.5-S0.9-T0.9-D1,stationary,0.3,0.5,0.5,0.9,0.9,1,0.1618690269598167,0.14261244353858382,1.1350273716895047
Fstationary-H0.3-I0.5-N0.5-S0.9-T0.9-D3,stationary,0.3,0.5,0.5,0.9,0.9,3,0.15635323230749587,0.12677063543913367,1.233355277946569
Fstationary-H0.3-I1.5-N0.1-S0-T0-D0,stationary,0.3,1.5,0.1,0.0,0.0,0,0.07534948603051918,0.07898106756261944,0.9540195942626251
Fstationary-H0.3-I1.5-N0.1-S0-T0-D1,stationary,0.3,1.5,0.1,0.0,0.0,1,0.07944287034932196,0.07943747494749234,1.000067920107395
Fstationary-H0.3-I1.5-N0.1-S0-T0-D3,stationary,0.3,1.5,0.1,0.0,0.0,3,0.07912333290308803,0.07903182797136019,1.0011578238043666
Fstationary-H0.3-I1.5-N0.1-S0-T0.9-D0,stationary,0.3,1.5,0.1,0.0,0.9,0,0.10069437327785745,0.09521206481839427,1.057579976549401
Fstationary-H0.3-I1.5-N0.1-S0-T0.9-D1,stationary,0.3,1.5,0.1,0.0,0.9,1,0.10954276808093369,0.10574827276203073,1.0358823384987275
Fstationary-H0.3-I1.5-N0.1-S0-T0.9-D3,stationary,0.3,1.5,0.1,0.0,0.9,3,0.10786713403732898,0.10456973059880788,1.0315330585594784
Fstationary-H0.3-I1.5-N0.1-S0.9-T0-D0,stationary,0.3,1.5,0.1,0.9,0.0,0,0.07596207397081224,0.07897233507767351,0.9618820805551651
Fstationary-H0.3-I1.5-N0.1-S0.9-T0-D1,stationary,0.3,1.5,0.1,0.9,0.0,1,0.07864884842956518,0.07874327235261841,0.9988008636137143
Fstationary-H0.3-I1.5-N0.1-S0.9-T0-D3,stationary,0.3,1.5,0.1,0.9,0.0,3,0.07756156430647745,0.07738290350553564,1.0023087890586715
Fstationary-H0.3-I1.5-N0.1-S0.9-T0.9-D0,stationary,0.3,1.5,0.1,0.9,0.9,0,0.10513968211684961,0.1026673749444506,1.024080747888379
Fstationary-H0.3-I1.5-N0.1-S0.9-T0.9-D1,stationary,0.3,1.5,0.1,0.9,0.9,1,0.10451920184116865,0.0992602403573597,1.052981550970212
Fstationary-H0.3-I1.5-N0.1-S0.9-T0.9-D3,stationary,0.3,1.5,0.1,0.9,0.9,3,0.10635275789682602,0.10277293274997926,1.0348323731848306
Fstationary-H0.3-I1.5-N0.5-S0-T0-D0,stationary,0.3,1.5,0.5,0.0,0.0,0,0.08347541000625065,0.08693622779745011,0.9601913048348186
Fstationary-H0.3-I1.5-N0.5-S0-T0-D1,stationary,0.3,1.5,0.5,0.0,0.0,1,0.08755972427598066,0.08695520451976957,1.0069520825067309
Fstationary-H0.3-I1.5-N0.5-S0-T0-D3,stationary,0.3,1.5,0.5,0.0,0.0,3,0.09124548638694327,0.08944581383182115,1.020120254688564
Fstationary-H0.3-I1.5-N0.5-S0-T0.9-D0,stationary,0.3,1.5,0.5,0.0,0.9,0,0.21280618157389636,0.16960022458427465,1.2547517675494149
Fstationary-H0.3-I1.5-N0.5-S0-T0.9-D1,stationary,0.3,1.5,0.5,0.0,0.9,1,0.22818313960843023,0.2120188824392899,1.0762397055543806
Fstationary-H0.3-I1.5-N0.5-S0-T0.9-D3,stationary,0.3,1.5,0.5,0.0,0.9,3,0.22457785557115525,0.2132723158664012,1.0530098792186235
Fstationary-H0.3-I1.5-N0.5-S0.9-T0-D0,stationary,0.3,1.5,0.5,0.9,0.0,0,0.08447066219809227,0.08615593042805036,0.9804393241233059
Fstationary-H0.3-I1.5-N0.5-S0.9-T0-D1,stationary,0.3,1.5,0.5,0.9,0.0,1,0.09106079680147722,0.08965805658946113,1.0156454452101182
Fstationary-H0.3-I1.5-N0.5-S0.9-T0-D3,stationary,0.3,1.5,0.5,0.9,0.0,3,0.0872481536293801,0.08652005282782554,1.0084153994103942
Fstationary-H0.3-I1.5-N0.5-S0.9-T0.9-D0,stationary,0.3,1.5,0.5,0.9,0.9,0,0.23204988897545936,0.2085107252736802,1.1128918604588944
Fstationary-H0.3-I1.5-N0.5-S0.9-T0.9-D1,stationary,0.3,1.5,0.5,0.9,0.9,1,0.25437547832730234,0.24502370099807083,1.0381668274992921
Fstationary-H0.3-I1.5-N0.5-S0.9-T0.9-D3,stationary,0.3,1.5,0.5,0.9,0.9,3,0.20267177580327653,0.1934489103196088,1.0476759753695695
Fstationary-H0.6-I0.5-N0.1-S0-T0-D0,stationary,0.6,0.5,0.1,0.0,0.0,0,0.02175928429273801,0.021595393801645442,1.0075891411195328
Fstationary-H0.6-I0.5-N0.1-S0-T0-D1,stationary,0.6,0.5,0.1,0.0,0.0,1,0.02236882881634493,0.021997647368835152,1.0168736884125
Fstationary-H0.6-I0.5-N0.1-S0-T0-D3,stationary,0.6,0.5,0.1,0.0,0.0,3,0.02260181585365758,0.022185803946190914,1.0187512658308733
Fstationary-H0.6-I0.5-N0.1-S0-T0.9-D0,stationary,0.6,0.5,0.1,0.0,0.9,0,0.05069516875954978,0.0400226320287687,1.2666625404123735
Fstationary-H0.6-I0.5-N0.1-S0-T0.9-D1,stationary,0.6,0.5,0.1,0.0,0.9,1,0.052589671158731255,0.04278132523076113,1.229266996173312
Fstationary-H0.6-I0.5-N0.1-S0-T0.9-D3,stationary,0.6,0.5,0.1,0.0,0.9,3,0.050775363410875005,0.04141222643082737,1.2260959573300723
Fstationary-H0.6-I0.5-N0.1-S0.9-T0-D0,stationary,0.6,0.5,0.1,0.9,0.0,0,0.02183963149102152,0.021530321989921112,1.0143662273720386
Fstationary-H0.6-I0.5-N0.1-S0.9-T0-D1,stationary,0.6,0.5,0.1,0.9,0.0,1,0.022652463246765127,0.022585686707774694,1.0029565866140986
Fstationary-H0.6-I0.5-N0.1-S0.9-T0-D3,stationary,0.6,0.5,0.1,0.9,0.0,3,0.02256472498446828,0.02216115450746481,1.0182107153698843
Fstationary-H0.6-I0.5-N0.1-S0.9-T0.9-D0,stationary,0.6,0.5,0.1,0.9,0.9,0,0.05280134801649098,0.04688814109330994,1.1261130594069286
Fstationary-H0.6-I0.5-N0.1-S0.9-T0.9-D1,stationary,0.6,0.5,0.1,0.9,0.9,1,0.049548640427273846,0.04308120438274309,1.1501219879340558
Fstationary-H0.6-I0.5-N0.1-S0.9-T0.9-D3,stationary,0.6,0.5,0.1,0.9,0.9,3,0.053818882567455734,0.04561248560005167,1.1799155836268385
Fstationary-H0.6-I0.5-N0.5-S0-T0-D0,stationary,0.6,0.5,0.5,0.0,0.0,0,0.03043800910946714,0.027625558473356418,1.1018061096872738
Fstationary-H0.6-I0.5-N0.5-S0-T0-D1,stationary,0.6,0.5,0.5,0.0,0.0,1,0.03258851484396977,0.02887900489525217,1.1284500612875155
Fstationary-H0.6-I0.5-N0.5-S0-T0-D3,stationary,0.6,0.5,0.5,0.0,0.0,3,0.0321633210767327,0.029008344692240624,1.1087609933611962
Fstationary-H0.6-I0.5-N0.5-S0-T0.9-D0,stationary,0.6,0.5,0.5,0.0,0.9,0,0.18758657436743859,0.11991748421142615,1.5642971131441124
Fstationary-H0.6-I0.5-N0.5-S0-T0.9-D1,stationary,0.6,0.5,0.5,0.0,0.9,1,0.17699572295858684,0.13797777925879068,1.2827842563447425
Fstationary-H0.6-I0.5-N0.5-S0-T0.9-D3,stationary,0.6,0.5,0.5,0.0,0.9,3,0.1847437293062998,0.14096025545242774,1.3106086443539995
Fstationary-H0.6-I0.5-N0.5-S0.9-T0-D0,stationary,0.6,0.5,0.5,0.9,0.0,0,0.03213212153878141,0.030596461310079627,1.0501907790295957
Fstationary-H0.6-I0.5-N0.5-S0.9-T0-D1,stationary,0.6,0.5,0.5,0.9,0.0,1,0.029849784906423392,0.027432771119216617,1.0881068039646078
Fstationary-H0.6-I0.5-N0.5-S0.9-T0-D3,stationary,0.6,0.5,0.5,0.9,0.0,3,0.03204898354538399,0.028475955953728378,1.1254752464662312
Fstationary-H0.6-I0.5-N0.5-S0.9-T0.9-D0,stationary,0.6,0.5,0.5,0.9,0.9,0,0.16781148826281458,0.13510753186916133,1.2420587212363845
Fstationary-H0.6-I0.5-N0.5-S0.9-T0.9-D1,stationary,0.6,0.5,0.5,0.9,0.9,1,0.16652797426744248,0.13196732563684582,1.2618879216034304
Fstationary-H0.6-I0.5-N0.5-S0.9-T0.9-D3,stationary,0.6,0.5,0.5,0.9,0.9,3,0.14840416972638457,0.11197937308242581,1.3252813053092125
Fstationary-H0.6-I1.5-N0.1-S0-T0-D0,stationary,0.6,1.5,0.1,0.0,0.0,0,0.08266886437744844,0.08807593197925312,0.9386090220075293
Fstationary-H0.6-I1.5-N0.1-S0-T0-D1,stationary,0.6,1.5,0.1,0.0,0.0,1,0.08858089572468587,0.08837560669426517,1.002322915090483
Fstationary-H0.6-I1.5-N0.1-S0-T0-D3,stationary,0.6,1.5,0.1,0.0,0.0,3,0.08804678366900165,0.08772664095371932,1.003649321480931
Fstationary-H0.6-I1.5-N0.1-S0-T0.9-D0,stationary,0.6,1.5,0.1,0.0,0.9,0,0.11196901028463999,0.10670487999110656,1.0493335477625032
Fstationary-H0.6-I1.5-N0.1-S0-T0.9-D1,stationary,0.6,1.5,0.1,0.0,0.9,1,0.11757859570947121,0.11331688770399388,1.0376087632816897
Fstationary-H0.6-I1.5-N0.1-S0-T0.9-D3,stationary,0.6,1.5,0.1,0.0,0.9,3,0.11686094816567388,0.11196539473297532,1.0437238080960096
Fstationary-H0.6-I1.5-N0.1-S0.9-T0-D0,stationary,0.6,1.5,0.1,0.9,0.0,0,0.08224772015686507,0.087461889592765,0.9403835263544174
Fstationary-H0.6-I1.5-N0.1-S0.9-T0-D1,stationary,0.6,1.5,0.1,0.9,0.0,1,0.08917177430787662,0.08927333314099445,0.9988623833171163
Fstationary-H0.6-I1.5-N0.1-S0.9-T0-D3,stationary,0.6,1.5,0.1,0.9,0.0,3,0.08765225012464131,0.08751132384291366,1.0016103776693017
Fstationary-H0.6-I1.5-N0.1-S0.9-T0.9-D0,stationary,0.6,1.5,0.1,0.9,0.9,0,0.10961795318767972,0.10725163120478261,1.0220632726636945
Fstationary-H0.6-I1.5-N0.1-S0.9-T0.9-D1,stationary,0.6,1.5,0.1,0.9,0.9,1,0.10984797795362804,0.10580889315505565,1.038173396187534
Fstationary-H0.6-I1.5-N0.1-S0.9-T0.9-D3,stationary,0.6,1.5,0.1,0.9,0.9,3,0.11539078568862962,0.1107528994927572,1.0418759799257058
Fstationary-H0.6-I1.5-N0.5-S0-T0-D0,stationary,0.6,1.5,0.5,0.0,0.0,0,0.09260071257616853,0.09610610750871729,0.9635257839130484
Fstationary-H0.6-I1.5-N0.5-S0-T0-D1,stationary,0.6,1.5,0.5,0.0,0.0,1,0.09799178798101005,0.09545417843398626,1.026584583185939
Fstationary-H0.6-I1.5-N0.5-S0-T0-D3,stationary,0.6,1.5,0.5,0.0,0.0,3,0.09617760424750527,0.09431669136569448,1.0197304724631981
Fstationary-H0.6-I1.5-N0.5-S0-T0.9-D0,stationary,0.6,1.5,0.5,0.0,0.9,0,0.23981182032607762,0.18725202245684763,1.2806901478532358
Fstationary-H0.6-I1.5-N0.5-S0-T0.9-D1,stationary,0.6,1.5,0.5,0.0,0.9,1,0.24698314064577978,0.2238521705718251,1.1033314531410043
Fstationary-H0.6-I1.5-N0.5-S0-T0.9-D3,stationary,0.6,1.5,0.5,0.0,0.9,3,0.2313535301576184,0.20580047213715402,1.1241642341978435
Fstationary-H0.6-I1.5-N0.5-S0.9-T0-D0,stationary,0.6,1.5,0.5,0.9,0.0,0,0.0898363202001268,0.09306808218930157,0.965275291881471
Fstationary-H0.6-I1.5-N0.5-S0.9-T0-D1,stationary,0.6,1.5,0.5,0.9,0.0,1,0.09583280990899337,0.09470446603642377,1.011914368136933
Fstationary-H0.6-I1.5-N0.5-S0.9-T0-D3,stationary,0.6,1.5,0.5,0.9,0.0,3,0.10183158344425508,0.09928074049415657,1.0256932305037416
Fstationary-H0.6-I1.5-N0.5-S0.9-T0.9-D0,stationary,0.6,1.5,0.5,0.9,0.9,0,0.25127058789730405,0.22858809000848884,1.0992286951081873
Fstationary-H0.6-I1.5-N0.5-S0.9-T0.9-D1,stationary,0.6,1.5,0.5,0.9,0.9,1,0.2983373422826719,0.26084538978365435,1.1437324712931036
Fstationary-H0.6-I1.5-N0.5-S0.9-T0.9-D3,stationary,0.6,1.5,0.5,0.9,0.9,3,0.22094839684065593,0.2071129578154708,1.0668014168264255
