cell_id,schedule_family,target_scale,initial_common_parameter,noise_scale,spatial_correlation,temporal_correlation,delay,mean_continuous_auc,mean_strong_static_auc,continuous_to_static_ratio
Fsingle_switch-H0.1-I0.5-N0.5-S0-T0.9-D3,single_switch,0.1,0.5,0.5,0.0,0.9,3,0.16351659507086308,0.11567259263224192,1.413615717862672
Fsingle_switch-H0.1-I0.5-N0.5-S0.9-T0-D0,single_switch,0.1,0.5,0.5,0.9,0.0,0,0.019042737689846843,0.018551014621976815,1.026506532278159
Fsingle_switch-H0.1-I0.5-N0.5-S0.9-T0-D1,single_switch,0.1,0.5,0.5,0.9,0.0,1,0.019021192920666657,0.01868834776835601,1.0178103038554451
Fsingle_switch-H0.1-I0.5-N0.5-S0.9-T0-D3,single_switch,0.1,0.5,0.5,0.9,0.0,3,0.018625939696494072,0.018363294882101474,1.0143027063541084
Fsingle_switch-H0.1-I0.5-N0.5-S0.9-T0.9-D0,single_switch,0.1,0.5,0.5,0.9,0.9,0,0.1769759372974139,0.16792902854111413,1.0538734061340966
Fsingle_switch-H0.1-I0.5-N0.5-S0.9-T0.9-D1,single_switch,0.1,0.5,0.5,0.9,0.9,1,0.12852456816645624,0.12062254572690759,1.065510327210628
Fsingle_switch-H0.1-I0.5-N0.5-S0.9-T0.9-D3,single_switch,0.1,0.5,0.5,0.9,0.9,3,0.17230178805520913,0.14139058279910677,1.2186228010674671
Fsingle_switch-H0.1-I1.5-N0.1-S0-T0-D0,single_switch,0.1,1.5,0.1,0.0,0.0,0,0.07582370464926867,0.07325640806148473,1.0350453517408222
Fsingle_switch-H0.1-I1.5-N0.1-S0-T0-D1,single_switch,0.1,1.5,0.1,0.0,0.0,1,0.07579139436729482,0.0765774762155042,0.9897348164622559
Fsingle_switch-H0.1-I1.5-N0.1-S0-T0-D3,single_switch,0.1,1.5,0.1,0.0,0.0,3,0.07643830739470686,0.07650497869181638,0.9991285364920093
Fsingle_switch-H0.1-I1.5-N0.1-S0-T0.9-D0,single_switch,0.1,1.5,0.1,0.0,0.9,0,0.10071185077740635,0.09304392965714782,1.082411836521884
Fsingle_switch-H0.1-I1.5-N0.1-S0-T0.9-D1,single_switch,0.1,1.5,0.1,0.0,0.9,1,0.10748365200046148,0.10619534231890282,1.0121315083451579
Fsingle_switch-H0.1-I1.5-N0.1-S0-T0.9-D3,single_switch,0.1,1.5,0.1,0.0,0.9,3,0.10539511755422812,0.10362551753600983,1.0170768750815005
Fsingle_switch-H0.1-I1.5-N0.1-S0.9-T0-D0,single_switch,0.1,1.5,0.1,0.9,0.0,0,0.0779740502080832,0.0744741628860026,1.0469946513858488
Fsingle_switch-H0.1-I1.5-N0.1-S0.9-T0-D1,single_switch,0.1,1.5,0.1,0.9,0.0,1,0.07727389908487134,0.07764892157322945,0.9951702807874231
Fsingle_switch-H0.1-I1.5-N0.1-S0.9-T0-D3,single_switch,0.1,1.5,0.1,0.9,0.0,3,0.07693675233268045,0.07696531584934962,0.9996288780685955
Fsingle_switch-H0.1-I1.5-N0.1-S0.9-T0.9-D0,single_switch,0.1,1.5,0.1,0.9,0.9,0,0.09526134178342917,0.09024447287773232,1.055591979715965
Fsingle_switch-H0.1-I1.5-N0.1-S0.9-T0.9-D1,single_switch,0.1,1.5,0.1,0.9,0.9,1,0.10603337891267693,0.10445405917043281,1.0151197546058714
Fsingle_switch-H0.1-I1.5-N0.1-S0.9-T0.9-D3,single_switch,0.1,1.5,0.1,0.9,0.9,3,0.09876268373029017,0.09813430919319296,1.0064032094612307
Fsingle_switch-H0.1-I1.5-N0.5-S0-T0-D0,single_switch,0.1,1.5,0.5,0.0,0.0,0,0.08042404091383563,0.08041329011365934,1.0001336943204424
Fsingle_switch-H0.1-I1.5-N0.5-S0-T0-D1,single_switch,0.1,1.5,0.5,0.0,0.0,1,0.08494158613421983,0.08530600641585194,0.9957280817970118
Fsingle_switch-H0.1-I1.5-N0.5-S0-T0-D3,single_switch,0.1,1.5,0.5,0.0,0.0,3,0.08527162370386168,0.08468790207324747,1.0068926212165386
Fsingle_switch-H0.1-I1.5-N0.5-S0-T0.9-D0,single_switch,0.1,1.5,0.5,0.0,0.9,0,0.2046939457899213,0.17145957553010274,1.193832103905936
Fsingle_switch-H0.1-I1.5-N0.5-S0-T0.9-D1,single_switch,0.1,1.5,0.5,0.0,0.9,1,0.2110831671178588,0.20351704323716904,1.0371768563474684
Fsingle_switch-H0.1-I1.5-N0.5-S0-T0.9-D3,single_switch,0.1,1.5,0.5,0.0,0.9,3,0.20000138327780975,0.19241023856010148,1.0394529146396598
Fsingle_switch-H0.1-I1.5-N0.5-S0.9-T0-D0,single_switch,0.1,1.5,0.5,0.9,0.0,0,0.08786185046196719,0.08344934993286826,1.0528763918790094
Fsingle_switch-H0.1-I1.5-N0.5-S0.9-T0-D1,single_switch,0.1,1.5,0.5,0.9,0.0,1,0.09033022729568058,0.09024626139331567,1.0009304086514894
Fsingle_switch-H0.1-I1.5-N0.5-S0.9-T0-D3,single_switch,0.1,1.5,0.5,0.9,0.0,3,0.08752336045936777,0.08727502872603458,1.0028453927424388
Fsingle_switch-H0.1-I1.5-N0.5-S0.9-T0.9-D0,single_switch,0.1,1.5,0.5,0.9,0.9,0,0.18534654239924922,0.17010485591456162,1.0896017130301268
Fsingle_switch-H0.1-I1.5-N0.5-S0.9-T0.9-D1,single_switch,0.1,1.5,0.5,0.9,0.9,1,0.20723498773109683,0.2038643648494848,1.0165336540503318
Fsingle_switch-H0.1-I1.5-N0.5-S0.9-T0.9-D3,single_switch,0.1,1.5,0.5,0.9,0.9,3,0.21358075468865118,0.2134026384130876,1.0008346488913544
Fsingle_switch-H0.3-I0.5-N0.1-S0-T0-D0,single_switch,0.3,0.5,0.1,0.0,0.0,0,0.014015106323543677,0.018961697286899594,0.7391272053070135
Fsingle_switch-H0.3-I0.5-N0.1-S0-T0-D1,single_switch,0.3,0.5,0.1,0.0,0.0,1,0.015110790948378455,0.019392592800757884,0.7792042613191934
Fsingle_switch-H0.3-I0.5-N0.1-S0-T0-D3,single_switch,0.3,0.5,0.1,0.0,0.0,3,0.01485204456583038,0.018188620674548323,0.8165569468724544
Fsingle_switch-H0.3-I0.5-N0.1-S0-T0.9-D0,single_switch,0.3,0.5,0.1,0.0,0.9,0,0.04285544061971954,0.041878812052089986,1.023320350310195
Fsingle_switch-H0.3-I0.5-N0.1-S0-T0.9-D1,single_switch,0.3,0.5,0.1,0.0,0.9,1,0.0427462155671382,0.04099057410345215,1.0428303702030413
Fsingle_switch-H0.3-I0.5-N0.1-S0-T0.9-D3,single_switch,0.3,0.5,0.1,0.0,0.9,3,0.04653294430639649,0.042654285419352705,1.0909324549435306
Fsingle_switch-H0.3-I0.5-N0.1-S0.9-T0-D0,single_switch,0.3,0.5,0.1,0.9,0.0,0,0.014119615603152433,0.018703002174392858,0.754938457018641
Fsingle_switch-H0.3-I0.5-N0.1-S0.9-T0-D1,single_switch,0.3,0.5,0.1,0.9,0.0,1,0.015165765746103864,0.01961730231122195,0.7730811049095362
Fsingle_switch-H0.3-I0.5-N0.1-S0.9-T0-D3,single_switch,0.3,0.5,0.1,0.9,0.0,3,0.014046639407816973,0.01784703480459779,0.7870573213763358
Fsingle_switch-H0.3-I0.5-N0.1-S0.9-T0.9-D0,single_switch,0.3,0.5,0.1,0.9,0.9,0,0.04400061303299809,0.043246365290023785,1.0174407198828406
Fsingle_switch-H0.3-I0.5-N0.1-S0.9-T0.9-D1,single_switch,0.3,0.5,0.1,0.9,0.9,1,0.04428300431789829,0.042326775711145306,1.0462172838324153
Fsingle_switch-H0.3-I0.5-N0.1-S0.9-T0.9-D3,single_switch,0.3,0.5,0.1,0.9,0.9,3,0.03743193155009455,0.03622164539178116,1.0334133401512458
Fsingle_switch-H0.3-I0.5-N0.5-S0-T0-D0,single_switch,0.3,0.5,0.5,0.0,0.0,0,0.02672685348931149,0.027241363046122104,0.981112929043253
Fsingle_switch-H0.3-I0.5-N0.5-S0-T0-D1,single_switch,0.3,0.5,0.5,0.0,0.0,1,0.027588221503811433,0.02870173225895318,0.9612040574730677
Fsingle_switch-H0.3-I0.5-N0.5-S0-T0-D3,single_switch,0.3,0.5,0.5,0.0,0.0,3,0.02524223595348595,0.024638298200326057,1.0245121537311332
Fsingle_switch-H0.3-I0.5-N0.5-S0-T0.9-D0,single_switch,0.3,0.5,0.5,0.0,0.9,0,0.16568541453139096,0.1348062237321902,1.229063539829928
Fsingle_switch-H0.3-I0.5-N0.5-S0-T0.9-D1,single_switch,0.3,0.5,0.5,0.0,0.9,1,0.16719436617256855,0.14211764999133167,1.1764503999521974
Fsingle_switch-H0.3-I0.5-N0.5-S0-T0.9-D3,single_switch,0.3,0.5,0.5,0.0,0.9,3,0.15107028112944143,0.11759727579224427,1.2846409928435158
Fsingle_switch-H0.3-I0.5-N0.5-S0.9-T0-D0,single_switch,0.3,0.5,0.5,0.9,0.0,0,0.025787197356837117,0.026818586322724346,0.9615420084610017
Fsingle_switch-H0.3-I0.5-N0.5-S0.9-T0-D1,single_switch,0.3,0.5,0.5,0.9,0.0,1,0.027000545573478713,0.027465753544418853,0.9830622535009722
Fsingle_switch-H0.3-I0.5-N0.5-S0.9-T0-D3,single_switch,0.3,0.5,0.5,0.9,0.0,3,0.026630313915262677,0.0263502306962088,1.010629251116734
Fsingle_switch-H0.3-I0.5-N0.5-S0.9-T0.9-D0,single_switch,0.3,0.5,0.5,0.9,0.9,0,0.16633796230713557,0.14296836239019856,1.1634599398512742
Fsingle_switch-H0.3-I0.5-N0.5-S0.9-T0.9-D1,single_switch,0.3,0.5,0.5,0.9,0.9,1,0.16511269628527153,0.14820326656157634,1.1140962012242124
Fsingle_switch-H0.3-I0.5-N0.5-S0.9-T0.9-D3,single_switch,0.3,0.5,0.5,0.9,0.9,3,0.148527928296173,0.1318312868864813,1.1266515847946552
Fsingle_switch-H0.3-I1.5-N0.1-S0-T0-D0,single_switch,0.3,1.5,0.1,0.0,0.0,0,0.07616321034728474,0.08024564203753498,0.9491258143546203
Fsingle_switch-H0.3-I1.5-N0.1-S0-T0-D1,single_switch,0.3,1.5,0.1,0.0,0.0,1,0.08030398858265358,0.08463963372136847,0.9487752374615925
Fsingle_switch-H0.3-I1.5-N0.1-S0-T0-D3,single_switch,0.3,1.5,0.1,0.0,0.0,3,0.07956090186096913,0.08423232631798899,0.944541191473395
Fsingle_switch-H0.3-I1.5-N0.1-S0-T0.9-D0,single_switch,0.3,1.5,0.1,0.0,0.9,0,0.10774834011529175,0.10425672459379538,1.0334905545431279
Fsingle_switch-H0.3-I1.5-N0.1-S0-T0.9-D1,single_switch,0.3,1.5,0.1,0.0,0.9,1,0.11006882451933493,0.11006407678954426,1.0000431360524629
Fsingle_switch-H0.3-I1.5-N0.1-S0-T0.9-D3,single_switch,0.3,1.5,0.1,0.0,0.9,3,0.10562679289151744,0.10423142428120422,1.0133872161868256
Fsingle_switch-H0.3-I1.5-N0.1-S0.9-T0-D0,single_switch,0.3,1.5,0.1,0.9,0.0,0,0.07972708953394769,0.08325147534996788,0.9576657854866286
Fsingle_switch-H0.3-I1.5-N0.1-S0.9-T0-D1,single_switch,0.3,1.5,0.1,0.9,0.0,1,0.07985178689249053,0.08426086845847142,0.9476734379001336
Fsingle_switch-H0.3-I1.5-N0.1-S0.9-T0-D3,single_switch,0.3,1.5,0.1,0.9,0.0,3,0.07829446563249695,0.08290417956217838,0.9443970864433423
Fsingle_switch-H0.3-I1.5-N0.1-S0.9-T0.9-D0,single_switch,0.3,1.5,0.1,0.9,0.9,0,0.10663677924444338,0.10018490281643107,1.0643996874442658
Fsingle_switch-H0.3-I1.5-N0.1-S0.9-T0.9-D1,single_switch,0.3,1.5,0.1,0.9,0.9,1,0.11397696383375011,0.11269158192385026,1.0114061927959128
Fsingle_switch-H0.3-I1.5-N0.1-S0.9-T0.9-D3,single_switch,0.3,1.5,0.1,0.9,0.9,3,0.11092357789475636,0.11234465045773016,0.9873507767643241
Fsingle_switch-H0.3-I1.5-N0.5-S0-T0-D0,single_switch,0.3,1.5,0.5,0.0,0.0,0,0.08511605633938304,0.08736679468800532,0.9742380574146063
Fsingle_switch-H0.3-I1.5-N0.5-S0-T0-D1,single_switch,0.3,1.5,0.5,0.0,0.0,1,0.09040177492720675,0.09230987205292923,0.9793294359174455
Fsingle_switch-H0.3-I1.5-N0.5-S0-T0-D3,single_switch,0.3,1.5,0.5,0.0,0.0,3,0.09226622335189583,0.09402376793914746,0.9813074435775736
Fsingle_switch-H0.3-I1.5-N0.5-S0-T0.9-D0,single_switch,0.3,1.5,0.5,0.0,0.9,0,0.22777523624086132,0.19145513998229874,1.1897055167174964
Fsingle_switch-H0.3-I1.5-N0.5-S0-T0.9-D1,single_switch,0.3,1.5,0.5,0.0,0.9,1,0.2271415940299999,0.21682009888595472,1.0476039592135515
Fsingle_switch-H0.3-I1.5-N0.5-S0-T0.9-D3,single_switch,0.3,1.5,0.5,0.0,0.9,3,0.2316396113888078,0.22352760937839158,1.0362908279338507
Fsingle_switch-H0.3-I1.5-N0.5-S0.9-T0-D0,single_switch,0.3,1.5,0.5,0.9,0.0,0,0.08694753249680594,0.08704522080767539,0.9988777291853244
Fsingle_switch-H0.3-I1.5-N0.5-S0.9-T0-D1,single_switch,0.3,1.5,0.5,0.9,0.0,1,0.0928625821915355,0.09488238005820185,0.9787126138127291
Fsingle_switch-H0.3-I1.5-N0.5-S0.9-T0-D3,single_switch,0.3,1.5,0.5,0.9,0.0,3,0.09026080981891041,0.09150840921853204,0.9863662868770647
Fsingle_switch-H0.3-I1.5-N0.5-S0.9-T0.9-D0,single_switch,0.3,1.5,0.5,0.9,0.9,0,0.23583630544102147,0.2175842398015443,1.0838850536974767
Fsingle_switch-H0.3-I1.5-N0.5-S0.9-T0.9-D1,single_switch,0.3,1.5,0.5,0.9,0.9,1,0.21402796812925806,0.20436744117897465,1.0472703816936437
Fsingle_switch-H0.3-I1.5-N0.5-S0.9-T0.9-D3,single_switch,0.3,1.5,0.5,0.9,0.9,3,0.2511714181997068,0.24231910321578232,1.0365316430543308
Fsingle_switch-H0.6-I0.5-N0.1-S0-T0-D0,single_switch,0.6,0.5,0.1,0.0,0.0,0,0.023144300083970906,0.04527612005416108,0.5111811713610791
Fsingle_switch-H0.6-I0.5-N0.1-S0-T0-D1,single_switch,0.6,0.5,0.1,0.0,0.0,1,0.023995428947418535,0.046575962378961694,0.5151891173430104
Fsingle_switch-H0.6-I0.5-N0.1-S0-T0-D3,single_switch,0.6,0.5,0.1,0.0,0.0,3,0.02385802372464211,0.044901287913699586,0.5313438619065294
Fsingle_switch-H0.6-I0.5-N0.1-S0-T0.9-D0,single_switch,0.6,0.5,0.1,0.0,0.9,0,0.04776798960115586,0.06554030551692351,0.7288337950884503
Fsingle_switch-H0.6-I0.5-N0.1-S0-T0.9-D1,single_switch,0.6,0.5,0.1,0.0,0.9,1,0.052108062224531584,0.06772220546927558,0.7694383528039725
Fsingle_switch-H0.6-I0.5-N0.1-S0-T0.9-D3,single_switch,0.6,0.5,0.1,0.0,0.9,3,0.05500933153234996,0.06832584145427638,0.8051028770595116
Fsingle_switch-H0.6-I0.5-N0.1-S0.9-T0-D0,single_switch,0.6,0.5,0.1,0.9,0.0,0,0.023980720432853292,0.04551484956577561,0.5268768470430215
Fsingle_switch-H0.6-I0.5-N0.1-S0.9-T0-D1,single_switch,0.6,0.5,0.1,0.9,0.0,1,0.022997337508345237,0.04560194296119848,0.5043060890610095
Fsingle_switch-H0.6-I0.5-N0.1-S0.9-T0-D3,single_switch,0.6,0.5,0.1,0.9,0.0,3,0.024851900159243122,0.04546433766589955,0.5466240450233865
Fsingle_switch-H0.6-I0.5-N0.1-S0.9-T0.9-D0,single_switch,0.6,0.5,0.1,0.9,0.9,0,0.05841576791231515,0.07349301242676276,0.7948479179640053
Fsingle_switch-H0.6-I0.5-N0.1-S0.9-T0.9-D1,single_switch,0.6,0.5,0.1,0.9,0.9,1,0.061456028627611375,0.07748074808531885,0.7931780493386349
Fsingle_switch-H0.6-I0.5-N0.1-S0.9-T0.9-D3,single_switch,0.6,0.5,0.1,0.9,0.9,3,0.0510695730324055,0.06513872972195701,0.7840124185779282
Fsingle_switch-H0.6-I0.5-N0.5-S0-T0-D0,single_switch,0.6,0.5,0.5,0.0,0.0,0,0.03700530426364618,0.05323549472436109,0.6951246429708143
Fsingle_switch-H0.6-I0.5-N0.5-S0-T0-D1,single_switch,0.6,0.5,0.5,0.0,0.0,1,0.03745528026204345,0.05412263307566213,0.6920446795277287
Fsingle_switch-H0.6-I0.5-N0.5-S0-T0-D3,single_switch,0.6,0.5,0.5,0.0,0.0,3,0.03570653207497965,0.05199740630238174,0.6866983300538995
Fsingle_switch-H0.6-I0.5-N0.5-S0-T0.9-D0,single_switch,0.6,0.5,0.5,0.0,0.9,0,0.1797305272904806,0.17575706001332975,1.022607724986123
Fsingle_switch-H0.6-I0.5-N0.5-S0-T0.9-D1,single_switch,0.6,0.5,0.5,0.0,0.9,1,0.18049086048309715,0.1724567869876944,1.0465860093750674
Fsingle_switch-H0.6-I0.5-N0.5-S0-T0.9-D3,single_switch,0.6,0.5,0.5,0.0,0.9,3,0.1823501574571445,0.17220109477001316,1.0589372715701149
Fsingle_switch-H0.6-I0.5-N0.5-S0.9-T0-D0,single_switch,0.6,0.5,0.5,0.9,0.0,0,0.03782048355724095,0.05278477878886538,0.7165035910924182
Fsingle_switch-H0.6-I0.5-N0.5-S0.9-T0-D1,single_switch,0.6,0.5,0.5,0.9,0.0,1,0.03488228561388049,0.051019016070857515,0.6837114531067081
Fsingle_switch-H0.6-I0.5-N0.5-S0.9-T0-D3,single_switch,0.6,0.5,0.5,0.9,0.0,3,0.037694995896205855,0.051835618947546264,0.7272025811894008
Fsingle_switch-H0.6-I0.5-N0.5-S0.9-T0.9-D0,single_switch,0.6,0.5,0.5,0.9,0.9,0,0.18545059390533863,0.17606825168478213,1.053288097830118
Fsingle_switch-H0.6-I0.5-N0.5-S0.9-T0.9-D1,single_switch,0.6,0.5,0.5,0.9,0.9,1,0.1876237065316954,0.17328828619744013,1.0827258474812422
Fsingle_switch-H0.6-I0.5-N0.5-S0.9-T0.9-D3,single_switch,0.6,0.5,0.5,0.9,0.9,3,0.1856030565099384,0.17867519102956042,1.0387735165719332
Fsingle_switch-H0.6-I1.5-N0.1-S0-T0-D0,single_switch,0.6,1.5,0.1,0.0,0.0,0,0.08369770924201797,0.10768025082900558,0.7772800360107679
Fsingle_switch-H0.6-I1.5-N0.1-S0-T0-D1,single_switch,0.6,1.5,0.1,0.0,0.0,1,0.08872321281946256,0.11068095805711181,0.8016122590272577
Fsingle_switch-H0.6-I1.5-N0.1-S0-T0-D3,single_switch,0.6,1.5,0.1,0.0,0.0,3,0.08923005653343104,0.11015802449813261,0.8100186703597217
Fsingle_switch-H0.6-I1.5-N0.1-S0-T0.9-D0,single_switch,0.6,1.5,0.1,0.0,0.9,0,0.10919695008429893,0.12671474154798834,0.8617541159798269
Fsingle_switch-H0.6-I1.5-N0.1-S0-T0.9-D1,single_switch,0.6,1.5,0.1,0.0,0.9,1,0.11877890994258049,0.13823910657849459,0.8592279918644855
Fsingle_switch-H0.6-I1.5-N0.1-S0-T0.9-D3,single_switch,0.6,1.5,0.1,0.0,0.9,3,0.12565043930106373,0.13968842833809264,0.8995049969131853
Fsingle_switch-H0.6-I1.5-N0.1-S0.9-T0-D0,single_switch,0.6,1.5,0.1,0.9,0.0,0,0.08487410456668146,0.1085233271974802,0.7820816662968305
Fsingle_switch-H0.6-I1.5-N0.1-S0.9-T0-D1,single_switch,0.6,1.5,0.1,0.9,0.0,1,0.09017619817533312,0.11241589773853708,0.80216588569234
Fsingle_switch-H0.6-I1.5-N0.1-S0.9-T0-D3,single_switch,0.6,1.5,0.1,0.9,0.0,3,0.08945998287492662,0.11038827918124029,0.81041197071337
Fsingle_switch-H0.6-I1.5-N0.1-S0.9-T0.9-D0,single_switch,0.6,1.5,0.1,0.9,0.9,0,0.11050028378335523,0.12756946706333974,0.866196953919158
Fsingle_switch-H0.6-I1.5-N0.1-S0.9-T0.9-D1,single_switch,0.6,1.5,0.1,0.9,0.9,1,0.11297447848571747,0.12764661174542086,0.8850566179620531
Fsingle_switch-H0.6-I1.5-N0.1-S0.9-T0.9-D3,single_switch,0.6,1.5,0.1,0.9,0.9,3,0.11161089154093548,0.12742911216502717,0.875866508403462
Fsingle_switch-H0.6-I1.5-N0.5-S0-T0-D0,single_switch,0.6,1.5,0.5,0.0,0.0,0,0.09315622256384978,0.11474779309682107,0.8118345464408809
Fsingle_switch-H0.6-I1.5-N0.5-S0-T0-D1,single_switch,0.6,1.5,0.5,0.0,0.0,1,0.10278380051889367,0.11923022505890696,0.8620616162396091
Fsingle_switch-H0.6-I1.5-N0.5-S0-T0-D3,single_switch,0.6,1.5,0.5,0.0,0.0,3,0.10295292561953412,0.11814023168335723,0.8714467895701393
Fsingle_switch-H0.6-I1.5-N0.5-S0-T0.9-D0,single_switch,0.6,1.5,0.5,0.0,0.9,0,0.2350030722980035,0.22901860509155147,1.0261309215644716
Fsingle_switch-H0.6-I1.5-N0.5-S0-T0.9-D1,single_switch,0.6,1.5,0.5,0.0,0.9,1,0.2431182618104838,0.23010019892287753,1.0565756263946973
Fsingle_switch-H0.6-I1.5-N0.5-S0-T0.9-D3,single_switch,0.6,1.5,0.5,0.0,0.9,3,0.24779723825352792,0.23393891803190497,1.0592390541010066
Fsingle_switch-H0.6-I1.5-N0.5-S0.9-T0-D0,single_switch,0.6,1.5,0.5,0.9,0.0,0,0.10101866521225134,0.11901564674184717,0.8487847436679273
Fsingle_switch-H0.6-I1.5-N0.5-S0.9-T0-D1,single_switch,0.6,1.5,0.5,0.9,0.0,1,0.10251323976853344,0.1185614296425925,0.8646424058613591
Fsingle_switch-H0.6-I1.5-N0.5-S0.9-T0-D3,single_switch,0.6,1.5,0.5,0.9,0.0,3,0.10129708835893751,0.11678100543745724,0.8674106544937032
Fsingle_switch-H0.6-I1.5-N0.5-S0.9-T0.9-D0,single_switch,0.6,1.5,0.5,0.9,0.9,0,0.2547525279932036,0.24575894472432855,1.0365951411411019
Fsingle_switch-H0.6-I1.5-N0.5-S0.9-T0.9-D1,single_switch,0.6,1.5,0.5,0.9,0.9,1,0.2397488858687215,0.22578046726314194,1.0618672588240314
Fsingle_switch-H0.6-I1.5-N0.5-S0.9-T0.9-D3,single_switch,0.6,1.5,0.5,0.9,0.9,3,0.2174927299057792,0.2106629389998686,1.0324204672085908
Fstationary-H0.1-I0.5-N0.1-S0-T0-D0,stationary,0.1,0.5,0.1,0.0,0.0,0,0.009989718673279982,0.010017598763901608,0.9972168888694074
Fstationary-H0.1-I0.5-N0.1-S0-T0-D1,stationary,0.1,0.5,0.1,0.0,0.0,1,0.010693244893844453,0.010572170691330755,1.0114521611548495
Fstationary-H0.1-I0.5-N0.1-S0-T0-D3,stationary,0.1,0.5,0.1,0.0,0.0,3,0.010802101311938934,0.010660426554997722,1.0132897831254974
Fstationary-H0.1-I0.5-N0.1-S0-T0.9-D0,stationary,0.1,0.5,0.1,0.0,0.9,0,0.035300797138803075,0.02754044463821643,1.2817802182401228
Fstationary-H0.1-I0.5-N0.1-S0-T0.9-D1,stationary,0.1,0.5,0.1,0.0,0.9,1,0.036977268269738975,0.03466868194930794,1.066589965081644
Fstationary-H0.1-I0.5-N0.1-S0-T0.9-D3,stationary,0.1,0.5,0.1,0.0,0.9,3,0.03917085588982412,0.036108056363051796,1.084823162342972
Fstationary-H0.1-I0.5-N0.1-S0.9-T0-D0,stationary,0.1,0.5,0.1,0.9,0.0,0,0.010593391197335066,0.010584085047922645,1.0008792587522004
Fstationary-H0.1-I0.5-N0.1-S0.9-T0-D1,stationary,0.1,0.5,0.1,0.9,0.0,1,0.010370100850547018,0.010225161755806539,1.0141747483513572
Fstationary-H0.1-I0.5-N0.1-S0.9-T0-D3,stationary,0.1,0.5,0.1,0.9,0.0,3,0.010178355089015545,0.0100407302602944,1.0137066553082674
Fstationary-H0.1-I0.5-N0.1-S0.9-T0.9-D0,stationary,0.1,0.5,0.1,0.9,0.9,0,0.03601749777422286,0.033360021182390794,1.0796605187179804
Fstationary-H0.1-I0.5-N0.1-S0.9-T0.9-D1,stationary,0.1,0.5,0.1,0.9,0.9,1,0.034689299442073676,0.03271577108313402,1.060323455434528
Fstationary-H0.1-I0.5-N0.1-S0.9-T0.9-D3,stationary,0.1,0.5,0.1,0.9,0.9,3,0.03329994597243808,0.031947930960764315,1.0423193293279052
Fstationary-H0.1-I0.5-N0.5-S0-T0-D0,stationary,0.1,0.5,0.5,0.0,0.0,0,0.01772426306150876,0.015938256224918207,1.1120578569817614
Fstationary-H0.1-I0.5-N0.5-S0-T0-D1,stationary,0.1,0.5,0.5,0.0,0.0,1,0.018816843658869466,0.018013333054448497,1.0446064369093835
Fstationary-H0.1-I0.5-N0.5-S0-T0-D3,stationary,0.1,0.5,0.5,0.0,0.0,3,0.019296890219026572,0.018637372068337738,1.0353868639994188
Fstationary-H0.1-I0.5-N0.5-S0-T0.9-D0,stationary,0.1,0.5,0.5,0.0,0.9,0,0.15640103255512566,0.11009420373127171,1.4206109609265536
Fstationary-H0.1-I0.5-N0.5-S0-T0.9-D1,stationary,0.1,0.5,0.5,0.0,0.9,1,0.13856259795404488,0.10240381422596806,1.3530999699707231
Fstationary-H0.1-I0.5-N0.5-S0-T0.9-D3,stationary,0.1,0.5,0.5,0.0,0.9,3,0.1411669763648129,0.10012652172597672,1.4098859516078515
Fstationary-H0.1-I0.5-N0.5-S0.9-T0-D0,stationary,0.1,0.5,0.5,0.9,0.0,0,0.018172974102761315,0.017514147397273798,1.0376168300142357
Fstationary-H0.1-I0.5-N0.5-S0.9-T0-D1,stationary,0.1,0.5,0.5,0.9,0.0,1,0.017435453214163347,0.016842943026150844,1.035178542555927
Fstationary-H0.1-I0.5-N0.5-S0.9-T0-D3,stationary,0.1,0.5,0.5,0.9,0.0,3,0.018969273052316663,0.018192867144080905,1.042676390812229
Fstationary-H0.1-I0.5-N0.5-S0.9-T0.9-D0,stationary,0.1,0.5,0.5,0.9,0.9,0,0.13148543168000487,0.12168209122884908,1.0805651871376742
Fstationary-H0.1-I0.5-N0.5-S0.9-T0.9-D1,stationary,0.1,0.5,0.5,0.9,0.9,1,0.1422648810165581,0.12789153483242932,1.112387002024501
Fstationary-H0.1-I0.5-N0.5-S0.9-T0.9-D3,stationary,0.1,0.5,0.5,0.9,0.9,3,0.12531062057661355,0.10295630259701609,1.2171243276586483
Fstationary-H0.1-I1.5-N0.1-S0-T0-D0,stationary,0.1,1.5,0.1,0.0,0.0,0,0.07558819587059948,0.07559586431658738,0.9998985599800039
Fstationary-H0.1-I1.5-N0.1-S0-T0-D1,stationary,0.1,1.5,0.1,0.0,0.0,1,0.07554099594393954,0.07579807424492963,0.9966083795195194
Fstationary-H0.1-I1.5-N0.1-S0-T0-D3,stationary,0.1,1.5,0.1,0.0,0.0,3,0.07648421374937883,0.07636126455667328,1.001610098960767
Fstationary-H0.1-I1.5-N0.1-S0-T0.9-D0,stationary,0.1,1.5,0.1,0.0,0.9,0,0.10006434962608388,0.09413965945502598,1.062935113695502
Fstationary-H0.1-I1.5-N0.1-S0-T0.9-D1,stationary,0.1,1.5,0.1,0.0,0.9,1,0.1014375664575772,0.10050594570180922,1.0092693098827408
Fstationary-H0.1-I1.5-N0.1-S0-T0.9-D3,stationary,0.1,1.5,0.1,0.0,0.9,3,0.10014809203831168,0.09785158356545506,1.0234693030932958
Fstationary-H0.1-I1.5-N0.1-S0.9-T0-D0,stationary,0.1,1.5,0.1,0.9,0.0,0,0.0771282764383576,0.07628936327360045,1.0109964630553872
