cell_id,schedule_family,target_scale,initial_common_parameter,noise_scale,spatial_correlation,temporal_correlation,delay,seed,strong_static_auc,continuous_auc,continuous_terminal,learning_transitions,extra_probe_transitions,fingerprint_reused_transitions,message_units,qp_iterations,mean_iterations_per_recipient_decision,mean_debt,max_debt,rollback_rate,accepted_nonlocal_rate
Falternating-H0.1-I0.5-N0.5-S0.9-T0-D3,alternating,0.1,0.5,0.5,0.9,0.0,3,2814696786,0.027020203098563,0.027213797434611553,0.0012413737697065073,240,0,30,12,633,26.375,0.1609719237176532,0.3940024488381619,0.9583333333333334,0.041666666666666664
Falternating-H0.1-I0.5-N0.5-S0.9-T0-D3,alternating,0.1,0.5,0.5,0.9,0.0,3,748652165,0.02068717341333667,0.020165114155455927,0.0025984824508265844,240,0,30,12,770,32.083333333333336,0.05406007506363658,0.3600592460856202,0.9166666666666666,0.08333333333333333
Falternating-H0.1-I0.5-N0.5-S0.9-T0-D3,alternating,0.1,0.5,0.5,0.9,0.0,3,4244158386,0.020343617776086818,0.02024466231629986,0.03899823970981519,240,0,30,12,778,32.416666666666664,0.016277802313270102,0.18455369463306912,0.7916666666666666,0.20833333333333334
Falternating-H0.1-I0.5-N0.5-S0.9-T0-D3,alternating,0.1,0.5,0.5,0.9,0.0,3,3723470981,0.01578424208544288,0.01578424208544288,0.002255005764700492,240,0,30,11,512,21.333333333333332,0.05001857166201772,0.151202829292756,1.0,0.0
Falternating-H0.1-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.1,0.5,0.5,0.9,0.9,0,1808804502,0.1423239563796077,0.16998568757643892,0.009871172846634229,240,0,30,12,673,28.041666666666668,0.029717160375816006,0.16502654243698647,0.5,0.5
Falternating-H0.1-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.1,0.5,0.5,0.9,0.9,0,2863024076,0.08730428233839678,0.09537785434299478,0.19323117881244023,240,0,30,12,582,24.25,0.05353367153557408,0.14259107176514882,0.9583333333333334,0.041666666666666664
Falternating-H0.1-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.1,0.5,0.5,0.9,0.9,0,2950424385,0.13200722957223063,0.14498897133601799,0.034289600817942925,240,0,30,12,542,22.583333333333332,0.010024318647634936,0.08058349188810261,0.4583333333333333,0.5
Falternating-H0.1-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.1,0.5,0.5,0.9,0.9,0,3476054506,0.17827254748938381,0.18812152922266837,0.01186689775949607,240,0,30,12,696,29.0,0.025936771113119983,0.16681922865636162,0.6666666666666666,0.25
Falternating-H0.1-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.1,0.5,0.5,0.9,0.9,0,859049474,0.1577837997658557,0.17342078089289037,0.1364203521165123,240,0,30,12,630,26.25,0.027007148767214596,0.12099566454159702,0.6666666666666666,0.3333333333333333
Falternating-H0.1-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.1,0.5,0.5,0.9,0.9,0,2088432960,0.11803263193002478,0.12920700633223797,0.022345423805110648,240,0,30,12,711,29.625,0.0021194702171323373,0.017800164259424944,0.7083333333333334,0.2916666666666667
Falternating-H0.1-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.1,0.5,0.5,0.9,0.9,0,4057090488,0.043531403971567545,0.049117637199395346,0.03183781864015399,240,0,30,12,768,32.0,0.01519191227190448,0.0546541221567732,0.7083333333333334,0.2916666666666667
Falternating-H0.1-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.1,0.5,0.5,0.9,0.9,0,4197492090,0.3231961308700199,0.33576169692959335,0.8735774680228687,240,0,30,12,928,38.666666666666664,0.02310518506996878,0.07862679016060378,0.625,0.375
Falternating-H0.1-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.1,0.5,0.5,0.9,0.9,0,3445129534,0.1899234343264801,0.23473532629210792,0.36972358236059066,240,0,30,12,824,34.333333333333336,0.00611154061732478,0.05736060050824556,0.4166666666666667,0.5416666666666666
Falternating-H0.1-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.1,0.5,0.5,0.9,0.9,0,1554091691,0.38074215608671574,0.3761825547098021,0.02319238374267692,240,0,30,12,840,35.0,0.01110582494658606,0.07590961775856425,0.7083333333333334,0.2916666666666667
Falternating-H0.1-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.1,0.5,0.5,0.9,0.9,0,1360135080,0.08021333629674239,0.11227316163419791,0.03316080685664266,240,0,30,12,638,26.583333333333332,0.005691482944344157,0.08693975248391833,0.6666666666666666,0.3333333333333333
Falternating-H0.1-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.1,0.5,0.5,0.9,0.9,0,2498757706,0.10958369603687605,0.11879082057967805,0.20349124606915256,240,0,30,12,667,27.791666666666668,0.05302709796965707,0.15584890490353545,0.9583333333333334,0.041666666666666664
Falternating-H0.1-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.1,0.5,0.5,0.9,0.9,0,1598408979,0.13093789938966077,0.1488879353746829,0.02185664889569037,240,0,30,12,463,19.291666666666668,0.009681206442081144,0.0909224670717548,0.5416666666666666,0.4583333333333333
Falternating-H0.1-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.1,0.5,0.5,0.9,0.9,0,2984591295,0.10198061083176914,0.11457720640241896,0.016678469654355606,240,0,30,12,546,22.75,0.32791651744167694,0.9868026059911532,0.6666666666666666,0.3333333333333333
Falternating-H0.1-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.1,0.5,0.5,0.9,0.9,0,3736052005,0.12648835104045034,0.13752052426270706,0.004045799527376057,240,0,30,12,732,30.5,0.008964518839092571,0.03821163853505558,0.7083333333333334,0.2916666666666667
Falternating-H0.1-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.1,0.5,0.5,0.9,0.9,0,2446090982,0.11354633434211975,0.11520086959031146,0.02893835906699138,240,0,30,12,651,27.125,0.05648550654196147,0.19543917210059467,0.6666666666666666,0.3333333333333333
Falternating-H0.1-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.1,0.5,0.5,0.9,0.9,0,2759634938,0.13969298926636586,0.15353099736681355,0.010807476328511501,240,0,30,12,435,18.125,0.130659078494497,0.3637075459927014,0.875,0.125
