comparison,numerator,denominator,ratio,bootstrap_95_lower,bootstrap_95_upper,bootstrap_replications
lyapunov_vs_raw,lyapunov_state_adaptive,raw_state_adaptive,0.7045940547459629,0.6799051339932528,0.7292538827412264,2000
lyapunov_vs_correlation_only,lyapunov_state_adaptive,correlation_only_adaptive,0.8186323461213589,0.8012267583214552,0.8332707594706328,2000
lyapunov_vs_best_fixed,lyapunov_state_adaptive,fixed_q4_oracle_eta,1.204087173096884,1.1503685075492416,1.2641670536785667,2000
lyapunov_vs_oracle,lyapunov_state_adaptive,state_oracle,1.8865444697509337,1.7829332925544,1.9928038431076205,2000
