seed,seed_index,scenario,max_delay,policy,charged_budget,observed_messages,total_probe_cost,total_updates,finite,within_budget
20260842,12,balanced_08,4,correlation_only_adaptive,15972,4124,768,2962,True,True
20260842,12,balanced_08,4,state_oracle,15880,11360,0,1130,True,True
20260842,12,balanced_08,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260842,12,balanced_08,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260842,12,balanced_08,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260842,12,balanced_08,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260842,12,independent,16,lyapunov_state_adaptive,15920,11000,768,1230,True,True
20260842,12,independent,16,raw_state_adaptive,15916,8084,768,1958,True,True
20260842,12,independent,16,correlation_only_adaptive,15862,9450,768,1603,True,True
20260842,12,independent,16,state_oracle,15860,13920,0,485,True,True
20260842,12,independent,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260842,12,independent,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260842,12,independent,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260842,12,independent,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260842,12,global_08,16,lyapunov_state_adaptive,15968,3552,768,3104,True,True
20260842,12,global_08,16,raw_state_adaptive,15940,4836,768,2776,True,True
20260842,12,global_08,16,correlation_only_adaptive,15968,3552,768,3104,True,True
20260842,12,global_08,16,state_oracle,15880,11360,0,1130,True,True
20260842,12,global_08,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260842,12,global_08,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260842,12,global_08,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260842,12,global_08,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260842,12,clustered_08,16,lyapunov_state_adaptive,15986,6094,768,2473,True,True
20260842,12,clustered_08,16,raw_state_adaptive,15928,8344,768,1896,True,True
20260842,12,clustered_08,16,correlation_only_adaptive,15986,6094,768,2473,True,True
20260842,12,clustered_08,16,state_oracle,15920,11040,0,1220,True,True
20260842,12,clustered_08,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260842,12,clustered_08,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260842,12,clustered_08,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260842,12,clustered_08,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260842,12,balanced_08,16,lyapunov_state_adaptive,15968,3552,768,3104,True,True
20260842,12,balanced_08,16,raw_state_adaptive,15912,6120,768,2448,True,True
20260842,12,balanced_08,16,correlation_only_adaptive,15968,3552,768,3104,True,True
20260842,12,balanced_08,16,state_oracle,15880,11360,0,1130,True,True
20260842,12,balanced_08,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260842,12,balanced_08,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260842,12,balanced_08,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260842,12,balanced_08,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260843,13,independent,4,lyapunov_state_adaptive,15988,7804,768,2046,True,True
20260843,13,independent,4,raw_state_adaptive,15980,8116,768,1966,True,True
20260843,13,independent,4,correlation_only_adaptive,15980,8116,768,1966,True,True
20260843,13,independent,4,state_oracle,15840,14080,0,440,True,True
20260843,13,independent,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260843,13,independent,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260843,13,independent,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260843,13,independent,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260843,13,global_08,4,lyapunov_state_adaptive,15968,3552,768,3104,True,True
20260843,13,global_08,4,raw_state_adaptive,15968,3552,768,3104,True,True
20260843,13,global_08,4,correlation_only_adaptive,15968,3552,768,3104,True,True
20260843,13,global_08,4,state_oracle,15880,11360,0,1130,True,True
20260843,13,global_08,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260843,13,global_08,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260843,13,global_08,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260843,13,global_08,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260843,13,clustered_08,4,lyapunov_state_adaptive,15990,6538,768,2363,True,True
20260843,13,clustered_08,4,raw_state_adaptive,15928,8280,768,1912,True,True
20260843,13,clustered_08,4,correlation_only_adaptive,15996,7492,768,2126,True,True
20260843,13,clustered_08,4,state_oracle,15900,11800,0,1025,True,True
20260843,13,clustered_08,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260843,13,clustered_08,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260843,13,clustered_08,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260843,13,clustered_08,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260843,13,balanced_08,4,lyapunov_state_adaptive,15972,4060,768,2978,True,True
20260843,13,balanced_08,4,raw_state_adaptive,15942,5090,768,2713,True,True
20260843,13,balanced_08,4,correlation_only_adaptive,15970,3806,768,3041,True,True
20260843,13,balanced_08,4,state_oracle,15880,11360,0,1130,True,True
20260843,13,balanced_08,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260843,13,balanced_08,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260843,13,balanced_08,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260843,13,balanced_08,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260843,13,independent,16,lyapunov_state_adaptive,15958,7314,768,2161,True,True
20260843,13,independent,16,raw_state_adaptive,15856,11600,768,1064,True,True
20260843,13,independent,16,correlation_only_adaptive,15894,8738,768,1789,True,True
20260843,13,independent,16,state_oracle,15840,14080,0,440,True,True
20260843,13,independent,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260843,13,independent,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260843,13,independent,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260843,13,independent,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260843,13,global_08,16,lyapunov_state_adaptive,15968,3552,768,3104,True,True
20260843,13,global_08,16,raw_state_adaptive,15940,4836,768,2776,True,True
20260843,13,global_08,16,correlation_only_adaptive,15968,3552,768,3104,True,True
20260843,13,global_08,16,state_oracle,15880,11360,0,1130,True,True
20260843,13,global_08,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260843,13,global_08,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260843,13,global_08,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260843,13,global_08,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260843,13,clustered_08,16,lyapunov_state_adaptive,15996,7556,768,2110,True,True
20260843,13,clustered_08,16,raw_state_adaptive,15922,7518,768,2101,True,True
20260843,13,clustered_08,16,correlation_only_adaptive,15996,7556,768,2110,True,True
20260843,13,clustered_08,16,state_oracle,15900,11800,0,1025,True,True
20260843,13,clustered_08,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260843,13,clustered_08,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260843,13,clustered_08,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260843,13,clustered_08,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260843,13,balanced_08,16,lyapunov_state_adaptive,15976,4632,768,2836,True,True
20260843,13,balanced_08,16,raw_state_adaptive,15976,4632,768,2836,True,True
20260843,13,balanced_08,16,correlation_only_adaptive,15982,5522,768,2615,True,True
20260843,13,balanced_08,16,state_oracle,15880,11360,0,1130,True,True
20260843,13,balanced_08,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260843,13,balanced_08,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260843,13,balanced_08,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260843,13,balanced_08,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260844,14,independent,4,lyapunov_state_adaptive,15980,8116,768,1966,True,True
20260844,14,independent,4,raw_state_adaptive,15952,7880,768,2018,True,True
20260844,14,independent,4,correlation_only_adaptive,15980,8116,768,1966,True,True
20260844,14,independent,4,state_oracle,15840,14080,0,440,True,True
20260844,14,independent,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260844,14,independent,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260844,14,independent,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260844,14,independent,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260844,14,global_08,4,lyapunov_state_adaptive,15968,3552,768,3104,True,True
20260844,14,global_08,4,raw_state_adaptive,15912,6120,768,2448,True,True
20260844,14,global_08,4,correlation_only_adaptive,15968,3552,768,3104,True,True
20260844,14,global_08,4,state_oracle,15900,10000,0,1475,True,True
20260844,14,global_08,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260844,14,global_08,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260844,14,global_08,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260844,14,global_08,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260844,14,clustered_08,4,lyapunov_state_adaptive,15994,7174,768,2205,True,True
20260844,14,clustered_08,4,raw_state_adaptive,15968,8840,768,1782,True,True
20260844,14,clustered_08,4,correlation_only_adaptive,15994,7174,768,2205,True,True
20260844,14,clustered_08,4,state_oracle,15880,12560,0,830,True,True
20260844,14,clustered_08,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260844,14,clustered_08,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260844,14,clustered_08,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260844,14,clustered_08,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260844,14,balanced_08,4,lyapunov_state_adaptive,15988,6348,768,2410,True,True
20260844,14,balanced_08,4,raw_state_adaptive,15988,6348,768,2410,True,True
20260844,14,balanced_08,4,correlation_only_adaptive,15988,6348,768,2410,True,True
20260844,14,balanced_08,4,state_oracle,15900,10000,0,1475,True,True
20260844,14,balanced_08,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260844,14,balanced_08,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260844,14,balanced_08,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260844,14,balanced_08,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260844,14,independent,16,lyapunov_state_adaptive,15908,11056,768,1213,True,True
20260844,14,independent,16,raw_state_adaptive,15916,10744,768,1293,True,True
20260844,14,independent,16,correlation_only_adaptive,15950,6170,768,2445,True,True
20260844,14,independent,16,state_oracle,15840,14080,0,440,True,True
20260844,14,independent,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260844,14,independent,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260844,14,independent,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260844,14,independent,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260844,14,global_08,16,lyapunov_state_adaptive,15968,3552,768,3104,True,True
20260844,14,global_08,16,raw_state_adaptive,15968,3552,768,3104,True,True
20260844,14,global_08,16,correlation_only_adaptive,15968,3552,768,3104,True,True
20260844,14,global_08,16,state_oracle,15920,8640,0,1820,True,True
20260844,14,global_08,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260844,14,global_08,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260844,14,global_08,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260844,14,global_08,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260844,14,clustered_08,16,lyapunov_state_adaptive,15988,6348,768,2410,True,True
20260844,14,clustered_08,16,raw_state_adaptive,15948,5916,768,2508,True,True
20260844,14,clustered_08,16,correlation_only_adaptive,15982,5458,768,2631,True,True
20260844,14,clustered_08,16,state_oracle,15880,12560,0,830,True,True
20260844,14,clustered_08,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260844,14,clustered_08,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260844,14,clustered_08,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260844,14,clustered_08,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260844,14,balanced_08,16,lyapunov_state_adaptive,15968,3552,768,3104,True,True
20260844,14,balanced_08,16,raw_state_adaptive,15972,4060,768,2978,True,True
20260844,14,balanced_08,16,correlation_only_adaptive,15968,3552,768,3104,True,True
20260844,14,balanced_08,16,state_oracle,15900,10000,0,1475,True,True
20260844,14,balanced_08,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260844,14,balanced_08,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260844,14,balanced_08,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260844,14,balanced_08,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260845,15,independent,4,lyapunov_state_adaptive,15992,9264,768,1682,True,True
20260845,15,independent,4,raw_state_adaptive,15992,9264,768,1682,True,True
20260845,15,independent,4,correlation_only_adaptive,15992,9264,768,1682,True,True
20260845,15,independent,4,state_oracle,15840,14080,0,440,True,True
20260845,15,independent,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260845,15,independent,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260845,15,independent,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260845,15,independent,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260845,15,global_08,4,lyapunov_state_adaptive,15968,3552,768,3104,True,True
20260845,15,global_08,4,raw_state_adaptive,15912,6120,768,2448,True,True
20260845,15,global_08,4,correlation_only_adaptive,15968,3552,768,3104,True,True
20260845,15,global_08,4,state_oracle,15920,8640,0,1820,True,True
20260845,15,global_08,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260845,15,global_08,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260845,15,global_08,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260845,15,global_08,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260845,15,clustered_08,4,lyapunov_state_adaptive,15990,6538,768,2363,True,True
20260845,15,clustered_08,4,raw_state_adaptive,15990,6538,768,2363,True,True
20260845,15,clustered_08,4,correlation_only_adaptive,15990,6538,768,2363,True,True
20260845,15,clustered_08,4,state_oracle,15860,13320,0,635,True,True
20260845,15,clustered_08,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260845,15,clustered_08,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260845,15,clustered_08,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260845,15,clustered_08,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260845,15,balanced_08,4,lyapunov_state_adaptive,15972,4060,768,2978,True,True
20260845,15,balanced_08,4,raw_state_adaptive,15972,4060,768,2978,True,True
20260845,15,balanced_08,4,correlation_only_adaptive,15972,4060,768,2978,True,True
20260845,15,balanced_08,4,state_oracle,15900,10000,0,1475,True,True
20260845,15,balanced_08,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260845,15,balanced_08,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260845,15,balanced_08,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260845,15,balanced_08,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260845,15,independent,16,lyapunov_state_adaptive,15956,8136,768,1955,True,True
20260845,15,independent,16,raw_state_adaptive,15928,9484,768,1611,True,True
20260845,15,independent,16,correlation_only_adaptive,15958,8454,768,1876,True,True
20260845,15,independent,16,state_oracle,15840,14080,0,440,True,True
20260845,15,independent,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260845,15,independent,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260845,15,independent,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260845,15,independent,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260845,15,global_08,16,lyapunov_state_adaptive,15968,3552,768,3104,True,True
20260845,15,global_08,16,raw_state_adaptive,15912,6120,768,2448,True,True
20260845,15,global_08,16,correlation_only_adaptive,15968,3552,768,3104,True,True
20260845,15,global_08,16,state_oracle,15920,8640,0,1820,True,True
20260845,15,global_08,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260845,15,global_08,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260845,15,global_08,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260845,15,global_08,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260845,15,clustered_08,16,lyapunov_state_adaptive,15976,4568,768,2852,True,True
20260845,15,clustered_08,16,raw_state_adaptive,16000,8128,768,1968,True,True
20260845,15,clustered_08,16,correlation_only_adaptive,15974,4314,768,2915,True,True
20260845,15,clustered_08,16,state_oracle,15880,12560,0,830,True,True
20260845,15,clustered_08,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260845,15,clustered_08,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260845,15,clustered_08,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260845,15,clustered_08,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260845,15,balanced_08,16,lyapunov_state_adaptive,15968,3552,768,3104,True,True
20260845,15,balanced_08,16,raw_state_adaptive,15884,7404,768,2120,True,True
20260845,15,balanced_08,16,correlation_only_adaptive,15968,3552,768,3104,True,True
20260845,15,balanced_08,16,state_oracle,15900,10000,0,1475,True,True
20260845,15,balanced_08,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260845,15,balanced_08,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260845,15,balanced_08,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260845,15,balanced_08,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260846,16,independent,4,lyapunov_state_adaptive,15852,12168,768,921,True,True
20260846,16,independent,4,raw_state_adaptive,15852,12168,768,921,True,True
20260846,16,independent,4,correlation_only_adaptive,15852,12168,768,921,True,True
20260846,16,independent,4,state_oracle,15840,14080,0,440,True,True
20260846,16,independent,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260846,16,independent,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260846,16,independent,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260846,16,independent,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260846,16,global_08,4,lyapunov_state_adaptive,15968,3552,768,3104,True,True
20260846,16,global_08,4,raw_state_adaptive,15940,4836,768,2776,True,True
20260846,16,global_08,4,correlation_only_adaptive,15968,3552,768,3104,True,True
20260846,16,global_08,4,state_oracle,15920,8640,0,1820,True,True
20260846,16,global_08,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260846,16,global_08,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260846,16,global_08,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260846,16,global_08,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260846,16,clustered_08,4,lyapunov_state_adaptive,16000,8128,768,1968,True,True
20260846,16,clustered_08,4,raw_state_adaptive,15936,9552,768,1596,True,True
20260846,16,clustered_08,4,correlation_only_adaptive,16000,8128,768,1968,True,True
20260846,16,clustered_08,4,state_oracle,15900,11800,0,1025,True,True
20260846,16,clustered_08,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260846,16,clustered_08,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260846,16,clustered_08,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260846,16,clustered_08,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260846,16,balanced_08,4,lyapunov_state_adaptive,15980,5204,768,2694,True,True
20260846,16,balanced_08,4,raw_state_adaptive,15976,4632,768,2836,True,True
20260846,16,balanced_08,4,correlation_only_adaptive,15970,3806,768,3041,True,True
20260846,16,balanced_08,4,state_oracle,15900,10000,0,1475,True,True
20260846,16,balanced_08,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260846,16,balanced_08,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260846,16,balanced_08,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260846,16,balanced_08,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260846,16,independent,16,lyapunov_state_adaptive,15864,11288,768,1144,True,True
20260846,16,independent,16,raw_state_adaptive,15864,11288,768,1144,True,True
20260846,16,independent,16,correlation_only_adaptive,15864,11288,768,1144,True,True
20260846,16,independent,16,state_oracle,15840,14080,0,440,True,True
20260846,16,independent,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260846,16,independent,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260846,16,independent,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260846,16,independent,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260846,16,global_08,16,lyapunov_state_adaptive,15968,3552,768,3104,True,True
20260846,16,global_08,16,raw_state_adaptive,15940,4836,768,2776,True,True
20260846,16,global_08,16,correlation_only_adaptive,15968,3552,768,3104,True,True
20260846,16,global_08,16,state_oracle,15920,8640,0,1820,True,True
20260846,16,global_08,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260846,16,global_08,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260846,16,global_08,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260846,16,global_08,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260846,16,clustered_08,16,lyapunov_state_adaptive,15998,7810,768,2047,True,True
20260846,16,clustered_08,16,raw_state_adaptive,16000,8128,768,1968,True,True
20260846,16,clustered_08,16,correlation_only_adaptive,15998,7810,768,2047,True,True
20260846,16,clustered_08,16,state_oracle,15880,12560,0,830,True,True
20260846,16,clustered_08,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260846,16,clustered_08,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260846,16,clustered_08,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260846,16,clustered_08,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260846,16,balanced_08,16,lyapunov_state_adaptive,15974,4314,768,2915,True,True
20260846,16,balanced_08,16,raw_state_adaptive,15946,5598,768,2587,True,True
20260846,16,balanced_08,16,correlation_only_adaptive,15974,4314,768,2915,True,True
20260846,16,balanced_08,16,state_oracle,15920,8640,0,1820,True,True
20260846,16,balanced_08,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260846,16,balanced_08,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260846,16,balanced_08,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260846,16,balanced_08,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260847,17,independent,4,lyapunov_state_adaptive,15940,9140,768,1700,True,True
20260847,17,independent,4,raw_state_adaptive,15858,11538,768,1080,True,True
20260847,17,independent,4,correlation_only_adaptive,15940,9140,768,1700,True,True
20260847,17,independent,4,state_oracle,15840,14080,0,440,True,True
20260847,17,independent,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260847,17,independent,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260847,17,independent,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260847,17,independent,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260847,17,global_08,4,lyapunov_state_adaptive,15968,3552,768,3104,True,True
20260847,17,global_08,4,raw_state_adaptive,15940,4836,768,2776,True,True
20260847,17,global_08,4,correlation_only_adaptive,15968,3552,768,3104,True,True
20260847,17,global_08,4,state_oracle,15900,10000,0,1475,True,True
20260847,17,global_08,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260847,17,global_08,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260847,17,global_08,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260847,17,global_08,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260847,17,clustered_08,4,lyapunov_state_adaptive,15982,5458,768,2631,True,True
20260847,17,clustered_08,4,raw_state_adaptive,15962,7950,768,2003,True,True
20260847,17,clustered_08,4,correlation_only_adaptive,15996,7556,768,2110,True,True
20260847,17,clustered_08,4,state_oracle,15932,10608,0,1331,True,True
20260847,17,clustered_08,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260847,17,clustered_08,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260847,17,clustered_08,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260847,17,clustered_08,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260847,17,balanced_08,4,lyapunov_state_adaptive,15972,4124,768,2962,True,True
20260847,17,balanced_08,4,raw_state_adaptive,15944,5408,768,2634,True,True
20260847,17,balanced_08,4,correlation_only_adaptive,15972,4124,768,2962,True,True
20260847,17,balanced_08,4,state_oracle,15900,10000,0,1475,True,True
20260847,17,balanced_08,4,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260847,17,balanced_08,4,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260847,17,balanced_08,4,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260847,17,balanced_08,4,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260847,17,independent,16,lyapunov_state_adaptive,15976,7480,768,2124,True,True
20260847,17,independent,16,raw_state_adaptive,15936,10088,768,1462,True,True
20260847,17,independent,16,correlation_only_adaptive,15976,7164,768,2203,True,True
20260847,17,independent,16,state_oracle,15840,14080,0,440,True,True
20260847,17,independent,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260847,17,independent,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260847,17,independent,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260847,17,independent,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260847,17,global_08,16,lyapunov_state_adaptive,15968,3552,768,3104,True,True
20260847,17,global_08,16,raw_state_adaptive,15968,3552,768,3104,True,True
20260847,17,global_08,16,correlation_only_adaptive,15968,3552,768,3104,True,True
20260847,17,global_08,16,state_oracle,15900,10000,0,1475,True,True
20260847,17,global_08,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260847,17,global_08,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260847,17,global_08,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260847,17,global_08,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260847,17,clustered_08,16,lyapunov_state_adaptive,15994,7174,768,2205,True,True
20260847,17,clustered_08,16,raw_state_adaptive,15952,6360,768,2398,True,True
20260847,17,clustered_08,16,correlation_only_adaptive,15980,5076,768,2726,True,True
20260847,17,clustered_08,16,state_oracle,15940,10280,0,1415,True,True
20260847,17,clustered_08,16,fixed_q1_oracle_eta,16000,3200,0,3200,True,True
20260847,17,clustered_08,16,fixed_q4_oracle_eta,16000,8000,0,2000,True,True
20260847,17,clustered_08,16,fixed_q8_oracle_eta,15936,10624,0,1328,True,True
20260847,17,clustered_08,16,fixed_q32_oracle_eta,15840,14080,0,440,True,True
20260847,17,balanced_08,16,lyapunov_state_adaptive,15974,4378,768,2899,True,True
20260847,17,balanced_08,16,raw_state_adaptive,15944,5344,768,2650,True,True
