seed,seed_index,scenario,max_delay,policy,block,selected_num_agents,selected_eta,block_spent,probe_cost,observable_state_proxy,decision_state_proxy,lyapunov_surrogate_before,lyapunov_surrogate_after_probe,lyapunov_surrogate_after_block,true_error_magnitude,estimated_rho_global,estimated_rho_cluster,estimated_rho_idiosyncratic,true_rho_global,true_rho_cluster,num_agents,eta,proxy_risk,lrv_used,predicted_exploitation_updates
20260830,0,independent,4,correlation_only_adaptive,5,2,0.005946035575013605,1998,96,0.01964431290940287,0.3,0.09,,,0.004237475294071508,0.05468361970926889,0.0,0.9453163802907312,0.0,0.0,2.0,0.005946035575013605,0.008556728924396066,2.232342053809089,317.0
20260830,0,independent,4,correlation_only_adaptive,6,2,0.005946035575013605,1998,96,0.08792414914926443,0.3,0.09,,,0.006921685925636581,0.040372180702197384,0.0,0.9596278192978026,0.0,0.0,2.0,0.005946035575013605,0.00742628511422043,1.8443931944706855,317.0
20260830,0,independent,4,correlation_only_adaptive,7,2,0.007384130729697496,1998,96,0.024049594473290997,0.3,0.09,,,0.05032602377272957,0.014736271892317968,0.0,0.985263728107682,0.0,0.0,2.0,0.007384130729697496,0.005040310684473238,1.149465062087782,317.0
20260830,0,independent,4,state_oracle,0,32,0.05187358218604038,1980,0,,,0.09,,,0.3,0.0,0.0,1.0,0.0,0.0,32.0,0.05187358218604038,0.0014912385713762,0.04687499999999999,55.0
20260830,0,independent,4,state_oracle,1,32,0.021810154653305155,1980,0,,,0.09,,,0.05281366787486254,0.0,0.0,1.0,0.0,0.0,32.0,0.021810154653305155,0.0007153550206837234,0.04687499999999999,55.0
20260830,0,independent,4,state_oracle,2,32,0.005946035575013605,1980,0,,,0.09,,,0.017362124891208065,0.0,0.0,1.0,0.0,0.0,32.0,0.005946035575013605,0.00022316082115541282,0.04687499999999999,55.0
20260830,0,independent,4,state_oracle,3,32,0.0025,1980,0,,,0.09,,,0.008818068309128966,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,7.321276616480723e-05,0.04687499999999999,55.0
20260830,0,independent,4,state_oracle,4,32,0.0025,1980,0,,,0.09,,,0.00690661465615873,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,5.039762876424077e-05,0.04687499999999999,55.0
20260830,0,independent,4,state_oracle,5,32,0.0025,1980,0,,,0.09,,,0.0005021831170895128,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,1.4400458465644305e-05,0.04687499999999999,55.0
20260830,0,independent,4,state_oracle,6,32,0.0025,1980,0,,,0.09,,,0.0004441196434209661,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,1.4357069421652688e-05,0.04687499999999999,55.0
20260830,0,independent,4,state_oracle,7,32,0.0025,1980,0,,,0.09,,,0.004582757059925628,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,3.0133206865072053e-05,0.04687499999999999,55.0
20260830,0,independent,4,fixed_q1_oracle_eta,0,1,0.005946035575013605,2000,0,,,0.09,,,0.3,0.0,0.0,1.0,0.0,0.0,1.0,0.005946035575013605,0.0051973829943886335,1.4999999999999998,400.0
20260830,0,independent,4,fixed_q1_oracle_eta,1,1,0.0025,2000,0,,,0.09,,,0.019331196399864945,0.0,0.0,1.0,0.0,0.0,1.0,0.0025,0.001674358532513618,1.4999999999999998,400.0
20260830,0,independent,4,fixed_q1_oracle_eta,2,1,0.0025,2000,0,,,0.09,,,0.03503995309635461,0.0,0.0,1.0,0.0,0.0,1.0,0.0025,0.0017896597292769338,1.4999999999999998,400.0
20260830,0,independent,4,fixed_q1_oracle_eta,3,1,0.0025,2000,0,,,0.09,,,0.0217731240888293,0.0,0.0,1.0,0.0,0.0,1.0,0.0025,0.0016879086718000363,1.4999999999999998,400.0
20260830,0,independent,4,fixed_q1_oracle_eta,4,1,0.0025,2000,0,,,0.09,,,0.04373449192384258,0.0,0.0,1.0,0.0,0.0,1.0,0.0025,0.0018821200489135992,1.4999999999999998,400.0
20260830,0,independent,4,fixed_q1_oracle_eta,5,1,0.0025,2000,0,,,0.09,,,0.013989804513574334,0.0,0.0,1.0,0.0,0.0,1.0,0.0025,0.001650331730600197,1.4999999999999998,400.0
20260830,0,independent,4,fixed_q1_oracle_eta,6,1,0.0025,2000,0,,,0.09,,,0.03878020696308427,0.0,0.0,1.0,0.0,0.0,1.0,0.0025,0.001826933175635907,1.4999999999999998,400.0
20260830,0,independent,4,fixed_q1_oracle_eta,7,1,0.0025,2000,0,,,0.09,,,0.053952375664649034,0.0,0.0,1.0,0.0,0.0,1.0,0.0025,0.002016867521433839,1.4999999999999998,400.0
20260830,0,independent,4,fixed_q4_oracle_eta,0,4,0.011387886347566916,2000,0,,,0.09,,,0.3,0.0,0.0,1.0,0.0,0.0,4.0,0.011387886347566916,0.0024336881712942863,0.37499999999999994,250.0
20260830,0,independent,4,fixed_q4_oracle_eta,1,4,0.0038555270635198514,2000,0,,,0.09,,,0.056190792277281965,0.0,0.0,1.0,0.0,0.0,4.0,0.0038555270635198514,0.001076941740900155,0.37499999999999994,250.0
20260830,0,independent,4,fixed_q4_oracle_eta,2,4,0.0025,2000,0,,,0.09,,,0.035167591472232605,0.0,0.0,1.0,0.0,0.0,4.0,0.0025,0.0006888631378612724,0.37499999999999994,250.0
20260830,0,independent,4,fixed_q4_oracle_eta,3,4,0.0025,2000,0,,,0.09,,,0.028960907954005355,0.0,0.0,1.0,0.0,0.0,4.0,0.0025,0.0005750053194412136,0.37499999999999994,250.0
20260830,0,independent,4,fixed_q4_oracle_eta,4,4,0.0025,2000,0,,,0.09,,,0.009493469160435714,0.0,0.0,1.0,0.0,0.0,4.0,0.0025,0.0003608608915706152,0.37499999999999994,250.0
20260830,0,independent,4,fixed_q4_oracle_eta,5,4,0.0025,2000,0,,,0.09,,,0.004904814955896208,0.0,0.0,1.0,0.0,0.0,4.0,0.0025,0.00034196148144507294,0.37499999999999994,250.0
20260830,0,independent,4,fixed_q4_oracle_eta,6,4,0.0025,2000,0,,,0.09,,,0.011170755047574657,0.0,0.0,1.0,0.0,0.0,4.0,0.0025,0.00037077556416811094,0.37499999999999994,250.0
20260830,0,independent,4,fixed_q4_oracle_eta,7,4,0.0025,2000,0,,,0.09,,,0.01679253135424898,0.0,0.0,1.0,0.0,0.0,4.0,0.0025,0.0004157446388206469,0.37499999999999994,250.0
20260830,0,independent,4,fixed_q8_oracle_eta,0,8,0.017562521603732995,1992,0,,,0.09,,,0.3,0.0,0.0,1.0,0.0,0.0,8.0,0.017562521603732995,0.0019073283269928304,0.18749999999999997,166.0
20260830,0,independent,4,fixed_q8_oracle_eta,1,8,0.0025,1992,0,,,0.09,,,0.007790188175291023,0.0,0.0,1.0,0.0,0.0,8.0,0.0025,0.00015888271196069556,0.18749999999999997,166.0
20260830,0,independent,4,fixed_q8_oracle_eta,2,8,0.0025,1992,0,,,0.09,,,0.011259900700059633,0.0,0.0,1.0,0.0,0.0,8.0,0.0025,0.0001876749051090592,0.18749999999999997,166.0
20260830,0,independent,4,fixed_q8_oracle_eta,3,8,0.0025,1992,0,,,0.09,,,0.005915353810260956,0.0,0.0,1.0,0.0,0.0,8.0,0.0025,0.00014768979280659037,0.18749999999999997,166.0
20260830,0,independent,4,fixed_q8_oracle_eta,4,8,0.0025,1992,0,,,0.09,,,0.004473682688944086,0.0,0.0,1.0,0.0,0.0,8.0,0.0025,0.000141165616057262,0.18749999999999997,166.0
20260830,0,independent,4,fixed_q8_oracle_eta,5,8,0.0025,1992,0,,,0.09,,,0.0015166163547362605,0.0,0.0,1.0,0.0,0.0,8.0,0.0025,0.00013344958765613914,0.18749999999999997,166.0
20260830,0,independent,4,fixed_q8_oracle_eta,6,8,0.0025,1992,0,,,0.09,,,0.006713219506583008,0.0,0.0,1.0,0.0,0.0,8.0,0.0025,0.00015207882059320012,0.18749999999999997,166.0
20260830,0,independent,4,fixed_q8_oracle_eta,7,8,0.0025,1992,0,,,0.09,,,0.0028500827865682535,0.0,0.0,1.0,0.0,0.0,8.0,0.0025,0.00013598599852345937,0.18749999999999997,166.0
20260830,0,independent,4,fixed_q32_oracle_eta,0,32,0.05187358218604038,1980,0,,,0.09,,,0.3,0.0,0.0,1.0,0.0,0.0,32.0,0.05187358218604038,0.0014912385713762,0.04687499999999999,55.0
20260830,0,independent,4,fixed_q32_oracle_eta,1,32,0.021810154653305155,1980,0,,,0.09,,,0.05281366787486254,0.0,0.0,1.0,0.0,0.0,32.0,0.021810154653305155,0.0007153550206837234,0.04687499999999999,55.0
20260830,0,independent,4,fixed_q32_oracle_eta,2,32,0.005946035575013605,1980,0,,,0.09,,,0.017362124891208065,0.0,0.0,1.0,0.0,0.0,32.0,0.005946035575013605,0.00022316082115541282,0.04687499999999999,55.0
20260830,0,independent,4,fixed_q32_oracle_eta,3,32,0.0025,1980,0,,,0.09,,,0.008818068309128966,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,7.321276616480723e-05,0.04687499999999999,55.0
20260830,0,independent,4,fixed_q32_oracle_eta,4,32,0.0025,1980,0,,,0.09,,,0.00690661465615873,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,5.039762876424077e-05,0.04687499999999999,55.0
20260830,0,independent,4,fixed_q32_oracle_eta,5,32,0.0025,1980,0,,,0.09,,,0.0005021831170895128,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,1.4400458465644305e-05,0.04687499999999999,55.0
20260830,0,independent,4,fixed_q32_oracle_eta,6,32,0.0025,1980,0,,,0.09,,,0.0004441196434209661,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,1.4357069421652688e-05,0.04687499999999999,55.0
20260830,0,independent,4,fixed_q32_oracle_eta,7,32,0.0025,1980,0,,,0.09,,,0.004582757059925628,0.0,0.0,1.0,0.0,0.0,32.0,0.0025,3.0133206865072053e-05,0.04687499999999999,55.0
20260830,0,global_08,4,lyapunov_state_adaptive,0,1,0.0038555270635198514,1996,96,0.448076231784444,0.2920603652967194,0.09,0.0852992569772532,0.01569414522556046,0.37169219708551093,0.1962981249985127,0.0,0.8037018750014874,0.8,0.0,1.0,0.0038555270635198514,0.01569414522556046,6.105154012465104,380.0
20260830,0,global_08,4,lyapunov_state_adaptive,1,1,0.0025,1996,96,0.8772767461427418,0.23124765897857133,0.01569414522556046,0.05347547978306962,0.01996422337002897,0.0930502406978775,0.41583367023817214,0.0,0.5841663297618279,0.8,0.0,1.0,0.0025,0.01996422337002897,11.25545790378751,380.0
20260830,0,global_08,4,lyapunov_state_adaptive,2,1,0.0025,1996,96,0.1949243391586176,0.2847993770774285,0.01996422337002897,0.08111068518369129,0.030229587143909192,0.07268154607483103,0.6610400257334558,0.005950311870182479,0.33300966239636176,0.8,0.0,1.0,0.0025,0.030229587143909192,17.02343510441676,380.0
20260830,0,global_08,4,lyapunov_state_adaptive,3,1,0.0025,1996,96,0.688099854170016,0.29695520144749976,0.030229587143909192,0.08818239166672516,0.031193437497470354,0.21558951993673267,0.6574857711939738,0.005025526417109208,0.33748870238891704,0.8,0.0,1.0,0.0025,0.031193437497470354,16.93765324532433,380.0
20260830,0,global_08,4,lyapunov_state_adaptive,4,1,0.0025,1996,96,0.6889931156486162,0.2971387799116256,0.031193437497470354,0.08829145452736945,0.031157948616334412,0.1402881201615023,0.6501412393795426,0.05270594800759667,0.29715281261286064,0.8,0.0,1.0,0.0025,0.031157948616334412,16.889041489300432,380.0
20260830,0,global_08,4,lyapunov_state_adaptive,5,1,0.0025,1996,96,0.0677680681411953,0.2957165105961426,0.031157948616334412,0.08744825463915855,0.030782992468445444,0.3207583331496017,0.6426574901197311,0.03019163861509736,0.3271508712651716,0.8,0.0,1.0,0.0025,0.030782992468445444,16.655066860716207,380.0
20260830,0,global_08,4,lyapunov_state_adaptive,6,1,0.0025,1996,96,0.31595944985303104,0.2966211562869013,0.030782992468445444,0.08798411035697833,0.03113904191761765,0.19602936391636838,0.6495860293544886,0.06748438405472597,0.28292958659078543,0.8,0.0,1.0,0.0025,0.03113904191761765,16.914353988291595,380.0
20260830,0,global_08,4,lyapunov_state_adaptive,7,1,0.0025,1996,96,0.22672614282388964,0.2882779936851975,0.03113904191761765,0.08310420164316278,0.029113422249369386,0.19486054776083228,0.5984419977652948,0.06029226788726381,0.3412657343474414,0.8,0.0,1.0,0.0025,0.029113422249369386,15.695857459184683,380.0
20260830,0,global_08,4,raw_state_adaptive,0,1,0.0047880164034928676,1996,96,0.448076231784444,0.448076231784444,0.09,,,0.37169219708551093,0.1962981249985127,0.0,0.8037018750014874,0.8,0.0,1.0,0.0047880164034928676,0.019499838760314275,6.105154012465104,380.0
20260830,0,global_08,4,raw_state_adaptive,1,1,0.005946035575013605,1996,96,0.9390777364812217,0.9390777364812217,0.09,,,0.03668029995154796,0.4447025285189294,0.0,0.5552974714810706,0.8,0.0,1.0,0.005946035575013605,0.0446829453080992,11.932721319054073,380.0
20260830,0,global_08,4,raw_state_adaptive,2,32,0.0025,1968,96,0.055296611674411425,0.055296611674411425,0.09,,,0.20003883730465544,0.6392493362109997,0.0,0.3607506637890003,0.8,0.0,32.0,0.0025,0.0095552401556474,24.947634299594075,52.0
20260830,0,global_08,4,raw_state_adaptive,3,1,0.005946035575013605,1996,96,0.9074005650957802,0.9074005650957802,0.09,,,0.3624638377430586,0.7794557020955052,0.0,0.22054429790449476,0.8,0.0,1.0,0.005946035575013605,0.06721974550710344,19.786030771160537,380.0
20260830,0,global_08,4,raw_state_adaptive,4,1,0.0047880164034928676,1996,96,0.6699293910844186,0.6699293910844186,0.09,,,0.2999687753491539,0.7826829960293712,0.015812351313707916,0.20150465265692089,0.8,0.0,1.0,0.0047880164034928676,0.05821001056389327,19.902762961548675,380.0
20260830,0,global_08,4,raw_state_adaptive,5,1,0.005946035575013605,1996,96,1.0,1.0,0.09,,,0.5495032131255829,0.6192145027943251,0.0,0.3807854972056749,0.8,0.0,1.0,0.005946035575013605,0.05803004596805121,16.026772235554855,380.0
20260830,0,global_08,4,raw_state_adaptive,6,1,0.0025,1996,96,0.29902117460582656,0.29902117460582656,0.09,,,0.27996167821457324,0.6882144822336044,0.0,0.3117855177663957,0.8,0.0,1.0,0.0025,0.0321308974367788,17.645511753200346,380.0
20260830,0,global_08,4,raw_state_adaptive,7,1,0.005946035575013605,1996,96,1.0,1.0,0.09,,,0.05388529688361298,0.8207599493979958,0.0,0.1792400506020041,0.8,0.0,1.0,0.005946035575013605,0.0719775304952991,20.755028412876968,380.0
20260830,0,global_08,4,correlation_only_adaptive,0,1,0.0038555270635198514,1996,96,0.448076231784444,0.3,0.09,,,0.37169219708551093,0.1962981249985127,0.0,0.8037018750014874,0.8,0.0,1.0,0.0038555270635198514,0.015943683423576258,6.105154012465104,380.0
20260830,0,global_08,4,correlation_only_adaptive,1,1,0.0031046445301837096,1996,96,0.8772767461427418,0.3,0.09,,,0.0930502406978775,0.41583367023817214,0.0,0.5841663297618279,0.8,0.0,1.0,0.0031046445301837096,0.0243229262128177,11.25545790378751,380.0
20260830,0,global_08,4,correlation_only_adaptive,2,1,0.0025,1996,96,0.16720834420795605,0.3,0.09,,,0.09796186900392129,0.6541985722313779,0.003602180010290571,0.3421992477583315,0.8,0.0,1.0,0.0025,0.03137860094610215,16.856843159858144,380.0
20260830,0,global_08,4,correlation_only_adaptive,3,1,0.0025,1996,96,0.6972082676093441,0.3,0.09,,,0.22389748916272595,0.6524554529376977,0.003289233091339947,0.34425531397096243,0.8,0.0,1.0,0.0025,0.03133419241585001,16.815137744762826,380.0
20260830,0,global_08,4,correlation_only_adaptive,4,1,0.0025,1996,96,0.6919864483985109,0.3,0.09,,,0.14301839986772497,0.6448601111027412,0.052324414694130274,0.30281547420312843,0.8,0.0,1.0,0.0025,0.031279906804033135,16.764156458922656,380.0
20260830,0,global_08,4,correlation_only_adaptive,5,1,0.0025,1996,96,0.0667843577495583,0.3,0.09,,,0.3216555954132713,0.6402130880402835,0.02962303288062993,0.3301638790790865,0.8,0.0,1.0,0.0025,0.03110111345287067,16.596246129889543,380.0
20260830,0,global_08,4,correlation_only_adaptive,6,1,0.0025,1996,96,0.31563616934415706,0.3,0.09,,,0.19632423464626864,0.6512453148594028,0.067461733513206,0.28129295162739115,0.8,0.0,1.0,0.0025,0.031481226602789396,16.953222066957085,380.0
20260830,0,global_08,4,correlation_only_adaptive,7,1,0.0025,1996,96,0.226619901913652,0.3,0.09,,,0.19495745225673322,0.5992850529335721,0.0601353860709393,0.3405795609954886,0.8,0.0,1.0,0.0025,0.030162993175208756,15.715228555853953,380.0
20260830,0,global_08,4,state_oracle,0,1,0.0025,2000,0,,,0.09,,,0.3,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.03409199618896057,20.267999999999986,400.0
20260830,0,global_08,4,state_oracle,1,32,0.0025,1980,0,,,0.09,,,0.07128079839865524,0.8,0.0,0.19999999999999996,0.8,0.0,32.0,0.0025,0.013315592170968492,31.209374999999973,55.0
20260830,0,global_08,4,state_oracle,2,1,0.0025,2000,0,,,0.09,,,0.14739946257296582,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.024875305598543392,20.267999999999986,400.0
20260830,0,global_08,4,state_oracle,3,32,0.0025,1980,0,,,0.09,,,0.10861097189395433,0.8,0.0,0.19999999999999996,0.8,0.0,32.0,0.0025,0.01841240275901452,31.209374999999973,55.0
20260830,0,global_08,4,state_oracle,4,1,0.0025,2000,0,,,0.09,,,0.17439645495167566,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.02604809329463941,20.267999999999986,400.0
20260830,0,global_08,4,state_oracle,5,1,0.0025,2000,0,,,0.09,,,0.2592502092784957,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.031015509608892895,20.267999999999986,400.0
20260830,0,global_08,4,state_oracle,6,1,0.0031046445301837096,2000,0,,,0.09,,,0.3803681886476304,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0031046445301837096,0.040916928174169934,20.267999999999986,400.0
20260830,0,global_08,4,state_oracle,7,1,0.0025,2000,0,,,0.09,,,0.2387844057238381,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.02963953057394111,20.267999999999986,400.0
20260830,0,global_08,4,fixed_q1_oracle_eta,0,1,0.0025,2000,0,,,0.09,,,0.3,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.03409199618896057,20.267999999999986,400.0
20260830,0,global_08,4,fixed_q1_oracle_eta,1,1,0.0025,2000,0,,,0.09,,,0.07128079839865524,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.02262819613536193,20.267999999999986,400.0
20260830,0,global_08,4,fixed_q1_oracle_eta,2,1,0.0025,2000,0,,,0.09,,,0.08007725324933086,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.02280793280636145,20.267999999999986,400.0
20260830,0,global_08,4,fixed_q1_oracle_eta,3,1,0.0025,2000,0,,,0.09,,,0.2379344998945645,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.029584834434960808,20.267999999999986,400.0
20260830,0,global_08,4,fixed_q1_oracle_eta,4,1,0.0025,2000,0,,,0.09,,,0.2696297005333091,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.03175657515856531,20.267999999999986,400.0
20260830,0,global_08,4,fixed_q1_oracle_eta,5,1,0.0025,2000,0,,,0.09,,,0.3305121042020144,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.03668909859280336,20.267999999999986,400.0
20260830,0,global_08,4,fixed_q1_oracle_eta,6,1,0.0025,2000,0,,,0.09,,,0.14978680006021786,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.024971083658311324,20.267999999999986,400.0
20260830,0,global_08,4,fixed_q1_oracle_eta,7,1,0.0025,2000,0,,,0.09,,,0.07737108228660135,0.8,0.0,0.19999999999999996,0.8,0.0,1.0,0.0025,0.022750413082739437,20.267999999999986,400.0
20260830,0,global_08,4,fixed_q4_oracle_eta,0,4,0.0025,2000,0,,,0.09,,,0.3,0.8,0.0,0.19999999999999996,0.8,0.0,4.0,0.0025,0.050209554604357415,27.379058272632655,250.0
20260830,0,global_08,4,fixed_q4_oracle_eta,1,4,0.0025,2000,0,,,0.09,,,0.291273028534433,0.8,0.0,0.19999999999999996,0.8,0.0,4.0,0.0025,0.04873349530895989,27.379058272632655,250.0
20260830,0,global_08,4,fixed_q4_oracle_eta,2,4,0.0025,2000,0,,,0.09,,,0.148363427227612,0.8,0.0,0.19999999999999996,0.8,0.0,4.0,0.0025,0.030761045268153195,27.379058272632655,250.0
20260830,0,global_08,4,fixed_q4_oracle_eta,3,4,0.0025,2000,0,,,0.09,,,0.04682682852873111,0.8,0.0,0.19999999999999996,0.8,0.0,4.0,0.0025,0.025091699778155736,27.379058272632655,250.0
20260830,0,global_08,4,fixed_q4_oracle_eta,4,4,0.0025,2000,0,,,0.09,,,0.23223190224238385,0.8,0.0,0.19999999999999996,0.8,0.0,4.0,0.0025,0.039891961954767394,27.379058272632655,250.0
20260830,0,global_08,4,fixed_q4_oracle_eta,5,4,0.0025,2000,0,,,0.09,,,0.3045311287243013,0.8,0.0,0.19999999999999996,0.8,0.0,4.0,0.0025,0.050993123608547734,27.379058272632655,250.0
