policy,scenario,budget,mean_mse,standard_error
fixed_q1_oracle_eta,global_08,2200.0,0.029920854711132486,0.0035852204048564366
fixed_q1_oracle_eta,global_08,2400.0,0.026580137078215098,0.0032861695397291926
fixed_q1_oracle_eta,global_08,2600.0,0.024277813275858318,0.002876526447680228
fixed_q1_oracle_eta,global_08,2800.0,0.026328001335602112,0.003363605738661553
fixed_q1_oracle_eta,global_08,3000.0,0.02363851270403691,0.0027769471690489746
fixed_q1_oracle_eta,global_08,3200.0,0.02508311713622816,0.0028263763608577866
fixed_q1_oracle_eta,global_08,3400.0,0.023330022765513204,0.0024819146601215477
fixed_q1_oracle_eta,global_08,3600.0,0.02401414585632885,0.002483983476431191
fixed_q1_oracle_eta,global_08,3800.0,0.025022303789567282,0.002683461036165633
fixed_q1_oracle_eta,global_08,4000.0,0.024455568734118294,0.002530271781771918
fixed_q1_oracle_eta,global_08,4200.0,0.02187550088035918,0.0024265450540809194
fixed_q1_oracle_eta,global_08,4400.0,0.02020556805636149,0.002273745511865566
fixed_q1_oracle_eta,global_08,4600.0,0.018491276402054377,0.0021024747627755146
fixed_q1_oracle_eta,global_08,4800.0,0.018355165748370057,0.0021081202766809926
fixed_q1_oracle_eta,global_08,5000.0,0.017181953292137973,0.002112909557360363
fixed_q1_oracle_eta,global_08,5200.0,0.01683720505391562,0.0019745364563899283
fixed_q1_oracle_eta,global_08,5400.0,0.01793145602983837,0.002259903873584316
fixed_q1_oracle_eta,global_08,5600.0,0.020140786200186465,0.002593998695748738
fixed_q1_oracle_eta,global_08,5800.0,0.019070696883609663,0.002121608498211729
fixed_q1_oracle_eta,global_08,6000.0,0.0164338690944663,0.0018143903381160485
fixed_q1_oracle_eta,global_08,6200.0,0.016513521653714645,0.0018963392353292168
fixed_q1_oracle_eta,global_08,6400.0,0.01838938317563507,0.0020689526438535965
fixed_q1_oracle_eta,global_08,6600.0,0.01905341269612508,0.0025118390683320185
fixed_q1_oracle_eta,global_08,6800.0,0.021023496234266473,0.0030000865071506465
fixed_q1_oracle_eta,global_08,7000.0,0.02143002358526845,0.00328790828742029
fixed_q1_oracle_eta,global_08,7200.0,0.022608990932924324,0.0029503698173701243
fixed_q1_oracle_eta,global_08,7400.0,0.025259485183162348,0.0031514404870633555
fixed_q1_oracle_eta,global_08,7600.0,0.025410221151283708,0.0032482769571198188
fixed_q1_oracle_eta,global_08,7800.0,0.0252630176538132,0.0032923595485671543
fixed_q1_oracle_eta,global_08,8000.0,0.028337776858022953,0.0040236009014773
fixed_q1_oracle_eta,global_08,8200.0,0.03149498311018934,0.004217596988902658
fixed_q1_oracle_eta,global_08,8400.0,0.03132322042322918,0.0039356160139625875
fixed_q1_oracle_eta,global_08,8600.0,0.027794658547476103,0.0033778343699948097
fixed_q1_oracle_eta,global_08,8800.0,0.03084189395910314,0.003762390739540337
fixed_q1_oracle_eta,global_08,9000.0,0.027521261769252788,0.0030923595076912183
fixed_q1_oracle_eta,global_08,9200.0,0.025315761958082432,0.002902809420885451
fixed_q1_oracle_eta,global_08,9400.0,0.026173104691471324,0.0030236118026160776
fixed_q1_oracle_eta,global_08,9600.0,0.024708451179226383,0.0027675712565207347
fixed_q1_oracle_eta,global_08,9800.0,0.025680734982176906,0.003064920463126765
fixed_q1_oracle_eta,global_08,10000.0,0.026133934587694366,0.0030858690766211207
fixed_q1_oracle_eta,global_08,10200.0,0.0229870100516088,0.0023913878088640847
fixed_q1_oracle_eta,global_08,10400.0,0.021234624952870755,0.0018486778985964424
fixed_q1_oracle_eta,global_08,10600.0,0.021303701691864813,0.001986981542917892
fixed_q1_oracle_eta,global_08,10800.0,0.02249192285353137,0.002135108108550633
fixed_q1_oracle_eta,global_08,11000.0,0.02172900404635334,0.0021314944803473034
fixed_q1_oracle_eta,global_08,11200.0,0.024208620253732237,0.002692460529004371
fixed_q1_oracle_eta,global_08,11400.0,0.023485453804206746,0.00304555488845758
fixed_q1_oracle_eta,global_08,11600.0,0.021345336824169916,0.0026722067317839836
fixed_q1_oracle_eta,global_08,11800.0,0.01846745406750623,0.002517713416017377
fixed_q1_oracle_eta,global_08,12000.0,0.013996629458650564,0.0018017432617588192
fixed_q1_oracle_eta,global_08,12200.0,0.011972587384679375,0.0015416011717417715
fixed_q1_oracle_eta,global_08,12400.0,0.015107183638081006,0.001869340608960828
fixed_q1_oracle_eta,global_08,12600.0,0.0217045515220997,0.0028271858784008506
fixed_q1_oracle_eta,global_08,12800.0,0.02409429129592932,0.003298748906380742
fixed_q1_oracle_eta,global_08,13000.0,0.02313337487234434,0.003342129452012472
fixed_q1_oracle_eta,global_08,13200.0,0.021251469225349855,0.0024045423828385837
fixed_q1_oracle_eta,global_08,13400.0,0.019825452195347613,0.0021574682547756455
