cell_id,schedule_family,target_scale,initial_common_parameter,noise_scale,spatial_correlation,temporal_correlation,delay,best_static_graph,best_static_auc,best_static_terminal,dynamic_auc,dynamic_terminal,dynamic_to_static_auc_ratio,dynamic_to_static_terminal_ratio,charged_shadow_auc,checkpoint_safe,selected_actions,action_change_count,environment_used,message_used
Falternating-H0.6-I0.5-N0.5-S0-T0.9-D0,alternating,0.6,0.5,0.5,0.0,0.9,0,"[0,0,0,0]",0.13590201535225366,0.07435384054240332,0.08345715789931311,0.07004120796399073,0.6140980152722154,0.9419985229148569,0.14463524124384897,True,"[[1,1,5,5],[1,1,5,5],[0,6,2,5],[3,5,1,3],[3,2,6,3],[1,1,5,5]]",4,240,18
Falternating-H0.6-I0.5-N0.5-S0-T0.9-D1,alternating,0.6,0.5,0.5,0.0,0.9,1,"[0,0,3,0]",0.12861335172225538,0.07899455850571885,0.08247686516602155,0.07013992294534871,0.6412776283455621,0.8879082847240788,0.14463524124384897,True,"[[0,0,2,2],[1,1,5,5],[1,4,2,5],[3,5,1,3],[3,4,4,3],[1,1,5,5]]",5,240,18
Falternating-H0.6-I0.5-N0.5-S0-T0.9-D3,alternating,0.6,0.5,0.5,0.0,0.9,3,"[0,0,3,0]",0.1230671316537532,0.07628012599544635,0.0819537670229991,0.06996170539221364,0.6659273351196183,0.9171681939328482,0.14463524124384897,True,"[[0,0,2,2],[0,0,5,5],[1,4,2,5],[3,5,1,3],[3,4,4,3],[1,1,5,5]]",5,240,18
Falternating-H0.6-I0.5-N0.5-S0.9-T0-D0,alternating,0.6,0.5,0.5,0.9,0.0,0,"[0,0,0,0]",0.074809271962934,0.011175902903473242,0.0335503329203068,0.010161923968165863,0.44847827067385565,0.9092709605599513,0.08623744585013293,True,"[[1,1,5,5],[1,1,5,5],[0,6,2,0],[3,5,1,3],[0,2,6,0],[1,1,5,5]]",4,240,18
Falternating-H0.6-I0.5-N0.5-S0.9-T0-D1,alternating,0.6,0.5,0.5,0.9,0.0,1,"[0,0,3,0]",0.07107318289601573,0.01655535090710891,0.03318358500156231,0.010044321040602388,0.46689318881513797,0.606711455224385,0.08623744585013293,True,"[[0,0,1,1],[0,0,5,5],[1,4,4,5],[3,5,1,3],[3,4,4,3],[1,1,5,5]]",5,240,18
Falternating-H0.6-I0.5-N0.5-S0.9-T0-D3,alternating,0.6,0.5,0.5,0.9,0.0,3,"[0,0,3,0]",0.06540482695368281,0.01380009278723562,0.03279070781003384,0.009835388553021882,0.5013499666202765,0.7127045234158942,0.08623744585013293,True,"[[0,0,1,1],[0,0,5,5],[0,4,2,5],[3,5,1,3],[3,4,4,3],[1,1,5,5]]",5,240,18
Falternating-H0.6-I0.5-N0.5-S0.9-T0.9-D0,alternating,0.6,0.5,0.5,0.9,0.9,0,"[0,0,0,0]",0.13590201535225366,0.07435384054240332,0.09124044076657796,0.0726350341485997,0.6713692989032257,0.9768834214713711,0.14463524124384897,True,"[[1,1,5,5],[1,1,5,5],[0,6,2,0],[3,5,1,3],[0,2,6,0],[1,1,5,5]]",4,240,18
Falternating-H0.6-I0.5-N0.5-S0.9-T0.9-D1,alternating,0.6,0.5,0.5,0.9,0.9,1,"[0,0,3,0]",0.13050465280373308,0.07945200781042594,0.08910632961726046,0.07211929467360645,0.6827827797930557,0.9077089007704439,0.14463524124384897,True,"[[0,0,2,2],[0,0,5,5],[1,4,4,5],[3,5,1,3],[3,4,4,3],[1,1,5,5]]",5,240,18
Falternating-H0.6-I0.5-N0.5-S0.9-T0.9-D3,alternating,0.6,0.5,0.5,0.9,0.9,3,"[0,0,3,0]",0.12373047137730105,0.07644397739279746,0.08408262645244247,0.07059281812628068,0.6795628070957777,0.9234582047392517,0.14463524124384897,True,"[[0,0,2,2],[0,0,5,5],[1,4,2,5],[3,5,1,3],[3,4,4,3],[1,1,5,5]]",5,240,18
Falternating-H0.6-I1.5-N0.1-S0-T0-D0,alternating,0.6,1.5,0.1,0.0,0.0,0,"[0,0,3,0]",0.13259902616231511,0.009750608493807109,0.09174734247319272,0.0019565100492212033,0.6919156582710068,0.20065517454257742,0.1566633831184339,True,"[[1,1,2,2],[1,1,5,5],[0,6,2,0],[3,5,1,3],[0,2,6,0],[1,1,5,5]]",5,240,18
Falternating-H0.6-I1.5-N0.1-S0-T0-D1,alternating,0.6,1.5,0.1,0.0,0.0,1,"[0,0,3,0]",0.1299586833003558,0.008410544164523899,0.1040071223888663,0.0019539087899766733,0.8003091424717563,0.23231657212126175,0.1566633831184339,True,"[[0,0,0,0],[0,0,0,0],[0,4,4,5],[3,5,1,3],[3,4,4,3],[1,1,5,5]]",4,240,16
Falternating-H0.6-I1.5-N0.1-S0-T0-D3,alternating,0.6,1.5,0.1,0.0,0.0,3,"[0,0,3,0]",0.1254943945841619,0.005692029633977594,0.10395463498261703,0.0019507715457155457,0.8283607831814402,0.3427198505908595,0.1566633831184339,True,"[[0,0,0,0],[0,0,1,1],[0,4,2,5],[0,5,1,3],[3,2,4,3],[1,1,5,5]]",5,240,17
Falternating-H0.6-I1.5-N0.1-S0-T0.9-D0,alternating,0.6,1.5,0.1,0.0,0.9,0,"[0,0,3,0]",0.1441941734907401,0.02225117207941224,0.10210607325052208,0.01402139065727395,0.7081151115795893,0.6301416665707761,0.16834294219717708,True,"[[1,1,2,2],[1,1,5,5],[0,6,2,0],[3,5,1,3],[0,2,6,0],[1,1,5,5]]",5,240,18
Falternating-H0.6-I1.5-N0.1-S0-T0.9-D1,alternating,0.6,1.5,0.1,0.0,0.9,1,"[0,0,3,0]",0.14151931575603913,0.020911107738182104,0.11458409360466772,0.014028112924951125,0.8096710543894642,0.6708450408553369,0.16834294219717708,True,"[[0,0,0,0],[0,0,0,0],[1,4,4,5],[3,5,1,3],[3,4,4,3],[1,1,5,5]]",4,240,16
Falternating-H0.6-I1.5-N0.1-S0-T0.9-D3,alternating,0.6,1.5,0.1,0.0,0.9,3,"[0,0,3,0]",0.13704530356564018,0.01819259312223242,0.11427160515068535,0.013999853911539524,0.8338235764201363,0.7695359214311719,0.16834294219717708,True,"[[0,0,0,0],[0,0,1,1],[0,4,2,5],[3,5,1,3],[3,4,4,3],[1,1,5,5]]",5,240,17
Falternating-H0.6-I1.5-N0.1-S0.9-T0-D0,alternating,0.6,1.5,0.1,0.9,0.0,0,"[0,0,3,0]",0.132689645049697,0.009770235848514252,0.09195880956759395,0.002032402732970084,0.6930368193625969,0.20801982311196193,0.1566633831184339,True,"[[1,1,2,2],[1,1,5,5],[0,6,2,0],[3,5,1,3],[0,2,6,0],[1,1,5,5]]",5,240,18
Falternating-H0.6-I1.5-N0.1-S0.9-T0-D1,alternating,0.6,1.5,0.1,0.9,0.0,1,"[0,0,3,0]",0.13001128199079123,0.008423266218460113,0.10413561239016463,0.002008957006148168,0.8009736600977491,0.23850095129908316,0.1566633831184339,True,"[[0,0,0,0],[0,0,0,0],[0,4,4,0],[3,5,1,3],[3,4,4,3],[1,1,5,5]]",4,240,16
Falternating-H0.6-I1.5-N0.1-S0.9-T0-D3,alternating,0.6,1.5,0.1,0.9,0.0,3,"[0,0,3,0]",0.12551284262562612,0.005696586480590267,0.10400463174059776,0.001969331990857039,0.8286373694110167,0.3457038697765862,0.1566633831184339,True,"[[0,0,0,0],[0,0,1,1],[0,6,2,5],[0,5,1,3],[3,2,4,3],[1,1,5,5]]",5,240,17
Falternating-H0.6-I1.5-N0.1-S0.9-T0.9-D0,alternating,0.6,1.5,0.1,0.9,0.9,0,"[0,0,3,0]",0.144845853592617,0.022392320982082187,0.10350628581619575,0.014527024771046454,0.7145961258049545,0.648750291792916,0.16834294219717708,True,"[[1,1,2,2],[1,1,5,5],[0,6,2,0],[3,5,1,3],[0,2,6,0],[1,1,5,5]]",5,240,18
Falternating-H0.6-I1.5-N0.1-S0.9-T0.9-D1,alternating,0.6,1.5,0.1,0.9,0.9,1,"[0,0,3,0]",0.14189757597233466,0.021002597599123523,0.11558748642753747,0.014423948537018767,0.8145839394048086,0.6867697421208844,0.16834294219717708,True,"[[0,0,0,0],[0,0,0,0],[0,4,4,5],[3,5,1,3],[3,4,4,3],[1,1,5,5]]",4,240,16
Falternating-H0.6-I1.5-N0.1-S0.9-T0.9-D3,alternating,0.6,1.5,0.1,0.9,0.9,3,"[0,0,3,0]",0.13717797151034974,0.018225363401702638,0.11463139051423155,0.014123405724411262,0.835639930027562,0.7749313642268354,0.16834294219717708,True,"[[0,0,0,0],[0,0,1,1],[0,4,2,5],[0,5,1,3],[3,4,4,3],[1,1,5,5]]",5,240,17
Falternating-H0.6-I1.5-N0.5-S0-T0-D0,alternating,0.6,1.5,0.5,0.0,0.0,0,"[0,0,3,0]",0.14009011143276442,0.017826641087104196,0.09865128572327281,0.009782474471454578,0.7041987811582263,0.5487558998723111,0.16450718012140828,True,"[[1,1,2,2],[1,1,5,5],[0,6,2,0],[3,5,1,3],[0,2,6,0],[1,1,5,5]]",5,240,18
Falternating-H0.6-I1.5-N0.5-S0-T0-D1,alternating,0.6,1.5,0.5,0.0,0.0,1,"[0,0,3,0]",0.13742747011719492,0.016486576750102636,0.11098560990883995,0.009769161720499296,0.8075940699060677,0.592552466687087,0.16450718012140828,True,"[[0,0,0,0],[0,0,0,0],[1,4,4,5],[3,5,1,3],[3,4,4,3],[1,1,5,5]]",4,240,16
Falternating-H0.6-I1.5-N0.5-S0-T0-D3,alternating,0.6,1.5,0.5,0.0,0.0,3,"[0,0,3,0]",0.13295689951666337,0.013768062164381178,0.11077780006328468,0.009751709376143645,0.8331857952915109,0.7082848159541228,0.16450718012140828,True,"[[0,0,0,0],[0,0,1,1],[0,4,2,5],[0,5,1,3],[3,4,4,3],[1,1,5,5]]",5,240,17
Falternating-H0.6-I1.5-N0.5-S0-T0.9-D0,alternating,0.6,1.5,0.5,0.0,0.9,0,"[0,0,3,0]",0.1980658480748895,0.08032945901512983,0.1500658928442756,0.07004142959431159,0.7576565788743906,0.8719270670193294,0.2229049755151243,True,"[[1,1,2,2],[1,1,5,5],[0,6,2,5],[3,5,1,3],[3,2,6,3],[1,1,5,5]]",5,240,18
Falternating-H0.6-I1.5-N0.5-S0-T0.9-D1,alternating,0.6,1.5,0.5,0.0,0.9,1,"[0,0,3,0]",0.19523063239561156,0.07898939461839365,0.16286269497257147,0.07014008495775517,0.8342066661063192,0.8879683822949846,0.2229049755151243,True,"[[0,0,0,0],[0,0,5,5],[1,4,4,5],[3,5,1,3],[3,4,4,3],[1,1,5,5]]",5,240,17
Falternating-H0.6-I1.5-N0.5-S0-T0.9-D3,alternating,0.6,1.5,0.5,0.0,0.9,3,"[0,0,3,0]",0.19071144442405477,0.07627087960565529,0.16149118340418397,0.0699714415302891,0.846782865558407,0.9174070351891012,0.2229049755151243,True,"[[0,0,0,0],[0,0,1,1],[1,4,2,5],[3,5,1,3],[3,4,4,3],[1,1,5,5]]",5,240,17
Falternating-H0.6-I1.5-N0.5-S0.9-T0-D0,alternating,0.6,1.5,0.5,0.9,0.0,0,"[0,0,3,0]",0.14054320586967392,0.017924777860639916,0.09970862119527889,0.010161937890198978,0.7094517346341093,0.5669212734018337,0.16450718012140828,True,"[[1,1,2,2],[1,1,5,5],[0,6,2,0],[3,5,1,3],[0,2,6,0],[1,1,5,5]]",5,240,18
Falternating-H0.6-I1.5-N0.5-S0.9-T0-D1,alternating,0.6,1.5,0.5,0.9,0.0,1,"[0,0,3,0]",0.13769046356937192,0.016550187019783703,0.11168245172782404,0.010044393077361692,0.8111124680145739,0.6069051102174774,0.16450718012140828,True,"[[0,0,0,0],[0,0,0,0],[0,4,4,5],[3,5,1,3],[3,4,4,3],[1,1,5,5]]",4,240,16
Falternating-H0.6-I1.5-N0.5-S0.9-T0-D3,alternating,0.6,1.5,0.5,0.9,0.0,3,"[0,0,3,0]",0.13304913972398444,0.01379084639744455,0.11103025181959514,0.009838737811964062,0.8345055973299164,0.7134252335510882,0.16450718012140828,True,"[[0,0,0,0],[0,0,1,1],[0,4,2,5],[0,5,1,3],[3,4,4,3],[1,1,5,5]]",5,240,17
Falternating-H0.6-I1.5-N0.5-S0.9-T0.9-D0,alternating,0.6,1.5,0.5,0.9,0.9,0,"[0,0,3,0]",0.2013242485842741,0.08103520352847955,0.157446002438288,0.07263504808058081,0.7820518568699948,0.8963394292587106,0.2229049755151243,True,"[[1,1,2,2],[1,1,5,5],[0,6,2,0],[3,5,1,3],[0,2,6,0],[1,1,5,5]]",5,240,18
Falternating-H0.6-I1.5-N0.5-S0.9-T0.9-D1,alternating,0.6,1.5,0.5,0.9,0.9,1,"[0,0,3,0]",0.19712193347708928,0.07944684392310074,0.16876070467641435,0.07211939483099626,0.8561234242156455,0.9077691607334716,0.2229049755151243,True,"[[0,0,0,0],[0,0,5,5],[1,4,4,5],[3,5,1,3],[3,4,4,3],[1,1,5,5]]",5,240,17
Falternating-H0.6-I1.5-N0.5-S0.9-T0.9-D3,alternating,0.6,1.5,0.5,0.9,0.9,3,"[0,0,3,0]",0.19137478414760267,0.07643473100300639,0.1637100869952881,0.07060269536520468,0.855442307744277,0.923699140936699,0.2229049755151243,True,"[[0,0,0,0],[0,0,1,1],[1,4,2,5],[3,5,1,3],[3,4,4,3],[1,1,5,5]]",5,240,17
